Speaker,Brazilian Portuguese (PT)
Ushiromiya Ange,"""Está dizendo que eu era muito nova para lembrar, ......e que......e que {i:aquilo}......é a verdade de 4 de outubro?!"""
Ushiromiya Battler,"Naquele dia, assim como seis anos antes, o vovô entrou na sala de visitas e gritou ""Happy Halloween""."
Ushiromiya Battler,"E então, ele trocou presentes, ......enquanto derramava lágrimas pela tão aguardada reunião após seis anos."
Ushiromiya Battler,......O vovô ficou muito triste por você não ter ido.
Ushiromiya Battler,"Por isso, ele deu o seu presente à Kyrie‐san, dizendo para ela garantir que você receberia..."
Ushiromiya Ange,"""Eu nunca ouvi nada sobre um presente desses! Nunca ganhei nenhum!!"""
Ushiromiya Battler,"""......Realmente. ......Ela nunca teve a chance...de dá‐lo a você..."""
Ushiromiya Ange,"""Eu não acredito!! Eu não acredito que aquele seja Ushiromiya Kinzo! E quanto a conferência em si?! Não devia ter uma acirrada discussão sobre a distribuição da herança?!"""
Ushiromiya Ange,"""Todos os irmãos estavam com problemas financeiros! Estavam todos sedentos pelo dinheiro da herança do Kinzo...!"""
Ushiromiya Battler,"""............Ange, onde foi que ouviu isso?"""
Ushiromiya Ange,"""Onde?! Do que está falando?! É verdade, não é?!"""
Ushiromiya Battler,"""Acha que o pai falaria sobre as dificuldades financeiras de sua empresa com você nessa idade...? E não só ele. Até o Krauss, a tia Eva e a tia Rosa falariam sobre seus problemas financeiros e como queriam a herança do vovô, ......acha mesmo que eles falariam isso na sua frente...?"""
Ushiromiya Ange,"""M‐Mas... ......Mas é verdade, não é?!?!"""
,"Conclusivamente, era verdade.{n}As palavras de Ange não estavam equivocadas."
,"Não apenas Rudolf, mas Krauss, Hideyoshi e Rosa também...as empresas de todos estavam passando por dificuldades financeiras."
,"......As pessoas começaram a comentar sobre a Explosão Acidental de Rokkenjima como se fosse algum tipo de conspiração, ......e um ""mistério"" imaginado pelo público acabou tomando conta da ilha."
,"Revistas semanais e programas de televisão pesquisaram as situação dos filhos de Kinzo naquela época, sendo que no futuro em que Ange viveu, essas pesquisas se tornaram públicas."
Ushiromiya Battler,""".........Você aprendeu sobre tudo isso.........depois de 1986."""
Ushiromiya Ange,"""Mas é verdade, não é? Não há diferenças entre fatos e verdades!"""
Ushiromiya Battler,"""E isso prova que a herança criou uma situação de tensão entre os parentes que estavam em Rokkenjima? ............Isso me parece combinar mais com a memória que você tem de ouvir seus parentes dizendo várias vezes para ser extremamente educada durante a conferência..."""
Ushiromiya Ange,"""Es‐......Está dizendo que tudo o que sei sobre Rokkenjima, ......aquilo que sei sobre a família Ushiromiya, .........está errado......?!"""
Ushiromiya Battler,"""...................................."""
Ushiromiya Ange,"""Você que está errado, onii‐chan!! O que eu acabei de presenciar não pode ser real!! Me recuso a aceitar que aquele era Ushiromiya Kinzo! Eu jamais aceitarei que Ushiromiya Kinzo era daquele jeito!!"""
Ushiromiya Battler,"""Então, você não acredita, Ange?"""
Ushiromiya Ange,"""Isso mesmo, eu não acredito!! Eu simplesmente não entendo o porquê de estar mostrando isso pra mim!"""
Ushiromiya Ange,"""Afinal, este é o seu jogo...não, o seu tabuleiro, não é mesmo?!"""
Ushiromiya Battler,"""........................"""
Ushiromiya Ange,"""Beato e Bern! Uma depois da outra, essas bruxas zombaram do meu destino, fazendo com que eu me rendesse durante seus jogos. Mas eu estou atrás da verdade! As ficções delas não funcionam comigo! ......Agora eu entendi, suas bruxas! Resolveram mandaram o onii‐chan como último assassino, para acabar comigo?!"""
Ushiromiya Battler,"""......Você tem razão sobre uma coisa. ......Este é...o meu jogo. Por isso, é claro, é o meu conto, e sou eu quem está contando. É por isso que sou capaz de adicionar situações ""e se"", como coisas que poderiam ter acontecido se você tivesse vindo à ilha também."""
Ushiromiya Ange,"""Viu! Você fez esse conto!! É tudo um monte de mentiras ......que você inventou!!"""
Ushiromiya Battler,""".....................Tem razão. ......Isso é tudo...uma ficção criada por mim."""
Ushiromiya Ange,"""Viu só?! Acabou de admitir?! Assim como imaginei, é tudo uma mentira inventada...! Por que está mentido pra mim?! Por que não me diz a verdade?!"""
Ushiromiya Battler,"""......Porque existe algo......mais importante......que eu preciso passar a você."""
Ushiromiya Ange,"""Algo mais importante que a verdade......?! Do que está falando?! Não faz sentido!"""
Ushiromiya Battler,"""O propósito do meu jogo é ajudá‐la a entender."""
,Assim como os jogos de Beato serviam para fazer Battler acreditar nas bruxas.
,"O jogo de Battler......foi feito para comunicar à Ange, algo ainda mais importante do que a verdade."
,Jogos nunca trazem suas conclusões pretendidas à força.
,"Afinal, Beato nunca poderia vencer em seus jogos, por toda a eternidade, enquanto Battler não reconhecesse sua derrota."
,O jogo de Battler é igual.
,Este é um jogo em que Battler não pode vencer......se ele não for reconhecido por Ange.
,"Portanto, Battler precisava seguir com o jogo, assim como Beato fez no passado."
,"Para que ela acredite, ou não. Para que ela aceite, ou não.{n}A decisão pertence unicamente ao oponente."
,"Por isso, ......Battler estava tentando encobrir Ange com a sua própria ilusão......"
Ushiromiya Ange,"""Eu finalmente entendi. ......Este é um jogo entre nós, onii‐chan."""
Ushiromiya Battler,"""Ange. Eu não estou desafiando você em um jogo."""
Ushiromiya Ange,"""Não. Este é o meu jogo. ......Eu fiz um desejo, na esperança de descobrir a verdade sobre o dia 4 de outubro de 1986. E assim, você me convidou para este jogo, dizendo que iria mostrar a verdade. E agora, está mostrando essa ilusão estranha, tentando fazer com que eu acredite que isso é verdade! ......É uma pena. Eu já aprendi a lidar com bruxas. Estou totalmente ciente de que você está tentando usar esse seu rosto gentil para me enganar...!!"""
Ushiromiya Battler,""".............................."""
,O irmão mais velho sabia que nenhuma de suas palavra teria efeito em sua enfurecida irmãzinha.
,"Sabendo disso, ele escutou em silêncio as palavras de Ange.{n}Mas para Ange, ......era ainda mais frustrante."
Ushiromiya Ange,"""Eu já tive o bastante dessa farsa estúpida. Se não pretende contar a verdade, então já chega! Eu encontrarei a verdade sozinha! Não dependerei de você...!"""
Ushiromiya Ange,""".........Isso mesmo. Nunca houve ninguém a quem eu pudesse recorrer... ......Eu......sempre estive......sozinha......"""
Ushiromiya Battler,"""Desculpa, mas não permitirei que abandone este jogo."""
Ushiromiya Ange,"""......Sim, tem razão. A não ser que o Game Master admita a derrota, o jogo nunca vai terminar, né?"""
Ushiromiya Battler,"""Não foi o que eu quis dizer. ......Eu só quero que se comporte e escute o que eu tenho a dizer."""
Ushiromiya Ange,"""......Ah, sim. Eu ficarei em silêncio. ......Mesmo sem um jogador por perto, as peças se movem sozinhas e o jogo prossegue. ......Não é assim que funciona?"""
Ushiromiya Battler,"""........................... ......Certo. Abdique da posição de jogadora e seja apenas uma observadora por ora. Você pode voltar quando sentir vontade."""
Ushiromiya Ange,"""Farei assim. Não passa de uma prova de resistência. ..........Vou continuar até você desistir de tentar encobrir a verdade."""
Ushiromiya Battler,"""..........................."""
Ushiromiya Ange,"""Algo mais importante do que a verdade? ......Isso não faz sentido...! Não tem como isso existir...!"""
Ushiromiya Battler,"""Tem sim, Ange. ......Independente do meu conto ser verdade ou não, ......permanece o fato de que você perdeu algo importante nesta ilha."""
Ushiromiya Ange,"""O pai e mãe. E você, onii‐chan. ......Eu perdi minha família...tudo o que importava para mim."""
,"Ela colocou para fora essas palavras, como se nenhuma outra pergunta fosse fazer bem...e desviou seu olhar."
,"Mesmo vendo isso, a expressão de Battler permaneceu dócil."
Ushiromiya Ange,"""Só continue como quiser. Até mais, onii‐chan."""
Ushiromiya Battler,""".........Ao menos trate de assistir o conto. Ouvir já é o suficiente."""
Ushiromiya Ange,"""Verei se tiver vontade. ......Tchau."""
,Os olhos de Ange nublaram.
,"E assim, uma forte rajada de vento especial fez com que seus cabelos esvoaçassem."
,O vento deveria estar carregando um pouco de poeira consigo. O nariz de Ange se contorceu e ela espirrou.
Ushiromiya Ange,""".........Nnnnn. ......Onii‐chan...?"""
Ushiromiya Battler,"""O que foi?"""
Ushiromiya Ange,"""......Até quando vamos ficar aqui...? O tempo está estranho. ......Vamos voltar para casa de hóspedes."""
,O olhar de Ange não estava mais nublado.
,"Contudo, a tonalidade e a atmosfera deles pareciam diferentes de um segundo atrás..."
,"Assim como uma jovem garota agiria, Ange indicou que estava muito entediada e queria fazer alguma coisa."
,Esta Ange claramente era a Ange de seis anos de idade.
Ushiromiya Battler,"""Boa ideia. ......Então, por que não volta à casa de hóspedes agora? Eu ficarei aqui."""
Ushiromiya Ange,"""Por quê...? Já vai começar a chover."""
Ushiromiya Battler,"""Ela deve chegar logo. Por isso, ficarei aqui esperando."""
Ushiromiya Ange,"""Esperar por ela? .........Por quem? ...............Hã?"""
,"Aos olhos de Ange, pareceu como se os fortes ventos estivessem carregando consigo pequenos flocos de ouro."
,"Não, ela definitivamente viu alguma coisa, ......mas não foi capaz de descrever o que havia visto, por isso aparentou serem flocos de ouro dançando ao vento."
Ushiromiya Battler,"""Finalmente chegou. ......Me deixou esperando um tempão."""
,Foi como se ele estivesse falando com o vento. ......Battler falou para o jardim vazio.
,"Não era possível. Afinal, suas palavras deixavam claro que ele estava falando com alguém que estava diante dele."
,"Isso fez com que Ange pensasse que havia alguém ali que ela não conseguia ver, por isso esfregou seus olhos."
,"Então, quando os abriu bem, outra forte rajada de vento passou por ela."
,"Ela fechou seus olhos na mesma hora, .........e quando timidamente os abriu..."
,"Na outra extremidade do jardim de rosas — sim, vindo do caminho que levava até o atracadouro, ......uma pessoa surgiu."
,"Para Ange, foi como se ela tivesse aparecido junto a uma nuvem de flocos de ouro que eram conduzidos pelo vento......"
Ushiromiya Battler,"""Que demora, Beato."""
{f:5:Beatrice},"""Eu? Pelo contrário, estou adiantada."""
Ushiromiya Battler,"""Você deveria ter pego o barco junto com a gente."""
{f:5:Beatrice},"""Fala sobre ficar agarrada ao corrimão e gritar na sua companhia?"""
Ushiromiya Battler,"""Sim, claro, vamos gritar. Vou cair, vou cair..."""
{f:5:Beatrice},"""*gargalhada*gargalhada*! Sim, não seria ruim...! Admito que cheguei meio tarde."""
,Os dois casualmente caminharam na direção um do outro e se abraçaram.{n}Parecia uma dupla de amigos se encontrando depois de muito tempo.
Ushiromiya Ange,"""..........................."""
,"Ange, surpresa em ver aquela mulher desconhecida, procurou por um lugar para se esconder."
,"Entretanto, seu olhar foi de encontro ao de Beato e ela perdeu sua chance de escapar..."
{f:5:Beatrice},"""Ora, você deve ser a Ange."""
Ushiromiya Ange,"""..................!"""
,Ela ficou chocada em ouvir aquela mulher desconhecida a chamando pelo nome de repente.
{f:5:Beatrice},"""Olha como ela era fofinha aos seis anos."""
Ushiromiya Ange,"""......O‐......Onii‐chan. ......Quem......é essa......?"""
Ushiromiya Battler,"""Uma amiga minha."""
{f:5:Beatrice},"""Amiiiiiga?! Como pode dizer isso?!"""
Ushiromiya Ange,"""......Amiga do......onii‐chan.........?"""
Ushiromiya Battler,"""Esta é a {f:5:Beatrice}. Já ouviu dela pelo vovô, né? Sobre a Bruxa Dourada, aquela que deu o ouro à família Ushiromiya?"""
,Eu já......ouvi isso antes?
,A Bruxa Dourada. ......Agora eu lembro.
,Era uma história assustadora sobre uma bruxa que pegaria você se entrasse na floresta...se não ouvisse seus pais ou ficasse acordada até tarde em Rokkenjima.
Ushiromiya Ange,"""Em noites chuvosas, ......se você olhasse pela janela, na direção da floresta sombria, ......você poderia ver a bruxa olhando de volta e raptando você...... Foi o que a mamãe me disse."""
{f:5:Beatrice},"""O que significa...que eu deveria vagar debaixo da chuva fria, procurando em cada janela, atrás de crianças que ficam acordadas até tarde? Isso seria meio cruel...!"""
Ushiromiya Battler,"""Wahhahahaha, realmente. Ange, nossos pais só inventaram essa história para irmos dormir cedo. Ela não faz esse tipo de coisa."""
{f:5:Beatrice},"""Muito bem, permita que eu me apresente! Eu sou {f:5:Beatrice}, a Bruxa Dourada!"""
Ushiromiya Battler,"""A neta dela."""
Ushiromiya Ange,"""Neta......?"""
{f:5:Beatrice},"""E‐......Essa parte de neta tira a graça da coisa."""
Ushiromiya Battler,"""Mas é verdade, não é? A pessoa que deu o ouro ao vovô e ele chamou de Bruxa Dourada, era a sua avó, não?"""
{f:5:Beatrice},"""Nn...nnggg...... Eu admito que é verdade... ......Neta da Bruxa Dourada, é? ......Nnngh, não posso ter um título melhorzinho?"""
Ushiromiya Ange,"""......Essa pessoa...é uma bruxa......?"""
Ushiromiya Battler,"""Sim, é sim. Ela é uma convidada que foi chamada para a conferência familiar de hoje."""
Ushiromiya Ange,"""......Ela não é uma bruxa assustadora? Ela não vai me levar para a floresta...?"""
{f:5:Beatrice},"""Malditos, Rudolf, Kyrie. O que eles pensam que estão dizendo a essa criança sobre mim! Eu não faço nada disso...! Irei apresentar um duro processo depois! *pun*pun*!"""
,"......Ela parecia uma pessoa muito emocional, ......mas não era nada do que Ange esperava da assustadora Bruxa Dourada."
,"Ela era muito barulhenta e exagerada. ......Nada parecida com a bruxa que a Maria onee‐chan comentava, que viveu por mil anos e tinha muitos servos vindos do mundo dos demônios."
,"Ela parecia, bem, uma jovem mulher energética na qual a mãe de Ange poderia construir uma bela amizade."
,"Seu irmão e a bruxa conversaram alegremente, como um casal de amigos próximos."
,"Cachorros não costumam confiar em pessoas que encontram pela primeira vez. Porém, dizem que os cachorros se sentem mais tranquilos quando o dono demonstra uma atitude amigável diante de outras pessoas."
,"Certamente, algo similar aconteceu no coração de Ange."
,"Enquanto essa mulher intrometida e temperamental, que se dizia uma bruxa, conversava alegremente com Battler, Ange observou bem de perto o seu comportamento..."
{f:5:Beatrice},"""............O que é essa chave?"""
,"Beato percebeu a chave dourada no pescoço de Ange.{n}Ange automaticamente a agarrou, em modo defensivo."
Ushiromiya Battler,"""Essa é a preciosa chave da Ange."""
,"Após ouvir essas palavras vagas, a bruxa a encarou momentaneamente, sem expressão alguma."
,"Mas, quase que de imediato, ela pareceu ter entendido o que ele estava dizendo."
{f:5:Beatrice},""".........Entendi. Vai ser assim?"""
Ushiromiya Battler,"""Eu pensei que seria mais fácil fazê‐la entender se eu deixasse claro o que ela precisaria fazer."""
Ushiromiya Ange,"""..........................."""
{f:5:Beatrice},"""Não se preocupe, Ange. Eu não tomarei esta sua preciosa chave."""
Ushiromiya Ange,""".........Mesmo......?"""
{f:5:Beatrice},"""Mas é claro. Esta chave pertence a você, logo a escolha é sua. O Battler e o resto de nós somos meros guias para conduzi‐la em seu caminho."""
Ushiromiya Ange,"""...............?"""
,"Quando entregou a chave, seu irmão disse que ela era muito importante e que ela precisaria cuidar muito bem dela."
,"Ange não fazia ideia do propósito da chave, ......mas parece que Beato sabia."
,"Entretanto, assim como seu irmão havia feito antes, Beato só fala em enigmas."
,"Isso irritou Ange, mas logo depois, a Bruxa Dourada disse que não pretendia roubar a chave dela, por isso Ange foi capaz de se acalmar um pouco."
Ushiromiya Ange,"""......Você sabe pra que esta chave......serve...?"""
{f:5:Beatrice},"""É claro que sei. Mas não vou dizer."""
Ushiromiya Ange,"""Por quê......?"""
{f:5:Beatrice},"""Porque você deve decidir sozinha como irá usá‐la."""
,A bruxa repetiu o que seu irmão havia dito.
,"Ambos concordaram com a cabeça, mas foi tudo grego pra mim."
,"Como se alguém tivesse apresentado um enigma que todos sabem a resposta, menos eu, e todos estivessem rindo de mim."
{f:5:Beatrice},"""Logo você saberá. Não precisa ficar pensando muito agora."""
Ushiromiya Ange,"""....................."""
,Ange segurou sua chave com força.
,"Mesmo se ela não entendesse seu significado, ......a chave era dela, e seu irmão havia dito para cuidar com carinho."
,"Com sua jovial suspeita, ela ficou assustada que a bruxa pudesse pedir para ela entregar a chave, dizendo que iria ensiná‐la a usar se fizesse isso."
,"É claro, seus pensamentos estavam estampados na sua face.{n}A bruxa não pôde deixar de rir diante de sentimentos tão honestos."
{f:5:Beatrice},"""Não tema. É impossível para qualquer um tomar esta chave de suas mãos."""
Ushiromiya Ange,"""......Ninguém pode pegá‐la...?"""
