Speaker,Brazilian Portuguese (PT)
Ushiromiya Kinzo,"""Ouça também, Lion. ......Convidado. Willard, correto?"""
Willard H. Wright,"""Sim."""
Ushiromiya Kinzo,""".........Eu agradeço por ter dado a mim uma chance de contar a verdade enquanto ainda sou capaz. ......Você certamente é um mensageiro dos céus, enviado pela Beatrice... ......Você tem minha gratidão........."""
Willard H. Wright,"""Beatrice não é aquela quem você deve agradecer. É para uma bruxa. ......Bem, acredito que ambas sejam bruxas..."""
Ushiromiya Kinzo,"""Hmph, ......não me importo com quem seja. Eu recebi uma chance. É o que importa. ......Obrigado, Willard."""
,Kinzo lentamente levantou‐se e esticou sua mão direita.{n}Ele estava pedindo por um aperto de mãos.
,Devia ser a forma que Kinzo tinha de expressar a sua gratidão...
,"Will respondeu.{n}Então, as duas mãos se apertaram em silêncio."
,"Quando o fizeram, ......uma luz brilhante escorreu pelo vazio entre suas mãos."
Willard H. Wright,"""..................nn—"""
,Will sentiu como se algo do tamanho de um grão tivesse queimado‐se em sua palma.
,......Era o poder que {f:5:Bernkastel} havia concedido a ele.
,A luz brilhou ainda mais intensamente.
,"Entretanto, deu a entender que Kinzo e os demais não estavam vendo‐a."
Ushiromiya Kinzo,"""......Agora, eu irei falar. Eu encontrei Beatrice — Beatrice Castiglioni — pouco antes do fim da guerra. Ela veio do outro lado do mar......"""
,"""................................."""
Willard H. Wright,"""......Então, você é o Kinzo?"""
Ushiromiya Lion,"""É como o vovô se parecia no passado. Eu já o vi em fotografias. ......O que está acontecendo......?"""
Willard H. Wright,"""É o poder do teatro que aquela {f:5:Bernkastel} me concedeu. ......Não tente entender."""
Ushiromiya Lion,"""Só vou ficar com dor de cabeça?"""
Willard H. Wright,"""Já está pegando o jeito da coisa."""
,"Certa vez, Genji contou a Battler que ele se parecia com Kinzo em seus dias de juventude."
,"Certamente, embora o jovem Kinzo não fosse exatamente igual a Battler, eles eram bem parecidos."
,""".........Permitam que eu me apresente mais uma vez. ......Eu sou Ushiromiya Kinzo."""
Ushiromiya Lion,"""Vovô........."""
,Até a voz meio que lembrava Battler.
,Battler claramente havia herdado mais do sangue de Kinzo do que qualquer outro...
Ushiromiya Kinzo,"""Eu não queria assumir a liderança da família Ushiromiya. ......Minha escolha nada mais foi do que uma brincadeira do destino."""
Willard H. Wright,"""......Durante o Grande Terremoto de Kanto, aqueles encarregados faleceram e você foi escolhido pelas ramificações da família."""
Ushiromiya Lion,"""Precisamente. Afinal, apesar de sua juventude, o vovô era muito sábio e já detinha da dignidade adequada à liderança."""
Ushiromiya Kinzo,"""Fuhahahahahahahaha...... Ridículo. ......Aqueles velhos gananciosos estavam tão dispostos a buscar por seus próprios interesses pessoais que sequer podiam decidir o novo chefe. Eram como idiotas discutindo sobre quem seria o novo capitão enquanto o barco afundava."""
Willard H. Wright,"""Por isso, como você não tinha nenhuma conexão com a família principal eles o escolheram de uma hora para outra."""
Ushiromiya Kinzo,"""Foi tudo por causa dos meus dedos do pé. Se eu tivesse um a menos em cada pé, minha vida poderia ter se desdobrado de uma maneira bem diferente......"""
,"Dentro da família Ushiromiya, a polidactilia era vista como um sinal de boa sorte. Isso porque era um fator comum dentre muitas grandes famílias ao longo da história."
Ushiromiya Kinzo,"""Realmente patético. Os velhos não se importavam com quem fosse envolvido, desde que não favorecesse os demais."""
Willard H. Wright,"""Por isso, acabou que eles ficaram sabendo que alguém em uma das ramificações tinha seis dedos, e decidiram fechar com isso?"""
Ushiromiya Kinzo,"""Exatamente. Eles não se importavam com que tipo de amador se tornaria o chefe, desde que pudessem transformá‐lo em uma marionete. Na verdade, quanto mais ignorante a pessoa designada fosse, melhor seria para eles."""
Ushiromiya Lion,"""......Vovô......"""
Ushiromiya Kinzo,"""Lion. Seu caso é bem diferente. ......Você herdará tudo o que eu tenho. Este é o destino concedido a você no dia de seu nascimento. É por isso que dei a você este anel de prata e lhe criei com muito rigor. ......Você é bem diferente de mim. Para quem me sucederá, você já alcançou o esplendor — alguém a qual não me envergonharei......"""
Ushiromiya Lion,"""...S‐......Sim senhor......"""
Willard H. Wright,"""Uma marionete deles, é...? ...Duvido que tenha sido fácil."""
Ushiromiya Kinzo,""".........Heh, ......hehahahahahahahahaha..."""
,"Como se ponderasse por onde começar, Kinzo riu discretamente."
,"Isso provavelmente não traria nada além de dolorosas memórias, independente de onde ele começasse..."
Ushiromiya Kinzo,"""Aqueles foram......dias cinzentos muito longos. Aquele período de tempo entorpecente em que passei morto como um musgo crescendo em uma rocha......"""
,"Eu me tornei a corda do cabo de guerra deles, que não pensavam em nada além dos próprios lucros, .....e poderia ter rompido a qualquer momento."
,Mas as pessoas são mais resilientes do que muitos imaginam.
,"Embora eu tenha passado tantos dias como um homem morto, ......eu não fui morto."
,"Por isso, eu tive que ir em busca da minha própria morte......"
,"Quando dei por mim, eu já havia atingido a idade em que não poderia mais me considerar ""jovem"" sem rir daqueles que eram."
,Aqueles foram longos e aborrecidos dias cinzentos insubstanciais.
,E eles duraram por vinte anos.
,"Em vinte anos, uma pessoa pode nascer, encontrar um propósito e se tornar dona de si, tendo seu próprio lugar no mundo."
,"Encurtando, .....se uma pessoa se torna humana apenas após se tornar um trabalhador adulto..."
,...então eu passei tempo o suficiente para se criar um humano......fazendo nada além de encenar o papel de marionete daqueles velhos gananciosos.
,"Ironicamente, embora o tempo tenha envelhecido meu corpo, ele não afetou minha idade mental."
,"No meu coração, eu ainda era jovem e olhava com carinho para trás, para aqueles dias realizados antes de eu ser convocado para Odawara."
,"Apenas o meu corpo continuou a envelhecer e, em determinado momento, essa divergência entre corpo e mente se expandiu ao ponto de se tornar de difícil compreensão."
,"Por isso, eu mal conseguia acreditar que o homem desgastado que eu via no espelho era realmente eu."
,"Não, não era realmente eu."
,"Era o ""chefe da família Ushiromiya"", apenas no nome."
,"Eu não tinha direitos, não tinha autonomia. Não era necessário que eu fizesse nada além daquilo que me era pedido."
,"Eu era apenas um boneco sentado na prateleira, acumulando poeira."
,"Eu não lembro de nada além de ficar folhando os livros ocidentais que eu gostava, me trancando no meu próprio mundo, ......fazendo nada além de brincar com rosas e consumir bebidas horríveis."
,E isso persistiu por vinte anos.
,Antes que percebesse...
,...Eu já tinha uma esposa desconhecida. ......Não era uma esposa que eu tivesse escolhido.
,"Ela era alguém que os velhos escolheram e empurraram a mim por motivos pessoais deles, a filha de alguma família nobre ou algo assim, ......mas aquilo pouco importava para mim."
,"Eu não amava minha esposa, mas também não a odiava."
,......Eu simplesmente não me importava.
,"Eu concebi algumas crianças, mas não eram pelo amor da minha esposa."
,Eles apenas nasceram antes que eu me desse conta. ......Nada mais do que isso.
,"Nada importava. Não, isso não está bem certo."
,"......Tudo foi decidido por outras pessoas, eu simplesmente obedeci."
,"Aquele era o trabalho.........do ""chefe da família Ushiromiya""......"
Ushiromiya Kinzo,"""De certa forma, eu senti como se minha vida estivesse sendo apagada lentamente."""
Ushiromiya Lion,"""Não consigo acreditar nisso. Você sempre foi elogiado por ser um líder sábio, rígido e, mesmo assim, você viveu dessa forma por tanto tempo......"""
Ushiromiya Kinzo,"""......Lion. Não há nada tão longo e insubstancial do que uma vida que você não vive por si. Ainda assim, passou em um piscar de olhos. ......Ouça com o seu coração."""
Ushiromiya Lion,"""Uma vida...que você vive por si......"""
Willard H. Wright,"""Viver significa ter vontade própria. ......Você provavelmente {i:esteve} morto durante aquele período."""
Ushiromiya Kinzo,"""Precisamente. Eu queria viver. Não, eu queria morrer. ......O que uma marionete precisa para morrer?"""
Ushiromiya Lion,"""..................... ......Cortar...as cordas."""
Ushiromiya Kinzo,"""Correto. Isto seria a morte, seria a vida, seria também......a libertação"""
,"Antes que eu percebesse, o mundo havia se tornado mais complicado."
,Segunda Guerra Mundial. A Guerra do Pacífico.
,O Japão havia estendido muito suas frentes de batalha para Leste e Oeste; a maré da guerra estava mudando.
,"Graças às influências dos mais velhos, eu fui capaz de evitar a conscrição."
,"......É claro, isso não foi por compaixão. Era porque eu era a preciosa marionete deles."
,"Por isso, eu nunca cheguei a sentir a guerra de perto.{n}Mas, quando eu decidi, pessoalmente, abandonar a proteção deles, foi bem fácil."
,"Naquela época, a família Ushiromiya já havia desmoronado quase que por completo, e como os mais velhos já pareciam ter passado a mão no que sobrou para poderem viver o resto de suas vidas, eles pouco se importaram com o que eu fazia, afinal já não tinham mais uso para mim."
,"Então, eu percebi que eu finalmente tinha encontrado a minha hora de morrer."
,"Um por um, eu fui cortando os fios que me seguravam, ......e comecei a procurar......por um lugar para terminar a minha vida."
Willard H. Wright,"""E então, você foi procurar pela morte no campo de batalha?"""
Ushiromiya Kinzo,"""......Eu pensei que se fosse morrer de um forma ou de outra, ao menos eu deveria tentar ser útil para alguém. ......Não, isso é mentira. Eu provavelmente não tinha a força de vontade o suficiente para acabar com a minha própria vida sozinho. Guerras são uma boa desculpa para morrer."""
Ushiromiya Lion,"""Eu ouvi que os conhecimentos do vovô sobre obras públicas e construções...o levaram a ficar encarregado do desenvolvimento de instalações para a equipe de construção da Marinha."""
Ushiromiya Kinzo,"""Hmph, e que grande erro de cálculo eu cometi. Se eu simplesmente tivesse dito que não tinha nenhuma habilidade, eu teria sido mandado para as linhas de frente, onde poderia morrer de uma vez..."""
Willard H. Wright,"""Então, acabou que você não foi para as linhas de frente?"""
Ushiromiya Kinzo,"""Alguns certamente ficariam muito contentes com uma sorte dessas. Mas para mim, era o contrário. Meu único desejo era colocar as mãos no intoxicante licor da guerra e embebedar‐me até a morte. ......Os aviões estadunidenses não faziam nada além de cruzar os céus da ilha abandonada. ......Eles não tinham munição para gastar comigo, muito menos bombas."""
Ushiromiya Lion,"""Foi quando o senhor encontrou a Beatrice, vovô......?"""
Ushiromiya Kinzo,"""Sim. Ela veio até mim pelo mar......"""
Willard H. Wright,"""Onde você a encontrou? Você mencionou uma ilha."""
Ushiromiya Kinzo,"""Bem aqui. Ela veio para esta ilha."""
Willard H. Wright,"""......Então, você a encontrou aqui, em Rokkenjima?"""
Ushiromiya Lion,"""O que quer dizer...? ......Eu ouvi que Rokkenjima era inabitada até o senhor comprá‐la, vovô. Nunca fiquei sabendo que havia uma base militar japonesa aqui."""
Ushiromiya Kinzo,"""Pft, hahahahahahahaha...... Bem, nem dava para chamar aquilo de base militar. Era só uma caverna. Eu era um dos guardas daquela caverna."""
,{a:c:1944.}
,"Devido às honrosas derrotas em Saipan e Guam, a estratégia da Zona de Defesa Japonesa Absoluta estava uma bagunça."
,Para onde foi a galanteria do início da guerra?{n}Os então atacantes agora estavam na defensiva.
,"Naquela época, foi dito que a última cartada das forças militares japonesas era uma espécie de {i:torpedo humano} chamado ""Kaiten""."
,Foi dito que essas armas supremas estava recheadas com 1.55 toneladas de explosivos...e capazes de afundar qualquer navio de guerra com uma única explosão.
,"Para fortalecer as defesas da pátria, a Marinha traçou um plano para construir uma cadeia de bases, de Hachijojima até Yokosuka, com o intuito de abrigar todos os submarinos carregados com esses torpedos de {i:ataque especial}."
Ushiromiya Lion,"""Eu sabia que havia sido construída uma base em Hachijojima. Mas pensar que havia uma em Rokkenjima também......"""
Ushiromiya Kinzo,"""Não faço ideia de qual idiota achou que seria uma boa ideia implantar uma base em uma ilha desconhecida dessas. ......Para preservar melhor seus segredos? Hmph, ridículo. ......Eu nunca poderia entender o que aqueles oficiais estavam pensando e, pessoalmente, pouco me importava."""
,"Elas eram verdadeiras armas supremas, capazes de abater navios de guerra de grande porte com um único ataque."
,Esperava‐se que a presença de submarinos capazes de transportar essas armas em águas fora do Japão fosse permitir uma poderosa emboscada marinha como sendo a última linha defensiva.
,"Por isso, para ajudar no estabelecimento de uma base com total sigilo, a ilha de Rokkenjima foi sugerida como possível candidata."
,"Uma investigação na ilha resultou na descoberta de uma grande caverna nas falésias da ilha, e aparentemente foi considerada como sendo um local apropriado para uma base de submarinos."
Willard H. Wright,"""Então, você ficou encarregado de auxiliar no desenvolvimento dessa base?"""
Ushiromiya Kinzo,"""Desenvolvimento? Bem, se você considerar cavar uma caverna como ""desenvolvimento"". Não apenas isso, a base foi abandonada antes de ficar pronta."""
Ushiromiya Lion,"""Por quê?"""
Ushiromiya Kinzo,"""Wahahahahaha! Porque, naquela época, o Japão já não tinha mais nenhum submarino grande o suficiente para carregar aquelas armas. Realmente ridículo. Qual o sentido de ter uma base de submarinos se você não tem submarinos? Se tem uma coisa que nunca muda, são os políticos e seus projetos sem sentido."""
