Speaker,Brazilian Portuguese (PT)
,"Os dias 4 e 5 de outubro de 1986 foram selados pela certeza de uma vontade absoluta, .........ela confiou a si mesma um dos destino que poderiam ser escolhidos durante esse curto período de tempo dentro da ilha."
Clair,""".........E agora, a minha confissão está terminada. ......Isto deve ser o suficiente para encontrar uma motivação para o crime. .........Se você ainda não sabe, eu também não direi mais nada. Não é como se eu tivesse pensado...que alguém poderia entender o meu coração."""
Willard H. Wright,"""Sim. ......Não precisa dizer mais nada."""
Clair,"""......Após assistir como eu vaguei na direção de um destino sem volta, ......Lion, você consegue ver o quão grandiosa é a esperança que você representa para mim?"""
Ushiromiya Lion,"""........................ ............Eu sou...uma possibilidade diferente de você."""
Clair,"""A verdade é que eu invejo sua felicidade, mas, muito acima disso, ela reluz com força em meus olhos.........e me faz sorrir. ......Você é um futuro possível. .........Neste momento, .........essa verdade é a minha salvação."""
Ushiromiya Lion,""".........Eu.................."""
Clair,"""......Viva com felicidade de sobra para nós. Eu fico feliz por ter encontrado você...em meu fim. .........Você tem o meu agradecimento, Lady {f:5:Bernkastel}."""
{f:5:Bernkastel},""".........Eu só estou conduzindo seu funeral. Não precisa me agradecer. ......Bem, está na hora de acabarmos com isso. Já está na hora de enviar os mortos à terra dos mortos."""
Clair,"""..................Sim. Afinal, este é o meu funeral. Está na hora de retornar para onde pertenço."""
Ushiromiya Lion,"""................................."""
Clair,"""Não faça essa cara. E, por favor, fique feliz que você não sou eu. Porque eu também fico feliz por isso."""
Ushiromiya Lion,""".........Eu viverei. ......Eu viverei a vida por nós..."""
Clair,"""Eu agradeço. .........Viva feliz. E, algum dia, encontre para si uma pessoa maravilhosa. ......Eu rezo para que viva sua vida como um ser {y:0:Humano}{n:0:humano}, sem despertar como bruxa. ......Que você tenha uma única alma completa...e ame uma pessoa com todas as suas forças... ......Eu espero que viva uma vida assim."""
Ushiromiya Lion,"""............Certo......"""
Clair,"""Will‐san. Eu agradeço por ser um observador. ......Você não era aquele quem eu verdadeiramente queria que me entendesse, ......mas salvou o meu coração."""
Willard H. Wright,"""Eu...entendo você. Não ignoro o coração."""
Clair,""".........Eu fico feliz. ............Por isso, agora que tenho um maravilhoso observador que me compreende, ......eu quero confiar meus momentos finais a você."""
Willard H. Wright,""".....................Você tem certeza?"""
Clair,"""Sim. ......Para mim, o importante é se a pessoa me entende, não o quanto eu as entendo."""
,......Aquele quem eu gostaria que me entendesse...não o fez.{n}......Uma pessoa sem nenhuma relação comigo...o fez.
,"Não há nada de triste nisso. Pelo contrário, o fato de que uma pessoa sem qualquer relação comigo foi capaz de me entender já é um milagre na qual eu agradeço muito."
Clair,"""Você é um bom observador...e o único que foi capaz de me entender. ......Essa conexão é forte o bastante."""
Willard H. Wright,"""............Certo."""
Clair,"""Eu ofereço a você o meu coração, ......maravilhoso observador sem nome."""
Willard H. Wright,"""..........................."""
{f:5:Bernkastel},"""......Lion. Afaste‐se."""
Ushiromiya Lion,"""Hã? ......O que vai acontecer...?"""
{f:5:Bernkastel},"""Uma história de mistério não pode encontrar sua morte...sem que o detetive performe seu último rito."""
Willard H. Wright,"""............Simplesmente parar seu coração será o suficiente...?"""
Clair,"""Quando lamenta a tenra despedida, você simplesmente coloca seu coração em um caixão?"""
Willard H. Wright,""".........Vá em frente. ......A bruxa que da terra nasceu, à terra retornará.{n}......Eu irei retornar todas à terra."""
Clair,"""Terra à terra. Cinzas às cinzas, pó ao pó. Ilusões às ilusões. E sonhos aos sonhos."""
Willard H. Wright,"""..................Certo."""
Clair,""".........Então, vamos começar. .........Este é o meu...enterro."""
Willard H. Wright,"""Quando quiser."""
Clair,"""Vamos começar. ......Como se fosse o final do meu último jogo."""
,Uma luz se acumulou nas costas de Will e uma espada materializou‐se.
,"Lentamente, ......ele a sacou."
,"Sua ponta obsidia, capaz de fazer um corte cirúrgico e separar a verdade da ficção, foi manuseada, deixando um rastro preto para trás e, mais uma vez, deixando um rastro branco."
Willard H. Wright,""".........Eu irei cortar a verdade da ficção. ............Venha."""
,"Seguindo os movimentos de Will, uma espada similar surgiu nas mãos de Clair."
,"Sua ponta reluzia em prata, oposta à lâmina de Will."
Clair,"""Primeiro jogo, primeiro crepúsculo. Seis corpos no depósito do jardim."""
Willard H. Wright,"""Ilusões às ilusões. ......O corpo incapaz de retornar à terra deve retornar às ilusões."""
,O ataque obsidiano de Will cortou o corpo de Clair em ângulo.
,"O lâmina passou através dela como se Clair fosse água, ......mas sua ponta fez com que pétalas de ouro se apartassem."
Clair,"""Primeiro jogo, segundo crepúsculo. Os corpos dos dois que são próximos em um quarto fechado, protegido por uma corrente."""
Willard H. Wright,"""Ilusões às ilusões. ......Uma corrente ilusória só é capaz de aprisionar ilusões."""
,A obsidia lâmina afiada fez com que douradas pétalas se espalhassem novamente...
Clair,"""Primeiro jogo, quarto crepúsculo. O antigo chefe do estúdio trancafiado, confinado em uma fornalha escaldante."""
Willard H. Wright,"""Ilusões às ilusões. ......Permita que o homem das ilusões vá para o lugar a qual pertence."""
Clair,"""Primeiro jogo, quinto crepúsculo. Os últimos momentos de um garoto que ofereceu seu peito à estaca."""
Willard H. Wright,"""Ilusões às ilusões. ......A bruxa e a estaca das ilusões não são capazes de perfurar nada além de ilusões."""
Clair,"""Primeiro jogo, sexto, sétimo e oitavo crepúsculo. Três corpos caídos no quarto fechado de uma garota cantante."""
Willard H. Wright,"""Ilusões às ilusões. ......Ilusões são a cega canção da garota — a ilusão de um quarto fechado."""
Clair,"""...............Muito bem. ......Sim, você é mesmo esplêndido."""
Willard H. Wright,"""......Esse foi um jogo arriscado para se começar. ......O que teria feito se ele tivesse insistido para ver seu rosto e entrado?"""
Clair,"""Isso é o que significa confiar sua vida ao destino."""
Willard H. Wright,""".........E essa é a roleta da qual você estava falando."""
Clair,"""Vamos prosseguir. Segundo jogo, primeiro crepúsculo. Seis com seus estômagos abertos em uma capela fechada."""
Willard H. Wright,"""Ilusões às ilusões. ......A verdade dourada tranca a fechadura das ilusões."""
Clair,"""Segundo jogo, segundo crepúsculo. Nem mesmo os cadáveres dos dois que são próximos podem ficar próximos."""
Willard H. Wright,"""Ilusões às ilusões. ......Ilusões que cumpriram com seus papéis não deixam cadáveres."""
Clair,"""Segundo jogo, quarto, quinto e sexto crepúsculo. No quarto fechado da Natsushi, não sobrou nenhum."""
Willard H. Wright,"""Terra à terra. ......Ninguém debateria que um caixão é um quarto fechado."""
Clair,"""Segundo jogo, sétimo e oitavo crepúsculo. Os dois fatiados à morte pelo fantasma de olhos vermelhos."""
Willard H. Wright,"""Terra à terra. Ilusões às ilusões. ......Nenhuma ilusão pode criar um cadáver."""
,"Toda vez que a lâmina passava pelo corpo de Clair, pétalas douradas saiam voando."
,"......Pouco a pouco, as pétalas cobrindo seu coração foram sendo podadas."
,A ilusão da bruxa......estava se apartando.
Clair,"""Terceiro jogo, primeiro crepúsculo. Seis corpos conectados por quartos fechados interligados."""
Willard H. Wright,"""Ilusões às ilusões. ......Em um círculo de quarto fechado, início e fim se sobrepõem."""
Clair,"""Terceiro jogo, segundo crepúsculo. Os cadáveres de mãe e filha deitam juntos no jardim de rosas."""
Willard H. Wright,"""Terra à terra. ......Nenhuma falsidade foi contada em seus momentos finais."""
Clair,"""Terceiro jogo, quarto, quinto e sexto crepúsculo. Três cadáveres caídos na mansão."""
Willard H. Wright,"""Terra à terra. ......Nenhuma falsidade foi contada em seus momentos finais."""
Clair,"""Terceiro jogo, sétimo e oitavo crepúsculo. Os cadáveres de marido e mulher expostos sob o gazebo."""
Willard H. Wright,"""Terra à terra. ......O explícito culpado empunha a lâmina da impermanência."""
Clair,"""Quarto jogo, primeiro crepúsculo. Uma tempestade massacrante varreu a sala de jantar."""
Willard H. Wright,"""Ilusões às ilusões. ......Contos tecidos pela verdade dourada retornam às ilusões."""
Clair,"""Quarto jogo, segundo crepúsculo. Os dois jovens deparam‐se com suas provações e partem juntos."""
Willard H. Wright,"""Ilusões às ilusões. ......Contos tecidos pela verdade dourada retornam às ilusões."""
Clair,"""Quarto jogo, quarto, quinto, sexto, sétimo e oitavo crepúsculo. Nenhum dos fugitivos sobreviveu."""
Willard H. Wright,"""Terra à terra. Ilusões às ilusões. ......Cadáveres silenciosos, adornadas pela ficção."""
Clair,"""Quarto jogo, nono crepúsculo. E ninguém deve sobreviver."""
Willard H. Wright,"""Terra à terra. Ilusões às ilusões. ......A ficção trancafiada dentro da caixa de gato torna‐se verdade."""
,......O corpo de Clair foi cortado diversas vezes pela espada obsidia.
,"Como prova, a capela estava agora repleta de pétalas douradas, ......dançando ao entorno como se fosse uma nevasca de ouro."
Ushiromiya Lion,""".........É lindo............"""
{f:5:Bernkastel},"""Quem iria querer que seus últimos momentos fossem assim?"""
,A neve de ouro era como os confetes que encerravam o show.{n}As cortinas de seu palco finalmente estavam baixando.
Clair,"""......Então, última pergunta."""
Willard H. Wright,"""............Claro."""
,"Clair lentamente ergueu suas mãos.{n}A espada que ela empunhava transformou‐se em pétalas de rosas douradas, dissipando‐se."
,"Ela ali permaneceu, com seus braços abertos, esperando pelo último golpe......"
Clair,"""Quem...sou eu......?"""
Willard H. Wright,"""Ilusão...às ilusões. ......O prometido deus da morte descerá as cortinas deste conto, independente da vontade da bruxa."""
,O brandir da lâmina obsidia de Will.........atravessou a forma de Clair.
,"Soprada por uma poderosa rajada de vento, ......sua forma humana sucumbiu em instantes, transformando‐se em pétalas douradas que foram sopradas e desapareceram."
,"Após ser soprada para longe, um coração dourado permaneceu no ar, mas o mesmo também foi engolido por um vórtex de vento e partiu‐se em pétalas."
,"O vórtex dourado circundou a capela...... Então, o redemoinho de pétalas gradualmente foi extinguindo‐se......e desapareceu......"
,"Algumas poucas pétalas remanescentes dançaram como flocos de neve, e seus últimos vestígios decoraram a capela com beleza."
,.........Um raio de luz iluminou o centro do palco.
,"Lá estava Clair, quem o conto havia chegado ao fim."
,"E assim, lentamente, ......gentilmente, .........ela olhou para a audiência e se curvou."
,Aplausos reverberam pelo interior do teatro.
,"O copioso conto que ela havia acabado de contar, agora recebia uma grande salva de palmas."
,Para todo sempre. .........Em eterna constante.
,O palco vagarosamente foi afundando na escuridão do esquecimento.
,"Clair continuou a se curvar diante dos intermináveis aplausos......e conforme as cortinas desciam, ela desapareceu na escuridão."
,......As pessoas nascem com pecados...e vivem suas vidas para obter o perdão de outrem.
,Ou talvez elas nasçam com mistérios...e vivam suas vidas a procura de alguém para resolvê‐los.
,"Aqui, todos os enigmas dela foram resolvidos, ......sem mais arrependimentos."
,Pessoas são enigmas.
,"Elas querem que outras pessoas descubram seus enigmas.{n}Elas vivem suas vidas na espera de alguém para resolver o enigma que as constituem, o enigma mais difícil do mundo."
,Elas desejam por alguém que encarem o enigma que são.{n}E querem que essa pessoa o resolva.
,"Para ela, esse desejo foi concedido......"
,.........Sua alma deixaria de vagar.
,Descanse em seu sono eterno......dentro do caixão que é a sua caixa de gato.........
,"Embora houvesse incontáveis pétalas douradas, reluzindo como uma nevasca, ......nem uma única delas remanesceu."
,"Tudo havia se tornado pó, desaparecido como se nada nunca estivesse estado ali, ......e o silêncio decaiu novamente."
,Até mesmo o som da chuva se foi. A chuva deve ter parado em algum momento.
Ushiromiya Lion,""".............................."""
Willard H. Wright,""".........Encontrar você foi a salvação dela."""
Ushiromiya Lion,"""Eu......espero que sim."""
Willard H. Wright,"""Ela amaldiçoou a si mesma e seu inescapável destino...e desistiu. ......Ter encontrado você, um milagre aos olhos dela a salvou de forma que nada mais seria capaz. ......Então não faça essa cara."""
{f:5:Bernkastel},"""...........................Heh."""
Willard H. Wright,"""Esse foi um final bem saboroso...para você."""
{f:5:Bernkastel},"""......A Auau só disse que eu tinha que conduzir o funeral. ......Bem, eu simplesmente chamei um facilitador, você, deixando que tomasse conta de tudo."""
Ushiromiya Lion,"""Eu agradeço, Will."""
Willard H. Wright,""".........Nn."""
Ushiromiya Lion,"""Eu quero agradecê‐lo, no lugar de Clair. ......Eu agradeço por cortar todos os persistentes arrependimentos...que ""eu"" tive em um destino diferente."""
Willard H. Wright,""".........Eu pensei que veria você em um estado maior de confusão enquanto agarrava sua cabeça."""
Ushiromiya Lion,"""Agora eu entendo. ......Eu percebi o quão feliz tem sido minha vida. ......Se o destino tivesse brincado comigo...se eu estivesse vivendo em outro mundo, eu poderia ter acabado no mesmo beco sem saída do destino. ......Porém, graças a uma boa sorte extremamente improvável, eu pude viver neste mundo. ......Agora eu sei o quanto isso significa...o quanto isso vale."""
Willard H. Wright,"""................................."""
{f:5:Bernkastel},""".........O que foi? Por que essa cara de surpresa?"""
Willard H. Wright,"""Eu pensei que não existissem bruxas decentes, ......mas acho que terei que mudar essa teoria."""
{f:5:Bernkastel},"""Não se preocupe, não precisa mudar nada. ......Eu só me juntei ao jogo das crianças para matar o tempo. ......E, embora eu tenha perdido, foi proveitoso."""
{f:5:Bernkastel},"""......Aquela criança morreu sem sequer guardar seu tabuleiro. ......Eu só assumi o dever de arrumar tudo...como um agradecimento por ela ter me deixado jogar e também porque esse é o dever dos perdedores."""
Willard H. Wright,""".........Eu tinha certeza que você seria mais cruel do que isso."""
{f:5:Bernkastel},"""Cruel?"""
Willard H. Wright,"""Eu pensei que este fosse ser um jogo cruel, que fosse ignorar o coração."""
{f:5:Bernkastel},"""Sim, foi um jogo cruel. .........Embora ela afirmasse que o jogo era fantasia, eu só precisei trazer você e o fiz terminar como um mistério. ......A ilusão da bruxa foi esmagada de forma esplêndida e a minha pequena vingança está completa."""
Willard H. Wright,""".............................."""
{f:5:Bernkastel},"""Para trazer um fim a este enredado conto de amor com uma certeza absoluta de força de vontade. ......Por respeito a essa absoluta força de vontade, a Bruxa da Certeza permitiu que aquela criança fosse um bruxa por dois dias."""
{f:5:Bernkastel},"""......Mesmo dentro desse limitado período de dois dias, eu fui capaz de aproveitar um caleidoscópio sem fim. ......Eu não concederei meu favor, por isso nenhum milagre vai acontecer a favor. .........Porém, mesmo um destino desses foi algo que aquela criança desejou."""
Ushiromiya Lion,"""......Qual das verdades fez com que esses intermináveis contos chegassem ao fim?"""
Willard H. Wright,"""Vai saber... ......Não podemos afirmar com certeza — é isso que a torna uma caixa de gato."""
{f:5:Bernkastel},"""Quando se abre a caixa, você obtém um conto onde não restam vestígios da mansão e ninguém, além da Eva, sobrevive. ......E como a Eva morreu sem dizer nada, toda a verdade permanece dentro da caixa de gato. .........Infinitas possibilidades, todas mantidas em uma caixa limitada."""
Ushiromiya Lion,"""......Agora que penso nisso, talvez toda a ilha onde ela viveu e morreu fosse a Terra Dourada."""
{f:5:Bernkastel},"""Se é que você pode chamar uma caixa de gato de Terra Dourada. ......E, de todas as inimagináveis histórias que poderiam ocorrer dentro da caixa de gato, a escrita pelo Battler foi a mais divertida."""
Willard H. Wright,"""......Se refere ao livro no caixão de {f:5:Beatrice}?"""
{f:5:Bernkastel},"""Esse mesmo. .........É o conto mais feliz que ela poderia ter, o qual ele mesmo concebeu."""
Ushiromiya Lion,"""Foi um conto feliz, muito divertido ......e repleto de amor. ......Eu também acho......que aquele conto é o mais adequado de se colocar no caixão dela."""
Willard H. Wright,"""Não, errado."""
Ushiromiya Lion,"""......Hã?"""
Willard H. Wright,"""............Você ouviu a Clair. ......{i:Você} é a esperança e salvação dela. Mais do que qualquer coisa, a salvação dela será {i:você} vivendo a felicidade."""
Ushiromiya Lion,"""........................ ............Certo."""
{f:5:Bernkastel},"""......Viva alegremente. Isso é tudo o que você precisa fazer para ser o milagre daquela criança."""
Ushiromiya Lion,"""Sim. .........Eu viverei feliz o bastante por nós."""
Willard H. Wright,"""......Eu estou surpreso que encontrou esta criança. Você não precisou procurar entre...duas milhões dela no vasto oceano?"""
{f:5:Bernkastel},"""Tais trivialidades são tudo o que sou capaz."""
Willard H. Wright,"""...............Hmph."""
{f:5:Bernkastel},"""Pois bem, o funeral está encerrado. .........Como prometido, eu já liberei a barreira. Uma vez que parta, o tempo voltará a passar normalmente."""
Willard H. Wright,"""Então terminou com a gente? Se eu não voltar logo, a Diana vai começar a arranhar as cortinas."""
Ushiromiya Lion,"""......Nós não passamos muito tempo juntos, mas eu agradeço a sua ajuda."""
Willard H. Wright,"""Até mais. Seja feliz...por você e por todos os dois milhões de ""você""."""
,"Quando ele deixou a capela, um lindo céu pós‐chuva estendia‐se acima dele."
,"Esse céu, o qual era uma mistura de nuvens de chuva e buracos por onde a luz do sol se infiltrava, a matiz do crepúsculo detinha de uma beleza que não poderia ser descrita em palavras."
,"Will lentamente desceu as escadas de pedra, pisando sobre as poças d'água.{n}Então, ele abanou sem olhar para trás...distanciando‐se da capela."
,Sua forma e suas pegadas foram desaparecendo gradualmente......até que não restassem mais vestígios dele.
{f:5:Bernkastel},"""Certo, hora de desaparecer também. ......Adeus, Lion."""
Ushiromiya Lion,"""Eu também preciso agradecê‐la. ......Acredito que eu tenha dito algumas coisas bem imprudentes sobre você. Você tem minhas desculpas. ......Você me ensinou algo muito importante."""
{f:5:Bernkastel},"""......................................."""
Ushiromiya Lion,"""......O que seria?"""
{f:5:Bernkastel},"""Não, não é nada. ......Já faz um século desde que alguém me agradeceu, por isso não tenho certeza sobre como responder."""
,{f:5:Bernkastel} deu de ombros e flutuou no ar.
,"Assim, ela olhou para as sete cores de luz reluzindo através do vitral...e falou como se houvesse alguém a observando de cima."
{f:5:Bernkastel},"""Auaurora. Foi o suficiente para conferir as suas respostas? Se você ainda não entendeu, então por que não procura, não, por que não reúne as outras bruxas observadoras e organizem uma festa do chá? Assim vai poder ouvir as teorias delas."""
{f:5:Bernkastel},"""De mim, você não vai ouvir mais nenhuma dica. Não há bruxas que não pensem. Até porque bruxas que não pensam acabam morrendo ou virando algas marinhas."""
{f:5:Bernkastel},"""......Agora é hora de voltar e beber um pouco, ...enquanto discutimos o quanto da sua teoria estava certa. Já cansei de fazer o papel de vilã...e ser a sua miko. Com isso eu posso me retirar. ......Tchau, Lion. E tchau para vocês também, bruxas observadoras."""
,{f:5:Bernkastel} explodiu e desapareceu.{n}Uma única pétala dourada reluziu.
,......Lion a juntou.{n}Era o único traço de um milagre que ainda permanecia naquela capela......
,"Naquele momento, vozes animadas puderam ser ouvidas."
,"Eram os familiares. Eles deixaram a sala de espera, um por um."
Ushiromiya Natsuhi,"""Então você estava aqui, Lion? Eu estive procurando por você."""
Ushiromiya Lion,"""Mãe. Eu sinto muito. Eu só estava pensando em uma coisa."""
Ushiromiya Hideyoshi,"""Parece que a chuva finalmente parou! Finalmente um tempo bom!"""
Ushiromiya Krauss,"""Pessoal, vamos voltar à mansão. Eu fui informado que o funeral da {f:5:Beatrice} terminou."""
Ushiromiya Lion,"""Pai, onde está o chefe?"""
Ushiromiya Rudolf,"""Ele deve chegar logo. Hoje foi um dia bem maluco. Acompanhar o pai nesse funeral fictício foi mesmo um saco."""
Ushiromiya Kyrie,"""Você não deveria dizer isso. Foi uma cerimônia muito importante."""
Ushiromiya Rosa,"""Isso mesmo. Eu acredito que tenha sido muito importante para o pai."""
Ushiromiya Eva,"""Eu já estou faminta. Gohda‐san, acha que pode preparar algo para nós?"""
Gohda Toshiro,"""Sim senhora! Irei preparar um chá agora mesmo."""
Ushiromiya Kinzo,""".........Onde está Lion...?! Me dê uma mão."""
Ushiromiya Lion,"""Chefe...! Aqui estou."""
,"Assim que Kinzo veio atrás dos demais, Lion correu até ele."
Ushiromiya Kinzo,"""......Você foi muito bem hoje. ......Agora, o funeral da {f:5:Beatrice} está terminado."""
Ushiromiya Lion,"""Sim. ......E eu tenho certeza que a alma da {f:5:Beatrice} foi salva."""
Ushiromiya Kinzo,""".................. ......Como pode saber disso?"""
Ushiromiya Lion,"""Eu estive com a {f:5:Beatrice} até um segundo atrás. ......Eu a vi partindo em sua jornada, sem nenhum arrependimento. É por isso que eu sei."""
Ushiromiya Kinzo,"""......................................."""
Ushiromiya Lion,"""......Eu garanto."""
Ushiromiya Kinzo,"""Entendi. ............Se está dizendo, então deve ser verdade."""
,"Os parentes foram deixando a capela um atrás do outro.{n}Lion ficou para trás, emprestando seu ombro para que Kinzo pudesse se apoiar."
,"Um raio de luz do sol passou através das nuvens, ......assemelhando‐se a uma escadaria em direção ao céu."
