Speaker,Brazilian Portuguese (PT)
Ushiromiya Jessica,"""...Tch. Você {i:ainda} está furiosa por causa das minhas notas? Eu já disse que {i:estou} estudando para as provas, estou fazendo isso do meu próprio jeito. Você não tem que trazer esse assunto aqui à tona. Chega disso!"""
,"Quando George era elogiado por sua diligência, a conversa quase sempre se voltava para Jessica, que odiava estudar."
,"Jessica demonstrou uma expressão de desgosto, como se soubesse que o tópico acabaria se voltando para ela."
Ushiromiya Krauss,"""Francamente... Além de estudar, eu acho que você precisa aprender a falar um pouco mais como uma dama, você não acha? Que coisa vergonhosa para uma filha que carrega o brasão da família Ushiromiya."""
Ushiromiya Eva,"""Ora, mas eu acho que isso tem o seu próprio charme, né? Os tempos mudam. Os tempos em que tínhamos de fingir pureza para que um homem nos permitisse comer acabou há muito tempo."""
Ushiromiya Jessica,"""Sim, sim! Eu sabia que você entenderia, tia Eva! Eheheheh!"""
Ushiromiya Natsuhi,"""......Haah... Minha dor de cabeça está realmente me matando hoje."""
Ushiromiya George,"""Você está bem? Tia Natsuhi, seu rosto parece pálido."""
Ushiromiya Natsuhi,"""Obrigada, eu estou bem. ......Mas o tempo realmente passou rápido. Parece que foi ontem quando eu podia correr na praia quase sem roupa e voltar encharcada."""
Ushiromiya Eva,"""Não foi o mesmo com a Jessica‐chan? E, agora, ela é uma dama que se preocupa em como colocar maquiagem. Você parece cuidar muito de suas sobrancelhas... Você está realmente linda hoje."""
Ushiromiya Jessica,"""Muito obrigada. Ninguém tinha percebido, então eu estava um pouco insegura quanto a isso."""
,"Um grande sorriso brotou no rosto de Jessica, como resultado de seus próprios ""estudos"" terem sido finalmente percebidos."
,"Eva sorriu igualmente em resposta.{n}...Então, ela direcionou esse sorriso na direção de Natsuhi."
Ushiromiya Eva,"""Vamos, Natsuhi nee‐san! Você deveria ser capaz de perceber as pequenas mudanças em sua própria filha. Tadinha da Jessica‐chan. Ela certamente iria querer que sua mãe fosse a primeira a perceber, não é mes~mo?"""
Ushiromiya Jessica,"""Tudo bem, tudo bem. Ela é do tipo que nunca percebe coisas assim."""
Ushiromiya Krauss,"""Jessica. Eu não acho que você deva chamar sua mãe de ""ela"". Peça desculpas."""
Ushiromiya Natsuhi,"""......Mais tarde, quero ter uma longa conversa com você sobre seu linguajar."""
Ushiromiya Jessica,"""Tch... Se você já está de saco cheio e não quer que crianças fiquem te atrapalhando, simplesmente diga da próxima vez. Estou indo embora. Esta sala está muito abafada."""
Ushiromiya Natsuhi,"""Jessica...!"""
,"Jessica ainda estava naquela idade imprevisível, com as provas e exames de admissão se aproximando.{n}Recentemente, ela começou a confrontar frequentemente sua mãe, que era extremamente zelosa a respeito de sua educação."
Shannon,"""Com licença... Kya?!"""
,"Jessica, saindo da sala de mau humor, e Shannon, empurrando um carrinho de serviço carregado com chá, esbarraram uma na outra."
Ushiromiya Jessica,"""Ah, Shannon. Não se preocupe com o meu chá. Eu estou indo dar uma volta no jardim."""
Shannon,"""...O‐Ojou‐sama..."""
Ushiromiya Natsuhi,"""Shannon, o chá está esfriando. Sirva‐o logo."""
Shannon,"""M‐Minhas desculpas..."""
,"Shannon não tinha realmente feito nada de errado, mas Natsuhi, que parecia sentir que algo vergonhoso havia sido mostrado, atacou‐a emocionalmente."
,"...Isso era algo que acontecia com frequência na família Ushiromiya.{n}Porém, parecia que Shannon não era forte o suficiente para lidar bem com aquilo."
,"Ela se encolheu para trás e, nervosa, preparou o chá preto."
,Shannon tinha o hábito infeliz de cometer mais erros quando se sentia intimidada.
,Sua aparência digna de pena dispersou a atmosfera pacífica que estava lá até pouco tempo.
,"Não tinha sido culpa de Shannon, mas ela pensou que poderia ter causado o incidente, e sentiu uma pressão em seu peito."
,"Seus dedos trêmulos faziam barulho na porcelana, e você não poderia dizer que era gracioso, muito menos polido."
,"Quanto mais todos sentiam‐se apenados, maior era o silêncio, mais irritada Natsuhi parecia, e mais encolhida Shannon ficava..."
,O pescoço esguio de Shannon parecia estar sendo apertado e asfixiado pelo ceifador intitulado tensão.
,"Então, George falou alegremente, como se soprasse para longe a atmosfera pesada."
Ushiromiya George,"""Esse é um bom aroma. Que tipo de chá é esse?"""
Shannon,"""Bem, .........isto é......"""
Ushiromiya George,"""Não, não diga. Eu vou adivinhar. É um aroma muito distinto, então provavelmente eu o conheço. ......Seria Earl Grey... talvez?"""
Shannon,"""E‐Eu acho que provavelmente é..."""
Ushiromiya George,"""Ahahahaha. Provavelmente é Earl Grey. Quando você voltar à cozinha, verifique a lata do chá."""
Ushiromiya Krauss,"""Hoh. George‐kun, você parece saber bastante a respeito de chá preto, não?"""
Ushiromiya George,"""Estou atualmente a serviço do presidente de uma companhia que tem muito conhecimento a respeito de chá preto. Depois de um bom tempo ouvindo as exposições dele, acabei aprendendo um pouco."""
Ushiromiya Hideyoshi,"""Ah, sim, o presidente da {i:Okonogi Alimentos}. Esse vasto conhecimento dele é seu grande orgulho!"""
Ushiromiya Eva,"""O nome de um chá geralmente se refere ao local onde foi produzido, certo? Então, isto é algo cultivado em um lugar chamado Earl Grey?"""
Ushiromiya George,"""Eu ouvi dizer que há muito tempo, na Inglaterra, havia um conde chamado Grey, e o chá foi nomeado assim em homenagem a ele."""
Ushiromiya George,"""No entanto, este cheiro distinto não vem das folhas do chá, mas de uma fruta chamada bergamota, que é uma parente da tangerina."""
Ushiromiya Natsuhi,"""É mesmo? É a primeira vez que ouço isso. Com tal conhecimento, o chá vai ficar ainda mais delicioso."""
Ushiromiya Hideyoshi,"""O álcool e os cigarros são semelhantes. Quando se trata de itens de luxo, você precisa apreciar o romance. Um conhecimento como esse aprofunda o sabor."""
Ushiromiya Eva,"""É como fazer propaganda de remédio. Natsuhi nee‐san, você também deveria tentar ler a bula do seu remédio favorito para dor de cabeça. *risos*risos*risos*risos*."""
Ushiromiya Krauss,"""Hahahaha! É uma boa ideia. Tente isso esta noite."""
Ushiromiya Natsuhi,"""...Sim, eu vou tentar."""
Ushiromiya George,"""Shannon‐chan, abra aquele pote e dê uma olhada. Você provavelmente vai ver um pouco de bergamota seca misturada com folhas de chá."""
Shannon,"""Ah, ......sim. Está aqui. Algo parecido com cascas de laranja seca está misturado aqui."""
Ushiromiya George,"""Sim. Deve ser bergamota. É o principal ingrediente no aroma do Earl Grey.{n}O aroma é vívido, então dá a impressão de ter um gosto forte, mas na verdade é um gosto suave que o torna fácil de se beber."""
Ushiromiya George,"""Seria adorável prepará‐lo com leite — o aroma se tornaria ainda mais brando. Se sobrar algo no pote depois que servir a todos, você realmente deveria misturá‐lo com leite e provar."""
Shannon,"""Ah, ...sim... Muito obrigada..."""
,George piscou discretamente para ela.
,"Shannon finalmente percebeu que George estivera lhe fazendo um favor acalmando a atmosfera no recinto. E ele esteve fazendo isso pelo bem dela, visto que ela tinha perdido sua autoconfiança."
,"A família Ushiromiya não mimava seus serviçais.{n}Por isso, se houvesse algo fora do comum, eles seriam severamente punidos."
,Não era com frequência que eles recebiam uma ajuda dessas.
,"Graças à consideração de George, Shannon foi, de alguma forma, capaz de controlar‐se e terminar de servir tudo sem falhas."
,"Se ela permanecesse calma enquanto trabalhava, poderia facilmente executar suas tarefas de um modo elegante e impecável."
,"Na hora em que o chá preto foi colocado sobre a mesa e o aroma refinado flutuou em volta, a sala retornou ao clima de antes, com uma atmosfera pacífica, enquanto todos elogiavam o conhecimento de George."
,"Shannon queria agradecê‐lo por ajudá‐la, mas não parecia que ela teria oportunidade para isso."
,"Então, ela ao menos lhe agradeceu dentro de seu coração, rezando a Deus que George a ouvisse, enquanto empurrava o carrinho."
Ushiromiya Jessica,"""O George nii‐san sempre dava uma mão em horas como essa. Mudando de assunto ou algo assim."""
,Shannon e Jessica podiam ser vistas no jardim de rosas.
,"Jessica, tendo brigado com sua mãe, agora se sentia incapaz de simplesmente voltar à sala de visitas despreocupadamente, e então se encontrava ali, matando o tempo."
Shannon,"""......Pensando em retrocesso, parece que talvez essa não tenha sido a primeira vez que ele me ajudou assim."""
,"Sempre que eu cometia um erro ou um descuido, e o George‐sama estava presente, ele sempre suavizava tudo naturalmente e deixava as coisas harmoniosas."
,...Talvez não fosse algo tão direto quanto pegar um garfo que havia sido derrubado.
,Mas esse era seu jeito de se importar.{n}Até serviçais têm orgulho. Eles querem consertar seus próprios erros por si mesmos.
,"...Porque, se um hóspede os ajudasse com isso, eles ficariam constrangidos."
Ushiromiya Jessica,"""Ele realmente é bom em ler as entrelinhas nesse tipo de situação. Bem, talvez isso seja o senso estético do George nii‐san a respeito das coisas. Ele parece ter uma forma de agir fora do comum e é um tanto exibido. Ahahahahaha."""
Shannon,"""I‐Isso não é verdade... ...Eu acho que ele é uma pessoa realmente maravilhosa."" "
Ushiromiya Jessica,"""Hmmmm...?! ......Shannon, será que você se apaixonou pelo George nii‐san?"""
,"Shannon havia refutado as palavras de Jessica sem pensar duas vezes, fora do seu jeito habitual, o que acabou chamando a atenção de Jessica no mesmo instante."
Shannon,"""Não, ...não é isso, eu...acho......"""
Ushiromiya Jessica,"""Pensando bem, eu nunca cheguei a ouvir nenhum tipo de história amorosa sobre o George nii‐san. Espera... Acho que eu já ouvi ele dizendo que tinha preferência por criadas? Ótimo, isso a encaixa perfeitamente, Shannon!"""
Shannon,"""I‐Isso me encaixa...?! Eu não—Eu não sou, bem, ...qualificada...para isso..."""
Ushiromiya Jessica,"""Claro que é qualificada! Vocês se conhecem há anos, são quase amigos de infância. Dizem que quando vocês têm um relacionamento natural onde não pensam um no outro como garoto e garota, as coisas se desenvolvem rapidamente antes de se dar conta! Sem dúvida!"""
,"Jessica amava revistas adolescentes com esse tipo de história, e ela sempre estava ao telefone conversando animadamente com suas amigas sobre coisas assim."
,"Por isso, ela tinha uma intuição afiada para este tipo de tópico romântico."
,"Então, esta não era a primeira vez em que um tópico como esse havia sido trazido a Shannon."
,"Mas, certamente, era a primeira vez que ela havia notado George como um membro do sexo oposto."
,"Ela era uma mobília, e George era um convidado honrado conectado à família Ushiromiya.{n}......Ela havia pensado ser inadmissível imaginar, minimamente, qualquer relacionamento mais profundo."
,Então ela não havia considerado tal coisa.
,"Jessica estava se divertindo muito em cutucá‐la a respeito disso, já que aquilo não a afetava.{n}Shannon estava fazendo seu melhor para ter certeza de que suas bochechas coradas não fossem descobertas."
,"Mas, se George aparecesse em uma hora como essa, não teria como ela manter sua calma."
,"Elas viram George saindo pela porta da frente da mansão.{n}Parecia que ele também as tinha visto.{n}Ele seguiu em frente, acenando com a mão."
,Shannon estava freneticamente tentando recobrar sua compostura normal antes que George as alcançasse...
Ushiromiya George,"""O vovô finalmente desceu. Agora eles estão tendo uma discussão adulta, então me botaram para fora."""
Ushiromiya Jessica,"""Hahaha, escapar foi mesmo a escolha certa. Eu prefiro beijar um deus da pestilência do que olhar pra cara do vovô."""
Ushiromiya George,"""Você não deveria falar dessa forma. ...Porém, acho que o vovô deve pensar em nós como tais criaturas pestilentas. Afinal, viemos aqui especificamente para pedir dinheiro a ele para negócios."""
,Isso mesmo — esta não era a costumeira conferência familiar anual de outubro.
,A família de Eva estava ali para pedir um empréstimo à família principal.
,"Kinzo tinha vastos recursos, e ele os emprestava aos seus filhos."
,"É claro, o motivo do empréstimo não era porque eles haviam se envolvido em problemas financeiros.{n}...Como expandiriam seus negócios, usando a vasta quantia de dinheiro que tinham pego emprestado?"
,"O quanto de juros seria cobrado, e em quanto tempo teria de ser pago?"
,Isso não era um empréstimo para pessoas que não tinham nada.{n}Era um empréstimo para aqueles que estavam na ofensiva.
,"Kinzo julgava estritamente se valia a pena emprestar‐lhes sua fortuna e, em seguida, ele estritamente acompanhava seu uso."
,Então ocasionalmente havia este espetáculo no qual os parentes visitavam Rokkenjima e explicavam seus negócios a Kinzo.
,"Para os pais, podia ser um encontro a respeito do movimento de grandes quantias de dinheiro, forçando um estresse imenso sobre eles."
,"Mas, para Jessica, que morava nesta ilha isolada chamada Rokkenjima, era uma oportunidade preciosa para reencontrar seus primos."
,"Então, até mesmo seu mau humor por ter se envolvido naquela briga com sua mãe...foi imediatamente curado por esta conversa com o visitante ocasional, George."
Ushiromiya Jessica,"""Minha família é um completo bando de sovinas. Eles provavelmente têm dinheiro sobrando, então por que não o emprestam generosamente? Aposto que meu pai e o vovô só estão sendo mesquinhos."""
Ushiromiya George,"""É natural ser prudente quando se empresta dinheiro. É claro, meu pai pensou em um plano no qual ele pode expandir seu negócio com o que ele conseguir emprestado, de modo que ele consiga pagar depois. Todo o resto caberá à apresentação."""
Ushiromiya George,"""......Realmente, eu teria gostado de ficar para assistir e aprender. Mas minha mãe me expulsou. Isso me deixa um pouco chateado."""
Shannon,"""......Parece que o Mestre ainda repreende o Krauss‐sama e a Eva‐sama, exatamente da mesma forma que ele fazia quando eles eram crianças. Tenho certeza que ela não queria que você, filho dela, visse isso."""
,"Enquanto Shannon baixava sua cabeça, ela lembrava das cenas que estava acostumada a presenciar na mansão."
,"Até Krauss, que agia de forma arrogante com seus irmãos, ainda era tratado como uma criança por Kinzo."
,"...Shannon frequentemente tinha visto Kinzo batendo em Krauss, ou fazendo‐o se sentar em estilo {c:86EF9C:{i:seiza}}."
,...Devia ser profundamente humilhante ter de passar por isso em sua idade.
,"Na família Ushiromiya, tomar cuidado para não estar presente quando isto acontecia era uma das grandes virtudes de um serviçal."
,"...É claro, isso não significava que Shannon estivesse cometendo algum erro sendo testemunha disso."
Ushiromiya George,"""Provavelmente. ...Perceber isso e também ir embora é meu dever enquanto seu filho. ......Beeem! Deixando isso de lado, as flores neste jardim estão verdadeiramente esplêndidas este ano, não é?"""
,George deu uma longa espreguiçada enquanto dizia isso.
,"...E, sem nenhum esforço, ele mudou a direção do assunto anterior, que tinha se tornando um tanto pesado."
,"Desta vez, Shannon notou isso também."
,"......George era esse tipo de pessoa, altamente sensível à atmosfera no ambiente, e sempre tinha tato o suficiente para mudar de assunto para algo pacífico."
,Havia sido tão suave que Shannon não tinha notado isso até hoje.
,Mas desta vez ela percebeu este comportamento de George.
,Quase todos os garotos que Shannon conhecia da idade dela haviam sido seus colegas de classe durante a escola.
,"Mas eles eram todos imaturos, ......e nenhum deles tinha a compostura de George."
,"Mesmo que ele tivesse sido só outro hóspede até momentos atrás, ...agora, ela não conseguia descrevê‐lo apenas com isso."
,"Porém, este era um pensamento ocioso, irrelevante para o trabalho dela como serviçal. Shannon chacoalhou um pouco sua cabeça como se tentasse tirar ele de sua mente."
Ushiromiya Jessica,"""Hm? O que houve?"""
Shannon,"""Ah, não é nada...!"""
Shannon,"""Bem, eu devo preparar um pouco de chá? Hmm, ......eu vou preparar um pouco mais daquele Earl Grey para você."""
Ushiromiya George,"""Ahaha, então você lembrou do nome daquele chá preto. Isso me deixa feliz."""
Shannon,"""Bem, .........hmm........."""
Ushiromiya George,"""Hm?"""
Shannon,"""...Bem, ......obrigada por sua consideração naquela hora..."""
,Shannon finalmente foi capaz de colocar seus agradecimentos em palavras.
,"Se fossem escritas no papel, elas não significariam muito, ...mas Shannon só precisou de um pouco de coragem para dizê‐las em voz alta."
,"Porém, George se fez de bobo."
Ushiromiya George,"""Do que está falando? Não me lembro de fazer nada pelo que eu deveria ser agradecido. Heheh."""
,"Parecia que ele estava sendo um cavalheiro do seu próprio jeito, dizendo que não a havia ajudado porque queria ser agradecido."
,Parecia que a resposta de George havia sido mais ou menos previsível para Jessica. Ela irrompeu rindo incontrolavelmente.
Ushiromiya Jessica,"""Tá vendo? Ele não é mesmo exibido?"""
Shannon,"""N‐Não... Eu não acho isso......"""
,"Jessica fazia troça de Shannon, enquanto ela permanecia calada, com o rosto corado.{n}George não sabia dos detalhes, mas naturalmente se juntou a ela, rindo naturalmente."
,"Os três preguiçosamente caminhavam pelo jardim, conversando sobre as novidades."
,"George, como o primo mais velho, falou sobre suas experiências de vida.{n}Jessica falou sobre a vida recente em Rokkenjima.{n}E Shannon falou sobre seu trabalho recente."
,Esses pequenos e tolos assuntos andavam em círculos.
,"Mesmo quando as histórias dos outros haviam sido fascinantes, Shannon nunca havia se sentido particularmente conectada a seus conteúdos."
,"Ela era nada mais que uma serviçal, e não tinha intenção de se aprofundar nas vidas de seus mestres."
,"Ela simplesmente queria aproveitar esse tempo no qual eles falavam com ela, e apenas fingia escutar propositalmente, acenando nos momentos certos."
,"Mas, por alguma razão, ela achou profundamente interessante conversar com George hoje."
,"Mesmo para coisas que ela normalmente ignoraria, ela sentiu como se pudesse sentir uma gentileza escondida por trás das palavras."
,"Por alguma razão, ela queria saber mais coisas sobre George, não importando o quão triviais fossem."
,Por isso...ela o encarou fixamente.
,"Ela pensou que tão longe quanto as aparências iam, esta pessoa, Ushiromiya George, ......provavelmente era...meio comum e não se destacava em nada."
,"Mas ele era diligente, sério, ...e profundamente pensativo de uma forma que permitia a ele entender os corações das pessoas e cuidar delas."
,"Porém, ela nunca esteve ciente dessas coisas até agora.{n}Ela podia não tê‐lo encontrado muitas vezes, mas já conhecia seu rosto há muitos anos."
,"Ainda assim, ela não havia prestado atenção sequer uma vez, até agora.{n}...Por isso, Shannon sentiu‐se envergonhada disto, e suas bochechas ficaram vermelhas."
,"Talvez George pensou que Shannon estava apreciando ele falando sobre si mesmo, porque ele continuou a relatar suas histórias pessoais."
,...Mas Jessica não perdeu essa ligeira mudança em Shannon.
,Ela então virou a discussão para o tópico sobre o qual Shannon mais queria saber.
Ushiromiya Jessica,"""......Ah, é mesmo! George nii‐san, você finalmente conseguiu uma namorada ou o quê?"""
Ushiromiya George,"""O‐O que é isso, assim do nada..."""
,"Normalmente, só a reação de George teria sido resposta suficiente."
,"Mas, por alguma razão, como ela estava agora, Shannon se encontrou incapaz de entender isso a menos que ele dissesse claramente."
Shannon,"""Hm, ...bem... O George‐sama é muito gentil, ......então eu tenho certeza...hmm......que ele deve ser muito popular com as garotas......"""
Ushiromiya George,"""Não, bem, ...hahahahahahahahahaha."""
Ushiromiya Jessica,"""Para com isso Shannon~. Encurralar ele assim não é beeem malvado...?Heheheh!"""
Shannon,"""E‐Eu não estava tentando ser má........."""
Ushiromiya George,"""Obrigado por sua feliz impressão errada. É uma vergonha, mas ainda não tenho um relacionamento com nenhuma garota em particular. Como você pode ver, minha aparência é abaixo da média. E não consigo falar espirituosamente, de forma que consiga entreter uma garota."""
Shannon,"""E‐Eu não acho que isso seja verdade. ......E...eu acho que o charme de um homem é decidido por coisas que você não pode medir no exterior. É p‐por isso que, bem, ......eu acho que você é... bem ...um homem muito charmoso, George‐sama..."""
,"Shannon estava falando muito, o que era algo fora de sua caraterística.{n}Comparada ao seu eu de sempre, ela realmente estava sendo muito prolixa."
,"George parecia razoavelmente contente em ouvir seu próprio charme descrito, mas ele estava um pouco surpreso com aquele grande elogio."
,"Jessica agora tinha certeza de que havia acertado em cheio, e agiu como se ela mal conseguisse segurar sua risada."
Ushiromiya George,"""Obrigado, Shannon‐chan. Espero encontrar em breve uma garota graciosa o suficiente para me achar atraente."""
Shannon,"""Sim, tenho certeza que você irá. ......Tenho certeza de que há uma garota não—Quero dizer, u‐um monte de garotas que reconhecerão seu verdadeiro charme."""
,"Ela provavelmente queria dizer ""há uma garota não muito longe""."
,"...Ela evitou dizer esse tanto, desenhando uma linha final como uma serviçal."
Ushiromiya George,"""Me‐......Mesmo? ...Acho que estou meio...envergonhado..."""
,Talvez ele nunca tivesse sido elogiado desse jeito por uma garota.{n}O rosto de George ficou tão vermelho quanto o de Shannon.
,"Enquanto ela observava os dois, Jessica deu uma leve risada sádica."
Ushiromiya Jessica,"""Bem, estou certa que você eventualmente encontrará uma parceira maravilhosa, George nii‐san. Mas não acho que você será capaz de escoltar sua parceira como você está agora, ceeeerto? Seu cérebro deve ser o de um trabalhador diligente, mas parece que você é totalmente sem noção quando se trata {i:daquele} aspecto de seus estudos."""
Ushiromiya George,"""...M‐Me desculpe por ser ignorante. Começarei estudando isso pouco a pouco."""
Ushiromiya Jessica,"""Como você faria isso por si mesmo? Você vai assistir filmes sobre amor? Ou vai aprender com o tio Hideyoshi? Heheheheh!!"""
Ushiromiya George,"""Tch... Você fica agindo toda triunfante, não é mesmo? Homens não são páreos para garotas neste tipo de assunto."""
,"Normalmente, quando George e Jessica ficavam juntos, seus pais diriam ""George é diligente e admirável"", e ""Jessica é preguiçosa e rude""."
,"Por isso, provavelmente era irresistivelmente divertido para Jessica quando os papéis deles estavam finalmente invertidos."
,"George também percebeu isso, então, desta vez, ele estava contente em ser aquele que era provocado."
Ushiromiya Jessica,"""Então, George nii‐san, contanto que você esteja bem com isso, por que não praticar um pouco com a Shannon? Mantenha a Shannon entretida o dia todo em um encontro! Que tal?!"""
Shannon,"""O‐O‐O que você está...?! O‐Ojou‐sama...!"""
,"Quando ela ouviu o plano audacioso de Jessica, o rosto de Shannon ficou em um vermelho vivo, e um anel de fumaça subiu dele com um ""puf""."
Ushiromiya George,"""E‐Esse é um plano muito atraente, mas...eu me sentiria mal pela Shannon‐chan. Eu só estaria desperdiçando o precioso dia de folga dela. E também estaria me intrometendo no momento ideal, quando ela seria capaz de ficar sozinha com alguém por quem ela realmente tem sentimentos. Eu não poderia fazer algo tão grosseiro."""
Shannon,"""E‐Eu, ...eu também, hmm............não tenho uma pessoa por quem eu tenha sentimentos ou algo assim, então, bem, ...se importar comigo assim... é... é desnecessário...!"""
,"O sangue de Shannon havia corrido todo para sua cabeça, e parecia que ela sequer sabia sobre o que estava balbuciando."
,"Jessica, que sabia como Shannon normalmente era, parecia achar isso realmente cômico."
,Ela não conseguia mais esconder seu riso.
Ushiromiya George,"""...I‐Isso é verdade...? Não consigo acreditar que uma garota atraente como você seria solteira, Shannon‐chan..."""
Shannon,"""Eu, eu, eu, ...eu sou uma serviçal, então, bem, ......eu não tenho muitas oportunidades de encontrar garotos, e, bem..."""
Ushiromiya Jessica,"""O que significa que, no futuro, se a Shannon vai ter alguma chance de conseguir para si um cara maravilhoso, ela precisa de prática com relacionamentos, certo? Então cada um de vocês quer a mesma coisa. Não se preocupem, vai dar certo, heheheheh!"""
,"Jessica irresponsavelmente animou os dois.{n}Agora, George também estava com sua cabeça baixa, corado."
Ushiromiya Eva,"""George, eu estive chamando por você. Você não conseguiu me ouvir?"""
,"Como Eva apareceu no que já era uma situação embaraçosa, os dois ficaram ainda mais afobados. Jessica estava rindo histericamente."
Ushiromiya George,"""Ah, m‐m‐mãe...! Desculpe, nossa conversa ficou complicada. Eu não notei...!"""
Shannon,"""Ora, Eva‐sama... Minhas mais profundas desculpas..."""
Ushiromiya Eva,"""Parece que vocês crianças estavam ficando realmente animados. Vocês estão todos por volta daquela idade. Lembro bem como é isso — vocês devem ter um monte de coisas como essas para falar infinitamente a respeito. *risos*risos*risos*."""
Ushiromiya Jessica,"""Que isso, vamos lá, tia Eva, você ainda é jovem! Por favor, conte como você e o tio Hideyoshi se conheceram!"""
Ushiromiya Eva,"""Ora, ora, não tem como eu contar algo assim. *risos*risos*risos*. Vocês são todos tão jovens. *risos*risos*risos*."""
Ushiromiya George,"""E‐Então, o que foi, mãe? Você chamou porque queria algo, certo?"""
Ushiromiya Eva,"""Seu pai e os outros terminaram de conversar. Estávamos indo contar ao seu avô sobre você, então venha."""
Ushiromiya George,"""Sobre mim? E o que seria?"""
Ushiromiya Eva,"""O mesmo tópico que vocês todos acabaram de ter. Lembra, aquele tópico?"""
Ushiromiya George,"""Ah, ...ah, aquele tópico. Aquilo não é algo que precisamos dizer ao vovô, não é..?"""
Ushiromiya Jessica,"""Do que estão falando? Espere, George nii‐san, você está se casando com alguém?!"""
Shannon,"""M‐Meus parabéns...!"""
Ushiromiya George,"""Não, não...! Eu não acabei de dizer que eu não tenho uma mulher especial?"""
Ushiromiya Eva,"""Isso não é algo sobre o que se gabar, não é? ...Sinceramente."""
,"Eva sorriu amargamente, parecendo um pouco exasperada."
Ushiromiya Jessica,"""...Ah, ...entendi! George nii‐san, isso é uma daquelas coisas, né? Um encontro de casamento!"""
Shannon,"""Um encontro de casamento...?"""
Ushiromiya George,"""......nn, ......bem, sim. ......Hahahaha..."""
,"Como um homem, George indubitavelmente queria encontrar uma parceira ele mesmo e conquistá‐la."
,"Por isso, parecia que ele achava a ideia de conhecer sua parceira pela primeira vez em um encontro de casamento arranjado por seus pais um pouco patética."
Ushiromiya George,"""Encontros de casamentos não deveriam ser feitos em uma idade mais madura...? Ainda não sinto que me tornei um adulto..."""
Ushiromiya Eva,"""Não pretendemos apressar você em um noivado ou casamento imediato — é claro que não. Isso não é um problema se você aprofundar sua amizade primeiro, e então fazê‐la passar seu nome para nosso registro familiar depois, quando você se estabelecer enquanto envelhece."""
,"Dada a impressão forçada que Eva estava passando, e a evasividade de George, que você conseguia capturar um relance de como este encontro de casamento se ligava a tudo."
,"Quem era esta outra pessoa permanecia obscuro, mas era certamente alguém lucrativo para a família de Eva no sentido dos negócios."
,"Parecia quase como uma estratégia política; queriam criar uma conexão entre as duas famílias, se não mudando os registros, então ao menos fazendo‐os noivar."
Ushiromiya Eva,"""Casamento não é algo que você faz depois que começa a gostar de alguém.{n}É algo a que você se acostuma depois que o faz. Se casar apenas baseado em emoções, você definitivamente se arrependerá. Definitivamente não há nada de errado em escolher uma pessoa com um plano de fundo seguro como sua parceira na vida, e então desenvolver emoções amorosas."""
Ushiromiya Jessica,"""Tia Eva, isso é tão rude com o tio Hideyoshi... *risos*!"""
