Speaker,Brazilian Portuguese (PT)
,Mas simplesmente ouvir que vence quem achar a amêndoa não explica muita coisa.
Ushiromiya Battler,"""Certo, entendi. Obrigado por contar esse segredo importante."""
Ushiromiya Ange,"""Nnnnnnn... onii‐chan, que coisa! Ainda me prestei para dividir o segredo!"""
,"A Ange, com suas bochechas ainda estufadas, voltou para onde a tia Eva estava."
,"Elas estão mesmo se dando bem. Ainda assim, acho que não tem problema, afinal é a tia dela."
,"Se fosse um gorducho da turma dela, eu não o perdoaria, mesmo sendo do primário! Não brinque com o sexo oposto sem a aprovação do seu irmão!"
,"Nesse momento, a voz do Genji‐san ecoou."
,A conversa foi diminuindo gradualmente e a chuva exterior voltou a ser ouvida.
Ronoue Genji,"""Senhoras e senhores, peço pelo seu silêncio."""
,O silêncio tomou conta do cômodo.
,Todos os parentes pareciam vagamente cientes de que a festividade desta noite consistia em mais do que uma festa de Halloween.
,Battler já sabia.
,"Era uma cerimônia para marcar a devolução do ouro, de Kinzo para {f:5:Beatrice}, que havia sido pego emprestado durante muitos anos."
,Kinzo começou anunciando isso pessoalmente.
,"Ele falou sobre como o ouro serviu, não só para restaurar a família Ushiromiya, mas trouxe também uma riqueza jamais testemunhada antes. Ele falou sobre como finalmente devolveria o ouro à {f:5:Beatrice}, aquela que salvou a vida da família Ushiromiya."
,O pesado lingote decorado com um brilhante laço vermelho passou de suas mãos para as mãos dela.
Ushiromiya Kinzo,""".........O débito da família Ushiromiya com as três gerações de {f:5:Beatrice}, a Bruxa Dourada, é algo que jamais devemos esquecer."""
{f:5:Beatrice},"""Fala sério. Nem tenho onde colocar isso, e mesmo assim preciso pegar das suas mãos?"""
Ronoue Genji,""".........{f:5:Beatrice}‐sama."""
{f:5:Beatrice},"""N‐nnn, *cof*cof*."""
,"Apesar de seus status, o comentário de Beato recebeu de Genji um aviso inesperado. Não tinha como deixar passar sem rir disso."
{f:5:Beatrice},"""Eu sou {f:5:Beatrice}, a alquimista da família Ushiromiya. Esta noite, eu reconheço o fim do contrato de empréstimo das toneladas de ouro. ......Muitas décadas se passaram desde a geração da minha avó. Chegou a hora da águia que perdeu sua asa, voar mais uma vez. Eu irei observar esta águia e orar por sua prosperidade durante todas as gerações que estão por vir."""
,Uma salva de palmas tomou conta do hall.
,"Embora ela tivesse feito um discurso de muita dignidade, logo que acabou, ela mostrou a língua e riu de nós."
,Acho que esse é o limite de tempo que a Beato consegue permanecer séria.
Ushiromiya Kinzo,"""Passando seu nome através das gerações, {f:5:Beatrice}, a Bruxa Dourada, é capaz de viver por mil anos. Consequentemente, seus descendentes também devem ser {f:5:Beatrice}, e todos devem ser alquimistas desta família."""
Ushiromiya Kinzo,"""Os descendentes da família Ushiromiya irão elogiar {f:5:Beatrice} por sua gratidão eternamente e isto será passado através das gerações. .........Esta família estará sempre em dívida com {f:5:Beatrice}, e ela estará sempre com nossa família, unida por um nobre laço."""
Ronoue Genji,""".........Aqueles que concordam, demonstrem seu reconhecimento com aplausos."""
,"Após as palavras de Genji, os parentes olharam uns para os outros e começaram a aplaudir todos juntos."
Ushiromiya Kinzo,"""Obrigado, pessoal. .........{f:5:Beatrice}. Você é parte da família Ushiromiya. E sua conexão conosco é mais sagrada que qualquer sangue."""
{f:5:Beatrice},"""Wahaha, uma relação entre devedor e credor é realmente mais importante que sangue."""
Ronoue Genji,"""......{f:5:Beatrice}‐sama."""
{f:5:Beatrice},"""Nngyhh, nnn...!"""
,"Logo depois, o verboso discurso de Kinzo continuou."
,"Esta noite, Kinzo deixará a posição de chefe da família."
,"Assim, ele anunciou que revelaria a distribuição de sua herança."
,"Ocorreu uma agitação ocasionada pela empolgação entre os irmãos, que precisavam de dinheiro, quando ouviram que não precisariam esperar pela morte de Kinzo para ganharem suas partes."
Ushiromiya Kinzo,"""Estou ciente que cada um de vocês enfrenta problemas financeiros. Isto deve ser o suficiente para resolver todos os problemas. ......Mas não sejam complacentes. É a minha herança, mesmo que dada antes da minha morte."""
Ushiromiya Kinzo,"""No passado, embora eu tenha sido duro, eu sempre cuidei de vocês. Mas, a partir desta noite, seu pai aqui deixará de oferecer ajuda à suas crianças. ......Eu devo vê‐los levantar voo, como se estivesse assistindo‐os do céu. Eu não irei mais interferir. ......Vocês podem viver como bem entenderem."""
Ushiromiya Rudolf,"""Pa‐.........Pai......"""
Ushiromiya Rosa,"""Pai......"""
Ushiromiya Eva,"""Nós entendemos... ......Você não precisa ter medo...de que iremos voar por conta própria."""
Ushiromiya Krauss,"""Aqui e agora, todos os irmãos juram trabalhar em conjunto...para fazer com que a família Ushiromiya prospere ainda mais."""
Ushiromiya Hideyoshi,"""Isso mesmo...! Nós ficaremos juntos, nada vai ficar no nosso caminho...!"""
,"Hideyoshi riu, mas Genji o admoestou.{n}Entretanto, ele entendia o motivo de tanta felicidade."
,"......Até então, os irmãos tiveram brigas indignas sobre a herança."
,"Contudo, na noite de hoje, ......a herança foi gentilmente dividida e nenhum deles precisaria bolar planos para colocar a mão no dinheiro."
,"Em outras palavras, os irmãos não tinham mais razões para ficaram discutirem uns com os outros."
,"Pelo contrário, era a hora deles darem as mãos e se ajudaram para prosperarem ainda mais."
,"Eva e Rosa estava fungando, com lágrimas nos olhos. ......Bem como Rudolf também estava."
,"Talvez agora, ......mesmo com toda a idade, ......eles finalmente poderiam deixar o ninho."
,"Esta noite, as águias da família Ushiromiya deixariam Rokkenjima, o ninho tecido com a magia da bruxa, e seguiriam caminhos distintos. ......Com suas próprias forças e determinação."
,Isso fez Kinzo pensar.{n}Se ele tivesse feito isso desde o princípio...
,"......Se ele mesmo tivesse resolvido a questão da herança, não haveria motivos para seus filhos brigarem entre si."
,"Ao invés disso, ele agiu de forma rabugenta e deixou o problema para eles, o que resultou em um tensionada relação entre os irmãos."
,Sim. Tudo foi sua responsabilidade.{n}E agora ele foi desentrelaçado.
,Era como uma corda invisível que ficava amarrada ao redor do corpo de Kinzo.
,Essa corda se afrouxou e ele foi capaz de sentir um relaxamento que não era capaz de sentir há muitos anos...
,"Os quatro irmãos deram um passo à frente e, diante de Kinzo, eles juraram apoiar Krauss, o novo chefe, e guiar a família à grandes prosperidades."
,Seus rostos cintilavam com uma inesperada juventude.
,"Era natural. Afinal, os quatro nunca foram tão unidos assim.........desde a época em que eram crianças."
,"Com a vibração de suas juventudes retornando a eles, os irmãos uniram‐se novamente."
,"Quando Krauss terminou seu anúncio, uma calorosa salva de palmas preencheu o hall."
,Os primos...e os serviçais também......juntaram‐se aos aplausos que se estenderam.
,"Ange......assistiu tudo, atônita."
,"............Os quatro irmãos que constantemente brigavam desde crianças, ......supostamente brigavam."
,"Supostamente, eles repetiam seus inférteis conflitos sobre a herança de Kinzo, com suas preocupações com dinheiro estimulando‐os."
,"......Mesmo o mundo da ""verdade"", o mundo que eu reconheço, ......foi reescrito por este cerimônia dourada."
,Eles eram realmente amigáveis uns com os outros ou brigavam diariamente assim como eu acreditava? Isso não importa.
,"......Seja como for, bem aqui e agora, todos os problemas foram resolvidos."
,Eu não devo acreditar nisso. .........Isso é apenas...uma farsa do onii‐chan.
,"Mesmo sabendo disso, .........quando vi meu pai e seus irmãos se abraçando, com sorrisos de felicidade em seus rostos, ......eu não consegui impedir que algo quente brotasse nos meus olhos."
Ushiromiya Ange,"""Eu não acreditarei...... .........Tudo isso......não passa de outra das suas farsas........."""
Ushiromiya Battler,"""O que você precisa ver, o que você precisa ouvir, antes de permitir a si mesma de acreditar...?"""
Ushiromiya Ange,""".........Vermelho. ............Se disser isso com a verdade vermelha..."""
Ushiromiya Battler,"""Tudo o que não é possível dizer em vermelho deveria ser mentira."""
Ushiromiya Ange,"""......Eu não acreditarei... ......Isso não......passa........."""
,Ange olhou para o chão e ficou em silêncio.
,"Como Game Master, Battler era capaz de usar a verdade vermelha."
,"Entretanto, essa regra só existia no tabuleiro da bruxa."
,"No mundo {y:0:Humano}{n:0:humano}, a verdade vermelha...não existe."
,"As pessoas veem coisas, ouvem coisas, ......e quando acreditam que vale a pena acreditar em algo, elas aceitam como se fosse uma verdade vermelha."
,"A não ser que Ange aceitasse isso, nenhuma verdade se tornaria verdade."
,Battler queria que ela percebesse isso.
,"Não havia sentido em usar a verdade vermelha, uma regra do jogo, para forçar a verdade a ela."
,"Ange teria que usar seu próprio poder, seu próprio coração, para aceitar a verdade como verdade."
,A decisão cabia a Ange.{n}Ninguém poderia obrigá‐la a decidir por algo.
,"Por isso, não havia nada de errado em Ange declarar que a cena era uma farsa."
,"Mas, e se, .........esse fosse o significado por trás das calorosas lágrimas que escorriam pelo rosto de Ange?"
,"......Ange teria considerado isso sozinha, sem ninguém lhe dizer nada......"
,"Após fungar e esfregar seus olhos, Ange deixou que sua versão de seis anos controlasse a sua peça."
,O que se seguiu foi um harmonioso e divertido período de tempo.
,Pratos lindamente decorados foram sendo trazidos um após o outro e rolhas de champagne foram sendo abertas com agradáveis sons.
,"Várias mesas menores foram colocadas aqui e ali, cada uma com a sua própria temática."
,"Era nelas que se encontrava a diversão deste coquetel, na qual os convidados percorriam de mesa em mesa, ponderando sobre o que deveriam comer primeiro."
,Esse tipo de performance era onde a genialidade de Gohda se mostrava. O hotel que o deixou ir provavelmente ainda se arrepende de tê‐lo deixado partir.
,"É claro, este tipo de bufê‐errante provavelmente era uma tarefa exaustiva para aqueles de meia‐idade."
,"Por isso, foram disponibilizadas diversas cadeiras."
,"Contudo, cada vez que um novo prato era trazido ao hall, eles se levantavam para olhar, vagando entre as mesas que os agradava."
,"Dessa forma, eles podiam se enturmar em diferentes grupos de pessoas, matizando‐se para novos convívios sempre que um grupo se apartava."
,"Pessoas são interessantes. Conforme os membros de cada grupo iam variando, novos tópicos de conversa iam surgindo."
,A agitada festa de Halloween foi se desdobrando como um colorido caleidoscópio.
,As correntes de origami que decoravam as paredes chamaram a atenção dos mais jovens.
,"Ali, qualquer um voltaria a ser criança enquanto se divertia......"
,"Mesmo para Ange, era como um sonho."
,Ela conversava alegremente com seus primos.
,Ela também conversava com seus tios e tias.
,Beato mostrou a ela diversos truques que chamava de magia.
,Maria disse que era magia e Ange disse que eram truques — assim a noite foi ficando cada vez mais descontraída.
,"Duas jovens garotas estavam tão animadas que os adultos decidiram mostrar alguns truques novos a elas, surpreendendo ambas a ponto de deixá‐las sem palavras."
,"Eventualmente, eles começaram a mostrar truques uns para os outros, perguntando se alguém já tinha visto antes, e foi se tornando uma festa de magia, em perfeita sintonia com o Halloween."
,"Além dos truques de mágica, diversos quizzes, enigmas e jogos foram surgindo, fazendo todos relembrarem seus tempos de infância."
,"Até os serviçais que estavam servindo a comida foram sendo envolvidos em grupos, assim todo o hall foi tomado por conversações."
,"Para Ange, jovem como era, cada um dos truques de mágica, quiz e enigmas eram experiências completamente novas."
,"Eles estimularam a sua curiosidade intelectual, e ela já não conseguia conter sua empolgação."
,"Somando a grande variedade de comidas deliciosas e bebidas que ela podia escolher, tudo era como um sonho."
,"Ange sentiu como se estivesse flutuando, caminhando sobre as nuvens......"
Ushiromiya Rudolf,"""Ange, ...você não bebeu isso, né?! Essa é a bebida do papai!"""
Ushiromiya Ange,"""......A Ange também queria experimentar o suco de uva dos adultos. Tá tudo bem."""
Ushiromiya Battler,"""Seu rosto parece um pouco vermelho. Está se sentindo bem?"""
Ushiromiya Kyrie,"""Foi só um pouquinho, então acho que ela deve estar bem......"""
Ushiromiya Ange,"""......Estou bem! Não sou criança...... ......*hic*..."""
Ushiromiya Eva,"""*risos*. Ange‐chan, beba este aqui, certo? A bebida do seu pai é ruim, então não prove mais, entendeu?"""
Ushiromiya Battler,"""Isso aí! Se beber coisas ruins, vai virar uma adulta ruim. Ihihi!"""
Ushiromiya Ange,"""A Ange não vai virar uma adulta ruim! Serei uma princesa!"""
Ushiromiya Kyrie,"""Isso mesmo. A Ange é a nossa princesinha."""
Ushiromiya Rudolf,"""Sim. A Ange é a princesa da família."""
Ushiromiya Eva,"""Ela também é minha princesa. É melhor passar na minha casa para brincarmos...! Vamos nos divertir de montão!"""
Ushiromiya Ange,"""Sim. Obrigada, tia Eva...!"""
,Todos estavam sendo legais comigo.
,Quase como se eu tivesse virado uma princesa de verdade.
,Eu me senti tão bem que mal conseguia acreditar que toda essa celebração era pelo meu bem.
,"Battler se separou de um círculo de pessoas. Observando de longe, enquanto Ange sorria alegremente, ele também sorriu."
{f:5:Beatrice},""".........Quando sorri dessa forma, ela realmente faz jus ao seu nome. Coitadinha."""
Ushiromiya Battler,"""Concordo. É mesmo um sorriso digno de um anjo."""
{f:5:Beatrice},"""Eu espero que esse sorriso pertença a verdadeira Ange...e não apenas a uma peça."""
Ushiromiya Battler,"""......Mesmo que não seja, ela está vendo tudo. E ela pode pensar por si mesma."""
{f:5:Beatrice},"""Este seu jogo entre você e a Ange está mesmo transbordando afeição. Chega até a ser irritante pra mim."""
Ushiromiya Battler,"""E qual o problema dele? Ninguém ficará no caminho dela. Nenhum obstáculo ou estratégias nem nada para ela se preocupar."""
{f:5:Beatrice},"""Isso mesmo. Este jogo...não é mais uma batalha."""
Ushiromiya Battler,"""Eu chamo isso de......limpeza. ......Depois do nosso jogo."""
{f:5:Beatrice},"""............Eu nunca serei capaz de me redimir pelo pecado que causei a ela por causa das minhas ações descuidadas."""
Ushiromiya Battler,"""Nosso jogo era nossa responsabilidade. Vamos redimir nosso pecado juntos. ......É por isso que estamos mostrando este último jogo à Ange."""
{f:5:Beatrice},"""Você acha...que a Ange será capaz de usar aquela chave da maneira certa...?"""
Ushiromiya Battler,"""......É claro, eu já pensei em arrastá‐la e forçá‐la a usar da forma como achamos certo."""
{f:5:Beatrice},"""Uma tentativa dessas seria infrutífera. ......Tão difícil quanto a vida, é aceitar que a decisão imposta a você era realmente a decisão correta."""
Ushiromiya Battler,"""Exatamente. .........A Ange deve pensar e escolher sozinha. Mesmo que ela não tome a decisão que nós vemos como correta, ......eu acredito que devemos respeitá‐la."""
{f:5:Beatrice},"""......Hmmm. .........Você é o Game Master. Não cabe mais a mim discutir. Eu simplesmente assistirei tudo e aproveitarei a noite."""
Ushiromiya Battler,"""Este jogo é muito significativo para a Ange. Mas, para nós, é como uma festa depois do show."""
{f:5:Beatrice},"""Está quase na hora. Você tem certeza? A Ange pode acabar entendendo errado."""
Ushiromiya Battler,"""Vai ficar tudo bem. Na verdade, é necessário. ......Assim como a forma como você apareceu. E todo mundo mais."""
{f:5:Beatrice},"""...............Hmmm. Então vamos aproveitar essa última celebração junto com todos. Afinal, todos eles atuaram muito bem seus papéis ao longo deste jogo."""
,"Naquele instante, foram ouvidas palmas que pediam por atenção."
Gohda Toshiro,"""Senhoras e senhores, peço a atenção de todos. E agora, para o evento especial da noite...!"""
,"Gohda havia sido aquele quem bateu palmas. Todos se aglomeraram, se perguntando o que estava acontecendo."
,Sobre o carrinho de serviço diante dele estava um grande bolo de chocolate cortado em fatias.
Gohda Toshiro,"""Para a atração principal da festa de Halloween desta noite, eu preparei um sachertorte para vocês. Como podem ver, ele foi feito especialmente para a família Ushiromiya, acompanhado do brasão da Águia de Uma Asa feito de chocolate!"""
,O estupendo bolo arrancou suspiros de admiração de todos.
Nanjo Terumasa,"""Que bolo mais maravilhoso...! Perfeito para ser a atração da noite."""
Gohda Toshiro,"""Ah, não. Não é apenas um bolo. O bolo desta noite possui um pequeno segredinho. ......Mestre, peço que explique a todos sobre o segredo!"""
Ushiromiya Kinzo,"""Pois bem. É uma espécie de jogo. Há uma pequena coisa dentro deste bolo que irá determinar o vencedor."""
Ushiromiya Ange,"""É uma amêndoa...!"""
,"Ange gritou, muito animada. Kinzo a olhou com carinho e assentiu."
Ushiromiya Kinzo,"""Em uma destas fatias há uma única amêndoa. Aquele que encontrar o pedaço se tornará o rei da noite."""
Ushiromiya Rudolf,"""Fiuu! Já faz tempo desde a última vez que brinquei do jogo do rei...!"""
Ushiromiya Kyrie,"""Acredito que o seu jogo do rei seja bem diferente..."""
Ushiromiya Krauss,"""Hahhahahahahahaha. Então, o que acontece com a pessoa que virar o rei?"""
Ushiromiya Kinzo,"""O rei poderá fazer um pedido. E então, nós devemos concedê‐lo, juntos."""
Ushiromiya Jessica,"""Oooh! Parece interessante...!"""
Ushiromiya Maria,"""Uu. Reis são garotos. Garotas não podem ser reis."""
Ushiromiya George,"""Se uma garota vencer, então ela será a princesa."""
Ushiromiya Ange,"""Uma amêndoa! Aquele que achar, vencerá! Né? Né?!"""
Ushiromiya Battler,"""Ahahahaha, isso mesmo. Você é incrível, Ange."""
Ushiromiya Hideyoshi,"""São em horas assim que a sorte dos homens brilha para eles. Não posso perder essa!"""
Ushiromiya Eva,"""Pode parando aí mesmo. Vamos deixar as crianças mais novas escolherem primeiro."""
Ushiromiya Natsuhi,"""Boa ideia. Ange‐chan, pode ir primeiro."""
Ushiromiya Rosa,"""Ei, você é mais velha agora, Maria! Deixe a Ange‐chan escolher primeiro."""
Ushiromiya Maria,"""Uu‐uu‐uu! Mas e se a Ange vencer, uu?!"""
Ushiromiya Ange,"""A Ange vai ganhar! Vou achar a amêndoa, vou achar a amêndoa!"""
Nanjo Terumasa,"""Parece que nós, velhos, devemos esperar que a sorte esteja nas sobras."""
{f:5:Beatrice},"""Se formos por idade, acho que o Kinzo é o último."""
Ushiromiya Kinzo,"""Wahhahahahaha, mas você não tem mil anos?"""
{f:5:Beatrice},"""N‐Nãoooooooo!!"""
,"Todos riram muito. Sua idade real era desconhecida, mas ela afirmava ter 19 anos."
,"Diante de Ange estava um grande bolo, cortado para que houvesse um pedaço para cada pessoa."
,Apenas um desses era o pedaço vencedor.
Gohda Toshiro,"""Muito bem, Ange‐sama. Qual pedaço escolherá? Seja qual for que escolha, ele estará delicioso."""
Ushiromiya Ange,"""Sem chance. Só quero se for o vencedor."""
Ushiromiya Battler,"""Muito bem, então terá que adivinhar e acertar de primeira. Vá em frente e pegue um."""
,Battler empurrou a pequena mão de Ange até a mesa com o bolo.
Ushiromiya Ange,"""............Qual......devo escolher............?"""
,O bolo de chocolate estava cortado em quinze fatias.{n}......Quero pegar aquele com a amêndoa e virar a princesa!
,Um desses têm a amêndoa vencedora. Qual devo escolher...?
,"Consegui ser a primeira, ......mas isso parece um pouco injusto."
,"Quero dizer, é injusto, não é? As minhas chances de acertar agora são de 1 em 15. Não tem como acertar."
,"Então, quando a Maria onee‐chan escolher depois de mim, ela vai ter uma chance de 1 em 14 de acertar. A próxima pessoa será de 1 em 13, depois de 1 em 12, ......e a última pessoa......tem a vitória garantida?"
Ushiromiya Ange,"""Onii‐chan, isso é injusto...! A pessoa que pega primeiro fica em desvantagem...!"""
,"Todos riram. Aparentemente, havia algo de errado com meu cálculo, mas ainda assim, não me parecia certo."
Gohda Toshiro,"""Vamos começar a competição de sorte com a Ange‐sama. Por favor, sinta‐se à vontade para escolher...!"""
Ushiromiya Ange,"""......Certo! Certo......!!"""
,"Se preciso pegar um dentre tantos, não tem como vencer."
,"......Mas, por algum motivo, sinto que posso vencer esta noite."
,"Eu não tenho motivos para me sentir assim, mas quando estou de bom humor, a Deusa da Sorte sempre me traz a fortuna."
Ushiromiya Battler,"""Ainda não decidiu?"""
Ushiromiya Ange,"""Não. .........Já decidi. Este aqui...é o vencedor."""
,Eu me concentrei na ponta dos meus dedos......e apontei para uma das quinze fatias.
,A fatia que escolhi foi............
Ushiromiya Ange,""".........Essa aqui!"""
Gohda Toshiro,"""Essa? Tem certeza?"""
Ushiromiya Ange,"""Já me decidi. Quero essa...!"""
,"Quando ele perguntou se eu tinha certeza, eu acabei me sentido um pouco incerta."
,"Ainda assim, em horas assim, o melhor é seguir seus instintos."
,Era uma das poucas filosofias que a jovem garotinha tinha aprendido em seus poucos anos de vida.
,"Gohda pegou a fatia escolhida, a colocou em um prato junto a um garfo e a deu para Ange."
Ushiromiya Maria,"""Agora é a Maria! A Maria!! Uu‐uu, qual devo escolher!"""
,"Era a vez da Maria. Ela estava empolgada, determinada a vencer."
,Eu me distanciei de todos e fiquei sozinha.
,......Eu fui atingida pela tentação de cortar logo minha fatia de bolo com o garfo e conferir se a amêndoa estava dentro.
,"Contudo, eu me parei."
,"Se eu conferir meu pedaço agora, a minha chance é de 1 para 15."
