Speaker,Brazilian Portuguese (PT)
Ushiromiya Lion,"""Sou sim, e você está pedindo isso para mim, mas quem foi que fingiu não ouvir só porque era um assunto doloroso?"""
,Nem mesmo essa sua arrogância ultrajante não é nada comparada ao Kinzo.
,"Após murmurar isso diversas vezes em sua mente, Lion deu de ombros e assentiu para Will."
Ushiromiya Eva,"""Ora, se não é a criança sucessora. E quem seria este......?"""
Ushiromiya Lion,"""Ah, tia Eva. Este é o Will‐san. Ele veio oferecer flores à falecida."""
Willard H. Wright,"""Mas quem se importa com isso. Me diga tudo o que você sabe—......nng—"""
Ushiromiya Lion,"""Ele disse que quer saber sobre a conexão que a falecida tinha com a família Ushiromiya."""
,Lion falou com um brilhante sorriso enquanto beliscava a bunda de Will.
,"Will protestou em silêncio, como se dissesse: ""mesmo sendo uma piada, isso dói"". Lion disfarçou, sorrindo para Eva com um sorriso digno de estudantes de honra."
Ushiromiya Eva,"""A conexão dela com a família Ushiromiya? ......Bem, o que posso dizer sobre isso...?"""
Ushiromiya Hideyoshi,"""Provavelmente, o que mais precisa ser dito é ""a conexão dela com o pai""."""
Ushiromiya Rudolf,"""Precisamos ser honestos aqui. Ela era a amante do pai."""
Ushiromiya Kyrie,"""Se chamá‐la assim, a Natsuhi nee‐san vai gritar com você de novo. Ele está ""endividado"" com ela, certo? *risos*."""
Ushiromiya Hideyoshi,"""Sim, claro. Wahahahaha."""
Ushiromiya Lion,"""......Bem, é por aí."""
Willard H. Wright,"""Não tenho interesse em ninguém além da Rosa—gghh—"""
Ushiromiya Lion,"""Acredito que tenha dito......que a senhora se encontrou com a Beatrice, tia Rosa."""
Ushiromiya Rosa,"""........................"""
,"O tempo inteiro, Rosa esteve com a cabeça baixa.{n}As palavras de Lion fizeram seus ombros tremerem."
Ushiromiya Eva,"""Ela acabou lembrando hoje, totalmente do nada. É meio difícil de acreditar."""
Ushiromiya Rosa,"""É verdade...! Eu matei a Beatrice!"""
Willard H. Wright,"""Ótimo, caso encerrado."""
Ushiromiya Lion,"""Não se precipite."""
,Rosa foi às lágrimas e apoiou sua cabeça sobre a mesa. Kyrie e Hideyoshi tentaram consolá‐la......
Ushiromiya Eva,"""Rokkenjima é coberta por uma densa floresta. Nós só conhecemos uma pequena parte dela. Apenas a mansão, o jardim de rosas e o pequeno caminho que leva ao atracadouro."""
Ushiromiya Rudolf,"""Há anos, existem histórias sobre como o pai ergueu uma mansão secreta que ninguém conhece, em algum lugar da floresta, e que a sua amante vivia lá."""
Ushiromiya Hideyoshi,"""A Rosa‐san provavelmente deve ter chegado até lá por pura coincidência......"""
Ushiromiya Lion,"""Mas, tia Rosa, por que está dizendo que matou a Beatrice...?"""
Ushiromiya Rosa,"""Se eu não tivesse tirado ela de lá, ela nunca teria morrido...! Ela era muito pura, como uma menininha. Eu a tirei de lá, e ela me seguiu obedientemente o tempo todo! Ela permaneceu indo atrás de mim, confiando totalmente em mim...! E, por eu ter feito ela passar por um caminho tão perigoso...!!"""
Willard H. Wright,"""Você a forçou a fazer aquele caminho porque estava esperando que ela escorregasse e caísse da falésia?"""
Ushiromiya Rosa,"""Eu nunca quis fazer aquilo! Eu só pensei que ela gostaria de ver o mar...! Não, pareceu que o caminho seria complicado de se caminhar, por isso pensei que seria mais fácil cortarmos caminho descendo pela falésia...!!"""
Willard H. Wright,"""Isso não é o mesmo que matar alguém. Foi apenas um acidente."""
Ushiromiya Rosa,"""Um acidente que nunca teria acontecido se eu não tivesse levado ela comigo, né?! Foi minha culpa!! E então, eu a abandonei quando ela estava coberta de sangue e corri de volta pra casa!!"""
Willard H. Wright,"""Não foi sua culpa. A Beatrice nunca tinha visto o oceano antes. ......Você o mostrou a ela pela primeira vez. Ela provavelmente ficou muito empolgada e acabou dando um passo em falso."""
Ushiromiya Rosa,"""......C‐Como você poderia...?"""
Willard H. Wright,"""A Beatrice é muito grata pelo que você fez. É claro que ela nunca a odiaria."""
Ushiromiya Rosa,"""........................ Mesmo? ......Isso é...mesmo verdade...?"""
Willard H. Wright,"""Foi ela quem implorou para ver o mundo além da cerca, não foi? Embora tenha sido por pouco tempo, você realizou os sonhos dela. Se eu fosse a Beatrice, eu a agradeceria por aquele breve momento. Se ela soubesse que você sofreu por isso até hoje, ela provavelmente se sentiria mal também."""
Willard H. Wright,"""......A Beatrice é muito grata pelo que você fez. Você a ensinou que o mar é azul."""
Ushiromiya Rosa,""".........Isso é......verdade.........?"""
Willard H. Wright,"""Eu garanto."""
,Will afirmou de forma aberta e corajosa.
,Ninguém pôde dizer como Rosa entendeu aquelas palavras.
,"Porém, ......parece ter sido o suficiente para lembrá‐la de pegar um lenço de seu bolso e secar suas lágrimas."
Ushiromiya Rosa,"""......Obrigada."""
Willard H. Wright,"""Agora mesmo, a Beatrice está sussurrando isso a você."""
Ushiromiya Rosa,"""...............Obrigada......"""
,Rosa secou suas lágrimas com o lenço de bolso e baixou a cabeça mais uma vez.
,"Não parecia que ela estava mais soluçando, mas como se estivesse falando com a Beatrice daquele dia, dentro do seu coração...uma última vez."
Ushiromiya Lion,"""......Você colocou bastante confiança em uma afirmação na qual não pode se responsabilizar."""
Willard H. Wright,"""Se responsabilizar? É realmente possível confortar uma mulher sem isso?"""
Ushiromiya Lion,"""........................ Parece que o julguei mal."""
,Há quantos anos isso atormenta a Rosa?
,"Hoje, pela primeira vez, ......Rosa provavelmente seria capaz de encarar o inocente sorriso de Beatrice, quem viu o oceano pela primeira vez em sua vida."
,Ela era a única que poderia perdoar Rosa.
,"Agora, as duas finalmente poderiam conversar......"
Ushiromiya Rosa,"""......Eu não sei quem é você, mas agradeço. ......Me pergunto se ela vai me perdoar."""
Willard H. Wright,"""Você passou cerca de vinte anos da sua vida se preocupando com isso. É tempo demais. Ela está dizendo que te perdoa."""
Ushiromiya Lion,"""......Isso mesmo, tia Rosa. Quanto mais lamentar, mais a Beatrice ficará triste."""
Ushiromiya Rosa,"""............Até você... Obrigada. ......Não sei se serei perdoada, ......mas continuarei falando com o meu coração para ver se ela vai me perdoar ou não. ......Obrigada, vocês dois. Me desculpem por demonstrar um lado meu tão vergonhoso."""
Willard H. Wright,"""Eu peço desculpas por dizer isso logo depois de você falar algo tão bonito, ......mas eu quero que fale comigo. Diga o que aconteceu naquela ocasião."""
Ushiromiya Lion,""".........Will‐san!"""
Ushiromiya Rosa,"""Obrigada, mas está tudo bem. ......Eu falarei. Esconder isso e me manter em silêncio por tanto tempo deve ter sido o meu maior pecado."""
Willard H. Wright,"""Exatamente quando você encontrou essa Beatrice?"""
,"Ouvindo as perguntas dele, ......Rosa fechou seus olhos devagar, retornando ao passado que ela não gostaria de relembrar..."
Ushiromiya Rosa,"""......Foi há cerca de vinte anos. .........Vinte.........ou, espera, pode ser que tenha sido dezenove ou dezoito anos atrás. .........Me desculpe. Eu tentei me forçar tanto a esquecer que eu esqueci completamente sobre essa parte."""
Willard H. Wright,"""Deve ter sido em 1967."""
,Ronove garantiu isso com a verdade vermelha durante o terceiro jogo.
Ushiromiya Rosa,"""S‐Sim, isso...... Provavelmente foi 1967. Eu consigo lembrar claramente o que aconteceu, como uma fotografia...... Eu jamais esqueceria......"""
Ushiromiya Lion,"""Se é muito difícil para você, não se force a nos contar."""
Willard H. Wright,"""Sim, claro como uma foto, se não se importar. ............Ngah! ......Merda, isso dói, Lion."""
Ushiromiya Lion,"""Então?"""
Ushiromiya Rosa,"""Foi quando descobri que meu professor particular contou para minha mãe sobre um segredo que compartilhei com ele. Eu perdi o controle e sai correndo floresta à dentro."""
,Este conto também já foi contado nos Fragmentos anteriores.
,"Na época que Rosa era só uma criança, ela entrou floresta à dentro, ......encontrou uma mansão secreta e encontrou também uma misteriosa mulher que chamava a si mesma de Beatrice......"
Ushiromiya Lion,"""......Mas a floresta era muito densa e difícil de se locomover por ela."""
Ushiromiya Rosa,"""Eu mesma fiquei surpresa...... Pensar que eu tinha ido tão fundo em uma floresta tão fechada. ......Eu fui atormentada por galhos e folhas afiadas o tempo inteiro."""
Ushiromiya Rosa,"""Mas aquilo não foi o suficiente para me incomodar naquele dia. ......Até porque, eu queria desaparecer no meio da floresta e sumir pra sempre. ......Se, por acaso, realmente tivesse uma mansão da bruxa escondida nas profundezas da floresta, ......eu esperava que ela pudesse me levar para a terra da felicidade ou me transformar em um sapo e fazer de mim uma moradora da floresta."""
Willard H. Wright,"""Então, você chegou até a mansão secreta, Kuwadorian, e encontrou uma mulher que chamava a si mesma de Beatrice."""
Ushiromiya Rosa,""".........Sim. Foi isso."""
Willard H. Wright,"""Aquela Beatrice era a mesma pessoa do retrato?"""
Ushiromiya Rosa,"""........................ ......Sim. Eram a mesma pessoa."""
Ushiromiya Rosa,"""Lindos olhos azuis. Cabelos dourados. Um vestido preto. Era realmente a pessoa daquele retrato. ......Quando o pai o pendurou pela primeira vez, ......eu percebi que os vinte anos que passei tentando esquecer, devem ter sido tão longos quanto para o pai, ou até bem mais longos, e fiquei com ainda mais medo do meu pecado..."""
Ushiromiya Kyrie,"""Pode parar. ......Tem certeza que é a mesma Beatrice que a Rosa‐san encontrou?"""
,"Imediatamente, Kyrie questionou aquilo que Will estava pensando."
,Seria muito precipitado concluir que a Beatrice que Kinzo encontrou...era a mesma pessoa que Rosa encontrou.
,Tempo e geração são diferentes.
Ushiromiya Rudolf,"""Beatrice supostamente seria a esposa burguesa que emprestou ao pai o ouro logo depois da guerra, certo?"""
Ushiromiya Hideyoshi,"""Usando o ouro da Beatrice como capital, o pai reviveu a família Ushiromiya e ficou super‐rico. Então comprou Rokkenjima e se mudou para cá. O encontro da Rosa‐san deve ter sido, no mínimo, uns dez anos depois disso."""
Ushiromiya Eva,"""Uma mulher que tinha livre controle sobre dez toneladas de ouro dificilmente seria uma garotinha. E se passaram mais dez anos depois do encontro da Rosa. ...Rosa, quantos anos aquela Beatrice aparentava ter?"""
Ushiromiya Rosa,"""......Ela parecia mais velha do que eu era na época, ......mesmo assim, parecia que ela recém estava chegando a idade adulta. Sim, exatamente a mesma idade da Beatrice do retrato."""
Ushiromiya Rudolf,"""Ela parecia na meia‐idade ou na flor da idade?"""
Ushiromiya Rosa,"""Se eu tiver que dizer se ela era adulta ou criança, então ela claramente estava mais próxima de ser criança. Não tinha como ser meia‐idade."""
Ushiromiya Eva,"""E isso não é estranho? Temos a Beatrice que você encontrou, e a Beatrice que deu o ouro ao pai, mas as idades delas não coincidem."""
Willard H. Wright,"""Ou seja, são pessoas diferentes."""
Ushiromiya Lion,"""Pessoas diferentes...que se parecem muito e têm o mesmo nome......"""
Ushiromiya Hideyoshi,"""Poderia ser a filha. Faz sentido serem parecidas se fossem mãe e filha."""
Ushiromiya Kyrie,"""A filha de sua amante...... É possível. Talvez o pai tenha tido um filho bastardo com a Beatrice que deu o ouro a ele."""
Ushiromiya Rudolf,"""Então, a Rosa se encontrou com a Beatrice II. ......As idades bateriam assim."""
Willard H. Wright,"""................................."""
Ushiromiya Lion,"""Entendi...... Em outras palavras, são duas pessoas chamadas Beatrice."""
,Kinzo criou a filha de sua amante por debaixo dos panos naquela mansão secreta.
,"Logicamente falando, isso faria sentido. Todos assentiram, concordando."
,"......Entretanto, a expressão de Will estava levemente insatisfeita, e ele coçou a cabeça..."
Ushiromiya Lion,"""Então, parece que esse funeral...existe para as duas Beatrices que não puderam ter uma cerimônia porque ele as manteve em segredo......"""
Willard H. Wright,"""Rosa. Eu sei que provavelmente não quer lembrar, mas poderia contar sobre o acidente? Após a queda de Beatrice, ela ainda estava respirando?"""
Ushiromiya Rosa,"""Não. ......Seus olhos estavam arregalados. Ela caiu com a cabeça, bateu contra uma rocha afiada que estava na praia. E ela caiu daquela altura toda...... ............Seu crânio se dividiu em dois e cedeu para dentro. ......O seu lindo cabelo dourado foi manchado pelo sangue vermelho quase que na mesma hora......"""
Willard H. Wright,"""Foi o tipo de ferimento que, de relance, já daria para ter certeza absoluta da morte?"""
Ushiromiya Rosa,"""Sim. Eu vi o interior da cabeça dela exposto! Cedeu tanto para dentro que daria para enfiar um punho...! Ninguém seria tão ingênuo de olhar aquilo e ainda ter esperanças dela estar viva!"""
Ushiromiya Lion,"""......Will. Você ainda precisa perguntar mais alguma coisa?"""
Willard H. Wright,"""É o suficiente para o momento do acidente. O que fez depois?"""
Ushiromiya Rosa,"""Eu corri como pude. ......Sequer cogitei em chamar por ajuda."""
Ushiromiya Rosa,""".........Eu queria fugir dali o mais rápido possível. Eu estava muito confusa, soluçando e com falta de ar; só continuei correndo sem destino. ......Eventualmente, eu passei por uma estátua de leão que me era familiar."""
Ushiromiya Eva,"""Ah, aquela na frente da capela?"""
Ushiromiya Rosa,"""Não, a que fica atrás. ......De qualquer forma, eu consegui voltar à mansão. Eu não consegui contar a ninguém, e nem queria. Eu fiquei em silêncio até cair a noite. Foi horrível da minha parte. Se eu tivesse me apressado e contado para alguém, poderiam ter levado um kit de primeiros socorros até ela, e ela poderia ter sido salva......"""
Willard H. Wright,"""Como um kit de primeiros socorros poderiam ajudar um crânio esmagado? ......Você não matou ela. Não se preocupe mais com isso."""
Ushiromiya Rosa,"""..........................."""
Ushiromiya Lion,"""Então, ......o que fez depois?"""
Ushiromiya Rosa,"""......Naquela noite, eu me virei na cama diversas vezes. Não conseguia dormir. ......De madrugada, furtivamente.........eu chamei o Genji‐san pelo telefone e contei a ele..."""
Willard H. Wright,"""......O que ele disse?"""
Ushiromiya Rosa,"""Ele disse que cuidaria de tudo e que não era para contar a ninguém. ......Eu passei os dias seguintes com medo que o pai me chamasse e me repreendesse violentamente."""
Ushiromiya Rosa,"""Mas......ele não fez nada. O Genji‐san continuou fazendo o seu trabalho em silêncio, como de costume. ......O pai permaneceu trancado no seu estúdio, sem saber de nada......"""
Ushiromiya Eva,"""Ao menos, nenhum de nós nunca ouviu nada sobre o assunto."""
Ushiromiya Rudolf,"""......O Genji‐san provavelmente deu um jeito de passar pano em tudo."""
Ushiromiya Kyrie,"""Afinal, acredito que eles não podiam deixar que aquela criança viesse a público......"""
Ushiromiya Hideyoshi,"""Hmmmmm...... Mesmo se fosse uma criança ilegítima, ainda era sua própria carne e sangue. Deve ter sido duro para o pai... não ser capaz de realizar um funeral para ela......"""
Ushiromiya Lion,""".........Acho que é por isso que estamos aqui agora."""
Willard H. Wright,"""E aí?"""
Ushiromiya Rosa,"""É tudo o que eu sei."""
Willard H. Wright,"""..................... E também é tudo o que eu sei."""
Ushiromiya Rosa,"""Eu não estou escondendo nada. Eu já contei tudo. ......Eu juro."""
Willard H. Wright,""".............................."""
,"Will coçou a cabeça, permitindo que seu olhar vagasse."
,"Foi preciso à Rosa muita determinação para confessar isso, mas não foi nada de muito especial para Will."
,Foi pouco mais do que uma revisão das informações que ele já sabia......
Ushiromiya Lion,"""Eu agradeço, tia Rosa. .........É o suficiente para você, Will? Está satisfeito?"""
Willard H. Wright,"""É o bastante. Foi uma boa revisão."""
,"Para Will, as memórias de Rosa forneceram apenas informações que ele já tinha conhecimento."
,"Esta foi a primeira vez que ele ouviu sobre ela voltando para a mansão após Beatrice cair e morrer, mas ninguém estava particularmente surpreso."
,"Ao que parece, Rosa realmente não sabia mais nada......"
,"Se ele queria aprender algo além dos Fragmentos concedidos por {f:5:Bernkastel}, Will teria que encontrar uma nova testemunha."
Willard H. Wright,"""Lion. Diga ao Kinzo que eu quero falar com ele. Parece que não vamos obter nada sem falar com o homem em pessoa."""
Ushiromiya Lion,"""Aonde está indo?"""
Willard H. Wright,"""......Esfriar a cabeça e organizar meus pensamentos. Não me siga."""
Ushiromiya Lion,"""Bem, desculpe por perguntar. Por favor, leve o tempo que precisar."""
,"Após curvar‐se elegantemente, Lion fez uma careta, mostrando a língua."
,"A não ser que Will tivesse olhos na nuca, ele não conseguiria ver essa última parte......"
,Will retornou sozinho à capela.{n}O ar gelado e o monótono som da chuva eram reconfortantes.
{f:5:Bernkastel},"{a:c:""......Então, como está o jogo?""}"
,Ele havia vindo aqui para mudar o ritmo e ter silêncio...
,Nem deu para suspirar aliviado que aquela voz já ecoou.
Willard H. Wright,"""É o que eu quero perguntar."""
,Como se ela estivesse sentada ali o tempo todo. ......{f:5:Bernkastel} apareceu mais uma vez no topo do altar.
,"Aparentemente, ela achava aquele altar específico extremamente confortável."
{f:5:Bernkastel},"""......O Battler ficava me irritando o tempo todo com aquela incompetência dele. Comparado a ele, você é bem competente, assim fica muito mais fácil de relaxar."""
Willard H. Wright,"""Diferente dos jogos de Ushiromiya Battler, eu não tenho nada no meu caminho. É fácil."""
{f:5:Bernkastel},"""Aquele tipo de jogo já acabou. Contos podem ser aproveitados duas vezes. Primeiro você os ama. Depois você arranca as suas entranhas. ......*risos*risos*."""
Willard H. Wright,"""Tch. Acha que sou um açougueiro?"""
{f:5:Bernkastel},"""Então? Acha que sabe quem matou {f:5:Beatrice}...?"""
Willard H. Wright,"""A confissão de Rosa é algo que eu já tinha obtido nos Fragmentos anteriores. Não há nenhuma nova informação. ......Ainda estamos na estaca zero."""
{f:5:Bernkastel},"""*risos*risos*......"""
Willard H. Wright,"""A não ser que Ushiromiya Kinzo conte o que realmente aconteceu, nós não iremos muito longe nisso. Não me diga que persuadir Kinzo para fazer ele colocar tudo pra fora...também é parte deste jogo."""
{f:5:Bernkastel},"""Se fosse, eu morreria de tédio. ......Kinzo se recusa a falar a verdade e ele mesmo é o rei protegendo seu castelo, mas não seria divertido ter isso empacando o seu jogo..."""
Willard H. Wright,"""......Não irei torturá‐lo. Isso não faz meu estilo."""
{f:5:Bernkastel},"""Eu sei disso. Como Game Master, garantirei poder a você. Para que assim você consiga a verdade de Kinzo, é claro."""
,"Ainda usando sapatos, {f:5:Bernkastel} pisou no caixão, pegou uma das flores que foi oferecida, ......e a soprou intensamente, como se fosse se espalhar, igual a um dente‐de‐leão."
,"Ao fazer isso, uma única pétala se soltou e flutuou na direção de Will, já não era mais dourada, mas ostentava o brilho de um cristal transparente......"
Willard H. Wright,"""A ""autoridade do detetive""?"""
{f:5:Bernkastel},"""Heh, {i:isso} não era uma habilidade patética? ......Não. Este é o seu convite para o auditório."""
Willard H. Wright,"""......A ""autoridade do espectador""? .........Conceder isto supostamente é proibido sem uma autorização do Senado."""
{f:5:Bernkastel},"""Eu estou garantindo. No meu tabuleiro. Quem vai me impedir......?"""
Willard H. Wright,"""............Hmph."""
,"Embora a pétala de cristal estivesse voando com o vento, ela não se distanciaria enquanto Will não a aceitasse."
,Will lembrou o quão inútil era discutir com bruxas e a pegou de uma vez.
,"Nisso, a pétala reluziu por um instante, derretendo na palma de Will e desapareceu..."
{f:5:Bernkastel},"""Entretenha‐me se for capaz. E tente aproveitar também. ......Você deve ter interesse em ver como são as entranhas do tabuleiro da {f:5:Beatrice}, não tem?"""
Willard H. Wright,"""Na verdade, não."""
,"Após a rude resposta de Will, {f:5:Bernkastel} desapareceu no ar fino, deixando para trás uma obnóxia risada......"
Willard H. Wright,""".........Tch."""
,"Will estalou a língua e deu as costas, visivelmente irritado."
,"......Nisto, foi como se o seu olhar cruzasse com a figura sombria que estava diante da porta à sua frente, que levava para fora."
Willard H. Wright,"""Quem está aí?"""
Shannon,"""Ah, ......d‐desculpe‐me... Eu ouvi uma voz, e‐...e me perguntei quem poderia ser......"""
Willard H. Wright,"""Ah, Shannon. Então está cuidando da recepção agora...?"""
Shannon,"""Sim. Eu venho alternando turnos na recepção com o Kanon‐kun..."""
Willard H. Wright,"""E onde está o Kanon?"""
Shannon,"""Ele foi chamado pouco tempo atrás......bem, ......por Li‐Lion‐sama para fazer um intervalo, e agora está descansando."""
Willard H. Wright,""".........Então, também não sabe sobre Lion?"""
Shannon,"""Hã? ......É claro...que eu..............."""
Willard H. Wright,"""Ushiromiya Lion sucederá o chefe da família, sendo a única pessoa com permissão para usar o anel de prata. ......Por que está gaguejando diante de um nome para o qual você vem trabalhando há dez anos?"""
Shannon,"""P‐Porque............"""
Willard H. Wright,"""Não se preocupe. Eu também não reconheço Lion. ......Krauss supostamente deveria ser o sucessor. Jessica supostamente deveria ser sua única filha. Não teve um único Fragmento onde uma pessoa chamada Lion fez parte da família Ushiromiya."""
,"Ouvindo de Will que ele também não reconhecia Lion, Shannon olhou de volta para ele, surpresa."
,"Aparentemente, ela estava um pouco aliviada em descobrir que não era a única ficando maluca."
,"......Porém, sua expressão rapidamente ficou repleta de incertezas."
Shannon,"""O‐Onde......fica este lugar...? Acredito que seja a capela da família Ushiromiya. ......Mas algo parece diferente aqui."""
Shannon,"""Além disso, eu nunca soube que existia uma pessoa chamada Li‐......Lion‐sama. ......E mesmo assim, a madame, o patrão, ......o Mestre, a ojou‐sama e todos os parentes falam como se fosse algo perfeitamente normal......{n}Eu simplesmente......não entendo o que está acontecendo......"""
Willard H. Wright,"""......Lion é uma peça colocada por {f:5:Bernkastel}. Ela também comentou sobre ter trocado para uma caixa de gato maior para poder posicionar essa peça. ......Acima de tudo, parece que este mundo não é realmente um mundo de verdade, mas um mundo feito de diversos Fragmentos que foram costurados."""
,"É como se......isto fosse um palco especial, montado especialmente para este jogo."
,"......Tenho certeza que ela deve estar concordando com meus pensamentos agora, rindo enquanto aproveita sua pipoca."
Willard H. Wright,"""Há quanto tempo vem trabalhando nesse mundo?"""
Shannon,"""D‐......Dez anos."""
,Entendi. Então é mesmo um palco especial.
,"Afinal, no momento em que entrei na capela, eu me deparei com Kinzo."
,"Se Shannon trabalhou aqui por dez anos, então estamos em 1986, o palco do jogo da Beato."
,"Nesse caso, Kinzo não deveria existir.{n}Porém, ele definitivamente estava aqui minutos atrás."
,{f:5:Bernkastel} prometeu que todas as informações necessárias para o raciocínio estavam reunidas aqui.
,Ela deve ter enfiado tudo aqui a fim de tornar isso verdade...
,"Entendi, então é mesmo um palco especial."
Willard H. Wright,"""Você tem servido à família Ushiromiya há muitos anos, certo? Então, o quanto você sabe sobre Beatrice?"""
Shannon,"""......Eu sei que o Mestre a amava muito, mas apenas isso..."""
Willard H. Wright,"""Só isso?"""
Shannon,"""B‐Bem, e, .........dizem que ela governa Rokkenjima à noite......hmm..."""
Willard H. Wright,"""Isso mesmo. O nome do suposto fantasma que vaga pela mansão, noite após noite, também é {f:5:Beatrice}."""
,Isso nos deixa com três Beatrices.
,"A primeira é a ""Beatrice"" de mais de trinta anos atrás, que dizem ter dado o ouro a Kinzo."
,"A segunda é a ""Beatrice"" de vinte anos atrás, que encontrou Rosa."
,"A terceira é a ""{f:5:Beatrice}"" das histórias de fantasma, que dizem governar Rokkenjima à noite."
Willard H. Wright,"""......O raciocínio de Furudo Erika provavelmente estava certo. Começou com a lenda dos espíritos malignos de Rokkenjima. Mais tarde, elementos como os hobbies ocultistas de Kinzo, o nome e o retrato de uma mulher misteriosa chamada ""Beatrice"", e com o epitáfio sendo misturado no meio, tudo isso se fundiu na Lenda da Bruxa Dourada."""
Willard H. Wright,"""......E assim a escuridão da noite ganhou a personalidade de uma bruxa. Esta é a terceira {f:5:Beatrice}. Este é o véu que o assassino em série usa para se esconder."""
Shannon,"""......Bem, hmm..............."""
,"Aparentemente, ela não entendeu uma única palavra do repentino monólogo de Will."
,"Shannon tentou acompanhá‐lo, mas pareceu estar tendo dificuldades."
Willard H. Wright,"""Nem tente entender. Só vai ficar com dor de cabeça."""
Shannon,"""S‐Sinto muito......"""
Willard H. Wright,"""Kanon também não conhece Lion, certo?"""
Shannon,"""............Não. O Kanon‐kun é como eu."""
,"Shannon...e Kanon, é.........?"
Willard H. Wright,"""..................... ......Chame o Kanon aqui. Eu quero conversar com os dois sobre uma coisa."""
,"Quando Will disse isso, o rosto de Shannon ficou pálido e seus olhos se arregalaram."
Shannon,"""Sinto muito. Não temos permissão para deixar a recepção vazia, por isso não posso ir chamá‐lo."""
Willard H. Wright,"""Então encontre um substituto para ficar na recepção até que você volte. Você, eu e Kanon. ......Nós, três pessoas que não conhecemos Lion, precisamos conversar."""
Shannon,"""......................................."""
Willard H. Wright,"""................................."""
