Speaker,Brazilian Portuguese (PT)
,"Para os membros da família que conheciam essa história, o conto de fadas da Bruxa Dourada não tinha muita substância. ...Porém, eles nunca haviam sido capazes de dizer isso na frente de Kinzo."
,"Então, a Lenda da Bruxa carregava muito mais peso para alguém como a jovem Maria, ...que desconhecia como a história havia se formado."
,"Por causa disso, Maria acreditava na Lenda da Bruxa. Ela a aceitava por completo."
,...Era algo natural para uma garota cheia de imaginação que acreditava em bruxas.
,"Por isso, as pessoas evitavam dizer coisas que poderiam trair os sonhos dela.{n}...Pelo contrário, as pessoas arranjavam coisas para manterem seus sonhos vivos, sem que ela percebesse."
Ushiromiya George,"""...Então, quando a Maria‐chan nos mostrou o doce que ela supostamente tinha recebido da {f:5:Beatrice}, eu percebia que alguém tinha sutilmente o colocado dentro da bolsa dela."""
Nanjo Terumasa,"""............Eu também fiz coisas similares no passado, secretamente colocando doces para ela em algum lugar. ...Eu imagino que a Kumasawa‐san também... ou melhor, todos os serviçais e membros da família Ushiromiya tenham feito isso uma ou duas vezes."""
Ushiromiya Battler,"""......Então, se você quer deixar uma inocente criança feliz, coloque doces em algum lugar e junte todos para participarem e manterem o segredo vivo. ...Neste caso, aposto que você faz esse tipo de coisa o tempo inteiro, certo, George‐aniki?"""
Ushiromiya George,"""...Quem sabe."""
,Admitir aquilo provavelmente seria deselegante.
,"George admitiu, mas permanecendo extremamente atento para que a Maria não descobrisse."
Ushiromiya Battler,"""Em outras palavras, ...é meio como o Papai Noel. Para proteger os sonhos de uma criança, os pais planejam juntos e mentem, colocando presentes ao lado da cama da criança quando ela dorme."""
Ushiromiya Jessica,"""......Ou seja, você quer proteger os sonhos das crianças. ...Quanto a mim, eu obviamente descobri muito tempo atrás que o Noel não existia. ......Mas se eu pudesse não acordar de tal sonho, eu gostaria de ter acreditado nele por toda a minha vida."""
Nanjo Terumasa,"""...Por saberem que o mundo é repleto de coisas difíceis, ...todos os adultos querem ao menos proteger os sonhos puros de uma criança."""
Ushiromiya Maria,"""Uu!! A {f:5:Beatrice} existe! Ela ""exiiiiste""!!!"""
Kumasawa Chiyo,"""Sim, ela existe. A {f:5:Beatrice}‐sama de fato existe, sabia? Algum tempo atrás, quando eu estava secando cavalinha para fazer um pouco de chá preto, de repente—"""
Ushiromiya George,"""......Bem, isso é basicamente como foi. ...Ou pelo menos, como achamos que foi."""
Ushiromiya Battler,"""Resumindo, ......ela supostamente é a bruxa na qual ninguém acredita, exceto pela Maria."""
Ushiromiya George,"""Se bem que essas palavras não explicam muito bem. ......Não é que nós não acreditássemos. ...Nós estávamos tentando deixar {i:ela} acreditar."""
,"No fim, tudo se resume a não trair a confiança de uma criança."
,"Mas o Papai Noel não existe no mundo real. Se você não quer que as crianças fiquem desapontadas ao descobrirem isso, você simplesmente não deveria mostrar esse sonho para elas."
,...Será que eu ainda pensar assim é a prova de que eu ainda tenho um longo caminho a trilhar para me tornar um adulto completo?
,A verdadeira natureza da bruxa de Rokkenjima finalmente estava tomando forma na cabeça de Battler.
,".........Porém, a atual situação já havia alcançado um entendimento ainda mais alto que esse, e virou de cabeça para baixo todas as suas premissas..."
Ushiromiya Battler,"""......Ou seja, nós pensávamos saber o que estava acontecendo, mas agora a {f:5:Beatrice}‐sama realmente apareceu na realidade. É isso?"""
Ushiromiya Battler,"""Além do mais, julgando pelo alvoroço dos nossos pais, parece que ela não era uma hóspede não‐convidada. ......Isso está começando a ficar mais interessante."""
Ushiromiya George,"""Não há motivos para simplesmente supormos que uma mulher chamada {f:5:Beatrice} não existe. ......É aquilo que o tio Rudolf chamou de Prova Diabólica. ......Nenhum de nós sabia que uma mulher que se apresentava como {f:5:Beatrice} existia."""
Ushiromiya George,"""...Mas isso não significa que podemos negar a possibilidade de que a {f:5:Beatrice} existe."""
Ushiromiya Jessica,"""......Doutor Nanjo, você tem sido amigo do vovô por um longo tempo, certo?"""
Nanjo Terumasa,"""..................... ...Houve um período em que eu fui bastante questionado sobre esse tópico nas conferências familiares, pelo Krauss‐san e os outros. ......Se o Kinzo‐san poderia ter tido uma amante muito tempo atrás, e até um filho escondido com ela."""
Ushiromiya Battler,"""Entendo. As cabeças dos nossos pais estão cheias com a distribuição da herança. Então é claro que se a filha de uma amante aparecesse, isso significaria problema para eles."""
Nanjo Terumasa,"""O Krauss‐san e os outros irmãos provavelmente perguntaram ao Genji‐san sobre isso primeiro. Porém, o Genji‐san jurou lealdade ao Kinzo‐san como seu braço‐direito, ...e provavelmente o Kinzo‐san o tem como amigo de confiança mais do que eu mesmo."""
Nanjo Terumasa,""" ......Imagino que o Genji‐san não disse nada a eles. ......Por isso eles vieram até mim, por ser um velho amigo dele, eu suponho..."""
Ushiromiya Battler,"""E? ......Com tudo isso dito, qual a sua conclusão, doutor Nanjo? ......O vovô {i:tinha} mesmo uma amante chamada {f:5:Beatrice}?"""
Nanjo Terumasa,"""...............Ele tinha. ...Não, eu nunca a conheci. ...Porém, ouvi do Kinzo‐san que ele teve um relacionamento com uma mulher como aquela. .........Ele disse que ela faleceu muito tempo atrás."""
Ushiromiya Battler,"""......Ela está morta. ......Então ele teve uma filha com ela?"""
Nanjo Terumasa,"""Isso... eu não sei. ......Mas o Kinzo‐san sempre diz que o objetivo de sua pesquisa é reviver a {f:5:Beatrice}."""
Nanjo Terumasa,"""...Geralmente, se alguém perde um amante e tem um filho como fruto de tal relacionamento, se concentra todo o seu amor nesse filho. ......Logo, nós naturalmente supomos que provavelmente não havia nenhum filho entre o Kinzo‐san e a {f:5:Beatrice}..."""
Ushiromiya Battler,"""............Hmm? ....Então, essa também é uma Prova Diabólica."""
Ushiromiya Jessica,"""......É sim. ......É impossível provar que ele ""não"" teve uma filha com essa amante. ......Então, agora que essa criança apareceu, somos obrigados a admitir que ele ""teve""."""
Ushiromiya George,"""Esse é um argumento um tanto apressado. ......É mais realista pensar que alguém soube da questão envolvendo a herança da família Ushiromiya, descobriu sobre o relacionamento do vovô com uma amante há muito tempo, e a personificou, tentando trabalhar para pegar uma porção da herança para si."""
Ushiromiya Battler,"""......É mais realista. ...Porém, não podemos negar a possibilidade de que ela realmente é uma filha bastarda, que viveu em isolamento, esquecida pelo vovô, e que retornou por vingança, certo...?"""
Ushiromiya Jessica,"""Vingaaança?! De onde diabos veio isso?!"""
Ushiromiya Battler,"""Aaah, desculpe, desculpe... Caras gostam de embelezar e dramatizar as coisas para deixá‐las mais interessantes. Eu já assisti várias novelas estranhas. Ihihihi!"""
,"Normalmente, essa teria sido uma piada leve."
,"......Mas a piada coincidiu justo com a chegada de uma hóspede misteriosa, que se apresentava como sendo {f:5:Beatrice}, que, sem ter sido convidada, marchou para dentro no dia da conferência familiar, no dia da discussão da distribuição da herança, a qual mesmo sem a bruxa, estava ameaçando se tornar um banho de sangue."
,.........Não tinha como a piada de Battler ser recebida com risadas.
,"Por isso, foi de grande ajuda quando Nanjo riu energeticamente para acalmar a todos."
Nanjo Terumasa,"""Hahahahaha... Entendo, entendo, isso parece algo bem intrigante. Eu amaria ler um romance com um enredo desses."""
Ushiromiya Battler,"""Bem, não acho que isso possa acontecer na realidade. ......Afinal, agora mesmo, nesta ilha, há uma, duas, três... 18 pessoas, certo?"""
Ushiromiya Battler,"""Se tentasse fazer algo estranho, ela seria pega imediatamente. Além disso, graças ao tufão, ela sequer pode deixar a ilha. Em outras palavras, ninguém seria louco de executar um crime desses aqui."""
Ushiromiya George,"""......Eu concordo. É um beco sem saída, em uma situação onde todos suspeitam dela, eu realmente não acho que ela conseguiria executar uma tragédia vingativa aterrorizante como essa."""
Nanjo Terumasa,"""Provavelmente não. ...Se vingança fosse a meta dela, teria sido mais realista para ela vir em segredo, sem se mostrar. Eu simplesmente não consigo imaginar uma pessoa aparecendo abertamente por vingança, exceto em peças históricas."""
Ushiromiya Jessica,"""Bem, nunca se sabe... A vingança se baseia em emoções, não na maldita lógica.{n}E se ela quer tanto uma vingança a ponto de dar sua vida por isso, talvez ela não tenha muito medo da polícia ou do número de pessoas."""
Ushiromiya George,"""Está tudo bem, Jessica‐chan. Nada tão horrível como imaginamos vai acontecer."""
Ushiromiya Battler,"""Ihihi! Como se o {i:battle royal} entre nossos pais sobre a herança já não fosse horrível."""
Ushiromiya Jessica,"""......Você está certo. ...Meu pai e tio Rudolf são bem durões, e tia Eva é até treinada nas artes marciais. ...Vamos ficar bem. Sim..."""
,"Jessica não havia comentado em voz alta, mas vagamente percebeu que seu próprio pai se opunha a todos os outros irmãos quanto à herança."
,"Eles normalmente agiam como se tudo estivesse bem na frente das crianças, mas quando a pretensão era removida, assim como havia acontecido no jantar, se tornava um alvoroço tumultuado."
,"Era natural para Jessica, ao perceber aquilo, temer que seus pais pudessem ter sido pegos por algum tipo de problema, ...e estavam prestes a serem sacrificados por algo aterrorizante..."
Ushiromiya Battler,"""É verdade. O George‐aniki está certo. ...Nada vai acontecer. Mesmo se ela fingir que é uma bruxa, o que uma única {i:mulher humana}, que nem consegue usar magia, pode fazer?"""
Ushiromiya Maria,"""Kihihihihihihihihihihihihihihihihihihi..."""
,A risada repentina e ominosa acabou assustando a todos nós.
,"......E quando percebemos que a estranha risada estava vindo da Maria, ficamos ainda mais estarrecidos."
Ushiromiya Maria,""".........Então é assim que é? ...Essa é a sua percepção, não é, Battler?"""
Ushiromiya Battler,"""O‐O que é? Não ria dessa forma estranha."""
Ushiromiya Maria,"""Você aceita a existência da {f:5:Beatrice} agora. Ao menos você a aceita como a 19ª pessoa e uma hóspede. ............Mas isso é tudo, certo? ...Você não aceita que a 19ª pessoa, {f:5:Beatrice}, é uma bruxa, certo...?"""
Ushiromiya Battler,"""Você surpreendeu a todos nós só pra dizer isso? ......É claro que não. {i:É óbvio que coisas como bruxas não existem}. A única possibilidade plausível é ser uma mulher fingindo ser uma bruxa."""
Ushiromiya Maria,"""......Kihihihihihihihihihihihihihihi. Ué...? Isso não faz sentido, Battler. ......Essa é uma Prova Diabólica, sabia? ......É óbvio que coisas como bruxas não existem? Mas isso só significa que você nunca encontrou uma bruxa, e não significa que você pode provar que bruxas não existem, certo...?"""
Ushiromiya Battler,"""............... .........Isso mesmo. ...Isso realmente está certo. Não posso provar que bruxas não existem. ......Porém, mesmo se eu não puder provar, eu posso afirmar. Eu afirmo que bruxas não existem."""
Ushiromiya Maria,"""Como...? Como você pode afirmar que bruxas não existem mesmo que você não possa provar...?"""
Ushiromiya Battler,"""Porque coisas como essa não existem."""
Ushiromiya Maria,"""Kihihihihihihihihihihihihihihihi! Então, isto seria {i:Q.E.D.}? Você terminou sua tentativa de prova, sem qualquer evidência ou base? Um clássico exemplo de como a ignorância arquiva seus problemas. Uma imprudente suspensão do pensamento. Kihihihihihihihi...!"""
Ushiromiya Battler,"""Nesse caso, eu tenho uma resposta, Maria. ......O lado da bruxa tem que mostrar alguma prova ele mesmo. Isso também é parte da Prova Diabólica. ......Se você trouxer alguma, isso acabará rapidamente."""
Ushiromiya Battler,"""...No nosso caso, esta dama que se autointitula como {f:5:Beatrice}...só precisa mostrar alguma magia magnífica, como soltar algumas estrelas cintilantes com sua varinha ou algo assim, {i:e mostrar algo que deveria ser impossível para {y:0:Humano}{n:0:humano}s}, certo?"""
Kumasawa Chiyo,"""......Vamos lá, vocês dois. Aquietem‐se, por favor..."""
,"Kumasawa notou que a atmosfera entre eles estava ficando pior, e então tentou acalmá‐los."
,...Parecia que Battler rapidamente percebeu que ele estava agindo de forma imatura.
,Mas a expressão de Maria não afrouxou. ......Ela continuou encarando Battler enquanto ria de forma doentia...
Ushiromiya Jessica,"""Pare com isso você também, Maria. ...Vamos voltar ao bom humor, tá?"""
Ushiromiya Maria,"""Kihihihihihihihihihihi, kihihihihihihihihihihihihi."""
Ushiromiya Battler,"""....................."""
Ushiromiya Maria,"""......Se é isso que você quer, tenho certeza que {f:5:Beatrice} lhe mostrará. {i:Algo impossível para {y:0:Humano}{n:0:humano}s}. E então você vai acreditar também, certo? Na {f:5:Beatrice}."""
Ushiromiya Battler,"""............Claro. ......Se ela me deixar dar uma olhada, eu acreditarei."""
Ushiromiya Maria,"""É um argumento de xadrez entre a bruxa e você, Battler. .........Se você receber xeque‐mate, você vai acreditar na bruxa."""
Ushiromiya Battler,"""Oh, essa é uma analogia estilosa. ......A bruxa mostra sua magia. Meu rei é colocado em xeque."""
Ushiromiya Battler,"""Eu faço um movimento de evasão, dizendo que seria possível reproduzir aquilo por medidas que até um humano poderia tomar, e crio um escape para o meu rei. ...Se eu não conseguir fazer isso, é xeque‐mate. Essa é uma analogia muito boa."""
Ushiromiya Maria,"""Battler. ......No xadrez, você e seu oponente têm peças que se movem da mesma forma. É por isso que você consegue ler os movimentos do seu oponente."""
Ushiromiya Maria,"""............Mas sabe... Você não supôs que as peças do seu oponente podem ser capazes de se mover de formas muito mais estranhas que as suas. Simplesmente supôs que, como bruxas não deveriam existir, os movimentos das peças da {f:5:Beatrice} obviamente serão os mesmos que as suas."""
Ushiromiya Battler,"""..........................."""
Ushiromiya Maria,"""......Mas sabe... .........Desculpe, Battler, mas sua parceira de xadrez não é {y:0:Humana}{n:0:humana}. Ela é uma bruxa. ......Ela pode mover suas peças de formas que {y:0:Humanos}{n:0:humanos} não podem. .........Agora mesmo, sua percepção disso está errada. ...Battler, você gosta da forma de pensar com tabuleiro da tia Kyrie, certo?"""
Ushiromiya Battler,""".........Sim. Eu gosto desse estilo de pensamento onde você se coloca na posição do seu oponente."""
Ushiromiya Maria,"""E por isso que não serve. Mesmo que seu oponente seja uma bruxa, você não aceita isso. .........Por isso você não consegue entender os movimentos que uma bruxa consegue fazer, e sua forma de pensar com o tabuleiro não vai funcionar.{n}A sua percepção sobre seu oponente está errada. A exata primeira premissa da forma de pensar com tabuleiro entra em colapso."""
Ushiromiya Battler,"""........................Hoh, ...é isso que você quer dizer?"""
Ushiromiya Maria,"""{i:{ruby:sonata:Você} não pode vencer no xadrez contra uma bruxa}...!  Kihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihihi!"""
Shannon,"""...Eu não sei o que aconteceu depois daquilo. Nós serviçais recebemos ordens para não nos aproximarmos da sala de jantar..."""
Ushiromiya George,""".........Entendo. Então, Shannon, você..., bem, já encontrou esta pessoa chamada {f:5:Beatrice} antes?"""
Shannon,"""........................... ......Eu não sei."""
,Essa foi uma forma ligeiramente estranha de se dizer isso.{n}Não pareceu como se ela quisesse dizer que sua memória estava ambígua.
Shannon,"""......Para nós serviçais, a {f:5:Beatrice}‐sama é a outra mestra desta mansão. ......Alguns falam como se espalhássemos esse rumor devido a termos sido influenciados pelo Mestre, mas..."""
Shannon,"""......Desde a época em que comecei a trabalhar aqui, a história da {f:5:Beatrice}‐sama já era muito ciciada por aqui."""
Ushiromiya George,"""Eu já ouvi sobre isso antes. ...Como você será amaldiçoado se não respeitá‐la, e que mesmo um serviçal encontrou com ela e sofreu um acidente."""
Shannon,"""Sim... ......Mas é verdade que algumas pessoas acreditam mais ou menos que outras. ...Eu, bem, ...acredito que respeito por esse tipo de coisa não deveria ser esquecido, então nunca duvidei da existência dela."""
Shannon,"""......Eu debilmente acreditei que um......bem......um ser incerto chamado de Bruxa Dourada certamente existia."""
Ushiromiya George,"""...E então aquela bruxa cuja a existência era incerta, apareceu e entrou passando despreocupadamente pela porta de frente... Foi isso o que aconteceu?"""
Shannon,""".........Não sei. ...............Eu não sei...de nada."""
Ushiromiya George,"""............ ...Quando você levou o jantar para ela, vocês falaram sobre algo?"""
Shannon,"""................................. ......Não, nada."""
Ushiromiya George,"""Entendo. ...Ainda assim, uma bruxa que come comida...de alguma forma isso não soa tão realista. Talvez seja só alguém que sabe sobre a lenda da bruxa dessa ilha, tomando o nome de {f:5:Beatrice}."""
Ushiromiya George,""".........Acho que você provavelmente chegou a respeitar a {f:5:Beatrice} e pensar nela como uma divindade tutelar da mansão. Por isso, quando uma pessoa apareceu alegando ser ela, você provavelmente acabou ficando um pouco perturbada."""
Shannon,"""......... .........Sim. Tenho certeza que deve ser isso."""
,George estava ligeiramente perdido ao que fazer sobre a aparência desanimada de Shannon.
,"......Possivelmente, não só Genji, mas também os serviçais jovens, incluindo Shannon, haviam sido estritamente questionados sobre se eles tinham uma pista de quem esta pessoa chamada {f:5:Beatrice} era..."
,"Pensando sobre aquilo, ele havia tentado animá‐la de alguma forma."
,"Como Maria e Jessica, Shannon também deve ser incapaz de esconder completamente sua agitação sobre a repentina visita de uma pessoa que se dizia ser a Bruxa Dourada."
,Ele pensou que esse devia ser o caso.{n}...Mas George provavelmente não tinha como saber o que se passava no coração de Shannon.
,Shannon estava frustrada e triste.
,......A porta para a Terra Dourada...seria aberta.{n}......A bruxa definitivamente tinha dito isso para ela.
,Isso significava...o desaparecimento de tudo.
,".........Mesmo se ela aceitasse o anel de George, ............agora, eles nunca poderiam se casar."
,"Não, .........em primeiro lugar...{n}...Uma mobília como ela......tinha o direito de se casar?"
,"Mesmo se a bruxa não tivesse vindo contar sobre o desaparecimento deles, ......a relação deles não estava destinada a falhar uma hora ou outra?"
,"Ela não tinha virado seu olhar em direção aos dias divertidos com George, ...e propositalmente fechado seus olhos para a triste realidade?"
Ushiromiya George,"""............Qual o problema? ...Você realmente estava parecendo deprimida por um momento."""
Shannon,"""George‐san. ......O que significa...noivar?"""
Ushiromiya George,"""Hã?! Ah, ......err! Significa fazer uma promessa de casamento. ...Mas da forma que penso nisso, tal coisa significa o mesmo que casamento."""
Ushiromiya George,"""......Honestamente, quero tomá‐la como minha esposa agora mesmo, e levá‐la de volta para casa. ......Mas, neste momento, estou no meio de um treinamento, e ainda estou a um longo caminho de ganhar a habilidade necessária para criar meu próprio castelo. É por isso que quero me tornar um homem independente primeiro, e apenas então, orgulhosamente levá‐la para casa comigo."""
Ushiromiya George,"""Não estou falando sobre o futuro distante. Eu quero que você espere curtos três anos. ......Mas eu não quero mentir sobre meus sentimentos pelos próximos três anos."""
Ushiromiya George,"""Por isso, ......eu decidi dar um anel de noivado a você. ......Esse pode ser um motivo vergonhoso para um homem. Talvez um anel de noivado seja vergonhoso porque estou pedindo que espere, já que eu não consigo equilibrar uma esposa e um emprego ao mesmo tempo. ......Mas eu nunca—"""
Shannon,""".........Muito obrigada. ...Agora eu entendo que para você, um anel de noivado não é só outro presente que você daria a uma amante."""
Ushiromiya George,"""É‐É claro que não! Um anel de noivado não é um simples acessório. É um juramento entre amantes, uma nobre promessa deixada na forma de um anel."""
Shannon,""".........*risos*. ...Nesse caso, se nos casássemos rapidamente, ele se tornaria desnecessário, certo?"""
Ushiromiya George,"""E‐Então não seria um anel de noivado que eu lhe daria. Eu o daria a você como um anel de casamento. ......De qualquer forma, isso não mudará o fato que lhe darei um anel."""
Shannon,"""Então é como um contrato de vendas, dizendo ""esta mulher é minha, ninguém toque nela""."""
Ushiromiya George,"""Nn......não, hmm, ......não é o que eu...... ...............*cof*."""
,"George sabia sobre sua personalidade vergonhosa. Quando ele tinha se apaixonado por Shannon, e jurado se tornar um homem excelente, ele havia jurado separar‐se daquela parte vergonhosa de si mesmo."
,"......Por isso, ele escolheu responder de uma forma ligeiramente grosseira propositalmente.{n}...Ele tinha certeza que fazendo isto, iria deixar Shannon mais tranquila."
Ushiromiya George,""".........Não, ...pode ser exatamente isso. .........Sayo. Eu farei de você a minha esposa. ...Não darei você a mais ninguém. Farei de você toda minha. ...Então é melhor ninguém encostar um dedo em você. ......É isso que este anel é. ...Sem dúvida."""
Shannon,"""Muito obrigada, George‐san. ............Estou verdadeiramente...feliz."""
,"Então, George‐san."
,"......Se estivesse decidido pelo destino que este anel de noivado, ......que esta promessa nunca seria cumprida, ......você ainda o daria para mim...?"
,"...Shannon estava prestes a perguntar isso, mas ela engoliu as palavras."
,Porque George já tinha dado sua resposta.
,"......George havia dito. Ele havia dito que para ele, um anel de noivado era infinitamente similar a um anel de casamento."
,"Portanto, aceitar o anel de George tinha um significado muito mais sagrado que uma promessa de casamento."
Ushiromiya George,"""É por isso que......eu vou parar de chamar este objeto de anel de noivado. De agora em diante, isto não é um noivado. É um anel de casamento."""
Shannon,"""Isso, ...isso está bom...? Está tudo bem simplesmente proclamar, bem, que estamos casados sem a bênção de Deus......?"""
Ushiromiya George,"""Sim. É suficiente para contar a Deus, pai e mãe sobre isso em seguida. Declararemos que nós dois fomos unidos em casamento. ..........Ninguém pode derrubar isso."""
Shannon,""".........George‐san......"""
Ushiromiya George,"""Não estou dizendo isto por causa de uma emoção momentânea. Não estou só olhando para como você está agora. .........Estou olhando para como você estará amanhã, e no dia seguinte. ...Estou até encarando você da forma como estará na velhice, no futuro, enquanto digo isto."""
Shannon,"""......Você está sempre me falando sobre isso, George‐san. ...Sobre como você quer aproveitar sua velhice lentamente, cercado por filhos e netos saudáveis."""
Ushiromiya George,"""Sim. Nessa época, uma você mais velha estará ao meu lado. Isso é o que eu predigo, ou melhor, o que prevejo. ...Sim. Porque esse dia certamente virá."""
Shannon,""".....................Ele...certamente virá? {e:070:......Eu posso......acreditar nisso?}{e:100:""}"
Ushiromiya George,"""Sim. Certamente. Definitivamente. ......E este anel prova isso sem palavras."""
Shannon,"""............Mostre‐o para mim......por favor."""
Ushiromiya George,"""Hã? Ah, ah, ah, .........a‐a‐aqui está...!"""
,"George, pensando que ele estava sendo solicitado a lhe mostrar o anel, apressadamente pegou a caixa do anel."
,"...Mesmo que ele tivesse praticado tanto, ele não havia sido capaz de parecer legal."
,Porém Shannon não estava prestando atenção nisso.
,"......Com um olhar reto e direto, com fracas lágrimas e um sorriso..."
,.........Ela estava olhando bem nos olhos de George — não — em algo que ela conseguia ver além dos olhos dele...
Shannon,"""......Mostre‐me.........esse futuro, .........por favor."""
Ushiromiya George,"""Ah............sim. ......Eu mostrarei ele a você. Com certeza. ......Eu prometo.{n}.........E não só até a velhice. ...Depois que morrermos também. ...Mesmo se nos tornarmos espíritos, nós sempre, sempre estaremos juntos."""
,Shannon enxugou suas lágrimas e pegou a caixa do anel. Dentro havia um anel de diamante digno de abençoar os dois.
,George disse a fala que ele tinha praticado várias vezes dentro de sua cabeça.
Ushiromiya George,"""Eu... Eu gostaria que você colocasse esse anel em qualquer dedo que você queira, e deixe essa ser sua resposta. Bem, então, amanhã de manhã......"""
Shannon,"""......*risos*."""
,"Shannon sorriu, pegou o anel, ......e com um movimento completamente natural, o colocou no dedo anelar da sua mão esquerda."
,"Realmente havia parecido, ......um movimento muito, muito natural, e por um momento, George ficou atordoado..."
Shannon,"""Esta... é minha resposta. ...George‐san."""
Ushiromiya George,"""Shannon...... Não, .........Sayo..............."""
Shannon,"""......Mesmo se nos tornarmos espíritos, .........nós sempre, ............sempre......estaremos juntos. .........George‐san."""
,"Não houve bênção de Deus, não havia um pastor para servir de testemunha, não teve nada mais.{n}Mas os dois que se casaram fizeram uma declaração.{n}...Duas almas foram unidas aqui hoje........."
Kanon,""".....................Nee‐san, ............você é uma idiota."""
Shannon,"""......É mesmo?"""
Kanon,"""Mesmo você sendo uma mobília...... ......Mesmo você... sendo uma mobília......!"""
Shannon,"""Eu não sou uma mobília. Não mais."""
Kanon,"""......Mentirosa!! Por que você está enganando a si mesma?! Você sabe que nunca poderá se tornar humana! Você sabe que não pode se tornar humana a menos que você vá para a Terra Dourada!!"""
Kanon,"""......Então por que você jogou fora a promessa que a permitia ir à Terra Dourada...?!"""
Shannon,"""É mesmo. Aceitando o anel, ......aquela promessa com a {f:5:Beatrice}‐sama não serve para nada, não é? ......*risos*, desculpe."""
Kanon,"""............Agora, eu, você, o George‐sama, o Mestre, cada um de nós possui as mesmas condições. Treze pessoas serão escolhidas como sacrifícios. Apenas cinco serão convidadas à Terra Dourada. ......E você......acabou de rejeitar ......um desses lugares......"""
Shannon,"""Isso é estranho. ......Parece que você é aquele com arrependimentos, Kanon‐kun."""
Kanon,"""Você é aquela com arrependimentos, não é, nee‐san?! Você ficou noiva, não ficou?! Mesmo sabendo que esse é um destino que nunca seria cumprido!!"""
Shannon,"""Sim. ...Eu prometi que nós sempre, sempre ficaríamos juntos, por toda a eternidade."""
Shannon,"""......Você sabe o por quê? ......Naquele instante, nossa eternidade foi completada. Mesmo se nos tornarmos sacrifícios, ela já está completa. Por isso, está tudo bem."""
Shannon,""".........Kanon‐kun, na verdade é você aquele com arrependimentos. ...Nós somos mobílias, certo? Não importa qual o resultado, seremos libertados. ...Nesse caso, não importa se formos para a Terra Dourada ou não."""
Shannon,"""......Mesmo assim, você está focado em ir para a Terra Dourada. .........Você quer se tornar humano não importa o quê, certo? ...Por quê?"""
Kanon,"""Porque eu quero me tornar humano!! Eu cansei de ser uma mobília!!"""
Shannon,"""Por quê?"""
