Speaker,Brazilian Portuguese (PT)
Ushiromiya Eva,"""Entendeu, Ange‐chan? Pense sobre o sabor de cada uma das comidas! Qual o gosto do damasco?"""
Ushiromiya Ange,"""Doce."""
Ushiromiya Eva,"""E o sal?"""
Ushiromiya Ange,"""Salgado."""
Ushiromiya Eva,"""E quanto a pimenta? E o café preto?!"""
Kanon,"""......Entendi, então era isso......"""
Ushiromiya Ange,"""Pimenta é picante. Café preto é amargo. ......Então? As letras batem com os sabores?"""
Ushiromiya Eva,"""Isso mesmo! A primeira letra de ""damasco"" é ""D"". A primeira letra de ""sal"" é ""S"", ""pimenta"" é ""P"" e ""café preto"" é ""A""! Então, qual o sabor da limonada?"""
Ushiromiya Ange,"""Azeda!"""
Ushiromiya Eva,"""Exato! E a primeira letra de ""azedo"" é... ""A""! Logo a resposta de limonada é ""A""!"""
Shannon,"""Resposta certa. Bom trabalho, Eva‐sama, Ange‐sama."""
Ushiromiya Ange,"""Tia Eva, a senhora é incrível!!"""
Ushiromiya Eva,"""Tivemos que trabalhar juntas para resolver essa. Foi um trabalho em equipe."""
Shannon,"""E aqui está a minha medalha. Pode ficar com ela."""
Ushiromiya Ange,"""Isso, consegui outra medalha! Obrigada!"""
Shannon,"""Você não entendeu, né, Kanon‐kun? Aposto que foi difícil."""
Kanon,"""............Vindo de você, não foi nada mal, nee‐san..."""
Shannon,"""Por que não experimente dizer: ""me desculpe por debochar de você""? Se não disser, farei comer todos os ""S"" e ""P""."""
Ushiromiya Eva,"""‘S’ é uma coisa, mas comer ""P"" o tempo todo seria horrível."""
Ushiromiya Ange,"""Quero comer ""D"" o tempo todo!"""
Ushiromiya Eva,"""Vai ficar com cáries se não tomar cuidado. Mas se for até a minha casa, eu ficarei muito feliz em compartilhar com você."""
Ushiromiya Ange,"""Eba!! Eu te amo, tia Eva!!"""
,"No fim, Kanon cansou e se rendeu a ameaça das comidas ""P""...e foi forçado a pedir desculpas à Shannon...."
Shannon,"""Essas foram as nossas perguntas. Se divertiu...?"""
Ushiromiya Ange,"""Sim. Obrigada!"""
Kanon,"""Parece que os demais ainda tem alguns quebra‐cabeças esperando por você. Peço que tome cuidado."""
Ushiromiya Eva,"""Verdade. Todos parecem ser um desafio."""
Ushiromiya Ange,"""Mas nós vamos vencer! Podemos conseguir se trabalharmos juntas...!"""
Ushiromiya Eva,"""Isso mesmo. Vamos combinar nossa sabedoria e continuar!"""
Shannon,"""Divirtam‐se. E boa sorte."""
,Shannon e Kanon retornaram à cozinha junto ao carrinho de serviço.
,"A sala de jantar estava tomada por uma atmosfera animada e divertida, mas no corredor, tudo que permanecia eram os violentos ventos e a chuva."
,Mas eles estavam satisfeitos com isso.
,"Todo o propósito desta barulhenta festa de despedida era para esquecer a solidão trazida pela chuva, mesmo que apenas por alguns instantes."
Shannon,""".........Com isso, chegamos ao fim deste longo jogo..."""
Kanon,"""Eu me sinto aliviado. ......Finalmente não precisaremos mais sermos brinquedos de ninguém. ......Eu gostaria de ser silenciosamente esquecido, coberto por poeira e desaparecer."""
Shannon,"""Errado. Nós não desapareceremos assim."""
Kanon,"""....................."""
Shannon,"""No mundo trancado dentro da caixa de gato, sem que ninguém saiba, nossos futuros vão continuar."""
Kanon,""".........Tem razão. ......Desculpa. É um mundo que nem mesmo nós sabemos direito, ......por isso acabei esquecendo."""
Shannon,"""Que tipo de futuro faremos para nós mesmos dentro do mundo da caixa de gato?"""
Kanon,"""Ninguém sabe. Por isso chamam de caixa de gato."""
Shannon,"""............Bem dito."""
Kanon,"""Você não se arrepende de nada, nee‐san? .........Sobre o George‐sama, por exemplo?"""
Shannon,""".............................."""
Kanon,"""Receber aquele anel é tudo que pode fazer pelo George‐sama. Já casar, viverem juntos e tudo mais..."""
Shannon,"""Nossos futuros dentro da caixa são o que realizarão tudo isso, não é mesmo? ......Eu não sou a única. O mesmo vale para você, sabia? E quanto ao seu futuro com a Jessica ojou‐sama?"""
Kanon,""".........Eu......"""
Shannon,"""Existe um possível futuro onde eu acabo com meu noivado com o George‐sama, deixo a ilha e desapareço. Nesse mundo, você não precisa hesitar por mim. .........Nele, você pode aproveitar ao máximo a sua juventude com a ojou‐sama."""
Kanon,"""......Se você abrir mão do seu noivado com o George‐sama, esse tipo de mundo até pode ser possível."""
Shannon,"""Então, ......no mundo em que eu passo minha vida ao lado do George‐sama...e o mundo em que você passa sua vida ao lado da ojou‐sama...ambos podem existir ao mesmo tempo — o interior da caixa de gato permite isso."""
Kanon,""".........É um mundo no qual qualquer sonho contraditório pode coexistir ao mesmo tempo."""
Shannon,"""Esse é o mundo em que seremos guardados, como peças. ......Por isso, não precisa se sentir sozinho, não precisa se sentir triste. ......Mesmo que a ""eu"" que está aqui agora apenas observe a parte onde aceito o anel do George‐sama..."""
,"A outra ""eu"" que vive na caixa de gato, um mundo que não pode ser observado, certamente irá construir um alegre futuro..."
,"A caixa de gato é mesmo uma coisa bem estranha; um lugar onde qualquer peça, brinquedo e sonho podem ficar todos juntos."
,Não é uma gaiola que nos sela.
,"Pelo contrário, o interior da caixa é um mundo ilimitado que nos liberta de tudo......"
Kanon,"""Um mundo onde somos livres de tudo e todos os nossos desejos podem se realizar. ......Mas o ""eu"" nesse mundo não será o ""eu"" que está aqui e agora. ......Isso é um pouco deprimente."""
Shannon,""".........Ei, Kanon‐kun."""
Kanon,"""O quê...?"""
Shannon,"""Vamos fazer aquilo?"""
Kanon,""".........Aquilo o quê?"""
Shannon,"""Duelar."""
Kanon,""".....................Tem certeza?"""
Shannon,"""Ambos desejamos decidir isso há tempo. Mesmo assim, fomos postergando até o último momento, logo antes do jogo terminar."""
Kanon,"""......Tudo bem. ......O jogo já está próximo do fim mesmo. Agora, em seus últimos momentos... .........Está na hora de acertarmos as coisas de vez."""
Shannon,"""Dessa forma, seremos capazes de ver nossos futuros antes de sermos postos na caixa."""
Kanon,""".........Claro. Vamos fazer isso. ......Como iremos decidir? Uma moeda?{n}Ou pistolas de novo...?"""
Shannon,"""Hmmm, ......bem, por que não fazemos o nosso próprio torneio de quizzes?"""
Kanon,"""......Hã? .........Você gostou mesmo disso."""
Shannon,"""Certo, então, bem... Primeira pergunta!"""
Ushiromiya Maria,"""Kihhihihihihihihi! Vou fazer uma pergunta suuuuperdifícil pra Ange! Vou enganá‐la com meu enigma supercomplicado para que você {i:jamais} consiga a minha medalha!"""
Ushiromiya Ange,"""A Ange vai resolver. Com toda certeza...!"""
,"Assim que Maria e Ange cruzaram seus olhares, elas logo começaram a brigar."
,"As duas garotas tinham idades muito próximas, mas também brigavam muito."
,Especialmente quando estavam em lados opostos de um jogo.
Ushiromiya Eva,"""A Maria‐chan deve saber muitos enigmas diferentes. Isso vai ser divertido. Vamos começar."""
Ushiromiya Maria,"""Kihhihihihi, ainda não. A Maria é a estrela, então vou depois da mamãe!"""
Ushiromiya Rosa,"""Mesmo? Tudo bem a mamãe ir primeiro?"""
Ushiromiya Maria,"""Uu!"""
Ushiromiya Rosa,"""Certo, então eu começo. Pronta? Heheheheheh."""
Ushiromiya Eva,"""Hmmmm...... Acho que não precisa de dicas dessa vez."""
Ushiromiya Rosa,"""*risos*, tem razão. Eu a preparei para a Ange‐chan. Deve ser moleza para você, nee‐san."""
Ushiromiya Ange,"""Uma hora tem 60 minutos, e leva 8 minutos para cada viagem......"""
Ushiromiya Eva,"""Boa sorte. Eu sei que consegue. Não darei nenhuma dica dessa vez."""
Ushiromiya Ange,"""Hã? Por que eu errei...?!"""
Ushiromiya Rosa,"""Heheh, foi mal. Acho que eu fui meio maldosa."""
Ushiromiya Eva,"""A chave para esse enigma é quantos ela consegue {i:carregar para fora do quarto}."""
,......Ah! Parece que cometi um erro bobo.
,Venho enfrentando tantos enigmas complicadas que acabei ficando um pouco tensa.
Ushiromiya Rosa,"""Essa foi a minha pergunta. Agora a pergunta de quem estivemos esperando. Boa sorte!"""
Ushiromiya Ange,"""8 lingotes...!"""
Ushiromiya Rosa,"""Heheh, tem certeza? Leva oito minutos para carregar cada um deles para a superfície, certo? 8 × 8 é mais que 60."""
Ushiromiya Ange,"""Verdade. Afinal, a pergunta foi ""quantos ela consegue carregar para fora do quarto"". Só precisa dar um passo para ""carregar para fora""."""
Ushiromiya Eva,"""Muito bem, Ange‐chan...! Todas essas perguntas foram um bom aquecimento."""
Ushiromiya Rosa,"""Isso mesmo. Para fazer 7 viagens, são 8 × 7 = 56 minutos. Só sobram mais quatro minutos. Mas você consegue voltar ao subterrâneo em 3 minutos e ""carregar para fora"" o oitavo lingote no último minuto."""
Ushiromiya Maria,"""Kihihihihihihi... Nada mal, Ange! Foi incrível, uu."""
Ushiromiya Ange,"""Não perderei para você, Maria onee‐chan!"""
Ushiromiya Rosa,"""Parabéns. Aqui está a minha medalha. Agora pode enfrentar o enigma que a Maria selecionou especialmente para você."""
Ushiromiya Maria,"""Finalmente é a vez da Maria. Kihihihihi, você demorou tanto no enigma de criança da mamãe que cheguei a ficar preocupada. Até parece que vai conseguir resolver o meu!"""
Ushiromiya Ange,"""A tia Eva está comigo, e resolveremos ele juntas!"""
Ushiromiya Maria,"""Kihihihihihi, impossível, impossível, impossível! Nem a tia Eva vai resolver esse! Enigmas dos Lobos e Carneiros são muito difíceis...!"""
,"De dentro de sua bolsa, Maria puxou para fora o livro ""Lobos e o Enigma do Carneiro"", que já estava desgastado e com muito uso, passando a sensação de ser um majestoso grimório."
Ushiromiya Maria,"""Você conhece os enigmas dos Lobos e Carneiro, né?"""
Ushiromiya Ange,"""Conheço! Já me mostrou várias vezes."""
Ushiromiya Rosa,"""São enigmas que usam um barco para levar as pessoas de uma margem do rio até a outra."""
Ushiromiya Eva,"""Eles costumam ter algumas regras bizarras. Quando há lobos e carneiros, você não pode deixar que o número de lobos em nenhuma das margens seja maior que o número de carneiros, né?"""
Ushiromiya Maria,"""Sim, isso mesmo! Enviando um barco de um lado ao outro, movendo todo mundo para a outra margem enquanto cuida para ter certeza que o número de lobos nunca vai superar o de carneiro...!! Mas aqueles que têm apenas um lobo e um carneiro são os mais simples, fáceis e tranquilos para se praticar as regras básicas...!"""
Ushiromiya Rosa,"""Quando chega nos níveis superiores, há mais coisas além de lobos e carneiros. São bem divertidos."""
Ushiromiya Eva,""".........Não é melhor anotarmos em um pedaço de papel?"""
Ushiromiya Rosa,"""Boa ideia. Isso vai ajudar você a organizar melhor seus pensamentos."""
Ushiromiya Eva,"""Poxa, ......parece que esse enigma vai ser difícil."""
Ushiromiya Maria,"""Nunca vai conseguir a sua medalha, Ange! Kihi{0}hi{0}hi{0}hi{0}hihi!!"""
Ushiromiya Ange,"""Não vou perder! De jeito nenhum que vou perder!!"""
Ushiromiya Eva,"""E‐Espera um pouco... Onde já se viu um enigma com regras tão complicadas?!"""
Ushiromiya Maria,"""Você só conhece aqueles com lobos e carneiros? Há muitos outros enigmas complicados os quais você precisa lidar de formas diferentes! Viu? Você também não entendeu, né, Ange?! Kihi{0}hi{0}hi{0}hihi!"""
Ushiromiya Ange,"""Por favor, dá uma dica!"""
Ushiromiya Maria,"""Vai precisar organizar seus pensamentos com cuidado. Apenas três humanos podem remar o bote. Por isso, vai precisar memorizar tudo para descobrir. Quando o fazendeiro não está, você não pode deixar a esposa com o pastor. Quando o fazendeiro e a esposa não estão, você não pode deixar o pastor com a carne. Quando o pastor não está, você não pode deixar a ovelha com os vegetais. Também precisa de alguém para cuidar da vaca, mas qualquer humano pode fazer isso. Ainda assim, acho que a carne continua sendo a chave aqui."""
Ushiromiya Eva,"""......Ah, entendi. Só porque não pode colocar no bote novamente uma vez que tenha tirado, isso não significa que você pode atravessar uma vez."""
Ushiromiya Maria,"""Você entendeu. Mas os vegetais realmente só podem fazer uma viagem então, uma vez que tenha cruzado, não pode colocá‐los de volta. Mas enquanto não tirar a carne do barco, você pode ir e voltar quantas vezes quiser."""
Ushiromiya Ange,""".........É muito complicado. Mesmo depois de pensar muito, eu não entendi nada..."""
Ushiromiya Eva,"""Preciso anotar em um papel e organizar minhas ideias. E quanto a você, Ange‐chan? Quer um papel e uma caneta?"""
Ushiromiya Maria,"""É impossível, é impossível! Nunca vai conseguir resolver! Por que simplesmente não desiste? Para incompetentes, pensar é perda de tempo! Kihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihi...!"""
Ushiromiya Eva,"""Tem mesmo como resolver isso? Não me diga que tem uma contradição que faz com que seja impossível resolver..."""
Ushiromiya Maria,"""Uuuuuu? Não sei? Kiiihi{0}hi{0}hi{0}hi{0}hihi!"""
Ushiromiya Maria,"""Kihihihihihihi!! Errado! Não consegue nem resolver isso?! Você é péssima, Ange, kihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihi, ai!"""
Ushiromiya Rosa,"""Maria! Cadê a sua educação?!"""
,"Eu pensei muito antes de ouvir a resposta, mas a Maria onee‐chan não parou de rir."
,"A risada foi interrompida quando a tia Rosa bateu nela, mas ela começou a sorrir de novo."
Ushiromiya Eva,"""Não entendi nada. Qual o nível de dificuldade disso...?"""
Ushiromiya Maria,"""Uns 20 {i:picarats}, eu acho? Ainda tem um monte de outros enigmas {i:muito} mais difíceis que esse!"""
,"Eu não sei o que é essa pica‐não‐sei‐do‐quê, mas pelo que parece, a Maria onee‐chan nem considera esse enigma como muito difícil..."
,"Abatida, eu baixei minha cabeça."
,"A Maria onee‐chan continuou com seu kihihihihihihi até a tia Rosa bater na cabeça dela, de novo."
Ushiromiya Eva,"""Esse é um enigma bem cruel. Dá mesmo para resolver? Tem algum tipo de truque, tipo jogar as coisas no rio e deixar elas boiarem até a outra margem se usar o bote, ou fazer a vaca comer os vegetais para que sejam conduzidos como um passageiro, ou algum outro tipo de truque parecido com isso...?"""
Ushiromiya Rosa,"""Bem, quem sabe? Se continuar pensando não está levando você a lugar nenhum, não acha que é melhor desistir...?"""
Ushiromiya Maria,"""Esse é mesmo dureza! Nem a mamãe conseguiu resolver! Mas a Maria resolveu na primeira tentativa!"""
Ushiromiya Rosa,"""Então, entendeu? Quantas viagens precisa fazer para levar cada pessoa?"""
Ushiromiya Eva,"""Isso é um truque barato ou um enigma, hein? Não tem como você resolver ele tão rápido assim!"""
Ushiromiya Rosa,"""Não, não é verdade. Tenho certeza que você consegue, nee‐san, afinal é muito inteligente. Quantas viagens para levar cada pessoa ao outro lado?"""
Ushiromiya Ange,"""Entendi. Três viagens."""
Ushiromiya Eva,"""......Hã? Três?! Como...?!"""
Ushiromiya Ange,"""É simples. O fazendeiro e a esposa sobem no barco, depois ele deixa a esposa na outra margem durante o primeiro movimento. Depois o fazendeiro leva o barco de volta, no segundo movimento. Então, ele cruza de novo com o pastor durante o terceiro movimento."""
Ushiromiya Eva,"""Mas e a vaca e a ovelha?! E quanto a carne e os vegetais?!"""
Ushiromiya Ange,"""Mas, tia Eva, está dizendo para levar as pessoas, lembra? Vacas não são pessoas."""
Ushiromiya Eva,"""Quê? Ah..........."""
,"Com a tia Eva boquiaberta, a tia Rosa começou a aplaudir. Após estalar a língua, a Maria onee‐chan também a acompanhou."
Ushiromiya Rosa,"""Isso mesmo. A pergunta só perguntava quantos movimentos para levar cada pessoa para o outro lado. Animais e alimentos nunca tiveram nada a ver com isso."""
Ushiromiya Maria,"""Elas só acertaram porque você ficou repetindo ""cada pessoa"" sem parar, mamãe. Uu!"""
,"A tia Rosa provavelmente disse isso várias vezes para servir como dica. Sem isso, nem mesmo eu teria percebido."
Ushiromiya Eva,"""Qual é? Eu fui completamente ludibriada. Essa pergunta foi muito cruel!"""
Ushiromiya Rosa,"""Vamos, Maria. Dê a sua medalha à Ange‐chan."""
Ushiromiya Maria,"""Uu‐uu‐uu......"""
,"Choramingando como um cachorrinho triste, ela relutantemente entregou a medalha."
,Eu a peguei e comecei a pular como um cachorrinho contente.
,"Enquanto a Maria onee‐chan sorria de volta para mim, ......seu rosto estava alegre, como se fosse mesmo uma irmã mais velha."
Ushiromiya Rosa,"""Essas foram as nossas perguntas. Vamos brincar de novo outra hora, tá?"""
Ushiromiya Maria,"""Na próxima, terei um enigma ainda mais cruel esperando por você...! Um tão difícil que nem a Maria consegue resolver!"""
Ushiromiya Ange,"""Sem chance! Não vou mais brincar com você...!!"""
Ushiromiya Eva,"""*risos*. Veja, Ange‐chan. Seus pais estão acenando, então vamos até eles. Até depois, Rosa."""
Ushiromiya Rosa,"""Claro. Até mais Ange‐chan. Não restam mais muitas pessoas para desafiar você. Continue assim até o fim. E não deixe de apoiá‐la, nee‐san."""
Ushiromiya Eva,"""Mas é claro. Conseguimos todas essas medalhas trabalhando juntas, né?"""
Ushiromiya Ange,"""Sim!"""
,Nós saímos correndo.
,O papai e a mamãe estavam acenando para nós.
,Tenho certeza que eles pensaram em perguntas cruéis.
,"Ainda assim, tenho certeza que vai ser mais fácil que a pergunta da Maria onee‐chan...!"
,Odeio a Maria onee‐chan! Ela é muito malvada!
Sakutarou,"""Uryuu. Você a maltratou demais com aquela pergunta......"""
Ushiromiya Maria,"""Bem, eu queria brincar bastante com a Ange. Se fosse muito fácil, ela teria resolvido em seguida, não?"""
Sakutarou,"""Você ama mesmo a Ange, não ama?"""
Ushiromiya Maria,"""Eu odeio ela. Ela zombou de você e disse que era um animal de pelúcia."""
,"Maria estufou suas bochechas enquanto dizia isso, mas sua expressão não batia com suas palavras."
Sakutarou,"""Espero que a Ange encontre a felicidade."""
Ushiromiya Maria,"""Tenho certeza que ela vai. Afinal, veja quantas pessoas aqui estão desejando que ela encontre a felicidade. E agora, o Battler é o Game Master, e ele preparou este jogo só para ela. ......Ao fim disso tudo, não tem como ela não ser feliz."""
Sakutarou,"""......Mesmo assim, mesmo que todos possam trazer a felicidade a uma pessoa, essa mesma pessoa só pode agarrá‐la por conta própria."""
Ushiromiya Maria,"""Isso mesmo. Aquela criança é mesmo péssima em encontrar os fragmentos de felicidade. Podemos tentar ensiná‐la, mas seus ouvidos foram muito bem selados durante doze anos. ......Este jogo é muito mais difícil para a Ange do que o Battler imagina."""
Sakutarou,""".........Eu tenho certeza que a Ange vai encontrar a felicidade."""
Ushiromiya Maria,"""Sim. ......Se ela realmente se divertir nesta festa, isso por si só já será uma lição maior do que poderíamos ensinar a ela agora."""
,"Ange, a garota que não acredita em nenhuma magia mostrada a ela, simplesmente chamando tudo de ""truques""..."
,"Doze anos no futuro, ela se tornará a última pessoa a herdar o nome {f:5:Beatrice}."
Ushiromiya Maria,"""Em determinado momento, aquela garota compreendeu a minha magia alva."""
Sakutarou,"""Sim. Ela também me entendeu."""
Ushiromiya Maria,"""Ela até invocou as Sete Irmãs e compreendeu a magia em si. ......E mesmo assim, ela não é capaz de usar magia por conta própria."""
{f:5:Beatrice},"""Vamos acreditar. O Battler também era igualzinho."""
Ushiromiya Maria,"""......Beato."""
{f:5:Beatrice},"""É simples soltar um feitiço em outra pessoa. E acreditar na magia de outras pessoas não é tão difícil. O mais difícil é conjurar a magia em você mesma."""
Sakutarou,"""Isso é algo...que a Ange conseguiria fazer......?"""
{f:5:Beatrice},"""Ela consegue. Até o Battler deu um jeito de entender a magia. É óbvio que a irmãzinha dele também vai conseguir."""
Ushiromiya Maria,"""Você tem razão. .........Existem algumas magias que só podem ser vistas quando somos crianças. ......Existem algumas nas quais só os adultos podem entender. Nesse momento, a Ange está entre ambas."""
{f:5:Beatrice},"""Ela perdeu a magia das crianças e, mesmo assim, ela ainda não entendeu a magia dos adultos. Esse é o período mais doloroso da vida."""
Sakutarou,"""É tão triste......que ela sequer tem alguém próximo dela para enfrentar esse período..."""
Ushiromiya Maria,"""Isso não é verdade. Nós sempre estaremos ao lado dela. Ela só não acredita nisso ainda."""
,"Ange, por favor, perceba de uma vez."
,"Há muitas pessoas sorrindo por trás de você, cuidando de você."
,"Se apenas se virar, nós seremos capazes de sorrir ainda mais para você, poderemos conversar muito mais com você."
,".........{f:5:Ange Beatrice}, a última bruxa da Mariage Sorcière."
