Speaker,Brazilian Portuguese (PT)
Furudo Erika,"""Sim, minha mentora!! Grandes detetives têm as suas lupas! Furudo Erika possuí seus hashis."""
{f:5:Bernkastel},"""Está pronta? Despeje o sal de sésamo e use seu hashi para separar as sementes de sésamo do sal."""
Furudo Erika,"""Sim, minha mentora!! Por favor, observe minhas fantásticas habilidades manuseando hashis!!"""
{f:5:Bernkastel},"""Sim, boa sorte. ......Quando terminar, não esqueça de colocar tudo no saco."""
{f:5:Lambdadelta},""".........Ainda está maltratando ela?"""
{f:5:Bernkastel},"""Mas que rude da sua parte. Eu estou brincando com ela. .........Ah, sim, Erika.{n}O carteiro passou aqui e deixou uma carta para você."""
Furudo Erika,"""Uma carta?! Sinto um crime me chamando. Não me diga! Irei adivinhar quem enviou!"""
{f:5:Bernkastel},""".........O carimbo postal é dos Céus. Provavelmente é da Dlanor ou alguma delas. Fico surpresa em saber que ainda mantêm contato. ......Tendo como presente apenas este selo postal, uma dedução como esta é algo trivial para {f:5:Bernkastel}."""
Furudo Erika,"""Pipipii!! Você não pode fazer isso, minha mentora! 9ª Regra de Van Dine!{n}É proibido ter múltiplos detetives!"""
{f:5:Bernkastel},"""......Então é melhor ir embora. Adeus, Grande Detetive Erika."""
Furudo Erika,"""Nãooooo, minha mentoraaaa!! {f:5:Erika}, a Bruxa da Verdade, está bem aqui para servi‐la!"""
{f:5:Lambdadelta},"""............Ainda não sei dizer se vocês se gostam ou se odeiam."""
{f:5:Bernkastel},"""É claro que nos odiamos. Você é a única que eu amo."""
Furudo Erika,"""C‐Como pôde, minha mentora!! Lady {f:5:Lambdadelta}! Parece que não há espaço para nós duas!"""
{f:5:Lambdadelta},"""Tá falando sério? ......Está desafiando a Grande {f:5:Lambdadelta}?"""
,"Erika sorriu e agarrou o braço esquerdo de {f:5:Lambdadelta}, que ainda estava passeando por cima da cama."
Furudo Erika,"""Aqui está o braço da Lady {f:5:Lambdadelta}. E aqui está seu corte transversal."""
,Erika sorriu maliciosamente e mexeu seus dedos de forma ameaçadora.
{f:5:Lambdadelta},"""Espera, ......não está pensando em........."""
Furudo Erika,"""Vejamos se minha rival consegue lidar com isso."""
{f:5:Lambdadelta},"""Gyah, gyah{0}ha{0}ha{0}ha{0}ha{0}ha{0}haa{0}haha, ahh{0}hya{0}ha{0}ha{0}haha, paraa{‐}a{‐}a{‐}a{‐}aa, isso faz cócega{‐}a{‐}a{‐}a{‐}a{‐}as!!"""
,"......Ela fez cosquinha na abertura localizada na extremidade do braço esquerdo de {f:5:Lambdadelta}. Pelo que parece, esse é um de seus pontos sensíveis."
,"A propósito, a extremidade aberta do braço de {f:5:Lambdadelta} era adorável e fofinha, com algodão‐doce branco saindo para fora."
,"Aparentemente, seu corpo é feito de doces, com um pouco de tempero misturado no meio."
,"Pode ficar tranquilo, não há nada minimamente assustador no braço amputado dela."
,"Erika ficou se gabando e gritando ""Eu derrotei a Lady {f:5:Lambdadelta} sozinha, assim como a minha mentora fez!"". {f:5:Lambdadelta} rugiu e gruniu para ela. {f:5:Bernkastel} continuou costurando, com uma expressão exasperada em sua face."
,Foi uma cena muito reconfortante...
{f:5:Bernkastel},"""Então? O que a carta diz?"""
{f:5:Lambdadelta},"""Fala algo sobre o que a Dlanor e suas subordinadas estão fazendo?"""
Furudo Erika,"""A Gertrude‐san parece ter sido promovida para uma Inquisidora integral ou algo assim. Creio que seja algo bom, palmas pra ela. ......Ooh, e sobre seu gato, parece que ela tem um miauauau agora."""
{f:5:Bernkastel},"""............O que é um miauauau...?"""
{f:5:Lambdadelta},"""Pera, você não sabe?! Que desatualizada! Estão súper na moda recentemente! Até eu estou criando uma miauauau, sabia? Eles também fazem konpeitous incríveis!"""
{f:5:Bernkastel},"""......Não sei se entendi direito, mas irei evitar suas comidas caseiras no futuro..."""
Furudo Erika,"""A Cornelia‐san está.........oooh. Ela aprendeu que ser boa em artes marciais faz com que você avance nos exames de Inquisidor, por isso começo a treinar também. Difícil imaginar ela fazendo isso, não?"""
{f:5:Lambdadelta},"""Bem, existem todo tipo de treinamento de combate. O que ela está fazendo?"""
Furudo Erika,"""Parece ser kickboxing e kenpou chinês. Será que é influência da Eva?"""
{f:5:Bernkastel},""".........Ela não me pareceu muito boa em lutar com apenas uma perna."""
{f:5:Lambdadelta},"""Bom ponto. Uma certa pessoa deve ter fortalecido ela fazendo‐a ficar o tempo todo em uma perna."""
Furudo Erika,"""Também menciona o Will‐san. Ora, que surpresa! Parece que o Will‐san acertou em cheio na {f:5:FOREX} e agora está vivendo uma vida tranquila com os rendimentos dos seus investimentos imobiliários...! Parece que ele também começou a jogar badminton."""
{f:5:Bernkastel},"""......Aposto que o treinador é bem rigoroso."""
{f:5:Lambdadelta},"""Certo que já deve estar com a bunda inchada."""
{f:5:Bernkastel},"""E quanto a Dlanor?"""
Furudo Erika,"""O de sempre, carimbando coisas, carimbando coisas, selando coisas, aprovando coisas e, {i:à vezes}, até assinando coisas."""
Furudo Erika,"""Ela humildemente me pediu para provocar um crime na sua jurisdição, já que ela seria pessoalmente designada."""
{f:5:Bernkastel},"""Então, por que não vai? Crimes parecem divertidos."""
{f:5:Lambdadelta},"""Dizem que crimes acontecem quando há um detetive por perto."""
Furudo Erika,"""Bem, algum dia desses. Se eu sentir vontade, eu passo lá para provocá‐la. Ah, tem alguma coisa sobre as Irmãs Chiester também."""
{f:5:Bernkastel},""".........Espera. Não quero ouvir em seguida. Vamos segurar para criar um efeito dramático. .........Certo, faremos isso."""
{f:5:Lambdadelta},"""Ah, meu braço esquerdo finalmente cresceu de novo! Falta o esquerdo agora, por favor!"""
{f:5:Bernkastel},"""Vamos tomar um chá antes. ......Erika, traga a lata de chá e o pote de umeboshi."""
Furudo Erika,"""Sim, minha mentora!"""
,"Com esta jornada especial chegando ao fim, as bruxas Viajantes descansam suas asas."
,...É tudo para que possam partir em uma nova jornada em busca do próximo Fragmento.
,"Um curto intervalo entre as viagens, aproveitando o aroma do chá preto......"
{f:5:Lambdadelta},"""Para onde vai dessa vez?"""
{f:5:Bernkastel},"""......Se vai para o norte, eu seguirei para o sul."""
{f:5:Lambdadelta},"""Então se for para leste, eu vou para oeste."""
{f:5:Bernkastel},"""......Espero que possamos encontrar outro conto tão charmoso quanto esse."""
{f:5:Lambdadelta},"""Na próxima, espero que não faça o papel de vilã, Bern."""
{f:5:Bernkastel},"""É mesmo? Ser do mal é bem divertido."""
{f:5:Lambdadelta},"""......Eu me pergunto...que tipo de conto encontraremos a seguir."""
{f:5:Bernkastel},"""E que tipo de conto encontraremos depois."""
{f:5:Lambdadelta},"""O mar de Fragmentos é pequeno para um par que se ama."""
{f:5:Bernkastel},"""{ruby:O Boulevard do Crime:Les Enfants du Paradis}."""
{f:5:Lambdadelta},"""O mar de Fragmentos é bem grande."""
{f:5:Bernkastel},"""O Fantasma Da Máquina."""
{f:5:Lambdadelta},"""Nos veremos em breve. Quando algo mais chorar."""
{f:5:Bernkastel},""".........Parece bom. Faremos assim."""
,"{a:c:""""Vamos nos reencontrar... quando algo mais chorar.""""}"
,{a:c: Ahhahahahahahahahahaha......}
,{a:c: As alegres vozes das bruxas desapareceram à distância.}
,"{a:c: Vamos nos reencontrar, pessoal.{n} Quando algo mais chorar.}"
