Speaker,Brazilian Portuguese (PT)
{f:5:Virgilia},""".........Kumasawa estava de posse de uma chave mestra. Os parentes a coletaram."""
{f:5:Virgilia},"""E assim como no caso da Shannon, foi encontrado um envelope ocidental junto a ela. Dentro estava a chave para a antessala do terceiro andar. Os parentes foram para a antessala do terceiro andar."""
Ushiromiya Battler,"""E lá havia um círculo mágico na porta da antessala do terceiro andar e a mesma estava trancada?"""
{f:5:Virgilia},"""Sim."""
{f:5:Virgilia},"""Dentro da sala, o corpo do Gohda foi descoberto. A sala é um quarto fechado. Baseado na ""definição de quarto fechado da {f:5:Beatrice}""."""
{f:5:Virgilia},"""Gohda estava de posse de uma chave mestra. Os parentes a pegaram."""
{f:5:Virgilia},"""E assim como antes, um envelope ocidental com o brasão da família foi descoberto. Dentro estava a chave para o quarto VIP do segundo andar.{n}Os parentes foram para o quarto VIP do segundo andar."""
Ushiromiya Battler,""".........O que é tudo isso...? Quer merda você está planejando...?"""
{f:5:Beatrice},"""*gargalhada*gargalhada*. Não vale muito ficar olhando pra mim, vale? É um quarto fechado, mas ainda tem muitas chaves que podem abrir, correto? E eu até fui atenciosa o suficiente para presentear você com as chaves de cada quarto além das chaves mestras."""
Ushiromiya Battler,"""......Eu não gosto de como isso está se movendo. ......Mas estou começando a ver como as coisas vão se desdobrar. Então isso continua assim para as seis pessoas?"""
{f:5:Virgilia},"""Sim, está correto. Dentro do quarto VIP do segundo andar, o corpo de Genji foi descoberto."""
{f:5:Virgilia},"""Uma chave mestra foi coletada. A chave para a caldeira no subsolo foi descoberta."""
{f:5:Virgilia},"""Eles foram para a sala da caldeira no subsolo. Dentro da sala da caldeira no subsolo, o corpo de Kinzo foi descoberto."""
{f:5:Virgilia},"""A chave para a capela foi descoberta."""
{f:5:Virgilia},"""Eles foram para a capela."""
{f:5:Virgilia},"""Dentro da capela, o corpo de Kanon foi descoberto. Uma chave mestra foi coletada. A chave para a sala de visitas do primeiro andar foi descoberta. ......Com isso, nossa reconstrução do descobrimento dos seis corpos está completa."""
Ronove,"""Um adento. Junto com a chave para a capela, uma carta foi incluída em um envelope ocidental próximo de onde o corpo do Kinzo estava. O conteúdo da carta é o que você já viu. Ele insiste que os parentes resolvam o enigma do epitáfio."""
Ushiromiya Battler,""".........Nesse caso... ...O que isso quer dizer? Se no último local, onde o {nobr:Kanon‐kun} foi encontrado, estava a chave para o primeiro quarto, a sala de visitas, onde a Shannon‐chan estava... Isso faz com que sejam seis quartos fechados, todos ligados, certo?"""
{f:5:Beatrice},"""Está correto! Os seis quartos fechados estão conectados. As chaves para abrir cada um estavam sempre nos seguintes."""
{f:5:Beatrice},"""Em outras palavras, os seis quartos fechados formam um grande quarto fechado, e todas as chaves mestras, assim como as chaves individuais dos quartos, estavam trancadas dentro deles...!"""
{f:5:Beatrice},"""{p:1:Além disso, todas as portas e janelas dos seis quartos são normais}. {p:1:Não existe nenhum dispositivo que possa abri‐los sem uma chave, como uma tranca automática}. *gargalhada*gargalhada*, o que você acha, é lindo, não é lindoooooooooo??? Uhhyahhyahhyaaahh!"""
Ronove,"""Como eu disse, ojou‐sama disse, isto não é nada gracioso."""
,"Quando Ronove a repreendeu, Beato mostrou a língua para ele sem qualquer vergonha."
{f:5:Beatrice},"""Uhihihi, desculpa, desculpa. Eu fico de bom humor quando estou brincando com o Battler."""
{f:5:Beatrice},"""*gargalhada*, então, Battlerr? Como vai ser o seu movimento? Se não consegue pensar em nada específico, eu posso mostrar como fiz as cabras carregarem os corpos, e selei todos os quartos com magia, não quer veeeeeeeer?"""
Ushiromiya Battler,"""Faça o que quiser. Eu vou escutar educadamente sua ""teoria mágica"" que você afirma. Porém, eu posso afirmar minha ""teoria humana"", que é completamente diferente das suas afirmações, sem nenhuma interferência do que você afirme que seja."""
Ushiromiya Battler,"""Por isso, em outras palavras! Eu não preciso ficar ouvindo suas baboseiras!! Vá balançar seu cajado mágico, ou o que quer que seja, o quanto quiser, e represente como você trancou as portas com a sua magia de sete cores. E, em pouco tempo, eu tenho certeza que vão haver pessoas ao seu lado, fazendo propaganda do seu óleo de cobra e suas facas de cozinha multiúso!"""
Ushiromiya Battler,"""{f:5:Virgilia}, reconstrua a cena do crime! Eu vou procurar por uma fraqueza!! Eles foram realmente mortos? Se um deles estiver apenas se fingindo de morto, isso já não é um quarto fechado!"""
{f:5:Virgilia},"""Nanjo verificou que todos estavam mortos. Porém, devido a ""Prova Diabólica"", é impossível negar a possibilidade de um diagnóstico equivocado. ......Em outras palavras, ela não pode assumir a possibilidade que o Nanjo negligenciou o fato deles estarem vivos igual a zero."""
Ushiromiya Battler,"""Aqui está ela, a ""Prova Diabólica"". Mas existe uma espada que pode cortar isto...!"""
{f:5:Beatrice},"""O‐O que eles estão fazendo? ......Parece que estão tendo uma boa discussão sem mim. Eu sou a oponente dele, não sou...? Eles podiam prestar um pouco mais de atenção em mim..."""
Ronove,"""Por natureza, se comunicar com o oponente não é necessário para se competir no xadrez."""
Ronove,"""......Você fala na forma de enigmas quando se comunica fora de seus movimentos, ojou‐sama. ...Talvez tenha chegado a isso porque ele não quer mais ser enganado."""
{f:5:Beatrice},"""...............muu. ......Por algum motivo, eu não posso aceitar isso."""
Ronove,"""Você está desafiando ele para uma partida de xadrez, não está, ojou‐sama?"""
{f:5:Beatrice},"""Isso é verdade, mas......muu!"""
,"{f:5:Beatrice} estufou suas bochechas como se dissesse ""eu não sei por quê, mas eu não gosto disso!"""
{f:5:Virgilia},"""Devido a polícia não ter chegada à cena do crime ainda, a habilidade do lado humano de provar as coisas é limitada. Para uma confirmação específica de morte, eu recomendo requisitar uma repetição."""
Ushiromiya Battler,"""Certo, é assim que eu vou atacar, repetição requisitada!!"""
Ushiromiya Battler,"""‘As seis vítimas estão mortas’!!"""
Ronove,"""......Ojou‐sama, há uma repetição esperando por você, sabia?"""
Ushiromiya Battler,"""Ei, chega de ficar viajando aí!! Vai se recusar a repetir?! É aqui que nossa batalha começa!!"""
{f:5:Beatrice},"""Fue?! Aiaiaiaiaiaii!! *gargalhada*gargalhada*, desculpa, desculpa, tudo bem, eu vou responder."""
{f:5:Beatrice},"""{p:1:Kinzo, Genji, Shannon, Kanon, Gohda, Kumasawa — os seis estão mortos}!"""
Ushiromiya Battler,"""Por que estava tão distraída? ...Certo. Então vou tirar um de você. O clássico onde eles estão se fingindo de morto é o primeiro a ser negado."""
{f:5:Beatrice},"""*gargalhada*! Não vou mais pegar leve com você, pode vir como quiser. Vou acabar com cada uma sucessivamente com cortes diagonais!"""
Ushiromiya Battler,"""Mais uma vez, repetição requisitada! Ninguém está se escondendo em nenhum dos seis quartos! Mostre‐me que você pode negar a existência de pessoas que não estamos cientes!"""
{f:5:Beatrice},"""Irei responder."""
{f:5:Beatrice},"""{p:1:Não há ninguém escondido em nenhum dos seis quartos}!"""
Ushiromiya Battler,"""Certo. Agora eu tenho certeza que apenas os seis estão confinados. E eles não estão se fingindo de morto."""
{f:5:Beatrice},"""......O que vai fazer, o que vai fazeeeer? Não há mais nada que um humano possa fazer. Se ajoelhe obedientemente e observe como eu controlo as trancas com o meu maravilhoso poder mágico, ceeeeeeerto?"""
Ushiromiya Battler,"""Pare de resmungar. E mais uma requisição de repetição. ""Os seis tiveram morte instantânea""!"""
{f:5:Beatrice},"""Morte instantânea? Hoh, o que quer dizer com isso?"""
{f:5:Virgilia},"""......Significa que existe a possibilidade de uma única vítima, à beira da morte, ter escapado para dentro do quarto e, após trancar a porta criando um quarto fechado, veio a falecer."""
Ronove,"""...Hm. Um clássico assassinato de quarto fechado. No caso da vítima ter recebido uma ferida fatal e estar condenada a morrer tempo depois, é possível para a vítima  se trancar dentro de um quarto tentando escapar do assassino, e então morrer após se trancar, o que acabaria criando um quarto fechado construído de forma inesperada."""
{f:5:Virgilia},"""Para negar essa possibilidade, você vai ter que proclamar que ""os seis morreram instantaneamente"" com a verdade vermelha."""
{f:5:Beatrice},"""*gargalhada*gargalhada*! Muito bem, muito, eu vou acabar você com a minha preciosa espada vermelha!"""
{f:5:Beatrice},"""{p:1:Os seis morreram instantaneamente}! Com morte instantânea, significa que logo que foram atacados, eles se tornaram incapazes de agir."""
{f:5:Beatrice},"""Bem, morte no sentido completo pode requerer alguns segundos ou até minutos. Mas de qualquer forma, é completamente impossível para eles realizarem qualquer coisa por vontade própria. Neste sentido, eu posso afirmar que eles morreram instantaneamente!"""
Ushiromiya Battler,"""...Tudo até aqui apenas foi checado para um clássico quarto fechado. Meu confronto contra você sobre os quartos fechados começa agora, certo...? Se o culpado não está dentro, então ele está fora. Então ele deve ter usado algum método para matar por fora dos quartos."""
{f:5:Beatrice},"""*gargalhada*gargalhada*! Você já está ficando louco? Não é verdade que ""um quarto fechado = assassinato é impossível pelo lado de fora""?! Sendo assim, é impossível fazer isso com qualquer outro método além de um assassinato mágico!"""
Ushiromiya Battler,"""Não, isso está errado. O certo a se dizer é ""um assassinato realmente aconteceu = não é um quarto fechado""! Não importa o quanto você fale em enigmas, isso definitivamente não é um quarto fechado! É uma farsa que apenas se aparece com um quarto fechado!"""
Ronove,"""Mas, Battler‐sama. {p:1:Apenas as vítimas estão dentro dos quartos,} {p:1:e nenhuma outra pessoa existe nos quartos}. E pela definição de quarto fechado da {nobr:ojou‐sama}, assassinatos remotos de fora dos quartos foram claramente negados, não foram?"""
Ushiromiya Battler,"""Espera. A definição de assassinatos remotos é vasta, certo? Sim, tem coisas como puxar uma linha de pesca de fora do quarto e estrangular a vítima dentro do quarto, mas isso também não é tudo."""
Ushiromiya Battler,"""Por exemplo......uma armadilha poderia criar um excelente assassinato remoto!"""
{f:5:Beatrice},"""Uma armadiiilha? Hoh, e como seria?!"""
Ushiromiya Battler,"""Só como exemplo, vamos dizer que eles foram instruídos previamente a entrar nos quartos indicados, e trancar as portas por dentro para criarem, eles mesmos, um quarto fechado. Uma armadilha que eles não tinham conhecimento foi montada nesses quartos, e eles foram mortos por elas. ......Que tal?! Agora não temos contradições!"""
{f:5:Virgilia},"""......Não há problema algum. Isso corresponde ao estado das coisas."""
Ronove,"""...Também não há problemas para nós. Não conflita com a definição de quarto fechado da ojou‐sama."""
{f:5:Beatrice},"""Kuhhahhahahahahahahahaha?! O que é esse raciocínio estúpido?! Nada suspeito foi encontrado em nenhum dos quartos, sabia?"""
{f:5:Beatrice},"""Qual seria a forma dessas armadilhas?! Onde estavam escondidas e como foram ativadas?! Explique para as seis pessoas, na sala de visitas, no quarto de hóspedes, na antessala, no quarto VIP, na sala da caldeira e na capela. Então? Você não consegue, consegue?!?!"""
Ushiromiya Battler,"""Refutação recusada!! Não há necessidade de explicar isso!! E ainda assim, isso não afeta minha afirmação!!"""
{f:5:Beatrice},"""O‐O que você disssssssssee...?!?!"""
{f:5:Virgilia},"""{f:5:Beatrice}, é uma ""Prova Diabólica"". O fato dele não poder explicar a forma da armadilha...em si, não refuta o fato de que teria uma armadilha!"""
Ronove,"""............Muito bem. Apesar de arrogante, foi um movimento magnífico."""
{f:5:Beatrice},"""...Kh!!! Esse cara está ficando completamente acostumado com isso......!!"""
Ushiromiya Battler,"""Xeque. É possível estabelecer que esse assassinato em quarto fechado ocorreu via uma armadilha X que não pode ser localizada."""
{f:5:Beatrice},"""......E‐Eu vou cortar esse xeque com minha verdade vermelha!!"""
{f:5:Beatrice},"""{p:1:Os seis não foram mortos por armadilhas}!"""
Ushiromiya Battler,"""A definição de armadilha?!"""
{f:5:Beatrice},"""Ah...bem...daquele tipo! Aqueles que, às vezes, são ativada quando a vítima é pega por ela durante seus próprios movimentos."""
{f:5:Beatrice},"""Aaah... Isso não é tudo! Coisas que podem ser ativadas por controle remoto ou por um temporizador, ......tudo semelhante a isto também está incluído!"""
Ronove,"""Pu ku ku... Todos os dispositivos que podem ocasionar em um assassinato sem a direta participação da pessoa que os armou. Acredito que esta definição seja mais apropriada."""
{f:5:Beatrice},"""Q‐Que tal?! Revide de volta!! Como se eu pudesse deixar um humano derrotar esse quarto fechado!!"""
