Speaker,Brazilian Portuguese (PT)
,"Com a cabeça tão baixa que seu queixo chegava a tocar seu peito, Beato rapidamente deixou o estúdio."
,"Após olhar para Battler, Kumasawa saiu atrás dela."
,"Ela bateu a porta com certa violência, e os passos das duas rapidamente desapareceram à distância..."
Ushiromiya Ange,"""..................... ......Eu posso ser a irmã mais nova dele, mas não tenho certeza sobre como me sinto quanto a isso."""
{f:5:Featherine},"""Sendo qualquer outra além de Beato, você acha que isso faria dele um inimigo das mulheres...?"""
Ushiromiya Ange,"""......Eu não faço ideia do motivo pelo qual o onii‐chan e a Beato eram tão amigáveis juntos. Nesse momento, eu penso na Beato como sendo nossa maior inimiga, na qual devemos derrotar. ......Ainda assim, apesar disso... Como mulher, ......eu não posso dizer que a reação do onii‐chan me agrada."""
{f:5:Featherine},"""Embora eu possa entender um pouco os sentimentos do Battler. ......É mesmo uma situação penosa."""
,Eu ainda não consigo entender que tipo de antagonismo ou conexão existiu entre os dois.
,"Mas ele provavelmente vê a Beato......como uma adversária amigável, ou até algo além disso."
,A razão dele para derrotar a Beato não é para destruir um inimigo odioso. ......Parece que ele quer dar a ela uma sincera resposta à sua pergunta.
,Sim. Não posso negar o fato de que a luta deles não é baseada no ódio...mas em uma emoção muito mais forte.
Ushiromiya Ange,""".........E acima de tudo isso......a Beato é mesmo incrível, permanecendo tão dedicada ao onii‐chan, mesmo depois de ser tratada tão friamente. Eu tenho que concordar com a {f:5:Beatrice} mais velha. ......Não consigo entender por que ela é tão dedicada ao onii‐chan."""
{f:5:Featherine},"""E, embora possa levar milhares de anos, esse único fato que você não compreende deve ser passado à Bruxa Dourada {f:5:Beatrice} que todos nós conhecemos tão bem..."""
Ushiromiya Ange,"""......Sim. Eu entendo isso. ......Aprender sobre essa Beato eventualmente nos levará a saber mais sobre aquela Beato. ......Talvez possa até mesmo explicar a maior peça deste jogo maluco, ou até mesmo todo o tabuleiro..."""
{f:5:Featherine},"""É mesmo uma bruxa misteriosa......"""
,"Embora tenha dito essas palavras, {f:5:Featherine} estava com um confiante sorriso em seu rosto."
,"Sua confiança sarcástica, como se já soubesse a resposta, permanece inalterada."
Ushiromiya Ange,""".........{f:5:Beatrice}. Eu quero te perguntar uma coisa."""
{f:5:Beatrice},"""S‐......Sim, o que gostaria de saber, Ange‐san...?"""
,"Beato, que estava lendo o livro de um Fragmento nas sombras do escritório, saltou ao ouvir Ange chamando por ela."
Ushiromiya Ange,"""......Por que você chama o Ushiromiya Battler de ""pai""?"""
{f:5:Beatrice},"""P‐Porque ele criou a peça que eu sou..."""
Ushiromiya Ange,"""......Nesse caso, por que você é tão dedicada ao Ushiromiya Battler? Tem alguma regra que diz que peças devem obedecer seus criadores?"""
{f:5:Featherine},"""Tal regra não existe. ......Peças são utensílios, ...como facas. ......Se o Game Master fizer bom uso delas, elas podem ser bem úteis. Porém, se usá‐las incorretamente, elas também podem feri‐la. ......Seja este utensílio usado como uma ferramenta ou uma arma, isso não possui relação alguma com a vontade própria dele. É meramente um resultado."""
Ushiromiya Ange,"""Então, por que se dedica tanto ao onii‐chan? É quase como se......esse fosse seu propósito como peça."""
{f:5:Beatrice},"""S‐.........Sim. ...Esse é o propósito pelo qual eu nasci."""
Ushiromiya Ange,"""Por acaso o onii‐chan, aquele que concebeu você, a incumbiu com esse propósito?"""
{f:5:Featherine},"""Você está errada. ......O Battler, na posição de Game Master, meramente a posicionou ""com este papel"" no tabuleiro. ......O responsável por dar à luz a esta peça...foi o primeiro Game Master, aquele que criou este jogo, a própria {f:5:Beatrice}..."""
Ushiromiya Ange,"""......Aaah, que conversa complicada. ......Em outras palavras, você fica chamando o onii‐chan de ""pai"", mas ele não é realmente seu pai. ......Você sente que precisa se dedicar ao onii‐chan, e por isso chama ele de uma forma tão afetuosa."""
{f:5:Beatrice},"""S‐......Sim. ......Acho que isso é verdade. O pai foi aquele que me colocou no tabuleiro. Se não fosse por ele, a minha peça nunca teria vez. Por isso, o motivo pelo qual eu existo aqui agora e também o motivo pelo qual eu sou capaz me de devotar ao meu propósito...é tudo graças ao pai."""
Ushiromiya Ange,"""......Entendi. Então é por isso que faz sentido você chamá‐lo de pai. ......Nesse caso, quem te disse para se devotar ao onii‐chan? ......Ah, sim, foi a primeira Game Master, a Beato. ......Aaaahh, que complicado."""
{f:5:Featherine},"""Você deseja perguntar a ela o motivo pelo qual deve servir Ushiromiya Battler, correto? Mas ela não pode responder isso. Ela não deu nada mais a você além de um propósito. ......Apenas a pessoa que deu esse propósito sabe o motivo pelo qual isso foi feito."""
Ushiromiya Ange,"""......Entendi. ""É bom que considere isto também, filho do homem, certo?"" ......Então, isso significa que você já sabe alguma coisa e está rindo porque eu estou perdida?"""
{f:5:Featherine},"""*gargalhada*gargalhada*. Você é simplesmente perfeita para ser a minha miko..."""
{f:5:Beatrice},""".........Eu irei......fazer de tudo pelo pai. ...Minha existência trará felicidade ao pai. ......Esse é o meu maior prazer. ......E............"""
,"Nesse momento, Beato hesitou."
Ushiromiya Ange,"""O quê? E o quê?"""
{f:5:Beatrice},"""S‐Sim... ......E.........se um dia meus esforços forem reconhecidos pelo pai, ......não haverá maior felicidade para mim..."""
{f:5:Featherine},"""Pft........."""
Ushiromiya Ange,""".........Que merda é essa? ......Se você só quer servi‐lo, então eu diria que você é só uma peça do mobiliário da bruxa, ......mas você quer ter seus esforços reconhecidos? Muito além de uma mobília, está mais para—"""
,Ange parou no meio da frase.
,"......Muito além de uma mobília, está mais para.........uma simples garota.........que ama o onii‐chan."
,..................Eu...não entendo.
,A força que guia as ações desta Beato...é a de uma garota que adora o onii‐chan.
,Mas então o que é {i:ela}?
,"Se {i:ela} gosta do onii‐chan, então ela deveria adorá‐lo e fazer as coisas por si."
,"Por que ela criaria uma ""peça de si mesma"", uma entidade separada, só para fazer isso......?"
,"Dessa forma, ......mesmo que ela chame a atenção do onii‐chan, essa atenção será direcionada para sua versão peça, ......e não à criadora que fez essa peça."
,"Se eu acabasse me apaixonando por alguém, eu provavelmente iria querer fazer tudo por essa pessoa."
,"Mas, obviamente, eu gostaria de fazer por mim mesma."
,"Afinal, eu iria querer que prestassem atenção em {i:mim}."
,"Esse amor está destinado a nunca ser recompensado...... Não importa o quão devotada ela seja, ela nunca ganhará nada com isso.{n}E ela está fazendo isso por vontade própria..."
,O comportamento de Beato não se diferencia do de uma garota comum apaixonada.
,"Ela se devota fazendo tudo por ele, sonhando que eventualmente sua gentileza seja reconhecida."
,......Por que a Beato criou uma peça assim...?
,Colocar na forma de romance é um pouco confuso para você? Então vamos tentar explicar com comida.
,"É inútil criar uma ""peça para comer por você""."
,"Não importa o quanto a sua peça se alimente, isso não vai aliviar a sua fome, vai?"
,Você é a única que quer comer.{n}Não há motivos para ter uma peça comendo no seu lugar.
,"Para a maioria dos trabalhos, sempre se pode conseguir alguém para fazê‐lo por você. Porém, se tratando de amor e comida, não há sentido em deixar que outra pessoa o faça em seu lugar."
,"Sim. ......Esta Beato foi criada para ser uma ""peça""...por um motivo impossível......"
,"......Embora ela aparente ser uma garota normal à primeira vista, .........quanto mais eu aprendo sobre ela, menos eu a compreendo, ......como um número imaginário......"
{f:5:Beatrice},"""......O pai odeia quando eu o chamo de pai. ......E a ""eu"" que ele deseja...também não o chama dessa forma."""
Ushiromiya Ange,"""Sim. A ""você"" original falava com todos sem usar honoríficos."""
{f:5:Beatrice},""".................. Porém, ......simplesmente saber disso não significa que eu possa me referir ao pai de maneira tão informal. ......Eu gostaria de fazer o meu melhor......e começar chamando ele de Battler‐san."""
Ushiromiya Ange,"""Eu fico surpresa que você ainda não ficou desencorajada mesmo depois de ser tratada tão friamente."""
{f:5:Beatrice},"""......O pai—não, ......o Battler‐san está no meio de um jogo importante agora. Sua oponente é a formidável Lady {f:5:Erika}, peça da Grande Lady {f:5:Bernkastel}."""
{f:5:Beatrice},"""......Eu me intrometi em um momento delicado do jogo, assim que estava para começar a parte mais crítica, ......e chamei o Battler‐san por um nome que ele não queria ouvir, ......então não é surpresa ele estar de mau humor..."""
Ushiromiya Ange,"""....................."""
,"Beato ainda parece querer se devotar por completo ao Battler, mesmo depois de ser tratada de forma tão fria."
,"Vendo de fora, pareceu apenas que ela estava sendo desprezada por ser indesejada, ......mas isso não a perturbou minimamente."
,Seria realmente a cegueira de uma garota apaixonada......
Ushiromiya Ange,"""......Ou sou eu que não consigo {y:1:‘ver’}{n:1:ver} porque não tenho amor?"""
{f:5:Featherine},"""Há vezes em que o amor é capaz de tornar o invisível, {y:1:‘visível’}{n:1:visível}."""
,Beato mais uma vez emergiu no Fragmento do livro que contava sobre sua versão original.
,......Ela estava tentando descobrir algo sobre a Beato que Battler desejava.
,"Ange deu de ombros, como se dissesse ""bem, não entendi"".{n}{f:5:Featherine} riu ao presenciar isso, e gracejando de tal maneira que uma ""jovem e inocente mulher"" jamais entenderia.{n}Ange resmungou algo de volta, inconformada."
,"A interação delas não parece ter efeito algum em Beato, que estava sentada nas sombras da biblioteca......"
,"Após mandar todos embora, ......restou apenas Battler no estúdio."
,Não havia cor naquele estúdio em meia‐luz.
,"Entretanto, ......durante o breve momento em que o prato recheado de cookies estivera ali, o cômodo chegou a parecer muito mais vívido..."
,"O olhar de Battler ficou à deriva da mesa, ......na qual já não tinha mais nada sobre."
,"Fazendo isso, o prato de cookies que estava ali até pouco tempo foi revivido."
,Mas ......era apenas uma ilusão.
,"Embora eles aparentassem estarem lá, os mesmo não podiam ser tocados, muito menos saboreados..."
,"Se assim desejasse, ele poderia fazer com que fosse possível ""tocá‐los"" ou ""comê‐los"", ......mas não passaria de uma sensação vazia."
,Apenas daria a ele o tato e o sabor que Battler desejava deles.
,......Não havia mais como saber......que tipo de cookies realmente eram aqueles.
Ushiromiya Battler,"""..........................."""
,"Em um sofá de recepção diante de Battler, ......uma nuvem de borboletas douradas foi lentamente se aglomerando, ...assumindo a forma da antiga Beato."
{f:5:Beatrice},"""‘Va~mos, só uma mordidinha{p:0:☆} Não é todo dia que faço algo caseiro...!{n}Não tema, eu tenho muita confiança no resultado.’"""
Ronove,"""‘Pu ku ku ku! Ouvir isso vindo da ojou‐sama faz com que pareçam ainda mais duvidosos.’"""
Ushiromiya Battler,"""......Francamente. ......Qualquer tipo de cookies que você prepare obviamente vem com algum tipo de veneno estranho incluso."""
{f:5:Beatrice},"""‘É triste ver que pensa isso. Mesmo que eu tivesse colocado algo, não seria pior do que aquilo que faz isso e aquilo com você‐sabe‐o‐que. Uhyahyahya!’"""
{f:5:Virgilia},"""‘É por viver fazendo esse tipo de coisa que o Battler‐kun nunca vai comê‐los.’"""
Gaap,"""‘Hã? Colocar coisa nas comidas dos outros é algo básico, não é? Unhas, fios de cabelo, amuletos mágicos, fragmentos de amor...ehe{0}he{0}he{0}he{0}he{0}he{0}heh! O que vocês colocariam?’"""
Beelzebub,"""‘Euzinha!! Eu não colocaria nadinha! Iria comer tudo sozinha!’"""
Satan,"""‘Quem imaginaria... como você é sempre tão previsível?!’"""
Asmodeus,"""‘Bem, dizem que uma garota precisa conquistar três coisas{p:0:☆} O primeiro passo é o estômago, certo? Logo depois vem a carteira...e qual seria a terceira?! *risos*{p:0:☆}’"""
Mammon,"""‘Se eu pudesse conquistar a atenção de um cara, eu certamente iria sacrificar seu corpo, coração e alma a mim! É por isso que invisto todo meu poder e afeição na minha culinária.’"""
Belphegor,"""‘Heheh, seja qual for a ocasião, oferecer uma comida caseira provavelmente é o ataque frontal mais antigo que existe e ainda permanece imutável.’"""
Lucifer,"""‘Ridículo. É patético pensar que você precisa apelar para truques assim para conquistar o coração de um homem.’"""
Leviathan,"""‘Ohh~? Seria ótimo ouvir suas várias experiências conquistando o coração dos homens, onee‐sama!’"""
{f:5:Beatrice},"""‘Battler, não tem nada de estranho neles, então pode comer à vontade.{n}Acha mesmo que vai ter outra chance de comer meus cookies caseiros{p:0:☆}?’"""
,.........Provavelmente não...terei outra chance.
,"Eu lentamente estiquei meu braço, ......na direção do prato de cookies imaginários, ......e os toquei."
,"Assim que o fiz, eles se transformaram em uma nuvem de borboletas douradas, ......desaparecendo na escuridão do estúdio."
,"As ilusões de Ronove e {f:5:Virgilia} também desapareceram.{n}...Porém, a ilusão da Beato permaneceu sozinha no sofá."
{f:5:Beatrice},"""......Tem algo que não o satisfez?"""
Ushiromiya Battler,"""............Vai mesmo me fazer dizer isso?"""
{f:5:Beatrice},"""*gargalhada*gargalhada*gargalhada*. ......Quanto mais a nova ""eu"" diverge daquela que deseja, ......mais você é lembrado de que eu nunca mais serei revivida, ......correto?"""
Ushiromiya Battler,"""..........................."""
{f:5:Beatrice},"""*gargalhada*gargalhada*! Nunca terá uma segunda chance se deixar uma boa mulher escapar. Finalmente percebeu a boa mulher que eu era, hein~?"""
Ushiromiya Battler,"""......Cala a boca. Eu prefiro que nunca mais apareça, ......assim seria muito melhor."""
{f:5:Beatrice},"""Hmph..............."""
,Beato se esparramou no sofá e olhou para o teto.
,"Battler também deu as costas e seguiu na direção da janela. ......Por um determinado momento, restou apenas o silêncio."
{f:5:Beatrice},"""Eu acho que compreende, mas......"""
Ushiromiya Battler,"""......Eu compreendo."""
{f:5:Beatrice},"""A ""eu"" que está esperando...já desapareceu."""
Ushiromiya Battler,"""......Eu sei. ......Mesmo que aquela Beato seja mesmo você, ......ela é uma existência diferente da sua original.........e eu posso dizer, com toda certeza......que você nunca mais reviverá novamente..."""
{f:5:Beatrice},"""Minha alma, feminilidade, reluzente personalidade e minha esplêndida personagem foram cultivadas durantes os milhares de anos que vivi como bruxa. A não ser que mil anos idênticos sejam vivenciados, é impossível se tornar eu. Resumindo, ......no exato momento em que decidiu me criar, a minha história pessoal divergiu."""
Ushiromiya Battler,"""Sim. ............Aquela {f:5:Bernkastel} já tinha garantido que você nunca mais reviveria..."""
{f:5:Beatrice},"""Mas você ainda deseja por isso, certo?"""
Ushiromiya Battler,""".............................."""
{f:5:Beatrice},"""Um dia, a nova ""eu"" tropeça e bate com a cabeça, e assim todas as suas memórias do passado são espetacularmente restauradas! ......Você está esperando que algo assim aconteça, não está? Ahya{0}hya{0}hya{0}hya! Um enredo delirante desses sequer seria aprovado na forma de uma {i:light novel} no dias de hoje!"""
Ushiromiya Battler,"""......Calada. ......Não finja que não fez o mesmo. ......Você esperou e esperou......que eu me lembrasse......e percebesse..."""
{f:5:Beatrice},"""..........................."""
Ushiromiya Battler,"""........................"""
,"Então, ......o quê?"
,Isso significa.........que agora a nossa relação......é exatamente o oposto de como era antes......?
{f:5:Beatrice},""".........Hmph... ......Bem, teve tempos em que eu continuei o jogo porque pensei que eventualmente você se daria conta e lembraria, ......acreditando que um milagre aconteceria."""
Ushiromiya Battler,"""..................E como se sentiu? ......Quando estava jogando comigo assim?"""
{f:5:Beatrice},"""*gargalhada*gargalhada*gargalhada*... Dizem que você deve olhar para dentro do seu próprio coração..."""
Ushiromiya Battler,"""..........................."""
,......Isso é difícil.
,"Se ao menos ela não fosse tão parecida com você, ......eu não estaria tão confuso em como me sentir sobre ela."
{f:5:Beatrice},"""Bem, faça como quiser. No passado, eu brinquei com você e o atormentei. .........Agora é a sua chance de se vingar de mim. ......A nova ""eu"" vai apenas ficar vagando por aí, ignorando tudo. Você pode cozinhá‐la em fogo brando ou queimá‐la de uma vez, como preferir. Talvez isso possa acabar com seu antigo ódio."""
Ushiromiya Battler,"""............Eu faria, se ela fosse você. Isso provavelmente faria eu me sentir muito melhor. ......Mas............aquela Beato......não é você."""
{f:5:Beatrice},"""Se não sou eu, então quem é ela?"""
Ushiromiya Battler,"""......Alguém muito parecida com você, .........mas é uma pessoa diferente."""
{f:5:Beatrice},"""Contudo, não há dúvidas de que ela também sou eu."""
Ushiromiya Battler,""".........Sim. Ela é você, ......e ao mesmo tempo, ...ela é uma pessoa diferente."""
{f:5:Beatrice},"""Nesse caso, a nova ""eu"" é mesmo infeliz. Ela está sendo tratada como um brinquedo em meu lugar. ......*gargalhada*gargalhada*, é mesmo lamentável."""
Ushiromiya Battler,"""...................................."""
,Essa pode ser......a contradição dentro de mim.
,Eu não consigo aceitar a nova Beato porque ela parece uma pessoa diferente.
,"Mesmo sabendo que ela é uma pessoa diferente da Beato, ......continua me lembrando ela."
{f:5:Beatrice},"""Nesse caso, ......pense nela como minha filha."""
Ushiromiya Battler,""".........Sua filha.........?"""
{f:5:Beatrice},"""Considere ela uma filha de sangue que se parece muito comigo. Afinal, ela é minha dublê, mas não viveu mil anos, logo não é incongruente chamá‐la assim."""
Ushiromiya Battler,"""......Realmente..."""
{f:5:Beatrice},"""Imagine que eu morri, deixei para trás uma filha, ......e confiei ela a você. Assim não ficaria uma pouco mais fácil de pensar como lidar com ela?"""
Ushiromiya Battler,"""Essa é realmente uma boa analogia. ......Nem parece você."""
{f:5:Beatrice},"""Sem brincadeiras. Aquela é minha filha. Ela é a criança que eu deixei para trás após a minha morte. .........Você é livre para impor nela minha semelhança. Também é livre para infligir nela os ressentimentos que ainda sente por mim."""
{f:5:Beatrice},"""......Faça ela carregar meus pecados e a torture como quiser, caso isso permita que desabafe suas emoções. Se não for do seu agrado, você também pode guiá‐la pelo caminho certo, assim ela não irá acabar seguindo a mesma estrada inumana que eu."""
{f:5:Beatrice},"""......Ela foi feita para se devotar a você desde o momento em que nasceu. Se desejar, você pode moldá‐la na forma que bem entender. .........Com um milagre de mil anos, ela pode até acabar se tornando eu."""
Ushiromiya Battler,"""......Então, eu posso até tirar as roupas dela e ficar arrastando por aí com uma corrente, assim como você fez comigo?"""
{f:5:Beatrice},"""*gargalhada*gargalhada*. Sim, no momento, até mesmo uma humilhação ainda maior seria possível..."""
Ushiromiya Battler,""".....................Ela é tanto sua dublê...quanto...sua filha, ......é...?"""
,"Sem dúvida, ela é exatamente a mesma pessoa, a mesma peça, que foi criada mais uma vez pela regra chamada {f:5:Beatrice}."
,"Porém, embora eu não possa aceitá‐la dessa forma, .........eu posso interpretá‐la como sendo a filha da Beato. ......Funcionaria como uma clara sinalização de como interagir com ela e aliviar as incertezas no meu coração."
,............E......eu finalmente...
,......poderia entender.........o quão cruel eu fui com ela agora......
,"Minhas lágrimas escorreram ao chão, ......e quando as segui com meus olhos...{n}eu percebi que um pequeno cartão estava caído no chão."
,Era......a mensagem que ela havia colocado junto daqueles cookies.
,"Eu a apressei, dizendo para arrumar tudo e ir embora logo, e por causa disso ela deve ter deixado cair e não percebeu."
,"Eu juntei o cartão, .........e li a mensagem escrita nele."
,".........Era...extremamente curta, ...pura, ......sincera."
,"Fez com que lágrimas boiassem em meus olhos, ......e não pude ter certeza do que eu estava lendo."
,"......E mesmo assim, ......minha visão estava tão borrada por causa das lágrimas......que eu não consegui.........ver nada........."
,......A inundação de luzes e sons lentamente se dissipou.
,"O silêncio que se seguiu não foi quebrado por nenhum ruído, nem mesmo o som do vento e da chuva, que até pouco tempo era claramente audível."
,Tanto Jessica......quanto George......timidamente abriram seus olhos...
,......Que lugar......é esse......?
,Era um cômodo estranho na qual eles nunca tinham visto até então.
,Aparentava ser uma sala de chá ocidental.
,......O mobiliário era rebuscado e de alto valor.{n}Passava a impressão de que a sala pertencia a uma pessoa muito importante.
,"Preparativos para o chá preto estavam dispostos sobre a mesa, ......e havia também um tabuleiro de xadrez, na qual aparentava estar sediando uma partida."
,"Entretanto, havia algo estranho nisso tudo."
,"O padrão preto e branco do tabuleiro fazia com que parecesse xadrez, ......mas, embora aparentasse ser muito similar, era um jogo completamente diferente, o qual todos desconheciam."
,Da mesma forma que parecia ser xadrez e não aparentava ser xadrez...
,"...os móveis do cômodo — não, toda a sala em si — à primeira vista aparentava ser uma sala de chá ocidental......mas também passava a impressão de ser algo completamente diferente..."
Ushiromiya Jessica,""".........Q‐...Que lugar...é esse......?"""
Ushiromiya George,"""......A Jessica‐chan e Kanon‐kun também... ...............Shannon? Onde está a Shannon...?!"""
Shannon,"""Estou aqui, George‐sama."""
Kanon,"""E eu estou aqui. ......Ojou‐sama, George‐sama. Nós sentimos muito por trazê‐los para um lugar como este."""
Ushiromiya George,"""......Afinal, o que está acontecendo? ......Você pegou alguma coisa que parecia ser a asa de uma borboleta que começou a reluzir, e agora..."""
Ushiromiya Jessica,"""A‐A mesma coisa aconteceu comigo...! O Kanon‐kun tirou do bolso um broche dourado de borboleta, ele começou a brilhar, e..."""
Shannon,"""Ojou‐sama, George‐san, antes de mais nada, aceitem nossas desculpas. E fiquem calmos, por favor. ......Algo estranho está para acontecer. Essa coisa estranha provavelmente vai nos testar."""
Ushiromiya George,"""Testar......? ...Quer dizer...aquela prova que você estava falando......que nós precisamos superar para ficarmos juntos? ......É isso?"""
Ushiromiya Jessica,"""Uma......prova?"""
Kanon,""".........Eu ainda não cheguei a explicar para você, ojou‐sama. Eu sinto muito. .........Mas, por favor, ...se suas palavras de momentos atrás forem verdade, ......eu peço que me empreste sua força. Eu vou......dar tudo de mim, por favor......"""
Ushiromiya Jessica,"""......Eu...eu não estou entendendo nada... Entendeu alguma coisa, George nii‐san?"""
Ushiromiya George,"""Um pouco. .........Estou tão surpreso quanto você sobre o que está acontecendo. Mas se eles estão dizendo que é uma prova inevitável e essencial que precisa ser superada, eu pretendo encarar tudo o que vier pela frente."""
Ushiromiya Jessica,"""...............Uma prova......?"""
Shannon,"""Kanon‐kun. O broche."""
Kanon,"""Sim......"""
,"Os dois aproximaram suas metades do broche da borboleta dourada, estava quebrado."
,"Conforme foram se aproximando, mais forte ficou o brilho amarelo que ele irradiava."
Ushiromiya George,"""......Jessica‐chan, eu quero que se prepare para isso. Eu já estou mentalmente preparado."""
Ushiromiya Jessica,"""D‐Do que tá falando...?! Eu não tô entendendo nada! Que merda tá acontecendo aqui...?!"""
Ushiromiya George,"""É uma prova. Uma prova para um par de amantes."""
Ushiromiya Jessica,"""H‐......Hããã...?!"""
,George pronunciou essas palavras bregas sem hesitar.
