Speaker,Brazilian Portuguese (PT)
Ushiromiya Kinzo,"""Isto não vai acontecer!! Eu não penso isso, Nanjoooooo... Então, agindo como se estivesse pulando este turno, você verdadeiramente e esplendidamente avança em sua estratégia? Acha que vai me enganar com issoooo...? Se insistirá que está congelando, então eu devo fazer uma tapete de brasas para você!!"""
{f:5:Virgilia},"""M‐Minhas desculpas......"""
,"{f:5:Virgilia} tentou ajudar, mas no fim, Kinzo não tinha essa intenção..."
Gaap,"""...............Vocês dois são mesmo obedientes. ...Se sentissem vontade, poderiam quebrar essas barras facilmente."""
Kanon,"""..........................."""
Shannon,"""......Mesmo se quebrarmos elas, nada virá disso."""
Gaap,"""De fato. ......Se você as quebrar, isto significaria o fim do jogo do {f:5:Goldsmith}. ......Todos vocês, bem como aqueles humanos na casa de hóspedes, iriam imediatamente se tornar sacrifícios para o ritual de Kinzo."""
Gaap,"""......Mas sabem, vocês dois podem ser os únicos. Quem detém o poder para acabar com essa situação......certo?"""
Gaap,""".........Você quer chegar à Terra Dourada, não quer? Deve ter muitos sonhos que deseja que se tornem realidade, certo...? *risos*......"""
Kanon,""".............................."""
Ronove,"""Gaap. Você não deve provocá‐los. ......Este não é o seu jogo. Este jogo pertence ao Mestre e a ojou‐sama."""
Ushiromiya Kinzo,""".........O que é isto, Ronove?"""
Gaap,"""Ah, nada demais. ......Nós estávamos conversando com os prisioneiros. Perdoe‐nos."""
,"Gaap exibiu um último sorriso de deboche para Kanon, virando‐se logo em seguida."
,Kanon apenas mordeu seu lábio inferior enquanto apertava seus punhos......
Kanon,"""..................... ......Merda........."""
Shannon,"""......Muito bem...... Bom trabalho se controlando......"""
Kanon,"""Nós somos impotentes...... Porque nós somos mobílias......"""
Shannon,"""Isso mesmo, ......nós somos impotentes. ......Mas há momentos em que mobílias são necessárias, e até mesmo amadas."""
Shannon,"""......Nós apenas estamos guardados no porão agora. ......Eu tenho certeza que um dia, alguém irá nos amar. Vai precisar de nós. ......Por isso, por ora, vamos ignorar as provocações deles e suportar isto... ......Tá?"""
Ushiromiya Krauss,"""......Pai. Eu os instrui para que trancassem Gohda e Kumasawa no depósito."""
Ushiromiya Kinzo,"""Ótimo. Você deve desligar agora. ......Irmãs Chiester. Observem meus netos enquanto eles trancam Gohda e Kumasawa. Se eles fizerem qualquer coisa suspeita, ......no mesmo momento, o teste de seleção para o meu sucessor acabará."""
,"Quando Kinzo deu sua ordem, as Irmãs Chiester apareceram alinhadas atrás dele."
Chiester00,"""Entendido ......Eu irei segui‐los. {ruby:Gogoroku:556} e 410, cobriremos ambos os flancos. 45, vigie a área toda."""
Chiester45,"""00... A 556 já......"""
Chiester00,"""Ah, ............tem razão. Eu peço desculpas."""
Chiester45,"""Ela era uma boa garota......"""
Chiester410,"""......É por isso que eu não gosto delas, nyeh. ...Boas pessoas."""
Ushiromiya Kinzo,"""O que estão fazendo, Irmãs Chiester?! Executem minhas ordens!"""
Chiester00,"""...............Minhas desculpas, senhor. Então, iremos observá‐los. ......Partindo!"""
,As Irmãs Chiester apagaram suas formas simultaneamente.
,"Nanjo e Kyrie testemunharam os instantes em que elas apareceram e desapareceram, como se tivessem se teletransportado, mas eles interpretaram aquilo como se elas provavelmente tivessem surgido e desaparecido na escuridão de tal forma que fez parecer como se tivessem se teletransportado, e sem saber explicar ao certo, apenas esfregaram seus olhos..."
Ushiromiya Kinzo,"""......Muito bem. Eu devo começar as preparações para o teste. Ronove, Gaap. Conto com vocês para serem os examinadores. {f:5:Virgilia}, você fica cuidando desses ratos. .........Afinal, duas de minhas mobílias estão aqui. Fique de guarda por precaução."""
,"Ele disparou um olhar afiado para Shannon e Kanon. Fechando seus olhos, Shannon se curvou silenciosamente para ele, respondendo, sem a necessidade de palavras, que ela não iria causar nenhum problema......"
{f:5:Virgilia},"""......Certamente. Eu serei cuidadosa."""
Gaap,"""Esse frio não é um pouco duro para seu corpo velho, Lia? Eu deveria trazer uma térmica com água quente...?"""
{f:5:Virgilia},"""Calada. Se apresse e vá. Gap."""
Ronove,"""Pu ku ku ku...! Bem, testes e examinadores, que experiência mais estranha estamos tendo neste jogo. .........Espero que este desenvolvimento entretenha a ojou‐sama."""
{f:5:Virgilia},"""......Venham, apareçam, serventes‐cabra."""
,"{f:5:Virgilia} os chamou das sombras, e a partir daquele ponto, três grandes serventes com cabeças de cabras lentamente apareceram."
Gaap,"""Ah, os servos da Riiche. Que convenientes. E veja como são quentes. Entendo, então usará isso ao invés de água quente. Nesse caso, uma ovelha não seria melhor do que cabras?"""
{f:5:Virgilia},"""Não quero ouvir isso de quem usa roupas velhas de casimira. ......Eles não são muito espertos, mas seguem ordens de forma fiel e são bem confiáveis."""
Ushiromiya Kinzo,"""Mm, eu devo deixar isto com você. Minha amiga, {f:5:Virgilia}. ......O resto de vocês, sigam‐me."""
,"Kinzo se virou, permitindo que seu manto esvoaçasse."
,"Seguindo ele, foram Ronove e Gaap, ......bem como os três serventes‐cabra recém invocados."
{f:5:Virgilia},"""......Vocês três devem esperar aqui comigo. Não os sigam."""
,"As cabras deram um salto, surpresas, e voltaram troteando."
,"Kyrie, que estava observando aquilo em descrença, como se tudo não passasse de encenação, acabou por bufar."
Ushiromiya Kyrie,"""Heheh...... Que subalternos divertidos."""
{f:5:Virgilia},"""L‐Lorde {f:5:Goldsmith} não deu permissão para que falasse livremente."""
,...Ela provavelmente estava um pouco envergonhada.
,"{f:5:Virgilia} falou friamente, mas Kyrie pôde ver através dela e, por um instante, não conseguiu conter seu riso abafado."
,"Entretanto, por outro lado, Kyrie estava surpresa pelo número de pessoas que estavam com Kinzo."
,"Porque, incluindo o próprio Kinzo, ao menos dez inimigos já haviam dado as caras..."
,......O calabouço onde eles estavam aprisionados supostamente ficava abaixo da mansão secreta chamada Kuwadorian.
,"Embora a existência tivesse sido comentada por meio de sussurros, nem mesmo Krauss tinha conhecimento dela até então."
,"Poderiam haver diversas outras instalações como essa em Rokkenjima, desconhecida para todos, exceto Kinzo, escondendo incontáveis e desconhecidos capangas que apenas Kinzo conhece...?"
,"Afinal, quantos humanos estão em Rokkenjima, presos por causa do tufão...?"
,"Não, na verdade...nós somos os únicos sob a impressão de que há apenas 18 pessoas nessa ilha......?"
,"Enquanto discutíamos se a {f:5:Beatrice} existia ou não, preocupados com a existência de uma 19ª pessoa, nada mais fomos do que um perfeito exemplo de sapos dentro de um poço...?"
,"Não, não, de fato... A esse ponto, não teriam mais pessoas do lado inimigo do que do nosso...?"
Ushiromiya Kyrie,"""............Afinal, o que está acontecendo......? Bruxas? Demônios? Magia?{n}......Eu deveria acreditar nesse tipo de coisa? Meus olhos estão com problema? Ou seria minha cabeça? ...Sinto que estou enlouquecendo........."""
,Um assassinato em massa conduzido por meio da magia.{n}Demônios aparecendo e desaparecendo em meio ao ar.
,"Mais importante do que o número de inimigos, como devemos interpretar as várias coisas exibidas diante de nossos olhos, e que não podem ser explicadas com o senso comum deste mundo?"
,"......Kyrie começou a sentir que já não sabia mais o que estava acontecendo, e, enquanto lutava desesperadamente contra o desejo de abandonar tudo e desistir, ela rangiu seus dentes em uma tentativa que manter sua sanidade..."
,"Obviamente, Gohda e Kumasawa devem estar relutantes sobre serem trancados no depósito do jardim de rosas."
,"......Mas eles estão sendo ameaçados, e se resistirem, a segurança dos reféns pode não ser garantida..."
,"Foi bem difícil fazê‐los concordar com isso, mas, uma vez que foi apresentado uma ideia de que a segurança poderia realmente ser garantida se a chave para o depósito fosse passada para eles por uma fresta na janela depois que eles estiverem dentro, ......e foi sugerido que eles poderiam levar cobertores e comida junto, eles finalmente foram convencidos."
Kumasawa Chiyo,""".........Este lugar é mesmo bem frio... Pergunto‐me quanto tempo vamos ficar presos aqui......"""
Ushiromiya George,"""......No pior dos casos, até segunda de manhã, ou seja, ficarão um dia completo e uma noite. ......Eu realmente me sinto mal por vocês dois fazendo isso..."""
,"George e Battler limparam uma área no chão, e esticaram os cobertores lá.{n}Eles também deixaram comida enlatada, biscoitos, e outros lanches leves que haviam levado."
Ushiromiya Battler,"""Vai ser difícil para vocês aguentarem até segunda de manhã só com isso... Se nós ao menos pudéssemos ter parado na cozinha..."""
Ushiromiya Jessica,"""Foi dito para não irmos a nenhum lugar desnecessário. ......Aparentemente eles estão nos mantendo sobre vigilância. .........Merda."""
Gohda Toshiro,"""......Eu honestamente peço desculpas por não podermos ajudar...... E são nessas horas que nós supostamente deveríamos ficar ao lado de vocês........."""
Ushiromiya George,"""Não podemos fazer nada agora. ......Mais importante, estamos confiando em você para cuidar da Kumasawa‐san. ...Nós não sabemos o que vai acontecer. Quando for preciso, quero que faça tudo o que puder para ajudá‐la. E mais do que isso, eu quero que você fique seguro..."""
Gohda Toshiro,"""...Sim, entendido. ......Por favor, tomem cuidado. Neste momento, o Mestre está......tomando vidas humanas como se fosse peças de um tabuleiro de xadrez. ...Por favor, tomem cuidado."""
,"Gohda olhou para o chão, lembrando da atrocidade na sala de jantar, ainda incapaz de entender o que havia acontecido, com a cabeça baixa pela vergonha de ser incapaz de descrever por completo aquele terror."
Ushiromiya George,"""Obrigado. .........Por favor, eu peço que mantenham‐se alertas. Você também, Kumasawa‐san."""
Kumasawa Chiyo,"""......E vocês, por favor, tomem cuidado...... Eu não faço mais ideia do que está acontecendo......"""
Ushiromiya George,"""Certo, ......nós estamos indo. Vamos, Battler‐kun. Jessica‐chan. ......Venha, Maria‐chan, você também."""
Ushiromiya Maria,"""............Uu."""
,"Olhando para as expressões dolorosas no rosto dos dois que estavam para serem presos, ficou mais difícil ainda para fechar o {i:shutter}."
,Mas não podemos desobedecer as ordens.{n}......Estamos sendo vigiados.
,"Nós abaixamos o {i:shutter} e o trancamos.{n}Então, George foi em direção à pequena janela na lateral do depósito."
,"Era uma pequena janela de treliça, usada apenas para iluminação e ventilação."
,"Parecia com a janela de uma cela, fazendo com que os dois parecessem ainda mais dignos de pena, ......mas por outro lado, isto iria protegê‐los de Kinzo e seus subordinados, ou é o que esperavam..."
,Ele abriu a janela e os chamou.
Ushiromiya George,"""......Vocês estão bem? Não estão com frio?"""
Kumasawa Chiyo,"""Estamos bem. Temos todos esses cobertores. ......Se nos enrolarmos neles, vamos ficar bem."""
Ushiromiya Battler,"""Eu queria que tivéssemos trazido um fogão a querosene ou algo assim......"""
Ushiromiya George,"""......Mas não haveria ventilação aqui. É difícil, mas não há nada que possamos fazer agora. ......Reféns estão sendo usados contra nós. Não podemos desobedecer ordens..."""
Ushiromiya Battler,""".........Merda... ......Se pudéssemos salvar a Kyrie‐san e os outros de alguma forma......"""
Ushiromiya George,"""Shh. ......Eles podem estar escutando você. .........Gohda‐san, pegue. A chave para o {i:shutter}."""
,George jogou a chave através da pequena janela.
Gohda Toshiro,"""......Obrigado. Eu irei guardá‐la."""
,"Gohda pegou a chave, e após mostrar para Kumasawa, colocou em seu bolso."
,Havia apenas uma chave que abria o {i:shutter} do depósito de jardinagem.{n}Ele foi entregue para os dois que estavam sendo trancados lá.
,"Se ela ficasse com as crianças, poderia acontecer dela ser roubada por alguém, o que seria um risco para a vida daqueles que estavam sendo trancados no depósito."
,"E mesmo eles estando com a chave, o {i:shutter} não pode ser aberto por dentro. Isto satisfaz a demanda de Kinzo."
,"Entretanto, não havia mais como abrir o depósito do jardim pelo lado de fora.{n}Isto iria protegê‐los."
,"Kinzo ordenou que eles fossem confinados, ......e não podemos fazer nada mais além de confiar que esse frio depósito vai proteger eles."
,"Segurando a mão de Maria, Jessica observou George entregar a chave, então olhou para os bosque no jardim de rosas tomado pela escuridão."
,"......Em algum lugar em meio aquela escuridão, alguém estava escondido, observando se eles iriam obedecer as ordens ou não."
,"É claro, meramente apontar suas lanternas naquela direção não fez com que nenhuma silhueta suspeita aparecesse."
,Mas alguém certamente estava lá...escondido enquanto observava.
,Diversas vezes eles foram pegos por uma vontade de gritar para eles.{n}......Mas por diversos motivos eles conseguiram se conter.
,"As quatro crianças deixaram o local, olhando diversas vezes por cima de seus ombros."
,A fraca luz da lâmpada incandescente no depósito de jardinagem estava vazando para fora.
,"......Seria possível que esse insano incidente chegasse ao fim de alguma forma, ......para que eles possam ver aqueles dois novamente?"
,"......Para George, que havia fechado o {i:shutter}, ...a resistência da tranca fez com que ele sentisse como se estivesse matando eles com as próprias mãos."
Ushiromiya Battler,""".........Mas mesmo assim......nós não podemos desobedecer as ordens......"""
Ushiromiya Jessica,"""Um {i:teste}...? ......Aquele velho de merda só pode estar brincando......! Matar minha mãe e capturar meu pai por isso......? Eu não entendo, eu vou matar ele...!"""
Ushiromiya Maria,"""......Está tudo bem, Jessica onee‐chan. Não há motivos para ficar triste......"""
Ushiromiya Jessica,""".........Maria......"""
Ushiromiya Maria,"""A bruxa vai reviver muito em breve. .........Não vai demorar para que você possa ver ela na Terra Dourada. ...Kihi{0}hi{0}hi{0}hi{0}hi{0}hihihi............ Aii."""
Ushiromiya Battler,"""Não fique rindo em horas assim. ......Sério, um ritual de ressurreição para uma bruxa? Ele devia manter suas fantasias dentro da própria cabeça. Envolvendo todas essas pessoas... ........Isso vai sair caro, ...filho da puta..."""
Ushiromiya George,""".........Vamos voltar para a casa de hóspedes. ...Vai ser ruim se não estivermos lá quando o vovô ligar."""
,"Estimulados por George, todos começaram a caminhar em direção à casa de hóspedes......"
,"Naquele momento, Jessica se virou, e gritou em direção à escuridão do jardim de rosas."
Ushiromiya Jessica,"""..................{b:Eii}!! Tem alguém nos vendo, não é?! Digam para aquele velho...!! Digam que eu vou acabar com ele!! Vamos...!!"""
,"É claro, não houve resposta, apenas o rugido do vento e o barulho da chuva......"
,As crianças retornaram para a casa de hóspedes...{n}...Com medo daquilo do que poderia estar esperando por eles em suas voltas.
,"Após partirem, .........do exato ponto em meio à escuridão para onde Jessica havia gritado, as orelhas de dois coelhos surgiram..."
Chiester45,"""......De‐Dededesculpaaaa...! Me encontraraaaaam...!!"""
Chiester410,"""É porque você é muito lenta, 45, nye~h. Ni~hihihi~, o Pendragon‐sama vai repreender você~{p:0:♪}"""
Chiester45,"""Me desculpa, me desculpa, por favoooor não conte ao Pendragon‐sama!"""
Chiester00,"""Cale a boca e fique quieta. Foi óbvio que não passou de um blefe.{n}...O confinamento de Gohda e Kumasawa foi confirmado. Missão concluída. Hora de reportarmos."""
Chiester410,"""Ya~y, ya~y. Nihi{0}hi{0}hi{0}hi{0}hi{0}hihihi! Aii."""
Chiester00,"""Você quer que todas nós fiquemos restritas a cenouras e água por causa da responsabilidade coletiva? ......Vamos."""
,Era certo o fato de que eles estavam sendo observados.
,"Porque no momento em que retornaram para o quarto dos primos, acenderam as luzes e sentaram‐se na cama, o telefone tocou."
,"Até então, era Jessica quem estava atendendo o telefone, visto que era sua casa, mas desta vez foi George, o mais velho entre eles, quem atendeu."
,"Desta vez, era a Kyrie‐san quem estava do outro lado da linha.{n}Considerando isso, George passou o telefone para Battler..."
Ushiromiya Battler,""".........Alô. Kyrie‐san? Está tudo bem aí...?!"""
Ushiromiya Kyrie,"""Obrigada por se preocupar. ...Está mais agradável agora. .....................Desculpe, eu fui ordenada a não falar mais do que o necessário. Ouça atentamente o que eu vou dizer agora."""
,"O fato de que eles continuam reféns não mudou.{n}E Kinzo, ou algum de seus subordinados, provavelmente está ouvindo essa conversa."
,"Battler conteve a vontade de falar sobre qualquer outra coisa, e se focou no que Kyrie iria dizer."
Ushiromiya Kyrie,"""O teste será aplicado à Jessica‐chan, ao George‐kun, ao Battler‐kun e à Maria‐chan, nesta ordem. .........Vocês serão chamados um de cada vez, então, até lá, não deixem o quarto. A pessoa chamada deve se dirigir ao local indicado, sozinha."""
,Battler repetiu em voz alta para que seus primos também pudessem entender.
Ushiromiya Battler,"""......A Jessica, o aniki, eu e a Maria, nessa ordem, ficaremos no quarto até sermos chamados, certo. ......Entenderam...? ......Até a Maria? Até mesmo uma garota de nove anos... O que aquele velho de merda vai nos forçar a fazer, filho da puta..."""
Ushiromiya Kyrie,"""...............O futuro de família Ushiromiya está nas mãos de vocês agora. ......Façam o seu melhor."""
Ushiromiya Battler,"""......Hm. ...............Pode deixar."""
,"Battler notou o estranho nuance nas palavras de Kyrie.{n}Mesmo sem nenhuma relação de sangue, ele podia entendê‐la graças a duradoura relação entre eles."
,Agora não é hora de se preocupar com o futuro da família Ushiromiya.{n}......Essa não era a mensagem que Kyrie queria passar.
,"Ela provavelmente queria dizer ""não há como escaparmos desse calabouço, e podemos apenas esperar por um resgate. Nossas vidas estão em suas mãos""."
,......Algo desse tipo.
Ushiromiya Battler,"""Sim, deixe com a gente. Não faço ideia de que tipo de teste é, mas pode vir com tudo. Eu não vou recuar de um desafio. .........É um teste sério, certo? ...Está tudo bem em irmos......pra valer?"""
Ushiromiya Kyrie,"""......Sim. É um teste sério. Ele planeja {i:realmente} testar vocês."""
Ushiromiya Battler,"""Isso não está certo, não está nada certo. ......Um velho de merda com o pé na cova acha que pode me vencer quando estou sério?"""
Ushiromiya Battler,"""Vamos ver ele vomitar essa merda toda além do túmulo. Eu sei que ele está aí, então diga isso por mim: o próximo chefe sou eu. E minha primeira ação vai ser implantar meu punho na sua cara...!"""
,"Mesmo sem Kyrie precisar repetir, as vigorosas palavras de Battler chegaram aos ouvidos de Kinzo..."
Ushiromiya Kinzo,"""Fuhahahahahahahaha!! Battleeeeer, eu estou muito ansioso por isto!"""
Ushiromiya Kinzo,"""Mal posso esperar para ver que tipo de homem alguém que descartou o nome Ushiromiya se tornou, ver que tipo de condição ele alcançou ao aparecer diante de mim!! Diga a ele que...!"""
,"Infelizmente, a voz de Kinzo não chegou a ser ouvida pelo telefone. Então Kyrie falou para ele."
Ushiromiya Kyrie,"""Ele disse estar ansioso pelo desafio, ou algo assim. .....Certo, Battler‐kun. Não há motivos para se segurar. .........Você é filho do Rudolf‐san."""
Ushiromiya Kyrie,"""......Não, você é o meu filho. Mostre algo que não me envergonhe e eu possa me gabar depois. .........Eu estou confiando tudo a você......"""
Ushiromiya Battler,"""Entendido, mãe. .........Deixe o resto com a gente...!"""
Ushiromiya Kyrie,""".........Todos nós já perdemos nosso direito a herdar a posição de chefe. ......Agora somos iguais à peças de xadrez retirados do tabuleiro, observando tudo de fora. Por isso vocês terão que lutar por conta."""
Ushiromiya Battler,"""...............Kyrie‐san........."""
,O nuance daquelas palavras foram.........
,"""Nós já desistimos. ...Você pode nos esquecer."""
,"......Mas.........por essa única razão, eu não vou desistir......{n}Eu vou acabar com esse teste ou seja o que for, e salvar todo mundo...!"
Ushiromiya Kyrie,"""Muito bem, ......aqui estão as instruções para o primeiro teste, da Jessica‐chan. ......Ele disse para ir para o seu quarto."""
Ushiromiya Battler,"""Seu quarto?"""
Ushiromiya Kyrie,"""Parece que é o quarto da Jessica que fica na mansão."""
Ushiromiya Battler,""".........Vou passar para a Jessica. Fale direto com ela. ......Jessica."""
Ushiromiya Jessica,"""A‐Alô...... ............Certo, ...eu entendi..."""
Ushiromiya Jessica,"""............Começa comigo... ......Estou pronta. Vou voltar logo!"""
,"Na realidade, Jessica provavelmente estava com o mesmo medo que uma garota da sua idade teria."
,......Mas ela encobriu esses sentimentos e fortaleceu sua determinação.
Ushiromiya George,"""Tome cuidado, ......certo?"""
Ushiromiya Jessica,"""......Estamos sendo observados, não estamos? Não podemos fazer nada mais. Só podemos fazer exatamente o que nos foi dito."""
Ushiromiya Battler,""".........Eles disseram que aquele velho de merda matou seis pessoas na sala de jantar em um instante, sem hesitar. ......Vai ser o mesmo para nós."""
Ushiromiya Jessica,"""Eu sei. ............Eu vou fazer ele pagar."""
Ushiromiya George,"""Não faça nada precipitado. .........Se achar que está em perigo, pense primeiro em você. ......Se o tio Krauss descobrir que a própria filha se sacrificou por ele, não tenho dúvida que seu coração se partiria."""
Ushiromiya Jessica,"""O contrário também está valendo. .........Se meus pais forem mortos, e eu for a única que sobrou, meu coração seria dilacerado."""
Ushiromiya George,""".............................. ......Battler‐kun. O que você disse antes é verdade......?"""
Ushiromiya Battler,"""Sim. ......A Kyrie‐san e os outros já estão......preparados para o que vai acontecer."""
Ushiromiya Jessica,"""Por isso, eu já estou mais do que preparada. ......A vida deles está sobre nossos ombros. Os reféns não podem fazer nada enquanto estiverem presos. Então resta a nós fazer algo."""
Ushiromiya George,""".........Se qualquer coisa acontecer, corra de volta para a casa de hóspedes. Nessa hora, nós já vamos estar jogando o jogo do vovô."""
Ushiromiya Battler,"""Aniki........."""
Ushiromiya George,"""Nessa hora, nós vamos declarar guerra. .........Não importa onde eles estão presos, nós vamos salvá‐los, e veremos o vovô ter o que ele merece."""
Ushiromiya Battler,"""......Você tem certeza, aniki? ......A Shannon‐chan também está lá."""
Ushiromiya George,"""........................ ......Isso não significa que eu vou ficar sentado enquanto espero minha noiva ser morta. .........O que me assusta não é que a Shannon pode ser morta pelo vovô."""
Ushiromiya George,"""{i:Eu estou com medo que vocês vão encontrar aquele velho de merda que pegou minha noiva primeiro, e socar ele antes de mim}."""
Ushiromiya Jessica,"""Agora eu entendi... ......Sim, isto é mesmo um teste para definir quem vai ser o próximo chefe."""
Ushiromiya Battler,"""Pois é. ......O primeiro a enfiar o punho na cara daquele velho de merda vai ser o sucessor."""
,"George, Battler, e Jessica vigorosamente concordaram com suas cabeças e juntaram seus punhos."
,"Então, Jessica partiu para seu quarto, assim como designado......"
,"Sua forma desapareceu ao passar pelo sombrio jardim de rosas, que tremulava com o violento vento que soprava."
,"......Assim que a viram partindo, George e Battler apertaram seus punhos trêmulos....."
,"Maria, que permaneceu no segundo andar, observava as costas de Jessica pela janela."
,Seu rosto não demonstrava nenhuma expressão......
Ushiromiya Maria,"""......Por que todos estão tão irritados? .........Quando a {f:5:Beatrice} for revivida, nós vamos poder trazer todos de volta à vida."""
,A figura de Jessica já havia sido completamente engolida pela escuridão.
,"......Naquele momento, o telefone começou a tocar mais uma vez."
,"Battler e George ouviram e voltaram apressados, mas Maria já havia pego o telefone."
Ushiromiya Maria,"""...............Alô."""
Shannon,"""Ma‐......Maria‐sama...? É a Shannon. ......Poderia passar o telefone para o George‐sama?"""
,"Desta vez, era Shannon quem havia ligado."
,"O propósito da mensagem foi passado à próxima pessoa, George, onde ele deveria ir......"
