Speaker,Brazilian Portuguese (PT)
Willard H. Wright,""".........O sucessor da liderança da família supostamente deveria ser o Krauss."""
Ushiromiya Lion,"""Meu pai, Krauss, atuará como chefe até que eu complete vinte anos. Quando eu fizer vinte, irei assumir a liderança."""
Willard H. Wright,"""Primeira vez que ouço isso. Pode provar isso?"""
,Pareceu que até mesmo Lion estava começando a se irritar com tudo isso.{n}Sua expressão serena pareceu se distorcer suavemente.
Ushiromiya Lion,"""Este é o anel de prata do sucessor da Águia de Uma Asa. Está bom para você?"""
Willard H. Wright,""".........Anel de prata? O anel de ouro do chefe apareceu diversas vezes, mas eu nunca ouvi falar sobre um anel de prata para o sucessor. ......Eu não lembro do Krauss ou da Jessica usarem um desses."""
{f:5:Bernkastel},"""*risos*...... Fico feliz. Parece que você prestou bastante atenção em algo que leu por cima."""
Willard H. Wright,"""Quando uma bruxa lhe entrega uma história, você nunca sabe quando algo absurdo vai aparecer. Especialmente quando é uma Grande Bruxa do Senado."""
Ushiromiya Lion,"""Q‐......Quem diabos......são vocês dois?! Desculpa, mas eu não faço ideia do que estão falando. Se terminaram de oferecer suas flores, por favor, retirem‐se. Parece que vocês não são dignos da hospitalidade da nossa família."""
,Lion finalmente perdeu a paciência.{n}Eram as duras palavras que esta gentil criança era capaz de proferir.
,"Entretanto, Will e a garota não pareceram se importar..."
Willard H. Wright,"""Eu não vim até aqui porque quis."""
{f:5:Bernkastel},"""Estamos perdendo tempo, então deixe‐me ir adiante. ......Wright. Tente vencer este jogo. Como Game Master, eu, {f:5:Bernkastel}, o convido a se juntar ao jogo."""
Willard H. Wright,"""E eu recuso."""
{f:5:Bernkastel},"""Por quê?"""
Willard H. Wright,"""Já me aposentei. ......Raciocinar e investigar não são mais parte da minha vida."""
{f:5:Bernkastel},"""Como pretende passar o resto da sua vida? O Caçador de Magos, Wright, vai deixar de caçar bruxas?"""
Willard H. Wright,"""......Ah, também tem caça às raposas e caça à amêijoas. Eu não vim aqui para discutir o resto da minha vida com você."""
{f:5:Bernkastel},"""Então, veio aqui para recusar?"""
Willard H. Wright,"""Fique sabendo que seus poderes de dedução são simplesmente o ápice a se testemunhar......"""
{f:5:Bernkastel},"""Então faça como quiser. Vá para onde quiser. ......Isto é, supondo que você consiga deixar este lugar."""
Willard H. Wright,"""........................Tch. ......Então? Quais são as condições e o pagamento?"""
,"Na verdade, Will já havia desistido desde o início."
,Ele sabia que era incapaz de recusar um convite da Grande Lady {f:5:Bernkastel}.
{f:5:Bernkastel},"""‘Quem matou {f:5:Beatrice}?’ Esse é o meu jogo. Como pagamento, eu irei perdoar sua insolência e deixá‐lo sair desta capela."""
Willard H. Wright,"""Eu fiquei sabendo que bruxas sem amor pelo tédio possuem uma grande afeição por discursos insolentes."""
{f:5:Bernkastel},"""Isso é só para aquelas velhas que se cansaram depois de mil anos. Eu ainda sou bem jovem, por isso amo homens rudes como você...imaginando os horríveis destinos em que posso prendê‐lo......"""
Willard H. Wright,"""......Tch. E? Quem é o inimigo?"""
{f:5:Bernkastel},"""Não existe. Não há ninguém em seu caminho. Nós só queremos sentar e observar seu maravilhoso xeque‐mate neste jogo...... Eu até consegui alguém para se aliar a você. Esta é a função de Lion."""
Ushiromiya Lion,"""......?"""
,"Após ouvir seu nome sendo pronunciado de repente, Lion franziu mais uma vez."
,"Aparentemente, eles estavam conduzindo as coisas sem o conhecimento ou entendimento de Lion, o que era realmente irritante."
{f:5:Bernkastel},"""Lion é um membro da família Ushiromiya. Como ninguém da família conhece você, Lion certamente o ajudará bastante."""
Ushiromiya Lion,"""......Eu falho em compreender sobre o que estão falando, mas não tenho como ajudá‐lo enquanto não souber dos detalhes."""
Willard H. Wright,"""Viu só? ......Com uma ajuda dessas, vai ser moleza."""
{f:5:Bernkastel},"""Entretenha a mim......e minha mentora, Caçador de Magos, Wright. ......A Auau pode ser uma espectadora educada, mas eu posso jogar pipoca em você se me deixar entediada, entendeu...?"""
Willard H. Wright,""".............................."""
,Will coçou a cabeça com um olhar de desagrado em seu rosto.
,"Ele não estava nem um pouco interessado em se envolver, ......mas, por ora, ele percebeu que não poderia desobedecer as ordens de {f:5:Bernkastel}."
,"Então, ele se aproximou do caixão...e apontou para seu interior preenchido por rosas."
Willard H. Wright,"""Está me pedindo para resolver o caso de assassinato de {f:5:Beatrice}, mas... {p:1:Vinte Regras de Van Dine, Regra nº7: é proibido um crime sem cadáver}."""
{f:5:Bernkastel},"""{p:2:É uma Prova Diabólica. Talvez só não esteja dentro do caixão? A não ser que prove que não existe um corpo, ainda é um mistério}."""
Willard H. Wright,"""{p:1:Regra nº1: é proibido ter um crime sem nenhuma pista apresentada}."""
{f:5:Bernkastel},"""{p:1:Não se preocupe. Tudo está reunido aqui}."""
Willard H. Wright,""".............................."""
,"Não houve mudança na expressão de insatisfação de Will, ......mas ele parece ter entendido que, ao menos, tudo estava em ordem."
,"......No momento em que foi invocado por uma desinibida, caprichosa e cruel Grande Bruxa do Senado, um mero Inquisidor como ele estava atado a ser tratado como, não mais, do que um mero subordinado. Ele nunca deteve de uma forma de recusar..."
Willard H. Wright,""".........Então, você quer que eu descubra quem matou o dono deste caixão vazio. ......Tudo bem, eu aceito. Mas vai ter que deixar eu fazer as coisas do meu jeito."""
{f:5:Bernkastel},"""Como quiser."""
Willard H. Wright,"""Primeiro de tudo, .........eu preciso fazer com que você entenda o que está acontecendo."""
Ushiromiya Lion,"""......Sim, seria um grande alívio."""
,"O rosto de Lion parecia um cozido de expressões de desagrado, aparentando intrigamento, fúria e confusão, tudo ao mesmo tempo."
Willard H. Wright,"""Por aqui. ......Será mais rápido se ver com os seus próprios olhos."""
Ushiromiya Lion,"""......Maravilhoso. Por favor, guie o caminho."""
,Will assinalou com o queixo para que Lion se virasse e o seguisse.
,"Após bufar de forma insatisfeita, Lion seguiu Will enquanto observava ceticamente sua habilidade de explicar tudo aquilo de modo que fizesse sentido."
,"......Enquanto observava a dupla deixar a capela, ......{f:5:Bernkastel} zombou silenciosamente deles, com um sorriso frio estampado em seu rosto."
{f:5:Bernkastel},""".........Como miko da Majestosa Bruxa do Teatro, Dramaturgia e Observação, {f:5:Featherine} Alguma Coisa {f:5:Auaurora}; a Bruxa do Milagres, eu, {f:5:Bernkastel}, anúncio o início deste jogo."""
{f:5:Bernkastel},"""......O título deste conto é ""Réquiem da Bruxa Dourada"". ......Fie um conto apropriado para o funeral da Beato. ......*risos*risos*. Pois bem, vamos ver como vai arrancar as entranhas."""
,Após observar a dupla deixar a capela...
,...a forma de {f:5:Bernkastel} evaporou no ar da mesma maneira que chegou.
,Tudo o que ficou para trás foi um desagradável gargalhar......
,Ainda chovia do lado de fora.
,"Quando Kanon viu o visitante, acompanhado da criança sucessora, se aproximar da mesa da recepção, ele se curvou profundamente."
Ushiromiya Lion,"""......Bom trabalho. Pode descansar agora; se importaria de sair? Hmm, ............"""
Kanon,"""...............Sou Kanon. Sim, como desejar."""
,Kanon se curvou e desapareceu.
Willard H. Wright,"""Você não se preocupa em lembrar o nome dos seus serviçais?"""
Ushiromiya Lion,"""......Nossa família possui muitos jovens serviçais que vêm e vão e normalmente são substituídos com frequência. Tanto faz. O que está acontecendo, e como vai me explicar tudo? Quem é você? O que tem a tratar com esta família? É claro, não estou pedindo por uma explicação satisfatória. Eu ficaria feliz só de ver você indo embora."""
Willard H. Wright,"""Ninguém vai mais embora. Nem eu, ......nem ninguém."""
Ushiromiya Lion,"""Poderia parar com isso logo? Pare de ficar falando com enigmas confusos o tempo todo. Até mesmo a minha paciência tem limite. Se não quer que eu o veja partir, eu posso chamar o Genji ou o Gohda?"""
Willard H. Wright,"""Pare de falar. .........Veja isso."""
Ushiromiya Lion,"""Sim, eu consigo ver. É uma das rosas memoriais. Vai me mostrar algum truque de mágica?"""
,"Will pegou uma das flores de oferenda e mostrou para Lion, como se estivesse demonstrando que não havia nenhum truque ou mecanismo."
,"Então, ele lentamente a ergueu."
Willard H. Wright,"""......Observe."""
Ushiromiya Lion,"""Sim, estou observando. Por acaso uma pomba vai sair voando? Ou talvez bandeirinhas e confetes? .........Hã?"""
,Will arremessou a rosa.
,Todos esperariam que ela voasse em arco...e pousasse em alguma poça em meio ao vento e a chuva.
,As expectativas traídas deixaram Lion sem palavras.
,Inicialmente a rosa que Will arremessou certamente voou em um arco.
,Ela açoitou rapidamente pelo ar.
,"Porém, quando estava para passar pelas sombras do beiral e se expor à chuva, ......ela parou no meio do ar, como se tivesse sido perfurada em meio ao vazio do ar úmido, ela parou."
,Isso não foi tudo.
,"Dependurada em meio ao ar, as lindas pétalas douradas da rosa começaram a escurecer, uma após a outra, ......e transformou‐se em uma casca preta, como um carvão queimado."
,"E, mesmo após isso, ela permaneceu suspensa no ar......"
Ushiromiya Lion,"""......Que tipo de truque é esse? .........Ah—"""
Willard H. Wright,"""Não se mova."""
,"Lion havia se aproximado para tentar tocar os restos da rosa, que ainda flutuava no ar."
,Will bruscamente bloqueou o caminho com seu braço.
,Como se estivesse dizendo para Lion que deixar aquele lugar seria o mesmo que morrer.
Willard H. Wright,"""......Esta capela foi removida do Fragmento. No momento estamos presos dentro de um vórtex de tempo comprimido."""
Ushiromiya Lion,"""O que......você quer dizer...?!"""
Willard H. Wright,""".........Explicar seria um saco, então vou resumir. Basicamente, a não ser que participemos do jogo da bruxa, ninguém poderá deixar este lugar."""
Ushiromiya Lion,"""D‐......Do que está falando...?! O funeral já acabou! Tenho certeza que algumas pessoas vão querer retornar para a mansão ou a casa de hóspedes. Não podemos ficar presos aqui!"""
Willard H. Wright,"""Se tem algum problema com isso, então reclame com aquela bruxa. Ficar preso aqui também não me agrada nem um pouco."""
Ushiromiya Lion,"""Aquela garota é sua amiga, não é?! Faça ela parar com essa maluquice."""
Willard H. Wright,"""Ela já deve estar sentada na plateia, com um balde de pipoca no colo. Mesmo que eu chame, ela não virá."""
Ushiromiya Lion,"""N‐Não estou entendendo nada!"""
,Essa curta sentença descreveu tudo o que Lion estava sentindo agora.
,"Porém, Lion presenciou a rosa jogada por Will secar instantaneamente debaixo da nebulosa chuva."
,"......Lion experimentou fazer o mesmo com outra rosa, mas o resultado foi exatamente o mesmo."
,"Ninguém iria querer usar o próprio corpo para testar algo tão assustador, capaz de fazer rosas perecerem instantaneamente......"
Willard H. Wright,"""Só existe uma forma de sairmos daqui. ......Nós precisamos jogar o jogo da {f:5:Bernkastel}."""
Ushiromiya Lion,"""......Se refere a quem matou Beatrice?"""
Willard H. Wright,"""Foi o que ela nos mandou investigar. Se você pudesse me contar sobre isso, as coisas seriam muito mais rápidas. ......Aquela bruxa caprichosa ficaria completamente satisfeita. Você será capaz de se livrar de nós e eu poderei voltar a tempo do meu encontro com a Diana. ......Se eu deixá‐la esperando muito tempo, ela vai começar a arranhar o sofá de novo."""
Ushiromiya Lion,"""Quem matou Beatrice, é......? Não acho que você possa invadir um funeral assim e chegar perguntando isso para os membros da família do morto."""
Willard H. Wright,"""Questionar a família do falecido é uma das bases do gênero do mistério. Desista logo e aceite. ......Eu sei que Beatrice era a amante de Kinzo, o chefe da família."""
Ushiromiya Lion,"""..................... Você é mesmo uma pessoa estranha. ......Como sabe tanto sobre a nossa família? ......Tem certeza que não possui nenhuma conexão conosco...?"""
,Will sabia tanto sobre a família Ushiromiya porque {f:5:Bernkastel} havia mostrado a ele todos os Fragmentos até então.
,"É claro, ele pessoalmente não possuía nenhum tipo de laço com a família Ushiromiya.{n}Seu plano existencial em si era algo que estava em um nível diferente."
Willard H. Wright,"""Porém, Beatrice morreu há muito, muito tempo atrás. De acordo com Genji, ela faleceu antes mesmo da mansão ser concluída, mas a causa de sua morte é incerta. .........Para ser honesto, essa é a primeira vez que ouço que ela foi ""morta"". ......Conte mais sobre isso."""
Ushiromiya Lion,""".........Meu nome é Ushiromiya Lion."""
Willard H. Wright,"""Willard. Pode me chamar de Will."""
,"Pela primeira vez, Will se apresentou."
,A apresentação mútua finalmente estava completa e Lion finalmente foi capaz de falar em igualdade com ele.
,"......Porém, Lion respirou fundo e olhou para o céu, com um vago sorriso no rosto."
Ushiromiya Lion,"""Will‐san."""
Willard H. Wright,"""Só Will serve. Eu chamarei você de Lion."""
Ushiromiya Lion,"""......Will. Honestamente, ......mesmo eu não sei muito sobre essa pessoa chamada Beatrice."""
Willard H. Wright,"""...............Sei. Chamam isso de jogo por um motivo."""
,"Se Lion pudesse contar tudo a ele, revelando a verdade sem que Will tivesse que se empenhar......"
,"Aparentemente, as coisas não serão tão fáceis assim."
Ushiromiya Lion,"""Todos que entram para família Ushiromiya conhecem o nome e a imagem de Beatrice."""
Willard H. Wright,"""Por causa do grande retrato pendurado no hall de entrada, certo? Aquele retrato foi pendurado lá pela primeira vez em abril de 1984."""
Ushiromiya Lion,"""Sério, ......como você sabe tantas coisas? ......Tudo bem. Já passou da hora de eu ficar achando isso estranho. Tenho certeza que você vai começar a falar com enigmas de novo."""
,"Lion sucederia o chefe, tornando‐se a próxima liderança da família.{n}Kinzo frequentemente optava falar com a pessoa que iria sucedê‐lo."
,"Por causa disso, Lion já deve ter se acostumado a conversar com pessoas carrancudas ou de difícil compreensão."
,"Decidido de uma vez por todas que ficar se apegando a trivialidades seriam pura perda de tempo, Lion foi capaz de conversar normalmente com o misterioso homem intitulado Will, como se ambos fossem bons amigos há muito tempo......"
Willard H. Wright,"""Todos conhecem Beatrice. E ainda assim, ninguém a conhece. Kinzo é o único que a encontrou."""
Ushiromiya Lion,"""......O chefe parece estar especialmente incomodado hoje. Encontrarei uma boa oportunidade para que você o conheça e pedirei que você adote uma atitude reservada e educada, Will‐san."""
Willard H. Wright,"""Isso facilita as coisas. ......Pensei que iria resistir um pouco mais."""
Ushiromiya Lion,"""Já me acostumei a falar com o chefe da família. Eu aprendi a aceitar as mais incoerentes situações e só seguir o fluxo."""
,"{f:5:Bernkastel} havia colocado uma ""barreira"", isolando a capela do resto do mundo."
,"Para destruí‐la, eles teriam que descobrir ""quem matou {f:5:Beatrice}""."
,"Para Lion, quem acompanhou Kinzo em diversas ocasiões, entender isso era algo necessário......"
