Speaker,Brazilian Portuguese (PT)
Zepar,"""Bem, já não está na hora de irmos para cama? Eu tenho que trabalhar amanhã cedo, mas você tem um trabalho diferente."""
Furfur,"""Isso mesmo. Diferente do resto, eu tenho que ir à escola. Quando passo a noite em Rokkenjima, preciso me arrumar para a escola e esperar a ojou‐sama no atracadouro."""
Zepar,"""A ojou‐sama parece uma pessoa bem energética. Espero que vocês se deem bem!"""
Furfur,"""A‐Acha que vou conseguir...? Estou com medo da escola, é muito nervosismo...!"""
Clair,"""......Eu cresci me acostumando com a vida na Casa Fukuin, por isso as regras mais frouxas da escola tornavam a minha vida mais fácil. Mas até me acostumar com isso, tudo era novo, e tudo gerava nervosismo."""
,A minha nova vida em Rokkenjima provavelmente merece uma explicação.
,Era completamente diferente da vida confortável e estagnada que eu vivia na Casa Fukuin.
,"Além do tempo que eu passava servindo à família Ushiromiya em Rokkenjima, eu também viajava para a escola primária em Niijima durante os dias de semana."
,"Foi o começo de um tempo de muita agitação e ocupação, praticamente sem horas vagas para descansar."
,"Diferente da Casa Fukuin, eu não dormia na mesma cama todos os dias aqui."
,"Metade da semana eu dormia nas acomodações dos serviçais, que ficavam na mansão de Rokkenjima."
,"Eu voltava da escola com a ojou‐sama, ia para a mansão e trabalhava como serviçal. Então passava a noite e ia para a escola junto com a ojou‐sama na manhã seguinte."
,"Nos dias em que eu não precisava trabalhar, eu voltava para o dormitório em Niijima, onde podia ter um tempo para mim no quarto que me foi conferido."
,"Tinha uma mãe adulta no dormitório que controlava rigorosamente as refeições e o apagar das luzes, mas como já tinha me acostumado com esse tipo de vida na Casa Fukuin, não foi difícil para mim."
,Os quartos eram levemente maiores que a média e acomodavam três pessoas em cada.
,"Porém, seja pelo número de pessoas ou algum golpe de sorte, eu não fiquei em um quarto para três."
Shannon,"""Parece que iremos dividir um quarto aqui nos dormitórios também."""
,"Com a Shannon ao meu lado, eu senti que poderia passar por tudo..."
Ushiromiya Natsuhi,"""Pois é. Todos os anos, novos serviçais vêm da Casa Fukuin para substituir alguns mais antigos."""
Ushiromiya Krauss,"""Era algo que o pai organizava por conta própria. O resto de nós não podia meter o bedelho."""
Ushiromiya Natsuhi,"""Nossa família providenciava uma estrita educação para aquelas crianças sem família e dava suporte a elas em seus caminhos à vida adulta. Eu sempre vi isso como sendo uma obrigação que a rica família Ushiromiya tinha com a sociedade."""
Furfur,"""Que tipo de crianças vinham para servir a família Ushiromiya?"""
Zepar,"""Tenho certeza que eram crianças diligentes, adoráveis e com condutas irrepreensível!"""
Ushiromiya Natsuhi,"""Para mim, parecia que haviam muitos olhares de hienas entre elas."""
Ushiromiya Krauss,"""Vamos dizer que todas tinham altas ambições. Todas aquelas crianças coitadas sem família. Elas estavam determinadas a usar desta rara oportunidade para lançarem suas carreiras, para que assim pudessem assumir o controle de suas vidas."""
Furfur,"""Todas elas tinham que balancear a vida escolar e o trabalho de serviçal?"""
Zepar,"""Devia ser difícil! Assim não conseguiria trabalhar muito!"""
Ushiromiya Natsuhi,"""Não teve nenhum caso de serviçais que frequentavam a escola enquanto trabalhavam...exceto aquela criança."""
Ushiromiya Krauss,"""Honestamente, eu fiquei bem surpresa quando aquela criança me cumprimentou pela primeira vez. Era muito jovem. Todas as outras crianças tinham por volta de 16 ou 18 anos mas aquela criança parecia ter 10 anos a menos."""
Ushiromiya Natsuhi,"""Serviçais mais jovens que vinham da Casa Fukuin para a mansão iam apenas para ganhar experiência em trabalhos do mundo real, por isso eu não esperava um alto nível de habilidade como serviçal."""
Ushiromiya Krauss,"""É verdade. Você não pode esperar que serviçais aprendizes estejam no mesmo nível dos adultos."""
Ushiromiya Natsuhi,"""Mas aquela criança nem tinha começado o colégio. Sem conhecimento de trabalhos domésticos, sem experiência prática e ainda estava começando a educação compulsória. Eu não sei o que o pai estava pensando, mas sempre acreditei que tinha algo estranho nisso."""
Ushiromiya Krauss,"""Eu falei com o pai sobre isso. Eu perguntei se não era melhor esperar nossos serviçais se graduarem no ensino médio antes de começarem a servir."""
Furfur,"""E o que o Kinzo disse?"""
Zepar,"""Qual é, todos sabemos o que ele disse."""
,"""""Oooooh, {f:5:Beatrice}~~!!"""""
Ushiromiya Krauss,"""Hahaha... Naquela época, ele já estava completamente isolado no seu estúdio, obcecado com o ocultismo. Se tentasse falar com ele, ele gritaria com você e diria para parar de atrapalhar ""a jornada de sua mente""."""
Ushiromiya Natsuhi,"""E as decisões do pai eram absolutas. ......Mas o caso em particular daquela criança não fazia sentido."""
Ushiromiya Krauss,"""Eu até perguntei na Casa Fukuin sobre isso. Disseram que era pra falar com o Genji‐san. Então eu falei com o Genji‐san, mas ele disse que era para falar com o Mestre."""
Zepar,"""E você perguntou ao Mestre e ele respondeu ""{f:5:Beatrice}~""!"""
Furfur,"""Ahahahaha! Parece que ninguém sabe a verdade!"""
Ushiromiya Krauss,"""A Jessica era a única criança na ilha. Os serviçais costumavam brincar com a minha filha, mas ela queria fazer amizade com crianças da mesma idade. Alguém que pudesse brincar com ela em casa, bem como na escola."""
Ushiromiya Natsuhi,"""......Eu comecei a pensar que o pai tinha empregado aquela criança porque estava com pena da Jessica. ......Mas, se fosse esse o caso, por que ele não falou com a gente antes? Nós deveríamos ser capazes de decidir que amigos seriam adequados para a nossa filha."""
Furfur,"""Que meeeedo! Ahahahahaha!"""
Zepar,"""A Natsuhi não se daria bem levando sua filha para o parquinho!"""
Willard H. Wright,"""Ela provavelmente via isso como sendo um preparativo planejado pelo Genji."""
Ushiromiya Lion,""".........Sim, provavelmente. ......O Genji‐san sabia que ""eu"" carregava o sangue do vovô neste mundo, por isso ele fez preparativos especiais para que ""eu"" fosse para Rokkenjima."""
Willard H. Wright,"""Já está se sentindo bem?"""
Ushiromiya Lion,"""......Foi mesmo um grande choque, só isso. ......Eu só estou sentindo uma tontura agora."""
Willard H. Wright,"""No mundo em que estamos agora, você assume a sucessão. Mas, se o seu mundo fosse diferente, você poderia ter trabalho como serviçal......ou virar uma bruxa. ......Sua cara demonstra sua aflição com o seu destino."""
Ushiromiya Lion,"""Francamente...... Eu não me arrependo de ter aprendido sobre isso, mas se tivesse como esquecer agora, eu esqueceria."""
{f:5:Bernkastel},"""*risos*, não é interessante? Mesmo trabalhando como serviçal, você também é a criança bastarda do chefe...... Não é romântico, tipo um conto de fadas?"""
Ushiromiya Lion,"""......Romântico? ......Considerando como minha mãe deve se sentir, eu não teria tanta certeza."""
{f:5:Bernkastel},"""Eheheh, é verdade. Aos olhos da Natsuhi, você — Lion — neste mundo não é nada mais do que um bebê detestável que ela foi obrigada a criar. E este também é um mundo onde ela recusou esta ordem."""
{f:5:Bernkastel},"""......A filha legítima da Natsuhi, a Jessica, é centenas de vezes mais preciosa para ela. Um bebê que não compartilha de seu sangue não é mais do que um saco imundo e tépido de sujeira."""
Willard H. Wright,"""Tenha um pouco de decência. Na próxima, vou beliscar a sua bunda."""
Ushiromiya Lion,"""......Eu agradeço, Will. ......Acho que eu entendo, mais ou menos. Isto faz com que seja ainda mais importante ainda que eu agradeça minha mãe. Ela me criou de forma justa todos esses anos."""
{f:5:Bernkastel},"""Embora a probabilidade desse milagre acontecer seja muito baixa. ......Sabe, como animais sempre são brutais diante de crianças que não carregam seu sangue. Leões fazem isso também, não fazem? ......*risos*risos*."""
Willard H. Wright,"""O Genji pensou que deveria ser algo assim. ......‘Esta criança é um verdadeiro membro da linhagem Ushiromiya. Eu quero que essa criança viva em Rokkenjima a todo custo.’ Porém, ele não podia chegar com Lion e contar tudo para todos."""
Ushiromiya Lion,"""......Concordo. Talvez a intenção fosse eu viver na ilha até isso se tornar normal e depois revelar as coisas quando uma oportunidade se apresentasse."""
Willard H. Wright,"""Mas você — Lion — não teve um tratamento especial nesse mundo. Como podemos ver, o anel prateado não existe."""
Ushiromiya Lion,"""Me pergunto se isso significa que o vovô nunca ouviu sobre mim."""
Willard H. Wright,"""Pode significar que o Genji nunca encontrou uma boa oportunidade...de revelar a verdade..."""
Clair,"""O Genji devia querer...contar a Kinzo algum dia que a criança de sua amada Beatrice ainda estava viva. Contudo, revelar essa verdade não seria tarefa fácil."""
Zepar,"""Me pergunto por que não?!"""
Furfur,"""Imbecil, e se a Natsuhi descobrisse?!"""
Zepar,"""Oh, é mesmo, se Lion aparecesse de repente, a Jessica não seria mais a sucessora!"""
,"Estritamente falando, Jessica não era a sucessora do chefe, mas como ela poderia ser selecionada para ser, acabaria dando tudo na mesma."
Clair,"""É um conto que vai deixando de ser simples conforme você vai aprendendo sobre ele. Alguns celebrariam meu nascimento; outros não. ......O Genji só podia esperar em silêncio pelo dia da revelação."""
Zepar,"""Esse seria o conto secreto que reside apenas no coração do Genji?"""
Furfur,"""Lion, Kinzo, Natsuhi, Krauss, Jessica e todo mundo mais! Nenhum deles sabia sobre este conto!"""
Clair,"""Assim, as cortinas lentamente subiram neste conto do ano de 1976. Oh! Eu sou uma e também muitas. Por que o destino procede de forma tão egoísta e espontânea, deixando‐nos para trás......?"""
,As pessoas estranharam a nova criança serviçal durante o primeiro mês.
,Os protestos de Natsuhi e Krauss cessaram.
,"Afinal, não havia mal algum naquilo."
,Então por que não ceder aos caprichos de Kinzo...?
,"Eventualmente, todos se acostumariam e começariam a aceitar esta ligeira anormalidade em suas rotinas."
Clair,"""Entretanto, não era bem assim para os outros serviçais da Casa Fukuin, que eram sempre próximos e acreditavam que todos deveriam ser tratados igualmente. Com o passar do tempo, suas queixas sobre o tratamento especial que eu recebia começaram a se acumular......"""
,"""Bom trabalho, Sawachii. Como foi hoje?"""
,"""O humor da madame tava horrível hoje. Ela literalmente correu com os dedos pelos peitoris das janelas!"""
,"""A Tadacchi levou bronca por limpar muito devagar. Sério, o que ela quer da gente?!"""
,A Casa Fukuin trata todas as crianças como se fossem uma família.
,"Por causa disso, seus nomes verdadeiros não são ditos e todos recebem novos ""nomes abençoados""."
,"Talvez porque o kanji ""{ruby:in/on/non/ne:{p:0:音}}"" também esteja presente na palavra ({ruby:Fukuin:{p:0:福音}}) — ""Evangelho"". Um caractere quase sempre combinado com o último caractere original do nome da criança para criar o seu novo nome."
,"......Ainda assim, simplesmente dar um novo nome para uma pessoa não significa que ela vai aceitá‐lo facilmente."
,"Os meninos e meninas da Casa Fukuin, vivendo sem seus pais devido a todos os tipos de condições, costumavam sentir como se seus nomes e sobrenomes verdadeiros fossem um laço a qual valia a pena se apegar."
,"Por isso, muitas crianças da Casa Fukuin odiavam o ""{p:0:音}"" em seus nomes e se chamavam por apelidos baseados em seus verdadeiros nomes."
,"É claro, apenas quando estavam sozinhas. Quando o diretor da Casa ou alguém importante estava presente, apenas os nomes abençoados eram usados."
,"No trabalho, os nomes abençoados eram utilizados. Fora do trabalho, os apelidos informais eram utilizados."
,"Todos estão bem acostumados a viver com dois nomes, por isso era natural alternar entre eles."
,"""Uwaa, você tá fedendo. Vai tomar um banho."""
,"""Tipo, por que é tão apertado aqui? Se eles tem uma mansão tão grande, não dava pra ter um dormitório maior, não?"""
,"""Ei, Garashi‐sa~n. Por que só Yasu tem um quarto que não é compartilhado por três pessoas?"""
,"Por ""Yasu"", elas provavelmente estão se referindo a mim."
,"Eu não consigo lembrar dos meus pais, ......mas eu recebi o sobrenome ""Yasuda""."
,"E, aparentemente, meu apelido veio disso."
,"""Como vou saber? É o Genji‐sama quem decide os quartos. Eu também não gosto disso."""
,"""Sim, pode crer! Normalmente não seria melhor dividir dois em dois?!"""
,"""Tipo, quem é Yasu mesmo?"""
,"""Parece que o seu trabalho é ficar indo à escola com a ojou‐sama ou algo do tipo. ......Amizade escolar? Isso não faz sentido."""
,"......É claro, nos dias em que eu tinha que trabalhar, eu voltava para a mansão depois da escola e trabalhava junto com todo mundo."
,"Eu ajudava a cuidar do jardim e limpar a mansão.{n}Eu não posso fazer nenhum trabalho por conta própria, por isso estou sempre ajudando."
,"......Talvez por causa da minha juventude, os serviçais adultos sempre eram gentis comigo."
,Parece que as outras crianças serviçais da Casa Fukuin ficavam incomodadas com isso.
,"""Não acha que a Kumasawa‐san está sendo descaradamente gentil com Yasu? Parece até que ela confunde Yasu com seus próprios descendentes ou algo do tipo!"""
,"""E por que aquela criança é paga para fazer o mesmo que a gente? Eu não entendo!"""
,""".........Eu sei que precisa se preocupar com a escola, mas não se esqueça do seu trabalho como serviçal, tá? Tem que parar de ser ajudante e aprender a trabalhar por conta, assim como todo mundo. Não vamos deixar que a sua vida seja uma moleza, ouviu?"""
,..............................
,Eu estava tentando fazer o meu melhor.
,"Mas eu ainda não era muito forte, por isso não conseguia carregar coisas pesadas. Também não consigo carregar muitas coisas ao mesmo tempo."
,Não consigo dobrar as roupas direito e não tenho destreza para usar a pazinha do lixo.
,Eu simplesmente não consigo fazer o que os outros fazem......
,"Assim que o meu rosto ficou vermelho, ......eu vi a Shannon, que estava observando no canto e não se juntou."
,"......A Shannon é a minha única aliada.{n}Diferente de mim, ela consegue fazer tudo muito bem."
,Mas ela nunca vai me mimar.
,"Ela sempre mostra como as coisas devem ser feitas, mas ela nunca toma as minhas tarefas para si."
,Ela é mesmo incrível.
,"Eu quero muito ser como a Shannon, o mais rápido possível."
,......Ela nunca fala pelas costas de ninguém e ninguém fala dela pelas costas. Ela é gentil e se dá bem com todo mundo.
,Eu quero ser como ela. Ela é sempre gentil observando os meus esforços para ser como ela.
,"""......Como......eu vim parar aqui?"""
Shannon,"""Eu não sei."""
,"Embora eu estivesse apenas resmungando para o teto, a Shannon me respondeu honestamente."
Shannon,"""Acredito que não tenha outra resposta senão dizer que faz parte dos planos de Deus."""
,"""É outro teste de Deus...?"""
Shannon,"""Sim. Pense nisso como sendo um teste que contribuirá para que se torne uma pessoa maravilhosa. Afinal, você é especial, uma pessoa escolhida."""
,"""......Eu sou......especial?"""
Shannon,"""É claro que é. Afinal, todas as outras pessoas aqui são grandes, mas a única criança escolhida dentre as mais novas foi você."""
,"""Por que só eu entre todas as crianças? Sequer consigo realizar meus trabalhos por conta própria."""
,Todo mundo reclama que eu só estou aqui para brincar com a ojou‐sama.
,"E mesmo assim, a madame deixou claro que eu não devo pensar na ojou‐sama como sendo minha amiga e conversar com ela de forma casual."
Shannon,"""Você pode ser dez anos mais jovem que todo mundo, mas isso significa que, se continuar até alcançar a mesma idade que os outros tem hoje, você será muito mais experiente que as novas pessoas que vierem depois. Até o Genji‐sama vai reconhecer os seus talentos, assim você poderá ensinar às novas crianças que vierem da Casa Fukuin."""
Shannon,"""Dessa forma, eu tenho certeza que todos vão te respeitar. Nessa hora, tanto a madame quanto o Mestre e também o patrão, vão reconhecer suas habilidades. Este é o seu futuro."""
,"""......Igual o patinho feio pode se tornar um cisne?"""
Shannon,"""Pode ser que sim. Afinal, foi natural que escolhessem você para ser serviçal da família Ushiromiya. ......Na verdade, aquele rumor pode ser verdade, e você pode ser a criança secreta de algum membro da família Ushiromiya. *risos*."""
,"Shannon riu, dizendo ""não seria legal"" e ""assim também teria muito dinheiro""."
,Mas eu fiquei em dúvida quanto a isso.
,"Afinal, ......se fosse esse o caso, então por que tive uma vida solitária na Casa Fukuin?"
,"A Shannon, bem como pessoas tipo o diretor da Casa, eram as únicas pessoas que brincavam comigo."
,"Eu não tinha permissão para brincar com outros amigos, ......e passava todo o meu tempo a sós, em isolamento no meu quarto."
,"Talvez porque eu seja frágil e esteja sempre com sono, .........mas isso é muito solitário."
Furfur,"""Ei, Genji! O quanto você sabia sobre isso?"""
Zepar,"""Você nunca falou para ninguém, mas sempre soube de tudo desde o começo, não sabia?"""
Ronoue Genji,"""...................................."""
Zepar,"""19 anos atrás, você ouviu da Natsuhi que uma serviçal tinha caído do penhasco enquanto segurava um bebê."""
Furfur,"""Você desceu lá e percebeu que o bebê ainda estava vivo, não foi?"""
Ronoue Genji,""".........A questão sobre se estava vivo ou morto...não era uma na qual eu estava qualificado para responder."""
Zepar,"""E quem estava?"""
Furfur,"""O médico, é claro!"""
,"""""O que tem a dizer, Doutor Nanjo?!!"""""
Nanjo Terumasa,""".................. ......Talvez seja oportuno. ...Eu devo contar?"""
Ronoue Genji,"""......Se está disposto a contar, ......então eu peço que assim o faça."""
Nanjo Terumasa,""".................. Muito bem."""
Nanjo Terumasa,......Eu fui chamado pelo Genji‐san imediatamente após o acidente e foi pedido para conduzir um enxame em segredo.
Zepar,"""Em segredo?"""
Furfur,"""Por quê?"""
Nanjo Terumasa,"""......Tanto a Beatrice da Kuwadorian quanto a sua criança eram pessoas não‐registradas e que supostamente não existiam. Acarretaria em muitos problemas se fosse a público..."""
Ronoue Genji,"""Eu já tinha começado os procedimentos para registrar o bebê, mas ainda não estavam completos naquele momento. ......Foi uma péssima hora para o bebê ""morrer""."""
Furfur,"""Por isso, a serviçal que caiu foi a única tratada como morta?"""
Zepar,"""A Natsuhi não falaria para ninguém. Seria fácil conduzir tudo!"""
Furfur,"""Mas o bebê estava vivo, não estava?"""
Nanjo Terumasa,"""Correto. ......É claro, a criança estava gravemente ferida. Foi um milagre ter sobrevivido com aqueles ferimentos. Se tivesse batido em um ângulo levemente diferente, ou se o Genji‐san tivesse demorado para levar o bebê até mim... ......Aquele bebê só sobreviveu graças a uma série de milagres."""
Ronoue Genji,""".........Eu teria desistido. Não acreditava que pudesse sobreviver."""
Furfur,"""Mas sobreviveu."""
Zepar,"""O quão forte e resiliente é a vida!"""
Furfur,"""Não, isto é o destino."""
Zepar,"""Destino! Então, a viver o bebê estava destinado para eventualmente algo grande realizar?!"""
Ronoue Genji,""".................. ......Sim, eu pensei que era o destino. Eu pensei que o sangue da Beatrice‐sama da Kuwadorian, quem a vida chegou ao fim em Rokkenjima, pudesse ter transmitido algo àquela criança para fazê‐la sobreviver."""
Clair,"""Mas Genji ao seu mestre não contou, sobre aquela criança sobrevivido ter. Simplesmente comunicou que havia caído e a morte encontrado em um infortúnio acidente. Kinzo lamentou, mas tal lamento estava mais para loucura do que tristeza......"""
Zepar,"""Ooh, {f:5:Beatrice}, por que fugiu de mim mais uma vez?!"""
Furfur,"""Por quê?! Mesmo eu tendo jurado que jamais repetiria o mesmo erro, por quê?!"""
Clair,"""Havia uma questão pela qual Genji não confiava no mestre que tanto respeitava. A questão era se Kinzo seria capaz de aceitar a criança de Beatrice na família."""
Clair,"""Genji havia servido à Beatrice de Kuwadorian por muitos anos. Ele tinha total conhecimento do que ela sentia. Sabia que ela aceitava a afeição de Kinzo e como pai o respeitava."""
Clair,"""Porém, seu amor não era como o amor dele. Kinzo pensou nela como a reencarnação da Beatrice, e tentou usá‐la para satisfazer os inúmero sentimentos que sentia pela Beatrice anterior. Obviamente, a Beatrice de Kuwadorian não podia aceitar esses sentimentos. No fim, o próprio Kinzo, aquele quem ela respeitava e via como um pai...roubou sua castidade......"""
Zepar,"""Ela pensava que era seu pai, e ele pensava que era sua esposa!"""
Furfur,"""Oh, mas que ingovernável é este amor proibido!"""
Ronoue Genji,""".........Eu entendo os sentimentos do Kinzo‐sama em certo grau. Não era como se o Kinzo‐sama visse a Beatrice‐sama anterior naquela garota no momento em que nasceu, tampouco decidiu naquele momento que a transformaria em seu lazer."""
Nanjo Terumasa,"""Ele......falou comigo sobre isso algumas vezes enquanto bebíamos. Eu sempre pensei que ele estava apenas brincando."""
Zepar,"""Conforme ela cresceu, começou a ficar cada vez mais e mais parecida com a mãe?"""
Furfur,"""Quando ficou mais velha, ele sofreu de uma emoção proibida que não poderia ser suprimida?"""
Ronoue Genji,"""......Eu pensei que a tragédia......poderia se repetir mais uma vez. ......Foi assim que eu vi as coisas."""
Nanjo Terumasa,"""................................."""
Ronoue Genji,"""A Beatrice‐sama sofreu muito. E no fim, ela nunca entendeu a diferença entre os sentimentos dela e os sentimentos do Kinzo‐sama. .........Eu falei com a Beatrice‐sama muitas vezes, escutei muitas vezes sobre os seus mais profundos sentimentos. Mas não fui capaz de contar a verdade a ela."""
Zepar,"""Contá‐la seria mesmo difícil!"""
Furfur,"""Imagine contar que aquele que ela respeitava como pai, queria usá‐la como substituta de sua falecida mãe!"""
Nanjo Terumasa,"""......Permitam‐me dizer isto pelo bem da honra do Kinzo‐san. Ele também sofreu imensamente. Ele sentiu muito quando descobriu que não conseguia mais pensar em sua filha como sendo sua filha. ......Eu disse a ele para amá‐la como pai. Eu acredito que o Kinzo‐san ouviu a razão e sua consciência, resistindo por determinado tempo..."""
Clair,"""Kinzo a amava. Ele colocava toda sua afeição na filha que Beatrice havia deixado para trás. Ele o fez como pai. Mesmo assim, se o fez, por que ele nomeou a filha com o mesmo nome da mãe?"""
Clair,"""Sim, o pecado do Kinzo começou quando ela nasceu. Beatrice deu à luz a filha e morreu, como se fosse uma troca. ......Ela passou o nome adiante, de mãe para filha. Do momento do seu nascimento, o Kinzo já havia decidido que era a reencarnação da Beatrice..."""
Willard H. Wright,"""Em outras palavras, Lion, foi o que aconteceu quando o Kinzo, tentando expiar seu pecado, conseguiu trazer a criança para a família Ushiromiya oficialmente."""
{f:5:Bernkastel},"""......Exatamente. Sinto que terei minha bunda beliscada se eu falar sobre outros Fragmentos, ......mas será que é possível que exista um onde......a existência de Lion seja reconhecida e o Kinzo cometa o mesmo pecado...? ......Quer ver se eu encontro? *risos*risos*........."""
Ushiromiya Lion,"""Quem iria querer ver algo assim? .........Faz parte do seu trabalho misturar as piores possibilidades imagináveis possíveis para cada parte da vida de uma pessoa e rir de seus horríveis destinos?!"""
Willard H. Wright,"""Infelizmente, esse é o tipo de demônio que ela é."""
{f:5:Bernkastel},"""Sou uma {i:Bruxa}, seu mal‐educado. *riso*......"""
Willard H. Wright,"""......Genji pressupôs o pior futuro possível de todos e, tentando assegurar um futuro melhor, ele mentiu intencionalmente sobre o bebê ter morrido."""
{f:5:Bernkastel},"""Sim. O Kinzo era um homem tão impulsivo que acabou usando a sua própria filha. Genji, quem sabia sobre os sentimentos de Beatrice e sentia simpatia por ela, não podia confiar em Kinzo facilmente."""
