Speaker,Brazilian Portuguese (PT)
Ushiromiya Ange,""".........Voltei."""
{f:5:Beatrice},"""Battler! A Ange voltou...!"""
Ushiromiya Battler,"""Ange...! Ainda bem! Eu estava preocupado."""
Ushiromiya Ange,"""........................"""
,Ange olhou para Battler enquanto ele corria em sua direção com um sorriso de alívio.
,A expressão dela parecia diferente.
{f:5:Bernkastel},"""......Esse Battler... Parece que ele pensou que você tinha sido dependurada por correntes em uma caverna ou algo assim."""
Ushiromiya Battler,"""N‐Não, não! Eu não imaginei que você pudesse ir tão longe."""
Ushiromiya Ange,""".........Eu só estava tomando um pouco de chá na casa de uma das amigas da {f:5:Bernkastel}. Estava uma delícia."""
Ushiromiya Battler,"""Tinha {i:umeboshi} ou {i:miso} de acompanhamento...?!"""
Ushiromiya Ange,""".............................. ......Por que teria?"""
,"Enquanto Ange falava sem rodeios, ela andou e passou direto por seu irmão, trocando alguns sussurros com {f:5:Bernkastel}."
{f:5:Beatrice},"""O que foi, Battler?"""
Ushiromiya Battler,"""Hã? Ah, nada...... Não foi nada."""
,"Se ele dissesse que sua irmãzinha estava sendo fria com ele, deixando‐o desamparado, Beato certamente riria dele ou o arranharia."
,"Afinal, Ange estava naquela idade."
,Ela poderia estar mal‐humorada por algum motivo que um homem como ele não conseguiria entender.
,"......Tomando nota disso, e tendo ficado satisfeito que Ange estava bem, ele saiu andando."
{f:5:Beatrice},"""Battler. ......A Ange está chamando você."""
Ushiromiya Battler,"""Hã? Ah, desculpa."""
Ushiromiya Ange,"""Eu estive tentando chamar sua atenção até agora. Não me ignore."""
Ushiromiya Battler,"""......Eu não estava ignorando você. ......O que tá acontecendo com você? Parece estar de mau humor já faz um tempo."""
{f:5:Beatrice},"""Eu imagino que a {f:5:Bernkastel} deu a ela algo estranho para beber, fingindo que era apenas um tipo mais raro de chá preto. Hyah{0}hyah{0}hya!"""
Ushiromiya Ange,"""......Não tenho nada a tratar com você. Poderia se afastar um pouco? Quero conversar a sós com o onii‐chan."""
{f:5:Beatrice},"""Qual é, eu posso não parecer, mas sou a esposa do Lorde territorial...!{n}Se tratando do Battler, eu sou ainda mais—"""
Ushiromiya Battler,"""......Desculpa, Beato. Se importa se nos deixar sozinhos um minuto?"""
,"Agora, Battler já havia percebido que o problema de Ange era mais do que um leve mau humor."
,"Beato estufou as bochechas como se estivesse querendo responder alguma coisa. Entretanto, ela só suspirou e saiu andando..."
Ushiromiya Ange,"""................................."""
Ushiromiya Battler,"""......Tudo bem?"""
Ushiromiya Ange,"""Sim. Afinal, este jogo é entre eu e você, né? Eu sou a jogadora. Você é o Game Master. ......Não importa quantas peças estejam entre nós, no fim, ainda é só uma batalha direta entre você e eu."""
Ushiromiya Battler,"""......Bem, é verdade que eu sou o Game Master, mas não é como se eu estivesse lutando contra você ou algo parecido. Este último jogo foi feito para que eu pudesse convidá‐la para a Rokkenjima de 1986."""
Ushiromiya Ange,"""Jogos são jogados para decidir quem vence e quem perde. Não pode ser chamado de jogo se você não tiver inimigos e aliados. ......Não tente me enganar."""
Ushiromiya Battler,"""Do que......você está falando...?"""
Ushiromiya Ange,"""Você me enganou completamente. No começo, eu pensei que tinha mesmo sido trazida para aquele dia de 1986. ......Mas isso não é verdade!"""
Ushiromiya Ange,"""Isso é tudo uma farsa que você criou! Está usando esse conto sentimental para desviar do assunto e me deixar confusa! Está tentando me mandar embora, para um futuro solitário sem nada além dessa calorosa felicidade como presente de despedida! Desde o início, eu só estou atrás de uma coisa! O que aconteceu em Rokkenjima naquele dia?!"""
Ushiromiya Ange,"""E a única resposta que recebi foi este jogo! Essa festa sentimental ilusória!! Sua resposta à minha pergunta está mais do que clara! Eu quero saber a verdade!! E você não pretende me contar!"""
Ushiromiya Battler,"""Ange, ......ouça, você entendeu errado—"""
Ushiromiya Ange,"""Não tente me enganar!! Eu sei que este jogo é a última batalha entre eu e você! Eu, procurando pela verdade daquele dia! E você, tentando escondê‐la por trás de uma ilusão!!"""
Ushiromiya Ange,"""É exatamente a mesma coisa! As configurações não são diferentes das suas lutas com a Beato! Não deve demorar muito até que eu seja expulsa do tabuleiro, com tudo ainda muito vago e confuso por sua causa!"""
Ushiromiya Ange,"""Bem, me desculpe, mas eu já percebi que este jogo é uma luta. Não fique achando que vai me enganar tão facilmente!"""
,"Ange gritou, repartindo a tranquila atmosfera do ambiente."
,"Os membros da família e os residentes da fantasia engoliram em seco enquanto assistiam a cena, se perguntando o que estaria acontecendo......"
,"Beato tentou correr até Battler, mas ele fez menção para que ela se afastasse."
Ushiromiya Battler,"""......O que você quer?"""
Ushiromiya Ange,"""Eu sempre quis uma única coisa! A verdade da Rokkenjima de 1986. É só o que estou procurando!!"""
Ushiromiya Battler,"""A verdade selada dentro da caixa de gato. ......Ela não pode ser alcançada por alguém de fora da caixa."""
Ushiromiya Ange,"""É por isso que está tentando fazer eu engolir essa ilusão sentimental?!"""
Ushiromiya Battler,"""Sim, isso é uma ilusão. Mas eu quero que você lembre desse clima divertido, ......da harmonia com sua família. .........Não é sobre o que aconteceu na ilha naquele dia. Eu quero que lembre do calor dessas conferências familiares, lembre do calor que você esqueceu."""
Ushiromiya Ange,"""É apenas uma ilusão que você está tentando jogar pra cima de mim! Eu a rejeito e a nego completamente!!"""
Ushiromiya Battler,"""A verdade de 1986 não existe. O interior da caixa está vazio. ......Você está procurando por algo que não está lá."""
Ushiromiya Ange,"""......Hmph. Não serei mais enganada. .........A verdade daquele dia existe. ......Foi escrita e preservada até hoje no diário da única sobrevivente!"""
,A expressão de Battler vacilou por um instante e Ange não perdeu a oportunidade.
,Então ele está mesmo escondendo algo?
,O onii‐chan...ele vem escondendo o Livro da Única Verdade...!!
Ushiromiya Ange,"""Tia Eva...! Pela primeira vez desde a sua morte, eu gostaria de expressar minha gratidão. ......Por ter escrito o que aconteceu naquele dia, você me deu uma última oportunidade de aprender a verdade...!"""
Ushiromiya Eva,"""A‐......Ange‐chan, você precisa me ouvir...! Tudo o que eu escrevi naquele diário foram coisas irresponsáveis, então não significa......"""
Ushiromiya Ange,"""Não tente me enganar. O seu diário tem a verdade sobre aquele dia escrita nele! Já foi provado com a verdade vermelha!"""
{f:5:Beatrice},"""......I‐Impossível. Quem mais além do Battler, o Game Master, poderia usar a verdade vermelha...?!"""
{f:5:Lambdadelta},""".............................. ......Foi a Auaurora, não?"""
{f:5:Bernkastel},"""A própria. ......O ""Livro da Única Verdade"" existe em 1998, o mundo do futuro. Quem mais poderia performar o papel crucial de confirmar seu conteúdo com a verdade vermelha...?"""
Ushiromiya Ange,"""Eu ouvi tudo da {f:5:Bernkastel}!! Já fui enganada por tempo demais!! Não quero uma ilusão sentimental. Eu quero a verdade real!!"""
Ushiromiya Ange,"""E não importa o quanto tente escondê‐la em 1986, eu posso expô‐la em 1998!! Afinal, você é a {f:5:Beatrice} de 1986, onii‐chan, ......e eu sou a {f:5:Beatrice} de 1998!!"""
,Um ciclone surgiu ao redor de Ange.
,"Era um redemoinho dourado de borboletas de ouro.{n}Assim como a Bruxa Dourada, {f:5:Beatrice}......"
{f:5:Ange Beatrice},"""Eu sou a última Bruxa Dourada de 1998, {f:5:Ange Beatrice}!! Nenhuma bruxa do passado pode derrotar uma bruxa do futuro!!"""
,"O ciclone se apartou e folhas douradas se espalharam pelo cômodo, .........a última bruxa, que herdaria o nome de {f:5:Beatrice} no futuro, surgiu."
{f:5:Beatrice},"""{f:5:Ange}......{f:5:Beatrice}............"""
{f:5:Ange Beatrice},"""Você é a Bruxa Dourada do Infinito. Eu sou diferente! Sou a Bruxa Dourada da Verdade! Nenhuma ilusão pode ficar no meu caminho!!"""
{f:5:Ange Beatrice},"""A sua festa sem graça acabou, onii‐chan! Agora é hora de começar a minha festa!! Eu até preparei um jogo para animar as coisas! Conto com você, tia Eva."""
Ushiromiya Eva,"""Hã...?!"""
,"Quando a Ange estalou seus dedos, ela desapareceu em meio a um redemoinho de borboletas douradas."
,"Em seu lugar em meio ao ciclone, apareceu uma garota de vestido, que curvou‐se modestamente......"
Ushiromiya Battler,"""Você......!"""
{f:5:Eva Beatrice},"""......Isso foi bem rude, sabia? ......Convidando todo mundo pra festa menos eu."""
{f:5:Beatrice},"""Você é a.........{f:5:Eva}.........!!"""
{f:5:Eva Beatrice},"""Eu sou a única sobrevivente de Rokkenjima. Também chamada de Bruxa Dourada do Infinito do futuro, entre 1986 até 1998!!"""
{f:5:Eva Beatrice},"""No mundo do futuro, Battler‐kun, essa sua ilusão viçosa é mais frágil que um floco de neve no lago! Certo, vamos animar as coisas!! Vamos, busquem recordar, {i:todos vocês}... Recordem suas infinitas teorias!!"""
,"Quando {f:5:Eva} ergueu suas mãos na direção do céu, uma luz ali se reuniu e assumiu a forma de uma garrafa."
,"Sim, uma garrafa. Uma garrafa de vidro sem nenhum rótulo."
,Não havia álcool dentro. ......Selado dentro dela estava um Fragmento que emitia uma sinistra luz pálida.
{f:5:Beatrice},"""B‐Battler!! Isso é ruim!! Ela não pode quebrar aquela garrafa!!"""
{f:5:Eva Beatrice},"""Vamos, é hora do show!!!"""
,A garrafa foi quebrada contra o piso e ficou em pedaços.
,"Assim que o Fragmento em seu interior entrou em contato com o ar, ele emitiu um flash branco e explodiu."
,"......De relance, pareceu que nada havia acontecido. "
,"Entretanto, {f:5:Eva} sorriu diante deles antes de se tornar uma nuvem de borboletas e desapareceu."
,"Pensando nisso, a {f:5:Bernkastel} também se foi."
Ushiromiya Battler,"""O que ela fez...?!"""
{f:5:Beatrice},"""......Provavelmente era um Fragmento que ela trouxe consigo do mundo do futuro. ......Talvez possamos considerá‐lo como o conteúdo da caixa de gato no futuro."""
Ushiromiya Battler,"""E o que isso significa?! O quê?!"""
,"Naquele momento, eles ouviram um forte silvo.{n}Como se grandes pedaços de granizo tivessem começado a cair em uníssono por toda parte."
,"Com um terremoto acompanhado do ruído, toda a mansão gemeu. Poeira começou a cair do teto."
,"Ao mesmo tempo, pareceu que as cortinas cobrindo as janelas haviam sido iluminadas com uma luz pálida."
Ushiromiya Kyrie,"""O‐O que está acontecendo...?"""
Leviathan,"""Kyrie, olha lá fora! Que merda é aquela?!"""
,"Todos foram na direção da janela em resposta à sua voz. É claro, Battler e Beato também foram."
,"Então, eles puxaram as cortinas, olharam à paisagem lá fora, ......e foram atingidos pelo silêncio."
Ushiromiya Kinzo,""".........É......lindo......"""
,Kinzo foi o primeiro a dar suas impressões do que sentiu à todos que olharam pela janela.
Willard H. Wright,"""......Nem toda beleza é benigna."""
Chiester410,"""Sempre dizem que a beleza tem espinhos, nyeh."""
,"Embora todos tenham achado o cenário lindo, ......ele passava a eles um sentimento ominoso."
,"Do lado de fora, ......incontáveis objetos menores, fragmentos de cristal emitindo uma pálida luz azul, espalhados sobre tudo como granizo."
,"A palavra ""fantástica"" resumia perfeitamente a cena que estava diante deles naquele jardim de rosas reluzentes......"
Ushiromiya Rosa,"""......Acabei de ver algo vindo pra cá...!"""
Ushiromiya Jessica,"""E‐Ei, tem alguém aí?! Espera, hã...?!"""
Ushiromiya Lion,"""......U‐Uma pessoa...brotou daquele brilhante Fragmento...!"""
Lucifer,"""Sete Irmãs do Purgatório, formação de batalha!!"""
,"Com as palavras de Lucifer, todos finalmente perceberam que estavam cercados pelo ""perigo""..."
,"Um por um, incontáveis Fragmentos agitaram‐se e explodiram, ......e grandes corpos negros emergiram de dentro de cada um."
,Eram...gigantes com cabeças de cabra.
,"Um após o outro, foram aparecendo de dentro dos Fragmentos quebrados."
,A noção de que haviam incontáveis Fragmentos espalhados por todo o jardim de rosas que eram responsáveis pelo brilho azul que tomava conta dos arredores......fez com que uma onda de pavor soprasse por todos os presentes.
Chiester00,"""45! Ampla vigilância de perímetro!"""
Chiester45,"""......M‐Meu radar está repleto de branco! Estamos sendo afetadas, ou......ou o vasto número de leituras está impossibilitando a contagem de inimigos!!"""
,"Enquanto dizia isso, o reluzente jardim de rosas visto pela janela estava repleto de cabras gigantes."
,Os Fragmentos trazendo as cabras não estavam só no jardim de rosas...... Eles estavam se espalhando por toda a ilha.
,"......Não só no jardim de rosas, ......mas toda a área ao redor da mansão já estava parcialmente coberta por cabras agora..."
Gertrude,""".........Senhoris."""
Cornelia,"""Fiquem cientes de que estamos completamente cercados."""
Ushiromiya Rudolf,"""Sim, já percebemos......"""
Ushiromiya Maria,"""Kihihihihihihihihi. O que fará agora, Battler...?"""
Ushiromiya Battler,"""Aos convidados indesejados, a porta é a serventia da casa. ......Quem são essas pessoas? Tenho certeza que não são seus serventes, né, Beato?"""
{f:5:Virgilia},"""......A forma de cabra deles provavelmente é apenas uma imitação das peças deste tabuleiro."""
Gaap,"""Não são serventes da Riiche ou da Lia. ......É algo ainda pior."""
Dlanor,"""......{f:5:Entendi}. ......É uma manifestação das mensagens dentro das {f:5:garrafas}."""
Ushiromiya Battler,"""Mensagens dentro das garrafas? Da Beato?"""
Willard H. Wright,"""Não. ......Esses Fragmentos são delusões de pessoas do futuro."""
{f:5:Beatrice},"""......Infinitas possibilidades se escondem dentro da caixa de gato. ......Por causa disso, o exterior da caixa pode imaginar um número infinito de coisas que estejam em seu interior. ......Parece que as infinitas delusões são a verdadeira natureza dessas criaturas."""
Ushiromiya Natsuhi,"""O‐O que essas cabras vão fazer com a gente...?"""
Ushiromiya Hideyoshi,"""Não parece que estão vindo para um aperto de mãos ou um tapinha nas costas."""
Ushiromiya Eva,"""......Essa gente...... ..........São seres inferiores, inventando e repassando histórias, imaginando tragédias que poderiam ter se desdobrado nesta ilha... ......Eles acharam tão curioso eu nunca ter falado sobre a verdade......que continuaram criando tragédia após tragédia por puro divertimento......"""
Ushiromiya Battler,"""Entendi. .........Então, são Fragmentos do futuro, contendo delusões sobre a caixa de gato de 1986......"""
Dlanor,"""No mundo do futuro, toda e qualquer interpretação pode {f:5:existir}. A não ser que as neguemos, cada uma delas será capaz de afirmar sua própria visão da verdade e permanecerem nesta {f:5:ilha}."""
Zepar,"""Ahhahahahahahaha! Mas que problema temos aqui!"""
Furfur,"""Parece que estamos cercados e lutando por nossas vidas!"""
Ushiromiya Krauss,"""Hmm, o que elas estão fazendo...?"""
Sakutarou,"""E‐Elas estão... Estão comendo alguma coisa...!"""
Kanon,"""......Estão devorando......as rosas...?!"""
,A turbulenta multidão de cabras estava ocupada com algo.
,"Se olhasse atentamente, veria que elas estavam enfiando suas cabeças nos arbustos de rosas e os mastigando."
,E não eram apenas os arbustos.
,"Postes de luz, tijolos dos canteiros de flores, ......e até mesmo o pavimento de pedra — elas estavam devorando tudo."
, Quase como se estivessem tentando engolir a ilha.
Shannon,"""Não. ......Elas não estão apenas devorando..."""
Ushiromiya Lion,"""Se não estão devorando, estão fazendo o quê...?!"""
{f:5:Beatrice},""".........Não estão comendo. Estão erodindo, arranhando tudo. ......Descascando o próprio tabuleiro."""
Ushiromiya Battler,"""Elas estão......comendo o tabuleiro...?!"""
Ushiromiya Eva,"""No mundo futuro, todos acreditam que fomos engolidos pela tragédia hoje! ......É por isso que ""elas"" não aceitam a verdade onde estamos nos divertindo em paz...!"""
{f:5:Beatrice},"""......Verdades do passado são inferiores a verdades do futuro. ......As impiedosas presas e mandíbulas futuras dessas cabras......se recusam a aceitar a verdade e estão erodindo‐a, substituindo‐a com ""a verdade que elas querem ver""."""
Ushiromiya Battler,"""M‐......Merda... ......Esta é a nossa verdade...! Não é para as pessoas do futuro, que não tem nada a ver com a gente, ficarem reescrevendo tudo como bem entendem...!"""
,"O jardim do lado exterior à janela agora estava repleto por tantas cabras que não era possível contá‐las, todas mastigando o que viam pela frente."
,Essa cena repulsiva roubou as palavras dos lábios de todos......
,......Eles não ficaram simplesmente em silêncio.
,Não havia sentido em fazer um alvoroço e deixar que as cabras percebessem.
,"Não fazia sentido deixar elas saberem que......ainda havia muitas presas esperando neste brilhante e caloroso cômodo, ......presas muito mais suculentas e satisfatórias do que mastigar rosas ou tijolos......"
Kumasawa Chiyo,"""A‐Aquela cabra está olhando para nós...!"""
Ronoue Genji,"""......Silêncio. Não faça nenhum alarde."""
Nanjo Terumasa,"""......T‐Tá vindo pra cá... ......Isso não é ruim......?"""
,Eles viram uma das cabras recém‐nascidas lentamente se aproximando da janela.
,"Já havia um grande fato delas no jardim de rosas, por isso não era surpresa que, quando uma delas procurasse por uma nova presa, acabaria vendo a luz vinda da janela."
,Seu imenso e sinistro corpo foi se aproximando lentamente.
,"Conforme foi se aproximando, eles puderam ver sua forma perturbadora com clareza."
,"Com seus olhos escaldantes, ainda assim frios, implacáveis e reptilianos."
,Suas presas e mandíbulas que poderiam partir ao meio e esmagar qualquer coisa.
,Presas que podiam mastigar tijolos não teriam dificuldades de mastigar {y:0:Humanos}{n:0:humanos}...
,Seu corpo imenso era maior que as próprias janelas......
,E......estava indo em direção contra a janela......
Ushiromiya Battler,"""Esta janela...não seria feita de um vidro Ushiromiya a prova de balas, seria?"""
{f:5:Beatrice},"""......Duvido que um vidro a prova de balas pararia essa coisa."""
Gohda Toshiro,"""W‐Waah...!! Está vindo, está vindo! Tá correndo pra cá!!!"""
Cornelia,"""......Senhoris! Fiquem cientes de que esta janela não será violada."""
,O poder do selo de Cornelia formou um escudo ao redor do vidro.
,"A cabra foi mandada para trás, incapaz de tocar no vidro por causa do seu poder."
,"Seu peso fez a terra tremer. Eles puderem sentir tudo, mesmo estando dentro."
,......Mas o tremor também chamou a atenção de cabras que estavam por perto.
,"Um fato de cabras começou a se misturar enquanto se aproximavam, ......e assim perceberam que estavam em uma competição pela nova presa, fazendo com que o fato rapidamente imergisse em uma fulminante desordem."
,"A janela protegida pelo selo de Cornelia provavelmente ficaria segura. Contudo, havia muitas janelas no grande hall."
,"Pela primeira vez, as janelas se tornaram fonte de terror ao invés da fonte de luz solar e uma magnifica vista."
Dlanor,"""Gertrude!"""
Gertrude,"""......Senhoris, fiquem cientes de que esta janela não será violada."""
,Getrude selou outra janela.{n}As cabras que tentaram quebrá‐la foram mandadas para longe.
,"Mas, ao mesmo tempo, aqueles dentro do prédio ouviram um terrível estouro de uma terceira janela sendo quebrada."
,"Com pedaços de vidros espalhados por todos os lados, as imensas cabras quebraram a moldura da janela e entraram na casa."
Gohda Toshiro,"""W‐Waaaaaaaaahhh!!"""
Ushiromiya Krauss,"""R‐Recuem! Recuem, pessoal!"""
,‘......No primeiro crepúsculo......sacrifique seis...............’
,Essas palavras saíram da boca de uma das cabras.{n}Junto com o vapor de sua respiração.
,"Contudo, ela não teve a chance de continuar."
,"Testa, pescoço, ombro, peito, flanco, intestino, joelho — as estacas das Sete Irmãs penetraram‐se profundamente, uma após a outra."
Lucifer,"""Que carne mais bruta e pouco apetitosa de se perfurar!"""
Leviathan,"""Eu não vou conseguir devorar mais nem um desses...!"""
,"Diversas outras janelas foram estilhaçadas uma depois da outra, e cabras foram se amontoando nelas para tentar passar."
,Suas bocas ainda estavam cheias dos tijolos que estavam saboreando há pouco tempo.
,"Cada vez que mastigavam, faziam um som medonho, como se ossos estivessem sendo esmagados..."
Dlanor,"""......Nós iremos {f:5:repeli‐las}."""
Chiester00,"""Tropas Chiester, preparem‐se para um combate de curta distância!"""
Willard H. Wright,"""Espera! ......Você começa atirando e logo teremos todas as outras cabras se juntando à festa."""
{f:5:Beatrice},"""......Vamos subir para o segundo andar. Ganharemos algum tempo se selarmos a escadaria."""
Ushiromiya Battler,"""Subam, pessoal. ......Rápido!"""
,"Após farejarem, como se estivessem escaneando os cheiros ao seu redor, as cabras começaram a mastigar de tudo: cadeiras, mesas e até cortinas próximas delas."
,"Estando perto delas, as cabras mastigariam tudo até triturar."
,"Se eles fossem cuidadosos para não chamar a atenção delas, todos poderiam escapar daqui......"
,"Os {y:0:Humanos}{n:0:humanos} correram para o segundo andar, enquanto as criaturas da fantasia, que estavam acostumadas a lutar, guarneceram a retaguarda."
,As cabras estavam completamente absorvidas pelo seu grande banquete festivo no hall.
,"......Até o retrato de {f:5:Beatrice}, que fora chamado de símbolo da família Ushiromiya, agora estava sendo brutalmente devorado..."
{f:5:Beatrice},"""Battler, os {y:0:Humanos}{n:0:humanos} se refugiaram no segundo andar...!"""
Ushiromiya Battler,"""Ótimo. Dlanor, sele a escadaria."""
Dlanor,"""Gertrude e Cornelia cuidarão {f:5:disso}. Mas elas vão precisar de mais {f:5:tempo}."""
,"Ruidosos barulhos de batidas — se é que poderiam ser chamados de ""batidas"", eram incertos — e sons de vidros quebrando podiam ser ouvidos vindo de todas as partes da mansão."
Ronove,"""......Muito bem, senhoras e senhores. É hora do trabalho."""
Lucifer,"""Sete Irmãs do Purgatório, aqui estamos! Vamos lá, seus sub‐humanos! Esta noite é buffet livre!!"""
Chiester00,"""Tropas Chiester, cessem todas as tarefas externas. Cancelem atualizações automáticas, não aceitem dados, não façam prisioneiros!"""
Dlanor,"""Sétima Jurisdição da Eiserne Jungfrau. Sob a ordem do Lorde territorial, conduzam seu {f:5:dever}."""
Willard H. Wright,"""......Eu darei uma mão. Lion, está atrapalhando. Suba as escadas."""
Ushiromiya Lion,"""Mas, Will...!"""
{f:5:Virgilia},"""Deixe isso com a gente. ......Você tem um trabalho. Proteger a sua família."""
Ushiromiya Lion,"""Eu, ......eu entendi. ......Pessoal, cuidem‐se......"""
,"A mansão estava repleta de sons de batidas, esmagamentos, destruição e mastigação."
,As cabras e sua onda de destruição estavam cada vez mais próximas......
Dlanor,"""......Lorde {f:5:Battler}. Gertrude e Cornelia terminaram de selar as {f:5:escadas}.{n}A grande escadaria aqui é a única que {f:5:resta}."""
{f:5:Lambdadelta},"""As outras são pequenas, por isso elas foram rápidas. Por outro lado, essa escadaria é graaande. Parece que vai dar bastante trabalho."""
,{f:5:Lambdadelta} falou como se fosse problema de outrem.
,"Só de olhar rapidamente para ela, já dava para perceber que a mesma não tinha a intenção de ajudar."
,"Mesmo assim, Beato não a repreendeu."
,......Este jogo é entre Battler e Ange. {f:5:Lambdadelta} era apenas uma observadora que havia sido convidada.
{f:5:Lambdadelta},"""......Não pensem mal de mim. ......Mesmo eu morreria se fosse partida em pedaços. Foi mal, mas vou ficar aqui apenas como observadora."""
{f:5:Beatrice},"""É o que você sempre foi. .........Embora seja uma pena não poder pedir pela sua ajuda."""
Ushiromiya Battler,"""......Nem, ela está sendo gentil. Ela só não quer roubar o nosso show."""
{f:5:Lambdadelta},"""Heheh. Claro, vamos fingir que é esse o motivo."""
,"Sendo uma bruxa Viajante, {f:5:Lambdadelta} poderia se retirar do tabuleiro de Battler quando quisesse."
,"Em outras palavras, ela era a única que não estava em apuros agora."
{f:5:Lambdadelta},"""Até mais. ......Acho que assistirei este jogo entre você e a Bern até o fim. ......Estarei torcendo por você."""
{f:5:Beatrice},"""Enquanto come pipoca?"""
{f:5:Lambdadelta},"""É claro. Acho que hoje tenho uma manteiga sabor molho de soja."""
,{f:5:Lambdadelta} desapareceu com um pop.
,"Assim que sumiu, um buraco negro se abriu no ar e Gaap caiu dele."
Gaap,"""Battler, Riiche. Poderiam vir aqui um segundo? Vocês deveriam ver isso."""
Ushiromiya Battler,"""......Agora?"""
Gaap,"""Agora."""
{f:5:Beatrice},"""Vamos. ......Pessoal, contamos com vocês para segurar essa posição...!"""
,"Quando Gaap estalou seus dedos, um grande buraco se abriu debaixo de Battler e Beato, engolindo ambos."
,"Quando eles foram cuspidos de volta, .........já estavam em um céu pintado de preto."
,Ambos estavam flutuando no céu noturno. Eles podiam ver Rokkenjima aos seus pés.
,"E, assim que perceberam isso, ......eles estremeceram."
{f:5:Beatrice},"""......I‐Isso é............!!"""
Ushiromiya Battler,"""Não é uma multidão. ......É um mar."""
,"Não era mais uma multidão de cabras, mas um mar de cabras."
,"Assim como Rokkenjima era cercada pelo oceano, agora era a mansão quem estava cercada por um mar de cabras."
Gaap,"""......As pessoas do futuro são mesmo incríveis. ......Afinal, quantas delas imaginaram a tragédia desta ilha?"""
{f:5:Beatrice},"""Não passa de um sonilóquio sem valor vindo de fora da caixa de gato...! Vamos limpar esse lugar...!!"""
