Speaker,Brazilian Portuguese (PT)
Sakutarou,"‘Quando ela voltar e você cumprimentá‐la com um rosto sorridente, ......eu tenho certeza que ela vai sentir o mesmo. Uryu.’"
Ushiromiya Maria,"""......A mamãe...vai ficar feliz......?"""
Sakutarou,"‘Uryu. Então, eu tenho certeza que isso vai aliviar o cansaço dela por trabalhar tanto. Então, eu tenho certeza que ela vai ficar de bom humor mais rápido que o normal, e vai brincar muito com você.’"
Ushiromiya Maria,""".............................."""
Sakutarou,"‘Quando você volta para casa e a mamãe está esperando por você de bom humor na cozinha, isso não deixa você feliz? Tenho certeza que é o mesmo pra ela.’"
Ushiromiya Maria,"""......Se a Maria ficar cuidando da casa, feliz, feliz......ela também vai ficar feliz?"""
Sakutarou,‘Uryu!’
,Sakutaro concordou profundamente com sua grande cabeça.{n}Mais nenhuma lágrima escorria dos olhos de Maria.
,"......Porque se ela cumprimentar a sua mamãe com um rosto coberto por lágrimas, a mamãe dela provavelmente também iria ficar triste."
Sakutarou,"‘Você já sabe disso, Maria. Não pode usar a magia de criar sorrisos se você também não estiver sorrindo.’"
Ushiromiya Maria,"""......Sim. ......A Maria sabe. Por isso não vou mais chorar."""
Sakutarou,"‘Ei, Maria. Eu tenho uma ideia de como podemos nos divertir. ......Uryu, posso contar?’"
Ushiromiya Maria,"""......O que é?"""
Sakutarou,"‘A mamãe não vai voltar até domingo de noite. Então por que não fazemos uma festa do pijama em segredo, a mamãe nunca vai ficar sabendo!’"
Ushiromiya Maria,"""Festa do pijama...?"""
Sakutarou,‘Você pode brincar comigo enquanto come doces e bebe refrigerante na cama até ficar cansada.’
Ushiromiya Maria,"""Uma festa do pijama. ......Sim, parece divertido. ...Não preciso ir dormir às nove? A mamãe não vai ficar zangada comigo por não ter ido pra cama?"""
Sakutarou,"‘É um segredo entre você e eu, só quando a mamãe não estiver por perto.{n}Por isso, até você ficar com sono, nós vamos passar a noite nos divertindo juntos.’"
Sakutarou,‘Vamos comer jujubas e tentar adivinhar a cor da próxima. Vamos abrir amendoins e tentar adivinhar {c:86EF9C:qual metade é o vovô}.’
Sakutarou,‘Vamos procurar por tesouros no armário. E fazer muito mais coisas!{n}Me pergunto que gosto ficaria se misturássemos refrigerante de laranja e melão.’
Ushiromiya Maria,"""Uu. Eu queria tentar uma vez, mas perguntei pra mamãe se estava tudo bem e ela ficou brava."""
Sakutarou,"‘Uryuu! Vamos experimentar em segredo da mamãe{p:0:♪} Essa noite, vamos brincar muito, rir muito e, com muita felicidade, vamos mandar para longe nossas lágrimas. Não se preocupe, comigo aqui, certamente vai ser divertido! Eu certamente vou fazer você feliz, Maria.’"
Ushiromiya Maria,"""Sim... Sim. Tenho certeza que vai ser divertido com você aqui. Isso com certeza vai me fazer feliz. Obrigada, Sakutaro. Não vou mais chorar. Vamos nos divertir muito juntos, vamos ser muito felizes e dar as boas‐vindas com um sorriso no rosto quando a mamãe voltar."""
Sakutarou,‘Uryuu! Vamos brincar e brincar esta noite e ficarmos muito animados{p:0:♪} Vamos brincar muito em uma festa secreta que só podemos ter quando a mamãe não está.’
Sakutarou,"‘Se for animado o bastante, tenho certeza que muitos amigos vão vir do País das Maravilhas e também do País do Espelho. Vamos ter tantos amigos que vai chegar uma hora que simplesmente não vamos mais ter tempo para ficarmos entediados. Uryuu!’"
Ushiromiya Maria,"""Uryuu!!"""
,"......E assim, a Maria começou sua festa do pijama com o Sakutaro, e nos divertimos muito até tarde da noite."
,"Brinquei de colocar minha mão no saco de jujubas sem olhar, e tentar adivinhar qual cor ia pegar."
,......O Sakutaro tem uma boa intuição e acertou um monte.{n}A Maria também conseguiu o feito brilhante de adivinhar quatro vezes seguidas de uma só vez.
,"O jogo onde se abria os amendoins ao meio e tentava adivinhar qual metade era o vovô...foi mais fácil do que o jogo da cor das jujubas, por isso acertei um monte."
,"Lamber meus dedos cobertos de sal é feio, mas essa é a parte mais saborosa."
,Eu gosto tanto de refrigerante de laranja quanto de melão.
,"Espero que misturando os dois, eles brilhem como se fosse alquimia, e uma nova bebida que ninguém nunca provou seja criada."
,"Eu fiquei empolgada que, se ficasse realmente gostoso, iria chamar de Sakutaro Juice e começaria a vender."
,"Mas, inesperadamente, ficou com um gosto estranho e desapontador.{n}E a cor era tediosa e sem graça."
,...Talvez eu não devesse ficar surpresa que laranja e verde misturados fossem ficar assim. ......É uma pena. Tinha imaginado que iria ficar com uma cor brilhante de abacaxi.
,Mas foi uma noite incrível e muito divertida.
,"Se estou me divertindo tanto assim, talvez a mamãe também queira vir pra casa e, inesperadamente, apareça na porta da frente."
,"......Por isso senti que a mamãe poderia voltar de repente, e fui várias vezes até a porta para conferir, mas não tinha como a mamãe vir pra casa quando ela está tão ocupada com o trabalho."
,"Mas ao invés do sentimento de solidão, só me senti um pouco desapontada que não pude convidar a mamãe para se juntar à uma festa noturna tão divertida."
,"Na próxima, vou fazer isso quando a mamãe estiver em casa, e deixar ela se juntar."
,"Mesmo as coisas que não acho gostosas, a mamãe diz que são deliciosas, então talvez ela diga que o Sakutaro Juice é realmente gostoso."
,"Quando a mamãe voltar cansada, vou servir um pouco pra ela."
,E mais do que isso.
,"......Quero ao menos escrever sobre essa noite divertida em uma carta, e depois entregar para ela."
,Desejando que esses fortes sentimentos de felicidade cheguem até a mamãe.
,"Desejando que quando a mamãe voltar pra casa cansada do trabalho, que é sempre duro pra ela, eu posso compartilhar essa felicidade com ela."
,"Desejando que quando a mamãe voltar domingo à noite, certamente cansada, eu posso deixar tudo um pouco mais feliz compartilhando dessa felicidade......"
,Gentilmente coloquei a carta na mesa da mamãe.
,{e:070:Para mamãe.{n}Bom trabalho se esforçando no trabalho hoje{p:0:☆} Um pouco da minha felicidade para compartilhar com você.{n}{m:-5:―}―De Maria}
,"Então, decidi dar um presente ao Sakutaro por sugerir essa noite maravilhosa."
,Um pequeno cachecol vermelho que encontrei procurando por tesouros no meu armário.
,"Quando Maria era muito nova, sua mãe havia tricotado esse pequenino cachecol vermelho para ela."
,"Foi bordado ""Maria"" com uma agulha de tricô."
,......Ela gentilmente enrolou o cachecol em volta de Sakutaro.
,"Realmente combinou com ele, destacando seu amarelo com o vermelho muito bem."
Sakutarou,‘.........Uryu. ...Ficou bom em mim......?’
,Sakutaro parecia envergonhado ao vestir o seu primeiro presente.
,......Sim. Ficou ótimo em você.
Ushiromiya Maria,"""Uu. Sakutaro, muito obrigada por tudo. Esta noite foi muito divertida. Nem consigo lembrar porque estava chorando. ......Vamos sempre ficar juntos, certo?{n}E vamos sempre brincar e rir juntos."""
Sakutarou,"‘Uryuu! Eu te amo, Maria!’"
Ushiromiya Maria,"""A Maria também. Te amo muito, Sakutaro."""
,"Após brincar muito, meu quarto estava uma bagunça."
,Talvez eu tenho brincado demais.
,"......Mas já estou cansada, então vamos dormir juntos hoje. E amanhã, vamos arrumar tudo juntos e dar as boas‐vindas à mamãe com o quarto limpo. ......Certo? Sakutaro?"
,Uryuu{p:0:♪}
Ushiromiya Maria,"""......Viu? Viu como a Maria está feliz...não, viu como nós estamos felizes?"""
Ushiromiya Ange,""".................. Essa é a sua felicidade, Maria onee‐chan...?"""
Ushiromiya Maria,"""Sim. A Maria está feliz."""
Ushiromiya Ange,"""......Mesmo você estando tão empolgada por aquele filme, e a tia Rosa ter prometido que definitivamente iria levar você, e no fim esqueceu completamente."""
Ushiromiya Maria,"""Ela só esqueceu porque estava muito ocupada. ......Mesmo se ela tivesse lembrado, não poderia fazer nada por causa do trabalho."""
Ushiromiya Maria,"""Tendo lembrado ou não, a mamãe passaria a noite no trabalho da mesma forma. Ela não ia poder ver o filme. .........Ela ter lembrado da promessa ou não é insignificante."""
,......Não tem como isso ser insignificante.
,"Afinal, ......quando a tia Rosa respondeu ""O filme?"" no telefone, estava óbvio que ela havia esquecido completamente a promessa."
,"E quando ela ouviu isso, o humor da Maria onee‐chan definitivamente ficou sombrio."
Ushiromiya Ange,"""Bem, ......assim como você disse, mesmo se a tia Rosa tivesse lembrado da promessa, você não ia poder ir ver o filme com ela."""
Ushiromiya Ange,"""......Mas, mesmo assim. ......Pensar que sua mãe simplesmente esqueceu a promessa sobre passar um de seus poucos dias livres como você, ...é muito triste. Eu ficaria brava."""
Ushiromiya Maria,""".............................. ...Sim. É triste. Porque, mesmo se ela lembrasse, nós não poderíamos ir ver o filme juntas."""
Ushiromiya Maria,"""......Mas depois disso, eu tive uma noite muito, muito divertida com o Sakutaro. Você também deve ter achado a festa do pijama muito divertida, Ange."""
Ushiromiya Ange,"""........................... Não tem como aquilo ser divertido."""
Ushiromiya Ange,"""...Quero dizer, toda a bagunça que você fez naquela noite, ......foi simplesmente você intencionalmente fazendo baderna do nada para que pudesse esquecer que estava sozinha e sua mãe não iria voltar."""
Ushiromiya Maria,"""Isso não é verdade. Realmente me diverti na festa com o Sakutaro."""
Ushiromiya Ange,"""Não, você não se divertiu! Você só estava muito triste, e o ódio pela sua mãe ter esquecido a promessa fez você bagunçar seu quarto...!!"""
Ushiromiya Maria,"""...............Tinha algo assim escrito no meu diário?"""
Ushiromiya Ange,"""Não estava {i:escrito} em lugar nenhum! Mas......ao ler os intervalos entre cada uma das linhas, eu pude entender seus sentimentos! Você não teve uma noite divertida!"""
Ushiromiya Ange,"""E você ainda ficou acordada até tarde, quebrou a rígida regra sobre não comer doces fora da hora do lanche, ......e não tendo colocado para fora toda sua tristeza, você ainda mexeu em tudo no seu quarto, .........fazendo uma grande bagunça, não foi...?!"""
Ushiromiya Ange,"""E depois de fazer uma bagunça no quarto e ficar cansada, .........tudo o que você fez foi se agarrar nos lençóis e chorar até dormir...!"""
Ushiromiya Maria,""".........Está escrito no diário que a mamãe provavelmente esqueceu a promessa sobre o filme, e que eu fiquei acordada até tarde tendo uma festa do pijama com o Sakutaro, ......e baguncei meu quarto procurando por um tesouro."""
Ushiromiya Ange,"""Sim. E isso.........só pode significar uma coisa, não pode?! Você estava sedenta pelo amor da tia Rosa...! A tia Rosa sempre coloca seu trabalho e imagem pública em primeiro lugar, sempre deixando você em segundo plano...!"""
Ushiromiya Ange,"""Isso me enoja! Porque eu sei o quão superficial as palavras de {i:amor} da tia Rosa por você são!! Você deveria perceber isso sozinha!"""
Ushiromiya Ange,"""Então......como você pode dizer que era feliz?! Eu não {i:entendo} isso......essa parte de você, Maria onee‐chan!! Mesmo nessa idade, eu não consigo entender isso...!!"""
Ushiromiya Ange,"""Como você não ficava triste? Como você podia viver uma realidade repleta de infortúnios e chamar isso de felicidade?! Eu não consigo, eu não consigo entender isso...!!"""
Ushiromiya Maria,"""...............Você é uma criança triste, Ange."""
Ushiromiya Ange,"""Eu não entendo!! Por que {i:você} está com pena de {i:mim}?!"""
Ushiromiya Maria,"""........Mesmo um ""fato"" sobre uma divertida festa do pijama estando escrito no meu diário, .........quando isso é observado por uma pessoa diferente, parece que esse mesmo ""fato"" toma uma forma diferente."""
,Eu me lembro de ter falado sobre isso com a {f:5:Bernkastel}.
,"A verdade é indeterminada e muda de forma toda vez que é observada.{n}Pela forma como é percebida, ...ou seja, dependendo da pessoa que a percebe, uma única verdade pode se tornar diferentes verdades."
,E verdades do passado são pintadas por verdades do futuro......
Ushiromiya Maria,"""Neste diário, a Maria escreveu o que aconteceu naquela noite muito, muito divertida."""
Ushiromiya Ange,"""......Você descreveu os eventos daquela noite como sendo alguém muito feliz."""
Ushiromiya Maria,"""E mesmo assim, quando você leu o diário, leu os eventos daquela noite como sendo muito, muito tristes."""
Ushiromiya Ange,"""......Mesmo você tendo descrito eles como felizes, eu os li como sendo algo triste."""
Ushiromiya Maria,"""Pare."""
Ushiromiya Ange,"""................................."""
Ushiromiya Maria,"""Isto...conta sobre uma noite feliz. .........Essa é...a ""verdade"" sobre aquela noite.{n}Por favor, não pegue essa verdade feliz............e a pinte como uma nova e diferente verdade."""
Ushiromiya Ange,"""............Isso faz você......feliz, Maria onee‐chan?"""
Ushiromiya Maria,"""Sim. Feliz. .........É por isso que sinto pena de você, porque você não consegue sentir a mesma felicidade na mesma situação."""
,".........Tanto ela naquela época, e eu agora, estamos na mesma situação, isoladas e sem amigos."
,Ange......aceitou essa solitária verdade como uma solitária verdade. Mas {i:ela}......pintou essa solitária verdade como uma verdade feliz.
,Ushiromiya Maria pegou essa verdade triste......e a transformou em felicidade.
,"Esta é......a única, e ainda assim, imensa, ...diferença entre mim e a Maria onee‐chan."
,"Ao mesmo tempo que eu sou incapaz de aceitar isso, ......outra parte de mim inveja esse poder."
Ushiromiya Maria,"""Sim. ......Isso mesmo. É um ""poder"". ......Com esse poder, a Maria foi capaz de ser feliz. E sem isso, você não consegue."""
Ushiromiya Ange,"""Esse.........poder, ............o que é isso............?"""
