Speaker,Brazilian Portuguese (PT)
,"Após conferir, por completo, o quarto em si, ......Erika se dirigiu à porta do banheiro."
,"Já que ele não estava na suíte, era natural imaginar que estivesse no banheiro."
,"E, já que o quarto de hóspedes era composto por dois cômodos, se Battler também não estivesse no banheiro, ......significaria que ele deu um jeito de escapar do quarto fechado."
,.........Exceto pelo único local no qual Erika intencionalmente não verificou......
Furudo Erika,"""Eu vou conferir o banheiro."""
Dlanor,"""......Lady {f:5:Erika}. ......É possível ouvir o som de água corrente vindo de {f:5:dentro}. E também há um fraco {f:5:calor}."""
Furudo Erika,"""Ooh......? ......Não vai me dizer que ele está tomando banho, vai...? Por acaso está trancado...?"""
Ushiromiya Battler,"""Não, não está trancado. Vá em frente e abra."""
Furudo Erika,"""......Então, se me der licença."""
,"Lentamente, ......Erika colocou sua mão na maçaneta da porta do banheiro......"
,"......Ela tentou empurrá‐la para abrir, mas sentiu uma estranha resistência."
,"É claro, não era a resistência da tranca."
,......Foi como se......tivesse um peso não‐natural a segurando......
,O vapor quente do chuveiro saiu pela fresta aberta na porta.
,"Porém, não estava chaveada, logo, provavelmente, não havia ninguém tomando banho."
,"Após permitir que uma expressão estupefata surgisse em seu rosto, Erika empurrou a porta com todo o seu corpo, forçando‐a a abrir..."
Furudo Erika,"""Hyaa?! O‐...O quê?!?!"""
,"Assim que ela abriu a porta, uma tempestade de vapor e água quente soprou contra ela."
,"Erika congelou, incapaz de entender o que havia acontecido."
,"Após cair de bunda no chão, ela percebeu que a água fervente do chuveiro estava respingando nela com força."
Furudo Erika,"""O‐......O que é isso......? ......Que piada mais.........imbecil......"""
,"Reclamando, Erika enrolou em volta de si o cobertor da cama, e tentou entrar no banheiro mais uma vez."
,"Dessa vez, ela foi capaz de entender o que estava acontecendo."
,Era......uma elaborada pegadinha.
,"Um arame preso ao bocal do chuveiro, posicionado de forma que apontasse para a entrada."
,"A pressão e a temperatura foram colocadas no máximo, assim qualquer um que tentasse abrir a porta seria recebido por uma onda de água quente."
,"A pressão era muito forte, o que provavelmente explica o peso que ela sentiu quando tentou empurrar a porta."
,"Ela tentou fazer com que o chuveiro apontasse em outra direção, mas além dele estar fixado naquela posição com um arame, também estava colocado em um lugar alto o suficiente para que Erika não conseguisse alcançar devido a sua estatura."
,"Ela tentou desligar a pressão, mas também estava preso por arames."
,Ela não conseguia fazer nada com as mãos nuas. Erika precisaria ir buscar uma ferramenta capaz de cortar os arames.
,"Entretanto, quando ela olhou para a banheira, que estava cheia até a borda com água quente, ela viu em seu fundo, um amontoado de arames e um alguns alicates usados para cortá‐los."
,"Se os usasse, poderia desligar a pressão..."
Furudo Erika,"""......Ah, aiaiaiaiaiaiai!! ......Que brincadeira idiota...!!"""
,"O cobertor que ela usou para se proteger do chuveiro foi ficando cada vez mais encharcado com a água fervente.{n}Nesse ritmo, ela iria se queimar mesmo com o cobertor."
,Ela precisava desligar a água logo...!
,"Procurando próximo à banheira, ela encontrou uma grande escova de banho de cabo longo dependurada."
,......Perfeito...!
,"Erika a usou para, habilidosamente, puxar os alicates que estavam no fundo da banheira."
,"Felizmente, era uma banheira funda de estilo ocidental."
,"Se fosse uma banheira japonesa profunda, ela provavelmente se queimaria muito."
,"Garantindo que não tocaria nas partes quentes de metal, ela cuidadosamente pegou os alicates......e cortou os arames ao redor da torneira..."
,"......Seu, ......seu......!"
Furudo Erika,"""Haah, ...haah! Haah......haah!!"""
,Ela finalmente fechou a torneira e o calor da tempestade de água quente cessou.
,"......Por certo tempo, Erika foi forçada a resfriar seus braços quase queimados debaixo de água corrente..."
Dlanor,"""......Mas que {f:5:calamidade}."""
Furudo Erika,"""Gostaria de um banho também? Eu posso lavar o seu rosto com essa escova."""
Dlanor,"""Permita‐me {f:5:recusar}."""
Furudo Erika,"""Mesmo? ......É uma {f:5:pena}."""
,Erika finalmente recuperou o suficiente de sua postura abusiva......
,"Ela fechou por completo a torneira, ......e o silêncio retornou ao banheiro."
,"Logo após, tudo o que restara fora a respiração pesada de Erika."
,Ela ligou o ventilador para acabar com o vapor quente.
,Erika deixou o banheiro até que estivesse finalizado.
,"......Foi agradável, como se tivesse pisado em um quarto com ar‐condicionado em um dia quente de verão."
Furudo Erika,""".........Essa sim é uma armadilha ridícula. ...Mas não estava aqui na hora em que eu vim examinar o ""cadáver"" dele. Portanto, a aparição desta armadilha prova que Ushiromiya Battler estava vivo. ......Bem, eu nunca pensei que ele estivesse morto mesmo."""
Dlanor,"""......Ele meramente decidiu revelar abertamente uma carta que já havia sido {f:5:exposta}."""
Furudo Erika,"""Vamos verificar o interior do banheiro. Battler foi visto?"""
Dlanor,"""{f:5:Não}. {p:1:Ninguém foi visto no {f:5:banheiro}}."""
Furudo Erika,"""{i:Good}. Com isso, nós...{p:1:confirmamos que, exceto por um local, Battler não existe em nenhum lugar dentro deste quarto}."""
{f:5:Beatrice},"""......Dá um tempo. Onde fica essa única exceção?"""
Furudo Erika,"""Um caixão. .........É o caixão de Ushiromiya Battler."""
Dlanor,"""......Cinzas às cinzas, mortos aos seus {f:5:caixões}."""
Ushiromiya Battler,""".........Este quarto é onde você pretende acabar comigo, certo? ......Beleza. Pode dizer."""
,"O até então período de silêncio, onde a única exceção era a chuva, .........foi repentinamente substituído por um avassalador odor de pólvora."
,"Embora fosse extremamente silencioso, ......o quarto foi preenchido pela tensão......como se você pudesse ser cortado ao meio se relaxasse por um instante."
,Uma nuvem de borboletas se amontou sobre a mesa redonda do quarto......e transformou‐se no tabuleiro de xadrez da bruxa.
,Finalmente.........era hora do cerco.
Furudo Erika,"""Verdade azul. {p:2:Você não desapareceu deste quarto. Apenas se escondeu para fazer parecer que desapareceu de dentro de um quarto fechado. O lugar onde você está escondido......é a ""única exceção"" que eu ainda não investiguei}."""
,"Quando Erika suavemente levantou sua mão direita, ......uma única borboleta dourada apareceu, vinda da escuridão atrás dela, ......esvoaçando entre o dedo indicador e o dedo do meio da mão erguida de Erika, transformando‐se em uma peça branca."
,"Então, .........ela a ergueu no ar......"
Furudo Erika,"""{p:2:A ""única exceção"".........está ""aqui"". ......O closet ao lado da entrada}!!"""
,Bang!!
,".........Como o raio de um trovão atingido a terra, ......a peça branca......posicionou‐se no ponto fraco do território de Battler, ......acertando o tabuleiro......!"
Dlanor,"""Sim, é {f:5:aqui}...!!!"""
,"Com um som violento, a porta do closet, que localizava‐se ao lado da entrada do quarto de hóspedes, foi empalada por uma lança que representava a verdade azul. Dlanor deu um giro e a arremessou."
,"A porta foi completamente perfurada, ......e a lança aprofundou‐se tanto que, se um humano estivesse se escondendo ali dentro, ela teria atravessado seu peito também. ......Seu cabo, ainda trêmulo, era uma comprovação da força com qual foi arremessada."
Ushiromiya Battler,"""......................................."""
Dlanor,"""{p:2:Não há outros lugares aqui para se esconder além {f:5:deste}. Você está se escondendo aqui {f:5:agora}}."""
Furudo Erika,""".........O que tem a dizer, Battler‐san...? Será que teve seu coração atravessado por um único disparo, um Mate Sufocado literal...?"""
Ushiromiya Battler,"""................................."""
{f:5:Beatrice},"""......Battler‐san. ......É a sua vez."""
Ushiromiya Battler,"""Sim. ......Eu pensei que pudesse ser assim, Erika. Você intencionalmente deixou um espaço em aberto para que pudesse me prender dentro desse caixão. ......É o mesmo movimento que aprisionou Kinzo dentro do quarto de Natsuhi durante o último jogo. ......Eu o antecipei."""
Furudo Erika,"""Ora, ......é mesmo? ......Então, deixe‐nos ouvir sua resposta. ......Mas permita‐me fazer uma previsão."""
Ushiromiya Battler,"""Pode mandar."""
Furudo Erika,"""......Em dois movimentos, eu darei o xeque‐mate. Esta é a minha previsão."""
Ushiromiya Battler,"""Então eu também vou fazer a mesma previsão."""
Ushiromiya Battler,"""......Irei dar o xeque‐mate com mais dois movimentos."""
{f:5:Lambdadelta},"""...............Parece interessante."""
{f:5:Bernkastel},"""......Essas previsões se contradizem. .........Me pergunto quem será o mentiroso......?"""
,O ar estalou e reluziu. ......O silêncio afetaria a peça de um.
Dlanor,"""Então, vá em {f:5:frente}. ......É a sua {f:5:vez}."""
{f:5:Beatrice},""".........É inútil. Seu modesto caixão não será capaz de aprisionar o Battler‐san."""
Ushiromiya Battler,"""Aqui vai a minha resposta."""
,"Lentamente, ......Battler esticou sua mão sobre o tabuleiro de xadrez."
,"Uma borboleta dourada que surgiu da escuridão, pousou no dedo de Battler e se transformou em uma peça preta."
,"......A peça preta era o rei, .........e representava o próprio Battler."
Ushiromiya Battler,"""............Você disse......que ""{p:2:Battler está se escondendo no closet}"", ......e essa é a minha resposta. .........Tome isso."""
Ushiromiya Battler,"""{p:1:Ushiromiya Battler não existe dentro do quarto de hóspedes. ......Não há exceções, e isso inclui o closet}."""
,"Dessa vez, como o raio de um trovão negro, ......Battler bateu com sua peça contra a peça branca que Erika havia plantado atrás de suas linhas, ......esmagando completamente aquela peça."
,"Com um dourado spray por todo lado, e uma fraca nuvem de poeira dourada pairando no ar, a peça de Erika derreteu lindamente à escuridão......"
Ushiromiya Ange,"""......Entendi, então ele se escondeu no closet no início, ......e escapou do quarto enquanto a Erika estava ocupada com o chuveiro!"""
{f:5:Featherine},"""É a mesma técnica usada para fazer Kinzo escapar do estúdio durante o último jogo. Distrair a observação do observador e desaparecer na escuridão."""
Furudo Erika,"""......{i:Good}. É claro que diria isso, é claro que faria isso. ......Eu já havia previsto esse movimento."""
,Agora era a vez de Erika.
,"......Uma borboleta dourada tremulou diante de Erika, ......e ela a agarrou no ar com um golpe de mão."
,Ela então levantou a mesma mão no ar.........e ergueu a peça branca.
Furudo Erika,"""Deixe‐me anunciar um movimento retroativo. Isso ocorreu bem no começo, logo depois que eu quebrei os selos e entrei neste quarto. ......{p:1:Naquela hora, eu imediatamente fechei a porta, recoloquei a corrente e selei o quarto}."""
Ushiromiya Battler,"""Objeção. {p:2:Gohda cortou a corrente da porta quando o crime foi descoberto pela primeira vez. Como a corrente da porta não está mais em funcionamento, é impossível usá‐la para criar um selo}."""
{f:5:Bernkastel},"""Objeção negada. {p:1:Erika consertou a corrente da porta}. ......Viu?"""
{f:5:Beatrice},"""......É impossível. ......Como ela poderia consertar uma corrente de latão?"""
