Speaker,Brazilian Portuguese (PT)
Ushiromiya Rosa,"""Também não tenho objeções. O Battler‐kun é o sucessor escolhido pelo epitáfio. Se não está satisfeita, por que não pergunta diretamente para o pai...?!"""
Ushiromiya Kyrie,"""Isso mesmo. Assim como você disse, Natsuhi nee‐san, foi o pai quem escreveu o epitáfio. E ele é o proprietário de todo este ouro. Nesse caso, não é melhor levarmos o assunto até ele? Que tipo de tratamento o Battler‐kun vai receber como sendo aquele que encontrou o ouro? Eu acredito que o pai é o único que tem o direito de determinar isso...!"""
Ushiromiya Natsuhi,"""M‐Mas......!!"""
Ushiromiya Krauss,"""......Eu disse que era para se acalmar........."""
Ushiromiya Eva,"""A Rosa e a Kyrie‐san estão certas. Vamos perguntar ao pai!! Está na hora de vocês dois desistirem!!"""
Ushiromiya Hideyoshi,"""Isso aí!! Tragam o pai aqui!! Não vamos chegar a lugar nenhum só com vocês! Vamos começar a verdadeira conferência familiar!! Acha mesmo que é algo que pode deixar de lado só porque ele está {i:cansado}?! Se não levarmos isso a sério, vamos acabar com grandes problemas nas nossas mãos...!"""
Ushiromiya Hideyoshi,"""Ei! Tá me ouvindo?! Já disse que acabou o papo com vocês!! Se mexam e tragam logo o pai até aqui agoraaaaaa!!!"""
Furudo Erika,"""...............As conferências da sua família são sempre assim?"""
Ushiromiya Battler,"""......Como vou saber?"""
Furudo Erika,"""Eles provavelmente sempre se sentiram assim por dentro. .........Heheheheh. Parece que não serão capazes de passar isso a limpo agora sem a presença do Kinzo‐san."""
Furudo Erika,"""......E pensar que começariam uma briga infantil dessas mesmo depois de ficarem sabendo que ele tem pouco tempo de vida. ......Me pergunto como ele se sente agora. ......*risos*. Imaginar isso...não, deduzir isso será um prazer."""
,Os parentes ignoraram Battler e Erika e continuaram gritando uns com os outros...
,"Mesmo Battler tendo mais ou menos imaginado que esse tipo de coisa acontecia nos bastidores, ele nunca havia presenciado."
,"Ele suspeitava disso desde seis anos atrás, e foi capaz de ter uma boa ideia de como ficavam as expressões sombrias de seus parentes quando essa época do ano se aproximava..."
,"Porém, os argumentos que seus parentes estavam usando diante de seus olhos......eram muito mais......horríveis do que ele havia imaginado..."
,Ele estava feliz de ter chamado os adultos para um lugar onde seus primos não fariam ideia do que aconteceu......
,"Talvez por todos estarem cansados dessa aparente argumentação sem fim, eles resolveram fazer uma pausa."
,"Foi decidido que a conferência familiar, que estava ocorrendo dentro da Terra Dourada, deveria ser movida para o interior da mansão..."
,"O lugar podia ser lindo, como um quarto VIP, mas não havia ventilação e estava relativamente frio."
,Não era adequado para uma longa conversa.
,"Eles pensaram na possibilidade de alguém tentar carregar o ouro para fora quando eles dessem as costas, mas não era como se alguém conseguisse fazer muito com mãos humanas e tão pouco tempo, estando diante de dez toneladas de ouro."
,"Pelo contrário, pareceu até que a montanha de ouro que compunha o cenário estava tomando deles a habilidade de tomarem decisões sólidas."
,"Por isso, eles concordaram em retornar à mansão, em parte para que pudessem reaver a compostura e continuar a conferência de forma mais impiedosa......"
Furudo Erika,"""......Pois bem, irei me retirar por ora. ......Imagino que só ficaria no caminho se permanecesse por mais tempo."""
Ushiromiya Rudolf,"""Sim, desculpe por isso. Incomodamos muito você?"""
Ushiromiya Rosa,"""Por favor, nos permita demonstrar nossa gratidão amanhã. Peço desculpas por deixar você ver esse nosso lado vergonhoso."""
Ushiromiya Eva,"""Sei que disse que estava abrindo mão, mas continuamos dispostos a dividir igualmente, como gratidão por ter sido uma das primeiras a encontrar o ouro. Certo, nii‐san?"""
Ushiromiya Krauss,"""......Mm. Sabemos do que você é capaz. Acredito que consegue imaginar nossas circunstâncias atuais."""
,20 bilhões de iene em ouro não é algo que eles desejem que seja espalhado aos quatro cantos.
,Eles não queriam que uma intrusa como Erika contasse para outras pessoas.
,"É claro, Erika já havia ""deduzido"" isso."
,"Ela exibiu um desagradável olhar em seu rosto, como se tivesse entendido todos muito bem..."
Furudo Erika,"""......É desnecessário que fiquem se preocupando comigo. Não tenho quaisquer intenções de contar a qualquer pessoa sobre isto. ......E mesmo que eu fizesse, ninguém iria acreditar em mim sem que eu apresente alguma uma prova."""
Furudo Erika,""".........Eu já tive o prazer de testemunhar algo muito interessante esta noite. Foi um verdadeiro banquete aos olhos, por isso deixem‐me assegurar que já estou mais do que satisfeita."""
Ushiromiya Eva,"""Heheh, entendo. Sim, não é todo dia que você se depara com dez toneladas de ouro."""
,"......Ver todo esse ouro foi um banquete para os seus olhos? É claro que não.{n}Dada a natureza sombria de Erika, era fácil adivinhar o que ela viu que a deixou tão feliz."
,"Eu pensei em dizer para ela se mandar logo daqui, mas eu também já queria dar no pé..."
,Eu tentei retornar para a casa de hóspedes junto com a Erika.{n}Mas a Kyrie‐san acabou agarrando meu ombro.
Ushiromiya Kyrie,"""Você não, Battler‐kun. Peço que venha junto com a gente."""
Ushiromiya Hideyoshi,"""Isso aí. Você é o verdadeiro sucessor do chefe agora! Precisa ir ver o pai e oficializar tudo...!"""
Ushiromiya Natsuhi,"""O pai é o único que pode decidir isso!! Não saiam decidindo as coisas por conta própria!"""
Ushiromiya Rudolf,"""......Battler. Eu sei que é um saco, mas vai ter que ficar junto com a gente um pouco mais. Não diga uma palavra. Só fique em silêncio e mantenha‐se calmo. Entendeu?"""
Ushiromiya Battler,"""............Faça o que quiser."""
,Deveria ser fácil dizer que eu não tenho interesse nenhum em ser o sucessor do chefe.
,......Mas não sei se que quero jogar mais lenha na fogueira.
,"Mesmo se não tivesse dito para eu ficar calado, eu já sabia que ficar em silêncio como um molusco era o mais sábio a se fazer..."
,"Nesse caso, seria tão ruim assim se eles me deixassem voltar para a casa de hóspedes...?"
,"Meu pai colocou seu braço em volta do meu ombro, e eu disse que era para ele desgrudar de mim."
,Mas não fez diferença nenhuma...
Ushiromiya Battler,""".........Nós resolvemos o epitáfio. Assim como você queria."""
{f:5:Beatrice},"""................................."""
Ushiromiya Battler,"""Quando você era a Game Master, nós sempre recebíamos aquelas cartas. ......‘Busquem resolver o epitáfio. Se não fizerem isso, eu matarei todos vocês’."""
{f:5:Beatrice},"""................................."""
,.........Por que ela queria tanto nos fazer resolver o enigma do epitáfio?
,"Resolvendo ele, nós encontramos uma montanha de ouro.{n}Uma salva de palmas para nós."
,E quanto a Beato?
,......Ela ganha alguma coisa......por termos encontrado o ouro?
,Ou ela perde algo...?
Ushiromiya Battler,"""...Até onde o modo de se pensar com o tabuleiro nos diz, ......as pessoas não fazem movimentos que podem ocasionar em perdas. O que significa que você deveria ganhar algo quando nós resolvêssemos o epitáfio..."""
{f:5:Virgilia},"""Não. {p:1:Esta criança não tem nada a ganhar com o epitáfio sendo resolvido por alguém}."""
Ushiromiya Battler,"""............Tem certeza que não tem problema fazer isso? Usar a verdade vermelha assim, sem a permissão dela."""
{f:5:Virgilia},"""......É o que ela faria."""
,"{f:5:Virgilia}, que havia aparecido de repente, respondeu imediatamente a minha questão com uma verdade vermelha..."
Ushiromiya Battler,"""No passado, eu cheguei a cogitar que o motivo pelo qual a Beato queria que resolvêssemos o epitáfio...era porque ela queria nos fazer encontrar o lugar onde o ouro estava escondido para roubar ele. .........Isso também está errado?"""
{f:5:Virgilia},"""Sim. ......Para começar, {p:1:o ouro da Terra Dourada pertence a ela desde o começo}. {p:1:Ela jamais precisou que alguém encontrasse por ela para que depois pudesse roubar}."""
,É claro. ......A Beato é {f:5:Beatrice} o Ouro.
,O mestre da Terra Dourada e também a alquimista da família Ushiromiya.{n}...Isso parece extremamente lógico.
,"Contudo, se for verdade, isso torna tudo ainda mais confuso."
,"......Mesmo que alguém expusesse a verdade do enigma do epitáfio, a Beato não ganharia nada com isso."
,"Não, pelo contrário, o ouro dela estaria sendo tirado de sua posse."
Ushiromiya Battler,"""Sendo assim, cada vez eu entendo menos. .........Eu entendi os assassinatos do epitáfio. Poderia ser uma vingança contra a família Ushiromiya, ou talvez um ritual para reviver seus poderes de bruxas. ...Ela provavelmente fez isso porque tinha algum objetivo ou propósito."""
{f:5:Beatrice},"""................................."""
Ushiromiya Battler,"""Mas qual o sentido dela ficar nos dizendo para resolver o epitáfio? Resolvendo ou não, ela não ganharia nada com isso. ......Em outras palavras, toda a questão sobre o epitáfio ser ou não resolvido, é irrelevante aos olhos da Beato."""
{f:5:Virgilia},"""......Você poderia dizer isso. {p:1:Independente do enigma do epitáfio ser resolvido ou não, esta criança não tinha nada a ganhar com isso}."""
Ushiromiya Battler,"""Não importava se fosse resolvido ou não. ......Isso não significaria que o enigma do epitáfio {i:em si} não tinha valor para a Beato...?"""
{f:5:Virgilia},""".................. ......Isso mesmo. O enigma do epitáfio não tinha nenhum significado para ela. Por isso, mesmo se você considerar essa posição extremamente irrelevante e sem valor, pode não ser possível argumentar contra sua afirmação..."""
{f:5:Beatrice},"""................................."""
,Beato......
,......Por que queria nos fazer resolver o enigma do epitáfio...?
,"Se compararmos uma bruxa como você a uma balança de dois pratos, os assassinatos do epitáfio se encontram em um..."
,E o enigma do epitáfio no outro.
,Por isso ela estava dizendo que iria parar com os assassinatos de epitáfio se o mesmo fosse resolvido.
,"......Em outras palavras, os assassinatos de epitáfio e o enigma do epitáfio tinham o mesmo valor para Beato."
,Como dois pratos de uma balança.
,O que quer dizer que o enigma do epitáfio e o massacre de toda a família...tinham o mesmo valor na perspectiva da Beato......
,Mas {f:5:Virgilia} respondeu com uma frase vermelha.
,"{p:1:Independente do enigma do epitáfio ser resolvido ou não, esta criança não tinha nada a ganhar com isso}."
,"Se ela não tinha nada a ganhar, então o enigma do epitáfio...era inexpressivo e irrelevante para Beato."
,"Nesse caso, quanto o peso dos assassinatos de epitáfio, que se encontra no lado oposto da balança, e representa o mesmo peso que o enigma do epitáfio.........vale para ela...?"
,"......Pense, não pare de pensar......"
,Os assassinatos do epitáfio e resolver o enigma do epitáfio possuem o mesmo peso.
,"Contanto que os assassinatos de epitáfio, que eram o objetivo da Beato o tempo todo, tivessem este único método de serem interrompidos — um método que ela definiu por conta própria — ambos tinham o mesmo peso para ela."
,"X=Y.{n}Independente do enigma do epitáfio ser resolvido ou não, a Beato não ganharia nada.{n}Y=0.{n}Então, nesse caso, ......quanto é X......?"
{f:5:Beatrice},"""................................."""
Ushiromiya Battler,"""......Espera um pouco. ......Isso significa que os assassinatos de epitáfio também eram inexpressivos e irrelevantes."""
Ushiromiya Battler,"""......Partindo de um respeitoso aviso prévio enviado por ela, ela estava disposta a investir muito esforço para nos matar, um por um, seguindo cada passo do epitáfio, sem ser exposta, sempre performando aqueles bizarros assassinatos em série. Então tudo isso não significou nada para ela...?"""
,Eu virei o tabuleiro diversas vezes tentando explorar os movimentos da Beato.{n}Essa é sempre a primeira coisa que acabo tropeçando.
,O significado dos assassinatos de epitáfio.
,Por que ela cometeu uma série de assassinatos com o intuito de reproduzir o epitáfio da bruxa?
,"Se ela queria matar toda a família Ushiromiya por vingança, seria muito mais simples, seguro e realista se ela simplesmente tivesse colocado veneno na comida ou ter saído matando um por um durante a noite, enquanto todos dormiam."
,"Mas, na primeira noite, a Beato nos mandou uma nota que parecia mais um aviso prévio, e conduziu o que poderia ser amplamente descrito como um assassinato em série em três atos, matando seis pessoas no primeiro crepúsculo, duas no segundo, e mais cinco, do quarto até o final."
,Nós não somos idiotas.
,"Assim que os primeiros assassinatos ocorreram, nós nos barricamos em algum lugar para impedir que houvessem novos assassinatos."
,"Além disso, nós rapidamente suspeitamos que o culpado poderia estar entre nós, e começamos a analisar os álibis uns dos outros."
,"O número de vítimas aumentou, e o número de suspeitos automaticamente diminuiu, e as chances da Beato de completar seu assassinato em série diminuiu cada vez mais até próximo do zero..."
,Tudo que envolveu os assassinatos de epitáfio......prescindivelmente ornamentado e desguarnecidamente decorado......o que só fez parecer ainda mais complicado para ela conduzir o assassinato em série.
Ushiromiya Battler,""".........Ela esteve elevando a dificuldade de completar seu próprio objetivo."""
{f:5:Virgilia},"""É bem como definiu. ......Não é mesmo uma criança estranha?"""
Ushiromiya Battler,"""Você sabia? Em romances policiais, é comum que assassinatos ocorram seguindo os acontecimentos de um poema ou uma cantiga de roda, assim como esses assassinatos de epitáfio. ......Acredito que você possa dividir o motivo desses ""assassinatos de cantiga"" ocorridos em três grupos principais."""
{f:5:Virgilia},"""......E quais seriam?"""
Ushiromiya Battler,"""O primeiro seria quando é benéfico para o culpado seguir o epitáfio e assim confundir as evidências e álibis. ......A clássica técnica de forjar a própria morte e se misturar em meio às vítimas é um grande exemplo, conforme comete os assassinatos em uma ordem que não segue o epitáfio, para que assim você possa fazer com que os outros confundam a ordem e criem um álibi para você."""
{f:5:Virgilia},"""Entendo. Então ela poderia fazer parecer que estava conduzindo os assassinatos de acordo com o epitáfio, ......quando, na verdade, ela estava guiando todos a pensar de forma que a beneficiasse. Isso parece bem interessante."""
Ushiromiya Battler,""".........Porém, nos nossos jogos, os mortos foram parados graças ao vermelho. ...Ela poderia enganar todos no mundo do tabuleiro, mas esses truques não funcionam da mesma forma aqui. ......Ou seja, a proposta mais tradicional para esse tipo de assassinato...não foi o utilizado aqui."""
{f:5:Virgilia},"""Nesse caso, quais são as duas outras formas de conduzir um assassinato de cantiga?"""
Ushiromiya Battler,"""Uma é a coincidência. ......O culpado conduz um assassinato em série que simplesmente acaba por ser similar ao epitáfio sem possuir essa intenção, e aqueles que testemunham erroneamente pensam que é um assassinato de cantiga. Nós, humanos, buscamos encontrar uma causa e efeito em tudo que vemos. ......Se pensamos que sabemos o que é determinada coisa, então é assim que ela se parecerá para nós."""
{f:5:Virgilia},"""......Entendo. Isso também é interessante. ...Porém, não tenho certeza se isso é convincente. Nos jogos desta criança, sempre há um aviso prévio que antecede os assassinatos do primeiro crepúsculo. E mais, eu acredito que você encontrou cartas e evidências circunstâncias, uma após a outra, que claramente indicavam que o culpado estava conduzindo um assassinato de epitáfio."""
Ushiromiya Battler,"""Sim, isso mesmo. .........Não era coincidência. Desde o início, a Beato intencionalmente impeliu os assassinatos de epitáfio na nossa cara conforme os conduzia. Nós não estávamos equivocados. Os assassinatos claramente seguiram o epitáfio. Então essa também não pode ser a razão."""
{f:5:Virgilia},"""Nesse caso, ......deve ser seu último motivo."""
