Speaker,Brazilian Portuguese (PT)
Ronoue Genji,"""Patrão, madame. ......Eu estive procurando por vocês. Algo importante surgiu."""
,"Krauss e Natsuhi estavam discutindo, em particular, aquilo que deveria ser feito a seguir, em meio ao corredor deserto do terceiro andar."
,Genji havia procurado por eles em todos os lugares.
Ushiromiya Krauss,"""O que foi? Precisa ser algo mais urgente que alguns lençóis molhados por causa da chuva."""
Ushiromiya Natsuhi,"""Qual o problema? Aconteceu algum tipo de descuido?"""
Ronoue Genji,"""......Há pouco tempo atrás, alguém chegou à mansão...afirmando ter boiado até aqui após um acidente em alto‐mar."""
,Krauss e Natsuhi arregalaram os olhos na hora e olharam um para o outro.
,Esta era a primeira vez que eles ouviam sobre alguém indesejado vindo à ilha.
Ushiromiya Krauss,"""Alguém boiou até aqui......? Isso é verdade? Coitado. ......Trate essa pessoa com respeito, como se fosse um convidado. O que está acontecendo agora?"""
Ronoue Genji,"""O doutor Nanjo está conduzindo um exame. ......Ele ainda não terminou, mas pelo que posso dizer só de olhar, o náufrago parece cansado, mas sem nenhum ferimento."""
Ushiromiya Krauss,"""Isso é bom. A Natsuhi e eu estamos tendo uma importante conversa agora. Iremos ver esta pessoa assim que terminarmos. Por favor, diga a este náufrago para se sentir em casa."""
Ronoue Genji,"""Certamente......"""
,"Genji se curvou respeitosamente e se dirigiu na intenção de deixar o local, mas Natsuhi o chamou, parando‐o.{n}Genji parou de andar e Natsuhi foi até ele à passos largos..."
Ushiromiya Natsuhi,""".........Genji. ...Este náufrago.........é um homem?"""
Ronoue Genji,"""Não. ......É uma jovem mulher e parece ter a mesma idade da ojou‐sama."""
Ushiromiya Natsuhi,"""...Uma mulher...? .........Entendo. Muito bem. Volte ao trabalho."""
,"A sala de visitas da mansão estava movimentada. Os adultos se reuniram, preocupados com o bem‐estar da convidada repentina..."
Ushiromiya Rudolf,"""Bem, se ela foi capaz de atravessar o jardim de rosas sozinha, sua vida não deve estar em perigo."""
Ushiromiya Hideyoshi,"""......Estar preparado sempre ajuda. Provavelmente foi graças ao colete salva‐vidas. Sem ele, ela teria se afogado."""
Ushiromiya Eva,"""Que tipo de garota ela é? Mais velha que o George? Mais nova que a Jessica‐chan?"""
Ushiromiya Maria,"""Ela parecia mais jovem que a Jessica onee‐chan. Estava usando um colete salva‐vidas e vestindo um maiô. Parecia estar exausta...!"""
Ushiromiya Rosa,"""Considerando que ela foi trazida pelas ondas até o atracadouro, deve ter sido um bocado de sorte em meio ao desastre. Teria sido terrível se ela tivesse ido parar do outro lado da ilha..."""
Ushiromiya Kyrie,"""......Apesar de que você deveria sentir pena dela. Nenhum barco vai vir com esse tempo. Imagino que ela ficará presa nesta ilha até amanhã."""
,"Neste momento, a porta se abriu e todos olharam em sua direção."
Gohda Toshiro,"""Alguém gostaria de um pouco de chá?"""
,"Era Gohda e Kanon, que vinham empurrando um carrinho de serviço carregado com um conjunto de chá."
,Gohda sabia que fazer esses pequenos extras às vezes poderiam ajudá‐lo a ganhar pontos.
,"Os parentes, sedentos por informação, cercaram Gohda..."
,Gohda ordenou que Kanon servisse o chá e se tornou o único objeto de atenção dos parentes.
Ushiromiya Rudolf,"""Gohda‐san, como está a criança? Ela parece bem...?"""
Gohda Toshiro,"""B‐...Bem, não sei dizer. Mas não há com o que se preocuparem...! O doutor Nanjo está dando total atenção a ela, e a Kumasawa e a Shannon estão juntas. Por favor, não se preocupem. Por que não relaxam e aproveitam um pouco de chá preto...? Venha, Kanon‐san. Rápido, rápido, sirva logo."""
Kanon,"""{e:070:...Sério, por que {i:eu}...?}{e:100:""}"
,"Kanon sabia que o chá era só uma forma do Gohda ganhar alguns pontos, por isso ele alinhou as xícaras com um ar levemente mal‐humorado."
Ushiromiya Maria,"""Uu. A Maria ajuda."""
Kanon,"""......T‐Tudo bem. Você pode ficar esperando, Maria‐sama."""
Ushiromiya Maria,"""Uu! A Maria também quer servir o chá!"""
Ushiromiya Eva,"""Você falou com o doutor Nanjo? Ele disse alguma coisa?"""
Gohda Toshiro,"""Sim. Quando o encontrei pouco tempo atrás, ele disse que não havia nenhuma ferida séria... E pelo que pude ver de relance......"""
,"Assim que Gohda obteve sucesso em capturar a atenção de todos os presentes e estava prestes a começar a falar sobre o que sabia, Nanjo retornou."
,"Obviamente, Nanjo instantaneamente se tornou o centro das atenções. ......Kanon deu as costas para Gohda, que parecia estar abatido."
Ushiromiya Eva,"""Doutor Nanjo...! Como ela está...?! Ela vai ficar bem?"""
Nanjo Terumasa,"""Não se preocupem, pessoal... Ela está bem. Ela não tinha nenhum ferimento. Parecia estar um pouco desgastada, mas nada para se preocuparem, desde que ela não desenvolva uma febre durante a noite."""
Ushiromiya Rosa,"""É bom ouvir isso. ......Tivemos sorte de ter um médico aqui, mas isso não é um hospital."""
,Todos estavam aliviados em ouvir que a garota estava bem...
,"Quando Nanjo deu mais detalhes do resultado do exame, e concluiu dizendo que ela era jovem e não haviam motivos para se preocuparem, todos que não haviam sido chamados apenas assentiram."
Ushiromiya Maria,"""......Uu. Barcos são mesmo assustadores. ""Vou caiiiir, vou caiiiir"". O Battler estava certo..."""
Ushiromiya Kyrie,"""Maria‐chan, é melhor não contarmos ao Battler‐kun sobre isso."""
Gohda Toshiro,"""Ora, madame! Patrão!"""
,"Gohda, que estava com pena de si mesmo e manuseava as xícaras, os chamou em um tom de voz excessivamente alto."
,Aparentemente ele estava desesperado para chamar a atenção de todos.
Ushiromiya Krauss,"""......Como está nossa hóspede?"""
Gohda Toshiro,"""Sim! A condição dela não é séria."""
Ushiromiya Natsuhi,"""Compreendo. É bom ouvir isso. Onde ela está agora...?"""
Nanjo Terumasa,"""Acredito que a Kumasawa‐san e a Shannon‐san estejam acompanhando ela até o banho. E disseram que iriam arranjar algumas roupas depois."""
Ushiromiya Krauss,"""Nesse caso, elas devem chegar aqui logo mais. ......Pessoal. Este é para ser o dia da conferência familiar, mas agora temos uma hóspedes que foi trazida aqui por um infeliz acidente. Ela não foi convidada, mas quero que todos a recebam bem."""
Ushiromiya Hideyoshi,"""Quem iria discordar disso? Sou totalmente a favor."""
Ushiromiya Rudolf,"""Eu também. A mãe não nos ensinou a sempre sermos gentis com as garotas?"""
Ushiromiya Kyrie,"""Você leva esse seu lema de vida a sério demais."""
Ushiromiya Eva,"""......Provavelmente deveríamos chamar o George e seus primos para cá também. Vamos dar as boas‐vindas todos juntos."""
Ushiromiya Rosa,"""Não tenho tanta certeza... Isso não a deixaria mais tímida...?"""
,Eva se levantou e fez uma ligação para casa de hóspedes.
,"Naquele instante, eles ouviram o som de uma batida na porta, seguida pela voz de Genji."
Ronoue Genji,"""......É o Genji. A hóspede chegou..."""
,"Diante daquelas palavras, todos ficaram em silêncio, e aqueles que estavam sentados se levantaram."
,"Genji entrou primeiro, abrindo a porta lentamente, .........movendo‐se para o lado, curvando‐se profundamente e incitando a convidada a entrar."
,"A convidada tinha Shannon e Kumasawa ao seu lado e, ......embora tivesse um grande número de parentes esperando por ela na sala de visitas, ela não pareceu ficar minimamente intimidada."
,Este único aspecto...demonstrava que a garota possuía a dignidade apropriada para uma visitante indesejada da família Ushiromiya...
Ronoue Genji,"""......Furudo‐sama, permita‐me apresentá‐los a você. Este é Ushiromiya Krauss, o representante do chefe da família Ushiromiya."""
Ushiromiya Krauss,"""Bem‐vinda a Rokkenjima. Embora tenha chegado até aqui devido a um acidente, você é convidada de nossa família. Lhe damos as boas‐vindas.{n}Por favor, sinta‐se em casa e descanse o quanto desejar."""
,"""............Muito obrigada. ...Permitam‐me que eu me apresente.{n}......Meu nome é Furudo Erika ({p:0:古戸ヱリカ})."""
Furudo Erika,"""Minhas mais sinceras desculpas por perturbá‐los dessa forma, membros da família Ushiromiya. ......Sou verdadeiramente grata pela calorosa recepção que recebi apesar de meu status de convidada indesejada."""
,......Houve um suspiro geral de aceitação.
,"As roupas que foram emprestadas a ela provavelmente eram alguma roupa formal que Jessica usou muito tempo atrás, ......mas a compostura de sua introdução passou uma impressão de dignidade não menos inferior às roupas que vestia..."
,O nome da garota era Furudo Erika.
,"Ela parecia um pouco mais jovem que Battler e Jessica, mas sua compostura e maneirismo estavam além do que qualquer um esperaria de uma estudante, quase como se fosse a jovem filha de uma próspera família..."
Ushiromiya Battler,"""Pera aí! ......Quem é ela?"""
{f:5:Bernkastel},"""............Com alguém incompetente como você sendo a peça do personagem principal, o jogo nunca chegaria a lugar nenhum. Então resolvi inserir a minha própria peça..."""
{f:5:Lambdadelta},"""Bem, é meio que um bônus. Mesmo sendo um círculo fechado, fica chato ver os mesmos rostos toda vez, não acha?"""
Ushiromiya Battler,"""Parem de bagunçar tudo. Essa peça não existe no tabuleiro da Beato. A Beato e eu não a reconhecemos...!"""
{f:5:Lambdadelta},"""Este é o tabuleiro da Beato, certo? Se a Beato recusar, vou reconsiderar. E qual seria a opinião da nossa Beato~?"""
{f:5:Beatrice},"""...................................."""
,Beato foi incapaz de responder.{n}......{f:5:Lambdadelta} sorriu como se tivesse triunfado.
{f:5:Lambdadelta},"""......Vai querer reclamar das regras e abandonar o jogo? Esse é o movimento favorito de vocês, gente do mistério{p:0:♪} Se houver um mínimo elemento que vá contra suas expectativas, você fica emburrado e para completamente de pensar."""
Ushiromiya Battler,""".........Ugh..."""
{f:5:Bernkastel},""".........Não se preocupe. Irei fazer uma declaração de detetive em relação a esta peça."""
Ushiromiya Battler,"""Proclamação de Detetive......?"""
{f:5:Bernkastel},"""{p:1:Eu proclamo que Furudo Erika é o detetive}."""
{f:5:Bernkastel},"""{p:1:O detetive não é o culpado}. {p:1:Não é necessário a apresentação de nenhuma prova}. ......Resumindo, não há absolutamente nada de suspeito nela. Com esta garantia, você pode teorizar como sempre faz, mesmo ela tendo aparecido como uma peça {y:0:Humana}{n:0:humana}, certo...?"""
{f:5:Lambdadelta},"""......Esse é o sétimo mandamento de Knox. ‘É proibido que o detetive seja o culpado.’ Há uma cláusula de exceção no original, mas para este jogo ‘{p:1:o detetive não é o culpado}’ já foi proclamado em vermelho, então não precisa considerar a exceção. Eu odeio jogos de palavras, por isso também direi em vermelho. {p:1:Furudo Erika não é o culpado}."""
Ushiromiya Battler,"""Repetição requisitada. ......‘Furudo Erika não teve influência em nenhum jogo da Beato até agora’."""
{f:5:Lambdadelta},"""Claro, eu respondo. {p:1:Furudo Erika não teve influência em nenhum jogo da Beato até agora}. Ela não é nada mais do que uma personagem extra que apareceu para esta primeira rodada. {p:1:Ela não existia nos mundos antes desse, tampouco influenciou neles}."""
Ushiromiya Battler,"""Nesse caso, o que aconteceu com o número de pessoas na ilha agora?"""
{f:5:Lambdadelta},"""É claro, foi adicionado 1 ao número anterior. Mas não se preocupe. {p:1:Foi incrementado por apenas um: Furudo Erika}. {p:1:Fora ela, o número de pessoas na ilha é exatamente o mesmo dos jogos anteriores}."""
,"Neste momento, o som de pessoas correndo pelo corredor pôde ser ouvido."
,"Era Battler, George e Jessica, que vieram da casa de hóspedes após serem chamados por Eva."
,"Eles imediatamente perceberam uma convidada que não reconheceram, e seus olhos se arregalaram."
Ushiromiya Battler,"""......Uwa... ......Q‐Quem é você.........?"""
Ushiromiya Maria,"""Uu. Convidada. Ela veio depois de caiiir, caiiiiiiir."""
Ushiromiya Battler,"""Hã? Cair, cair...?"""
Ushiromiya George,"""...Genji‐san. Quem seria esta...?"""
Ronoue Genji,"""Esta é Furudo Erika‐sama, uma hóspede. ......Furudo‐sama, esta é a filha da família, Jessica‐sama, junto com seus primos George‐sama e Battler‐sama."""
Ushiromiya Jessica,"""Hmm, ah, ......p‐prazer em conhecê‐la. Me chamo Ushiromiya Jessica..."""
Furudo Erika,"""............Olá. Meu nome é Furudo Erika. Fico muito contente em conhecê‐la......"""
,"Embora Battler, George e Jessica não fizessem ideia do que estava acontecendo e tenham ficado atônitos, eles se apresentaram..."
{f:5:Bernkastel},"""......Não é conveniente? Desta forma, o número de pessoas fica claro. As pessoas que estavam na casa de hóspedes se reuniram, e agora, todas as peças, com exceção de Kinzo, — todos os {y:0:Humanos}{n:0:humanos} — haviam se reunido na sala de visitas."""
{f:5:Lambdadelta},"""É algo assim. {p:1:Em outras palavras, o número de pessoas nesta sala de visitas é igual ao número total de pessoas nesta ilha}."""
Ushiromiya Battler,"""Supostamente há 18 humanos na ilha, ...mas como o vovô, na verdade, está morto, passam a ser 17. ......E agora que essa peça da {f:5:Bernkastel} foi adicionada......"""
,O número de humanos na ilha retornou para 18......
,"""Eu"" olhei para todos os humanos na sala de visitas."
,"A convidada, Furudo Erika. E atrás dela, a Kumasawa‐san e a Shannon‐chan. Com o Genji‐san mais ao lado."
,O tio Krauss e a tia Natsuhi estavam recepcionando ela.
,"O Gohda‐san imediatamente começou a se exibir, e o Kanon‐kun estava sendo insociável, com sua expressão vazia de sempre."
,Lá estavam meu pai e a Kyrie‐san.
, A tia Eva e o tio Hideyoshi.
, A tia Rosa e a Maria. E o doutor Nanjo.
,"E em cada um dos meus lados...o George‐aniki, e a Jessica..."
,Estes são todos. O verdadeiro número de pessoas na ilha naquele momento......
Ushiromiya George,"""Todos nós somos Ushiromiyas. Então não se sinta obrigada a nos chamar pelo nome da nossa família. Eu sou George."""
Ushiromiya Battler,"""Me chamo Battler. Prazer em te conhecer!"""
Furudo Erika,"""......Muito obrigada, George‐san, Battler‐san. ......Eu ficaria feliz se vocês me chamassem de Erika."""
Ushiromiya Jessica,"""É um prazer, Erika‐san...!"""
,"Erika foi recebida como convidada, e foi acordado que ela poderia ficar com o quarto ao lado do quarto dos primos no andar superior da casa de hóspedes."
,"Em frente a todos os parentes, ela demonstrou‐se dignificada e um pouco rígida."
,"Porém, conforme falava com George e Jessica, sua expressão começou a amolecer gradualmente......"
,"{m:-5:——}E então, a ""detetive"", Furudo Erika, foi colocada no tabuleiro......"
Ushiromiya Natsuhi,"""Estou surpresa que as roupas velhas da Jessica ficaram boas em você."""
Ronoue Genji,"""......A Kumasawa decidiu por conta própria dar as roupas velhas da ojou‐sama para ela. Por favor, perdoem ela."""
,As roupas que Erika estava vestindo eram um velho traje formal de Jessica.
,"Embora a convidada possuísse uma dignidade que colocava muitos dos adultos no chinelo, seu corpo ainda era fisicamente similar ao de uma colegial. As roupas antigas de Jessica serviram perfeitamente nela."
Ushiromiya Natsuhi,"""Não se preocupe. Elas combinam perfeitamente com esta convidada. Se ela gostar, acho que tudo bem deixar que fique com ela, como um sinal de amizade."""
Ronoue Genji,"""......Como quiser. Muito obrigado."""
Ushiromiya Natsuhi,"""Já contactou a polícia e a família dela?"""
Ronoue Genji,"""Sim. Eles pareciam bem aflitos."""
Ushiromiya Natsuhi,"""............A propósito, ......nossa convidada realmente...sofreu um acidente, né?"""
Ronoue Genji,"""......Ela disse que caiu de um barco quando retornava ao porto."""
Ushiromiya Natsuhi,"""Há algo que possa confirmar essa afirmação?"""
Ronoue Genji,"""Eu confirmei com a Guarda Costeira. Parece que ela caiu da parte de trás de uma embarcação de recreio, sem que fosse percebido pelos outros ocupantes. Não sabemos o local exato da queda, mas provavelmente foi próximo da ilha..."""
Ushiromiya Natsuhi,""".........Quanta tolice sair de barco sabendo que a previsão do tempo era ruim. Porém, ......é mesmo crível que ela quase tenha se afogado nas proximidades e veio boiando até aqui?"""
Ronoue Genji,"""Não seria impossível. Existem diversos contos sobre náufragos que ficaram à deriva de ilhas localizadas nas proximidades."""
Ushiromiya Natsuhi,"""..........................."""
Ronoue Genji,"""......Acredito que possa ter sido um acidente. ......Estamos no meio de um tufão. Não há nenhum lugar na ilha onde possam aportar um barco."""
,Genji já havia percebido.
,"Era praticamente certo que Natsuhi suspeitava que aquela misteriosa convidada, que chegou em meio à estressante conferência familiar, pudesse ser parte da trama de alguém."
,"Por isso, Genji logo verificou para ter certeza que o acidente realmente havia ocorrido, e que Furudo Erika era seu verdadeiro nome, e que não havia nada de estranho acontecendo......"
Ushiromiya Natsuhi,"""......Muito bem. Meu marido ordenou que estendesse o tapete vermelho a ela. Garanta que não haverão erros. ......Mas.........você entende, certo?"""
Ronoue Genji,"""Sim. ......Não permitiremos que ela se aproxime da conferência. Após o jantar, garantirei que ela se retire para a casa de hóspedes."""
Ushiromiya Natsuhi,"""Tenha certeza de não permitir que eles comecem a falar sobre apresentá‐la ao pai ou qualquer coisa do tipo."""
Ronoue Genji,"""É claro. Manterei isso em mente."""
{f:5:Beatrice},""".........Hoh. ...Furudo Erika, é? É raro termos um convidado em Rokkenjima. Ela parece do tipo que irá nos entreter, não acha?"""
Ronove,"""Ela provavelmente é a peça da Lady {f:5:Bernkastel}. ......Embora vá seguir as regras dos {y:0:Humanos}{n:0:humanos}, a jogadora é uma bruxa. Não podemos subestimá‐la."""
