Speaker,PS3 Japanese - Censored (JPC)
Willard H. Wright,「……源次は何と言った？」
Ushiromiya Rosa,「自分に全て任せ、誰にもこのことは言わないようにと。……後日、きっとお父様に呼び出されてひどく叱られるだろうと、数日の間、怯えたわ」
Ushiromiya Rosa,「でも、……それはなかった。源次さんはいつものように静々と仕事をする日々。……お父様は相変わらずの書斎篭りで、何もわからない……」
Ushiromiya Eva,「少なくとも、私たちの耳には入らなかったわ」
Ushiromiya Rudolf,「……源次さんが、うまく処理してくれたんだろうな」
Ushiromiya Kyrie,「表沙汰に出来ない子だったでしょうからね……」
Ushiromiya Hideyoshi,「ふぅぅむ……。隠し子っちゅうたって、血をわけた子供や。その葬式もまともに挙げられんかったんなら、そら、お父さんも心苦しかったやろな……」
Ushiromiya Lion,「………それが、この葬儀というわけですね」
Willard H. Wright,「それから？」
Ushiromiya Rosa,「私が知っている話は、これで全てよ」
Willard H. Wright,「…………………。俺が知っている話も、それで全てだ」
Ushiromiya Rosa,「これ以上、私は何も隠していない。全て話した。……誓うわ」
Willard H. Wright,「…………………………」
,ウィルは頭を掻きながら、目線をぼんやりと泳がせる。
,楼座にとっては決意を伴う告白であっても、ウィルにとっては、そうではない。
,すでに知っている情報の、再確認になっただけのようだった……。
Ushiromiya Lion,「ありがとう、楼座叔母さん。………充分ですか、ウィル？　これで話は」
Willard H. Wright,「充分だ。おさらいになった」
,ウィルにとって、楼座の回想はすでに知っている話だ。
,ベアトリーチェの転落死後、屋敷へ逃げ帰った云々の行は初めて聞くものだが、別に驚くべきものではなかった。
,やはり、楼座はこれ以上のことは何も知らないようだ……。
,ベルンカステルに与えられたカケラ以上のことを知るには、新しい証言を得なければならない。
Willard H. Wright,「理御。金蔵に俺が話を聞きたがってると伝えろ。やはり本人に聞かなきゃ、話は進まねェ」
Ushiromiya Lion,「あなたはどちらへ？」
Willard H. Wright,「……頭を冷やして整理する。ついて来んな」
Ushiromiya Lion,「それは失礼。どうぞごゆっくり」
,理御は優雅に会釈をしてから、アッカンベ〜と、舌を大きく出す。
,ウィルの目が背中にない限り、それは彼の目には映らなかった……。
,ウィルはひとり、礼拝堂に戻ってくる。{n}冷え切った空気と単調な雨の音が、心地良かった。
{f:5:Bernkastel},{a:c:「……どう、ゲームは？」}
,静寂を好んでひとりになったはずなのに。
,ふぅっとウィルが一息をついた途端に、その声が響いた。
Willard H. Wright,「それは俺が聞くことだ」
,最初からそこに座っていたかのように。……ベルンカステルは再び、祭壇の上に現れる。
,ベアトリーチェを悼む祭壇が、よほど座り心地がいいのだろう。
{f:5:Bernkastel},「……戦人は無能で、私を何度もイラつかせたわ。それに比べ、あなたは有能だから、見ていて安心できるわ」
Willard H. Wright,「右代宮戦人の時と違い、誰の妨害もねェ。気楽なもんさ」
{f:5:Bernkastel},「もう、そういうゲームは終わったの。物語は二度楽しめるわ。一度目は愛でて。二度目は腹を引き裂いてね。……くすくすくすくす」
Willard H. Wright,「ちっ。俺を肉屋だと思ってやがる」
{f:5:Bernkastel},「どう？　ベアトリーチェ殺しの犯人はわかりそう…？」
Willard H. Wright,「楼座の告白は過去のカケラですでに知ってる。真新しい情報はない。……進展はゼロだ」
{f:5:Bernkastel},「くすくすくすくす……」
Willard H. Wright,「右代宮金蔵が本当のことを喋らねぇ限り、これ以上の展開はねェ。まさか俺が、金蔵を口説き落として真相を告白させるってのも、ゲームに含まれてるとは言い出さねぇだろうな」
{f:5:Bernkastel},「そんなの退屈で死んでしまうわ。……真実を語らぬ金蔵は、それ自体が城に守られたキングだけれど、あなたのゲームの障壁になってしまっては面白くない…」
Willard H. Wright,「……拷問はやらねェ。俺の流儀だ」
{f:5:Bernkastel},「わかってる。ゲームマスターとして、あんたに力を与えるわ。金蔵から真実を得られるようにね」
,ベルンカステルは土足のまま、棺の中に踏み込むと、献花されている薔薇の一本を拾い、……たんぽぽの綿毛を散らすように、強く息を吹きかける。
,すると一枚の花びらが千切れ飛び、それは黄金色ではなく、透き通った水晶の輝きを帯びながらウィルの方へ舞って来た…。
Willard H. Wright,「“探偵権限”か」
{f:5:Bernkastel},「ふっ、なぁに、その間抜けな能力。……違うわ。それは観覧席への招待状よ」
Willard H. Wright,「……“観劇者権限”か。………それを元老院の許可なく与えることは禁じられてるはず」
{f:5:Bernkastel},「私を。私のゲーム盤で。誰が禁止すると……？」
Willard H. Wright,「…………ふん」
,その水晶の花びらは、風に舞いながらも、ウィルが受け取るまで、どこへも飛び去らない。
,ウィルは魔女と議論する無駄さを思い出し、それを引っ手繰るように握り締める。
,すると花びらは一瞬だけ眩く輝き、ウィルの手の平に染み込んで消えた…。
{f:5:Bernkastel},「せいぜい私を楽しませなさい。ついでにあなたも楽しむといい。……この、ベアトリーチェのゲーム盤のハラワタがどうなってるか、あんたも興味があるでしょう？」
Willard H. Wright,「ねェよ」
,ウィルがぞんざいに答えると、ベルンカステルは耳障りな笑い声を残しながら、虚空に姿を消す……。
Willard H. Wright,「………ちっ」
,露骨な舌打ちを残し、ウィルは不愉快そうに背中を向ける。
,……すると、真正面の、外への出口に立つ人影と、目が合った気がした。
Willard H. Wright,「誰だ」
Shannon,「あ、……し、失礼しました…。声が聞こえたので、ど、どちら様かと思いまして……」
Willard H. Wright,「紗音か。今度はお前が受付をしているのか…？」
Shannon,「はい。嘉音くんと交代で受付を担当させていただいております…」
Willard H. Wright,「嘉音は？」
Shannon,「先ほど、………えぇと、……り、理御さまに休みを取るようご命令を賜りましたので、今は休んでおります」
Willard H. Wright,「………お前も、理御に面識がないのか？」
Shannon,「えっ？　……いえ、そんな、……………」
Willard H. Wright,「右代宮理御は、銀の指輪を許された次期当主だ。……１０年を勤めたお前が、名前を言いよどむのはおかしい」
Shannon,「そ、……それは…………」
Willard H. Wright,「安心しな。理御に面識がねぇのは俺もだ。……次期当主は蔵臼のはず。子供も朱志香だけのはずだ。理御なんてヤツが右代宮家にいたカケラなんて、一つもなかったはず」
,ウィルにも面識がないことを知り、紗音は、はっと顔を上げる。
,自分だけがおかしいわけではないことがわかり、ほんの少し安堵したようだった。
,……しかしその表情はすぐに、不安なものへと戻る。
Shannon,「こ、ここは、……どこなんでしょう…？　右代宮家の、礼拝堂と思います。……でも、どことなく雰囲気が違います」
Shannon,「それに、り、……理御さまという方がおられたなんて、私、全然知りませんでした。……なのに、旦那様も奥様も、……お館様もお嬢様も、親類の皆様も、当り前のようにお話をされています……。何が何だか、……私、わからなくて……」
Willard H. Wright,「……理御はベルンカステルが置いた駒だ。ヤツを置くために、さらに大きな猫箱に変えたとも言っていた。……それだけでなく、どうもここは、いくつかのカケラが継ぎ接ぎして作られた、まともじゃない世界らしい」
,さながら、……このゲームのためだけに設けられた特設舞台、ってとこか。
,……俺のこの独り言に、ポップコーンをボリボリさせながら、笑って頷いてるに違いない。
Willard H. Wright,「この世界のお前は何年、ここに勤めている？」
Shannon,「じゅ、……１０年です」
,なるほど。やはり特設舞台らしいな。
,なぜなら俺は、礼拝堂に入ってすぐに、金蔵の姿を目撃している。
,紗音が勤続１０年ということは、この世界はベアトのゲームの舞台である１９８６年だ。
,ならば、金蔵が存在していてはおかしい。{n}しかし、さっき確かに金蔵はいた。
,ベルンカステルは、推理のための情報は全てここに揃っていると約束した。
,その全てを揃えるために、色々と詰め込んだらしいということだろう…。
,なるほど、確かにこれは特設舞台だ。
Willard H. Wright,「お前はそれだけの長い間、右代宮家に仕えてた。なら、ベアトリーチェのことを、どれだけ知っている？」
Shannon,「……お館様が深く愛された方、くらいにしか…」
Willard H. Wright,「それだけか」
Shannon,「あ、あとその、………六軒島の夜の主と言われていて……その…」
Willard H. Wright,「そうだ。夜な夜な屋敷を徘徊すると囁かれる亡霊の名もまた、ベアトリーチェだ」
,これで、ベアトリーチェは３人になった。
,１つは、金蔵に黄金を授けたという、３０年以上前のベアトリーチェ。
,１つは、楼座が出会ったという、２０年前のベアトリーチェ。
,１つは、六軒島の夜を支配すると囁かれる、怪談としてのベアトリーチェ。
Willard H. Wright,「……古戸ヱリカの推理は正しいだろう。元々、六軒島に存在した悪霊の伝説。そこに金蔵のオカルト趣味と謎の女、ベアトリーチェの名前や肖像画、碑文が次第に加味されていき、黄金の魔女伝説に統合された」
Willard H. Wright,「……そして夜の闇が、魔女という人格を得た。それが３人目のベアトリーチェだ。それが、連続殺人犯のベールとなる」
Shannon,「……え、と、……………」
,ウィルが唐突に言い出したことが、何一つ理解できないらしい。
,紗音は何とか相槌を打とうと試みるのだが、難しいようだった。
Willard H. Wright,「無理に理解するな。頭痛にならァ」
Shannon,「も、申し訳ございません……」
Willard H. Wright,「嘉音も、理御のことを知らないのか」
Shannon,「…………はい。嘉音くんも、私と同じでした」
,紗音と、嘉音、………か。
Willard H. Wright,「…………………。……嘉音も呼んで、二人に話が聞きたい」
,ウィルのその言葉に、紗音はきょとんとした顔で、目を見開く。
Shannon,「申し訳ございません。受付を空けることは許されておりませんので、私には呼びに行くことが出来ません」
Willard H. Wright,「なら、誰か代わりを呼んできて受付を代わらせる。あんたと嘉音と俺。……理御を知らない三人で、一緒に、話がしたい」
Shannon,「…………………………………」
Willard H. Wright,「……………………………」
Shannon,「……受付は１人でいいと、仰せつかっております」
Willard H. Wright,「２人いちゃいけねぇとは言われてねぇはずだ」
Shannon,「本日は人手が足りませんので、受付に２人も不要と仰せです」
Willard H. Wright,「誰がそう命じた。金蔵か。蔵臼か。それとも理御か。確認する」
Shannon,「私の、命令権者です。私は命令に、逆らえませン」
Willard H. Wright,「その命令権者は誰だ。そいつに交渉する」
Shannon,「交渉など、デキマセン。私たチの、命令権者デス」
Willard H. Wright,「ここへ嘉音を呼べ。……俺は拷問も観劇も嫌ェだ」
,ウィルはゆっくりと、……ポケットから右手を引き抜く。
,その右手の拳をゆっくり開くと、………そこには、小さく眩しい輝きが放たれている。
,ベルンカステルが与えた、あの花びらが光る痣となって、輝いている……。
,その手を紗音にかざし、……ゆっくりと近付いていく。
Willard H. Wright,「嘉音を呼べ。お前たちに確かめたいことがある」
Shannon,「オ呼ビデ　キマセン。ソレデモナ　オ、ソレヲゴ希望デ　スカ……？」
Willard H. Wright,「呼ばねぇなら、お前を“観劇”する」
Shannon,「ドウシ　テモト仰　ルノデシタ　ラ、……特　別ニオ　呼ビス　ルコ　トモ出　来マ　ス　　ガ　　　？」
Willard H. Wright,「…………………………」
Shannon,「　　　　　　　　　　　　　　　」
,二人の間に、理解不能な緊張が張り詰める。
,ウィルは、左手をポケットに突っ込んだまま、輝きを見せる右手の手の平をかざして立つ。
,紗音は、両手を行儀良く前で組んだまま、……美しい姿勢でただ、立っている。
,なのに、……風雨の雨粒が、宙で弾けるような錯覚さえ、覚えてしまう……。
Shannon,「嘉　音ク　　ン　　ヲ、　　呼　　ンデ　マ　イリマ　　　ス　ガ」
Shannon,「ヨ　　ロ　シ　イデ　　　　　　ス　　　　カ　　　　　　　　？」
Willard H. Wright,「……………………………」
,ウィルの顔は、最初から何も変わらない。{n}紗音の顔も、やさしく、穏やかなままだ。
,なのに、緊張感が、凍結した湖面のように張り詰める…。
,……チェスの初心者は時に、不注意にも、相手の射線に気付かずに、そこへキングを動かしてしまうことがある。
,それを容赦なく取っても良いが、……上級者はそれをさり気なく教えてやるべきだ。
,もう一歩、踏み込むと、……取られてしまいますよ、と。
,これは、……それに、……似る………。
Willard H. Wright,「……………………………」
,……なるほどな。やはり、か………。
Willard H. Wright,「もうわかった。充分だ。………二人で交代で、受付を頼む」
,ウィルは、ゆっくりと、……かざしていた手を下げる。
Shannon,「ご理解いただけまして、助かります」
,ウィルの手の平の輝きはゆっくり失われる。
,まったく理解の出来ない緊張も、角砂糖が溶けるかのように、……ゆっくりと溶けて形を崩した。
,でも、最初から何も変わらない。
,ウィルの表情も紗音の表情も、……最初から何も変わらない。
Ushiromiya Lion,「おや、お帰りですか？」
,足音が近付いてくる。理御だった。
Willard H. Wright,「立ち話をしていただけだ。こいつに、聞きたかったことがあったんでな」
Shannon,「……それは何でしょう。そしてそれは、得られましたか？」
Willard H. Wright,「…………………。あぁ」
Shannon,「お役に立てて、光栄です」
Willard H. Wright,「……………………」
Ushiromiya Lion,「それは残念。傘をお探しのようでしたら、すぐにでもご用意させましたのに」
Willard H. Wright,「金蔵に話はついたのか」
Ushiromiya Lion,「……珍しい客人が、挨拶をしたがっていると伝えました。お会いするそうです」
Willard H. Wright,「ベアトリーチェのことを聞きたいとは、伝えたのか」
