Speaker,PS3 Japanese - Censored (JPC)
Gohda Toshiro,「そんなにあったら、何に使えばいいやら…！　一度、手に取ってみたいですねぇ…！」
Kumasawa Chiyo,「ほっほほほほほほ！　手に取るだけと言わずに、使い切ってみたいですねぇ」
Shannon,「でも、碑文を、……黄金の隠し場所の暗号を、なぜ、わざわざ掲示されたのでしょうね…」
Kanon,「決まってるよ。解けるもんかっていう、嫌味に決まってる」
Gohda Toshiro,「お館様からの挑戦ではないでしょうか？　これが解ける知恵者はおらんか、という…」
Kumasawa Chiyo,「お館様は、どうやら蔵臼さまに素直に当主の座を明け渡されるつもりはないご様子。……これはひょっとすると、先に解いた者を次期当主にするという意味かもしれませんよ？」
Ushiromiya Eva,「源次さん、これは何？！　これまさか、……お父様の例の、……ベアトリーチェの肖像画なの？」
Ronoue Genji,「……はい。ベアトリーチェさまでございます」
Ushiromiya Hideyoshi,「何やこら。……けったいな、詩みたいなもんが書いてあるで」
Ushiromiya Eva,「…………………………。……何よこれ。……まるで、……海賊か何かの、宝の隠し場所の暗号文みたいじゃない。……源次さん。これはどういう意味なの？！」
Ronoue Genji,「ご自由に読み、ご自由に解釈されるようにと、お館様は仰せです。……謎は、この碑文を目に出来る者全てに公平にと」
Ushiromiya Eva,「今、謎って言ったわよね？！　謎ってのは解けるものという意味だわ。………やっぱりそうよ、そうなのよ。お父様は兄さんに当主を継がせるつもりなんてないんだわ…！」
Ushiromiya Hideyoshi,「つまり、この謎を解けたヤツが次期当主っちゅうことか…！」
Ushiromiya Eva,「くっくっくっく、くすくすくすくす…！！！　やっと巡って来た……。やっと巡って来たのよ、……私が、……当主になれる、本当のチャンスが……！！」
Ushiromiya Rudolf,「霧江はどう考える」
Ushiromiya Kyrie,「……その碑文が、黄金の隠し場所を示している可能性は、非常に高いわね」
Ushiromiya Rudolf,「姉貴は、この碑文を解けたヤツが次期当主に選ばれるんじゃないかと見てるらしい」
Ushiromiya Kyrie,「その線もありえるわね。……お父さんは蔵臼兄さんを、次期当主の器と認めていない。これは、余命幾ばくのお父さんが仕掛けた、最後の大仕掛けかもしれないわね」
Ushiromiya Rudolf,「つまり、本当にこの謎を解けば、１０ｔの黄金と次期当主の座が転がり込むってわけか」
Ushiromiya Kyrie,「建前上はね。……でも、絶対に解けるものかという悪意も感じるわ。簡単には解かせてもらえないでしょうよ」
Ushiromiya Rudolf,「だよなぁ。……へへ。当分の間は、酒の肴はこいつで充分そうだぜ」
Ushiromiya Rosa,「………馬鹿馬鹿しい。こんなの解けるわけないわ」
,楼座は、碑文を書き写したメモを放り出して、ソファーに寝転ぶ。
,解ければ１０ｔの黄金。
,それだけのお金があれば、もう生涯、金策に困ることはないだろう。
,……お金があれば、借金を返せれば、……あの人も帰って来てくれるかもしれない……。
Ushiromiya Rosa,「…………お父様の懐かしい故郷はわかるのよ。鮎の川って何？　川なんていくつもあるわ。里って何よ？　あぁ、さっぱりだわ……！」
Ushiromiya Maria,「……うー。どうしたの、ママ……？」
,真里亞が不安そうな顔をしながら話し掛けてくる。
,子供はなぞなぞとか得意だし、ひょっとしたら……。
Ushiromiya Rosa,「ねぇ、真里亞。このなぞなぞ、わかるかしら？」
Ushiromiya Maria,「……………………………………」
,真里亞は食い入るように碑文を写した紙を見つめる。{n}その瞳がどんどん見開かれていく……。
Ushiromiya Rosa,「どう、真里亞…？　やっぱり、ちょっと難しいかしら？」
Ushiromiya Maria,「きひ。きひひひひひひひひひひひ！　これは魔女の儀式だよ、ベアトの復活の儀式だ…！」
Ushiromiya Maria,「どうしたの、これ？！　ねぇママ、どうしたの、これ？！　ベアトに聞いてみよう聞いてみよう！！」
Ushiromiya Maria,「きっとこの儀式でベアトは本当の力を取り戻すよ！　もう反魔法の毒素なんかに悩まされずに、みんなの前に姿を現して魔法の奇跡を見せてくれるんだよ…！！　きひははは、はっははははっはっはっは！！」
Ushiromiya Kinzo,「……碑文は、どうであるか」
Ronoue Genji,「親族の皆様は、競って謎解きに挑まれているようです」
Ushiromiya Kinzo,「ふ……。それで良い。誰もが挑め。そして誰にも解けぬ。奇跡に祝福された者を除いてな。……気を許せば、私とて解き方を忘失しそうになる。あれは、それほどに難解だ」
Ronoue Genji,「……難解であるがゆえに、解けた時、奇跡となる…」
Ushiromiya Kinzo,「そうだ。………これは私が人生の最後に望む、最後の奇跡。最後の魔法なのだ。……あの難解な碑文の謎が解ける奇跡が訪れた時、………きっとそれは、ベアトリーチェの復活を意味するのだ。……おぉ、ベアトリーチェよ…。見たい、もう一度その面影が見たい…。もはや富も名誉も何も要らぬ。そなたに最後に一目、会うことが出来たなら……！」
,これは、老い先短いことを悟った金蔵の、最後の魔法。
,ベアトリーチェに授けられた全てを賭けて、２代にわたり死に別れたベアトリーチェとの再会を、もう一度だけ望むのだ。
,彼の人生は、あの日のベアトリーチェとの出会いで、初めて幕を開けた。
,そして彼女らが去ってからも、金蔵は真っ暗になった舞台の上で、たったひとり、待ち続けているのだ。
,全てを手に入れ、全てを成し遂げた老王が、最後の最後まで手に入れようと足掻き、そして指の間をすり抜けるように逃してきた、たった一つの元素。
,その元素さえ得られれば、……もはや彼の人生には、何もいらなかった。
,結局、彼の人生は。……たった一つの元素こそが、人間を構成する唯一の元素であることを知るためのものだったのかもしれない。
Ushiromiya Kinzo,「我が友よ。………我が人生最後の魔法は、私に奇跡を見せてくれるだろうか……？」
Ronoue Genji,「…………………………」
,源次はしばらくの間、沈黙した。
,それは言葉に詰まったわけでも、返事に悩んだわけでもない。
,……長年を共に過ごし、主従を超えた友情を育んだ者同士にしかわかりあえぬ、間のようなものだった。
Ushiromiya Kinzo,「……いや、それで良いのだ。……誰にも解けぬ。だから、奇跡なのだ」
Ronoue Genji,「お館様。……ひとつ、お教え下さい」
Ushiromiya Kinzo,「ん、……何か」
Ronoue Genji,「もしも、でございます。…………奇跡が起こり」
Ushiromiya Kinzo,「ん………」
,若かった日ならいざ知れず、老境の源次が、夢語りのような、もしもの話をすることは、滅多にない。
,その源次が、もしも…、と口にする。{n}……金蔵は、友と呼ぶ源次の次の言葉を、静かに待った。
Ronoue Genji,「もしも、奇跡が起こり。お館様の魔法が叶って。………ベアトリーチェさまがご復活を遂げられたら。……如何なさいますか…？」
,金蔵が、どれほどの狂おしい想いをもってベアトリーチェを求めてきたことか、最も身近にいた源次なら、知らぬわけもない。
,……なのに、その源次が、ベアトリーチェが蘇ったらどうするのかと、問う。
Ushiromiya Kinzo,「……………………………」
Ronoue Genji,「……お館様は、すでに一度、ベアトリーチェさまが生まれ変わるという奇跡を、ご経験なされております。その奇跡が、再び起こったなら。……如何なさいますか」
Ushiromiya Kinzo,「…………我が友よ。そなたは、……やはり私を、咎めるのか」
Ronoue Genji,「……お館様とベアトリーチェさまのお心の全てを、私に知ることは出来ません。……しかし、ベアトリーチェさまが、どのようにお館様をお慕いしていたのか。……その一部は、存じ上げているつもりでおります」
Ushiromiya Kinzo,「……………………………。……悔やんでおる。お前は信じぬだろうが、……私は老いてから、全てを後悔したのだ」
Ronoue Genji,「……………………」
Ushiromiya Kinzo,「もし、奇跡が起こり。ベアトリーチェが蘇ってくれたなら。……無論、私との日々や過去のことなど、何も覚えてなくて構わん。…いいや、ベアトリーチェでさえあったなら、それが誰でも構わぬ！　……私はただッ、…………謝りたいのだ…！」
Ronoue Genji,「………それは、本心でございますか」
Ushiromiya Kinzo,「そうだ、我が友よ。……悔いている。若き日の過ちを深く悔いているッ。……お前も老いたならわかるであろう。……若き日の過ちは、若き日には何の咎も感じはせぬ。しかしそれは深いトゲのように、次第に膿み、………私を苛むのだ。……この右代宮金蔵、今さら死に様などこだわりはせぬ！」
Ushiromiya Kinzo,「しかし、……このトゲだけは、………この後悔だけは、………清算したいのだ……。ベアトリーチェに全てを返す。そして罪の許しを請う…！　それだけが、………それだけが、私の最後の願いなのだ……。……ぅ、……ぅうぅぅぅ………。ぅああぁああぁああぁぁぁ……！！」
,金蔵は両目を覆いながら、咽び泣く。
,一代にして莫大な富を築き上げた老王は、……人生の最後に、……ただ、謝罪の相手を求めて、咽び泣くのだった…。
Ushiromiya Lion,「……碑文は、お祖父さまが跡継ぎを選ぶために課した試験なのでは？」
Willard H. Wright,「…………………………。俺も最初はそう考えていたが、……少し、事情が違うかもしれねェ」
Clair,「この時点では、私も試験だと思っていました。これは、右代宮金蔵の気紛れなる、跡継ぎ選びのゲームだと」
Ushiromiya Lion,「違う、のですか」
Clair,「……この碑文は、……………右代宮金蔵と呂ノ上源次の、二人にしかわからぬ、ある意味を持っていたのです。だから、これは運命なんかじゃない。必然だったのです。……私は、カボチャの馬車からガラスの靴まで、全てを準備されたシンデレラに過ぎない」
Willard H. Wright,「………なるほどな。……これは、金蔵と源次の、……茶番だったわけか」
Clair,「金蔵は、わかっていたのです。そして源次もまた、これがそのメッセージだと、理解したのです」
Ushiromiya Lion,「わ、私には意味がさっぱりわかりません…。……お祖父さまは、何をわかっていたのです？　そして、源次さんはこの碑文と、何の関係があるというのです…？」
Willard H. Wright,「碑文は、解かれたんじゃない。解かされたんだ」
Clair,「…………そして、ベアトリーチェは真の復活を果たす。……もし、ベアトリーチェが復活せずにいたならば」
Willard H. Wright,「……同じ１９８６年を迎えても、……事件はまったく違っていたかも知れねェ」
Clair,「結局、……私は生まれたその時から、運命の岐路においてはただの一度も。……私の意思では何の選択の権利も、与えられなかったのです」
Clair,あぁ、我こそは我にして我等なり。{n}なれど我等、運命に抗えたるためしはただの一度もなし。
Clair,我等など所詮は渦に舞う木の葉も同じ。{n}どのように舞おうとも、渦に飲み込まれて消えるのみ……。
Ushiromiya Maria,「瞬間移動が得意なのはガァプだね！！　序列第３３位の大悪魔だよ…！　そんなのがお友達なんて、やっぱりベアトはすごいね、うー！」
{f:5:Beatrice},「なるほどな、大悪魔のガァプか。………よし、我が友よ、そなたはこれよりガァプだ。ガァプと名乗るが良い！」
Gaap,「やれやれ。やっと私に名前が付いたのね。ずっと名無しだったから嬉しいわ」
,「では、その調子で私にも名前を賜れますと光栄ですな。いつまでも家具頭だけでは、味気がないというものです」
{f:5:Beatrice},「真里亞。こやつにも名付けを頼む。こやつも大悪魔で、妾に仕える執事のようなものだ。妾の信頼できる部下であるぞ」
Ushiromiya Maria,「うー……。ロノウェ、かな？　序列第２７位の大悪魔だよ…！　頼れる従者を与えてくれると言われてる！」
,「おや、これは奇遇ですな。……私の分身である源次の苗字も、呂ノ上」
{f:5:Beatrice},「ほぅ、これは確かに奇遇！　なるほど、そなたにこれほど相応しい名前はないようだな。よし、そなたの名はこれよりロノウェだ…！」
Ronove,「おぉ、名前で呼ばれることの何と甘美なことか。素敵な名前を感謝します、マリア卿」
Ushiromiya Maria,「形が依り代となるように、名前もまた、強力な依り代なの。異界の未知の存在は、名前を与えるだけでも、その魔力を大きく増すんだよ…！！　だから名前は大事なの。うー！」
Gaap,「そうね、本当に名前は大事で素敵。ねー！　リーア。これからは私のことはガァプって呼んでね…！」
{f:5:Virgilia},「ガァプ。良い名ですね、心得ました。……それから、私の大切な名前を勝手に略さないように…！」
Ronove,「ぷっくっくっく…！　ベアトリーチェの下へ導く者、ワルギリアですか。それも実に良い名前。お嬢様の師匠に相応しいですな」
{f:5:Virgilia},「えぇ、とても気に入っていますよ。名前は命、ですね」
{f:5:Beatrice},「真里亞、そなたのお陰で、妾の友人たちは名前を得た。心より感謝するぞ…！」
Ushiromiya Maria,「うーうー！　じゃあ今度はベアトの番！　真里亞のお友達の、ウサギさんたちにも、また絵を描いてあげて！　さくたろみたいに！」
{f:5:Beatrice},「ふむふむ、良かろうぞ。その魔導書を貸すが良い」
Sakutarou,「うりゅー！　ベアトは絵がとっても上手だから、とっても楽しみ！」
Ushiromiya Maria,「どんな絵になるの？　どんな絵になるの？　ウサギさんたち、楽しみ！　うーうーうー！！」
{f:5:Beatrice},「森の音楽隊であったな。……音楽隊、音楽隊……。……ふぅむ。よしよし、こんな感じではどうか…」
,気付けば、真里亞もただ母親の後を付いて回り、笑うか泣くかしかしない幼子ではなくなっていた。
,今では、幼いながらにも強い自我を持ち、……魔法世界について、我も一目置かざるを得ないほどの見識を持つ。
,我等は、マリアージュ・ソルシエールを名乗り、互いの魔法世界を、より深め合っていた…。
{f:5:Beatrice},「名前も立派な依り代である、か。……味わい深い話であるな」
Ushiromiya Maria,「依り代として、姿はとても大事だけど、名前も負けないくらい大事なの」
{f:5:Beatrice},「道理であるな。名も知らぬ者よりも、名を知る者の方が強く印象に残るものだ」
Ushiromiya Maria,「姿や名前だけじゃないよ。もっともっと深く知ることによって、それはとても強く存在することが出来るの。だから、色々なことを考えてあげるの」
{f:5:Beatrice},「例えばそれは、さくたろうもであるか？」
Ushiromiya Maria,「うん。さくたろは、名前と姿だけじゃないよ。他にも色々あるの」
{f:5:Beatrice},「ライオンの子であったな」
Ushiromiya Maria,「さくたろは、草食らいおんだから、お肉は食べないの。でも、他のみんなからは肉食だと思われて怖がられてるの。でも、さくたろも怖がりだから、お互いに怖がってるの。あははは、さくたろはビビリなのー」
Sakutarou,「うりゅー。僕はお肉は食べないよー。怖くないらいおんだよー」
Ushiromiya Maria,「あ、肉食スズメだ…！！　ばさばさばさっ」
Sakutarou,「うりゅー！！　スズメ怖いー！　サッ」
{f:5:Beatrice},「わっはっは、スズメは肉食ではないであろうが」
Ushiromiya Maria,「さくたろがビビリだから、スズメが肉食だと信じてるのー。きっひひひひ」
Sakutarou,「ス、スズメはどっかに行っちゃった…？　うりゅー…」
Ushiromiya Maria,「さくたろはビビリだなぁ。そんな怖がりじゃ、またさくすけやさくきちに、お兄ちゃんは怖がりーって馬鹿にされちゃうよ？」
Sakutarou,「うりゅ…！　僕は怖がりじゃないよ！」
Ushiromiya Maria,「あ、スズメが戻ってきた！　ばさばさばさっ！」
Sakutarou,「ひー、食べられるー！！　サッ」
{f:5:Beatrice},「はっはっはっは。さくたろうは実に面白い。今、出てきた、さくすけやさくきちというのは兄弟なのか？」
Ushiromiya Maria,「うん。お家で待ってる、さくたろの弟たちなの！　さくすけはさくたろよりしっかりしてて、さくきちはとっても器用で何でも出来るの。でも、みんなとっても仲良しなんだよ…！　みんな、真里亞のベッドの上で仲良くしてるの」
{f:5:Beatrice},「そなたのベッドの上はライオンだらけであるな」
Ushiromiya Maria,「うん。だから真里亞はベッドを、らいおんランドって呼んでるよ！　らいおん以外にもいっぱい動物がいるけどね！　うー！」
Ronove,「らいおんランドですか。それは楽しそうですな」
Gaap,「……マリアの仲間たちは、互いが互いと交流し合うことで、さらにその存在を強め合っている。見事な世界だわ」
{f:5:Virgilia},「私たちも、もっと交流を深めた方が良いということですね。絆を深め合うことで、私たちの存在も魔力も、もっともっと強くなる…」
{f:5:Beatrice},「妾たちも、もっともっと世界を広げようぞ！　聞く限り、真里亞の世界は、さくたろうやウサギたちだけでなく、他にもまだまだいると見える！　妾たちも負けてはおれぬぞ！」
Ronove,「おやおや。負けてはおれぬぞとなると、我等も眷属を増やしますか？」
{f:5:Beatrice},「黄金の蝶だけでは、どうにも面白味がない。あやつらは、喋らぬからな…！　喋り、騒ぎ、内輪で喧嘩をするくらいに賑やかな眷属が欲しいぞ」
Gaap,「そうね、私たちも賑やかな方がいいに決まってる」
{f:5:Virgilia},「私たちは、マリアージュ・ソルシエールで、世界の広げ方と、眷属の増やし方を学びました。今や、どのような眷属を増やすもあなたの想像力次第……」
Ronove,「お嬢様、あれなど如何です？　先日、ゴールドスミスの倉庫整理の折に見つけた、あの物騒な道具の数々を依り代にされては」
{f:5:Beatrice},「おぉ、良いではないか！　あのような物騒な依り代より顕現した眷属こそ、妾には相応しいぞ…！　我等はどんどん増えるな、賑やかになるな…！」
Ushiromiya Maria,「うー！　新しいお友達がどんどん増えるの…！　これが真里亞の魔法なの！　そしてベアトは、真里亞のお友達に、姿を与えることが出来る。育てることが出来る…！」
{f:5:Beatrice},「真里亞が生み、妾が育てる、か。……ふむ。これぞ、マリアージュ・ソルシエールであるな！　……うーむ、それにしても、ウサギの耳はなかなかに難しい…！　ウサギたちの顕現は、なかなかに手間取るぞ」
{f:5:Virgilia},「せっかくですから、可愛くしてあげたいものですね」
{f:5:Beatrice},「無論であるわ。それこそ、妾の腕の見せ所であるぞ…！」
,存在を生み出し、名前を与え、姿を与える。
,それは、新しい生命を生み出すことと、何も変わらない。
,ニンゲンは子を生むことで姿を与え、名を与えることで認識し、世界を育むことで、その存在を深めていく。
,まったく同じことを、マリアージュ・ソルシエールはしている。
,我等の世界では、思い描いた存在が自由に生み出せ、それは姿を得て、名前を得て、我等の共通の友人となるのだ。
,我等はこの、マリアージュ・ソルシエールという世界の遊びに、夢中だった。
,少なくとも、真里亞は夢中だったと思う。{n}この遊びを、会う度にせがんだから。
,もちろん、妾だって夢中だった。
,しかし、真里亞が楽しそうに何かを書き始めて集中し、妾をぽつんとひとりにする時。……彼女に気取られぬように、小さなため息を漏らして空を見上げたことが、なかったとは言わない……。
,……眷属が、増えることは楽しい。{n}賑やかだし、飽きぬ。
,妾の眷属だけでは飽きることもあろうが、真里亞の眷属と交流していれば、それもない。
,宇宙を生み出すには、二人いる。今の妾には、その二人目がいるからこそ、満たされているのだ。
,…………………………。
,……満ちては、いると思う。
,しかし、ほんのわずかに、……満たない。
,それは本当にほんのわずか。
,だって、こうして真里亞と一緒に遊んでいる時は、時が経つのも忘れるほどに楽しい。
,しかし、なのに、……ふと空を仰ぐ時、……その、わずかな隙間に、何とも言えない空虚な気持ちを感じるのだ…。
,わかってる…。
,妾の宇宙は、満たされてはいないのだ。
,それは、…………真里亞には本当に申し訳ないが。……妾が求める、宇宙を生み出す二人目が、真里亞ではないからだ。
,……真里亞とどれほど宇宙を育もうとも、……胸の中の、恋の根が、その隙間を開ける。
,…………もう、あの日から４年が経つ。
,白馬に跨って迎えに来るぜと言い残し、……妾にだけ、手紙の一つもなく。
,もはや、六軒島には戻るまいとさえ、言い捨てて……。
{f:5:Beatrice},「………………………………」
,これが、………恋か。……妾は、恋とはもっと甘く、酔わせてくれるものだと信じていた。
,しかし、今となってはわからない。
,狂おしいほどに待ち焦がれるのに、……時折、それが裏返って、憎ささえ感じることがある。
,しかし、その憎ささえも、愛おしさの中に包まれているのだ。
,恋の根は、ずっと妾の心の片隅に残ってる。
,戦人が二度と帰って来ないかもしれないと、……どこかで諦めているのに。
,でも、恋の根はじっと、妾の心に深く居座っている。
,……それはつまり、……４年を経てなお、妾は信じているということだ。
,いつかきっと、帰って来る。
,今は恋の花も、冬の寒さに耐えるように縮こまり、枯れているようにも見える。
,しかし、その根は生きている。
,……そしていつの日にか、きっと帰ってくる彼のために、もう一度、美しい花を咲かせようと、ずっとずっと、耐えているのだ。
,真里亞には、感謝している。
,マリアージュ・ソルシエールのお陰で、どれほど妾の心は慰められたことか。
,この出会いがなかったら、……妾は恋の根とともに、朽ち果てていたかも知れぬ。
,……この不完全な宇宙さえも、今の妾には、永らえるために重要なもの。
,妾は、完全な宇宙を得るその日まで、永らえねばならぬ。
,その日まで、……妾は完全には、満たないのだ。姿を持ち、名前を持ち、……どれほどに世界を深めても、……妾は満たないのだ。
{f:5:Beatrice},「………妾は、……満たないのだ」
Ushiromiya Maria,「………………ベアト…？」
,胸中を思わず呟いてしまう。その呟きに、真里亞はさくたろうとのおしゃべりとやめる。
,小さな失言で楽しい時間に水を差してしまったことを悔やむが、取り繕うには、少し長く沈黙してしまった…。
,妾は笑ったが、多分、寂しげなものだったと思う。
,真里亞は、どうして妾が唐突にそんな表情を浮かべるのかわからなくて、きょとんとしていた。
{f:5:Beatrice},「……妾の眷属たちは、次々に世界を深め、その存在を深め、満たしていくのに。……妾だけが、いつまでも満たぬ」
Ushiromiya Maria,「………………………………」
{f:5:Beatrice},「……なぜ満たぬかは、わかっているのだ」
Ushiromiya Maria,「それは、魔力が足りないからだよ」
,真里亞が即答する。
,ベアトリーチェは、魔力を失っていて、往年の力が取り戻せずにいる。
,そういうことになっていた。だから、真里亞の返答は、まさにその通りなのだ。
,…………そうだな。
,妾は、魔力を失っているから、満たないのかも知れぬな。
,ならば、魔力が満ち、……真の意味で復活を遂げたならその時。……妾の世界は満ちるのか。
,それはつまり、………妾の望む、宇宙を育むもう一人の相手が、帰って来てくれるということなのか。
,……もし、妾が本当に、自らがそう名乗るように、かつて、奇跡を自在に操る魔法を思いのままにしたならば。
,復活を遂げたなら、必ずや、その奇跡を起こすだろう。
,それが出来るなら、………妾は復活のため、本当の魔力を、手に入れたい。
{f:5:Beatrice},「……そうだな。魔力が、足りないからであるな」
Ushiromiya Maria,「可哀想に。……ベアトはまだ魔力が弱いから、色々と不自由なんだね」
{f:5:Beatrice},「早く、……取り戻したいものだな。……かつての魔力を」
Ushiromiya Maria,「やっぱり、………あれをやらなくちゃいけないんだよ」
{f:5:Beatrice},「……あれとは、何か…？」
Ushiromiya Maria,「復活の儀式。………肖像画の碑文の儀式だよ」
{f:5:Beatrice},「………………………………………」
,あの碑文を、素直に読めば、魔女の復活の儀式と読み取れるだろう。
,魔女の存在を妄信する真里亞にとって、あの碑文はまさに儀式そのもの。
,他の親族たちと異なり、黄金の隠し場所を示している、などというのには、あまり興味はないようだった。
{f:5:Beatrice},「……あの碑文の謎を解けば、かつて妾が金蔵に与えた、莫大な黄金の隠し場所が知れよう」
Ushiromiya Maria,「ベアトが魔法で生み出した黄金だよね？」
{f:5:Beatrice},「そうだ。魔力に満ち溢れし日の、魔力の結晶である」
Ushiromiya Maria,「じゃあ、……その黄金を取り戻せば、ベアトの魔力は、元に戻るんだね」
{f:5:Beatrice},「………そう、なるかも知れぬな」
Ushiromiya Maria,「なるよ。うー！　やっぱりあれは、ベアトの復活の儀式なんだよ…！　真里亞も手伝うから一緒に解こう。そしたらベアトは復活するよ！　そして早く真里亞を、ベアトの黄金郷に連れて行って…！」
{f:5:Beatrice},「そうだったな。きっとそなたを黄金郷に連れて行くと、約束していたな」
