Speaker,PS3 Japanese - Censored (JPC)
Ushiromiya Maria,「…ざっとこんなところだよ。“この扉は、奇跡が起きない限り、開かれない。あなたは、奇跡が起きない限り、祝福されない”」
Ushiromiya Maria,「……お祖父さまの魔術は天文学的低確率を基礎とする。…つまり、この扉が開かれる奇跡は、……恐らくものすごい膨大な魔力を必要とするに違いないよ。……きひひひひひひひひひひひひひひひひひ。あ痛」
Ushiromiya Battler,「よぅしご苦労、もう黙っていいぞ。楼座叔母さん、真里亞を英会話教室に通わせてたんすか？　やっぱ英語は幼い内からやんないと駄目なんだなぁ」
Ushiromiya George,「………開かずの礼拝堂か。……魔女ベアトリーチェは、本当に魔女だったかはともかく、何十年も前に実在した女性で、……お祖父さまの愛人だったと囁かれる人だ」
Gohda Toshiro,「これはその、私の勝手な想像ですが…。……お館様はベアトリーチェさまを、きっと深く愛しておいでだったのでしょう。しかし、すでにご結婚されていて、結ばれることはできなかった」
Ushiromiya Battler,「…なるほどな。………死んだベアトリーチェが、奇跡の魔法で蘇れたなら、祖母さまが死んでる今、大手を振って結婚できるわけだ。んで、この礼拝堂で結ばれようと、………そういうメルヘンチックな話だというわけなのか？」
Ushiromiya Rosa,「……そう荒唐無稽な話とも思えないわね。…お父様が今なおベアトリーチェを深く愛しているのは周知の事実」
Ushiromiya Rosa,「……あと、気味が悪いとは言ったけれども。礼拝堂の内装はとても華やかだった気がするの。………お父様が、死んだ愛人との結婚式を夢見てこの礼拝堂を建てたという想像は、案外、外れていないかもしれない」
Ushiromiya George,「…この礼拝堂を建てたその当時から、お祖父さまはこの教会を使うことは生涯ないことを知っていたのだろうね」
Ushiromiya George,「……でも、何かの奇跡で魔女が蘇ることを祈った。そしてもしもその奇跡が起こったなら、ここで結ばれようと思った…」
Gohda Toshiro,「……なるほど。…そう考えると、確かにここは、ベアトリーチェさまにとっても、大変意味のある場所ということになりますね…。決して開かれぬ礼拝堂と知りつつ。……悲しい恋の話です」
,郷田さんは、俺以上のでかい図体にもかかわらず、しんみりとしたことを言う。
,…みんなは無言だったが、その意見に同意したようだった。
Nanjo Terumasa,「開かぬ礼拝堂と知りながら。……それでもなお、奇跡の日を夢見ていたのでしょうな。………金蔵さんは若い日にはとてもロマンチストな方だった。…わかる気がします」
Ushiromiya Battler,「いっひっひ。どうだろうな。……でも、年に４回、みんなで入って掃除してたんだろ？」
Ushiromiya Battler,「何が開かずだ。俺たちだって現にこうして出入りしてる。それは奇跡なんかじゃねぇ。鍵を持ってきて、カチャリとやって入った。ただそれだけの話だぜ、馬鹿馬鹿しい」
Ushiromiya Rosa,「………………え？　…………え？！　……………って、………どういうこと？」
Ushiromiya Battler,「ど、どういうことって、何がっすか…」
,何だかいい話のような雰囲気になったのが気に入らなくて、俺は茶化しただけのはずだった。……なのに楼座叔母さんが、急に大真面目な顔で食い掛かってくる。
,楼座叔母さんの顔色がどんどん青ざめていく。…そして魔法陣の扉を見て、自分の手元を見てを、何度も何度も繰り返している。
Gohda Toshiro,「ど、……どうなさいましたか、楼座さま…」
Ushiromiya Rosa,「ねぇ郷田さん！　この礼拝堂の鍵！　これ、源次さん言ってなかった？　{i:一本しかないって}！」
Ushiromiya George,「…………………え？　…………」
Ushiromiya Maria,「…きひひひひひひひひひひひひひひひひひひ。…みんな気付くのが遅すぎるんだよ。きひひひひひひひひひひひひひひひひ…」
,…子どもの悪戯は、時に大人に気付かれなくて、仕掛けた子どもをがっかりさせてしまうことがある。
,……そういう悪戯に、遅れて誰かが引っ掛かってくれると心底嬉しいものだ。
,……今の真里亞の喜び方はそれにとてもよく似ていた…。
Gohda Toshiro,「…え、……えぇ、はい。その鍵は一本しかございません。お館様の大切な礼拝堂の鍵ですので、一本しかなく、複製もありません。…普段から、使用人室のキーボックスに大切に保管されていますが…」
Ushiromiya Rosa,「そうよ。そしてそれがなくなってたと源次さんは言ったわね。……何者かがそれを奪い、……封筒に入れて真里亞に手渡したのよッ？！　それも昨日！」
Ushiromiya Battler,「…………何だって…？　ってことはつまり、………おかしいじゃねぇかよ」
Ushiromiya George,「…そんな馬鹿な。………これは妙な話になってくる」
Gohda Toshiro,「ど、どういうことでしょうか…？　私には何が何だかさっぱり…」
Nanjo Terumasa,「私にもです。……どなたか説明してはいただけませんかな…」
,…郷田と南條にわからないのは、決して二人の頭が悪いからではない。
,……彼らは知らないのだ。…たった一本しかない礼拝堂の鍵が、いつから真里亞の手にあったのかを知らないのだ。
Ushiromiya Rosa,「間違いない！　閉まってた！！　私が開けたのよ！！　間違いなく！！」
,楼座叔母さんは、礼拝堂の扉を閉め、鍵を掛けては引っ張り施錠を確かめたり、それを再び開けたりを何度も繰り返した。
,その顔色は再び蒼白になっていく…。
Ushiromiya Rosa,「私が真里亞の封筒から鍵を取り出してここを開けるまで！　確かにこの扉は施錠されていたッ！！　でもこの鍵は封筒に入れられて真里亞に預けられていたのよ？！　しかもそれは昨日のお昼前の話なのよッ？！？！」
Nanjo Terumasa,「………何ですと………」
Gohda Toshiro,「それでは、……おかしいではありませんか……！」
Ushiromiya Battler,「そうなんだ。………唯一の鍵は、昨日の昼に真里亞が魔女を名乗る女から受け取った。つまり、昨日の昼から今朝方、楼座叔母さんが開錠するまでこの礼拝堂は密室だったことになる」
Ushiromiya Battler,「………どうやって、親父たち６人はこの中に入って、しかも殺されたんだよ？！」
,俺たちは６人の死で混乱していた。妙な魔法陣や礼拝堂の謂れを聞いて、何かをわかったようなつもりでいた。
,……そんなのは取るに足らない問題だった！
,昨日の昼から今朝まで、この礼拝堂は密室なんだ。{n}でも、親たちは昨夜まで俺たちと一緒だった。
,犯人はどうやってここを開けたんだ？！{n}そしてどうやってここを閉めたんだ？！
Ushiromiya Battler,「……うぜぇ真似だぜ。…またかよ。また密室かよ！　魔法の力で鍵を開けたんだと、そう言いてぇのかッ！！　馬鹿にするんじゃねぇ！！」
{f:5:Beatrice},「妾の力で鍵を開けるところを見せろというなら見せても良い。……しかしそれではそなたを屈服させたことにはならぬ」
{f:5:Beatrice},「そなたが言う“人間での説明”！　これを尽き果てさせた時こそが妾の勝利の時なのだ！！　さぁさぁ、どう崩してみせる？　人間なら、どういうトリックで崩してみせるというのかァ、んん〜？」
Ushiromiya Battler,「前回の密室と同じだ。…情報不足ッ！！　こんなのじゃ推理不能だ！　何の言い訳でもできるぜ、どんな手品だって通じる！！　推理なんてしようがねぇ！」
{f:5:Beatrice},「はッ！　またそれか？　情報が足りないから様子見？　不確定情報があるから推理不能ォ…？　はッ、そなたら人間の思考停止の言い訳はいつもそれよ。人間風情が何を気取るか！」
{f:5:Beatrice},「ラプラスの悪魔の座に及ばねば、思考を巡らせることひとつできないというのか、この無能がッ！！　……それに貴様は情報不足がまるで自分の不利になるように言っているが、真実はまったく逆だぞ？」
{f:5:Beatrice},「そなたに与えられる情報が増えれば増えるほどに、そなたは苦しむことになる！　己を締め付ける圧搾機の力を強めていく結果になるだけよ！　くっくくくくくくくくく！！」
Ushiromiya Battler,「ほぅ、そうなら言わせてもらうぜ。これがそもそも“密室”かどうかは検証不能だ！！　悪魔の話が出てきたんで俺も言わせてもらうぜ」
Ushiromiya Battler,「……密室でないことの説明はできる。こうやりゃ出入りできるというのを示しゃいいんだからな！」
Ushiromiya Battler,「だが密室であることの証明は不能だ！！　無限の方法の全てを否定はできない。つまり、悪魔の証明ってヤツだぜ！！　密室という定義は、実は証明不能なのさ！！」
{f:5:Beatrice},「情報不足を言い訳にした思考停止の次は、そう来たか。……まぁ良い。それがそなたの指し手だというなら認めようぞ。続けるが良い」
Ushiromiya Battler,「まず、お前は礼拝堂が密室だと言いたいらしい。…実際、俺もさっき中をぐるっと見させてもらったが、確かに扉以外から出入りする方法は見つけられなかった」
Ushiromiya Battler,「……だがそれは、{i:俺が見つけられなかったというだけで}、密室の証明にはならないわけだ！！」
Ushiromiya Battler,「俺には見つけられなかった“隠し扉”なんかがあったら、全ての前提は吹っ飛ぶぜ！！　つまり、俺が隠し扉を見つけられようと、見つけられまいと、密室を出入りできる方法Ｘは常に否定できないわけさ！」
Ushiromiya Battler,「そしてその方法Ｘは、魔法でなくても実行可能さ。何しろ“隠し扉”なんだからよう！　この礼拝堂だってそうさ、発見不能な隠し扉がどうせあるんだ。だから推理なんてする必要もなく、魔法なんかありえないってわけさ！！」
{f:5:Beatrice},「………ほほぉ、そういう論法か。くっくっくっく、甘いな」
{f:5:Beatrice},「想定していた一手だぞ。ならば妾も受け手を指そう。……妾は人間風情の推理小説とやらに出てくる“密室”というものを常々馬鹿馬鹿しいと思っている」
{f:5:Beatrice},「なぜか？　使い方が間違っているからよ。……推理小説に登場する密室を、お前は本当に“密室”だと思っているのかぁ？　思ってなどいまい？！」
{f:5:Beatrice},「{i:どういうトリックを使えば密室に見せ掛けられるか}！　そう思っている」
{f:5:Beatrice},「つまり、人間どもが積み重ねた百年の密室殺人など、ただの一度も完成されたことはないのだッ！！」
Ushiromiya Battler,「ひゅうッ！！　言うじゃねぇかよ、推理マニアは怖ぇぞ？！　クリスティが墓の下で歯軋りしてるぜ！」
{f:5:Beatrice},「ふッ！！　だが妾は違う。妾は本当の密室を生み出している！　そしてそれを立証できるのだ。なぜか？　妾は魔女だからよ！！」
{f:5:Beatrice},「悪魔の証明は悪魔を連れてくれば証明できるのだったな？　ならば好都合、魔女にとって悪魔は良き友よ、いくらでも連れてきてやる！！」
Ushiromiya Battler,「上等だぜ！！　“親父たちは隠し扉を使って礼拝堂に入ったあるいは運び込まれた”！　この一手を、お前はどうかわして見せるってんだよぉッ？！」
{f:5:Beatrice},「こうだ。生死は捨て置く。“６人は確かに扉から入った”！！」
Ushiromiya Battler,「はぁッ？！？！　馬鹿野郎ォ！！　鍵が掛かってんだぞ、どうやって！！」
{f:5:Beatrice},「妾が魔法で開けて、中へ誘った！！」
Ushiromiya Battler,「そんなわけねぇだろ！！　魔法なんて認められねぇ以上、そいつを受け容れるわけには行かねぇッ！！　お前は嘘をついている！！　あの扉は何かのインチキで開くんだ。あるいは隠し扉があるんだ、そのどちらかしか認めねぇッ！！」
{f:5:Beatrice},「……パーペチュアルッ！！　チェスでは千日手をこう呼ぶ。互いが相手の根拠を否定しあい議論が進まないのも妾たちのゲームでは千日手に同じ」
{f:5:Beatrice},「……多くのゲームではこれを引き分けに定めるが、これでは興を削がれること甚だしいッ！！　妾たちに引き分けはない。曰く、そなたが妾を認め屈服するか否かッ！！」
Ushiromiya Battler,「それについてだけは同感だぜ！！　お前のお望み通り、決着はきっちりつける！！」
{f:5:Beatrice},「くっくっくっく！　その心意気や良し！　………そこで妾は考えた。妾とそなたのゲームに新しいルールを追加しようと思う」
Ushiromiya Battler,「新しいルールぅ？！　…どうせお前が有利になるルールなんだろう？！」
{f:5:Beatrice},「まさかまさか。そなたらが求めて止まなかったものを与えようというのだ。貴様ら無能どもがいつも嘆いてみせる思考停止の理由、“情報不足”！　そして、それに対し情報を与えると今度はその情報の真偽を疑う“根拠否定”！」
{f:5:Beatrice},「便利よのぅ？　無能を棚上げする実に小気味良い言葉よ。この便利な言い訳を妾は取り去ってやろうというのだ。感謝するが良い、くっくっく！」
Ushiromiya Battler,「扉から入ったというお前に対し、俺はそんなはずはないと否定した。……その否定が逃げ口上だと言いたいのか」
{f:5:Beatrice},「そうだ。だから妾はこれより、{p:1:真実を語る時、赤を使うことにする}」
Ushiromiya Battler,「ど、どういうことだ……？！　説明を続けろ！」
{f:5:Beatrice},「妾がどのような魔法の一手を仕掛けようとも、そなたには常に“情報不足”や“根拠否定”を繰り返すことで延々と逃げ続けることができる」
{f:5:Beatrice},「…これでは最終的に妾が勝つことが変わらぬとしても、あまりに退屈を極める。……その為、妾はそなたが望む“情報”と“根拠”を与えてやろうと思う」
{f:5:Beatrice},「しかし、そなたは妾の言葉ひとつひとつを疑って掛かるだろう。それ自体は悪いことではない。妾もそなたを屈服させるためにあらゆる手を指す。互いに最善手を探りあうその姿勢は嫌いではない」
{f:5:Beatrice},「……しかしそれではゲームにもならぬ。だからこのルールを設けた」
{f:5:Beatrice},「{p:1:妾が赤で語ることは全て真実}！　疑う必要が何もない！」
Ushiromiya Battler,「それを信じろというのか…！」
{f:5:Beatrice},「妾はそなたとゲームをしている。ゲームのルールは神聖！！　それを軽んじる者に参加の資格はないッ！！」
Ushiromiya Battler,「ようし乗ったぜ、受けてやるぞそのルールッ！！　水掛け論や揚げ足取りなんて小学生でもできるぜ」
Ushiromiya Battler,「ならさっそく再開しようじゃねぇか、さっきの続きだぜ。もう一度繰り返す。“親父たちは隠し扉を使って礼拝堂に入ったあるいは運び込まれた”！」
{f:5:Beatrice},「ならば妾も繰り返そうぞ。“{p:1:生死は捨て置く}。{p:1:６人は確かに扉から入った}”！」
Ushiromiya Battler,「………そ、その証拠はあるのかよ？！」
{f:5:Beatrice},「ストップ！！　ルールを補足する」
{f:5:Beatrice},「……妾は真実を語る時に赤を使うが、{i:それに対し証拠を示して立証する義務を負わない}！　ただ、事実であり真実であるのだ！！」
{f:5:Beatrice},「理由は簡単だ。妾は全ての犯行を魔法で行なう。だからどんな不可能犯罪も、お前の目の前で魔法の杖を振るって見せれば済んでしまう」
{f:5:Beatrice},「しかしそれではゲームにならない！　チェスを指しながら、勝敗を無視して相手に殴りかかる蛮行にも等しい！」
Ushiromiya Battler,「た、……確かにもっともだ。…お前が魔女である以上、{i:証拠を示す必要がない}。……何でも魔法で出来ちまうんだからな、ひでぇ話だぜ…。何て不利なゲームだ…！」
{f:5:Beatrice},「それではもう一度再開するぞ？　６人は確かに扉から入った。妾が魔法で鍵を開けた。……この魔法を、密室をどうかわす？！」
Ushiromiya Battler,「……か、鍵だ！　源次さんたちは鍵が一つしかないと言っているが、そんなのは証明不能だ！　犯人はこっそり合鍵を作っていた…！」
{f:5:Beatrice},「くっくくくくくく！　{p:1:礼拝堂の鍵は一本しか存在しない}！」
Ushiromiya Battler,「っぐ……。じゃ、じゃあこうだ。犯人は正規の鍵以外のものを使って開けたんだ！　何かはわからないが、例えば針金とか！　キーピックの道具だ！！」
{f:5:Beatrice},「何だ何だ、その甘い指し手はァ。{p:1:礼拝堂の施錠は礼拝堂の鍵以外では開錠不可能}！！　もっとも魔法の力では開けられるがなぁ…？」
Ushiromiya Battler,「じゃあこうだ！！　扉自体がおかしかったんだ！　施錠された状態のままでも、通行できる仕掛けがあった…！　それが何かはいろいろ考えられる！」
Ushiromiya Battler,「お城の大扉に小さい入り口が付いてるように、さらにもうひとつ扉があったとか！　蝶番を外して、扉を丸ごと外して入ったなんてのもありえる！！」
{f:5:Beatrice},「わっはははははははははは！　それが人間どもの百年の英知なのか戦人ァアアァ？！　{p:1:礼拝堂の扉は、施錠時には如何なる方法での出入りも拒む}！！」
{f:5:Beatrice},「魔法が使えない限りな…？　くっくっく！　そろそろチェックメイトかぁ？！」
Ushiromiya Battler,「まだまだぁッ！！　お前は６人は扉から入ったと言ったが、この正面扉とは言ってない！　他の隠し扉から入ったのかもしれない！！」
{f:5:Beatrice},「くどいわ、無能が。ならば先ほどの一手をさらに進めよう。{p:1:６人は確かに“この正面扉”から入った}！！」
Ushiromiya Battler,「滅茶苦茶だ！！　鍵は閉まってる、そして一本しかない鍵以外では開錠不能で、にもかかわらずこの扉から６人が出入りしたぁッ？！？！　どうやってだよ！！　魔法だってか？！　くそ、くそくそくそくそくそ！！！」
{f:5:Beatrice},「わっはっはっはっはっはっはあぁッ！！　早くも人間の限界が露呈したか？」
{f:5:Beatrice},「ならば叫べ、リザインと！！　投了者はそう叫びキングを倒すのが慣わしよ。さぁ、降参か？！　ならば屈服を宣言せよ、そしてキングを倒すように跪け！！」
{f:5:Beatrice},「そして妾の靴にキスをするがいいッ！　お前のような男に靴を舐めさせるのに勝る悦びはないわぁッ、くっくくくくくくっかかかかかかかかかかかッ！！」
,………くそぉおおぉぉ…。駄目だ駄目だ駄目だ…。{n}俺は魔女には勝てないのか…？！
,これはチェスなんかじゃねぇ、詰め将棋の負け側を受け持たされているだけなんだ…！　俺にできるのはせいぜい屁理屈をこねて引き分けに持ち込むのが関の山なのか…？
