Speaker,PS3 Japanese - Censored (JPC)
Ushiromiya Maria,「うちのママは、本当は男の子が良かったって言ってたよ、うー！」
Ushiromiya Rosa,「元気に生まれてきてくれれば、性別なんてどうでもいいのよ。真里亞は大切な大切な、神様からの授かり物なんだから」
,表へ出ると、ちょっとだけ風雨が強い。
,縁寿とすっかり打ち解けた絵羽は、一緒の傘で行きましょうと誘っていた。
,何の話で盛り上がってるのかわからないが、わずかの時間でもう意気投合してしまっている。
,戦人はそれを見ながら、傘を広げる。
,自分にじゃれ付いてくる妹も可愛いが、誰かに上機嫌な笑顔を見せる妹だって、同じくらい可愛く、微笑ましい。
,風雨は強いけれど、これも夕食の味をさらに盛り上げる、ちょっとしたスパイスにぴったりに違いなかった……。
,ホールは、素敵な飾りつけによって、ハロウィンパーティーの会場に生まれ変わっていた。
,右代宮家での食事は、いつも食堂だ。
,ホールで立食形式でのパーティーなど、初めての経験だった。
{f:5:Beatrice},「いよぉ、戦人ぁ！　おぅ、真里亞！　久しぶりであるな…！」
Ushiromiya Maria,「ベアトー！！　ハッピーハロウィーン！　トリックオアトリート…！！」
{f:5:Beatrice},「くっくっく。お菓子はあるが今はやらぬぞ。食事の前であるからな」
Ushiromiya Rosa,「くす。ありがとう、ベアトリーチェさん。相変わらずお美しいわね」
{f:5:Beatrice},「楼座こそ！　子持ちとは思えんぞ。わっはっは！」
Ushiromiya Battler,「お前、少し出来上がってねぇか？　耳が少し赤いぞ」
{f:5:Beatrice},「んー？　あの後、ちょいとそのだな、うっひっひー！　金蔵が珍しい酒を手に入れたというのでな、まぁその、ほんのチョビっとだ…！　わっはっははははは！」
Ushiromiya Battler,「食事の前のお菓子は自重するのに、飲酒は自重しねぇんだな…」
Shannon,「失礼致します。ベアトリーチェさま、お館様がお呼びでございます」
,肖像画の前にいる金蔵が、こっちへ来いと手招きをしているのが見えた。
{f:5:Beatrice},「やれやれ。セレモニーとは、金蔵も形式にこだわる男よ」
Ushiromiya Battler,「例の、黄金の返還式云々ってことなんだろ。右代宮家にとっては、一つの大きな節目なんだ。付き合ってやれよ」
{f:5:Beatrice},「ちと寂しい気持ちもあるがな」
Ushiromiya Battler,「右代宮家顧問錬金術師であることは、これからも変わらねぇさ」
{f:5:Beatrice},「であるな。ではちょっと行ってくる。後ほどな？　源次の話によると、今日のパーティー、ちょっとした趣向があるらしいぞ。楽しみにしておれ…！」
Ushiromiya Battler,「用意したのはお前じゃないだろーが」
{f:5:Beatrice},「わっははははは、いちいち細かい男よ…！　では後ほどな！」
Ushiromiya Ange,「……お兄ちゃん、今日は何かあるの？　何か特別な日……？」
,縁寿も、それを感じ取っているようだった。{n}意味もなく緊張してしまっているらしい。
Ushiromiya Battler,「右代宮家にとっては、特別な日だ。だが、縁寿とは関係ないから、気楽にしてていいんだぜ」
Ushiromiya Ange,「うん。……あ、そうだっ、ねぇねぇお兄ちゃん聞いた？　さっき絵羽伯母さんからね、すごい秘密を聞いたの…！　真里亞お姉ちゃんも知らない秘密、お兄ちゃんにだけ教えてあげるねっ」
Ushiromiya Battler,「ほぉ？　秘密って何だ何だ」
Ushiromiya Ange,「うん、あのね！　アーモンドが入ってたら、当たりなんだって…！」
Ushiromiya Battler,「当たりって？　クジ引きか何かの話か？」
Ushiromiya Ange,「んーーーー…。とにかくっ、アーモンドが当たりなのっ」
,縁寿が口をぷーっと膨らませる。取って置きの秘密を教えたのだから、褒めて欲しかったらしい。
,しかし、アーモンドが当たりってだけじゃ、何の話かさっぱりだ。
Ushiromiya Battler,「わかったわかった。大切な秘密を教えてくれてありがとうな」
Ushiromiya Ange,「んーーーー、お兄ちゃん、嫌いっ。せっかく秘密を教えてあげたのにー！」
,縁寿は膨れっ面のまま、また向こうの絵羽伯母さんのところへ行く。
,よっぽど意気投合したんだな。まぁ、伯母さんに懐くならいいか。
,これがクラスメートのスカした男子だったら、たとえ小学生であっても許さんぞっ。異性交遊はお兄ちゃんがいいと言うまでいけませんっ。
,その時、源次さんの声が聞こえた。
,次第にざわめきは収まり、今夜が雨であることを、もう一度思い出させてくれた。
Ronoue Genji,「皆様、ご静粛に願います」
,シンと静まり返る。
,親族一同も、今夜の催しが、ただのハロウィンパーティーではないことは、薄々想像がついているようだった。
,戦人はすでに、知っている。
,右代宮金蔵からベアトリーチェへの、長年にわたり借り受けてきた黄金の、返還式なのである。
,まず、金蔵によって、それが宣言された。
,右代宮家は復興のみならず、かつてない隆盛を極めたと。よって、大恩人ベアトリーチェより借り受けた黄金を、今こそ返還すると。
,真っ赤なリボンで飾られた、ずっしりとしたインゴットを、金蔵の手から、ベアトリーチェの手へ返還する。
Ushiromiya Kinzo,「………三代にわたる、黄金の魔女ベアトリーチェの恩。右代宮家は未来永劫、忘れることはないであろう」
{f:5:Beatrice},「やれやれ。しまう場所もないが、特別に引き取ってやろう」
Ronoue Genji,「………ベアトリーチェさま」
{f:5:Beatrice},「ん、んんっ、ゴホンゴホン」
,あのベアトが、源次に発言で注意を受けるとは。思わず笑ってしまう。
{f:5:Beatrice},「右代宮家顧問錬金術師ベアトリーチェである。今宵をもち、１０ｔの黄金の貸し出し契約の終了を受け容れるものである。……我が祖母の代より数十年。片翼をもがれた鷲は、再び飛翔の時を迎えた。妾はそれを見守り、子々孫々までの未来永劫の繁栄を心より祈るものである」
,拍手がホールを包んだ。
,せっかく貫禄のあるスピーチが出来たのに、終えた途端にペロリと舌を出して苦笑いを浮かべている。
,ベアトの真面目モードは長続きしないらしい。
Ushiromiya Kinzo,「黄金の魔女ベアトリーチェは、名を受け継ぐことで、千年を永らえる魔女である。よって、彼女の子々孫々に至るまで、その全てがベアトリーチェであり、その全てが当家の顧問錬金術師なのである」
Ushiromiya Kinzo,「右代宮家子孫一同は、ベアトリーチェの恩義を永遠に讃え、子々孫々に永遠にそれを伝えるのだ。………ベアトリーチェは、未来永劫、右代宮家の恩人であり、尊い絆で結ばれた家族なのである」
Ronoue Genji,「………ご承認いただける方々は、拍手をもって承認をお願い致します」
,源次がそう促すと、親族たちは顔を見合わせてから、一斉に拍手した。
Ushiromiya Kinzo,「ありがとう、諸君。………ベアトリーチェよ。そなたは右代宮家の一員だ。それは血より尊き絆によるものだ」
{f:5:Beatrice},「わっはっは、カネの貸し借りの縁は、血より大切であるからなー」
Ronoue Genji,「……ベアトリーチェさま」
{f:5:Beatrice},「んが、んっん…！」
,その後は、金蔵の小難しいスピーチが続いた。
,今夜をもって、金蔵は右代宮家の当主を引退するということ。
,そして、財産分与を今夜、さっそく発表すると宣言した。
,金策に困っていた親族兄弟たちは、金蔵の死を待たずに転がり込む遺産に、どよめく。
Ushiromiya Kinzo,「お前たちがそれぞれ、カネに苦労しているのは知っておる。それらの問題は全て、これで解決できるであろう。……ただし心せよ。これは、死を待たずして与える遺産である」
Ushiromiya Kinzo,「私はお前たちを厳しくも、常に見守ってきた。しかし今宵をもって、お前たちの父はそれをやめるのだ。………私は雲上から見守るかの如く、お前たちが飛翔するのを眺めているだろう。もはや、何の口出しもせぬ。……そなたたちの生きたいように生きるが良い」
Ushiromiya Rudolf,「お、………親父……」
Ushiromiya Rosa,「お父様……」
Ushiromiya Eva,「わかりました…。……私たちは、必ずや飛翔してみせます」
Ushiromiya Krauss,「兄弟で力を合わせ、右代宮家をますますに繁栄させることを、兄弟一同、ここに誓います」
Ushiromiya Hideyoshi,「そやで…！　わしらは力を合わせたら、向かうところ敵なしや…！」
,秀吉がおどけるが、源次に諌められてしまう。{n}しかし、彼が浮かれたい気持ちもわかった。
,……親族兄弟たちは、遺産を巡って、ギスギスといがみ合って来たのだ。
,しかし今宵。……遺産は綺麗に分配され、彼ら全員の金策が解決された。
,そうなればもう、兄弟同士、何もいがみ合う理由はないのだ。
,むしろ、手を取り合い、ますますに互いを繁栄させていくべきなのだ。
,絵羽と楼座は、涙を浮かべながら鼻を啜っている。……それは留弗夫もだった。
,こんなにもいい歳になって、……彼らは今日。……ようやく、巣立ちを迎えたのかもしれない。
,六軒島という、魔女の魔法で編まれた巣から、右代宮家の鷲たちが今宵、それぞれに旅立っていくのだ。……力強く、己の力で。
,金蔵は思う。{n}初めからこうしていればよかったのだ。
,……遺産問題を、自らがもっと早くに解決していたなら、子供たちはいがみ合う必要はなかったのだ。
,それを、不機嫌を装うことで、彼らに全て任せきりにし、兄弟たちの関係を冷めたものにしてしまった。
,そう。全ては自分の責任だったのだ。{n}今や、絡まった縄は解かれた。
,それはまるで、金蔵の体を締め付ける、目に見えぬ縄のようでもあった。
,それが今や解かれ、彼は久しく開放感を覚えるのだった…。
,兄弟４人は前に歩み出て、新しい当主、蔵臼をみんなで支え、ますますの繁栄を金蔵の前で誓い合う。
,彼らの顔は、不思議な若々しさに溢れていた。
,当然だ。彼ら４人が、こんなにも自然な気持ちで結束したことなんて、………子供の頃以来なのだから。
,子供の頃の瑞々しい気持ちに戻り、彼ら兄弟は再び、結束するのだ。
,蔵臼が宣言を終えると、ホールは温かな拍手で溢れた。
,いとこたちも、使用人たちも、……いつまでもいつまでも、拍手を惜しまなかった。
,縁寿は、……呆然とそれを見ていた。
,…………親族兄弟４人は、子供の頃から、ずっといがみ合って来たはず。
,そしてさらに、それぞれが金策に悩み、金蔵の遺産を目当てに不毛な鍔迫り合いを繰り返していたはず。
,……その、私が認める“真実”の世界さえも、……この黄金の返還式によって、書き換えられる。
,彼らが本当に仲良しだろうと、あるいは私が信じるように、いがみ合っていたとしても。
,……それは今日、この場で、全ては乗り越えられたのだ。
,信じちゃ駄目。………こんなの、お兄ちゃんの茶番。
,それがわかっていても。………父親たち兄弟が、涙を浮かべて微笑みながら、肩を抱き合うその光景に、……彼女は熱いものが目に浮かぶのを感じずにはいられない。
Ushiromiya Ange,「信じないわ……。………これも全部、……お兄ちゃんの茶番なんでしょ………」
Ushiromiya Battler,「お前は、何を見たら、聞いたら。信じることが出来るんだ…？」
Ushiromiya Ange,「………赤で。…………赤き真実で言ってくれたら」
Ushiromiya Battler,「赤で言えなければ、全ては嘘なのか？」
Ushiromiya Ange,「……信じない…。……私は、……こんなの………」
,縁寿は俯き、黙り込んでしまう。
,ゲームマスターである戦人には、赤き真実を使うことも出来る。
,しかし、赤き真実というルールは、魔女のゲーム盤にだけ出てくるものだ。
,ニンゲンの世界に、赤き真実など、存在しない。
,自らが見て、聞いて。……信じるに足ると、自らが信じたものを、赤き真実として受け入れるのだ。
,縁寿が認めない限り、どんな真実も、真実たりえない。
,それに、気付いて欲しいと戦人は願ってる。
,赤き真実という、ゲームのルールで真実を押し付けても、何の意味もないのだ。
,縁寿は、自分の力で、自分の心で。{n}真実を真実として、受け容れなければならないのだ。
,それは、縁寿が決める。{n}誰にも無理強いできない。
,だから縁寿がこの光景を、茶番だと断じてもいい。
,しかし、ならば、………縁寿が今、零している熱い雫は、一体どういう意味があるのか。
,……縁寿は誰にも教えられずに、それを考えなくてはならない……。
,縁寿は一度だけ鼻を啜り、目を擦った後には、６歳の彼女に駒を譲った。
,その後は、和気藹々とした楽しいひと時となった。
,美しく彩られた料理が次々に運び込まれ、シャンパンのコルクが気持ちの良い音を聞かせる。
,いくつも置かれた小さなテーブルにはそれぞれ、テーマが設けられていた。
,そうすることで、いくつものテーブルを巡りながら、どれを食べようかと迷う、立食パーティーの一番の楽しさを演出した。
,このような演出に関しては、郷田は天才的だ。彼を手放したホテルは、それを改めて後悔した方がいいだろう。
,もちろん、熟年には立食パーティーは少々、疲れる。
,なので椅子も用意されている。
,しかし新しい料理が運ばれてくる度に、それを見に席を立ち、自然といくつかのテーブルを巡ることが出来る。
,その過程で、新しい輪と交流でき、そしてその輪は流動的に散っては混じり、動き回った。
,人は面白い。輪のメンバーが代わると、がらりと話題まで変わる。
,そんな万華鏡のような、楽しく賑やかなハロウィンパーティー。
,壁に飾られた、折り紙の鎖飾りなどが童心を呼び起こしてくれる。
,そこでは誰もが、子供の頃に戻ったかのような気持ちで、楽しく過ごしているのだった……。
,縁寿にとってもそれは、夢のような時間だった。
,いとこたちと、楽しくお喋りした。
,伯父さんや伯母さんたちとも、楽しくお喋りした。
,ベアトは魔法と称して、色々な手品を見せてくれた。
,真里亞はそれを魔法だと主張し、縁寿はそれを手品だと主張し、ますますに盛り上がった。
,幼い二人があまりに盛り上がるので、大人たちも、自分が知る手品を披露しては、二人を大いに驚かせた。
,やがて、互いが互いに、こんな手品知ってる？　と見せ合うようになり、ハロウィンに相応しいマジックパーティーとなった。
,手品に限らず、クイズやなぞなぞ、様々な遊びが、彼らの子供時代の思い出を刺激する。
,給仕をしている使用人たちも、その輪に引き摺り込まれ、ホールは今や、大賑わいだった。
,幼い縁寿にとって、どの手品もクイズもなぞなぞも、知らないものばかり。
,彼女の知的好奇心が刺激されて、わくわくが止まらなかった。
,その上、美味しい食事にジュースが、よりどりみどりなのだからまるで夢の中だ。
,縁寿はふわふわと、まるで雲の上を歩いているような気持ちだった……。
Ushiromiya Rudolf,「縁寿…、お前、これを飲んじゃったのか？！　これ、お父さんの飲み物だぞっ」
Ushiromiya Ange,「……縁寿も大人のブドウジュース、飲みたかったの。だからいいのー」
Ushiromiya Battler,「少し顔が赤いぜ？　大丈夫かー？」
Ushiromiya Kyrie,「ちょっとしか飲んでないから大丈夫とは思うけれど……」
Ushiromiya Ange,「……縁寿、大丈夫だよ。子供じゃないもん……。……うぃ…」
Ushiromiya Eva,「くすくす。縁寿ちゃんは、こっちを飲みなさい？　留弗夫お父さんが飲んでるのは、悪い飲み物だから、もう飲んじゃダメよー？」
Ushiromiya Battler,「そうだな！　悪いのを飲んでると、縁寿も悪い大人になっちまうぜー？　いっひっひ！」
Ushiromiya Ange,「縁寿、悪い大人にならないもんっ。お姫様になるもんっ」
Ushiromiya Kyrie,「そうよ。縁寿は私たちみんなのお姫様よ」
Ushiromiya Rudolf,「そうだな。縁寿は家族みんなのお姫様だ」
Ushiromiya Eva,「私にもお姫様よぅ。ぜひ今度、伯母さんの家にも遊びに来てね、絶対なんだから…！　いっぱいいっぱい歓迎してあげるんだから！」
Ushiromiya Ange,「うんっ。ありがとう、絵羽伯母さん…！」
,みんなが、すごくやさしくしてくれる。
,まるで本当にお姫様になったみたいな気持ち。
,浮かれ過ぎて、この催しが私を楽しませるために主催されてるんじゃないかと信じそうにさえなった。
,その輪を戦人は外れる。遠目に、幸せそうに笑う縁寿を見て、彼も微笑んだ。
{f:5:Beatrice},「………ああして幸せに笑えば、名前負けもせんのにな。惜しい娘よ」
Ushiromiya Battler,「そうだな。天使の名に相応しい笑顔だと思うぜ」
{f:5:Beatrice},「あの笑顔が、駒でなく、本当の縁寿のものであれば良いのだが」
Ushiromiya Battler,「……仮に違っても、あいつはこれを見てるさ。そして、自分で考えればいい」
{f:5:Beatrice},「そなたと縁寿のゲームは、慈しみに溢れているな。妾からすれば、もどかしいほどにな」
Ushiromiya Battler,「もどかしくて何の問題がある？　誰の邪魔もない。妨害も駆け引きも何もなしだ」
{f:5:Beatrice},「そうだな。このゲームは、もはや戦いでさえない」
Ushiromiya Battler,「言ってみれば、片付けなんだ。……俺たちのゲームの」
{f:5:Beatrice},「…………妾の気紛れなる行為が、あやつに及んだ罪は、償い切れぬ」
Ushiromiya Battler,「俺たちのゲームの責任だ。俺たち二人で償う。……だから俺たちで、縁寿に最後のゲームを送る」
{f:5:Beatrice},「縁寿は、あの鍵を正しく使えると思うか…？」
Ushiromiya Battler,「……俺たちが正しいと思う方へ、無理やり引っ張ることも、もちろん考えたさ」
{f:5:Beatrice},「それは意味なきことかも知れぬな。……強制された選択は、正しくとも生涯受け容れ難い」
Ushiromiya Battler,「そういうことだ。………縁寿は、自ら考え、自ら選ばなければならない。それが、俺たちから見て正しくない選択であったとしても、……俺はそれを祝福しようと思う」
{f:5:Beatrice},「……ふむ。………ゲームマスターはそなただ。妾はもはや、何も口を挟まぬ。今宵をただ楽しむだけだ」
Ushiromiya Battler,「縁寿にとっては意味あるゲームだ。だが、俺たちにとっては、お疲れ様パーティーみたいなもんさ」
{f:5:Beatrice},「そろそろやって来る頃合だな。しかし、良いのか？　縁寿にまた誤解されるぞ？」
Ushiromiya Battler,「大丈夫さ。それに、むしろ必要なんだ。……お前が、そういう姿を見せたように。みんなもな」
{f:5:Beatrice},「……………ふむ。ならば我等も、この千秋楽祝いを楽しませてもらうとしよう。これほどの長きゲームにて皆、それぞれの役を見事、演じきってきたのだから」
,その時、パンパンと景気良く手を叩く音が聞こえた。
Gohda Toshiro,「さぁさぁ、皆様。お集まり下さい。本日のとっておきでございます…！」
,手を叩いているのは郷田だった。一同は、何だ何だと集まる。
,彼の前に置かれた配膳台車の上には、切り分けられた大きな１ホールのチョコレートケーキが置かれていた。
Gohda Toshiro,「本日は、今夜のハロウィンパーティーの目玉として、この特製ザッハトルテをご用意させていただきました。ご覧の通り、チョコレートにて片翼の鷲の紋章の封蝋を付けた、右代宮家だけの一品でございます！」
,その見事なケーキに、一同は感嘆のため息を漏らす。
Nanjo Terumasa,「これは立派なケーキですな…！　目玉に相応しいものです」
Gohda Toshiro,「いえいえ。ただのケーキではございませんよ。今夜のこのケーキには一つ、秘密がございます。……お館様っ、どうかそれを皆様にお話し下さりますよう、よろしくお願い致します！」
Ushiromiya Kinzo,「うむ。これはささやかなゲームであるぞ。このケーキには１つだけ、当たりのものがあるのだ」
Ushiromiya Ange,「アーモンドだ…！」
,縁寿が威勢良く叫ぶ。金蔵は、その通りだと目を細めて笑う。
Ushiromiya Kinzo,「このケーキの中の１切れだけに、アーモンドが１粒、入っておる。そのケーキを選んだ者が、今夜の王様であるぞ」
Ushiromiya Rudolf,「ひゅう。王様ゲームなんて久しぶりだぜ…！」
Ushiromiya Kyrie,「あなたのは、悪い王様ゲームよね？」
Ushiromiya Krauss,「はっはははははは。さて、王様になるとどんなことがあるのですかな？」
Ushiromiya Kinzo,「王様は願いを一つ、口にすることが出来る。それを皆で叶えようではないか」
Ushiromiya Jessica,「へー！　面白そうだぜ…！」
Ushiromiya Maria,「うー。王様は男がなるんだよ。女の子はなれないよ」
Ushiromiya George,「女の子が当たりだったら、お姫様になれるんだよ」
Ushiromiya Ange,「アーモンド！　アーモンドが当たり！　ね？　ね？！」
Ushiromiya Battler,「あはははは、そうだな。縁寿はすごいな」
Ushiromiya Hideyoshi,「こういう時はクジ運が物を言うんや。負けへんでー！」
Ushiromiya Eva,「お待ちなさいよ。小さい子から順に選ぶといいわ」
Ushiromiya Natsuhi,「それがいいですね。縁寿ちゃんからどうぞ」
Ushiromiya Rosa,「こら、真里亞はお姉さんでしょ？！　縁寿ちゃんを先にしなさい」
Ushiromiya Maria,「うーうーうー！　縁寿が当たりを引いちゃったらどうするのー、うー！」
Ushiromiya Ange,「縁寿が当たりを引く！　アーモンドが当たりっ、アーモンドが当たり！」
Nanjo Terumasa,「私たち年寄りは、残り物に福があることを祈りましょう」
{f:5:Beatrice},「若い順ということは、ビリは金蔵であるよな？」
Ushiromiya Kinzo,「わっははははは、そなたは千歳であろうが」
{f:5:Beatrice},「な、納得ゆかーん！！」
,みんな大笑いする。実際の彼女は年齢不詳だが、とりあえず自称は１９歳なのだから。
,縁寿の前には、人数分に切り分けられた、大きなケーキがある。
,この中の１つにだけ、当たりがあるのだ。
Gohda Toshiro,「さぁ、縁寿さま？　どのケーキになさいますかな？　どれを選んでも、ほっぺたが落っこちるほど美味しいですよ」
Ushiromiya Ange,「やだ。当たりのじゃないと嫌だ」
Ushiromiya Battler,「じゃあ、一発で当ててみせるしかないな。ほら、選べ選べ」
,戦人が縁寿の小さい背中をケーキの前に押し出す。
Ushiromiya Ange,「…………どれに、……しようかな…………」
,１５個にカットされた、チョコレートケーキ。{n}……アーモンド入りを当てて、お姫様になりたいっ。
,一体、どれに当たりのアーモンドが入っているのだろう…？
,私から選ぶことになったけど、……何だか不利な気がする。
,だってそうでしょ？　私が当たりを引く確率は１５分の１。当たるわけがない。
,そして私の次の真里亞お姉ちゃんは、それから１個減って、１４分の１の確率で当たりを引ける。その後の人は１３分の１、１２分の１、……最後には、絶対に当たり？？
Ushiromiya Ange,「お兄ちゃん、これずるい…！　最初に選ぶ人の方が不利…！」
,みんなが笑う。どうやら、私の計算が間違ってるらしいが、納得いかなかった。
Gohda Toshiro,「さぁ、縁寿さまから運試しっ。どうぞどうぞ、お選び下さい…！」
Ushiromiya Ange,「……うーん！　うーん……！！」
,こんなにたくさんの中から１つじゃ、当たるわけなんかない。
,……でも、なぜだか今夜の私は、いきなり当たりを引けそうな気がするの。
,根拠ないけど、私が上機嫌の時には、幸運の女神さまが、絶対に幸運を運んでくれるの。
Ushiromiya Battler,「ほら、決まったか？」
Ushiromiya Ange,「うん。………決まった。これが、当たり」
,私は、指先に念を込めて、……１５個のケーキの中の１つを指差す。
,そのケーキは…………。
Ushiromiya Ange,「………これっ」
Gohda Toshiro,「これでございますね？　よろしいですか？」
Ushiromiya Ange,「もう決めたのっ。これがいい…！」
,これで本当にいいのかと念を押されると、ちょっとだけ不安になる。
,でも、そういう時は初心を貫徹した方がいい。
,幼い彼女が、短い社会経験の中で学んだ、数少ない哲学の一つだ。
,郷田は選んだケーキをお皿に取ると、フォークを添えて渡してくれた。
Ushiromiya Maria,「次は真里亞ね、真里亞！！　うーうー、どれにしようかな！」
,次は真里亞の番。自分が当ててみせると大はしゃぎする。
,私はその輪を、自分だけ抜ける。
,……すぐにフォークでケーキを切り開いて、当たりのアーモンドが入ってないか確かめたい誘惑に駆られた。
,しかし、私はそれを思い留まる。
,最初にケーキを調べたら、当たる確率は１５分の１だ。
,しかし、他の人がケーキを開くのを待ち、外れる人を確認していけば、その数だけ当たる確率が増える。
,つまり、今すぐアーモンドを探すより、少し待って、外れる人が現れてから探した方が、当たりの確率はアップするのだ。
,でも、うかうかしてて、他の人に当たりを引かれてしまったら、私のケーキは当たりの確率がゼロになってしまう。そのタイミングの見極めが難しい。
,なるべく、ぎりぎりまで外れの人が増えるのを待ち。だけれど、誰かに当たりを引かれる直前に自分のを調べることが出来れば、一番、当たりの確率が高いはず。
,うん、このゲームの必勝法っ。
,………………………。
,…………？？？{n}何だか不思議な考察。……何かおかしいような？？
,目の前にある私のケーキには、誰の指も触れられないのに。
,私以外の人のケーキが、当たったり外れたりすることで、私のケーキの中の、当たりのアーモンドが、現れたり消えたりするのだ。
,………？？
,私の、上機嫌過ぎてふわふわした思考では、どこがおかしいのか、よくわからない。
,でも、何となくおかしいのはわかる。
,……猫箱の中の真実は、常に一つ。
,猫箱の外で何があったって、……それは真実を揺るがしたりはしないはず。
,なのに私は、……猫箱の外での事象に左右されて、その中身の観測に影響を及ぼそうとしている。
,……………………………。
,自分で、何を言ってるのか、よくわからない。
,私の中のもう一人の私が、そう口にするのだが、……難し過ぎてわからない。
,ぼんやりする……。
,上機嫌に浮かれ過ぎて、眠くもないのに、意識が希薄な感じ。
,お父さんの大人のジュースを飲んじゃったせいかもしれない……。
,私は結局、一番にケーキを選んでおきながら、一番最後に調べることにした。
,全員が外れたことを確認すれば、当たりの確率は１００％になるからだ。
,……私の思考の矛盾を探したけれど、よくわからなかったので、考えるのをやめた。
,１５分の１よりは、１００％の方がすごいのだから、それに賭けることにしたのだ。
,私は、大切な宝箱を開くのを惜しみながら、みんながケーキを選び終わり、その中身を調べ終えるのを待った。
Ushiromiya Natsuhi,「どうですか。当たりの出た方はいますか」
Ushiromiya Maria,「うー！　真里亞の入ってなかったぁ」
Ushiromiya Jessica,「私のもハズレだぜ。お姫様になり損ねちまった…！」
Ushiromiya George,「ハズレでも、本当に美味しくて美しいザッハトルテだね。食べずに飾っておけるものなら、そうしたいくらいだよ」
Ushiromiya Rudolf,「どうだ？　アーモンド、あったか？」
Ushiromiya Kyrie,「私もダメね。秀吉兄さんはどう？」
Ushiromiya Hideyoshi,「わしもハズレのようや。会社に嫁に、もうわしの運は使い切っとるからなぁ」
