Speaker,PS3 Japanese - Censored (JPC)
,ベアトリーチェは、……生きた人形に、…もはや過ぎない。
,それでも時折、虚ろではあっても、眼差しを向けてくれることはあった。
,時に何かの仕草らしきものを見せたり、唇を動かして見せたりもした。
,しかし、それによって戦人と何かの意思を疎通できることは、決してなかった……。
Ushiromiya Battler,「どうやったら、この局面でこの指し手になるわけだ？　……わけがわからねぇんだよ。お前の指し手はよ」
{f:5:Beatrice},「……………………………」
{f:5:Virgilia},「……ベアト。戦人くんが話し掛けていますよ…」
{f:5:Beatrice},「……………………………」
Ushiromiya Battler,「…何とか言えよ。くすくすとか、げらげらとか。……いつもの黄色い笑いでいいから」
,……信じられるだろうか…？　もうベアトから、あの黄色い笑い声を聞くことは、……ないのだ。
,しかし、応えることは出来なくても、きっと声は届いてる。{n}……そう信じて、戦人は声を掛ける。{n}だから、もう一度、同じことを口にする…。
Ushiromiya Battler,「どうやったら、この局面でこの指し手になるわけだ？　わけがわからねぇぜ。お前の指し手はよ」
{f:5:Virgilia},「……………。……この子の考えることは、わけがわかりませんか」
,ワルギリアが、弟子に代わって返事する。
,彼女は、極力、ベアトに代わって応えないようにしてきた。{n}なぜなら、ベアトが何かの返事をするかもしれない、その機会を、自分が奪わないためだ。
,……だから戦人は、ベアトが応えてくれるまで、……いつまでも沈黙に耐えねばならない。
,ワルギリアはもう、…そんな戦人を見る辛さに耐えかねたのだ…。
,そして戦人も、ワルギリアと会話することを望む。{n}それらがベアトの心に届くと信じて……。
Ushiromiya Battler,「あぁ。さっぱりだな。……ベアトの立場になって、こうして駒を動かせば動かすほどに、わからなくなる」
,碑文に沿った連続殺人。それを勝利目標に、魔女側の立場から譜面を再現するのだが、……どうしてもベアトと同じ指し手にならない。
,明らかに勝利目標と相反する、理解できない指し手が、過去の譜面にいくつも散見できるのだ…。
Ushiromiya Battler,「……さっぱりわからねぇ。こいつの思考を探る旅路は、あまりに険し過ぎるぜ」
{f:5:Virgilia},「でも、あなたは投げ出さないのですね」
Ushiromiya Battler,「あぁ。………約束した」
,{a:c:妾を、殺して。……死なせて……。}
Ushiromiya Battler,「俺はこいつを、安らかに死なせてやると約束した。……そしてそれは、俺にしか出来ない」
,…ベアトの右の足首には、重く冷たい、鋼鉄の足枷が括られている。
,それは何かに縛り付けているわけではないから、彼女を拘束するものにはなっていない。
,しかしそれは、拘束を意味するもの。勝つか負けるかなくして、ゲームを降りることは出来ないという、拘束を、視覚化したものなのだ…。
,そして、その足枷は恐らく、彼女を苦しめているだろう。{n}その無慈悲なまでに冷たい鋼鉄の枷は、彼女をまどろみの中の白昼で繰り返し何度も何度も、苛んでいる。
{f:5:Beatrice},「………………………ふ……、……ぁ…」
,だから、彼女の虚ろな表情に安堵が浮かぶことはない。{n}時折、うなされるかのように瞼を震わせ、…あるいは辛い吐息を漏らす。
,俺が勝利しない限り、……ベアトは、安らかに眠ることが許されない呪いから、永遠に解放されないのだ…。
{f:5:Virgilia},「…良いのですか。第５のゲームはもう、始まっているようですよ」
Ushiromiya Battler,「……………。……興味ねえ」
,ベアト以外と対局するゲームに、何の意味もあるものか。{n}それならばこうして。過去の譜面を再現しながら、ベアトの思考を探る旅の方が、よほど有意義だ……。
{f:5:Lambdadelta},「次のゲームマスターは私がやるわ。異存ある？　ないわよねぇ？」
{f:5:Bernkastel},「……異存だらけよ。ベアトは戦いを放棄して人事不省。ベアトの不戦敗でゲームオーバーでしょ…？」
{f:5:Lambdadelta},「確かに、ベアトは色々とあったんで、今はちょっぴりノックアウト気味。でも戦う気力を失ったわけじゃない。だからつまり、私は介助役ってわけ。わかるぅ？」
,ベアトはデッキチェアで、まるで眠っているかのように、横になっている。
,しかし、眠っているわけでもなく、……そして、起きているわけでもない。
,勝利を諦め、戦人に自らへの引導を頼み、全てを委ねただけの、生きた人形…。
,当然、いつまで待てども、次なる第５のゲームが用意されることはない。
,そんな中、ラムダデルタが、ベアトの後を引き継ぎ、ゲームマスターになり、次なるゲームを用意すると宣言したのだ。
Ushiromiya Battler,「ふざけるな。これは俺とベアトのゲームだぞ。お前ら、どこの誰か知らねぇが、勝手に話を進めるんじゃねぇ」
{f:5:Lambdadelta},「あんたに意見は求めてないわー。どうすんの、ベルン。受けるの？　受けないの？」
{f:5:Bernkastel},「……………………。……いいわ。あんたが引継ぎなさい」
Ushiromiya Battler,「何だと、ふざけるなッ。お前ら、何者か知らねぇが、俺とベアトを無視して勝手に話を進めるんじゃねぇ！」
{f:5:Lambdadelta},「落ち着きなさいよ。確かに、プレイヤーが変われば指し手も変わる。あんたにとっては戸惑うことも多いかもしれないけど、それでも大きなヒントになりうるでしょう？」
Ushiromiya Battler,「知らねぇよ！！　勝手なこと言って仕切ってんじゃねぇ！！」
{f:5:Bernkastel},「………ベアトのゲームを４つも繰り返して、何もわからないんでしょ？　なら、プレイヤーが変わるのは大きなヒントになると思うけれど」
Ushiromiya Battler,「大きなお世話だ！　これはベアトが用意し俺を対戦相手に指定した、俺たちのゲームだッ。どこから湧いてきたのかも知れない、お前らに掻き回されるのは御免だ！」
{f:5:Bernkastel},「………なら、ベアトを起こして、次の準備をさせて。出来る…？」
Ushiromiya Battler,「ベ、…ベアトはしばらく起きねぇよ。それに新しいゲームなんて必要ねぇ。あいつがこれまでに出題してきた４つのゲームの譜面だけで充分だ！」
Ushiromiya Battler,「仮に第５のゲームがあるとしても、それはベアトが出題し、俺に挑むものだけで充分だ。お前らには何の関係もない！」
,後から現れ、勝手に話を進めようとする、ラムダデルタとベルンカステルと名乗る２人の魔女に、戦人は苛つきを隠せずにいた…。
,なんでも、ベアトよりさらに高位の魔女たちだそうで、ベアトの師匠のワルギリアであっても、到底及ばないほどに位が高いらしい。
,戦人は、これまでにも何度か、彼女らの姿を見てきた気はしていた。
,しかし、こうして名前を知り、直接会話を交わすのはこれが初めてだった。
{f:5:Lambdadelta},「ベアトを起こせず、あんたに次のゲームを準備も出来ない。だから私が次のゲームを用意するわけ！」
{f:5:Lambdadelta},「私たちはね、いつ正気を取り戻すかもわからないベアトにいつまでも付き合ってられるほど、気が長くないの。ね、ベルン？」
{f:5:Bernkastel},「……………退屈は御免なの。苛々するほどに」
Ushiromiya Battler,「お前が退屈がろうが、俺たちは知ったことじゃねぇっ」
{f:5:Lambdadelta},「まぁまぁ。このパーフェクトなラムダデルタさまに任せなさい？　私がゲームマスターを引き継ぐ」
{f:5:Lambdadelta},「ダイジョウブよ、あんまり“絶対完璧”にはプレイしないわよ。{i:ベアトっぽく}、わけのわかんないフェイクや尻尾、ボーナスヒントをいっぱい用意してあげる。ベアトの世界をより理解するための、大きなヒントにしてあげるわよぅ？」
,声なく感情を爆発させ、…俺はテーブルを激しく叩く。
,２人の魔女はまるで怯まない。
,……１人はにやにやと。{n}１人は何事もないかのように淡白に。
,ただ、２人そろって無言で俺を見ている。{n}…まるで詰るように。
{f:5:Lambdadelta},「何？　不満？　あんたは私による第５のゲームを降りるっての？　それって不戦敗〜？」
{f:5:Bernkastel},「………戦人は降りないわよ。もちろん第５のゲームにも参加するわ」
Ushiromiya Battler,「勝手に決めるんじゃねぇ！！　お前らに俺は付き合わない。知ったことじゃない！」
{f:5:Lambdadelta},「ふーん…。……ならやっぱり、不戦敗ってことよねぇ…？　このゲームは魔女側の勝ち。ニンゲンは屈服ってことでお開きでいいかしらぁ…？」
{f:5:Bernkastel},「………降りるなら不戦敗でゲーム終了だけど、いいの？　………たった一人残された妹が、無限の世界の全てで辿る、不幸な境遇を確定させたいのなら、それも選択よ」
,ベルンカステルが口にした縁寿の名に、………戦人の形相が瞬時に変わる。
Ushiromiya Battler,「て、……てめえ、縁寿のことを、気安く口にするんじゃねぇ……」
{f:5:Bernkastel},「………あなたにこの私、奇跡の魔女ベルンカステルが味方しているからこそ。…縁寿にはひょっとしたら家族が帰ってくるかもしれない“奇跡”の余地が残されてるのよ」
{f:5:Bernkastel},「あなたが自らそれを捨てて、縁寿の無限の未来全てを不幸なものに確定するのもまた、私には一興だけれども」
,彼女が何を言っているのか、薄っすらと理解している。
,俺は、ベアトのゲームに勝利しない限り、このおかしな世界に取り込まれたままなのだ。
,そして、その勝利を放棄したなら、……俺や親たちが縁寿のところへ帰ることは、絶対にない。
,縁寿のためにも、…俺は魔女たちに弄ばれていることを承知で、俺は戦い続けなくてはならない…。
Ushiromiya Battler,「ぐ、…く、………くそ……」
{f:5:Bernkastel},「………なぁに？　その不満そうな顔。自分の妹をグズグズの挽き肉にされた怒り、もう忘れちゃったの……？」
{f:5:Bernkastel},「プチプチぶちぶち、無数の焼けたペンチで引き千切って細切れにしていくあの光景。今度はちゃんと、真正面で見ないとダメ……？」
,ベルンカステルは、右手の手の平を上に向ける。{n}…するとそこに青白い光が集まり、……青く光る何かの結晶が現れる。
,……その鋭利な表面には景色が映っているのだが、…それは自分たちが今いるこの景色ではない。
,その結晶を、……カケラを、じっと食い入るように見つめたなら、そこに何が映っているのか、知ることが出来ただろう。
,じっと見つめたなら、縁寿が………最愛の兄に１２年の歳月を経て、全てを捧げてようやく辿り着き、……生きながらにして全身を引き千切られて死にゆく、その断末魔の光景が、きっと。
Ushiromiya Battler,「き、……貴…様…………ッ、」
,思わず、その胸倉に掴みかかるが、彼女の姿をしていたものに触れた途端、それは波間に消える泡のように掻き消えてしまう。
,そして、まるで、最初からそこにいたかのようにさも当然に、ベルンカステルは離れた壁際に寄り掛かっていた。
{f:5:Bernkastel},「………あなたがゲームを降りるなら。これはカケラでなく、確定した現実になる。その未来を紡ぐのは私じゃないわ。あなた自身よ。……あなたが決めなさい？　最愛の妹の未来を、どうしたいのかを」
,戦人は怒りに両拳を震わせるが、……どうせ振り下ろしたところで、ベルンカステルを捉えることなど出来ない。
,望まぬ相手には、撫でることさえ許さない、猫か幻のような魔女なのだから。
,それに、…彼女の言うことは真実なのだ。{n}縁寿のためにも、俺には戦いを降りることなど出来ない。{n}この不愉快なる魔女たちにゲーム盤を乗っ取られようとも。
{f:5:Lambdadelta},「うっふふふふ。さぁすがベルン〜。脅し方もエグいわねぇ。…そういうことよ戦人ぁ」
{f:5:Lambdadelta},「あんたにはゲームを降りることなんて許されてないの。あんたもベアトも、私たちの退屈を紛らわせるゲーム盤の駒でしかない。…あんたのそのわけのわかんない怒りや苛つきさえも、私たちには退屈を紛らわす最高のお菓子」
{f:5:Lambdadelta},「まー、その程度の怒りじゃ駄菓子程度だけどねー」
{f:5:Bernkastel},「………３０円で２枚入ってる、カレー味のポテト煎餅程度ね」
,「「くすくすくすくす、あっはははははははは…！！」」
Ushiromiya Battler,「ま、魔女ども……め……」
{f:5:Bernkastel},「………くすくす。縁寿のためにも、戦いなさい？　そして、ベアトのためにも、でしょ…？」
,ベルンカステルは諭すように、…あるいは甘やかすように。……そしてくど過ぎる甘さが時に頭痛さえ誘うように、戦人を苦しめて微笑む。
,この茶会のホストであるベアトが不在の今。{n}……もはや客人の魔女たちは、何の遠慮もないのだ。
{f:5:Lambdadelta},「…どーすんの、右代宮戦人ぁ？　運命に屈しちゃうぅ…？」
Ushiromiya Battler,「……………………」
{f:5:Lambdadelta},「降りちゃいなさいよ。魔女の駒にして遊ばれるなんて、もう御免なんでしょ？　うっふふふふ、ベルンの駒は辛いわよ。きっとあんたも、縁寿みたいに使い捨てにされるわよ。くっふふふふふふふ！」
{f:5:Bernkastel},「あなたに降りる選択肢は与えてない。……妹の未来のために戦い続けるの。私は味方よ。その未来に辿り着けるよう、あなたが勝利するまでサポートするわ。私が退屈するまで、永遠に。……くすくすくす」
,この挑発と甘言に、……乗せられては駄目だ……。
,自分が怒りに弱いことを知っていて、２人の魔女はそこを刺激してきているのだ…。
,…戦人はそれに耐え、……ようやく握り締めていた両拳を開く。
Ushiromiya Battler,「………第５のゲームとやらが始めたいなら、…勝手にやればいい。好きにしろ」
{f:5:Lambdadelta},「えぇ、好きにするわよ。……あれれ、どこ行くのよ〜」
,戦人は第５のゲームを認めたにもかかわらず、背を向けたので、ラムダデルタはちょっぴり驚く。
Ushiromiya Battler,「お前がベアトの代役を務めるってんなら。……そこの、ベルンカステルとかいう魔女が俺の代役を務めるのも勝手だろ」
{f:5:Bernkastel},「…………道理ね。そうじゃないと不戦敗になってしまう」
{f:5:Lambdadelta},「何よそれぇ！　私が作る渾身のエピソード５を、あんた無視するっての？！　失礼しちゃう失礼しちゃう！」
{f:5:Bernkastel},「……戦人はしばらく休憩するそうよ。それまでの間、私がプレイヤーの代役を務める。それでどう…？　戦人…？」
Ushiromiya Battler,「………そうしやがれ」
{f:5:Lambdadelta},「…………………」
{f:5:Bernkastel},「……なぁに、ラムダ。マヌケな戦人じゃなくて、私がプレイヤーだと遊んでくれないの…？」
{f:5:Lambdadelta},「うっふふふふ！！　そんなわけないわぁ♪　ベルンと一緒に遊べて嬉しいわよ〜！　さぁさ、遊びましょ遊びましょ！　ラムダデルタさまの、超ハイパーでキュートに可愛いエピソード５を一緒に遊びましょうよ〜！」
{f:5:Bernkastel},「………一応、ベアトの作った世界なのよ。世界観ブチ壊しにしてないでしょうね…？」
{f:5:Lambdadelta},「大丈夫だってば。私、そういうのの空気は読める方なのよー。ちゃんとベアトっぽい世界観で、もっと面白い物語に仕上げて見せたわ」
{f:5:Lambdadelta},「戦人も休憩終わったら、早く戻ってくるのよ？　見逃すと勿体無いわよ。ベアトの秘密に迫れるようなボーナスヒントを、たっぷり用意してるんだから〜♪」
{f:5:Lambdadelta},「と、見せ掛けてミスリード満載で、まっすますに煙に巻く気なんだけどね〜。ちょっと、コラぁ戦人ぁ！　魔女の話聞いてんのー？！」
,戦人は応えず、暗闇に姿を消す。
,魔女たちは肩を竦めて、けらけらと笑った後、ベアトから奪ったゲーム盤を、さっそく遊び始めるのだった……。
Ushiromiya Battler,「あの魔女どもに、ベアトのゲームは理解できるのか」
{f:5:Virgilia},「…同じゲーム盤を使う以上、この子に出来ないことは出来ません。……しかし、この子がやらないことはやれます」
Ushiromiya Battler,「…………………。…やらないこととは何だ」
{f:5:Virgilia},「チェスの道具はチェスで遊ぶために存在します。それを使ってトランプをすることは“出来ない”。しかし、チェスの駒を相手に投げ付けてぶつけたり、チェス盤に落書きしてみたり」
{f:5:Virgilia},「そういう行為をすることも不可能ではありません。しかしそれは、チェスに対する冒涜だから、誰も“やらない”」
{f:5:Beatrice},「…………………………」
,それはもう、……断じてチェスではない。{n}ベアトが、ほんのわずかだけ、悲しみに瞳を曇らせたように見えた。
Ushiromiya Battler,「………ふざけやがって。………これは、俺とベアトのゲームだ。…他の誰にも、冒涜はさせない」
,その時、黄金の蝶たちが群れて、紅茶の道具を持ったロノウェが姿を現す。
Ronove,「紅茶のお代わりはいかがですか？」
Ushiromiya Battler,「………もらえるか」
Ronove,「かしこまりました。……いかがですか。お嬢様の思考を探る旅は」
Ushiromiya Battler,「さっぱりだが、楽しんでるぜ」
Ronove,「しかし、……よろしいのですか？　こちらで寛がれていても」
Ushiromiya Battler,「……あの魔女どもが勝手に進めてるゲームのことか」
Ronove,「えぇ。先ほど、紅茶をお届けにうかがった時には、もう第一の晩の殺人が起こり、もうじきその次の殺人も起こりそうな気配でした」
,俺とベアトがゲームをしている時は、……相手が中座した時にはゲームを停止したものだ。
,……しかし、あの魔女どもは、俺がいなくてもゲームを停止したりはしない…。
Ushiromiya Battler,「……………ロノウェは、ヤツらのゲームを見たのか」
Ronove,「一部ではございますが」
Ushiromiya Battler,「どうだった」
,ロノウェは、ポットを優雅な仕草で高々と掲げながら紅茶を注ぐ。
,それを終えてから、ようやく一言。{n}短く感想を教えてくれた。
Ronove,「愛が、ありませんな」
Ushiromiya Battler,「……愛って何だ」
Ronove,「これは失礼。女性風に申し上げると、です。……男性風に申し上げるならば、……義理が通らぬと申しましょうか」
,俺はその言葉が意味するところを、理解する。
,そしてワルギリアに目を合わせると、彼女は小さく首を横に振って俯いた…。
Ronove,「………上辺は、大変良くお嬢様のゲームに似せていると思います。しかし、根本が大きく異なっています」
Ushiromiya Battler,「それはベアトのゲームのルールに反することなのか」
Ronove,「いいえ、反しません。ラムダデルタさまはお嬢様のゲームのルールを、実によく理解なされております。……しかし」
{f:5:Virgilia},「……………………」
,戦人は立ち上がる。
,それ以上をロノウェに言わせる必要はなかった。
{f:5:Virgilia},「戦人くん……」
Ushiromiya Battler,「……ロノウェ、すまない。せっかく淹れてもらったけど、紅茶はいらねぇぜ」
Ronove,「やはり、参られますか」
Ushiromiya Battler,「あぁ。……俺たちのゲームに、部外者はいらない」
,…もともと、あんな連中はいなかったんだ。
,俺がぐだぐだとしていたから、だんだんおかしな魔女たちが介入してくるようになって、……俺とベアトのゲームを乗っ取ってしまったのだ。
Ushiromiya Battler,「取り返さねぇとな。……ベアトのゲーム盤は、今は俺が預かってるはずなんだ。…その俺が、ここでぼんやりしてるわけにはいかない」
{f:5:Virgilia},「……ありがとう。その言葉を、この子に聞かせてやりたかった」
Ronove,「きっと聞こえていますよ。……お嬢様は、それにお返事することが出来ないだけです」
,濁った瞳を薄く開け、生きた人形のように静かに横たわるベアト…。
,自身が築き上げたゲーム盤が、わけのわからない連中に乗っ取られ、めちゃくちゃにされようとしている…。
,俺が対戦相手に指名されたのなら。{n}このゲームは、俺のためにベアトが設けたということ。{n}俺が、……取り返さなくては。
Ushiromiya Battler,「……待ってろ。俺が取り返してくる」
{f:5:Beatrice},「………………………………」
,もちろん、ベアトは何も応えない。……そうだな。{n}応えられないなら、…俺が代わって守らなければ。
Ushiromiya Battler,「行ってくるぜ。……ワルギリア、ロノウェ。…黄金の眠り姫の面倒を頼むぜ」
Ronove,「はい。お任せを」
{f:5:Virgilia},「……行ってらっしゃい、戦人くん。そしてどうか。……この子のいないゲームにて、この子の何かを見つけてあげて下さい。もしそれを見つけることが出来たなら、……例えこの子が不在であっても、あなたはこの子と、戦ってくれたことになる」
Ushiromiya Battler,「………そうだよな。…あぁ。……全然駄目だぜ。俺は何をやってるんだ」
,行こう。…そして取り返そう。
Ushiromiya Battler,「魔女ども、待たせたなッ！！　俺の休憩は終わりだぜ！！」
,漆黒の天に向かってそう叫ぶと、世界がまるで薄いガラスで出来ているかのように、全てが砕け散った。
,そして、……そこは最初からそうであったかのように、………あの、ベアトと何度も戦いを繰り広げ、…今や２人の魔女に乗っ取られた喫煙室に変わる。
{f:5:Lambdadelta},「なぁに、あんた。今頃戻ってきたのぉ？　超遅すぎ！　もうゲームは二日目どころか大詰めも大詰めよ〜？！」
{f:5:Bernkastel},「………戦人がいつまでも来ないから、私が勝手に進めちゃったわ」
,もともと、俺のことなんか待ってもなかったくせに、よく言いやがる…。
{f:5:Lambdadelta},「ベルンはあんたより、ずーっと頭が冴えてて、痛快だったわよ。ねー？！」
Ushiromiya Battler,「うるせぇ。プレイヤーは俺だ。代役の魔女どもは引っ込んでろ」
{f:5:Bernkastel},「………別に、今から参加しても構わないけど、もう出番ないわよ多分」
{f:5:Lambdadelta},「確かに。だってもう、クライマックスもクライマックス。これで多分、ベルンが詰めてゲームセットだもの」
Ushiromiya Battler,「何だと………？！」
{f:5:Bernkastel},「…………いいんじゃない？　最後の詰めくらい見物しても」
{f:5:Lambdadelta},「そうね。おいでなさい、右代宮戦人。もうほとんどおしまいだけど、私の作ったキュートでエレガントなゲーム！」
{f:5:Lambdadelta},「エピソード５、End of the golden witch」
,この島には今、この客間にいる人間しか存在しない。
,そして、１人を除いて、全員が殺人を犯していないことが示された。
,そして、この中に、犯人がいる。
Ushiromiya Rudolf,「……おいおい。…となると、…決定的じゃねぇか…」
Ushiromiya Kyrie,「魔女が犯人で、魔法で殺人を犯したわけでない限り、ね…」
Ushiromiya Eva,「…………あんたなのッ？！　あんたが譲治を、主人を殺したの？！　どうしてよッ！！　どうしてぇえええええぇええッ！！」
Ushiromiya Natsuhi,「わ、…私は殺していませんッ…！　わ、私は、な、何も…！！」
Ushiromiya Battler,「…………………………」
,狼狽した夏妃伯母さんは、とても流暢とは言えない口調で、……冷酷に言えば、無様に、自らの嫌疑を否定する…。
,しかし、……もう、外堀は全て、埋まっているのだ。
,{i:彼女}は立ち上がり、…長い髪をなびかせながら、夏妃伯母さんを指差して、もう一度言った。
,「……あなたが犯人です。右代宮夏妃さん」
