Speaker,PS3 Japanese - Censored (JPC)
Ushiromiya Maria,「………そうなんだ。…それが戦人の認識なんだね」
Ushiromiya Battler,「な、………何がだよ。気色悪い声で笑うんじゃねぇぜ」
Ushiromiya Maria,「戦人は、ベアトリーチェの存在をとりあえずは認めてる。１９人目の客人程度には認めてる。…………でも、そこまでだね？　…１９人目のベアトリーチェが、魔女であることは認めてないね…？」
Ushiromiya Battler,「突然、何を言い出すかと思えば。……そりゃそうだろ。{i:魔女なんているわけがねぇ}。それを騙る人間の女しかありえねぇだろうが」
Ushiromiya Maria,「……きひひひひひひひひひひひひひひ。あれぇ…？　おかしいよ、戦人。……それは、悪魔の証明だよ？　……魔女なんているわけがねぇ？　でもそれは、戦人が魔女に会ったことがないというだけで、魔女の存在を否定することにはならないねぇ…？」
Ushiromiya Battler,「……………。………そうだな。…確かにそうだ。魔女がいねぇを証明することはできない。……しかし、証明はできなくても、主張はできる。魔女はいねぇという、俺の主張だ」
Ushiromiya Maria,「どうして…？　どうして魔女はいないなんて、証明できないくせに主張できるの…？」
Ushiromiya Battler,「そんなものはいねぇからだよ」
Ushiromiya Maria,「きひひひひひひっひひひひひひっひひひ！　それでＱＥＤ？　何の証拠も根拠もなく証明終了？　無知が棚上げする時の典型例。暴力的思考停止だね。きひひひひひひひ…！」
Ushiromiya Battler,「となりゃ答えはひとつだぜ、真里亞。……魔女側の反証しかねぇってことだろ。これまた悪魔の証明だ。……連れてくりゃ話は早い」
Ushiromiya Battler,「…この場合は、ベアトリーチェと名乗るご婦人が、お星様がキラキラ飛び散るような華麗な魔法をステッキででも披露して、{i:ニンゲンには不可能なことをやって見せればいい}ってことだろ？」
Kumasawa Chiyo,「……ほらお二人とも。落ち着いて下さいな…」
,二人の雰囲気が少し悪くなったことに気付き、熊沢がなだめに入ってくる。
,…戦人もすぐに、自分が大人げない対応をしていたことに気付いたようだった。
,だが、真里亞は表情を緩めない。……気色悪く笑いながら、戦人を相変わらず睨みつけている…。
Ushiromiya Jessica,「真里亞ももうよせよ。…機嫌直そうぜ、な？」
Ushiromiya Maria,「きひひひひひひひひひひ、きひひひひひひひひひひひひひ」
Ushiromiya Battler,「…………………」
Ushiromiya Maria,「……それが望みなら、ベアトリーチェはきっと見せてくれるよ。{i:ニンゲンには不可能なこと}。そしたら、戦人も信じるんだよね？　ベアトリーチェのこと」
Ushiromiya Battler,「…………おう。……そいつを拝ましてくれたら、信じてやろうじゃねぇか」
Ushiromiya Maria,「魔女と戦人の、議論のチェスだね。………チェックメイトされたら、戦人は魔女を信じる」
Ushiromiya Battler,「ほぅ、洒落た喩えだぜ。……魔女が魔法を見せる。俺のキングにチェックをかける」
Ushiromiya Battler,「俺は人間でも何らかの手段で再現可能だとイチャモンをつけて、キングを逃す。…それが出来なきゃチェックメイトってのは、確かにいい喩えだ」
Ushiromiya Maria,「戦人。……チェスというのは、相手も自分も同じ動きの駒を持ってる。だから相手の手も読める」
Ushiromiya Maria,「…………でもね？　相手の駒が、戦人の駒よりさらに不思議な動きができることを、戦人は今、想定していない。魔女のはずないからと、ベアトリーチェの動かす駒の動きを、自分とどうせ同じだと決め付けている」
Ushiromiya Battler,「………………………」
Ushiromiya Maria,「……でもね？　………悪いけど、戦人のチェスの相手はニンゲンじゃない。魔女なの。……ニンゲンには指せない駒の動きができる。………戦人は今、そこの認識を間違えているの。…戦人は霧江伯母さんのチェス盤思考って、好きでしょ？」
Ushiromiya Battler,「………あぁ。相手の立場に立っての思考術ってやつを、気に入ってるぜ」
Ushiromiya Maria,「だからダメなの。相手は魔女なのに、戦人はそれを認めない。………だから、魔女の指せる手を理解できず、チェス盤思考が通じない。相手の認識を間違えている。チェス盤思考の一番最初の前提が崩れてる」
Ushiromiya Battler,「……………………ほぉ。…そう来るかよ」
Ushiromiya Maria,「{i:そなたは魔女とのチェスに勝てぬ}…！　きっひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひひ！」
Shannon,「…その後のことはわかりません。私たち使用人は食堂に近付くなと厳命されましたもので…」
Ushiromiya George,「………なるほどね。それで、紗音はその、ベアトリーチェという人物に以前、会ったことはある？」
Shannon,「………………………。……わかりません」
,それは少しだけ不思議な言い方。{n}記憶が曖昧だという意味と、少し違うように思った。
Shannon,「……私たち使用人にとって、ベアトリーチェさまはお屋敷のもうひとりの主です。……お館様に感化されてそうだと吹聴している、という風に仰る方もおられますが…」
Shannon,「……私がここへ勤め始めた時から、ベアトリーチェさまの話はすでに囁かれておりました」
Ushiromiya George,「前に聞いたよ。…敬わないと呪われたりして、実際に事故にあった使用人もいるんでしょ」
Shannon,「えぇ…。……ただ、信じる信じないに個人差があったのは確かです。…私はその、…そういうものには敬いを忘れないのが信条ですので、存在を疑ったことはありません」
Shannon,「……黄金の魔女という、…その、……不確かな存在がきっといると、おぼろげに信じていました」
Ushiromiya George,「…それで、実際にその不確かな存在の魔女が、姿を現して堂々と玄関からやって来た…、ということなのかな」
Shannon,「………わかりません。……………私には、…何も」
Ushiromiya George,「…………。…紗音は夕食を運んだ時に何か、話はした？」
Shannon,「……………………………。……いいえ、何も」
Ushiromiya George,「そっか。…しかし、ご飯を食べる魔女というんじゃ、何だかリアリティがないね。やっぱり、この島の魔女伝説を知る何者かが、ベアトリーチェの名を騙っているだけなんだろうね」
Ushiromiya George,「………紗音ちゃんは、ベアトリーチェを多分、お屋敷の守り神みたいに思って敬ってきた気持ちがあると思うんだよ。だから、それを名乗る人物が現れたので、少し動揺しちゃったんじゃないかな」
Shannon,「………。………そうですね。きっとそうなんじゃないかと思います」
,譲治は、紗音の元気のなさそうな様子に少し戸惑っていた。
,……ひょっとすると、ベアトリーチェという人物に心当たりがないかと、源次だけでなく紗音たち若い使用人も厳しい追及を受けたのかもしれない…。
,そう思い、何とか元気付けようとしていた。
,真里亞や朱志香のように、紗音もまた、黄金の魔女を名乗る人物の突然の来訪に、きっと動揺を隠し切れないのだろう。
,そうに違いないと思った。{n}…しかし、譲治には紗音の胸中を知る術などないだろう。
,紗音は悔しく、そして悲しかった。
,……黄金郷の扉が、開かれる。{n}……魔女は確かにそう告げた。
,それが意味するものは、全ての終焉。
,………譲治に婚約指輪をもらおうとも、…………もう、結ばれることはないということ。
,いや、………そもそも。{n}…家具の自分に、……結ばれる資格はあったのか。
,魔女が終焉を告げに訪れなくても、……いつかは破綻する運命だったのではないか。
,譲治との楽しい日々だけに目を向け、…わざと目を瞑ってきた、悲しい現実ではないのか。
Ushiromiya George,「…………どうしたんだい。…さっきから本当に元気がない」
Shannon,「譲治さん。……婚約って、…何でしょうか」
Ushiromiya George,「え？！　あ、……えっと！　結婚の約束をする、という意味だよ。…でも僕はその意味において結婚と同じものだと考えてる」
Ushiromiya George,「……本当なら、僕は今すぐにでも君を娶って家へ連れ帰りたい。……でも、僕は今、修行中の身で、まだまだ自らの城を築き上げる力量がない。だからこそ、一人前になって初めて、胸を張って君を連れ帰りたいんだ」
Ushiromiya George,「それは遠い未来の話じゃない。ほんの３年ほどを待って欲しいというだけの話なんだ。……でも僕は、だからといって３年間、自分の気持ちを偽っていたくない」
Ushiromiya George,「だから、……婚約指輪を贈ろうと決めたんだ。……それは、男として情けない理由かもしれない。妻と仕事を両立できないから待って欲しいなんて理由での婚約なんて、情けないものかもしれない。……でも僕は決して君を、」
Shannon,「………ありがとうございます。…譲治さんにとって、婚約指輪が、恋人に贈るプレゼントのひとつではないということがわかりました」
Ushiromiya George,「と、当然だよ。婚約指輪はただのアクセサリーじゃない。尊い約束を指輪の形で残す、恋人たちの宣誓なんだ」
Shannon,「………くすくす。…だとすると、すぐにも結婚するなら、不要なものということになりますよね？」
Ushiromiya George,「そ、その時は婚約指輪じゃない。結婚指輪として渡すよ。……どちらにせよ、君に指輪を贈ることに変わりはないのさ」
Shannon,「この女は俺のモノだから、誰も手を出すなよっていう売約札みたいなものですね」
Ushiromiya George,「ん、……、いやその、……そんな意味じゃ……。……………こほん」
,譲治は自分の情けない性分を知っていた。紗音に惹かれ、立派な男になろうと誓った時、情けない自分と決別すると誓ったのだ。
,……だから、わざと、少し乱暴な答えを選ぶ。{n}…それが、紗音にとって力強いものになると信じて。
Ushiromiya George,「………いや、…その通りかもしれない。………紗代。君を、僕の妻にする。…他の誰にもやらない。僕だけのものにする。…だから誰も手を出すな。……そういう指輪だよ。…間違いない」
Shannon,「ありがとうございます、譲治さん。…………本当に、嬉しいです」
,なら譲治さん。
,……この婚約指輪が、……その約束を果たせないことが運命付けられていたとしても、……私に贈りますか…？
,…紗音はそう聞こうとしたが、…その言葉を飲み込んだ。
,なぜなら、譲治はその質問の答えをもう口にしている。
,……譲治は言った。彼にとっての婚約指輪は、結婚指輪と限りなく同じものであると言った。
,だから、譲治の指輪を受け取ることは、結婚の約束よりもはるかに神聖な意味を持つ。
Ushiromiya George,「だから。……僕はあえてこれを婚約指輪と呼ぶのをやめにする。今からこれは、婚約じゃない。結婚指輪だ」
Shannon,「い、…いいのでしょうか…？　神さまの祝福もなく、私たちが結ばれたことを、その、勝手に宣言してもいいのでしょうか……？」
Ushiromiya George,「うん。神さまも、父さんも母さんも全て事後報告で充分さ。僕たちが、二人は結ばれたと一方的に宣言する。………それは誰にも覆せない」
Shannon,「………譲治さん……」
Ushiromiya George,「僕は、一時の感情で言ってるんじゃない。今だけの君を見て言ってるんじゃない。………明日の君も、明後日の君も。…それこそ未来の、老後の君すらも見据えて言っている」
Shannon,「……いつも譲治さんが話していることですよね。…元気な子どもや孫たちに囲まれて、ゆっくりとした老後を過ごしたいって」
Ushiromiya George,「うん。その時、僕の隣には年老いた君がいる。それを僕は予告、いや、予言するよ。…うん。必ずその日は訪れるから」
Shannon,「……………必ず、…訪れますか。……………………」
Ushiromiya George,「うん。必ず。絶対。……それを、言葉でない形で証明するのが、この指輪なんだよ」
Shannon,「……………見せて、……ください」
Ushiromiya George,「え？　あ、あ、あ、………こ、こ、これさ…！」
,譲治は指輪を見せて欲しいと言われたのだと思い、慌てて指輪の箱を取り出す。
,…あれだけ練習したにもかかわらず、格好良くはできなかった。
,しかし、紗音はそれを見ていない。
,……すっと、まっすぐな眼差しに、うっすらの涙と笑みを浮かべて。
,………じっと譲治の瞳を、…いや、瞳の向こうに見えるものに目を凝らしていた…。
Shannon,「……私に、………その未来を、………見せてください」
Ushiromiya George,「あ、……………、あぁ。……見せるよ。必ず。……約束する。………老後までじゃない。…死んだ後も。…僕らは魂になっても、ずっとずっと一緒にいる」
,紗音は涙を擦り、指輪の箱を手に取る。中には、二人を祝福するに充分値するダイヤの指輪が納められていた。
,譲治は頭の中で何度も反復練習した台詞を口にする。
Ushiromiya George,「そ、……その指輪を、好きな指にはめて、それを返事にしてほしいんだ。えっと、つまり明日の朝までに……、」
Shannon,「……くす」
,紗音は微笑むと、指輪を取り、……とても当り前な動作で、それを左手の薬指に通した。
,それは本当に、……とてもとても当り前の動作に見えて、譲治はしばらくの間、呆然としてしまっていた…。
Shannon,「これが、私のお返事です。…譲治さん」
Ushiromiya George,「紗音……、いや、………紗代……………」
Shannon,「……魂になっても、………ずっと、…………ずっと……、一緒です。………譲治さん」
,神の祝福も、牧師の立会いも、何もない。{n}でも、結ばれる二人が、宣言した。{n}…二人の魂は今日ここに結ばれたのだ………。
Kanon,「…………………姉さんは、…………馬鹿だ」
Shannon,「……そうかな」
Kanon,「家具のくせに……。……家具の…くせに……！」
Shannon,「私、家具じゃないよ。もう」
Kanon,「……嘘だ！！　どうして自分を騙すんだよ！　人間になんか絶対になれないって、知ってるくせに！　黄金郷へ行かなきゃ人間になれないって、知ってるくせに！！」
Kanon,「……なのに、どうして黄金郷へ行ける約束を自分で反故に…！！」
Shannon,「そっか。指輪を受け取ったら、……ベアトリーチェさまとの約束が、なかったことになっちゃうんだったね。……くす、ごめんね」
Kanon,「…………後は、僕も姉さんも、譲治さまもお館様もみんなみんな、条件は同じだ。１３人が生贄にされる。５人しか黄金郷に招かれない。……その１席を、自分で、……蹴るなんて……」
Shannon,「おかしいね。……未練があるのは、嘉音くんの方みたいだね」
Kanon,「未練があるのは姉さんの方じゃないか！　婚約しちゃったんだろ？！　果たせない運命なのを知りながらッ！！」
Shannon,「うん。…ずっとずっと、永遠に一緒だよって、約束した」
Shannon,「……だからね？　その瞬間に、……私たちの永遠は、完成したの。たとえ、私たちが生贄になってしまうとしても、もう、完成してるの。だから、いいの」
Shannon,「………未練があるのはむしろ嘉音くんの方。…私たちは家具なんでしょ？　私たちはどういう結果になろうとも解放される。…なら、黄金郷に行けるか行けないかなんて、どうでもいいことじゃない」
Shannon,「……なのに嘉音くんは黄金郷へ行くことに固執してる。………どうしても人間になりたいんでしょ？　…どうして？」
Kanon,「人間になりたいからだよッ！！　家具はもう嫌だ！！」
Shannon,「どうして？」
Kanon,「僕も、恋がしたかったんだッ…！！！」
,嘉音の両目から涙が零れる。…そして吼える。
Kanon,「……お嬢様のことが、好きだった…！！　そしてあの日のお嬢様の姿を見て、もっと好きになった…！　そしてお嬢様も僕のことが好きだとわかって、すごく嬉しかった…！！　でも僕は家具で、……お嬢様の気持ちを受け止めることはできなくてッ！！」
Shannon,「…それが勘違いだった。………私たちは家具かもしれない。人間以下かもしれない。…でも、恋をする資格がないわけじゃなかった」
Kanon,「添い遂げられぬ思いなら、ない方がましだって思った！！　いつか自分も消え去る日が来て、それがきっとお嬢様を傷つけるなんて勝手に決め付けて、………違うんだッ！！」
Kanon,「僕が怯えていただけなんだ！！　僕は、……永遠になれない恋なら、しない方がましだって、怯えてただけなんだッ！！」
Shannon,「……蝉は、生涯の内、数週間にも満たないわずかな期間で恋をして、消えていくんだって。………数週間で終わる恋だからと、恋をしない蝉はいないんじゃないかな」
Kanon,「ううぅうううぅううぅ！！　うっうぅうううぅうぅうぅぅ！！」
,嘉音はまだ未練を口にしていたようだけれど、もう泣き声でごっちゃになってしまっていた…。
Kanon,「……あの魔女が憎い…！！　僕に、…どうしてこんな気持ちを植えつけて…！　あいつさえ、あいつさえ妙な悪戯をしなければ、僕はお嬢様のことなんか、気にならなかったのに…！！！」
Shannon,「…………ベアトリーチェさまは酷いね。…嘉音くんに、そうやって悔し泣きをさせるために、運命を悪戯した。………でも、魔女の思惑は多分、外れてる。…だって、」
,恋を知ることは生への未練ではなく。それこそが私たちの生きる旅の、辿り着くべきところなんだもの…。
{f:5:Beatrice},というわけだ、嘉音。{n}せっかくの約束はこれで水泡だな。{n}くっくくくくくくくくくく！
{f:5:Beatrice},さてさて。これにて全ての駒の条件は同じよ。{n}駒は１８！　１３人が生贄に捧げられる！{n}生き残る５人は誰か？
{f:5:Beatrice},…………それとも。{n}誰かがこの儀式を打ち壊してみせるか？{n}誰が！！　どうやって？！
{f:5:Beatrice},ふっははははははっはははははははははははは！！
{f:5:Beatrice},これはチェスプロブレムではない。対等なゲームだ。{n}妾だけが一方的に詰めるわけではない。
{f:5:Beatrice},そなたは妾の詰めから懸命に逃れ続け、引き分け無効試合に持ち込むことができる。
{f:5:Beatrice},まぁ、せいぜいそなたにできるのはそれを延々と繰り返すのが関の山よ。
{f:5:Beatrice},そしておそらく、それはそなたにとってそう難しいことではあるまい。
{f:5:Beatrice},しかし、そなたは永遠に続く無効試合に、やがて精神をすり減らし、やがては精神を殺す。
{f:5:Beatrice},その時にこそ、敗北を受け入れ妾に屈服することになるであろう！！
{f:5:Beatrice},対等なゲームと言った理由。
{f:5:Beatrice},……それは、妾にも敗北の条件を設けてあることだ。{n}負けのないゲームほど退屈なものはないのでな？
{f:5:Beatrice},妾を負かす方法。{n}それは、妾の肖像画に捧げられたあの碑文よ。
{f:5:Beatrice},あれこそは黄金郷の扉の開き方にして同時に儀式を打ち破る鍵でもある。
{f:5:Beatrice},妾は碑文に従い儀式を完遂する。{n}そなたは碑文の謎を解き、儀式を打ち破り妾を滅ぼす…！
{f:5:Beatrice},碑文に隠された謎を解き、妾が金蔵に与えし莫大なる黄金の在り処を暴いて見せよ！！
{f:5:Beatrice},此度のゲームはどういう結末を見せるのやら！{n}健闘を期待するぞ？
{f:5:Beatrice},妾を楽しませてみせろよ、右代宮戦人あああああぁぁッ！！
Ushiromiya Natsuhi,「……………………………」
Ushiromiya Krauss,「……………異論はない。…私と夏妃は認める」
Ushiromiya Natsuhi,「………く……。…信じられないし、…信じたくないけれど…。……それが、……現実なのね…」
Ushiromiya Krauss,「…夏妃。言葉を少し選びなさい。………彼女は当家の最高の賓客なのだ」
Ushiromiya Hideyoshi,「…………わ、わしらも認める。…ぐぅの音も出ぇへん」
Ushiromiya Eva,「えぇ。…認めるわ。………一片の文句もない。まさか本当に……。………素直に、あなたに尊敬の念を覚えるわ」
Ushiromiya Rosa,「私もよ…。…………すごいわ。純粋に尊敬する。……だから認めざるを得ないわ」
Ushiromiya Rudolf,「俺も認めるぜ…。………未だに信じられねぇ。…だが、………どうしようねぇ。{i:悪魔を証明しちまった}！　あんたの勝ちだ…！」
{f:5:Beatrice},「くっくっくっくっく…！　悪魔の証明は、そなたが好む証明不能への便利な言い訳だったが、……仇になったようだな？」
Ushiromiya Rudolf,「……苛めるなよ、魔女さま。………俺はもうあんたを認めてるぜ。降参だ」
Ushiromiya Kyrie,「……………………………」
