Speaker,PS3 Japanese - Censored (JPC)
{f:5:Beatrice},「……なら、すぐにでも次のチェス盤をお持ちした方がよろしいか？　そなたにはどうも、紅茶よりも次なる物語の方が御代わりに相応しいらしい」
{f:5:Bernkastel},「……………………………」
{f:5:Beatrice},「しばし待たれよ。……くっくっくっく！」
{f:5:Bernkastel},…………貴方も厄介なのに好かれたようね。
{f:5:Bernkastel},力を貸してあげたいのは山々だけれど、聞いての通り、あの子の力と私の力では相性が悪いの。お生憎ね。
{f:5:Bernkastel},でも、さすがに気の毒だから、少しだけ力を貸してあげるわ。
{f:5:Bernkastel},まず、あの子のこと。
{f:5:Bernkastel},ベアトリーチェという名の存在を持っているけれども、だからといってそれは“一個体の女性”とは限らない。
{f:5:Bernkastel},意味がわかる？　つまり、あれはニンゲンの誰かじゃない。この世界のルールが擬人化した存在だということ。
{f:5:Bernkastel},あの子を倒すには、この世界のルールを暴き、それを解きほぐさなければならない。
{f:5:Bernkastel},それは例えるなら、ルールを知らないチェスを、観戦しながら学んでいくようなもの。
{f:5:Bernkastel},まずはチェス盤を見渡しなさい。{n}そして駒の動きと役割に気付きなさい。{n}そしてあの子のゲームの勝利条件を探りなさい。
{f:5:Bernkastel},それらが暴けた時、そこにあの子の心臓が曝け出される。{n}後は引き裂くも握り潰すも思いのまま。
{f:5:Bernkastel},……私も気前がいいわね。かつて人の身だった頃、私はたったこれだけのことを気付くのに百年をかけたのに。
{f:5:Bernkastel},これは、ベアトに囚われた憐れな貴方へのささやかな餞別。さながら一本のスプーン。
{f:5:Bernkastel},スプーンは、スープを飲むのに使うだけじゃない。{n}貴方を閉じ込める石牢を掘り抜き、魔女の目玉を抉る武器にもなる。
{f:5:Bernkastel},……もちろん、永遠の石牢の中で、水のようなスープを延々と啜り続けるのにも使えるだろうけど。
{f:5:Bernkastel},……勘違いしないでほしいのは、私は貴方の味方のつもりはないということ。
{f:5:Bernkastel},貴方に感情移入はするけれど、貴方の手助けはしない。{n}…貴方が、テレビの前でその向こうの人物にいくらエールを送っても届かないのに似てるわ。
{f:5:Bernkastel},{a:c:ダカラ、私ガ魔女ダッテ判ルデショウ？}
{f:5:Bernkastel},私は、ベアトがこれから紡ぐ無限の物語を飽きるまで楽しむつもり。でも、きっとそれじゃ飽きちゃうから。
{f:5:Bernkastel},……だから、貴方に力を貸すの。私が飽きないために。
{f:5:Bernkastel},私は世界で一番残酷な魔女なの。{n}どんな相手でも、絶対に屈服させる。
{f:5:Bernkastel},…無限の魔女、ベアトリーチェであってもね…？
{f:5:Bernkastel},お前は、私の駒よ。せいぜいがんばりなさい。{n}あの子の目を盗んで、時折助言を与えるわ。
{f:5:Bernkastel},私を退屈させないでね……？
{f:5:Bernkastel},くすくすくすくす……。
