Speaker,PS3 Japanese - Censored (JPC)
Willard H. Wright,「お断りだ」
{f:5:Bernkastel},「どうして？」
Willard H. Wright,「俺ァ、もう引退する身だ。……推理もミステリーも知ったことか」
{f:5:Bernkastel},「何をして余生を過ごすというの？　魔術師狩りのライトが魔女狩りを辞めて」
Willard H. Wright,「……狐狩りでも潮干狩りでもするさ。俺がここに来たのは、あんたと余生を語るためじゃねェ」
{f:5:Bernkastel},「断るために来たと？」
Willard H. Wright,「ご賢察いただき、光栄の極みと知り給え也や……」
{f:5:Bernkastel},「なら、好きにしたらいいわ。どこへでも行けばいい。……ただし、ここから立ち去れればの話だけれど」
Willard H. Wright,「……………………ち。……それで。条件と報酬は」
,ウィルは、実際は最初から、諦めている。
,あの大ベルンカステル卿の誘いを、断れる権利など、あるはずもないのだから。
{f:5:Bernkastel},「“ベアトリーチェを殺したのは誰か”。それが私のゲームよ。報酬は私に対するその無礼な口の利き方を許すことと、この礼拝堂を立ち去る権利」
Willard H. Wright,「退屈を愛さない魔女は、ぞんざいな言葉を愛すると聞いたぜ」
{f:5:Bernkastel},「それは千年を生き飽きたババァ魔女の話よ。私はまだまだ若いから、あんたみたいな言葉遣いの男を、どんな過酷な運命に閉じ込めてやろうかと夢想することを愛するの……」
Willard H. Wright,「……ち。それで？　敵は誰だ」
{f:5:Bernkastel},「いないわ。妨害などするわけもない。このゲームを、あなたが美しく詰めるところを、ただ私たちは観劇したいだけ……。仲間も用意する。それが、その理御よ」
Ushiromiya Lion,「……？」
,唐突に自分の名前が出され、理御は再び眉間を歪める。
,とにかく事情がわからず、勝手に話が進んでいるようで、実に不快なようだった。
{f:5:Bernkastel},「理御は右代宮家の人間。右代宮家の誰とも面識のないあなたには、心強い味方となってくれるでしょう」
Ushiromiya Lion,「……何の話かわかりかねますが、事情のわからない話には、何もご協力は出来かねますよ」
Willard H. Wright,「だそうだ。……頼もしい限りだな」
{f:5:Bernkastel},「私と、……我が主を楽しませなさい、魔術師狩りのライト。……アウアウは行儀のいい観劇者だけれど、私は退屈すると、ポップコーンを投げつけたりしちゃうかもね…？」
Willard H. Wright,「…………………………」
,ウィルは不機嫌そうに頭をばりばりと掻く。
,まったく乗り気ではないが、……ベルンカステルの命令に逆らえないことも、もはや理解できているようだった。
,そして、再び棺に近付き、黄金の薔薇で埋まったその中身を見ろというような仕草をしながら言う。
Willard H. Wright,「ベアトリーチェ殺人事件の依頼とのことだが。{p:1:ヴァンダイン二十則、第７則。死体なき事件であることを禁ず}」
{f:5:Bernkastel},「{p:2:悪魔の証明ね。棺にないだけじゃない？　死体が存在しないことをあなたが証明できない限り、これはミステリーよ}」
Willard H. Wright,「{p:1:第１則。手掛り全ての揃わぬ事件を禁ず}」
{f:5:Bernkastel},「{p:1:安心なさい。全てはここに揃っている}」
Willard H. Wright,「…………………………」
,ウィルの不満げな表情は相変わらずだが、……とりあえずの体裁が整っていることは確認できたらしい。
,……奔放にて移り気で残忍な元老院の大魔女に呼びつけられたという時点で、異端審問官など、ただの下っ端役人扱いだ。元より、断りようなどなかった…。
Willard H. Wright,「………この、空っぽの棺の主を殺したのは誰か。……引き受けてやらァ。ただし、俺の流儀でやらせてもらう」
{f:5:Bernkastel},「ご自由に」
Willard H. Wright,「まず最初にすることは、………お前に現状を、理解させることだな」
Ushiromiya Lion,「……それをお願いできると、私もとても助かります」
,理御は呆れるやら、腹立たしいやら、わけがわからないやらの、不満の感情のシチューみたいな表情を浮かべている。
Willard H. Wright,「来な。……実際に見た方が早ェ」
Ushiromiya Lion,「……いいでしょう？　お供しましょうとも」
,ウィルは理御に、ついてくるように顎で合図して、勝手に踵を返す。
,理御は不満げな鼻息をひとつ漏らしてから、何をどう説明してくれるか見物だとばかりに、その後を追う。
,……礼拝堂から出て行こうとする二人を見送りながら、……ベルンカステルは冷酷な笑みで声なく嘲笑う。
{f:5:Bernkastel},「………尊厳なる観劇と戯曲と傍観の魔女、フェザリーヌ・何とか・アウアウローラの巫女にして奇跡の魔女、ベルンカステルの名において、このゲームの開始を宣言するわ」
{f:5:Bernkastel},「……物語のタイトルは、“黄金の魔女の鎮魂歌”。……ベアトの葬儀に相応しい物語を、紡ぎなさい。……くすくすくす。さて、どんなハラワタを引き摺り出してくれるやら」
,二人が礼拝堂から出るのを見届けて。
,ベルンカステルの姿は現れた時と同様に、虚空にふわりと溶け散って消えた。
,くすくすけらけらと、不快な笑い声だけを残して……。
,外は、相変わらず雨が降り続けている。
,客人と次期当主が姿を現したことに気付くと、受付の嘉音は深々とお辞儀する。
Ushiromiya Lion,「……ご苦労様です。休んで結構ですので、外してもらえますか？　えっと、…………」
Kanon,「……………嘉音です。畏まりました」
,嘉音は最敬礼してから、姿を消す。
Willard H. Wright,「下々の名前までは、いちいち覚えていないってか」
Ushiromiya Lion,「……当家には若い使用人が大勢出入りしており、入れ替わりも頻繁ですので。さて。何をどう理解させてくれるのですか？　貴方様は何者で、当家にどのような御用がおありで？　もちろん、納得させてくれなくて構いません。このままお帰りいただければいいだけですので」
Willard H. Wright,「もう帰れねェのさ。俺も、……誰もな」
Ushiromiya Lion,「もういい加減にしてくれませんか？　そのよくわからない煙に巻くような喋り方はっ。私にだって我慢の限界というものがあります。私では見送りにならないというなら、源次と郷田にお送りさせてもいいのですよ？」
Willard H. Wright,「騒ぐな。………こいつを見てろ」
Ushiromiya Lion,「見ればわかります。葬儀用の薔薇です。まさか手品でも見せてくれるおつもりで？」
,ウィルは受付の上に並べられた献花用の薔薇の１本を取り、タネも仕掛けもありません、とでも言うかのように理御に見せ付ける。
,そして、それをおもむろに振り上げた。
Willard H. Wright,「……見てろ」
Ushiromiya Lion,「えぇ、見てますよ？　鳩でも飛び出すんですか？　それともクラッカーと万国旗にでも？　………え？」
,ウィルは薔薇を放る。
,それは放物線を描いて飛び、……風雨の中、水溜りに落ちると、誰もが想像しただろう。
,それを裏切るから、理御は絶句する。
,ウィルの放った薔薇は、確かに投げられた時には、普通に放物線を描いた。
,ぴゅうっと、素早く飛んだはずだった。
,しかしそれが、ひさしを出て、風雨の中に飛び出そうとする辺りで、……まるで水飴の中にでも飛び込んだかのように、どろりと風雨の中空に突き刺さり、停止したのだ。
,それだけではない。
,宙に浮いたままの薔薇は、美しい黄金の花びらをどんどん、どんどんくすませていき、……やがて消し炭のような、真っ黒な屑になってしまった。
,そして、そうなってもなお、まだ宙に止まり続けていた……。
Ushiromiya Lion,「……これは、何の手品ですか？　………ッ、」
Willard H. Wright,「動くな」
,理御は、宙になおも止まり続けている薔薇の屑に触れようと近付いた。
,それをウィルが乱暴に腕で遮って静止する。
,まるで、ここを出れば死ぬぞ、と言わんばかりだった。
Willard H. Wright,「……この礼拝堂がカケラから切り離されたんだ。この礼拝堂は今、濃縮された時間の渦に閉じ込められている」
Ushiromiya Lion,「それは、……どういうことですか…！」
Willard H. Wright,「………面倒臭ェから端折る。つまり、さっきの魔女のゲームに付き合わねぇ限り、誰もここから出られねェ」
Ushiromiya Lion,「な、……何ですって…？！　もう葬儀は終わっています！　お屋敷やゲストハウスに戻りたい方々もいらっしゃるでしょう。こんなことは困りますっ」
Willard H. Wright,「恨むならあの魔女を恨め。俺も帰れなくて、いい迷惑だ」
Ushiromiya Lion,「あの少女はあなたの友人でしょう？！　この変なのを止めさせて下さいっ」
Willard H. Wright,「あいつは今頃、ポップコーンのバケツでも抱いて観客席だろうよ。呼んだって現われねェ」
Ushiromiya Lion,「わ、わけがわからないッ！！」
,その短い一言が、理御の全ての感情を語り尽くしていた。
,しかし、ウィルが放った薔薇が、風雨の闇の中で一瞬で朽ち果てるのを目撃した。
,……試しに、自分も薔薇を取り、放って試すが、結果は同じだった。
,薔薇を瞬時に朽ちさせる恐ろしい何かを、自分の身で試そうとは夢にも思わない……。
Willard H. Wright,「ここから解放される方法はただ一つ。……ベルンカステルのゲームに付き合うことだけだ」
Ushiromiya Lion,「……ベアトリーチェを殺したのは誰か、……でしたか？」
Willard H. Wright,「そいつを調べろと仰せだ。お前がそれを聞かせてくれりゃ、話は早い。……気まぐれ魔女は大満足。お前は厄介払いが出来て、俺は帰ってダイアナとデートだ。……あまり待たせ過ぎると、またソファーをズタボロにしちまわァ」
Ushiromiya Lion,「ベアトリーチェを殺したのは誰か、なんて……。葬儀に押し掛けて、遺族に聞くこととは思えませんね」
Willard H. Wright,「遺族に聞き込みはミステリーの基本だ。諦めろ。……ベアトリーチェってのは、当主金蔵の愛人だってのはわかってる」
Ushiromiya Lion,「…………………。貴方は本当に不思議な人だ。……どうしてそこまで、当家のことをご存知なのですか。……やはり、当家に縁のある方なのでは…？」
,ウィルが右代宮家のことを詳しいのは、ベルンカステルがこれまでのカケラを全て見せてくれたからだ。
,もちろん、右代宮家と縁などあるわけもない。{n}そもそも、彼らの存在する階層さえ、異なる。
Willard H. Wright,「しかし、ベアトリーチェはだいぶ昔に死んでいる。源次の証言では、屋敷の竣工前に死んでるってことになってるが、死んだ理由は明らかじゃねェ。………正直なところ、“殺された”ってのは初耳だ。……聞かせてくれ」
Ushiromiya Lion,「………私の名は、右代宮理御と申します」
Willard H. Wright,「ウィラードだ。ウィルでいい」
,初めて、ウィルは理御に名乗る。
,互いの自己紹介をようやく終え、理御にとっての、対等な対話のための禊ぎは済まされる。
,……しかしながら、理御は深く溜息を漏らし、曖昧な笑みを浮かべながら、風雨の空を見上げた。
Ushiromiya Lion,「ウィルさん」
Willard H. Wright,「ウィルでいい。俺も理御と呼ぶ」
Ushiromiya Lion,「……ウィル。正直なところ、……私にも、ベアトリーチェという人物のことが、よくわからないのです」
Willard H. Wright,「……………なるほど。一応、ゲームにはなるわけか」
,理御が全てを教えてくれて、自分の出番はなく真相を究明……。
,やはりそう甘くはないようだった。
Ushiromiya Lion,「ベアトリーチェの名と姿を、右代宮家に出入りする者で、知らぬ者はないでしょう」
Willard H. Wright,「大広間にでかい肖像画が飾ってあるからな。肖像画の掲示は、１９８４年の４月だ」
Ushiromiya Lion,「本当に貴方は、……どうしてそんなことまで。……やれやれ。それを疑問に思うのも、もう止めることにします。どうせ貴方にまた、煙に巻かれるんですからね」
,理御は本家に住む、次期当主。{n}普段から、金蔵の相手をすることが多かった。
,なので、気難しい相手や、会話が噛み合わない相手とのやり取りには慣れがあったに違いない。
,瑣末なことは気にするだけ無駄だと割り切り、正体不明の男、ウィルと、まるでずっと前からの友人であるかのように、自然と振舞えてしまうのだった……。
Willard H. Wright,「誰もがベアトリーチェを知っている。なのに、誰も知らねェ。会ったことがあるのは、当主金蔵だけだ」
Ushiromiya Lion,「……当主様は、今日は特にお心が不安定でいらっしゃいます。タイミングを見て、私が紹介しますので、なるべく慎んだ態度でお願いしますよ、ウィルさん」
Willard H. Wright,「話が早ェな。……てっきりもっと、非協力的かと思ってたぜ」
Ushiromiya Lion,「長年、当主様のお相手をしていると。大抵の理不尽な事態とは、ある種の諦めを持って接することが出来るようになりますので」
,ベルンカステルによる、礼拝堂を外界から隔離する“結界”。
,それを解くには、“ベアトリーチェを殺したのは誰か”を探らなければならない。
,金蔵に大抵の大騒ぎを付き合わされた理御にとっては、それだけが理解できれば、充分な話だった……。
