Speaker,PS3 Japanese - Censored (JPC)
,青き一閃が、……縁寿の頭を飲み込もうとした、その巨大な口の、上半分を切断して吹き飛ばす。
,私は、顎から上を失った山羊に後ろ襟を掴まれたまま、共に水溜りに倒れる。
,山羊たちはたじろがず、……獲物を横取りできるチャンスとばかりに、丸太のような腕を伸ばして、私に殺到してくる。そして口々に喚くのだ。
,『{p:2:留弗夫一家犯人説以外では犯行不能ォ…。……絶対に犯行不能ォオォ…！！}』
,「{p:1:留弗夫一家犯人説以外でも、ロジックの構築は可能です。{p:2:例えば譲治一家犯人説でも可能です}」
,私の頭越しに、赤き一閃と青き一閃が次々に鋭い風となって通り抜け、私を掴み上げようとした山羊の腕を二度、バターのように切断する。
,続く山羊たちはきっと、私でなく、私越しに、……後ろで守ってくれている黒猫に飛び掛ったんだと思う。
,尻餅をついて、雨の夜空を見上げる私の眼前の中空で、……巨体の山羊たちが、私の後ろの黒猫……、あるいは誰かと戦っているのだ。
,『{p:2:譲治一家犯人説は不可能ォ！　譲治に紗音は殺せないィイイ！！　だから犯人にはなれず、虚偽の検死が出来ないィイイィ！！！}』
,「{p:1:いいえ、可能です。“犯人は殺人者”のことと定義されています。そして、殺人は登場人物に対して行なわれたものにしか限定しないとは言っていません。……即ち。譲治が島外ですでに、本件以外の殺人を犯していたならば、この島で誰も殺さなかったとしても“犯人”であり、嘘を吐くことが可能というわけです}」
,真っ赤な軌跡を描く一閃が、何度も山羊の巨体を切り刻む。
,その巨体が宙に打ち上げられ、……多分、七本くらいの丸太の束のようになって、ざらざらどさどちゃっ、と薔薇の茂みに放り込まれた。
,その凄まじさに、山羊たちは今度こそ本当に驚愕する。たじろぎ、動揺し、後退った。
,……私はようやく、理解する。
,赤き一閃。……それは、赤い軌跡を描く、…いや、さっきは青い軌跡も描いた。………赤と青、双方の真実を自在に語る、……巨大な鎌の一閃だったのだ。
,私は夜空を見上げ、……さらに頭を後ろに垂れる。
,そこにいたのは、黒猫ではなかった。
,大きな鎌を構えた、……少女の姿だった……。
Furudo Erika,「如何です？　古戸ヱリカには、この程度の推理が可能です」
,ヱリカと名乗った少女の姿を認め、……山羊の群たちがどよめく。
,彼女という存在は、彼らを動揺せしめるだけのものであることが、それだけでわかる。
,ヱリカは私を抱き上げると、風のようにひらりと飛び上がり、東屋の上に降り立つ。
,そして私を離し、鎌を構えながらも、優雅な仕草でスカートの裾を摘んで、取り囲む山羊の群たちにお辞儀する。
Furudo Erika,「初対面の方々がほとんどでしょう。自己紹介ですッ。初めまして、こんにちは！　探偵ッ、古戸ヱリカと申します！」
Furudo Erika,「……留弗夫一家犯人説しか思いつかない、石ころ頭どもはどうぞお引取りをッ！　あるいは、私を論破できるおつもりでいる皆さんは、どうか歓迎を！　無論、私も歓迎して差し上げます！！」
,山羊の群は一斉に咆哮する。それは、驚愕にも恐怖にも、あるいは感嘆のようにも聞こえた。
,山羊たちは東屋を取り囲み、どよめくが、それ以上を踏み出せずにいる。
,この、探偵にして真実の魔女、古戸ヱリカに対し、これ以上近寄るという恐怖に、誰も打ち勝てずにいる…。
Furudo Erika,「……やれやれ。幾万と集まって、このザマですか？　どなたもこの古戸ヱリカと論戦を楽しもうという勇気がないのですか」
Furudo Erika,「……ならば残念。お開きにさせていただきましょう。さりとて、この古戸ヱリカ。………石頭のマヌケ諸君をひとりひとり論破していくほど、時間が余ってもおりません。後片付けは彼女にお願いすることとしましょう。………お願いしますッ！！」
,ヱリカが叫ぶと同時に、闇夜の空が真っ赤にひび割れる。
,それは窓ガラスに激しい衝撃を加えた時の、あの蜘蛛の巣模様そのもの。……いや、それはまさに、真っ赤な蜘蛛の巣。
,「……くすくすくす、……きゃっははははっはっはっはっは……！」
,真っ赤な蜘蛛の巣に覆われた世界に響き渡る、……魔女の笑い声。
,その笑い声を、縁寿はどこかで聞いたことがある気がした…。
,そして、蜘蛛の巣の上に立ち、……そこから見たなら、蜘蛛の巣に捕らえられた囚人のように見えるに違いない山羊たちを見下ろす、魔女の姿を見る。
{f:5:Eva Beatrice},「この私を差し置いて、………誰が六軒島の王者ですって……？　私を差し置いて、留弗夫が犯人んんんん…？　きゃっはははははははははははははははッ！！！」
,それは、絵羽の中に潜む魔女にして、猫箱に閉じられた後の世界で、無限の魔女を名乗ることとなる、未来の魔女。
{f:5:Eva Beatrice},「この、エヴァ・ベアトリーチェを差し置いて、この島の殺人劇を誰が語ると？！　おこがましいと知りなさいッ？！　この島の全ての生き死には私の手の平！！　全ての財産も黄金も、全て全て私のものッ！！　そして猫箱に閉ざされたこの１９８６年１０月４日も５日も全て私のものッ！　このッ、エヴァ・ベアトリーチェのものッ！！」
,エヴァは下界の愚かなる山羊たちの群全てに、その片翼の杖を振るい、死を宣告する。
,天を覆う蜘蛛の巣の天井が落下し、そして山羊たちの足元の大地からも蜘蛛の巣が沸きあがる。
,そして天地の真っ赤な巣網で挟み込むように、幾万もの山羊たちを絡め取る。
,そしてそれはエヴァの杖に従い、ぐるぐると。まるでボールの中で掻き混ぜられる卵の黄身のように、ぐるぐるとぐるぐると。
,やがて全ては、真っ赤で巨大な、得体の知れない塊に凝縮される。
,その中から山羊たちのうめき声が聞こえる。
,あの、直径数ｍのぐちゃぐちゃの蜘蛛の巣玉の中に、あの大勢の山羊たちが全て凝縮された肉団子になっているのだ。
{f:5:Eva Beatrice},「私が犯人であることを疑うおバカさんたちィ！！」
Furudo Erika,「あなたたちは、絵羽犯人説で思考停止がお似合いです」
{f:5:Eva Beatrice},「潰れて消えちゃえヴァあぁあああッ？！？！」
,ブチン。
,それ以外に、その音を形容できなかった。
,あれだけ大勢の山羊たちを丸ごと飲み込んだ、蜘蛛の巣玉は、ブチンという音と共に、空間に飲み込まれて消える。
,後には、綺麗さっぱり、何も残らない。{n}静かな雨音だけの、夜の薔薇庭園が広がるだけだった……。
,空より、ふわりとエヴァが舞い降りる。
{f:5:Eva Beatrice},「伯母さんはいつだって、縁寿ちゃんの味方よ。……あなたの家族の悪口を言う人なんか、許さないんだから」
Ushiromiya Ange,「え、……絵羽伯母さん…………」
,感謝しなくてはならないことは、わかってる。
,でも、……あの、絵羽伯母さんが、………私の味方だなんて、……咄嗟には信じられなかった。
,エヴァも、それはわかっている。
{f:5:Eva Beatrice},「いいの。感謝されたくてしてるんじゃない。でも、私はいつだってあなたの味方よ。……じゃあね」
,くすりと笑い、くるりと背を向けてから、エヴァはその姿を消す…。
,消え去った今になって、せめてありがとうの一言くらいかければよかったと、後悔してしまう…。
,ならばせめて、……私を助けてくれた、もう１人に感謝しようと思った。
Ushiromiya Ange,「……助けてくれて、……ありがとう…。あなたは、……どなたですか…」
,名前はすでに知っている。
,どなたですかとは、……どうして私を助けてくれたのか、という意味だ。
Furudo Erika,「私は探偵、古戸ヱリカ。………そして、同時に魔女でもあります」
Ushiromiya Ange,「……魔女…？」
Furudo Erika,「真実の魔女。……一なる真実を追究する者です。そして、……それはあなたのことでもありますね」
Ushiromiya Ange,「………………………」
,１９８６年の１０月４日から５日にかけての２日間に。
,一体何があったのかを知りたくて、……ビルの屋上より一歩を踏み出し、……魔女のゲーム盤とカケラの世界をいくつも漂い、長き報われぬ旅路に身を任せてきた。
,私が望むのは、……あの日に何があったのか、ただそれだけ。
,私が望むのは、……あの日の、一なる真実。
Furudo Erika,「それを求めるのが、真実の魔女です。だから、あなたは私と同じなんです。……だから、助けに来ました」
Ushiromiya Ange,「……私は、知りたいの…。……一体、あの日に何があったの？　誰も教えてくれない、誰にもわからない…！　でも確かにあの日に何かがあったの！」
Ushiromiya Ange,「私はそれを知るためなら、何だって投げ出せる…！　それだけが、私が命を捨てても知りたい唯一のことなの…！　だから教えて！　あなたは知っているの？！　一体、この島で何があったの？！」
Furudo Erika,「……真実の魔女にとって。真実は与えられるものですか？　私が、これが真実だとあなたに押し付けたなら、あなたはそれを鵜呑みにする気ですか…？」
Ushiromiya Ange,「それは……違う………」
Furudo Erika,「戦人さんはあなたに、今日、何を見せてくれましたか？」
,………お兄ちゃんは今日、…………おかしな、ハロウィンパーティーを見せてくれた。
,それはとても温かで、……確かに楽しくはあったけれど…。
,断じて、……真実じゃない。
Furudo Erika,「戦人さんはそれを、真実だと言って、あなたに見せてくれたのではないのですか」
Ushiromiya Ange,「違う。……あんなの、……真実じゃないッ」
Furudo Erika,「時に他人は、真実だと称して私たちを惑わします。……しかし、真実の魔女は、それに惑わされることなく、一なる真実を追究しなければならないのです。だからあなたは、戦人さんの押し付ける、偽りの真実などに納得できない。……本当の、一なる真実を求めて止まないのです」
Ushiromiya Ange,「………………うん…」
,お兄ちゃんは、……私を煙に巻こうとしている。
,それはずっと感じてた。
,お兄ちゃんはあの日この島で、何があったのか全て知っているのに、……なのに私に、何も教えてくれない。
,それはあの、死ぬ間際の最期の瞬間まで、私に絶対にあの日のことは教えないと嘲笑った、意地悪な絵羽伯母さんと、何も変わらないのだ。
,……どうして、お兄ちゃんは教えてくれないの？{n}…………………………。
Ushiromiya Ange,「…………どうして…」
Furudo Erika,「……………………」
Ushiromiya Ange,「どうして、……教えてくれないのッ」
,私の心の中の堰が、溢れる。
Ushiromiya Ange,「どうしてお兄ちゃんは、……私に本当のことを教えてくれないのッ！！　どうしてッ、どうして…！！　私だけ知らない！！　私だけ誰も教えてくれないッ！！　教えてよ！！　あの日に何があったのか、教えてよお兄ちゃん！！　お兄ちゃぁあああぁあああん！！！」
,私の叫び声が、雨の夜空に吐き出される。
,熱い涙がぼろぼろと零れ落ちるが、それは叩き付ける冷たい雨に紛れてしまって、私以外の誰にも、この涙などわからぬだろう。
,……誰にも、私の悲しみも辛さもわからない。
,私だけ、………私だけ、いつも除け者で、ひとりぼっちで……。
Ushiromiya Ange,「教えてよ誰かッ！！！　あの日に何があったのか、……私に教えてッ！！！」
Furudo Erika,「……誰にも、教えられません。………真実は、自分で手にしなければならないからです」
Ushiromiya Ange,「真実はどこにあるの？！　どうやったら至れるの？！　みんなが隠す！　教えてくれない！　私の手で、自ら至るから…！　お願いだから、真実がどこに隠されているのかだけでも教えて…！」
,{a:c:「………いいわ。教えてあげてもいい」}
,その声と共に、世界がぐにゃりと歪んで渦を巻く。{n}瞬きを何度かした時、……世界は全て、星の海になった。
,いや、少し違う。空には星があるけれど、……足元に広がるのは、星じゃない光。
,それは、ビルの窓の灯り、電気の灯り、車の灯り。
,……私は、…………高層ビルの立ち並ぶ大都会の闇の、空に浮かんでいた。
{f:5:Bernkastel},「………あなたに真実を教えることは出来ない。……でも、どうやったら真実に至ることが出来るのか。……その道を指し示してあげることは出来るわ」
Ushiromiya Ange,「あんたは………………」
,私の脳裏に、……嫌な記憶の断片が蘇って刺さる。
,……そうだ。おかしな劇場みたいなところに縛り付けられて、……私に、お父さんとお母さんが殺人を犯す酷いカケラを見せ付けて……。
{f:5:Bernkastel},「……あれを真実だとは、言ってないわ」
Ushiromiya Ange,「で、でもあんたは、あれが真実だと赤で……、」
{f:5:Bernkastel},「あんたが大声で遮ったから、続きが掻き消えただけよ。……これは全て真実、“とは限らない”と続けようとしたのよ」
Ushiromiya Ange,「………あんたは、……どこまで私を弄ぶ気なのよ……」
{f:5:Bernkastel},「……それは謝るわ。でも、試したかったの」
Ushiromiya Ange,「何をよ」
{f:5:Bernkastel},「あなたが、どのようなものであれ、真実を受け止める覚悟があるのかどうかを」
Ushiromiya Ange,「…………………………」
{f:5:Bernkastel},「……真実は、時として期待を裏切るわ。あるいは、もっとも望まない形を取ることもある」
{f:5:Bernkastel},「……あなたに見せたあのカケラは、恐らくあなたにとっては、想像し得る限りの、一番最悪なカケラでしょうね。……でも、それに耐えてでも真実を求める力と勇気がなければ、あなたには真実に近付く資格はないの」
Ushiromiya Ange,「……………っ…」
,それを言われたら、言い返せない。
,私は真実を求めてる。あの日あの島で何があったのか、それを知りたいだけ。
,……都合のいい事実だけが知りたいなんて、甘えるつもりはない。
