Speaker,PS3 Japanese - Censored (JPC)
{f:5:Bernkastel},「……よくわかんないけど、今度からあんたの手作り菓子を食べるのは遠慮するようにするわ…」
Furudo Erika,「コーネリアさんは、………へー。審問官選考に格闘技段位が有利と知って、最近は格闘技を始めたとかっ。全然、想像がつきませんねー」
{f:5:Lambdadelta},「格闘技ったって色々あるわよ。何、始めたの？」
Furudo Erika,「キックボクシングに中国拳法だとか。絵羽の影響ですかね？」
{f:5:Bernkastel},「………片足で立って戦いそうなイメージない？」
{f:5:Lambdadelta},「そうよねぇ。誰かさんが、片足立ちをずいぶん鍛えたもんねぇ」
Furudo Erika,「ウィルさんの近況も書いてありますよ。えー、意外ー！　ウィルさん、ＦＸで一山当てたらしくて、それで不動産買って、今は不動産収入で悠々自適だとか…！　最近はバドミントンやってるんですってー」
{f:5:Bernkastel},「……コーチが厳しそうね」
{f:5:Lambdadelta},「きっとおしりが腫れ上がってるわよ」
{f:5:Bernkastel},「で、ドラノールは？」
Furudo Erika,「相変わらず、ハンコとハンコと決済印と認印と、たまーにサインの日々だそうで」
Furudo Erika,「自分がじきじきに出動するから、自分の管区でぜひ事件を起こしてほしいデスって書いてあります」
{f:5:Bernkastel},「起こしてやったら？　事件」
{f:5:Lambdadelta},「探偵が行くとこ事件ありって言うもんね」
Furudo Erika,「まぁ、その内。気が向いたらイジメに行ってあげてもいいかもです。あぁ、あとシエスタ姉妹兵たちのことも書いてあります」
{f:5:Bernkastel},「………待って。一度に聞きたくないわ。少しはもったいぶらなきゃ。……さぁ、出来た」
{f:5:Lambdadelta},「あぁ、やっと右腕が生えたわ！　次っ、左腕をお願いね！」
{f:5:Bernkastel},「その前にお茶にしましょ。……ヱリカ、紅茶の缶と、梅干の壷を用意してちょうだい」
Furudo Erika,「はいっ、我が主！」
,航海者の魔女たちは、一つの旅を終えて、その翼を休める。
,また次なるカケラを探しに、新しい旅に出るために。
,今だけは紅茶の香りを楽しみながら、ひと時の休憩……。
{f:5:Lambdadelta},「今度はどこへ行く？」
{f:5:Bernkastel},「……あんたが北へ行くなら私は南へ」
{f:5:Lambdadelta},「じゃあ、ベルンが東へ行くなら、私は西へ行くわ」
{f:5:Bernkastel},「……また、こんな愉快な物語を見つけられるといいわね」
{f:5:Lambdadelta},「今度は、ベルンが憎まれ役じゃないといいわねー」
{f:5:Bernkastel},「あら。悪役も楽しかったわよ」
{f:5:Lambdadelta},「……次は、どんな物語を見つけられるかしらね」
{f:5:Bernkastel},「そして、どんな物語で再会できるのかしら」
{f:5:Lambdadelta},「愛し合う二人に、カケラの海は狭いわ」
{f:5:Bernkastel},「天井桟敷」
{f:5:Lambdadelta},「カケラの海は広大だわ」
{f:5:Bernkastel},「殻の中の幽霊」
{f:5:Lambdadelta},「いつか会えるわよ。また何かのなく頃に」
{f:5:Bernkastel},「………いいじゃない。それにしましょ」
,{a:c:「「いつか会えるわ。また何かのなく頃に」」}
,{a:c:あっははははははははははは……。}
,{a:c:魔女たちの楽しそうな声が遠退いていく。。}
,{a:c:さよなら、みんな。{n}また何かの、なく頃に。}
