Speaker,PS3 Japanese - Censored (JPC)
Ushiromiya Natsuhi,「しかしお父様は皆さんがどのような不敬な話に及んでいるか、すでに聞き及んでおいでです！　お父様でなくとも、会いたい気持ちになるわけがない。お父様がお会いになられないのは他でもない、皆さん自身のせいではありませんか？」
Ushiromiya Krauss,「くっくっく。まったくだな。どうして親父殿がお前たちの顔を見るのも嫌か、自分の胸に手を当てずともわかるのではないかね？　親父殿は、諸君らの逼迫している経済状況も全てお見通しだ」
Ushiromiya Eva,「………それ、何の話よ。…兄さんが何の話をしてるのかさっぱりだわ」
Ushiromiya Krauss,「くっくっくくく！　私が諸君らの内情を知らないとでも思っているのかね…？」
,絵羽たちは、自分たちが火の車であることを見抜かれていると気付き、最初は虚勢を張り、最後には論点を戻して反論し、金蔵に会わせろ会わせろと押し問答になった。
,…せっかく楼座が買ってきた紅茶の良い香りは、もはや台無しだ。
,彼女がせめて良かったと思うことは、この場に子どもたちがいないでいてくれたことだけ。
,……彼らが昼食後すぐに、浜辺へ遊びに行ってくれたのが唯一の救いだった。
,絵羽は蔵臼に取っ組みかかろうとしていて、その間に秀吉と霧江が入り、双方をなだめている。
,……すると霧江が大きくため息をつきながら言った。
Ushiromiya Kyrie,「…………ごめんなさいね、蔵臼兄さん。部外者だけれど、一言いいかしら。提案があるの」
Ushiromiya Krauss,「何だね、霧江さん」
Ushiromiya Kyrie,「……まず、うちの人も含めてなんだけれど、私たちは長年、お父さんと一緒に暮らして、そのお世話をしてきた蔵臼兄さんの苦労を、あまりにも軽んじているわ。…そうでしょう？」
Ushiromiya Rudolf,「………そりゃ、まぁ。…俺たちは外に出て気楽でいいが、何十年もお守りをしてきた兄貴は、そりゃ苦労はしたろうな。……それは認めるが、それが何だってんだ、霧江」
Ushiromiya Kyrie,「私たちは、蔵臼兄さんがお父さんの世話人であることを認めざるを得ないのよ。……だってそうでしょう？　私たちはお父さんをずっと恐れてきて、その世話を蔵臼兄さんに押し付けてきたわ。その苦労は誰もが認めるはず」
Ushiromiya Kyrie,「ですよね？　絵羽姉さん？」
Ushiromiya Eva,「…………………。……だからそれが何？　兄さんがお父様の世話人？　あんた、部外者のくせに勝手なこと決めないでよ！」
Ushiromiya Hideyoshi,「ま、…まぁまぁ。……霧江さん、あんた、何の話をしてるんだ？」
Ushiromiya Rudolf,「……………………………。……霧江、続けてくれ」
Ushiromiya Kyrie,「私たちは蔵臼兄さんと夏妃姉さんに、もっと感謝すべきなのよ。……いつもお父さんの世話をしてくれてありがとうって」
Ushiromiya Kyrie,「私たちにその感謝の気持ちがないから、こんな不毛なすれ違いになるの。……そうでしょう、蔵臼兄さん」
Ushiromiya Krauss,「ほぉ………これは驚いたね。実の兄弟たちにも顧みられなかった私たちの苦労が、まさか霧江さんに理解してもらえるとは思わなかったよ」
Ushiromiya Natsuhi,「……右代宮家当主跡継ぎとして、当然の務めです」
Ushiromiya Kyrie,「そうね。当主跡継ぎとしての、責任よね。……お父様を世話しているからこそ、当主跡継ぎとして、私たちは認めざるを得ない」
Ushiromiya Eva,「あんたッ！！　何を勝手に話を進めてんのよ！！　あんた部外者の分際で、」
Ushiromiya Rudolf,「待て姉貴ッ！！　………そうだな。霧江の言う通りだ。親父の世話をしているからこそ、兄貴は跡継ぎなんだ。お前の言う通りだ」
Ushiromiya Rosa,「………………あ、」
Ushiromiya Eva,「……………ん、」
,楼座が気付き、それに続いて絵羽も気付く。
,絵羽の、勝手に話を進める霧江に対して吼え猛る様子はぴたりとなくなり、代わって蔵臼たちを凝視するようになる。
,……夏妃はその突然の変化が理解できず、わずかにうろたえた。
Ushiromiya Kyrie,「蔵臼兄さん。……ほんのいくつかの条件さえのんでくれれば、私たちはお父さんが亡くなるまで、二度と会わせろとは言わないわ」
Ushiromiya Kyrie,「もちろん、死に目に会わせろとも言わない。……何ならお葬式にさえ欠席してもいいわ」
Ushiromiya Krauss,「……ほぅ？　………何の話やら。だが、一応は聞こうじゃないか。その条件を言ってみたまえ」
Ushiromiya Kyrie,「一つ。……当主跡継ぎとは、現当主、右代宮金蔵の世話人を指す」
Ushiromiya Krauss,「………ふむ。それから？」
Ushiromiya Kyrie,「一つ。世話人の責務は、右代宮金蔵の終生の世話をすること。……早い話が、最期を看取るまでが仕事ってことね。蔵臼兄さんには、元よりその覚悟はあるから問題はない」
Ushiromiya Krauss,「当然だ。そこまでの条件には何の異存もないね。元より、私が実行していることだ」
Ushiromiya Kyrie,「一つ。世話人が、万一、その監督責任を怠った場合、世話人の権利は剥奪される」
,その一言に、蔵臼の表情から余裕が消える。{n}…夏妃だけはまだ、その意味がわかりかねていた。
Ushiromiya Krauss,「……ほぅ。世話人の監督責任とは、……どんなものかね？」
Ushiromiya Kyrie,「お父さんが、寿命の限りを健やかに過ごせるよう監督するということよ。……もっと詳細に言うわ。お父さんが自然死以外の理由で死亡した場合、世話人の権利は剥奪され、当主跡継ぎの権利を失う。その際の当主跡継ぎには、次の序列である絵羽姉さんを選ぶこと」
Ushiromiya Natsuhi,「………な、んですって……。そ、そんな世迷言、よくもしゃあしゃあと！！」
Ushiromiya Krauss,「ほぅほぅ。これはこれは、世話人は責任重大だ…」
Ushiromiya Krauss,「しかし、人の死因は数多ある。例えば、老衰した老人が食事を喉に詰まらせて亡くなることもあるだろう。本来ならそれもまた広義の意味での老死となるに違いない」
Ushiromiya Krauss,「しかし、その論法で行くと、これは事故死になり、私は監督責任を負わされることになる。……これは私にとって不当に不利な話だ」
Ushiromiya Kyrie,「そんな屁理屈をつけるつもりは毛頭ないの。私が想定しているのは、世話人がしっかり世話をして見張っていれば未然に防げた程度のレベル」
Ushiromiya Kyrie,「食事を口に運ぶところまでは世話人の仕事でしょうけれど、飲み込むことにかんしてはさすがに責任外。蔵臼兄さんのケースでは、私はまったく問題にしないわ」
Ushiromiya Krauss,「………ほぅ。ならば、霧江さんが想定する、世話人が過失を問われるケースとはどのようなものなのか」
Ushiromiya Kyrie,「例えば、……失踪よ」
Ushiromiya Krauss,「…………………。……………ほぅ？」
Ushiromiya Kyrie,「お父さんは、今はお心もしっかりしているようだけれど、いつ、まともな思考や判断力が喪われたって不思議じゃない」
Ushiromiya Kyrie,「……目を離した隙に徘徊して、何か事故を起こしたり、……あるいはふらりと森に迷い込んで、そのまま行方不明になってしまうこともあるかもしれないわ」
Ushiromiya Kyrie,「……こういうケースは、明らかに世話人の責任じゃないかしら…？」
Ushiromiya Natsuhi,「お父様はお心も健康でいらっしゃいます！　言うに事欠いて、なんてことを…！」
Ushiromiya Kyrie,「お父さんがある日突然、森の中に入っていくのを見た。後を追ったけれど、姿が見えない。警察も呼んで探したけれど、その後、７年間探しても見つからなくて失踪宣告。それを以って死亡扱い、というのは認められない、って言いたいの」
Ushiromiya Krauss,「…………………………………」
Ushiromiya Kyrie,「お父さんが亡くなられた際には必ず検死を行ない、常識の範囲内で想定される一般的な老死であることを確認すること。……それ以外のあらゆる理由によっての死は、世話人の責任とすること」
Ushiromiya Kyrie,「………ね？　今日まで蔵臼兄さんがご苦労なされてきたことの範囲内。おかしな条件でも何でもないでしょう…？」
Ushiromiya Natsuhi,「ば、馬鹿にしています、屈辱的です！！　なぜ主人がこのような辱めを受けるようなルールを強要されなければならないのか、理解に苦しみます！！」
Ushiromiya Kyrie,「………私、実は去年から疑ってるわ。いえ、多分、ここにいるみんなもそう。絵羽姉さんも、秀吉兄さんも。留弗夫さんも楼座さんも。みんなずっと疑ってるけど、あまりに恐れ多い想像で口にしなかっただけ」
Ushiromiya Krauss,「ふ。……ふっふっふっふ、はっはっはっはっは…！！　なるほど、お前たちはこう言いたいのかね？　……親父殿はもうすでに死んでいて、私がそれを隠しているのだと！」
Ushiromiya Battler,「……あぁ、そうなんだ。これは、前回のゲームの最後の謎を解く鍵として考えた、俺のひとつの仮説なんだ」
Ushiromiya Ange,「………前回最後の、南條先生を殺したのは誰か、という謎のこと？」
Ushiromiya Battler,「そうだ。……確かに魔女は赤で宣言したさ。…１８人全員の名前を挙げて生死を宣言し、それ以上の人間は存在しないと言い切ってみせた。……だが、この仮説なら、その間隙を縫える…！」
Ushiromiya Ange,「…………………。……なるほど。その２つを矛盾させない解答のひとつというわけね。………なるほど」
Ushiromiya Battler,「俺の言ってる意味がわかるのか？　…お前、なかなか察しがいいじゃねぇか。説明が省けて助かるぜ」
Ushiromiya Ange,「この島に１９人目は存在しない。にもかかわらず、未知の新人物Ｘが交じりうるカラクリ。……つまり、“１８名全員の名前”と“在島者１８人”が一致しなければいい」
Ushiromiya Battler,「そういうことさ…！　魔女は赤で１８人の名前を次々に挙げ、生死を宣言した。さらにその上、島には１８人を超える人間はいないとも宣言したわけだ。……ここにはひとつの錯覚があった」
,それは、{i:１８人分の名前＝在島者１８人}、とは保証されていないこと。
Ushiromiya Battler,「１８人の名前を全て挙げてその生死を宣言する時。犯人Ｘの名を伏せ、代わりにこの島にいない人間の名前を交ぜる…！」
Ushiromiya Battler,「そうすれば犯人は、島にいるにもかかわらず、１８人の生死リストからは逃れることが出来る！　交ぜられた人物は、在島しないのだから在島者の足し算には加わらない」
Ushiromiya Battler,「よって、在島者１８人の人数の中に加わりながらも、名前が登場しないことが可能！　２つの赤字宣言はそれぞれが単独なんだから、この仮説は矛盾しないんだ……！」
Ushiromiya Ange,「その、犯人の名を誤魔化すために使う人物名には、いくつかの条件があるわ。……まず、在島していないにもかかわらず、私たちが在島していると信じている人物。……そうでなくては騙せない」
Ushiromiya Ange,「そして、その人物は死んでいることが好ましい。……なぜなら、死ほど完璧なアリバイは存在しない。あの時点での謎は、１８人全員が犯行不能であることに立脚しているのだから。…………そんなところ？」
Ushiromiya Battler,「あぁ、そうさ…！　そして、その人物が、………まさに祖父さまなんだ。……今、霧江さんが言わんとしていることはただひとつ」
Ushiromiya Battler,「……実は、部屋に閉じ篭ってて誰にも会わないと言っていることになっているが、……祖父さまはすでに死んでいて、蔵臼伯父さんが、それを生きてると嘘をついてる可能性があるってことなんだ…！」
,そうさ。祖父さまはずっと部屋に閉じ篭っていて誰もその顔を見ていない！
,すでに死んでいるのに、まるで生きているかのように、蔵臼伯父さんたちが口裏を合わせて騙そうとしているだけかもしれないんだ…！！
Ushiromiya Ange,「………………金蔵が死ねば遺産分配が発生する。…しかし、金蔵が死ななければ、……いえ、金蔵が死んでも、それを{i:告知しなければ}、遺産分配は発生しない」
Ushiromiya Battler,「つまり、蔵臼伯父さんは祖父さまの財産を全て独占できる…！　そうさ、動機は充分なんだ！」
,この島に１９人目の人物Ｘは、確かに存在しないだろう。
,しかし、人物Ｘは存在した。{n}……そしてそいつは１８人目だったんだ！
Ushiromiya Battler,「つまり、この島の本来の人数は１８人じゃなく１７人だったんだ。そこに未知の人物Ｘが隠れ潜んでいて、犯行を行なったんだ」
Ushiromiya Battler,「……どうだベアトッ？！　出て来い、前回の最後の、最大の謎は今、解けたぞ！！」
,戦人が力強くそれを言い切ると、どこからともなく乾いた拍手の音が聞こえてきて、周りが明るくなり、いつもの魔女の喫茶室になった。
{f:5:Beatrice},「くっくっく、くっはははははは…！　ブラヴォー、ブラヴォー。そなた如き無能にしては、ようやくの感は否めぬが、兎にも角にも、ひとつの解答を出してみせた」
{f:5:Beatrice},「思考停止ならコンクリートの塊でも出来る！　つまり、そなたはようやく今、ようやく知性ある存在に進化できたわけだ」
{f:5:Beatrice},「……ただ涙を流し、歯噛みしながら妾の靴を舐めるだけの存在から、ようやく一歩を踏み出したと言えようぞ。くっくっくっく！」
Ushiromiya Battler,「……こんな下らない言葉遊びで前回は翻弄されてたとはな。俺も自分の情けなさに腹が立つ！」
Ushiromiya Battler,「さぁベアト、復唱要求だ！！　在島者１８人の中に祖父さまは含まれてると、宣言できるものならやってみろおおおおぉ！！」
Ushiromiya Battler,「あぁ、出来やしねぇさ。すでに死んでるんだからな。てめぇのまやかしはこれで終わりだあぁあああああぁ！！」
{f:5:Beatrice},「くっくくくくくくく、あっはははははははははは…！！　さぁてどうしたものか。………赤き真実にて一刀両断に叩き割ってやろうか？」
{f:5:Beatrice},「いやいや、わざとここは焦らして保留するのも良いかもしれぬ。突き落とすならより高みに誘ってからの方が面白いというもの。くっくっく！」
,ベアトはいらいらするような嘲笑を漏らしながら、より俺をイラつかせる表情を探しているようにさえ見える。
,まるで、俺がようやく至った答えが、あまりにも馬鹿馬鹿しいとでも言うかのように。
,魔女のそんな様子に苛立つ俺に比べ、グレーテルは淡白かつ冷静な表情を浮かべている。
,…まるで、魔女がそういう態度に出てくることを予想できていたかのようだった。
Ushiromiya Ange,「……………………。なるほど。…戦人が学んで成長するように、魔女も学んで成長するのね」
Ushiromiya Battler,「どうしたよベアト！　もったいぶるんじゃねぇ！！　復唱できるってのかよ！　答えろ！！」
{f:5:Beatrice},「くっくっくっくっく…」
Ushiromiya Ange,「……よしなさい、戦人。魔女は安易に答えないわ。……自らが利すると思わない限りね」
Ushiromiya Battler,「何？！　どういうことだ……」
Ushiromiya Ange,「これまでのゲームで、あなたが赤き真実とやらで翻弄されていたから、魔女は何度もそれを繰り出してきた」
Ushiromiya Ange,「でも、今や状況は違う。あなたは赤き真実を誘い出し、むしろそれを武器に使っているわ。そんな状況で、魔女が濫りに赤を連発するわけもない。………でしょう？」
{f:5:Beatrice},「グレーテルとやら。…そなたは戦人と違い、なかなかに頭が冴えるようだ。妾も恐ろしい敵を迎えたものよ」
{f:5:Beatrice},「その通り！　戦人が妾の赤き真実を期待する場面で、なぜに期待に応えてやらねばならぬ義理があるというのか？！」
{f:5:Beatrice},「ないッ！　妾にはそなたが喜ぶことをする義理など、今朝食ったクロワッサンのパン屑の一欠けらほどもないぃぃ！！」
Ushiromiya Battler,「こ、この野郎……ッ…！！」
{f:5:Beatrice},「そうそうそうそう、その顔ォおおぉ！　妾が赤き真実などという遊びを始めたのは、そなたのその顔を見たかったからこそよ！　その表情が拝めぬというなら、妾にはこんな遊びをする理由がない…！」
Ushiromiya Battler,「……へへ。負け惜しみだろ？　俺の復唱要求に応えられないからって、適当なこと言って誤魔化そうたってそうは行かねぇぞ！！」
{f:5:Beatrice},「自惚れるな！！　その程度の答え、造作もなく斬り捨てられるッ！！　だが、それを妾はわざわざ赤で言わぬ。そなたが求めるから言わぬ。なぜだかわかるか？」
Ushiromiya Ange,「…………さっき言ったわ。一番美味しいところで突き落としたいって。その性悪な魔女はね、あなたが求めるところではもう赤は使わないって言ってる」
Ushiromiya Ange,「つまり、復唱要求なんていうお遊びにはもう付き合わないってことよ」
{f:5:Beatrice},「くっくくくく！　その通りその通り！　戦人と違い、この女は話が早い、説明が要らぬ！　妾は妾の望む時、妾が好むように赤き真実を語る！」
Ushiromiya Ange,「そうね。赤き真実とはつまり、魔女が自由に行使できる権利。人間側が望んだ時に行使しなければならない義務ではない。……………ただし、内容によるわ」
Ushiromiya Battler,「……内容……？　どういうことだ…」
Ushiromiya Ange,「魔女はあなたの復唱要求に応える義務はない。ただし、あなたの主張によって、魔女説が打ち破られてしまう時のみ、義務が生じる。なぜなら、この裁判官なき法廷では、反論されないことは即ち“真実”だから」
Ushiromiya Ange,「……あなたが思考停止に陥り、魔女の主張する魔女説を反論できなければそれが直ちに真実となって来たように」
Ushiromiya Battler,「じゃあ、…俺の今の推理に反論がない以上、正解だということでいいわけか？！　犯人は１８人目の謎の人物Ｘで、祖父さまはすでに死んでいるという推理で正解だというわけか？！」
Ushiromiya Ange,「……少なくとも、魔女が反論するまではね。真実は、より未来の新しい真実に負ける。……厄介なのは、その反論のタイミングすらも魔女に委ねられているという点よ」
Ushiromiya Ange,「…つまり、今のあなたの推理が正解しているのか、それとも間違っているにもかかわらず魔女がその反論を保留しているのか」
Ushiromiya Ange,「……さもなくば、そもそもその推理自体が魔女説を揺るがすことにならないため、魔女が無視しているかの何れかか、現時点では判断がつかないということよ。………そんなところ？」
{f:5:Beatrice},「くっくっくっく、くーっくっくっくっく！　ベルンカステル卿め、つくづく厄介な駒を送り込んでくれたものよ。お陰で妾の出番がさっぱりない！」
Ushiromiya Ange,「魔女はあなたの復唱要求に対し、タイミングをずらして答えることを覚えたのよ。……ディレイとでも呼べばいいのかしら」
Ushiromiya Battler,「……ふ、ふざけた真似を……。…じゃあ俺は、間違った推理を掲げたとしても、ベアトはわざと否定せずに俺を泳がせ、さらに壮大に推理を広げた最後の最後に、その根元をチョンと断ち切って、全てを引っ繰り返してくる可能性さえあるってわけなのか……！」
,ひとつの推理が次なる推理を結ぶ架け橋となる。{n}俺は復唱要求によって、着実に足場を固め少しずつ前進してきた。
,ところがベアトのヤツが、ディレイなんておかしなことを覚えたせいで、……俺の推理は確証が取れなくなってしまった。
,これじゃまるで、真っ暗闇を探るためにようやく手に入れた杖を取り上げられたようなもの。……もう、お手上げじゃないか……！！
{f:5:Beatrice},「こらこら戦人、そんなに絶望的な顔をしちゃア、妾の涎が止まらなくなっちまうじゃあなィかい♪　その杖は元々、不甲斐ないそなたに妾が与えたものに過ぎぬではないか」
{f:5:Beatrice},「ようやくこれでハンデなしの対決になるだけだぜぇ？　くっひひひひひひひ！」
Ushiromiya Ange,「……でも、だからと言って、復唱要求が戦人の反撃手段の一つであることに変わりはないわ。すでに言ってる通り、魔女は、魔女説を打ち破る致命的なものに限り、反論の義務、即ち、赤き真実を語ることが義務となる」
Ushiromiya Ange,「……反論のタイミングこそ魔女の自由ではあるけれども、それは必ず履行されなければならない。………そうよね？」
{f:5:Beatrice},「ふむ、そうなるであろうな。ゲームの終了時までに妾が戦人の提唱する“人間によるトリック”を否定出来なかった場合、戦人はそれを理由に妾を否定し、勝利を宣言することが可能となろう」
Ushiromiya Ange,「………それは、人間側が提示する“トリック説”、即ち復唱要求は必ず、そのゲーム内、つまりエピソード内に反論されなければならないという、魔女側の制約という認識でいいのかしら？」
{f:5:Beatrice},「そうなろう。……戦人の目的は、妾がこの島で繰り広げる愉快なゲームの全てを、人間で説明し妾を否定して見せることだ。それを戦人が成し遂げたなら、その時点で戦人はゲームの勝者となるであろうぞ」
Ushiromiya Ange,「ルール確認。……ゲーム終了時とは、ゲーム内の六軒島時間で１９８６年１０月５日２４時００分という認識でいい？」
{f:5:Beatrice},「問題ないぞ」
Ushiromiya Ange,「そのゲーム終了時に人間側が、全ての謎についてトリック説を主張できていて且つ、魔女側から反論がない場合、人間側は勝利を宣言できるものとする。……問題ない？」
{f:5:Beatrice},「………もう少し厳密としよう。ゲーム終了時に、魔女側には反論の機会が与えられるものとする」
Ushiromiya Ange,「時間を切ってもらうわ。１分よ。１分以内に反論が行なわれない場合、勝利は宣言されるものとする」
{f:5:Beatrice},「ならば同じルールをそちらにも課させてもらおうぞ。ゲーム終了時に、人間側は与えられた謎に対し１分間の反論時間が与えられる。その時間内にたった１つであっても反論されない謎が残った場合、魔女側の勝利となり、そのゲームは終了する」
{f:5:Beatrice},「……長考を理由にゲームを止められては興を削ぐのでな？」
Ushiromiya Battler,「…………くそったれ。俺を抜きで話が進んでやがるぜ…。だが、話は大体わかった。俺の復唱要求は、即座でなくとも、必ず反論されなくてはならないわけだ」
Ushiromiya Ange,「えぇ、そうよ。……そしてそれは、１０月６日００時０１分までに必ずなされる」
Ushiromiya Ange,「……ただ、注意して。魔女はあなたの復唱要求を、たったひとつ斬り捨てるだけでいい。全ての謎を解き明かさない限り、あなたに勝利は宣言できないのだから」
{f:5:Beatrice},「妾が赤を使えるように。戦人、今よりそなたには青を使うことを許そう」
{f:5:Beatrice},「そなたは、妾の魔法殺人を人間とトリックで説明する際に、青で宣言することが出来る。妾はゲーム終了までの間に、そなたの青を赤にて反論する義務を持つ」
Ushiromiya Battler,「青……。……つまり俺は、復唱要求を“青”で語るということか…」
{f:5:Beatrice},「少し違うぞ。復唱要求はどんな些細なことでも可能だった。しかし青はもう少し厳しいぞ。それ自体が魔女を否定しない限り、成立しない」
Ushiromiya Battler,「………………………」
,難しい話になってきたが、…つまりこういうことだ。
,例えば、過去の謎で俺が復唱要求してきたことの１つ。{n}「マスターキーの本数は５本である」。
,これは、５本しかないと主張するマスターキーが、本当に５本であることを確認するためのものだ。
,しかしこれだけでは、魔女の否定にはならないから青で宣言は出来ないのだ。だから、青で語るにはこう言わなくてはならない。
,“実はマスターキーの本数が５本を超えていた。犯人はその余剰の鍵で密室を出入りした！”
,……と、こうなって初めて、魔法で密室殺人を行なったと主張する魔女に、反論する義務が生まれるわけだ。つまり、推理の前提を確認するような復唱の要求には使えない。
,………それは、俺に相当の不利を強いることになるだろう。
,畜生…。これまでのゲームでベアトが俺を弄るように宣言してきた赤が、今じゃどれほど慈悲深いものだったのかと誤解しちまうほどだぜ……。
Ushiromiya Battler,「…くそ。仮に俺がある密室について仮説を立て、それを青で語ったとしても、ベアトがそれを最後の最後で否定してきやがったら、俺には次の仮説を立てる時間すらもねえってことじゃねぇか…！　このルールは最悪だ、俺にばかり不利だ…」
Ushiromiya Ange,「………また戦う前から屈服？　落ち着きなさい。ひとつの謎に対して、青は一度しか使えないとは言われてないわ。それがどういう意味かわかる？」
Ushiromiya Battler,「い、いや。……どういう意味だ…？」
Ushiromiya Ange,「これまでのあなたは、仮説をひとつ立てては魔女の顔色をうかがい、それが駄目だったらその時、改めて別の仮説を立てるという情けない戦い方だった。それじゃ魔女は追い詰められない」
Ushiromiya Battler,「じゃあ、どうやって戦うんだ……。………まさか…、」
Ushiromiya Ange,「えぇ、そうよ。……謎に点で挑むんじゃない。{i:面で襲い掛かるのよ}。あなた、以前のゲームで、推理の姿勢はそうあるべきだと自ら言ったわ」
,面で、襲い掛かる。そうさ、前に俺は自らそう言った。
,推理し謎を暴く行為は、遠くの的に矢を射るのに似ている。
,これまでの俺の戦い方は、矢を一本へろへろと放っては、当たったかどうか魔女に尋ね、外れていると言われては改めて弓を構え、再びへろへろと放つようなものだった。
,そんなんじゃ、当たるわけはねぇんだ…。{n}矢と例えるより、弾丸と例えた方がいいかもしれない。
,遠くの的に拳銃をパンパン撃っても、簡単には当たらないだろうさ。
,……なら、どうやって当てる？
,拳銃で駄目なら、……散弾銃さ！　単発の弾丸じゃなく、無数の弾丸を一度にぶっ放す“散弾”でブチかましてやるんだ…！
,散弾は散るから広範囲に着弾する。だから、鳥のような素早く小さい標的を撃つにはとても最適なんだ。
,そうさ、推理はピストルを単発で撃つかのように、１つずつしかしてはいけないなんてルールはない。
,……１つの仮説を立てたからといって、それだけで命中を期待するのは思考停止もいいところなんだ。
,大量の弾丸を、推理を一度にぶっ放し、面で着弾させ、それが一発でも的にブチ当たれば充分。
Ushiromiya Battler,「…………青、か。……なるほどな。お前の赤き真実が切れ味鋭い日本刀みたいなもんだとしたら、俺の青はどうやら、散弾銃。いや、……火力で魔女を蜂の巣にする機関銃だぜ」
{f:5:Beatrice},「下手な鉄砲、数撃ちゃ何とやらか。くっくっくっく！　そなたらしい、粗野な例えよ」
Ushiromiya Battler,「推理小説なんかのクライマックスはいつもこうだった。……名探偵が容疑者を一堂に集め、たったひとつの推理を披露して、それを華麗に当てて見せるんだ」
Ushiromiya Battler,「まるで、一本の矢で見事にリンゴを射抜くウィリアム・テルのようにだ。だからこそ、それが美徳みたいに誤解しちまってた」
,……そりゃあ華麗だろうさ。{n}一本の推理だけで華麗に真相を射抜けたら。
,だが、そんなのは現実的じゃない。
,現実の戦争を見てみろ。まさか、みんな塹壕から長い銃を出して、よーく狙って一発ずつ応酬してるとでも？
,違うだろ？！　連射する、撃ちまくる、弾幕で圧倒する！
,推理だってそうだったんだ。
,おかしな美徳のせいで、一つしか推理しちゃいけないような価値観に捕らわれていたんだ。
,俺たち人間には、あらゆる推理を、可能性を、無数にぶっ放すことが出来る！
,弾丸は想像力。思考停止は弾詰まりも同然だ…！{n}これまでの俺の情けない推理っぷりはまるで豆鉄砲。
,ひょろひょろと撃ってはベアトに赤で否定してもらい、次の弾をもらって込め直すような無様さだ。
,魔女が語る幻想の的を、……人間とトリックこそが真相であるとする、俺の“青き真実”が、想像力と火力で圧倒する…！
,それが俺の、右代宮戦人の戦い方…！
Ushiromiya Battler,「………お前のお陰で、俺の本当の戦い方がわかってきたぜ。ありがとうよ、グレーテル！！」
Ushiromiya Ange,「どういたしまして」
Ushiromiya Battler,「これまでの俺が情けなく思えてくらぁ。……あぁ、ベアトの言う通りだぜ。これまでの俺はハンデをもらって来た。そいつを認めるぜ…！！　新ルール、了解した！！　俺には俺の戦い方があるッ！　そいつを見せてやるッ！！」
{f:5:Beatrice},「くっくくくくくく！！　その意気や良し、気に入ったぞッ！　ならばさっそく使ってみるがいい、そなたの青き真実とやらを…！！」
Ushiromiya Battler,「……ああ、使ってやるぜ。この青き真実でお前が主張する、全員にアリバイがあるから魔女の犯行しかありえないという魔女説は打ち砕けるッ！！」
