Speaker,PS3 Japanese - Censored (JPC)
Ushiromiya Kinzo,「…………戦人か。今、思考が忙しい…。しばし沈黙せよ……」
,金蔵は背中を向けたままそう不機嫌に言い放つ。
,どうやら、来客とチェスを楽しんでいるようだった…。
,対戦相手が絶妙な一手で切り返してきたらしい。{n}金蔵は時に笑い、時に呻きながら、熟考を楽しんでいるようだった…。
{f:5:Beatrice},「３０年考えた。……この一手をどう切り返すか、３０年考えたぞ…。楽しめ、３０年を寝かせた我が一手を楽しめ」
Ushiromiya Kinzo,「……ふっふふふふふふふ。誠にこの一手は味わい深き熟成された一手よ。……楽しい楽しい…、くっくくくくくくく、はっはっはっはっはっはっは…！！　敵わぬ敵わぬ」
Ushiromiya Battler,「……こ、…………これは、………何だってんだ………ッ、」
{f:5:Beatrice},「来たか、戦人。しばらく待て。金蔵のために沈黙を。…まだリザインは早いぞ、金蔵？　妾ならもう数手は切り返せる。くっくっくっくっく…！」
,その魔女とは、……初対面のはずだった。
,しかし、…俺はこの魔女を知っている。{n}初対面なのに、…肖像画の中で、……知っている……！
{f:5:Beatrice},「源次。戦人のために飲み物を振舞え。この男により相応しきヤツは何か…？」
Ronoue Genji,「……若き日よりお館様が愛されている、いつものあれを」
{f:5:Beatrice},「それが良いぞ、振舞ってやれ。……よくぞ来たな右代宮戦人。まずは座れ」
{f:5:Beatrice},「………そなたは妾の名を何度も呼んだな？　それに免じ、妾との面会を許した。…そしてお前は妾に何を聞く？　何を尋ねるのか？」
{f:5:Beatrice},「……黄金郷の扉はもうじき開かれる。魔女たちを迎え入れての妾の復活を祝う宴はもうじきだぞ。…それまでの間、お前の問いにいくらでも答えてやろう」
Ushiromiya Battler,「き、……聞きてぇことは山ほどあるッ！！　この島で何が起こった！　そしてどうしてこんな事件が起こった？！」
Ushiromiya Battler,「密室についても聞きたいッ！！　礼拝堂は？！　朱志香の部屋は？！　使用人室は？！　夏妃伯母さんの部屋は？！　そして客間は？！」
Ushiromiya Battler,「聞きたいことはまだまだあるッ！！　魔女の正体は！！　本当にベアトリーチェは魔女なのかッ！！　何が目的だ、俺たちに何をさせたい、俺をなぜここへ呼んだんだッ！！　答えろ全てだッ！！！」
Ushiromiya Kinzo,「えええぇいやかましいッ！！　問えば答えは返るのかッ？！？！」
{f:5:Beatrice},「そう言うな金蔵。脆く儚いクモの巣も、ヘロデの王から守ってくれることもある。……この世に無駄なものなどないように、無駄な質問もまたない」
{f:5:Beatrice},「良い良い、全ての質問に答えようぞ。……ただし、条件がひとつだけある」
Ushiromiya Battler,「何だ」
{f:5:Beatrice},「全てを聞き、妾の存在に納得できたなら。…………跪き、妾の靴にキスをせよ。お前を屈服させたくて、妾はここへ呼びつけたのだから」
{f:5:Beatrice},「…妾と金蔵は賭けをした。金蔵が次の手を閃くのと、妾がそなたを屈服させるのとどちらが早いかだ。負ける気はせぬぞ。くっくっくっくっくっくっく…！」
Ushiromiya Battler,「…で、…………でけぇ口を叩きやがって！！　あぁいいぜ。俺を納得させて見ろよ。…お前が間違いなく魔女さまで、不思議でステキな大魔法を使えるってことを納得させてみろよ！！」
Ushiromiya Battler,「屈服したなら、キスでも何でもくれてやるッ！！！」
,魔女はくっくっくと小気味良さそうに笑う。{n}そして、男に二言はないなという目で嫌らしく睨みつけてくる…。
{f:5:Beatrice},「良くぞ言ったッ！！　さぁて、どの問いから答えようか？！　全て答えるぞッ！！　さぁまずは何からだッ？！？！」
