Speaker,PS3 Japanese - Censored (JPC)
,戦人がここにいないということは、戦人に話を聞かずとも、全てを知ることは出来る、という意味だろうか。
,あるいは、わざと核心だけを伏せて、遠回りをさせるだけの、魔女の気紛れ遊びか。
Willard H. Wright,「いねぇってことは、……とりあえず今は、ヤツの話を聞く必要はねぇってことだろう。……真里亞たちに話を聞こう。……スケベな話はしねぇからな、しりをつねるんじゃねぇぞ」
Ushiromiya Lion,「なら、ほんの少し、言葉を選ぶだけでいいのに」
,理御は小悪魔的に笑いながら、人差し指と中指で、宙をつねるような仕草をして見せる。
Ushiromiya Jessica,「おや、次期当主サマだぜ。クソジジイの介護はもういいのかよ？　………ふぎゃッ！」
,実に公平だ。朱志香の失言にも容赦ない。ウィルはちょっぴりだけ溜飲を下げる。
Willard H. Wright,「……そうか。蔵臼の子で次期当主ということは、……朱志香は妹に当たるんだな」
,朱志香は一人っ子ということに慣れていると、理御と朱志香の絡み合いは、とても自然なものに見えるはずなのに、わずかの違和感を拭えないものだ。
Ushiromiya Lion,「朱志香。もう少し妹らしい言葉遣いは出来ないのかい？　ついでに言うと、もう少し年頃の女性らしい言葉遣いにも気を付けてみるべきだね。あと、次期当主サマなんて呼び方は嫌いだって、いつも言ってるよ」
Ushiromiya Jessica,「う、うぜーぜ！　私は私らしく生きてらぁ！　次期当主サマみてぇに、お上品に生きてたら、息が詰まっちまわぁ…！」
Ushiromiya Jessica,「ひィ？！　痛い！　痛ててたたた！！　やめてッ、つねんないでッ！　妹イジメッ、変態ッ、反対ッ、痛い痛い！」
Ushiromiya Lion,「朱志香ッ！　お客様もいらしてるというのに、どうして君はそういう言葉遣いなんだ…！　また、母さんに言いつけられたいかな？！」
Willard H. Wright,「………あれはあれで、仲睦まじいな」
Ushiromiya George,「理御は次期当主として、非の打ち所のない素晴らしい人だからね。……まぁ、素晴らし過ぎて、朱志香ちゃんの気持ちもちょっぴりわかるかな」
Willard H. Wright,「何をしても比較される。だからグレると？」
Ushiromiya George,「もし、朱志香ちゃんが一人っ子として生まれてたら、きっと落ち着きのある、深窓の令嬢になってたと思う。……あはは、それは面白い想像だね」
Willard H. Wright,「安心しろ。あの性格は一人っ子でも変わらねェ」
Ushiromiya Maria,「譲治お兄ちゃん、……この人、だぁれ？」
Ushiromiya George,「あなたとは初対面ですよね？　でも、右代宮家にはお詳しそうだ。僕は譲治。彼女は真里亞。よろしく」
Willard H. Wright,「ウィルだ。ベアトリーチェについて、調べている。知っていることを聞かせて欲しい」
Ushiromiya Maria,「ベアトリーチェ？！　うー！！　ほらね？！　ベアトリーチェはいるの！　うーうーうー！！」
,初対面の男に怪訝な表情を浮かべていた真里亞も、その口から大好きな魔女の名が出て、すぐに瞳を輝かせ出す。
Ushiromiya George,「ほら、真里亞ちゃん。お客様にちゃんとご挨拶をしないと」
Ushiromiya Maria,「こんにちは！　右代宮真里亞と申しますっ、うー！　ベアトリーチェを知ってる人がいて嬉しい。握手ー、うー！」
Willard H. Wright,「ん」
,真里亞の小さな手に、不意に握手を求められ、ウィルも咄嗟にそれに応じてしまう。
,すると、……二人の握り合う手の隙間から、眩い光が漏れ出すのを感じた。
,ベルンカステルの与えた、観劇者の力が真里亞に働いているのだ。
Ushiromiya Maria,「ベアトリーチェはね、六軒島の魔女なの…！　いつもね、真里亞が六軒島に来る度に、一緒に遊んでくれるの！　真里亞のね、一番のお友達で、マリアージュ・ソルシエールの仲間なの！　うー！！」
,光がどんどん強くなっていく……。
,今度は、真里亞の世界に引き込まれていくのを感じていた…。
,私は右代宮真里亞。ママは楼座。パパは、………ない。
,ずいぶん昔に、これが真里亞のパパよ、とママに男性の写真を見せられた気はする。
,それは海辺の写真で、よく日焼けした水着姿の男性が写ってたような気がする。
,……パパという意味がわかるようになって、その写真をもう一度見たいとママにいったら、そんな写真はないと言われた。
,いいや、あったはず。こんな写真だったと絵を描いてみせたら、ママはとても怒り出して、そんな写真はない、あっても捨ててしまったと酷く怒られた。
,それ以来、真里亞のパパは、知らない、いない、じゃなくて、……ない、になった。
Ushiromiya Maria,「……知ってる？　パパとママがいないと赤ちゃんが出来ないって言われてるけど、それは嘘なんだよ」
Willard H. Wright,「処女懐胎か」
Ushiromiya Maria,「“見よ、乙女が身篭って男の子を産むであろう。その名はインマヌエルなり”。……真里亞はもし男の子に生まれていたなら、それが名前だったかもしれない」
Willard H. Wright,「マタイ伝１章２０節」
Ushiromiya Maria,「違うよ、２３節。２０節は“かくて、これらを思い巡らす時、御使いが夢に現れて言った。ダビデの子、ヨセフよ。妻マリアを迎えることを恐れるな。その胎に宿る者は聖霊によるものなり”」
Willard H. Wright,「……お前の父親は聖霊だというわけだ」
Ushiromiya Maria,「パパがいるのが当り前だとみんなに言われた。パパがいないなんて、おかしい、変な子だ、可哀想な子だと言われた」
Ushiromiya Maria,「でも、ママに聞いても、パパなんかいない、知らない、存在しないと言われた。聞くだけで怒られて叩かれた。だから真里亞は、……自分が誰から生まれたか、よくわからなくなった」
Ushiromiya Maria,「……真里亞はニンゲンとして正しくない、未熟で不正な存在。みんなとは違う、おかしな、可哀想な子だと気が付いた」
Willard H. Wright,「親も他人も関係ねェ。お前はお前だ」
Ushiromiya Maria,「それを、未熟な幼児に教えるのは、きっと難しかったろうね。ひょっとしたら、幼稚園の先生は、いじめられて泣く私にそう諭してくれたのかもしれない。……でも、そんな慰めでは、私の心の空白、……うぅん、疑問。どんな言葉も、私の疑問に答えてはくれなかった」
Willard H. Wright,「その疑問に答えたのが、ザ・ブックだというのか」
Ushiromiya Maria,「神父様がね、来たの」
,子供にありがたいお話を聞かせて、心を豊かにする授業の一環だったと思う。
,多くの子供たちにとって、それは先生が聞かせてくれるおとぎ話と違いはない。……うぅん、小難しい分だけ、私たちは退屈していたと思う。
,最後に、神父様が言ったの。
Willard H. Wright,「神は、何でも知っている、か」
Ushiromiya Maria,「うん。だから真里亞は聞いた。……真里亞にはママしかいない。パパは、ない。パパがなくても、真里亞はママから生まれてきた。それは、おかしくて悲しいことなの？、って」
,神父様は教えてくれた。{n}パパがいなくても、おかしくはないんだよと。
,だって、イエス・キリストは処女懐胎で産まれた。
,産んだのは、……聖母、マリア…？
,びっくりした！
,私に与えられた真里亞という名は、始めから答えを示していたからだ。
Ushiromiya Maria,「だから真里亞はびっくりして神父様に聞き直したの。……聖母マリアは、ひとりで赤ちゃんが産めたんだ！　って。じゃあ真里亞もひとりで、赤ちゃんが産めるの？　って」
Willard H. Wright,「神父は何と答えた」
Ushiromiya Maria,「聖母マリアが赤ちゃんを身篭れたのは、聖霊のおかげだからって。マタイ伝１節２０章、後段。“その胎に宿る者は聖霊によるものなり”。……またまた、真里亞はびっくりした！　これはどういうことだと思う？！」
Willard H. Wright,「……お前はこう解釈した。右代宮真里亞にはニンゲンの父はいない。……本当の父は、聖霊だと」
,本来の聖書の意味はともかく。……父親がいないことでアイデンティティを保てない、幼き悲しい少女は、そこに初めて、自己の理解を見出したのだ。
Ushiromiya Maria,「それを知った時、私はなぜ、他の子たちと自分だけが違うのかを理解したの！　私を馬鹿にするみんなはヨセフの子。でも私だけは違った！　私はみんなより劣ってなんかいない…！　私は神の子、聖霊の子だった！！　帰ってママに話したよ。真里亞にはパパなんていない。ママはママで、真里亞は神様の力で生まれてきたんだよって」
,楼座にとって、真里亞に父親を尋ねられることは、辛いことだったろう。
,みんなにはパパとママがいるのに、どうして真里亞にはいないの？
,それを聞かれる度に、楼座は感情的な怒りでそれを誤魔化してきた。
,……それが、どういうわけか、真里亞が勝手に納得してくれたのだ。
,自分にはパパなどいない。ママと神様の子だと。
,幼い少女が、聖書より見出した自己の解釈を、楼座が抱擁して受け入れたことは、想像に難くない……。
Ushiromiya Maria,「ベアトは宇宙を生み出す最小の人数を、２人だと言った。私はこれを、両親がいないと子は成せないという意味だと感じた。……その時、私は思ったの。ベアトは魔女だけれど、ニンゲンから生まれた魔女なんだ、って。ベアトは聖霊の子じゃない」
Ushiromiya Maria,「でも、私は違う。ママだけから生まれた。聖霊から生まれた！　………ベアトは、私と一緒じゃなきゃ宇宙を作れない。でも私は、“{i:神は我らと共にある}”。私１人でも、聖霊とともに宇宙が作れる！」
Ushiromiya Maria,「ベアトは私を原初の魔女と呼んだ。そしてやがては、１人で全てを生み出せる造物主になれるよと言ってくれた。私が１人で、無から有を創造する！　それをベアトが無限に膨らませる！　縁寿はそれを受け継ぎ、語り広げる魔女の使徒だった！」
Willard H. Wright,「マリアージュ・ソルシエールか」
Ushiromiya Maria,「一と無限は大きく違う。だからベアトは偉い。でも、無と有の前には、一も無限も同じ有でしかない。私は世界で一番の魔女、うぅん！　世界で一番偉い、造物主になることを約束されていた子…！」
Ushiromiya Maria,「マリアージュ・ソルシエールは、そんな私を温める卵の巣！　私は、右代宮真里亞！！　神と共にある真里亞！！」
,……真里亞が止め処なく語り出すそれは、真里亞のアイデンティティを宇宙と捉えるなら、……まさにビッグバンなのかもしれない。
,父親が存在しないことで、自分の解釈に苦しんだ少女は。……偶然、聖書の中で、そんな自分に正当性を暗示するような行を見つけ、初めて自己を理解した。
,クラスで自分だけがおかしいと自らを蔑んだ悲しみの少女は、ようやく自分の意味を知ったのだ。
,その時、無だった真里亞の宇宙は、高温高圧のエネルギー体として生まれた。
,………それがやがて六軒島で、ベアトリーチェを名乗る、無限の魔女と出会い、……そのエネルギー体をビッグバンさせて、彼女らの魔法大系が誕生した。
,……それが、マリアージュ・ソルシエールという、宇宙なのだ。
Willard H. Wright,「………………………。……話が少し飛躍し過ぎだ。順を追おう」
Ushiromiya Maria,「うん、いいよ。どこから？」
Willard H. Wright,「自分は聖霊の子だと解釈したお前が、そこから次第にオカルトに傾倒していくことは容易に理解できる。………そこからだ。そんなお前が、ベアトリーチェとどこで出会い、どのように交流していったか」
Ushiromiya Maria,「それは本当にある日、突然の、唐突なこと。………六軒島に住まう、ベアトリーチェという魔女に、私は会ってみたかったの。同じ魔女として」
Willard H. Wright,「その頃にはもう、自分が魔女という自覚があったのか」
Ushiromiya Maria,「あった。その頃には、聖書とオカルトでは、大人にも負けないくらいの知識があったから。だから私は、魔法は使えずとも、自分を魔女だと信じてた。……きひひひ、ちょっと滑稽だね。だから、私は魔女見習いなの」
Willard H. Wright,「いつ、ベアトリーチェと出会った」
Ushiromiya Maria,「よくは覚えてない。でも、その出会いはよく覚えてる。それは、とてもとても唐突だった」
Ushiromiya Maria,「…………え？」
{f:5:Beatrice},「そなたが、………右代宮真里亞か」
,それは、あまりにあまりに、とてもとても。……唐突な出会い。
,だって、私は、蔵臼伯父さんと大切な話があるから、お庭で遊んでいなさいとママに言われて。ひとりぽつんと屋敷を追い出されて。……こうして薔薇庭園の東屋でミルクティーを飲んでいただけなのだから。
,いつの間にか、……彼女はそこに座っていたのだ。{n}私のことを、そなたなどと呼ぶ人を、私は知らない。
,すぐに、彼女は、私の知らない誰かだと直感する……。
Ushiromiya Maria,「……あなたは、だぁれ？」
{f:5:Beatrice},「会いたいと言ったのはそなただ。妾の島に、魔女が訪ねてくるから出迎えてやったというのに、そなたは妾の名を問うというのか。くっくっくっく」
Ushiromiya Maria,「………………ベアト……リーチェ……？」
{f:5:Beatrice},「如何にも。妾が、ベアトリーチェである」
Willard H. Wright,「確かに、唐突だな」
Ushiromiya Maria,「うん。とっても。………魔女や精霊は、いつだって私たちの側にいる。彼らが姿を見せようとしないだけで。そして、彼らが姿を見せたなら、……それはあまりに唐突に、そして当り前に、そこにいる。……私はそれをまさに知ったの」
Willard H. Wright,「そして、ベアトリーチェと友達に？」
Ushiromiya Maria,「うん。彼女は、ママの用事が終わるまで、ずっと私とお喋りをしてくれた。魔法の話や、魔女の話。真里亞が聖霊の子であることも」
Willard H. Wright,「……その時のベアトリーチェの印象は？」
Ushiromiya Maria,「こういっては悪いけど。知識だけなら私が上だった。最初は彼女のことを、大した魔女じゃないと見下しかけた」
Ushiromiya Maria,「……まぁ、それは私の自惚れ。魔法大系には色んなものがある。ましてや私のそれは独学。ベアトの魔法大系とは異なったから、私が一方的にそういう印象を持ってしまったんだろうね。すぐにそれを後悔して謝ることになるの」
Willard H. Wright,「謝る？　………ベアトリーチェが何か、お前の尊敬を勝ち取ることをしてみせたのか。…………なるほど。魔法を、見せたというわけか」
,私たちは浜辺へ移り、パラソル付きテーブルでたくさんを語り合った。
{f:5:Beatrice},「なるほど。……真里亞。そなたは実に勤勉だ。その歳で、千年の魔女の妾にそれだけの講釈を出来るとは、実に尊敬に値する。………して、そなたは何の魔法を使えるのか？」
Ushiromiya Maria,「……魔法？」
{f:5:Beatrice},「そなたが魔女を語るならば、魔法のひとつも見せられるであろうが」
,私は、きょとんとしてしまった。{n}それは、何て当り前の話だろう。
,私は聖霊の子で、オカルトを勉強したからニンゲンではない、魔女だと。その日まで当り前のように強く確信していた。
,だから、どんな魔法が使えるのかと聞かれ、私は呆然としてしまった…。
{f:5:Beatrice},「魔法を知り、語るに至ってようやく見習いよ。……そして、それを魔法という形で実践できてこそ、魔女というものではないか？」
Ushiromiya Maria,「……真里亞は、………まだ、魔女じゃないの……？」
{f:5:Beatrice},「よく学んでいる。そして、類稀な才能も感じる。そなたはやがて、妾など足元にも及ばぬ偉大な魔女、……あるいはそなたが言うように、造物主の座にさえ上りつめるだろう。しかし、まだ幼く、若い。………そなたは、そう。見習いだ。魔女の見習いというところよ」
Ushiromiya Maria,「じゃあ、ベアトは魔法を使うことが出来るの？」
{f:5:Beatrice},「無論であるとも。魔法を使えずして、魔女を名乗ることなど出来ぬわ」
Ushiromiya Maria,「すごい……。……見せてっ！　ベアトの魔法、見せて！！」
,真里亞は、自分が聖霊の子という、魔法的な概念を、今日まで疑ったことはない。
,……しかし、オカルト的事象が実在することを、他人によって示されたことはない。
,真里亞は宇宙を１人でも生み出せる。……しかし、より強く信じるために、もう１人を欲した。
{f:5:Beatrice},「かつての妾ならば、空に虹をかけ、それを七色のキャンディに変えて自由にかじらせることも出来た。しかし今の妾は姿を保つことさえ満足に出来ぬほどに衰えている」
Ushiromiya Maria,「さっき聞いた。あの鎮守の社のせいで、力が出せないって」
{f:5:Beatrice},「力を取り戻すにはかなりの時間をかける。虹をキャンディにしてやることは今は出来ぬ。……しかし、ささやかな魔法にて、その一端を見せることは出来ようぞ」
Ushiromiya Maria,「見たい…！　ベアトの魔法、見たい…！！」
{f:5:Beatrice},「良かろう。しかし、そなたにも協力を求めねばならぬぞ。先ほども言った。如何にそなたが穢れなき魂を持とうとも、ニンゲンはもはや穢れ、魔法を拒む毒素に満ちていると」
Ushiromiya Maria,「うん、聞いた。反魔法の毒素があるって聞いた。真里亞の読んだ本には載ってなかった。だからそれを知ってるベアトはすごい」
,ベアトリーチェは空のティーカップを取ると、種も仕掛けもございませんとでも言うように、それを真里亞の前でくるくると回す。
Willard H. Wright,「伏せたカップに、キャンディが現れる魔法か」
Ushiromiya Maria,「どうしてわかるの？！　ウィルはすごいね、魔女の使う魔法もわかるんだね！」
Willard H. Wright,「…………魔女の魔法の、基本だからな」
Ushiromiya Maria,「カップは何の仕掛けもない、普通のカップだったよ。私は見たかった。本当の魔法を見たかった」
,真里亞は欲した。
,自分がオカルト的存在であることを信じるために、自分以外のオカルトを欲したのだ。
,だから、ベアトリーチェの魔法に、協力した。
,自分の毒素で、魔法の奇跡を知ることの出来る機会を、失わないために。
{f:5:Beatrice},「良いぞ。……さぁ、そのカップを開けてみるがいい」
Ushiromiya Maria,「…………あ。……キャンディだっ。……キャンディだ…！！」
{f:5:Beatrice},「妾からそなたへの挨拶代わりと、新しき魔女との出会いと友情に、それを贈ろう」
,これが、本当の魔法の奇跡。{n}私は初めて、自分の自惚れを悔いて、恥じた。
,自分だけが聖霊の子で、世界でもっとも偉くて特別でといった、自分だけの万能感が一気に晴れていくのを感じた。
,……何も出来ない聖霊の子なんかより。私は魔法が使える魔女の方がいい…！
,右代宮真里亞は、魔女になりたい…！！{n}まずは魔女の見習いから始めたい！！
,もう私はベアトに夢中だった。
Ushiromiya Maria,「真里亞も本当の魔女になりたい！　ベアトの弟子になりたい！！」
{f:5:Beatrice},「謙遜を。そなたには充分な才能と日々の精進があるぞ。それに、かつての力のある妾ならともかく、この程度の魔法しか使えぬ衰えた妾では、弟子を持つことなど出来ぬわ」
Ushiromiya Maria,「……真里亞は魔女の弟子にはなれない……？」
{f:5:Beatrice},「うむ。妾の弟子には出来ぬ。……しかし、友人にはできる」
Ushiromiya Maria,「本当…？！」
{f:5:Beatrice},「うむ。妾とそなたは、これより友人だ。これからも共に、深き魔女の世界を語り合おうではないか」
Ushiromiya Maria,「うー！！！　ベアト、ありがとう！！　このベアトのキャンディ、食べてもいい？！」
{f:5:Beatrice},「いいや、それは土産にせよ。食べずに、そなたの可愛らしい鞄に納めよ」
Ushiromiya Maria,「うん。おうちで食べる…！！　うー、うーうーうーうー！！」
{f:5:Beatrice},「真里亞。そのキャンディは、魔法で生み出されたものだ。ゆえに、脆い。そなたが妾の存在をその毒素で否定したなら、溶けて消えてしまうだろう」
Ushiromiya Maria,「うー……。嫌だ。ベアトからもらった大切な魔法、消えるの嫌だ」
{f:5:Beatrice},「ならば、妾という魔女に出会ったことを、決して忘れてはならぬぞ。……そなたが妾とのささやかな約束を守る限り、そなたがまたこの島へ来る時は、再び妾がそなたを迎えようぞ」
Ushiromiya Maria,「うー！　守るっ。約束って何？！」
{f:5:Beatrice},「まずはそうだな。家へ帰ったら手を洗う。うがいをする。面倒臭がってはならぬぞ、魔女見習いの立派な修行のひとつであるぞ」
Ushiromiya Maria,「守る！　毎日、お家に帰ってきたら、手を洗う！　うがいをする！　そうしたら、また会ってくれる？！」
{f:5:Beatrice},「約束しようぞ。そなたが妾との約束をきっちり守れたなら、そなたの体は清められ、妾もさらに魔力を取り戻す。……さすれば、次に来る時は、より素晴らしい魔法を見せようぞ」
Ushiromiya Maria,「うー！　約束守る！　絶対！！　真里亞はなる！　ベアトの友達になって、魔女見習いになる！」
{f:5:Beatrice},「良き心掛けであるぞ、右代宮真里亞よ。そなたが早く一人前の魔女になって、妾の良き友人に成長してくれることを、心より願っている」
Ushiromiya Maria,「これが、私の初めての、ベアトリーチェとの出会いだったと思う」
Willard H. Wright,「そのもらった飴は、家に帰っても、ちゃんとあったか…？」
Ushiromiya Maria,「うん。……でも、その存在を少しだけ疑ったから、飴は溶け掛かっていた。私は彼女を疑いかけたことを後悔したよ」
Ushiromiya Maria,「もし、もっと疑っていたら、飴は消えてなくなっていたに違いない。そしたら私は、目の当たりにした魔法の奇跡の証拠を、失うところだった」
Willard H. Wright,「飴が、溶けていたのか？」
Ushiromiya Maria,「飴、というよりはキャラメルだったと思う。溶け掛かって、ぐにゃぐにゃだった」
Willard H. Wright,「それは何月頃の話だ」
Ushiromiya Maria,「詳しく覚えてない。でも、ミルクティーがアイスだったことは覚えてる。……それが何？」
Willard H. Wright,「何でもない。……ベアトリーチェに出会ったことは、楼座には話したのか？」
Ushiromiya Maria,「うん。その日のお夕飯の時にみんなに話した。蔵臼伯父さんに笑われた。そしたら隣の席のママに、その話は終わりにしなさいって怒られた。…うー」
Willard H. Wright,「隣の席…？　序列上、お前の席は楼座と隣り合わないはずだ」
Ushiromiya Maria,「親族会議じゃないもん。ママと真里亞だけが訪ねた時の話。だから、蔵臼伯父さん一家全員と、ママと真里亞しかいない。席は詰めるから、親族会議の時とはお席がちょっと違うの」
Willard H. Wright,「………………………。………お前の隣の席に、楼座だったんだな？」
Ushiromiya Maria,「うん。……それが何？」
Willard H. Wright,「………何でもない。……ベアトリーチェと、六軒島以外で会ったことは？」
Ushiromiya Maria,「ないよ。だってベアトは体が希薄で、自由には動けないんだもの。真里亞の体に乗り移ってもいいよって言ったけど、島からは離れられないから出来ないって言ってた」
Willard H. Wright,「その後は、六軒島へ行く度に会っていたということか」
Ushiromiya Maria,「うん。私たちは大の仲良しになった。ベアトと話せば話すほどに、彼女は本当にすごい魔女だと思い知ったよ。彼女は会う度にいつも素敵な魔法を見せてくれた。そして、私とは異なる魔法大系を聞かせてくれて、二人で魔法の深遠を語り合ったよ」
Ushiromiya Maria,「私は、早く彼女の高みに上りたいと思った。ベアトのような魔女の域に達したいと願った」
Willard H. Wright,「ベアトリーチェを、母親に紹介したことは？」
Ushiromiya Maria,「ないよ。ママは毒素が強過ぎるからまだ会えないって言ってた。……大人はほとんどダメだって。みんな汚れてるから。きひひひひ」
Willard H. Wright,「お前以外に、ベアトリーチェの姿を見ることが出来た者はいるのか」
Ushiromiya Maria,「最初は無理だった。魔力が弱いからね、毒素に少しでも近づくと体が壊れてしまう、って。……でも、次第に魔力を蓄えて、真里亞以外の毒素の少ない人の前にも現れられるようになったよ」
Willard H. Wright,「それは誰だ」
Ushiromiya Maria,「うーーー……ん。……あんまり多くない。使用人の一部の人だけだった」
Willard H. Wright,「具体的には？」
Ushiromiya Maria,「今日いる使用人全員。……うー？　郷田さんは違うと思う」
Willard H. Wright,「つまり、源次、紗音、嘉音、熊沢、の４人ということか」
Ushiromiya Maria,「あと、南條先生も」
,真里亞とベアトリーチェの魔女のお茶会には、時折、彼らが訪れたことがあるという。
,もちろんそれは、お茶のお代わりを持ってきたという程度の、ささやかなものだ。
,しかし、彼らは確かにベアトリーチェを認識し、言葉を交わした。
Willard H. Wright,「……使用人たちは、ベアトリーチェとはどう接していた。存在しないはずの客人だ。驚いたりはしないのか」
Ushiromiya Maria,「しないよ？　だって、ベアトリーチェはお屋敷のもう１人の主だもの」
,使用人たちはベアトリーチェに対し、賓客であるかのように持て成したという。
,そして時に、新しい魔法の奇跡に真里亞と共に立ち会うことを許されていたという。
Willard H. Wright,「つまり、１９８６年の六軒島で、ベアトリーチェに実際に会えたのは、郷田を除く使用人４人とお前と南條の、合計６人だけだったということか」
Ushiromiya Maria,「うん。ベアトも、それ以外の人の前に現れるには、もっともっと魔力を蓄える必要があると言ってた」
Willard H. Wright,「つまり、それ以外の人間の前にも、やがては姿を現すつもりだったわけか」
Ushiromiya Maria,「うん。全てのニンゲンたちに自分を認めさせる日こそが、自分の復活の日だって言ってた」
Willard H. Wright,「………………………………」
,真里亞と使用人たちと南條の６人は、認めた。
,反魔法の毒素の薄いニンゲンから順番に、姿を現したということだろう。
,自分を認識出来るニンゲンを少しずつ増やし、島の全員に自分を認めさせるのが、ベアトリーチェのゲーム、ということに違いない…。
,だとすると、ベアトリーチェに、もっとも魔法抵抗力が高いと言わしめた戦人の前には、一番最後に現れることになったわけだ。
,……戦人に自分を認めさせるのが一番難しいと、ベアトリーチェは思っていたということか……？
,やはり、ベアトリーチェにとって、戦人が一つのゴールだったことは事実のようだ。
,……しかし、戦人の好むチェス盤理論によるならば。
,己が存在を認めさせたいベアトリーチェとは即ち、認めさせねば、存在を持たない人物だと言える。
,その推理は、第１のゲームの時点で、戦人も至っている。
,やはり、１９８６年のベアトリーチェは何かが違う。
,紛れもなく存在した、イタリア人のベアトリーチェや、九羽鳥庵のベアトリーチェとは違う。
,これほどまでにミステリアスな知名度を持ちながら、存在を持たない、１９８６年のベアトリーチェ。
,存在を持たないベアトリーチェを、“殺す”とは、どういう意味か。
,………宇宙を生み出す最少人数は２人。
,しかし、産むだけなら１人でも出来ると、真里亞は言った。
,しかし、真里亞は２人目を欲した。１人で産んだ世界を育む２人目を欲したのだ。
,産んでも育まねば、死んで消えるから？
,………宇宙を、ベアトリーチェに置き換えてみよう。
,ベアトリーチェを生み出す最少人数は２人。
,しかし、産むだけなら１人でも出来る。
,しかし、その１人は２人目を欲した。自分が産んだベアトリーチェを認める２人目を欲したのだ。
,その２人目との出会いが、今の真里亞の話なのだ。
,ベアトリーチェを生み出した１人は、２人目に認めさせようとして、真里亞をその２人目に選んだのだ。
,古戸ヱリカの心ない推理を待たずとも、ティーカップの魔法は手品だとわかる。
,反魔法の毒素の話を鵜呑みにした真里亞は、魔法に対し、目を閉じたのだ。
,相手が目を閉じてくれれば、どんな手品だって魔法に出来る。
,……魔女との出会いの証といって与えられたキャラメルは、真里亞が少し疑ったため、少し溶けていた。
,ミルクティーをアイスで飲む季節に、鞄の中にキャラメルを入れっぱなしにすれば溶けるのは当り前だ。
,純粋過ぎて話を鵜呑みにしやすい少女、右代宮真里亞。
,魔女の言うところの、反魔法の毒素の極めて薄い彼女の前に、まずベアトリーチェは現れ、己が存在を認めさせた……。
,１人でベアトリーチェを産み出すことが、卵を産むことと考えるなら、１人で産んだだけでは、妄想と同じ。卵の中も同然だ。
,２人目に認められて初めて、殻を割り、現れる。{n}２人目に卵を温めてもらって、初めて、現れる。
,真里亞に認めさせることで初めて、ベアトリーチェは孵化し、雛が誕生したのだ。
,なら、ベアトリーチェとその魔法大系とやらを育むマリアージュ・ソルシエールは、まるで巣だ。
,六軒島の魔女を自称し、千年を生きたと自称する貫禄を持つ、ベアトリーチェ。
,………それは前回のゲームに登場した、雛のベアトよりは、姉のベアトに印象が近い。
,つまり真里亞の話すこの出会いは、姉ベアトの誕生の瞬間ということなのか…？
