Speaker,Umineko Project (UP)
{f:5:Beatrice},"""..................... ...I had been in that mansion since the time I was born. And I lived only inside the mansion. Of course, I was able to go out into the garden, but the area around the mansion was surrounded by a very tall fence, which I was unable to leave through, and I would be told severely that I mustn't leave."""
{f:5:Beatrice},"""......I could walk freely throughout the mansion and the garden, but my desire to take just one step outside those of my own accord was never granted."""
Ushiromiya Battler,"""...............What do you mean by that? ...Are you trying to say that, for as long as you can remember, you were always a bird in a cage?"""
{f:5:Beatrice},"""......I thought that was just how things were. After all, I had been living like that as far back as I could remember. I didn't even think to question it."""
Ushiromiya Battler,"""What in the world............are you?"""
{f:5:Beatrice},"""That's it. That is what I also hoped to know."""
Ushiromiya Battler,"""............Heh. I'm sure you'll say something like ""I wasn't a human, I was a witch"", right?"""
{f:5:Beatrice},"""No, that's not correct. Not {i:yet} correct. ......Or, should I say, it was {i:once} correct. ......I was constructed by Kinzo, a human built by a human. ...No, maybe I should call it a cage made of flesh."""
Ushiromiya Battler,"""What's that supposed to mean...? ...This is starting to sound weird."""
{f:5:Beatrice},"""......You probably won't believe it anyway. Listen first. .........I was a great witch who had lived for one thousand years. But at some time, I was summoned by Kinzo, ...and by his hidden arts, I was bound as his prisoner for eternity."""
Ushiromiya Battler,"""............Never heard that before. From what we hear in the Ushiromiya family, you were summoned by Grandfather, made something like a devil's contract with him, and gave him the gold."""
{f:5:Beatrice},"""Yes. That is correct. ...Then I was supposed to hide myself until the contract was over. But, .........well, it's tough being a popular woman. .........By some turn of events, Kinzo fell in love with me."""
Ushiromiya Battler,"""...Grandfather's nearsightedness must have gotten pretty bad. With astigmatism too, ihihi. To fall in love with you, of all things."""
{f:5:Beatrice},""".........Hmph. Well, to me it was supremely annoying."""
{f:5:Beatrice},"""...However, the power of {y:0:Human}{n:0:human}s is a frightening thing. He exhibited fearsome power and rooted me to this place. ...He said I wouldn't be freed until I nodded my head in agreement. ...Such an overbearing man."""
Ushiromiya Battler,"""Isn't that awesome. Everyone knows Grandfather's obsessed with the occult, but......who knew he had the power to root down the Great Witch {f:5:Beatrice}‐sama."""
Ushiromiya Battler,"""......Heh, ridiculous. You think I'd believe such a weird story?"""
{f:5:Beatrice},"""...As I thought, you don't believe."""
Ushiromiya Battler,"""All I believe is the fact that you lived in this hidden mansion in the middle of the forest. You are the 19th person on Rokkenjima, right?!"""
{f:5:Beatrice},"""......Indeed. Just as you imagine, this is deep in the forest of Rokkenjima. A hidden mansion not to be found from the outside world. Its name is {ruby:Nine Birds' Retreat:Kuwadorian}."""
Ushiromiya Battler,"""......Come to think of it, I heard that the guesthouse's real name was {ruby:Visitor's Retreat:Toraian}. ...I see, the naming sense is similar. ......So, you were Grandfather's lover, who lived here in secret. Isn't that right?!"""
{f:5:Beatrice},"""Lover isn't the right way to say it. ......You should probably call it Kinzo's unrequited love. I spoke of it just recently, correct? He fell in love with me of his own accord. He then courted me, but I rejected him."""
{f:5:Beatrice},"""......Then, I was shut up in this hidden mansion. .........No, I shouldn't say that I was shut up in the mansion. ......It would be more correct to say that I was shut up in this body."""
Ushiromiya Battler,"""............I have no idea what you just said at the end there."""
{f:5:Beatrice},"""You will just make fun of it and not listen, right? After all, you say that you don't believe in witches or magic. If you have no ears to hear what I tell you, saying it would be the pinnacle of foolishness."""
Ushiromiya Battler,"""........................... ......I'll decide whether I believe or not. ...After all, if I don't hear it, the story won't move on. Tell me. ...The story of your past."""
{f:5:Beatrice},"""Alright. .........I refused Kinzo when he courted me, but he was not a man to lose heart just because of that. He wanted to get my consent no matter what. He shut me up in this mansion, and spent an eternity trying to win my heart."""
Ushiromiya Battler,"""...He really is overbearing. No one likes a man who can't take a hint, right?"""
{f:5:Beatrice},""".........*cackle*cackle*. Regardless of whether I responded to his courting or not, to make a man so desperate for me was...well, as a woman, it wasn't unpleasant."""
{f:5:Beatrice},"""......However, I never nodded my head. I tried what I could to escape his restrictions, but that barrier was firm, and I couldn't break it."""
Ushiromiya Battler,"""......And then?"""
{f:5:Beatrice},"""After trying to resist in various ways, I eventually reached the conclusion that, to escape from Kinzo's barrier, I would have to throw away my body of flesh. ......The physical body is a vessel which carries many restrictions in terms of magic."""
Ushiromiya Battler,"""Throw away your body of flesh......? What's that? Something like an out‐of‐body experience?"""
{f:5:Beatrice},"""Well, if you want to think of it that way. However, I am not a spirit. Even though I am a witch, in the beginning, I was born with a human's body of flesh. So for me, throwing away that physical body, while it didn't mean the same thing as death, did require a corresponding level of resolve."""
Ushiromiya Battler,"""So in other words, ......you made up your mind that you couldn't be released except by suicide, is that what you mean?"""
{f:5:Beatrice},"""It wasn't suicide. It was nothing more than throwing away my body of flesh. ......Of course, becoming nothing more than soul is a precarious situation. When the soul leaves its body of flesh, it is constantly exposed to the strong winds of the sun. It was not easy even for me to maintain myself and avoid being scattered by them."""
{f:5:Beatrice},"""It was a final measure that I wanted to avoid if I could. However, there was no other way to break through Kinzo's barrier."""
{f:5:Beatrice},"""......*cackle*, after all, I am a free spirit. I couldn't stand being kept in a cage until Kinzo's life was over."""
,"I couldn't understand this story Beato kept going on about, about throwing away her body of flesh, as anything more than suicide."
,"Grandfather persistently courted her, and to escape from that, ......she chose her own death...?"
Ushiromiya Battler,"""...............So you're saying you committed suicide? What are you saying? Isn't that you, sitting carefree there in the garden chair?"""
{f:5:Beatrice},"""......That's right. That is the new cage I was given by Kinzo."""
Ushiromiya Battler,"""............Cage? You mean this mansion?"""
{f:5:Beatrice},"""No. I mean my body, relaxing in the garden chair over there. .........After I became a soul and tried to escape, even then, Kinzo had no intention of allowing me to escape."""
{f:5:Beatrice},"""...Yes, indeed, he is a frightening person. Normally, seeing the woman of your one‐sided desires take her own life should be enough to bring anyone to their senses, even if their love was a hundred years old. ......I suppose it makes him somewhat of a mage after all. ......*cackle*."""
Ushiromiya Battler,"""Don't try to speak in riddles with that incomprehensible witch‐girl talk. ...In short, what are you trying to say?"""
{f:5:Beatrice},"""That Kinzo didn't let me escape even after I became a soul. ......Human emotions are terrifying. That he would be able to exhibit this much power..."""
{f:5:Beatrice},"""Tying down a spirit of the dead...is not a level readily attained, even for a mage seeking that as his specialty. Because I knew that, Kinzo's fearful magical power shocked me then for the first time."""
{f:5:Beatrice},"""............Then Kinzo seized my soul and brought me back. However, a cage to hold a seized soul cannot be made, not from iron nor from lead. ......There is but one exception."""
Ushiromiya Battler,"""............What? You aren't going to say it was a magical cage or something, are you?"""
{f:5:Beatrice},"""Wrong. That body of flesh over there, just like yours or mine. ...Only a cage made of flesh and blood can tie a spirit down to this world. ......Kinzo shut my soul up once more into a cage of flesh built to be exactly like me."""
Ushiromiya Battler,"""..................... ...So in summary, is it something like this? Grandfather persistently courted you, you started to hate it, and you committed suicide, but you weren't clever enough to finish the job? ...Damn, you really took a roundabout way to say something like that."""
{f:5:Beatrice},"""No, that's wrong. My soul was shut up in the seed of a homunculus, and I was born out of a test tube."""
Ushiromiya Battler,"""Huh?! Ridiculous...! That's goddamn impossible and you know it!"""
{f:5:Beatrice},"""Kinzo accomplished even the miracle of creating life. And only to shut my soul up in that cage. ......That he would show such magical power simply because of his own love... A thoroughly terrifying person."""
Ushiromiya Battler,"""Aah, okay, it's really gotten to the point of ridiculousness now! Say whatever you want. I won't believe a word of it. Just do what you like, for hell's sake."""
{f:5:Beatrice},"""...............mh. ...What is this unpleasant attitude?"""
Ushiromiya Battler,"""Heh, in the beginning, I showed a little interest, thinking there might be some huge hint hidden, but the more I hear, the weirder this story starts to get. This is supposed to be a game about denying witches, but I get the feeling that I'm suddenly being made to just swallow a witch story."""
Ushiromiya Battler,"""Sorry, but I don't feel like listening to this any more. Just keep rambling on to yourself as much as you want. I'll just be here digging out some earwax or something."""
{f:5:Beatrice},"""..................... ......Hmph."""
,"When I started showing a cold attitude, Beato acted unusually discouraged."
,"Of course, her expression was still brazen...but I had the feeling that I was able to catch a glimpse of loneliness because I hadn't found the story of her past interesting, in that really easy to understand expression of hers."
,"......For some reason, that slight reaction made her seem pitiful, so even though I kept my couldn't‐care‐less attitude, I decided to humor her slightly."
,"Damn it, even though she's an irritating witch, I'm still weak against her because her chromosomes are XX..."
Ushiromiya Battler,"""......Well, I have absolutely no desire to believe you, but, ............keep going. I'll listen to your story in place of cookies."""
{f:5:Beatrice},"""So you treat the story of my past like cookies. ......You think that if you abuse me like that, I will just casually tell you...?"""
,"After I made fun of her, Beato reacted a little sensitively."
,"It looked like, even though making fun of people was her specialty, she was horrible at being made fun of by other people."
,"Just then, my cup of black tea suddenly made a sound, surprising me."
Ronove,"""......Milady's soul was seized and breathed into a cage of new life. In other words, Milady received life as a human once more."""
,"Before I had realized it, the demon butler had appeared and taken my cup, and was adding more black tea to it."
{f:5:Beatrice},"""Ronove. That is enough of that story. He says that it is too ridiculous to listen to. I now also feel ridiculous and have no intention of speaking."""
Ronove,"""Some new cookies are currently being baked. I thought that, until then, the story of Milady's past would be a perfect substitute. Pu ku ku...!"""
{f:5:Beatrice},"""I, ...I already said that I've had enough of talking about me! You are both unpleasant people. I'm leaving! Ronove, leave as soon as you are done serving. No idle talking with Battler."""
Ronove,"""Certainly. I will make an effort."""
,"Beato's confusing female short temper took hold of her, and she turned her body into gold butterflies, scattered, and disappeared."
,"After that, only Ronove and the scent of the black tea were left..."
Ushiromiya Battler,"""......I feel kind of bad for making her angry."""
Ronove,"""It appears that you are aware of it, so there is nothing more to be said."""
Ushiromiya Battler,"""Wait a second. Weren't you the one that pushed her over the edge?"""
Ronove,"""Pu ku ku ku. My, whatever could you mean? Would you care for some sugar and milk?"""
Ushiromiya Battler,"""...Just milk will be fine. ............And I also want some cookies."""
Ronove,""".........You are aware that baking the cookies will take some more time?"""
Ushiromiya Battler,"""There's a substitute, you said?"""
Ronove,"""......Certainly. If you would listen quietly, I will continue the story."""
Ushiromiya Battler,"""She said something about a homunculus. ...I know a bit about that. It's that thing, right? A manufactured human created with alchemy or something?"""
Ronove,"""Yes. Milady's soul was shut up in a homunculus, and she was revived into this world, receiving life again as a baby. ......However, because she was a baby, even if Kinzo tried to profess his love to her, it would be useless."""
Ushiromiya Battler,"""........................ .........You aren't saying.........Grandfather shut that baby up in this hidden mansion, until it grew to reach the same age?!"""
Ronove,"""Yes. That is what I am saying. However, while her soul was the same, a human spirit receives a strong influence from its vessel. Milady lost all of her memories of the past, and grew up as a very normal human girl."""
Ushiromiya Battler,"""And you're saying......that's the Beato sitting in the garden chair?"""
Ronove,"""Yes. That is correct. She grew to be completely identical. However, she did not possess her power as a witch. ......I must stress that Milady was a human."""
{f:5:Beatrice},"""................................."""
,"Beato, who was sitting in the garden chair, looking up at the sky, asked that same question again."
,She asked who she was.
,"...The meaning of those words was finally starting to click. She couldn't understand why she was living here, all locked up."
,"Grandfather had seized {f:5:Beatrice}'s soul, shut it up in a body of flesh, and then shut that up in a hidden mansion."
,"However, since she had lived here since the time she was born, she couldn't even understand who she was, or why she lived shut up in there..."
,"......W‐...wait, wait.{n}Who would take such a stupid story seriously?"
,"Why don't I change my interpretation?{n}...Essentially, couldn't it be something like this?"
,"Grandfather met {f:5:Beatrice}.{n}He then fell in love with her and courted her, but she didn't nod her head in agreement.{n}And so he got angry, and shut her up inside this hidden mansion."
,"{f:5:Beatrice} tried to escape, but no matter what she did, she couldn't succeed, ......so she finally chose her own death."
,"......And then, .........hmm."
,"...Maybe there was a girl that looked just like {f:5:Beatrice}, ...no, a baby."
,And Grandfather raised this child with care.
,But maybe Grandfather didn't view this child as his daughter.
,"""Shut my soul up once more into a cage of flesh""."
,"Those words probably meant......that he didn't view this kid as her child, but as her reincarnation. Maybe that's what it meant."
,"If you interpret it that way, even a story that weird might make a little sense..."
,...No no no. This might be some bullshit Beato cooked up to confuse me.
,"As if I could accept any of this...!{n}In the first place, ...Kuwadorian, was it?{n}There's no proof whatsoever that a hidden mansion actually existed."
,Couldn't this be something she just fabricated on the spot?
Ronove,"""{p:1:A hidden mansion called Kuwadorian does exist in the forest of Rokkenjima}. That is the place we were just talking about."""
Ushiromiya Battler,""".........Huh? R‐...red?!"""
,Ronove used the red to say that Kuwadorian actually existed.
,...Did that mean the same thing as the red Beato used?
Ronove,"""Even if I am not much of one, I am a demon all the same. ...Please keep this a secret from Milady, yes?"""
Ushiromiya Battler,"""...Y‐......yeah!"""
,"Beato, who knew I would try to trip her up, had grown extremely cautious when using red."
,To think that Ronove could also use that red...
,"Of course, it's the red of a crafty man. I don't know how far I can accept it, but anyway, I might be able to get some hint out of it......"
Ushiromiya Battler,"""So that Beato relaxing in the garden of Kuwadorian, ...and that conversation she had with Grandfather, were the truth?"""
Ronove,"""Yes. It is the truth. In the past, {p:1:the pair actually had a conversation like that in this place}."""
Ushiromiya Battler,"""Th‐thanks a lot. I'll ask for some more red. She said that she was born from a homunculus, but does that kind of unscientific, magical thing actually exist?!"""
Ronove,"""I am unable to answer that question. The reason is that it would cause a stalemate."""
Ushiromiya Battler,"""......A stalemate?? What do you mean?"""
Ronove,"""It's a chess term referring to a state in which, similar to a ""perpetual check"", any further progress in a game becomes impossible. This is the opposite of an endless repetition of moves, and refers to a situation in which all moves disappear, resulting in a kind of deadlock."""
Ronove,"""In chess this would lead to a draw, just as if there were a perpetual check. ...However, there is no draw in the game between you and Milady. Therefore, I am unable to answer in red any question that would bring about a stalemate."""
Ushiromiya Battler,""".........You're speaking in riddles by saying something I don't really understand, but when it comes down to it, you're just trying to trick me because you can't say in red that something magical like a homunculus exists, right?"""
Ronove,"""If I were to say in red that ""witches exist"", what would you do, Battler‐sama?"""
Ushiromiya Battler,"""...............mh. ......That's what we're having this big fight over whether or not to believe, right? If you told me that outright, there'd be nothing more to discuss. It'd be game over."""
Ronove,"""If I said ""witches exist"" in red, you would have no room for argument. However, since the reason would never have been made clear to you, Battler‐sama, you probably wouldn't accept it. However, after being told that in red, you would have no room for argument and would not have been shown any proof."""
Ronove,"""In this situation, Battler‐sama, even though you wouldn't be able to admit defeat, you would have no way to make a counterargument, and it would become a deadlock. Even though checkmate would not have been reached, no more moves would exist."""
Ronove,"""Since you would not be able to make your next move, it would never become Milady's turn, and the game would stop there for all eternity. As a result, Milady would be unable to force you to submit. ......That would be a deadlock situation."""
Ronove,"""In order to avoid that, I am unable to answer questions of this form in red."""
Ushiromiya Battler,"""......So, to cut to the chase, you mean that questions that leave no room for discussion are prohibited? Well, that makes sense, I guess. If I was told ""witches exist"" in red, I'd have to give up from the start."""
Ronove,"""I am pleased that you understand. I believe we might be able to work together if you ask a question of a different form."""
Ushiromiya Battler,"""......Can you respond to the repetition request she dodged? About the number of people on this island."""
Ronove,"""If Milady held back on the request, then of course I cannot respond. As Milady's furniture, I am unable to act too forward."""
,"Ronove made an exaggerated gesture, trying to act like a loyal retainer. This guy's so shameless."
Ushiromiya Battler,"""Tch. Just when I thought you might be useful."""
Ushiromiya Battler,"""......I'll give up on that and search for a different question. ...That's right. I was forgetting to check something important. .........This is a story about Beato's memories, right? When did it happen? It couldn't be happening right now, right?"""
Ronove,"""Correct. {p:1:This is the world of 1967}. It is the world of 19 years ago."""
Ushiromiya Battler,"""............Hmmmmm..."""
,Let's go through the story one more time.{n}I wonder if it couldn't be something like this.
,"Grandfather had a person with whom he fell in unrequited love, called {f:5:Beatrice}.{n}And he confined her in this hidden mansion and continually courted her.{n}But she was stubborn and didn't say yes."
,"Eventually, she grew pessimistic about being unable to escape from here...and probably, committed suicide."
,"......And then, ......her soul was put in a homunculus and......"
,"No, no, if I accept that, it's the same as accepting the witch."
,I can interpret that part like this.{n}She probably......left a daughter behind when she died.
,That talk about the soul being put in a new body...probably meant...that Grandfather raised that child believing it to be the reincarnation of {f:5:Beatrice}...
,"...In that case, Beato must have existed on this island for at least the last 19 years as the 19th person, and then......umm......"
Ushiromiya Battler,"""......I'm starting to get confused. ...In any event, none of this leaves the realm of guesswork. The only thing that I can definitely say in red, is that in 1967, in a hidden mansion on Rokkenjima, {f:5:Beatrice} existed as a human. That's all."""
Ronove,"""That is correct. {p:1:In 1967, in a hidden mansion on Rokkenjima, {f:5:Beatrice}‐sama existed as a human}."""
Ushiromiya Battler,"""Oh, thank you. That really helps."""
Ronove,"""Congratulations. With this, you have made clear the existence of the piece known as the 19th person. The 19th human outside of the 18 who you can blame, just as you longed for."""
Ronove,"""......A sacrificial sheep that you can shift the blame of any crime onto. And you must be so glad that it is Milady. Pu ku ku ku."""
,Ronove laughed indiscreetly.
,"Somehow, I didn't like his phrasing, so I didn't feel like laughing along with him."
Ushiromiya Battler,"""......That's right. Auntie Rosa said it. ......‘{f:5:Beatrice} is dead’? ""I killed her""? What does that mean...?"""
Ronove,"""As for that, it may be faster to see the actual circumstances rather than listen to me tell you. Let us advance the clock a little more."""
,"Ronove pulled a stylish pocket watch from his pocket, and made to wind the crown."
,"As soon as he did, I saw gold butterflies gather behind Ronove's back and take the form of a person."
,...Was it Beato?! I quickly realized that it was someone else.
,"It was her. That oldest sister of the Seven Stakes, who loved tormenting me more than anything else."
,"......If I don't think myself lucky to see that sexy ass, I won't be able to play along with their torture game..."
Lucifer,"""Ronove‐sama. So, you were still here. This is an urgent call from {f:5:Beatrice}‐sama."""
Ronove,"""My, my, what kind of urgent business could it be? ......It appears as though I have spent slightly too long chatting with you, Battler‐sama. Well then, Battler‐sama, if you will excuse me. Please continue to enjoy your game with Milady."""
Ushiromiya Battler,"""Yeah, yeah. I'll enjoy it as best as I can. ...'Cause the conversations are more lively with you than with Beato. And you use the red more graciously. Come talk again any time."""
Ronove,"""............Battler‐sama. Despite how I look, I am Milady's furniture. ...I cannot do something that Milady does not wish. What I said in red was something that normally should have come from Milady's mouth. ...I did nothing more than announce the red truth in Milady's place as she sulked."""
Ushiromiya Battler,"""So she really was sulking then? Ihihihi!"""
Ronove,"""Pu ku kuku."""
,"Seeing me and Ronove incomprehensibly hitting it off, that Seven Stakes chick cocked her head slightly."
Lucifer,"""Ronove‐sama. We are keeping {f:5:Beatrice}‐sama waiting. Let us hurry."""
Ronove,"""Yes, I will come immediately. Well then, Battler‐sama, I shall see you later. ......It appears that we have finally started getting along. As I thought, I have the feeling that we can become good friends."""
Ushiromiya Battler,"""If by that you mean partners at gossiping behind Beato's back."""
Lucifer,"""Ronove‐sama!"""
Ronove,"""Yes, yes. Then, if you will excuse me."""
,"Maybe it was because she really didn't like seeing him act friendly with me, or maybe it was because she had really been told to hurry."
,"The Seven Stakes babe bellowed sharply at Ronove, and he laughed foolishly and disappeared, as if running away..."
Lucifer,"""......Hmph. How could I, the eldest sister of the Seven Stakes of Purgatory, be called on for this level of work! ...{f:5:Beatrice}‐sama could easily have told one of the younger sisters, who look like they have so much free time, for something like this. Sheesh...!"""
Ushiromiya Battler,"""Why so grumpy, girl? If you're hungry, eat a cookie or something. Why don't I give you the last one? Ihihi!"""
Lucifer,"""......Hummmmm? How thoughtful. Then, shall I take one?"""
,I lightly pushed the snack plate with the last remaining cookie on it over to her.
Lucifer,"""Thank you"""
,"As though coming as a replacement for the period at the end of the sentence, a sharp sound pierced the table..."
,"The nails on three of her fingers had sharply extended, and were stuck...a hair's breadth into the gaps between my fingers on the hand I had used to push the plate."
,"......It had happened in an instant, ...so for a while, I didn't even realize that her fingernails had grown."
,The tips of those sharp nails were like blades with a red manicure.
,......The spaces between the bases of my fingers prickled.
,"......Those razor‐like blades were sticking sharply into the back of my hand, and into the spaces between my fingers..."
,"By those three blades, my carelessly outstretched right hand was not even permitted to shake, and all I could do now was allow a single line of cold sweat to drip down."
Ushiromiya Battler,"""............Wowee. ...Isn't it about time you cut your nails, babe?"""
Lucifer,"""Lucifer. ......That is my noble name. Honored furniture serving {f:5:Beatrice}‐sama, and the eldest sister of the Seven Stakes of Purgatory."""
Lucifer,""".........I'm not like my disgraceful and cretinous younger sisters. If you don't show the proper respect, you will regret it."""
Ushiromiya Battler,"""...How would I regret it? I don't have a clue."""
Lucifer,""".........Heheheheheh. Stupid kid. ...Do you really want me to play with you that much? You really can't get me out of your mind?"""
Lucifer,"""I'll thrust my stake deep, deep into you and make you really enjoy being gouged, got it......? Hehehe{0}he{0}heh{0}heheh{0}he{0}hehehhh......!"""
Ushiromiya Battler,""".........You bitch. One day I'll push you down and say that back to you."""
Lucifer,"""Oh, really? I'll be looking forward to that, then? Ehhehe{0}heh{0}heheheh...... ...Ahhahaha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hahaha...!!!"""
,Rosa eventually regained her calm.
,"The men wanted to hurry her into talking faster, but Kyrie intervened."
,"...If something like she had just mentioned really had happened, ......it was an abominable past that she wouldn't want to remember."
,"After taking several deep breaths with her hand over her chest, it seemed that she had more or less gathered the resolve to talk..."
Ushiromiya Rosa,"""......How old was I then, I wonder... ...Probably...middle school, or... ...I don't remember well. Anyway, I think I was about that old..."""
Ushiromiya Rudolf,"""Which means... Maybe about twenty years ago?"""
Ushiromiya Rosa,"""Back then, my grades weren't very good, and Mother was always angry at me. ......I was trying to do my best in my own way, but I couldn't respond to Mother's expectations at all..."""
Ushiromiya Krauss,"""......Mother was always very strict with Rosa. I sympathized with her at the time."""
Ushiromiya Eva,"""Hmm. You say that even though you were always talking behind her back."""
Ushiromiya Hideyoshi,"""Would you give it a rest, Eva. So? Where did you meet {f:5:Beatrice}, Rosa‐san?!"""
Ushiromiya Kyrie,"""Hideyoshi‐san, you mustn't rush her now. ......It's alright, Rosa‐san. Tell us at your leisure."""
Ushiromiya Rosa,""".........Thank you. ...It was a day when I had been scolded particularly harshly by Mother."""
,"Even though my tutor had promised to keep it a secret, ...apparently, they told Mother all about how I had complained."
,"Mother scolded me horribly, saying that I was a disgrace to the Ushiromiya family."
,"......Of course, I was doing the best I could."
,"But I had none of Krauss nii‐san's dignity, I couldn't get excellent grades like Eva nee‐san, and I had no leadership like Rudolf nii‐san."
,"...I never stood out, didn't particularly excel at anything, and I almost wanted to ask myself why I had even been born into the Ushiromiya family."
,"I didn't know why I had been born.{n}...On that day, I had the experience of my mind going blank for the first time......"
,"For the first time since I was born, ...I realized that in addition to facing or surrendering to my problems, I had the third choice of running away."
,"Even though I say run away, there was no way I could have left Rokkenjima and gone somewhere else."
,"But, anyway, I wanted to run away from the mansion and the way I was at the time."
,"......In a way, it was like running away from home, or maybe a half‐hearted suicide..."
Ushiromiya Rosa,"""......I wanted to disappear. Or maybe it was that child‐like form of resistance where I tried to make my parents worry by disappearing..."""
Ushiromiya Rosa,""".........I thought childishly that if I went into the center of the forest, I could escape from the Ushiromiya house, or maybe I could get back at them by getting lost and making them worry."""
Ushiromiya Kyrie,"""So then, ......you went into the forest that you'd been told not to go into?"""
Ushiromiya Rosa,"""......Yes. After reaching the beach, I followed alongside the ocean. ......I didn't have any particular reason, ......but I felt that, if I went around to the opposite side of the island, there might be a place there that no one knew about, which might become a hidden house just for me."""
Ushiromiya Rudolf,"""Starting by the beach, it'd be impossible to go all the way around. It becomes a cliff partway, right? There's no way you could pass that way."""
Ushiromiya Rosa,"""...Of course. So, I kept going wherever I could, and kept going deeper and deeper in. ......It was a horrible forest without any paths, but that was comforting to me then. ...If I could make it through such a dangerous forest, then it would be that much greater of an escape from the Ushiromiya family, ...which made me feel good."""
Ushiromiya Eva,""".........How shameful. If you were scolded because of your grades, all you had to do was work harder."""
Ushiromiya Krauss,"""You mustn't say that. Doesn't Rosa have her talent as a designer instead?"""
,"Literally this could be taken as him covering for Rosa, but everyone knew that Rosa's company was not making any profits."
Ushiromiya Rudolf,"""Quit it. Now isn't the time for sarcasm. ......And then you arrived there by coincidence...? ...{f:5:Beatrice}'s...hidden mansion."""
,Rosa nodded weakly......
Ushiromiya Hideyoshi,"""About how far did you walk. Could you show it to us on a map...? Natsuhi‐san, is there a map of this island?"""
Ushiromiya Natsuhi,"""No, not right here and now..."""
Ushiromiya Rosa,"""That would be impossible. I was just walking randomly. Even if you showed me a map, I wouldn't know. ......And twenty years have passed since then. I probably couldn't reach it again even if I went into the forest..."""
Ushiromiya Hideyoshi,""".........Hmmmmmm..."""
,Several people let out dejected sighs.
,"It was vividly clear that in their haste, they had thought that some hint related to the witch's epitaph, or maybe even the gold itself, might be resting there in that hidden mansion."
Ushiromiya Rudolf,"""The only part of Rokkenjima that got made ready for development is the area around the mansion. ...The rest is completely uncultivated, and it would probably take considerable effort to survey the entire island."""
Ushiromiya Kyrie,"""But just knowing that it actually exists is helpful. It would take some money, but if we enlisted an aerial photography company to investigate, or asked the contractors who constructed this mansion about what happened at the time, we could probably find some way to search for it."""
Ushiromiya Eva,"""Yes. ...There should be more ways to do it now that there isn't a question about whether it exists or not."""
Ushiromiya Krauss,"""......Mmhm. It is probably worth investigating right away."""
Ushiromiya Eva,"""We will do that investigation together as siblings. We won't let you do it alone, Nii‐san."""
,"It wasn't certain that the gold was hidden in that secret mansion, but it seemed that the fireworks between Krauss and Eva had already begun."
Ushiromiya Rudolf,"""Give it a rest for now, you two. ...Rosa, please continue."""
Ushiromiya Rosa,"""..................Yes."""
,"Blindly, randomly, I kept running, on and on."
,"Suddenly, it felt like I had come across something like an animal trail."
,"I had no idea how far I'd walked, and I was very tired, so by then, I was just naturally taking the easiest path to walk on."
,"As I did, .........suddenly, right before my eyes, a very, very tall fence appeared."
