Speaker,Umineko Project (UP)
Ushiromiya Krauss,"""Shannon, help Kyrie‐san search the room. Kanon, you'll help me check out the bars. This is a very old cell. The bars could be loose."""
Nanjo Terumasa,"""Wh‐what should I help with......?"""
Ushiromiya Krauss,"""Please just keep up your strength. ......Father will probably come here before long. You're the only one whose words will reach him. In a way, you might be holding our lives in your hands."""
Nanjo Terumasa,"""......My words...will no longer reach him, I think. I'm sorry, but I don't believe I will be of any use......"""
Ushiromiya Kyrie,"""Then lend us your expertise as a doctor. .........I wonder if there is a drug that makes people instantly faint?"""
Shannon,"""......A drug that makes people instantly faint......? What are you talking about......?"""
Ushiromiya Kyrie,"""We believe we fell through a pit, and landed in this dungeon. ......In that panic‐stricken place, that's what we believed happened."""
Ushiromiya Kyrie,"""......But looking at how large this room is, I came to a realization. This dungeon cannot be underneath the dining hall."""
Shannon,"""How can you tell that it can't...?"""
Kanon,"""............You're an idiot, Nee‐san. This dungeon is too narrow compared to the dining hall."""
Ushiromiya Kyrie,"""Exactly. The first person to fall was Krauss nii‐san. The second was myself. When you fell into this room, did you move from that spot, Krauss nii‐san?"""
Ushiromiya Krauss,"""......It's embarrassing to say, but I lay there groaning in pain from the landing. Immediately after that, you came crashing down next to me."""
Ushiromiya Kyrie,"""The distance between us as we stood in the dining hall, compared to where we landed, is clearly strange."""
Nanjo Terumasa,"""C‐...certainly, when you put it that way. ......I was the next to fall, so I remember fairly well where you two were standing. ......The distance between you two in the dining hall might have been greater than this entire room."""
Ushiromiya Kyrie,"""We fell into a pit, and directly dropped down here. ......It's not like we fell into multiple intersecting pipes, and were all collected together before falling down here."""
Ushiromiya Kyrie,"""The fall was instant, wasn't it? I don't remember rolling around in some sort of elaborate water pipe system."""
Ushiromiya Krauss,"""............Indeed, we can't explain that with a pitfall. ...How strange."""
Shannon,"""What does that have to do with......the drug that makes people instantly faint that Kyrie‐sama was talking about...?"""
Kanon,"""........................... ......Kyrie‐sama is probably thinking that there were no pitfalls in the dining hall, I would guess."""
Ushiromiya Krauss,"""But we did actually fall."""
Ushiromiya Kyrie,"""To put it accurately, we had the feeling that we fell into a pit. ......It's only natural. That's the only way we could describe such an experience."""
Nanjo Terumasa,"""I, I see...... In other words, this is what you're getting at..."""
Nanjo Terumasa,"""......We were not dropped into a pit, ......but shot, for example, with something like a blowdart, lost consciousness instantly, and the instant we fell to the floor, it could be that we just remember that as though we fell into a pit......"""
Ushiromiya Krauss,"""............I see. That's a much more persuasive explanation than there being numerous pitfall traps in the dining hall that we've never noticed, even after decades eating there."""
Kanon,"""......Nee‐san. Do you have a watch?"""
Shannon,"""Huh? .........Y‐...yes. I have a pocket watch. .........Umm, it's about twenty to eleven."""
Kanon,""".........Yes. My watch says the same. ...In short, it hasn't been more than ten minutes since that chaos in the dining hall."""
Ushiromiya Krauss,"""My watch likewise. ............That's much too short a time to knock us out and carry us somewhere. .........Judging only from the time, it's reasonable to think that we did fall through a hole leading directly underneath the dining hall."""
Ushiromiya Kyrie,"""Watch hands are easily tampered with. ......While we were passed out, they may have wound everyone's watch back. We are incapable of proving that this possibility doesn't exist."""
Nanjo Terumasa,"""........................... Whether a pitfall, or else a drug that induces fainting, ......it does not change the fact that we need to be on our guard..."""
Ushiromiya Kyrie,"""......So, Doctor Nanjo? Is there a drug that can do that?"""
Nanjo Terumasa,"""Well, ............ ......It's the same as your logic, Kyrie‐san. ...I cannot prove that there is not a drug with that effect of which I do not know."""
Ushiromiya Kyrie,"""......As they say, you can never be too careful. ...Sorry, it was a pointless question. Except, I think that with my hypothesis, I was able to suggest that this dungeon is not necessarily directly underneath the dining hall."""
Ushiromiya Krauss,"""I see... .......There's always the possibility that we were carried off to a dungeon in Father's hidden mansion, which is rumored to be hidden somewhere in the middle of the vast forest. ......If we can escape from here and get outside, then we'll know. We can save worrying about that until after we get out."""
Ushiromiya Kyrie,"""Exactly. I'm truly sorry. I've only been asking and inquiring into useless things."""
Ushiromiya Krauss,"""No, it's quite reassuring. Please continue to tell us if you notice anything else. It might become a hint to escaping from here."""
Ushiromiya Krauss,""".........I always heard from Rudolf. He was always surprised by your ideas, and they would sometimes serve as valuable hints. ......The fact that you're here is a blessing within a tragedy."""
Ushiromiya Kyrie,"""......Thank you. Rudolf‐san told me something about you, as well. He said that you usually act big, but when things get serious, you overflow with a sense of responsibility, and are a very dependable older brother."""
Ushiromiya Krauss,"""Hahaha... That's too kind. .........Dammit, these iron bars won't even budge. How are things on your end, Kanon?"""
Kanon,""".........No luck here either, I'm afraid."""
,Krauss and Kanon tried wiggling each of the bars in various ways.
,"......There were a few bars that could be twisted, and a few felt like they had enough room to rattle around a little bit, but even so, they could not be broken with human strength alone."
,"......However, there was still hope if they could use some kind of lever‐like tool."
,It was still far too early to give up yet.
,"The children's lives were hanging in the balance. ......Even if there was no hope, they couldn't stop their struggle."
,And it was better even for them to act this way.
,"......If they were to stop...there was no doubt that they would once again be overcome by the grief of losing their loved ones, and crouch down, clutching their knees......"
Ushiromiya Krauss,"""How are you doing, Kyrie‐san? Found anything?"""
Ushiromiya Kyrie,"""......I've found some stones small enough to hide in a clenched fist. Even this might work as a weapon. Though, I'm sure it'd be impossible to whittle down those iron bars. How about you, Shannon‐chan...?"""
Shannon,"""No, nothing."""
Shannon,""".........Ah, this is...............a phone."""
Ushiromiya Kyrie,"""There's no way it's connected. ......But, we might be able to use the cord for tying something up or as some form of weapon. If we break it and take it apart, we could take out the metal parts. Krauss nii‐san, there is a keyhole for opening the cell, right?"""
Ushiromiya Krauss,"""Yeah. It's a pretty large hole, quite old fashioned. ......If we twist some wire into it, we just might be able to pick it."""
Ushiromiya Kyrie,"""We might be able to use the metal parts of the phone as a substitute for something. ......This phone will become our weapon."""
Ushiromiya Krauss,"""It's the same as investing. Information is our weapon."""
,"Krauss and Kyrie laughed together at this way of putting the phone to use, which didn't remotely look at it as a means of communication."
Kanon,"""............What are you doing, Nee‐san."""
Shannon,"""Ah, ......um, ...I just wondered if maybe...the phone was w‐working......"""
Kanon,"""............({i:whisper}) You dummy, Nee‐san."""
Shannon,"""Huh...? .........What?"""
,"Suddenly, Shannon let out a small surprised cry."
Shannon,"""K‐Kyrie‐sama...! .....This phone, it's connected."""
Ushiromiya Kyrie,"""What did you say...?"""
,"It was like when people move out of an office, taking everything with them, leaving only the telephone behind—that's the feeling the phone gave off, having been left in the corner of the cell."
,"The cord was wound into a coil, one end of it being swallowed by the wall, and at a glance, it looked as if it could plausibly be connected."
,"......But, to think that it actually was..."
,Kyrie took the receiver from Shannon and pressed it to her ear.{n}The electric hum was certainly the one with which she was familiar.{n}......This phone was indeed live.
Nanjo Terumasa,"""Wh‐...what good luck...! Let's contact the police...!"""
Ushiromiya Krauss,"""Hold on...! This is too good to be true. Should we not suspect that it's bugged...?!"""
Ushiromiya Kyrie,"""If they were planning a trick like that, normally they would cut the telephone line. ......There's a good possibility that they actually overlooked this."""
Ushiromiya Kyrie,"""If they notice, the line might actually be cut for real. There's nothing that we could tell the police that would be problematic for us if they overheard."""
,"......That did make sense. The point of a wiretap was to overhear some important piece of information, but the way things were now, they could not think of a single thing that would come up in a conversation to the outside world that could be troublesome to have heard."
,Kyrie instantly concluded that it was more likely to be a mistake on Kinzo's part than a trap......
Nanjo Terumasa,"""Y‐...you do have a point...... I believe that you start with 0 to make calls to the outside......"""
Ushiromiya Kyrie,"""Kanon‐kun, I'm going to make a phone call, so will you watch how things are out there for me? If you sense somebody coming, let me know."""
Kanon,"""Y‐yes......!"""
,"Kanon raced off towards the iron bars, silenced his breathing, and strained his ears......{n}As everyone present watched her, Kyrie dialed {ruby:the police:110}..."
,"However, she pushed the hook down repeatedly and redialed."
,......It didn't seem to be working very well.
Ushiromiya Kyrie,""".........The outside line begins with 0? 110 would be 0110 then, right? It doesn't seem to want to go through..."""
Ushiromiya Krauss,"""Hand it over here, I'll try to call...... ..........................."""
,"Krauss took the receiver in Kyrie's place, and tested various things......"
,"But in the end, they were unable to notify the police......"
,"The phone itself was definitely live, but the circuit was apparently cut somewhere."
,"......Did this mean that ""they"" were not so naive?"
Shannon,"""......So it's useless after all......"""
Ushiromiya Kyrie,"""So our enemy is no pushover... ........................"""
,"Kyrie let out a deep sigh, leaned against the wall, and hung her head for a while."
,"As tough a girl as she was, for a brief moment, she might actually have had the naive hope that the phone could actually work."
,......She sneered at herself mockingly for holding onto that naive hope for even one moment.
,"And then, ......she thought back upon just what was happening here."
,"......Honestly...despite having been shown such a thing right before her eyes, ......or rather, exactly because of that..."
,"......she still could not think of that gruesome mass murder as something real...{n}It was less that she couldn't believe it, and more that she didn't want to."
,Ushiromiya Kinzo had killed six members of his family.
,"He had summoned strange, witch‐like, demon‐like people, ......right out of thin air, ...............and with something like magic, ......he had begun to kill people one after another.........."
,...........................
,"Too much to handle. ......Even though she definitely saw it, there was no way she could accept that spectacle......"
Ushiromiya Kyrie,""".........There's no way that's what happened. .........Those were obviously Grandfather's friends, or something. ......They were just hiding somewhere in the dining hall beforehand, and used some trick to appear suddenly and surprise us. .........There's no other way to explain something as screwed up as that."""
,"But when those six had had their heads blown apart, a golden arrow had flown around and around the room."
,......That had truly looked like......magic.
,Was that another thing we just saw wrong?{n}There's no way it was magic. There must be some kind of trick to it.
,"......Since it was capable of smashing heads, there's no doubt it was some explosive."
,"For example, a styrene toy plane like they sell at candy stores, painted gold, and with a powerful explosive loaded onto the end of it."
,".......That said, at a glance, it had seemed to be flying at random; Kyrie couldn't imagine that such a thing could be fired six times, and each time perfectly hit the victim square in the head, one after the other."
,"Surely its flight wasn't computer‐controlled to seek out and deliver precise hits on its targets, which would make it a high‐tech styrene plane on the same level as a guided missile...?"
Ushiromiya Kyrie,""".........Would he invest such a large amount of money into developing some stupid trick like that? ......For that insane entertainment......? Does this come back to the old ""I wouldn't put it past Father""......?"""
,"A number of mysterious people had appeared suddenly out of thin air, ......six people had had their heads demolished by a mysterious golden flying object, ......and the five of us were locked away in a mysterious dungeon by a mysterious set of pitfalls, or else put to sleep by some fainting poison dart......"
,The family conference started a bit after 10 p.m.{n}......It's only been about thirty minutes since then.
,"Probably, those events, which took place in such a short amount of time, ......none of us are able to understand, nor come to grips with, even though we witnessed them ourselves."
,"Even if we did get ahold of the police, it would probably be impossible for any of us to accurately explain what we saw......"
,"I may only just have witnessed it, ......but my brain's fried, and I have no confidence even in what I myself saw..."
,"Kyrie had to try her hardest to rouse herself from her overwhelming confusion, just to hold onto her sanity......"
Ushiromiya Krauss,"""Dammit......what's going on here, ......damn, ...dammit...!"""
,"Krauss started to become desperate, hitting the hook multiple times, and redialing over and over."
,"......He too was feigning composure, but was unable to hide his panic."
,"The more he redialed, the more the pretense of serenity peeled away..."
,None of this makes any sense......
,Kyrie couldn't help but pray that the events that had just occurred were no more than a dream...
,".........Suddenly, the look on Krauss's face changed."
Ushiromiya Krauss,"""Uh, o......oh...! I got through, I got through...! It's ringing...!"""
Nanjo Terumasa,"""R‐really, Krauss‐san...?!"""
Ushiromiya Krauss,"""Yes, I see it now, the old man was shortsighted...! It seems that he cut the external line in an effort to prevent us from contacting the police, but he missed out on severing the internal line...!"""
Ushiromiya Kyrie,"""Internal line? Krauss‐san, where did you call...?!"""
Ushiromiya Krauss,"""The guesthouse. I'm calling the room where Jessica and the rest are staying...!"""
Ushiromiya Krauss,"""......Ah?! Hello! Hello?! It's me...! Who is this...?! Gohda?! Is Jessica there, is she safe...?!!"""
Gohda Toshiro,"""K‐Krauss‐sama......!! I'm so glad you're safe...!! Yes! Milady Jessica and the other children are here as well, safe and unharmed...!"""
Ushiromiya Jessica,"""Dad!! Is that you, Dad?! I'm so glad you're okay......!! Is Mom okay?! Is she there?!"""
Ushiromiya Krauss,""".........M‐......"""
,Krauss choked on his words.
,"......Krauss had clearly seen Natsuhi's head crushed, had seen her killed right before his eyes......"
,"Eventually, he was going to have to tell that to Jessica."
,"......However, Krauss began to fret over whether he should tell her this very moment, and lost his words."
,......But even that was an answer under these circumstances......
Ushiromiya Krauss,"""......I don't know about her...... ......Let's pray she's safe. ...For now, I'm just glad you're safe."""
Ushiromiya Jessica,"""...........................Yeah. ......I understand. .........I'm sorry for......asking."""
,"Jessica's voice was filled with tears... ......There was no doubt for Krauss anymore.{n}Jessica and the others had been told everything, start to finish, by Gohda and Kumasawa when they had met up at the guesthouse..."
,"After they learned that six whole people had been killed, Jessica and the others must have been in a frenzy about wanting to go to the dining hall."
,.........Luckily he had been able to call before they stormed off towards the mansion.{n}Krauss was relieved at his good timing during such tragedy...
Ushiromiya Krauss,"""We have Kyrie‐san and Doctor Nanjo, as well as Shannon and Kanon here. We're locked in a place that's like a dungeon, but don't worry. We'll figure something out."""
Ushiromiya Jessica,"""Dungeon? Where?! We'll come save you...!!"""
Ushiromiya Krauss,"""Unfortunately, we haven't the slightest idea where this is either. We think it might be under the dining hall, but that might not be true. .........But anyway, Jessica. You must not leave there. You've heard from Gohda what happened?"""
Ushiromiya Jessica,"""Yeah...... ......Grandfather, .........he.........{nobr:{m:-5:——}—ed} everyone......"""
Ushiromiya Krauss,"""Grandfather isn't in a sane state of mind right now. If you run into him, you'll be in danger. You might be killed...! You mustn't even think about trying to come and save us...! We'll take care of ourselves."""
Ushiromiya Jessica,"""Th‐then what should we do?! Grandfather, you piece of shit, how dare you do that to Mom and the rest......! I'm gonna kill that worthless old bastard...!!"""
Ushiromiya Krauss,"""Jessica, if you talk like that, you'll sadden your mother. A lady doesn't use those kinds of words."""
Ushiromiya Jessica,"""Uuuuughhu......uuuuuhughhu......!!"""
Ushiromiya Krauss,"""Anyway, you all put your own safety first. Lock up the guesthouse. ......But you mustn't get complacent. The large window in the downstairs lounge might get broken."""
Ushiromiya Krauss,"""Stay in the room you're in, and use a bed to make a barricade. There's a toilet and fridge in there too, right? You should be able to stay holed up until tomorrow morning."""
Ushiromiya Krauss,"""......Alright, I'll say it again... Don't think of anything dangerous. And definitely don't think about trying to take revenge for Mom! Think only of hiding and making it through this, and don't provoke the enemy."""
Ushiromiya Jessica,"""Yeah......mm....!! Okay, ......Dad......! Uuuuhhughuuuu!!"""
,"After that, Gohda took the phone, and was told again to watch over the children as a responsible adult."
,"......Gohda repeatedly replied ""Yes, sir!"" in an overstrained voice, his face covered in cold sweat."
,"From there, Kyrie received the phone and spoke with Battler, and when Shannon and Kanon got their turn, George and Jessica answered. And following that, Nanjo and Kumasawa picked up as well, so that all members of both sides had their turn on the phone, each encouraging the other and confirming that they were at least safe for now, even if their location was unknown, and coming to a complete understanding of the current situation for both sides."
,"They wanted to talk forever, but now was not the time to chat."
,"Krauss told them that they would be hanging up for now, and those in the guesthouse agreed."
Ushiromiya Krauss,"""If anything else happens, we'll call. Wait by the phone so you can pick it up quickly. Again, be careful. You mustn't do anything rash...!"""
Ushiromiya Jessica,"""Y‐......yeah, I understand...... Just knowing that you and......Kanon‐kun and the rest are safe, ......that's a win in my book...... ...We'll do our best. Please stay safe...!"""
Ushiromiya Krauss,"""Yeah, of course. Well then, I'm hanging up for now. Be on your guard."""
,"With that, the phone call ended."
,"Gohda and the rest of the men quickly descended the stairs, closed the shutters, and secured the strong locks on the doors."
,"However, just as Krauss had worried, there was nothing that could be done about the beautiful wide window in the downstairs lounge."
,"If this were to be broken, it would be easy for them to get inside."
,"It wouldn't be hard for someone like Kinzo, who hadn't hesitated at committing murder, to invade the first floor."
Ushiromiya George,"""......It's likely that Grandfather and his followers will be armed. Locking ourselves in this room is our best bet, and moreover our only method of staying locked down. ......It's painful that we have no choice but to stuff ourselves in a locked room, but if our enemies are carrying guns, then that's the only method we have left to us."""
Gohda Toshiro,"""Th‐the Master is said to have a collection of working guns. .........That's right, guns, that was a gun... If so, ......it's a horribly powerful gun...! W‐we can't contend with that at all...!"""
Ushiromiya Battler,"""............Smashing someone's head, that takes a hell of a lot of force, right? It might be a magnum bullet, or something along those lines. That might go through a flimsy door like it's nothing."""
Ushiromiya George,"""If so, then that's even more of a reason to barricade ourselves in the room... Let's put up a bed and block the window too. ......If we do that much, then it doesn't matter how many guns they've got, they shouldn't be able to break in."""
Ushiromiya Battler,"""Shit, ......is this passive, one‐sided defense all we can do? ...Goddamn him, knocking off my dad, and even capturing Kyrie‐san... ......You're gonna pay for this, you old goat...!"""
Gohda Toshiro,"""I‐i‐i‐impossible, there's no way we can go against them...!! Besides, it's not just the Master, he has several underlings too! Th‐there might even be more of them...! .........Just what......are they......?"""
,"Battler was filled to the brim with the urge to get revenge for Rudolf, and to rush out of here to save Kyrie."
,"......But just by looking at how terrified Gohda was, there was no doubt in him that this would be reckless..."
Ushiromiya Battler,"""......It's gotta be hard on you too, ......right, Aniki? And yet we've gotta stay holed up here, ......goddammit......"""
Ushiromiya George,"""Of course, I'm torn up about it too. ......There's no way I could remain calm with both of my parents murdered."""
Ushiromiya George,"""But specifically because of that, I {i:have} to remain calm! Do you think that our murdered parents would want us to die in vain? There's no way they would! They'd want for at least the children to escape."""
Ushiromiya George,"""That's why I'm going to survive. And I will report this to the police, and uncover everything. The courts will avenge my parents. {i:That} will be my revenge. ......There's no way our parents would want us to die taking revenge for them. Right...?"""
Ushiromiya Battler,"""........................... ......You're right... You're damn right... ......That old bastard, fuck your stupid ritual...! If you're saying we're gonna be sacrifices for that, then we'll run away just to spite you, and fuck up the whole goddamn thing......"""
Ushiromiya George,"""That's the way. ......Besides, you still have Kyrie‐san, Battler‐kun. And I still have Shannon. Let's just act cautiously and wait for our chance. Carelessness on our part might even work against the others who are captured."""
Ushiromiya Battler,"""......Hostages, ......huh. .........But Grandfather captured them so he could use them as sacrifices, right?! If we don't go and save them, then they're just waiting to be killed, aren't they?!"""
Ushiromiya George,"""We don't even know where the dungeon they're being held in is...! Neither did Shannon or Kanon‐kun, or of course Gohda‐san or Kumasawa‐san."""
Ushiromiya George,"""The probability that they're in a secret location that only Grandfather knows of is incredibly high. ...Under these circumstances, aimlessly wandering about is suicide!"""
Ushiromiya Battler,"""......I, ......I know that... .........But still......goddammit......are you saying the only thing we can do is stay confined here until something happens......?"""
Gohda Toshiro,"""Ba‐......Battler‐sama, I understand your feelings, but.........let's put safety first... ......From what Krauss‐sama said, they seem to be in a fairly old cell, and they may be able to break the bars somehow. ......The wise choice of action now is to believe in them and wait."""
Ushiromiya George,"""Grandfather has a number of subordinates, and they're all armed, correct...?"""
Gohda Toshiro,"""Y‐......yes, that is correct. .........And they're probably...yes, all armed......"""
,"Gohda had been able to say that Kinzo had others on his side, ......but he had not been able to mention that they were mostly all young women, like witches, ......and committed their murders using strange magic."
,"If he had said that, it would only have caused the others to doubt his sanity."
,"...No, in fact, he himself still couldn't understand what he had seen, and was doubting his own sanity."
,"......But, regardless of sex or appearance, ......regardless of whether it was done with magic or a gun."
,"The fact that those girls had followed Kinzo's orders, and killed six people in an instant...was an unshakable truth......"
,"If those people came to attack the guesthouse as well, ......what would happen?"
,Just closing the doors and windows like this was surely meaningless......
,"Gohda, ......as well as Kumasawa."
,"The only thing left for those two, who had witnessed that massacre in the dining hall, was to cradle their heads, not even knowing how to interpret what they had seen..."
Ushiromiya Maria,""".........Kumasawa‐san, are you okay......? Want some tea......?"""
Kumasawa Chiyo,"""H‐hohohohoho... Thank you very much, yes, thank you... ...I'm sorry, but may I be left with my thoughts for a little while.........?"""
,"Maria tried to be nice, but it seemed that Kumasawa still wasn't able to clear away her confusion."
Ushiromiya Jessica,"""......Maria, thanks for being considerate. Let's let Kumasawa‐san rest for now."""
Ushiromiya Maria,"""......Uu."""
,"Jessica too showed consideration for Kumasawa, certain of the shock she must have received after witnessing such a tragedy, ......but her imagination couldn't even come close to the impossible scene Kumasawa had witnessed..."
,"Nevertheless, with her mother having been killed, and her father having been captured, there was no way that Jessica could stay calm either."
,"She sealed her anxiety and sadness using her anger towards Kinzo, and walked irritatedly around the room."
Ushiromiya Jessica,"""............Kumasawa‐san. Is Mom really.........dead?"""
Kumasawa Chiyo,"""......Y‐yes...... ......I've never seen such a...horrible way to die before......"""
Ushiromiya Jessica,"""It's...not possible that she's still alive, .........and with treatment, we could save her, ......is it......?"""
Kumasawa Chiyo,"""........................... ......A‐.........after such a thing happened to her head, it's unimaginable that she could still be.........alive......"""
Ushiromiya Jessica,"""................................. ......Well, yeah... ......If the head gets smashed, ......there's normally no need for treatment, is there......"""
,"When Gohda had come flying into the guesthouse, overcome with agitation, he had told about the massacre in the dining hall without concealing anything."
,"......Except for the part about the witches and magic, which they themselves still could not believe."
,"In other words, they hadn't even sugarcoated the cold‐blooded way in which Natsuhi and the others had died."
,"......It was too late now, but Kumasawa regretted having obviously said too much......"
,"However, while lightly shaking her head and with a slightly painful laugh, Jessica spoke."
Ushiromiya Jessica,"""......No, if anything, I was able to stay level‐headed thanks to what you told us."""
Ushiromiya Jessica,""".........If you'd avoided mentioning the part about her head being smashed, ...maybe I'd have said that she could still be alive, then ran off towards the mansion, straight into Grandfather, ......and I might have been killed."""
Ushiromiya Jessica,"""......There's a chance that sliver of hope would've been fatal. .........With that in mind, I'm grateful."""
Kumasawa Chiyo,"""......I am deeply sorry..... I apologize for not choosing my words carefully..."""
Ushiromiya Jessica,"""Don't worry about it now. There's nothing we can do about Mom now......but Dad's still alive. Kanon‐kun and Shannon, and Auntie Kyrie and Doctor Nanjo too."""
Ushiromiya Jessica,"""......I want to save them somehow, so we shouldn't do anything unnecessary that might be a burden to them. ......The most helpful thing we can do right now might be to wait by the phone."""
,There could be a phone call asking them to create a diversion to facilitate their escape.
,"Or perhaps the others might learn their location, and call for rescue."
,"......Jessica understood that in order to act promptly when that time came, the only thing they could do for the time being was to wait in this room..."
,"George, Battler, and Gohda returned, having finished checking all of the locks downstairs."
,Each of the three was holding a bunch of different objects.
,"George had things like drinks, canned food, crackers, and other types of snacks that he had found in the lounge and pantry, as well as a first‐aid kit."
,All consumables that would be indispensable while they were locked down.
,Gohda had a large folding ladder and carpentry tools.
,"Those were so that, in the case of an emergency, they could nail over the door from the inside to seal it.{n}If it came to that, the ladder was for escaping out the window."
,"Battler had brought up objects which could be used as weapons, such as blades and poles."
,"The kitchen knives went without saying; the disassembled table legs could be used as clubs; and the pole roughly the size of a person, which had been made by taking apart a hat stand, could surely be used as a spear, even though it had no point."
,"......There was a good possibility that the enemies were carrying guns, so it was dubious whether these would be of any use."
