Speaker,Umineko Project (UP)
Ushiromiya Eva,"""That doesn't make it okay not to make sure he's safe, does it? Is it really that important to you not to confirm the safety of the father you respect so much......?"""
Ushiromiya Natsuhi,""".........Th‐......that isn't what I..."""
,"The atmosphere, which had been so agitated a second ago, suddenly went cold......and an eerie feeling filled the room as everyone stared at Natsuhi."
,......They could understand why Natsuhi would protect the study under normal circumstances.
,"It was understood that she probably didn't want to disturb the research of Kinzo, whom she respected, and she was therefore trying to keep the unpleasant relatives away."
,"However, ......this was an emergency. People had been murdered."
,Natsuhi's persistence in keeping things quiet for Kinzo even in a situation like this...was hard to understand from a rational perspective.
Furudo Erika,""".........The evidence suggests that the crimes occurring on this island are most likely a series of murders following the epitaph. ......It's probably reasonable to assume that the crimes will continue."""
Furudo Erika,"""If we reinterpret the epitaph as outlining this series of murders, that means the crimes will continue further, resulting in a total of thirteen lives being taken. .........Do you have any concept of how many victims that would be?"""
Ushiromiya Rudolf,"""......Wait a sec. How many people do you think there are on this island? ......That'd be almost everyone..."""
Furudo Erika,"""Non, non. You have it all wrong. .........To my knowledge, the serial murder resulting in the most deaths in mystery novel history...was ten people in a well‐known work from England, in which everyone including the culprit died. As far as Japanese mysteries go, it's probably that famous novel in which an astrologer served as the detective. Though there were less than ten deaths in that one."""
Furudo Erika,"""......Do you realize? If this continues and thirteen people die, it will lead to the most prestigious and gruesomely spectacular accomplishment in the annals of mystery writing: the completion of a thirteen‐person serial murder case! And if everyone on this island is killed..."""
Furudo Erika,"""......Why, that could give it an even greater number of deaths than the world record for serial murder mysteries and Japan's record added together, making it a historical achievement in the world of serial murder mysteries! ......Well? Did you know that, ladies and gentlemen?"""
Furudo Erika,"""The culprit of this crime......is undertaking an incredible challenge, one that stands to rewrite the record books of mysteries throughout the world and throughout history! ......But I'm sure all of you were well aware of that, weren't you......? Any mystery lover worth her salt will have read the works of the Queen of Crime. And it goes without saying that any Japanese reader has covered the works of the {c:86EF9C:Shin‐Honkaku} genre of mysteries. ......Are you sure you've been reading enough, everyone? *giggle*giggle*, *cackle*cackle*cackle*........."""
Ushiromiya Battler,"""............That's no good."""
Furudo Erika,"""Oh.........?"""
Ushiromiya Battler,"""Looks like you haven't read enough yourself."""
Furudo Erika,"""Did I say something wrong...?"""
,"Erika, who had been chatting away happily all by herself up until a second ago, changed her expression into a displeased glare in an instant..."
Ushiromiya Battler,"""About Japanese mysteries. ......Prior to Shin‐Honkaku, a writer of the Shin‐Gesaku school wrote a different work that also qualifies."""
Furudo Erika,"""..................... .....................Th‐.........the number of people was the same in both."""
Ushiromiya Battler,"""They tie for the record, but if you pay attention to the fact that the Shin‐Gesaku novel asked its readers to search for the culprit, it's a far more fitting example. If you know so much about this, shouldn't your examples have been based on more than simply the number of victims, like perhaps the approaches of each work?"""
Furudo Erika,"""............nn, ...............khh."""
,"Erika glared at Battler with an expression that couldn't be fully described with the word ""shock"", and her arms shook as she stood there, lost for words......"
{f:5:Lambdadelta},"""Ahahahahahahaha, kyaahha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haha!! Oh my god, she's so laaame, this is priceless!!"""
{f:5:Lambdadelta},"""Well, I mean, who can blame her, right? Shin‐Honkaku is so much more famous where mysteries are concerned. It's easy to overlook that there were murder mysteries among the Shin‐Gesaku novels. Aaahhi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hhya{0}ha{0}ha{0}haahh!!"""
,"{f:5:Lambdadelta} kept on hitting the table with both hands, overcome with laughter."
,"Even {f:5:Bernkastel}, who had been enduring the humiliation, suddenly snorted and started pounding the table and laughing in the same way."
{f:5:Bernkastel},"""Pfft, ..........hi{0}hi{0}hi{0}hi{0}hha{0}ha{0}ha{0}ha{0}hahaah!! This is just too good!! Giihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihiii!! .........Not bad, Battler's piece. Gahihi{0}hi{0}hi{0}hya{0}hah{0}haa{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haaa{0}a{0}a{0}a{0}aahhh!!"""
Furudo Erika,""".........I'm impressed. ......Battler‐san, ......you must be quite the reader."""
Ushiromiya Battler,"""Of books? Nah, I'm no reader, not at all."""
Furudo Erika,""".........You liar. ......You're clearly......quite well‐read."""
Ushiromiya Battler,"""I'd never be so arrogant as to say I {i:read}. ......I don't even get through a hundred books a year. Someone like me should think twice before calling themselves a reader......"""
Furudo Erika,"""Y‐......you miserable......piece........."""
Ushiromiya Hideyoshi,"""A‐......ahem. ...A‐anyway, we can't let this turn into a massive crime like that...!!"""
Ushiromiya Rudolf,"""That's right. At any rate, checking Dad's safety is our first priority right now. But what should we do? He's ignoring the phone and our knocking. The keys are inside. There's nothing we can do. Are we supposed to knock this thick door down? ......That won't be easy."""
Ushiromiya Eva,"""Father might have been attacked by someone and severely injured, and maybe he's waiting for someone to help him. ......These are extraordinary circumstances. Even Father will understand. And if he has any rebuke, I'd be happy to take responsibility myself."""
Ushiromiya Natsuhi,""".........B‐but...breaking down the door would be...a‐altogether too rude......"""
Ushiromiya Kyrie,"""What about the windows.........?"""
Furudo Erika,"""Th‐......that's right. The windows. ......Is there a ladder somewhere which can reach up to the third‐floor windows? We should be able to get inside by smashing the glass...!"""
,Erika finally gathered herself together and her tone regained its decisive edge.
Kumasawa Chiyo,"""The third‐story window...? Th‐that would be dangerous......"""
Ushiromiya Rudolf,"""We won't know unless we try. Is there a ladder around here that can reach up to the third floor?"""
Kanon,"""I don't think the ladder in the gardening shed is long enough......"""
Gohda Toshiro,"""......Oh, then what about the ladder in the boiler room? I remember using it some time ago when a bird made its nest on top of the rain gutter...! Yes, that would do the trick! Without a doubt!"""
,He must have been extremely happy about thinking of something Kanon hadn't.
,"Looking pleased with himself as though he had won something, he glanced around at everyone."
,"He was probably hoping that Natsuhi would praise him, but she quickly avoided his gaze..."
,"Of course, Kanon had known about that ladder too."
,"......However, in order to protect Kinzo's secret, he had intentionally pretended to have forgotten......"
Shannon,"""But with this weather and the strong winds... Isn't this just too dangerous......?"""
Nanjo Terumasa,"""I agree. If one of us gets seriously injured, we won't even be able to go to a hospital until tomorrow...!"""
Ushiromiya Kyrie,"""......The wind might not be as strong in the courtyard. I think it's at least worth it to take a look."""
Gohda Toshiro,"""I must say, getting up to the third floor will be quite a challenge...! Back when we had to clean away the bird's nest, most of the servants shrank away from the danger. And that's when I, your humble servant, took it upon myself to accomplish the task. Uha{0}ha{0}ha{0}ha{0}ha{0}ha{0}haha...!"""
Ushiromiya Hideyoshi,"""Right, then there's no problem! We've got a ladder tall enough..."""
Ushiromiya Eva,"""And someone who's proven he can use it."""
Gohda Toshiro,"""............Ha{0}ha{0}ha{0}ha{0}haha, .........huh?"""
,"Because the courtyard was surrounded on all four sides, while the rain was fierce, the winds had almost no effect."
,"Fortunately, the roof jutted out a bit, so even the rain wasn't so bad."
Ushiromiya Rudolf,"""Alright. Let's try standing the ladder up. ......Be careful. Don't hurt yourself."""
Ushiromiya Battler,"""Sure..."""
,"Rudolf and Battler carried the special ladder, which was designed for work on high places."
,Two umbrellas followed the pair.{n}Shannon and Kanon were holding umbrellas and sheltering Rudolf and Battler from the rain.
Ushiromiya Rudolf,"""We don't care about getting wet. Go back under the eaves. ......Gohda‐san! Your knees might be acting up, but you can at least hold a ladder down, right?!"""
Gohda Toshiro,"""Y‐yes, yes, sir...! If only I had enough Hyaluronan, going up a ladder would be no problem at all... ...I am truly sorry..."""
,Gohda rushed up to replace Shannon and Kanon.{n}Kyrie giggled as she watched him.
Ushiromiya Battler,"""Dad, hammer."""
Ushiromiya Rudolf,"""Cool. ......Battler, do you like athletics?"""
Ushiromiya Battler,"""Not as much as I love my cool handyman of a dad{p:0:♪}"""
Ushiromiya Rudolf,"""You little brat. .........Sheesh, I guess I need to show this son of mine my good side every once in a while. Battler, Gohda‐san. Hold that ladder down tight. And make sure you're looking up, okay? My hand might slip and you'll have this hammer tumbling down on you."""
Ushiromiya Battler,"""Don't worry. I'll catch it and smash your head in."""
,"Rudolf put the hammer meant for breaking the window into his pocket. Then, after cracking his knuckles, he started climbing the ladder......"
Shannon,"""Will Rudolf‐sama......be alright......?"""
Ushiromiya Kyrie,"""He'll be fine. That guy could be in an action movie. Plus, sports are one of his strong points."""
Ushiromiya Rudolf,"""......I wish you'd tell me how my skating prowess is supposed to help me climb ladders... ......{p:0:♪}I am Ina Bauer, always in danger...or whatever."""
Ushiromiya Kyrie,"""{c:86EF9C:He never dies}, so he'll be fine. ......Anyway, we're really lucky that the shutters aren't down. Isn't it standard practice to lower the shutters to Father's study at night?"""
Shannon,"""I‐it is. When we're permitted to enter, we open the shutters in the morning and close them at night."""
Kanon,"""......However, the Master told us that there was no need for the time being, so I think they were left open."""
Ushiromiya Kyrie,"""I see. ...............Father will be pretty mad, won't he? ...If his son smashes his window and comes in while he's sleeping."""
Kanon,"""......Well, ...probably......"""
Ushiromiya Kyrie,"""It would be wonderful if we didn't have to smash the window, don't you think?"""
Shannon,"""........................"""
,Both Shannon and Kanon...knew that Kinzo no longer existed in this world.
,"Natsuhi had ordered them to interfere as much as possible, ......but now that it had come to this, there was nothing that the two of them could do."
,......They had tried to interfere by pretending that they didn't know about the ladder that could reach up to the third‐floor window...
,"But because of Gohda's showing off, that ladder had been found..."
,Rudolf carefully climbed the ladder.
,......He would reach the third‐floor window very soon.
,"As he did this, ......Shannon and Kanon stared at him, looking uneasy......"
,What would happen after this?
,To the two of them. To Madam. ......To the Master.
,"......Very soon, Rudolf would reach the window."
{f:5:Beatrice},"""......So, the barrier around this room is giving way at last."""
Ushiromiya Kinzo,"""Hahah. The soldiers are scaling the castle walls. Truly, we stand only moments from the fall of the keep. .........I am prepared to be erased at any moment."""
{f:5:Beatrice},"""We can't let that happen. You have to remain alive, even if it means crawling through the dirt. ......I'll think about what comes next. Escape from this place for now."""
Ushiromiya Kinzo,"""That is easier said than done. ......Eva and the others are still in position in the hallway and Rudolf is approaching the window. There's no way of retreat through either."""
Ronove,"""In that case, perhaps you could hide under the bed."""
Ushiromiya Kinzo,"""......Hmph. So I am not even permitted to await the enemy's arrival seated on my throne?"""
{f:5:Beatrice},"""You might have done that while you were still alive. However, you are now a ghost that Natsuhi and I brought to life. Ghosts should do what ghosts do best and hide under the bed or in a closet."""
Ushiromiya Kinzo,"""Will something like that really fool them...? ...So it comes to this."""
Gaap,""".........Don't worry. I'll be with you. I'll get you out at the last moment."""
Ushiromiya Kinzo,"""It'll be dangerous for you. Even though you're a demon, you won't get away unscathed if you're burned by the anti‐magic toxin."""
Gaap,"""Don't worry about that. .........Anyway, I need things to get at least that bad before my heart starts pumping."""
Ushiromiya Kinzo,"""How reassuring. ......Very well. I'll hide under the bed."""
Ronove,""".........Milady. Rudolf will reach the window very soon."""
{f:5:Beatrice},"""Gaap. I've changed my mind. I will guard this place. Hide yourself along with Ronove."""
Ronove,"""What did you say...? This was not the plan. We planned to leave this place to Gaap and have you retreat, Milady."""
,"Even though Ronove should have been used to her fickleness, this surprised him for the first time in a long while."
,"......Though Beato was the powerful queen, she was also an important piece that should not be exposed to danger."
,"Though she was strong, running to the front lines without any plan would not be a praiseworthy move."
Gaap,"""What kind of whim is this...? ....................."""
{f:5:Beatrice},"""It's just a whim. I'm not so fond of boredom that I could simply sip tea while leaving everything to you...! I've just gotten the urge to jump into the struggle right away...!"""
Gaap,"""........................ ......OK. It is your game. You do what you want. I'll keep a close watch over the first twilight corpses I erased to make sure nothing happens to them."""
{f:5:Beatrice},"""Sorry for stealing your time to shine."""
Ronove,""".........Are you certain about this, Milady?"""
{f:5:Beatrice},"""You know that I love attention more than my three meals a day. I've done nothing except gobble up Gaap's turn on the stage. Don't pay it any mind...!"""
,......Ronove and Gaap were both silent.{n}The two of them had already noticed.
,"Lady {f:5:Bernkastel}, who used Furudo Erika as a piece, was a terrifying opponent."
,"......This fight would probably be terrifying as well.{n}Beato couldn't expose Gaap, her friend, to this danger......"
,"Beato bluffed and said that this wasn't the case, but Ronove and Gaap had already figured it out."
,"Therefore, after confirming Beato's resolve one last time and seeing that she was completely firm in her decision, ......they nodded in silence and accepted it."
Gaap,"""OK. ......I'll leave this up to you. I'm rooting for you. .........Take care."""
{f:5:Beatrice},"""Indeed. Feel free to stand back and watch my performance...!"""
Ronove,"""......Lady {f:5:Bernkastel} will probably start trying to expose Kinzo's absence with a locked‐room argument. ......Fights in a locked room are normally Gaap's area of expertise. ......Queens rule the battlefield because they are best at fighting in wide open areas. ......This won't be an easy fight."""
{f:5:Beatrice},"""I'm fully aware of that. I currently serve Natsuhi. It would not be right for me to delegate her peril to Gaap and callously watch from safety."""
Ronove,"""............Understood. ......I wish you luck in your battle."""
Gaap,"""Be careful... ......If it becomes a complete locked room, we won't be able to come in and help you."""
{f:5:Beatrice},"""I'll laugh at them a bit, and if things get bad, I'll just grab Kinzo and run for it. It'll be easy. With the door and the window, the past and the future to choose from, there are plenty of places to run to. Of course I won't let this become a locked room."""
Gaap,"""......Though you won't see us, we'll be cheering you on from very close by. ......Good luck."""
{f:5:Beatrice},"""Mm."""
,"Gaap and Ronove became a swarm of gold butterflies and disappeared, and Kinzo melted into the darkness beneath the bed."
,"Then, Beato also became a swarm of gold butterflies and melted away inside the study..."
,"After that, all figures and signs of life had disappeared from the study, and it once more regained a silence as though no one had been there from the beginning..."
,"Then, ......Rudolf's outline slipped into view from beyond the window's curtain."
Ushiromiya Rudolf,"""Dad...!! If you're there, answer! Daaad!"""
,"As he yelled, he hit the window."
,His foothold was so uncertain that just hitting the window felt life‐threatening.
,"But of course, this was Rudolf, the show‐off."
,"Deciding that he couldn't show himself up with so many people watching from below, he suppressed the fear from being so high up...and boldly knocked on the window."
Ushiromiya Battler,""".........Come on, Grandfather... Can't he hear...?"""
Gohda Toshiro,"""I, I wonder... I hope he doesn't drop the hammer..."""
Ushiromiya Kyrie,"""How many seconds have passed?"""
Kanon,"""......It's been thirty seconds since he knocked on the window."""
Shannon,"""So, ......he's really going to...sm‐......smash it? Umm, the Master...will be very angry..."""
Ushiromiya Kyrie,"""There's one person who's been kind enough to brag about how accepting that anger is her duty, so there's no need to worry. ......Rudolf‐san! That's enough. Do it...!"""
Ushiromiya Rudolf,"""Sure...! .........Dammit Dad, you better not complain after I smash it."""
,"He hit it several times, and eventually, a fist‐sized hole opened up in the glass."
,"Because of his unstable footing, this took a lot of effort..."
,"Using the end of the hammer skillfully, he brushed aside the now fractured bits of glass and opened the hole further, stuck his hand through it, and unlocked the window."
,"Then, after a hard struggle, he somehow managed to open the window, and his body slipped through into the study."
,"After that, he flopped onto the floor, using his entire body to enjoy the relief of having a ground under him."
Ushiromiya Rudolf,""".........Dad! It's Rudolf. Answer me!"""
,It wouldn't be an exaggeration to say that Kinzo's study was a small villa he had created inside the mansion.
,A study. A book archive. A place to sleep. And a bathroom and washroom.{n}It was divided into multiple rooms.
,"......Indeed, with all this at your fingertips, it wouldn't be hard to spend your days in this study without ever leaving at all."
,"The bed was empty.{n}There were marks on it which made it seem as though someone had slipped out, but there was no one in sight."
Ushiromiya Rudolf,"""......They do this a lot in ninja movies. ""The bed's still warm! They can't have gotten far!"" Just like that."""
,"Rudolf tried placing his hand on the bed, but he couldn't feel any heat at all."
,Not only was there no heat......it felt completely ice cold.
,And the bed wasn't the only thing that was ice cold.
,"......The air inside the room......and even the presence about it, if that's the right word for it, ...even that felt ice cold."
,"To Rudolf, it felt as though Kinzo had slipped out of this room a long time ago..."
Ushiromiya Rudolf,"""......It's very clean. There are signs it's been lived in. ........................"""
,Wrinkles in the bed. The slight angle of the chair.
,"Here and there, there were many marks that would doubtlessly have been cleaned or fixed up if someone had come in to make the beds."
Ushiromiya Rudolf,"""As far as I can tell off the top of my head, Dad must have slipped out of bed several hours ago at the latest..."""
,That placed it in the same general time period as the brutal series of murders.
,......It didn't seem possible to say that Kinzo's absence was completely unrelated to the crime.
,"Having reached a dead end for now, Rudolf leaned out of the window, and told Kyrie and the others in the courtyard to come back up since he was going to unlock the door."
,"Then, he pushed the button on the study desk and released the door's auto‐lock."
,"There was a heavy clunking sound, and Natsuhi and the rest dashed in immediately..."
Ushiromiya Natsuhi,"""F‐......Father...... Good morning..."""
Ushiromiya Rudolf,"""Sorry, but it isn't Dad. ......I'm the one who opened it."""
Furudo Erika,""".........Was Kinzo‐san there?"""
Ushiromiya Rudolf,"""Nope. ......There are signs he slipped out of bed, but no way to tell when that was."""
Ushiromiya Eva,"""And Natsuhi nee‐san was the last person to meet him, right...? At around eleven o'clock last night. I wonder if that means he slipped out of the study sometime after that and went somewhere else..."""
Ushiromiya Natsuhi,"""W‐......well...... B‐but Father is a fickle man... Many times, he has bolted awake in the middle of the night saying that he had a revelation in a dream, and walked around the mansion. Isn't that right, Doctor Nanjo...?"""
Nanjo Terumasa,"""Nn, ......y‐yes, that sort of thing has happened before... ...As you say, ......he is, erm, a fickle fellow. R‐right, Kumasawa‐san...?"""
Kumasawa Chiyo,"""...Hoh, ...hohoho. That's true... He might have had some sort of strange dream and slipped out of bed... That happens a lot, yes......"""
Ushiromiya Hideyoshi,"""Then where'd he slip off to...?! Isn't there a good chance...Father's been caught up in this crime?!"""
Ushiromiya Eva,"""............You see? We should have checked to make sure Father was safe from the beginning, shouldn't we?"""
Ushiromiya Natsuhi,"""...nn....................."""
Ushiromiya Eva,"""We can't be sure he isn't in this room. Maybe the culprit tied him up and locked him in the closet or something like that."""
Furudo Erika,""".........Just what I was thinking. Let's conduct a search."""
Ushiromiya Natsuhi,"""Th‐......the head treasures this study... It will not do to have you pawing all over it...!"""
Furudo Erika,"""Oh, that's right. I have an announcement for our guilty party."""
,"When Natsuhi heard this said from right in front of her, her heart froze."
,......But Erika had only just happened to be standing right in front of Natsuhi when she said it. She had directed her words to the room at large.
,......She hadn't been speaking to Natsuhi in particular.........
,"Natsuhi turned her back on Erika, trying to make it so that her faltering expression wasn't noticed..."
Furudo Erika,"""......My memory is photographic in every detail. If any attempt is made to hide evidence or alter the scene, I will know at once. ......Please don't commit some stupid blunder here and disappoint me. Don't you agree that any whodunit in which the culprit is unmasked by way of some silly mistake or slip of the tongue is dreadfully third‐rate?"""
Ushiromiya Natsuhi,"""............I, ...I don't understand what you're talking about, but I'll ask you to refrain from imprudent remarks. ......Father, are you there...?! Please answer me...!"""
,"Natsuhi started walking around and calling out in a loud voice, refusing to let Erika say any more."
,There was a knock. Kyrie and the others who had gone down to the courtyard had returned.
Ushiromiya Kyrie,"""No sign of Father, I assume?"""
Ushiromiya Rudolf,"""He might be tied up and shut away somewhere around here. We were just about to start searching for him."""
Ushiromiya Battler,"""............I'm amazed he can keep himself locked up in a place like this for so long."""
Shannon,"""..........................."""
Kanon,"""......Give it up, Nee‐san. ......We can't change anything now."""
Shannon,"""I wonder......what Madam plans to do......"""
Kanon,"""......Get paid back for all the lies she's told up until now."""
Kumasawa Chiyo,""".........Shh. ...Let's leave fate in God's hands."""
Shannon,"""Y‐.........yes......"""
Kanon,""".................."""
,"Many people traipsed around Kinzo's vast study, looking here and there."
,Inside the closet and in the bathtub.{n}Even in the refrigerator and under the study desk.
,"......They looked everywhere, almost as though they were ""it"" in a game of hide‐and‐seek."
,"......However, not only were they unable to spot Kinzo, they couldn't even find a single suspicious mark..."
Ushiromiya Natsuhi,"""I‐it seems clear that Father isn't here. ......That's enough. I ask you all not to disturb Father's precious study any further."""
Kumasawa Chiyo,"""Yes, yes... There's nothing the Master hates more than having things moved around without his permission..."""
Ushiromiya Eva,"""Father's nowhere to be found. .........Maybe he really was caught up in the crime...?"""
Ushiromiya Natsuhi,""".........Th‐though we can't be sure of that..."""
,Natsuhi averted her gaze once more.
{f:5:Beatrice},"""......It's alright, Natsuhi."""
Ushiromiya Natsuhi,"""......We truly do have our backs against the wall... On the off‐chance that someone entered the study, I had planned to talk my way out of it by saying that he had probably gone for a walk somewhere. ......However..."""
Ushiromiya Kinzo,"""Hmph. No one would believe that I was enjoying a casual midnight stroll in a mansion where a murder has occurred and many people have been killed. Though I wouldn't put it past myself to do such a thing."""
{f:5:Beatrice},"""Come now, Kinzo. Be a good boy and stay hidden under the bed. ......It's alright, Natsuhi. Remain calm. .........You can prove that someone exists, but you can't prove that they don't exist."""
{f:5:Beatrice},"""In other words, the {y:0:Human}{n:0:human} world is one in which regardless of whether something exists or not, you can make it ""exist"". ......And the shadows in which you can make it ""exist"" form the world of us witches and the world of demons and devils."""
Ushiromiya Natsuhi,"""......You mean...the Devil's Proof."""
{f:5:Beatrice},"""Yes. .........So don't worry. The power of demons will most certainly protect you."""
Ushiromiya Natsuhi,""".........If it could protect the honor of Father and my husband, ...I would gladly sacrifice this body of mine to demons."""
{f:5:Beatrice},"""Your resolve is good. ......Don't be anxious. I won't allow them to {i:kill Kinzo}."""
,"At that moment, a dry sound suddenly rang out twice."
,"Erika had clapped her hands, seeking everyone's attention."
,"Though such an action should have been above a guest's place, for some reason, it already felt like a natural right of hers."
,"......After all, she was the ""detective""."
Furudo Erika,""".........I think that's enough. Ushiromiya Kinzo‐san is nowhere to be found in this study."""
Ushiromiya Rudolf,"""Yeah, we've searched every possible hiding spot. Dad's nowhere to be seen."""
Ushiromiya Eva,"""And we haven't found anything out of place."""
Furudo Erika,"""Yes, we didn't find anything at all."""
,Erika said it again.{n}They hadn't been able to discover anything......
Ushiromiya Natsuhi,"""In that case, we mustn't continue to loiter in this room. Do you understand how angry Father would be if he learned that so many people were looking through his study...?!"""
Ushiromiya Natsuhi,"""Eva‐san, you said that you were prepared to take responsibility, didn't you? I hope you're prepared to be disowned for life...!"""
Ushiromiya Eva,"""Th‐that's for Father to decide...!! Not you!!"""
Furudo Erika,"""Quiet down. .........I'd like to assemble the facts as we know them. At eleven o'clock last night, the last person to meet Kinzo‐san in this room was Natsuhi‐san, correct? Can anyone confirm that?"""
Ushiromiya Battler,"""......Confirm...?"""
Furudo Erika,"""Yes, that's right. After all, the only one who claims that Natsuhi‐san really did stop by here at eleven o'clock last night is Natsuhi‐san herself. A confirmation from Kinzo‐san that Natsuhi‐san did indeed come here last night would have sufficed, but his absence is the very issue under question."""
Ushiromiya Kyrie,""".........Alibis are the foundation of a mystery, correct?"""
Furudo Erika,"""Yes, that's right. Alibis are important. Of course, they're almost useless when it comes to the actual theory‐making, but it's common courtesy to be particular about this kind of thing."""
Ushiromiya Battler,"""Heh. ......You didn't ask for alibis regarding last night's murders, but you'll do it for Grandfather's disappearance, huh? ...You really are unpredictable."""
Furudo Erika,"""Oh, don't worry. Regarding the murders of the first twilight, have no fear that I will fully examine everyone's alibi for that as well later."""
Furudo Erika,""".........So, can anyone confirm that Natsuhi‐san visited here at eleven o'clock? If no one can, we'll be forced to doubt whether Natsuhi‐san really was the last person to spot him."""
Ushiromiya Natsuhi,"""......A‐are you saying that I can't be trusted?"""
Furudo Erika,"""No, no, just the opposite. I hope that you aren't the culprit. After all, that would be {i:dreadfully} dull, don't you agree? Only the worst third‐rate mysteries have the most suspicious person as the culprit."""
Nanjo Terumasa,"""...Natsuhi‐san......is suspicious? W‐wait a second. What exactly is your argument...?!"""
Gohda Toshiro,"""Yes...! Calling Madam suspicious is the height of discourtesy...!!"""
Ushiromiya Natsuhi,"""Quiet!! Doctor Nanjo, Gohda, thank you. ......Erika‐san. ......I presume you have some basis for the tremendous disrespect you just showed me......?"""
Furudo Erika,"""......I do. It's painfully simple, but if you'll permit me some TV drama‐quality evidence, I'll be happy to oblige."""
Ushiromiya Battler,"""............Let's hear it."""
,"When Battler glared at her, ......a cold expression rose to Erika's face for an instant."
,"But it was only for an instant.{n}After smiling peacefully and gazing around at everyone, she started to talk."
,"She looked just like the main character in a play, who had come out onto center stage bathed in a spotlight..."
Furudo Erika,"""Think back to this morning. Please recall the chaos that followed the murders. ......We wanted to inform Kinzo‐san about the crime, but he wouldn't come out no matter how many times he was called on the telephone. Remember what happened then."""
Ushiromiya Hideyoshi,"""Anyway, ...isn't it bad if we can't get in touch with him? I mean, Father might not even know there's crimes goin' on! Right?!"""
Kanon,"""......I, I'm not sure........."""
,"Keenly noticing that people were starting to doubt Kinzo's existence, Kanon mumbled his words..."
Ushiromiya Kyrie,"""............Who was the last person to see Father...? ......And when?"""
Ushiromiya Natsuhi,"""I‐...it was me. Last night, ............up until moments before all the fuss of Battler‐kun finding the gold, I was reporting the day's events to him in the study."""
Furudo Erika,""".........So around eleven o'clock last night. ...........................Heheh."""
,Erika chuckled significantly.
Ushiromiya Natsuhi,"""A‐and what's your point? Ridiculous."""
Furudo Erika,"""I think Kyrie‐san probably did that intentionally. ......Am I right?"""
Ushiromiya Kyrie,"""..........................."""
Shannon,"""Wh‐...what do you mean......by that......?"""
Ushiromiya Kyrie,"""......I figured someone might fall for it."""
Furudo Erika,"""Yes. Thank you, Kyrie‐san. Actually, I was planning to say the same thing, if you hadn't done it first."""
Kanon,"""......W‐...was the question of who saw the Master last...really that important...?"""
