Speaker,Umineko Project (UP)
,"At that moment, Jessica spun around, and roared towards the darkness of the rose garden."
Ushiromiya Jessica,"""..................HEY!! Someone's watching, right?! Tell the old man...!! Tell him I'm gonna friggin' kill him!! Let's go...!!"""
,"Of course, there was no reply, only the howl of the wind and rain......"
,The children returned to the guesthouse...{n}...In fear of what would be waiting for them when they got back.
,"After they departed, .........from the exact point in the darkness that Jessica had yelled at, two rabbit ears sprung up..."
Chiester45,"""......S‐sorsorsorryyyy...! They found me ouuuut...!!"""
Chiester410,"""It's 'cause you're too slow, 45, nye~h. Ni~hihihi~, Pendragon‐sama's going to scold youu~{p:0:♪}"""
Chiester45,"""I'm sorry I'm sorry, please don't tell Pendragon‐sama on meeeee!"""
Chiester00,"""Shut up be quiet. It was obviously just a bluff. ...Gohda and Kumasawa's imprisonment confirmed. Mission accomplished. Time to report back."""
Chiester410,"""Neener‐neener. Nihi{0}hi{0}hi{0}hi{0}hi{0}hihihi! Ouch."""
Chiester00,"""Do you want us all stuck on nothing but carrots and water because of collective responsibility? ......Let's go."""
,It certainly seemed to be a fact that they were being watched.
,"Because once they returned to the cousins' room, turned the lights on, and lay down on their beds, the phone rang again."
,"Up until now, Jessica had been answering the phone, seeing as it was her house, but now it was George, as the eldest, who picked it up."
,"This time, Kyrie‐san was on the other end of the phone.{n}George handed it to Battler out of consideration..."
Ushiromiya Battler,""".........Hello. Kyrie‐san? Is everything alright over there...?!"""
Ushiromiya Kyrie,"""Thanks for worrying. ...It's agreeable for now. .....................Sorry, I've been ordered to refrain from speaking freely. Listen closely to what I'm about to tell you."""
,The fact that they were hostages still hadn't changed.{n}And Kinzo or one of his subordinates was probably listening to this conversation.
,"Battler restrained the urge to talk about other things, and focused on what Kyrie had to say."
Ushiromiya Kyrie,"""The tests will be given to Jessica‐chan, George‐kun, Battler‐kun, and Maria‐chan, in that order. .........You'll be called out in turn, so until then, do not leave the room. The person who is called out will head to their designated location, alone."""
,Battler repeated it out loud so that his cousins would also understand.
Ushiromiya Battler,"""......Jessica, Aniki, me, and Maria in that order, stay in the room until we're called, right. ......Got it... ......Maria too? Even a nine year old girl... What's that old fart going to force her to do, goddammit..."""
Ushiromiya Kyrie,"""...............The future of the Ushiromiya family rests in all of your hands. ......Do your best."""
Ushiromiya Battler,"""......Hm. ...............Sure."""
,"Battler noticed the strange nuance in Kyrie's words.{n}Even without any blood connection, he could still understand thanks to the long‐lasting bond they shared."
,Now was not the time to worry about the future of the Ushiromiya family.{n}......That wasn't the message that Kyrie wanted to send.
,"She probably meant ""there is no way for us to escape from this dungeon, and we can only wait to be rescued. Our lives are in your hands""."
,......Something like that.
Ushiromiya Battler,"""Yeah, leave it to us. No idea what kind of test it is, but bring it on. I'm not backing down from that challenge. .........It's a serious test, right? ...It's OK for us to......go all out?"""
Ushiromiya Kyrie,"""......Yes. It's a serious test. He plans to {i:seriously} test you all."""
Ushiromiya Battler,"""That's no good, no goddamn good at all. ......Some old fart on death's door thinks he can take me when I'm serious?"""
Ushiromiya Battler,"""Let's see him spew that shit from beyond the grave. He's there, so tell him this for me: The next head is me. And my first action will be to implant my fist into your face...!"""
,"Even without Kyrie having to repeat it, Battler's powerful declaration of war reached Kinzo's ears..."
Ushiromiya Kinzo,"""Fuhahahahahahahaha!! Battleeeeer, I will truly be looking forward to it!"""
Ushiromiya Kinzo,"""I can't wait to see just what a man who once discarded the Ushiromiya name has attained, to just what state of mind he has ascended as he stands before me!! Tell him that...!"""
,"Unfortunately, Kinzo's voice was not picked up by the receiver. So Kyrie spoke for him."
Ushiromiya Kyrie,"""He says he's more than up for the challenge. .....Alright, Battler‐kun. There's no need to hold back. .........You are Rudolf‐san's son."""
Ushiromiya Kyrie,"""......No, you are my son. Show me something I won't be embarrassed to brag about. .........I entrust everything to you......"""
Ushiromiya Battler,"""Roger that, Mom. .........Leave the rest to us...!"""
Ushiromiya Kyrie,""".........All of us here have lost the right to inherit the position of head. ......Now we're just the same as pieces taken off the chessboard, looking on from the outside. So you'll have to fight by yourselves."""
Ushiromiya Battler,"""...............Kyrie‐san........."""
,The nuance of those words was.........
,"""We've already given up. ...You can forget about us."""
,"......But.........for that very reason, I won't give up......{n}I'm going to wreck this test or whatever, and save everyone...!"
Ushiromiya Kyrie,"""Well then, ......here are the instructions for the first test, Jessica‐chan's. ......Head to your own room, he says."""
Ushiromiya Battler,"""Own room?"""
Ushiromiya Kyrie,"""It seems he means Jessica's personal room in the mansion."""
Ushiromiya Battler,""".........I'll hand it over to Jessica. Tell her directly. ......Jessica."""
Ushiromiya Jessica,"""He‐hello...... ............Okay, ...I understand..."""
Ushiromiya Jessica,"""............Me first, huh... ......I'm ready. Be right back!"""
,"In actuality, Jessica was probably feeling the fear of a girl her age."
,......But she buried those feelings and strengthened her resolve.
Ushiromiya George,"""Be careful, ......okay?"""
Ushiromiya Jessica,"""......We're being watched, right? We can't do anything. All we can do is exactly as we're told."""
Ushiromiya Battler,""".........They say that old geezer killed those six in the dining hall in an instant, with no hesitation. ......It might be the same for us."""
Ushiromiya Jessica,"""I get it. ............I'll pay him back."""
Ushiromiya George,"""Don't do anything reckless. .........If you think you're in any danger, you put yourself first. ......If Uncle Krauss finds out that his daughter sacrificed herself for him, there's no doubt it would tear his heart apart."""
Ushiromiya Jessica,"""It goes the other way too. .........If Mom and Dad were both killed, and I was the only one left, my heart would rip itself to pieces."""
Ushiromiya George,""".............................. ......Battler‐kun. Is what you said earlier true......?"""
Ushiromiya Battler,"""Yeah. ......Kyrie‐san and the others are already......prepared for what will happen."""
Ushiromiya Jessica,"""Then I'm even more sure I'm ready. ......Their lives rest on our shoulders. The hostages can't do anything while locked up. So it's up to us to do something about it."""
Ushiromiya George,""".........If anything happens, run back to the guesthouse. At that time, we'll be done playing along with Grandfather's game."""
Ushiromiya Battler,"""Aniki........."""
Ushiromiya George,"""At that time, we will declare war. .........Wherever they're locked up, we'll save them, and we'll see that Grandfather gets what he deserves."""
Ushiromiya Battler,"""......Are you sure, Aniki? ......Shannon‐chan's there too."""
Ushiromiya George,"""........................ ......That doesn't mean I'll sit around and wait for my fiancée to be killed. .........What scares me is not that Shannon might be killed by Grandfather."""
Ushiromiya George,"""{i:I'm just worried you guys will be first to find that doddering old bastard who gave my fiancée a taste of terror, and literally beat me to the punch}."""
Ushiromiya Jessica,"""Now I get it... ......Yeah, this really is a test to settle who the next head's gonna be."""
Ushiromiya Battler,"""Yep. ......The first one to bury a fist into that old geezer's face is the successor."""
,"George, Battler, and Jessica each forcefully nodded their heads and put their fists together."
,"Then Jessica headed off to her own room, as designated......"
,"Her form disappeared into the darkness of the rose garden, which was shaking in the violent winds."
,"......As they saw her off, George and Battler hardened their trembling fists....."
,"Jessica's back was watched through the window by Maria, who had remained upstairs."
,Her expression was blank......
Ushiromiya Maria,"""......I wonder why everyone is getting so upset. .........When {f:5:Beatrice} is revived, we can get her to bring everyone back to life."""
,Jessica's form had already been completely swallowed up by the darkness.
,"......At that time, the phone began to ring again."
,"Battler and George heard it and came clamoring back, but Maria picked up the receiver right away."
Ushiromiya Maria,"""...............Hello."""
Shannon,"""M‐......Maria‐sama...? It's Shannon. ......Would you please hand the phone to George‐sama?"""
,"This time, it was Shannon on the phone."
,"And the purpose of the message was to tell the next person, George, where he was to go......"
