Speaker,Umineko Project (UP)
,"It headed forward, .........turned corners, .........and descended what appeared to be stairs from time to time."
,"And then, ......though I couldn't really tell because of the darkness, .........it slipped through the crack of a door."
{f:5:Bernkastel},"""........................Here......?"""
,"I pushed the door open slowly, ......but it was dark on the inside, just like the corridor."
,"However, the air and the slight change in the echoes made by the footsteps...told me that this was a room, not a corridor."
,The sounds of the cat's footsteps were gone.
,"......However, the bloody footprints remained."
,"On the other side of some sort of wooden screen, ......under what looked like a small spotlight..."
,......that same black cat...was noisily gobbling down a bowl of pet food.
,".........I see. So, this is its reward for bringing me here..."
{f:5:Bernkastel},"""Cat...... Sorry to bother you during your meal, ......but I'd like you to summon your master. .........That is, unless you're actually the one who summoned me...?"""
,Talking to it didn't cause it to turn around.
,"......Well, I guess it is an animal eating its food. ......If I kick it away, it'll probably run off to its owner."
{f:5:Bernkastel},""".........Hmph."""
,"When I did kick the cat, ......it sailed away like a stuffed animal, hit the wall, and fell to the ground."
,"Then, it vanished, as though it had melted into the darkness......"
,......What's with this cat? ......Is it just an illusion...?
{f:5:Bernkastel},"""........................!"""
,"When I looked at its food bowl, ......it was piled up with what appeared to be blood‐drenched raw meat."
,......It was as though someone had torn apart living flesh on the spot......and piled it into there.
{f:5:Bernkastel},""".........Come on, what's with the creepy reception?"""
,"{a:c:{m:-5:―}―That was a mean thing to do, kicking it}."
,"The instant I heard that voice, the hairs on the back of my neck stood on end."
,"Then, ......the surrounding area finally brightened....."
,"However, {f:5:Bernkastel} had already guessed where this was before it grew bright..."
{f:5:Featherine},""".........That was you. ......That cat."""
{f:5:Bernkastel},"""......................................."""
{f:5:Featherine},"""......My dear flesh‐eating cat who has learned to choose its own path, ......it has been long since we last met......"""
{f:5:Bernkastel},"""It's a path I'd never have to have noticed if you hadn't told me. ......You're the monster who taught me the taste of flesh. .........So, you've come back to life. .........{f:5:Featherine Auaurora}..."""
{f:5:Featherine},"""......It is {f:5:Augustus Aurora}...... You never learn no matter how often I tell you that... ...Very well. Even that brings back fond memories...... I have heard the rumors... .........It seems you have taken the name {f:5:Bernkastel}, Witch of Miracles, .........and have been traveling around playing some far from praiseworthy fragment games......"""
{f:5:Bernkastel},"""I'm just imitating you. Though I could hardly match up to your level. ......If the rumors you've heard about me are bad, that applies a hundredfold to you."""
,"{f:5:Bernkastel} sat unreservedly in an antique chair, ......as though she was already familiar with the place."
{f:5:Featherine},"""............What are you afraid of? I am merely celebrating my reunion with my longest‐serving miko so far... Did you really find my messenger cat so displeasing?"""
,"By all appearances, {f:5:Bernkastel}'s manner seemed relaxed..."
,"However, {f:5:Featherine} admonished her, telling her not to be afraid."
,"......And, judging by the expression that rose to Bern's face, ......{f:5:Featherine} had been right on the mark..."
{f:5:Bernkastel},"""Did you really have to make such blunt insinuations against me? ......A cat leaving behind bloody footprints and stuffing its face with blood‐stained meat..."""
{f:5:Featherine},"""........................... ......Have no fear. ......Look closely. ......Where do you see a cat stuffing its face with blood‐stained meat......? I just gave it a plate of biscuits as a reward for going to get you..."""
{f:5:Bernkastel},"""..........................."""
,"............Despite there being no wind, the bowl at her feet seemed to blow away as though it was made of soot."
,"...In its place lay a lovely......and perfectly normal......cat dish, .........with a pile of small biscuits on top of it..."
{f:5:Bernkastel},""".....................Tch......"""
,{f:5:Bernkastel} didn't even hide her displeased grimace.
,"{f:5:Featherine} shrugged and muttered ""you haven't changed, child of man"" as she rocked her rocking chair."
{f:5:Bernkastel},""".........I see you're as unpleasant as ever. ......But nowadays I find you pleasing. Imitating you really has been far from boring."""
{f:5:Featherine},"""......Scold me as you please. It is the parting gift I gave you when we last met."""
{f:5:Bernkastel},"""You liked abusive mikos because they kept you entertained, right......? Tch, ridiculous. ......If talking will only please you, I'll shut up. .........So, ......what do you want with me...?"""
{f:5:Featherine},"""It seems {f:5:Beatrice}'s game has ended with Battler's victory. ......I observed it. It was quite entertaining."""
{f:5:Bernkastel},""".........I'm sure you enjoyed seeing me fail miserably."""
{f:5:Featherine},"""Nonsense, it was a splendid performance... ............I'm sure Beato is very grateful to you."""
{f:5:Bernkastel},"""............Hmph. ......And? If you want me to read the fragments of Beato's game aloud for you, I refuse. I'm not your miko anymore."""
{f:5:Featherine},"""I have observed all of Beato's games. ......I also watched {f:5:Lambdadelta}'s game and Battler's game with great interest. ......I believe I have fashioned my own particular answers to all the mysteries. .........The culprit. The motive. The individual tricks. ......I am not yet clear about the very last part of the epitaph's riddle, but I have enough of a theory that if I actually went to Rokkenjima and investigated, I should be able to resolve that part as well."""
{f:5:Bernkastel},"""...............And...?"""
{f:5:Featherine},"""Of course, since there is no single truth, my theory is probably only one of many possibilities. ......However, it is one of those possibilities, so that problem is a trivial one."""
{f:5:Bernkastel},"""......What are you up to? .........Do you want to debate Beato's game with me?"""
{f:5:Featherine},"""Wrong. .........What I want is to look at the answers, child of man."""
,Those words of {f:5:Featherine}'s made {f:5:Bernkastel} straighten up.
,......Her old master did not fail to notice that small reaction.
{f:5:Featherine},"""So far, you have spiced up this tale as an actor. In doing that, you have probably come to know many truths. ......However, even you are unaware of the truth behind several mysteries that Beato has skillfully kept hidden, correct......?"""
{f:5:Bernkastel},"""........................... .........I see... .........You want to use me......to chew apart......and string out the guts of something again."""
{f:5:Featherine},"""After watching a play, the experience of reading the pamphlet and learning what goes on behind the scenes......is similar to, as you would say it, enjoying some black tea after a meal. ......It is ceremony, but essential nonetheless."""
{f:5:Bernkastel},"""You play with them and love them while they're alive, then eat their flesh when they die. ......So, cats are doubly useful to you. .........Just die, monster."""
{f:5:Featherine},"""I want...to look at the answers. .........I'm sure you want to know them."""
{f:5:Bernkastel},"""...................................."""
{f:5:Featherine},"""Think of it as a burial for Beato's corpse, where you are in charge of the service. ......What do you say about that, child of man?"""
{f:5:Bernkastel},""".........Now, you're starting to speak my language."""
,"When {f:5:Featherine} snapped her fingers, a thin spotlight shone on a table cluttered with books."
,There.........lay a folded version of the game board for Beato's game.
,"The Witch of Theatergoing spun her finger in a circle, and the game board opened up by itself, revealing the rows of black and white pieces that were packed away inside it."
{f:5:Featherine},""".........It is a complete set, containing the game board and all the pieces. ......The records of the previous games are all there as well."""
,"With a rustling sound, the books flipped through all their pages of their own accord, shut themselves, and flew to the side of the game board, where they waited. Inside them, all of the movements of the pieces during previous games were recorded..."
{f:5:Bernkastel},""".........I see. So you were short a player and a commentator..."""
{f:5:Featherine},"""We are also short on black tea. ......And, I suppose, dried plums. Of course, I will find some."""
{f:5:Bernkastel},""".............................. ......Okay. If you add on some mustard rice cakes, then we have a deal."""
{f:5:Featherine},"""The negotiations are concluded."""
{f:5:Bernkastel},"""I have one condition."""
{f:5:Featherine},"""Oh, and what is that?"""
{f:5:Bernkastel},"""I'm going to be the Reader, right...? .........I have no love, so I might interpret all kinds of things in strange ways. ......However, the Reader is free to read things in a manner and with an intonation of her choosing."""
{f:5:Featherine},"""I only want to check the answers. ......I have no interest in the tale itself. .........The particular kind of tale you choose to create is of no interest to me whatsoever. ............Ah, yes. Now I see what you're after."""
{f:5:Bernkastel},"""..................Will you accept that condition?"""
{f:5:Featherine},"""Very well... I want to know the answers. You want an outlet for your grievances. The negotiations are concluded."""
,"When {f:5:Featherine} snapped her fingers once more, ......a large chair appeared, as though beckoning {f:5:Bernkastel} to sit there."
,"The chair, its design horribly mismatched with the furnishings of this room, ......was a throne."
,"Wait, I've seen this before. .........This is—"
{f:5:Featherine},"""I acknowledge it. You may sit. You are the Game Master."""
{f:5:Bernkastel},""".........Are you sure? ......Are you {i:really} sure...?"""
{f:5:Featherine},"""You may create whatever sort of tale you like to ease your inner hatred. I am not interested. However, I have one condition as well. ......Provide all of the answers I seek. No hiding, concealment, or tricks."""
{f:5:Bernkastel},"""Heh, ......heh{0}eh{0}eh{0}eh{0}eh{0}eh{0}eh{0}eheh...! Leave it to me. Tearing apart the chest and ripping out the guts is my specialty. .........After all, you trained me."""
{f:5:Featherine},"""I shall make you some black tea. ......With my own hands, not magic. ......Let the master treat her miko to some tea..."""
{f:5:Bernkastel},"""Beato once told me that tea is best drunk in the company of a witch."""
{f:5:Featherine},"""It seems we differ in that regard...... ......Heh, ...heheh{0}eh{0}eh{0}eh{0}eh{0}eh{0}eh{0}eh{0}eh{0}eh{0}eh{0}eh{0}eheh."""
,"......At some point, that dish piled with biscuits......had reverted to a mountain of torn‐apart meat and a splatter of red. No, not just meat, ...even intestines..."
{f:5:Featherine},"""......Tea is best enjoyed—"""
,"""""With your fellow monsters."""""
{f:5:Bernkastel},""".........In that case, let's get the pieces ready. If we keep counting, this'll be game number seven, right?"""
{f:5:Featherine},"""Correct. An auspicious number."""
{f:5:Bernkastel},"""It won't be for Beato."""
,{f:5:Bernkastel} slowly picked up a black piece.
,It was the piece that represented {f:5:Beatrice}.
,"It was sometimes a king, sometimes a queen, and could even become a knight."
,"However, that was only if it got promoted.{n}Until then, it was only a trash piece, like a pawn."
,"First came piece positioning. Even this early, the witch's game had already begun."
,{f:5:Bernkastel} took Beato's piece and slowly raised it high.
{f:5:Bernkastel},"""First move, placement. {f:5:Beatrice} on d8."""
