Speaker,Umineko Project (UP)
,"He would have to arrange everything as the host of the event, carry out funeral diplomacy perfectly, and make it clear that the Ushiromiya family would still hold enormous influence in the political and financial spheres."
,"As Nanjo watched Krauss, he was vividly reminded of the time when Kinzo had been suddenly selected as the Ushiromiya family head, a time in which Kinzo had been lost and confused."
,"Nanjo could remember that well, and for that reason, he was able to understand Krauss's distress and sympathize with it..."
,Natsuhi's sobs eventually subsided.
,"Seeing this, and leaving Kumasawa to care for Natsuhi as a fellow woman, Genji returned to Krauss."
,"And he lowered his head slightly, as though asking what should be done."
Nanjo Terumasa,"""......Genji‐san and I will deal with the formalities. Krauss‐san, perhaps you should contact the relatives first."""
Ushiromiya Krauss,""".................."""
,"Krauss, with his hands still over his eyes, didn't respond..."
,"Perhaps even though he had known this day would come, Krauss really couldn't hide his shock at how suddenly it had reached them."
Ronoue Genji,"""......Leave this to Doctor Nanjo and me. Krauss‐sama, I suggest that you first speak with Madam."""
,"Maybe she heard that, or maybe it was a coincidence.{n}As though responding to Genji's words, Natsuhi came over."
,"Her eyes were red from crying so much, but she apparently understood the heavy responsibility that had been imposed on the two of them even better than Krauss did."
Ushiromiya Natsuhi,"""As of now, you are the head of the glorious Ushiromiya family. Let us show our relatives and the world that you have splendidly succeeded your father. ......As your wife, I am prepared to serve you until the day our coffins are laid down alongside each other."""
Ushiromiya Krauss,""".................."""
,"Trying to encourage her husband who was overcome with shock, Natsuhi lent him some reassuring words."
,"When Krauss finally lowered the hands that had been covering his face, ...he looked up at the ceiling with a blank expression and let out a deep, deep sigh..."
Ushiromiya Natsuhi,"""......Please, stay strong. There are a great many people who will intend on helping themselves to everything Father has left behind. We must fight to protect Father's honor and wealth. That is the first responsibility of the Ushiromiya head."""
Ushiromiya Krauss,"""...I understand. I do understand."""
Ushiromiya Natsuhi,"""Doctor Nanjo, Genji, please take care of the legal and funeral arrangements. Especially you, Genji. I ask that you take particular care and see to it that the funeral will be a fitting one for Father."""
Ronoue Genji,"""......Certainly."""
Ushiromiya Natsuhi,"""And Doctor Nanjo. Father didn't pass away in a hospital, ......so..."""
Nanjo Terumasa,"""Yes. An autopsy might indeed be required depending on the circumstances......"""
Ushiromiya Natsuhi,"""Is there anything you might be able to do about it...? Even though he has passed away, Father's body is precious. Any damage to it would not be acceptable..."""
Nanjo Terumasa,"""I understand how you feel. ...However, it is important to follow proper procedure where things like this are concerned. And, umm, ......I don't really know how to say this. I fear that several of your relatives might be difficult..."""
,......There was no way to know what those inheritance vultures might try to find fault with.
,"They might squawk that there was something suspicious about the cause of death, and use that as a point of contention to start some trouble."
,"Right now, not only was it important to pay Kinzo's remains the respect they were due, but there was also a need to focus on solidifying the position of the new family head, Krauss..."
Ushiromiya Natsuhi,"""......I understand. In that case, please keep it to an absolute minimum. And whatever you do, please make absolutely sure that Father's dignity remains unharmed."""
Nanjo Terumasa,"""That I can assure you. Please don't worry. ......In any event, leave Kinzo‐san to us and stay by Krauss‐san's side. ...Things are only going to get tougher for him."""
Ushiromiya Natsuhi,"""I understand. ......And you too, dear...please stay strong."""
Ushiromiya Krauss,""".................."""
,Krauss was still staring lazily at the ceiling with a befuddled expression on his face...
,Natsuhi understood the shock and heavy responsibility.{n}She felt that she understood her husband's feelings as well as anyone possibly could.
Ushiromiya Natsuhi,"""......I will contact the relatives. Please rest for the time being."""
Ushiromiya Krauss,"""............"""
,Krauss didn't respond.
,"...Natsuhi thought that he was being a little bit weak, but that just made it all the more important for her to support him right now."
,"Seeing her husband like this actually stirred Natsuhi up, and a resolute expression rose to her face."
Ushiromiya Natsuhi,"""Things are going to get busy. Let's get started with whatever we can do right now. .........I'm sure my husband wants to have some time alone with Father. We should step out for the time being."""
Kumasawa Chiyo,"""......Yes, I think that would be best... After all, I expect this will be the only time he'll have."""
,Being in charge of a funeral is tiring work. There's no time to shed tears.
,"If Krauss were ever to be given time to cry for his dead father, that time would have to be now."
,Everyone agreed with Kumasawa's words.
,"Even then, Krauss continued to lazily gaze up at the ceiling and didn't respond in any way."
,Natsuhi urged the servants to go.
Ushiromiya Natsuhi,"""I'll go talk to Jessica too. ......She is the successor to the head now. I'll have to impress upon her that she needs to be appropriately aware of it."""
Ushiromiya Krauss,"{a:c:""Wait.""}"
,"As they each started to make their way out of the study, Krauss finally spoke."
,They stopped walking.
Ushiromiya Natsuhi,"""Yes?"""
Ushiromiya Krauss,"""......Wait."""
Ushiromiya Natsuhi,""".........Yes??"""
,"Hadn't she already stopped walking, just like her husband had asked?{n}But despite that, he had once again told her to wait."
,"From those slightly weak words, Natsuhi understood that he had probably stopped her because he wanted her to be by his side."
Ushiromiya Natsuhi,"""The rest of you, downstairs. I will stay with my husband. Please call us on the phone if anything happens."""
Ronoue Genji,"""......Certainly."""
Ushiromiya Krauss,"{e:150:""I said {i:wait}!!""}"
,"When Krauss suddenly raised his voice, everyone jumped and turned around..."
,"Unable to comprehend what she had done to spark her husband's wrath, Natsuhi ran up to him."
Ushiromiya Natsuhi,"""What's wrong, dear... Have I said something rude...? If so, please forgive me."""
Ushiromiya Krauss,"""No, no, that's not it, that's not it... Wait a second, give me some time."""
Ushiromiya Natsuhi,"""Yes, I understand. It's important to have time to sort things out inside your heart. ...We were just going to leave quietly to give you the time you need..."""
Ushiromiya Krauss,"""And I'm telling you to wait before doing that...... ......Listen, just no one move. Not even an inch... ......If you're tired, then feel free to sit in whatever chair or sofa you want. So just stay quiet and shut up in silence, don't do anything, just stay right there!"""
,......Those unreasonable words felt like a glimpse of how Kinzo used to be.
,"Natsuhi couldn't hide a slight surprise at those words, which made it seem as though Kinzo had possessed her husband."
,Natsuhi told the servants to wait for the time being.
,"She ordered them to sit in a sofa a short distance off, approached her husband, and spoke to him in a small voice..."
Ushiromiya Natsuhi,"""......If you order it, I will wait however long you ask. I won't move. So please, try and calm yourself..."""
Ushiromiya Krauss,"""...No, ......that's not it, that's not it..."""
,"Was it really his father's blood, or was he actually being possessed?"
,Krauss's disorderly style of speech strongly resembled Kinzo's...
,"As she watched this, Natsuhi felt with even greater certainty that Krauss was indeed Kinzo's son, and that he was the true successor to the head, more suitable than any other person."
Ushiromiya Krauss,""".........Natsuhi. Over here."""
,"Krauss stood up and headed towards the window, trying to lengthen the distance between himself and the servants waiting on the sofa by even a small amount."
,Natsuhi realized that he must have something secret that he wanted to talk about.
Ushiromiya Natsuhi,"""...Yes, dear? ......What is it...?"""
Ushiromiya Krauss,"""............Dad dying...would be bad."""
Ushiromiya Natsuhi,"""Would be? But he has already passed away. We can't change reality..."""
Ushiromiya Krauss,"""That's not it. ...Now is...a bad time..."""
Ushiromiya Natsuhi,"""......What do you mean?"""
Ushiromiya Krauss,"""I've been putting Dad's fortune up as collateral. Once the issue of dividing the inheritance comes up, I won't be able to hide it...!"""
Ushiromiya Natsuhi,"""Wh‐...what...? C‐collateral, you say? How much...?"""
Ushiromiya Krauss,"""...You remember how I helped out Kondo‐kun with Melody Land?"""
Ushiromiya Natsuhi,"""Didn't I tell you to break ties with that person? You told me you'd refused him...! Why?!"""
Ushiromiya Krauss,"""There is such a thing as a man's honor! I couldn't refuse!"""
,Krauss claimed to hold honor as a virtue.
,"...However, Natsuhi knew that he most often used this as an excuse after he couldn't bring himself to pass up a deal."
Ushiromiya Natsuhi,"""Th‐that wouldn't be a problem if we had plenty of money on hand...! But didn't you borrow quite a lot of money for the plan to turn this island into a resort?!"""
Ushiromiya Krauss,"""Yeah, I did! And there were people here and there who lent me a hand along the way! If I'm going to repay them, I can't just sit around on my hands!"""
Ushiromiya Krauss,"""You need money to repay people! You need money to make money! You can't even get started without money! And even the plan for this island would be proceeding smoothly if only there hadn't been problems with the planning company!"""
Ushiromiya Krauss,"""I had the cooperation of government officials. I even had the governor's personal guarantee that this would become the newest travel destination in the Tokyo Metropolis! The groundwork I laid was completely perfect!! Random chance and bad timing were against me! It was just a bit of bad luck. Like a traffic accident!!"""
Ushiromiya Natsuhi,"""That was no accident! It was fraud! You were tricked!! They were never drawing up plans for making this island a resort in the first place!!"""
Ushiromiya Krauss,"""That's not true!! Hijikata‐kun's vision was simply overflowing with foresight! The way his eyes always focused on the whole world and the future taught me that things I always believed to be mere dreams were only the tip of the iceberg of what is possible!! Expand your dreams! To the whole world, to the future! You heard him say that too, didn't you?!"""
Ushiromiya Natsuhi,"""Yes, I did...! And I think I remember telling you what I thought after we returned home!! I said that he was suspicious! That he only spoke of dreams and didn't have his feet planted on the ground, and that you must not have any further relations with him!!"""
Ushiromiya Krauss,"""Hijikata‐kun is a wonderful, pleasant young man!! One could learn a lot from the way he lives! I can respect him despite his youth! I won't have you insulting him!!"""
Ushiromiya Natsuhi,"""That's what you said about the whole moon tourism thing!! You kept saying it was visionary, that it looked to the future, that it had high aspirations, and what was the end result?! Eventually, even you yourself admitted that it was utter nonsense!! I was sure something was wrong from the moment that strange man showed up claiming to be a high‐ranking NASA official!"""
Ushiromiya Krauss,"""The only issue was that foreigner who was an international swindler! {nobr:Mr. Sonezaki} and I were {i:both} victims of that incident. Even now, his vision isn't mistaken! There will definitely come a time when space tourism will become a popular indulgence for the world's richest. And the very first enterprise in that area will probably be monopolized by a single, private company. That viewpoint is not mistaken! There is simply a group of international swindlers who are trying to take advantage of that fact and deceive investors across the world—"""
Ushiromiya Natsuhi,"""And I'm trying to tell you that this Sonezaki man was one of them too!! Just how gullible are you? Why do you always just accept these suspicious offers without any doubts?!!"""
Ushiromiya Krauss,"""Take that back! {nobr:Mr. Sonezaki} is a man with a brilliant future ahead of him! There's nothing suspicious about him!! Because the dreams he speaks of anticipate the future, they sound crazy to people who can't look that far ahead! A woman like you can't see into the future!!"""
Ushiromiya Natsuhi,"""Yes, a woman like me can't see into the future!! But I can see the present! Right in front of me, I can see a pitiful husband who's been taken in by sly, double‐crossing swindlers and still trusts them implicitly even after he's been tricked!!"""
Ushiromiya Krauss,"""Oh, shut up!! You don't understand anything about money or business or economics!! Don't try to butt in on the job of the husband!! All a wife needs to do is the housework! You just keep quiet!!!"""
Ushiromiya Natsuhi,"""...............! ........."""
,"Without another word, Natsuhi fell silent, just as Krauss wanted.{n}She was already far beyond anger and sadness."
,And the emotion that lay on the other side of those...was an almost indifferent pity.
,"Krauss had always been frightened of Kinzo since the days of his youth, and had come to subconsciously admire the way his father lived."
,"...Without realizing it, he had come to believe that he could only be recognized as a man in his own right if he surpassed his father."
,"However, Kinzo had been a mad genius, the likes of which had never before been seen in the Ushiromiya family's long history."
,"His talent was a gift from heaven, ......and it definitely wasn't genetic, much less something that could be learned."
,"Natsuhi instructed the servants not to tell anyone about Kinzo's death, and dismissed everyone for the time being, to give the two of them a chance to talk alone."
,"Then, she invited Krauss to her bedroom, ......and made him tell her everything about their current financial situation."
,They were things that Natsuhi hadn't been told about under the assumption that a woman had no business knowing.
,"Natsuhi had herself made a point of avoiding this area in the past, thinking that it wasn't a wife's place to intrude on such matters."
,"However, this might also have meant that she had been remiss in her duty as a wife to protect her family."
,The depths of this sin had been made quite clear to Natsuhi...
,"Krauss was probably tired of trying to defend himself.{n}Perhaps because he had gotten a headache, he hid his face and sank into silence..."
,Natsuhi noticed that the water in the electric kettle was boiling and stood up to refill her cup with black tea.
,"And when she touched the cup of black tea, she noticed for the first time."
,The sound of the cup and saucer clinking together told her that her fingers were shaking...
,Krauss had built up a large debt to obtain funds for his various projects...and to cover the losses when they failed.
,"Of course, he had put the mansion and property up as collateral."
,"However, doing such a thing above board would have resulted in the mortgage being registered."
,"In other words, there would have been a record that Krauss had put Kinzo's wealth up as collateral to obtain a loan without anyone's permission."
,"Krauss couldn't afford for Kinzo, Eva, and the others to learn of such a thing."
,"Therefore, he had been putting those assets up as collateral using the worst possible method."
Ushiromiya Krauss,""".........I signed over the deeds and power of attorney..."""
Ushiromiya Natsuhi,"""And...what does that mean......?"""
,"What Krauss was saying probably meant that he had, in essence, signed away the rights to their assets."
,"If those assets had been used as collateral for a loan, then Krauss would have had some options under the law."
,"He would have had to deal with a bank, which would have absolutely no compassion, but they would have been able to work something out within the rules set by society."
,"......However, signing away the deed and power of attorney was a whole different story."
,"In short, even the mansion they were living in was at risk. If the person holding the deed were to decide to ignore his agreement with Krauss and sell the mansion to a third party right this moment, they would have no recourse whatsoever."
,"Far from using their house as collateral for a loan, this was basically the same as selling it to borrow money..."
Ushiromiya Natsuhi,"""...In other words, ...the moneylenders have the power to make or break the Ushiromiya family as they please. If they were to suddenly sell our house on some slight whim, ......we'd have to pack our bags and leave right now, wouldn't we...?"""
Ushiromiya Krauss,"""That is technically true. However, all of the people I have arrangements with are very reputable. They aren't loan sharks. These are transactions based on trust between economically literate men."""
Ushiromiya Krauss,"""I trust them. And they, in turn, trust that by lending me money, I will achieve great success in business and give them massive returns on their investment. I signed over the power of attorney as a sign of good faith and so that they wouldn't have to doubt in the certain success of my enterprises."""
Ushiromiya Krauss,"""What happens if I hesitate now? Wouldn't that mean even I have no confidence in my own ventures?!"""
Ushiromiya Natsuhi,""".................."""
,"If your ventures had been successful, we wouldn't be in debt now, would we...{n}...Natsuhi only barely stopped herself from saying it."
Ushiromiya Natsuhi,"""......Father is dead. What happens next? Your debt will be exposed to the light of day, and your siblings will hold you responsible?"""
Ushiromiya Krauss,"""............That won't be all. ......It will probably lead to criminal charges..."""
Ushiromiya Natsuhi,"""C‐criminal charges...... Wh‐why is that......?"""
Ushiromiya Krauss,""".........It's better if you don't know. ......The point is...we can't allow anyone to find out about this......"""
Ushiromiya Natsuhi,"""..............."""
,"Krauss looked at the floor shamefully, shaking his head over and over......"
,"If it would come to criminal charges, ...then he must have broken some laws."
,He had probably been so intent on raising a large sum of money that he hadn't paid any heed to appearances.
,......Krauss had seriously believed that his many projects would definitely succeed and return huge profits.
,"So he had figured that even if he broke a few laws, he would be able to pay everything back before too long and pretend that the whole thing had never happened."
,......This might have lessened his resistance towards breaking a couple laws.
,"And now Kinzo's death, the worst possible thing, had occurred, and soon he wouldn't be able to keep it all hidden......"
Ushiromiya Natsuhi,"""......What will happen to us?"""
Ushiromiya Krauss,"""Th‐there is no need to worry... You may not believe, but conditions are most certainly on the rise now. The value of the city real estate I invested in is rising rapidly."""
Ushiromiya Krauss,"""I have a project in progress to consolidate those and construct a massive business tower. This is the most reliable of all my investments so far, and it's proving to be the most successful."""
Ushiromiya Krauss,"""......However, it will take a little more time for it to bear fruit. It's absolutely certain to do so, but it will not happen immediately..."""
Ushiromiya Natsuhi,"""......Will the success of that venture be enough to pay back our debts?"""
Ushiromiya Krauss,"""Of course it will. I'll be able to write off all of the debt I've accumulated so far...!! So believe me. I only need a little more time!"""
Ushiromiya Natsuhi,"""But Father has already passed away! We don't have that kind of time anymore!"""
Ushiromiya Krauss,"""I know, I know that...!! That's why...I have to obtain money from somewhere and pay off those debts right now!"""
Ushiromiya Krauss,"""I need money, that's what it comes down to... Money, a lot of it, right now!! Aaa{0}a{0}a{0}a{0}a{0}aarr{0}r{0}rgghh{0}h{0}h{0}hh...!!"""
,"Krauss roared and clutched his head, writhing about as if in pain."
,"As Natsuhi watched, several conflicting emotions swirled about in her chest.{n}She felt pity for her husband, but at the same time, she felt he was a fool."
,......And she also felt a mixture of anger and regret towards her own irresponsibility in letting her husband run wild for so long.
,It should have been clear to him well before today that they were in a very critical situation.
,And yet he had irresponsibly waited for this moment to come and was now writhing about.
,"......Her husband was so foolish......and pitiful.{n}It was easy to feel frustrated with him. ......However, she was his wife."
,For a wife to ridicule her husband as a fool would run in conflict with her responsibilities.
,"...If he was a fool, then she would have to support him to compensate..."
,"However, she didn't have a clue what she was meant to do about this..."
,"If there was a massive amount of money like that within easy reach, there was no way that Krauss wouldn't have already laid his hands on it......"
,It would also be easy to tell him to be a man and give up on everything.{n}But that would also run in conflict with her responsibilities.
,She was Ushiromiya Natsuhi.
,"......The woman who had become Krauss's wife and sworn to support him, the new head of the Ushiromiya family, for as long as she lived."
,She had to somehow help her husband in his efforts to raise money.
,......She understood it logically.
,But she couldn't suppress the indescribable feeling of dejection that seemed to rise up from the dark depths of her heart......
Ushiromiya Krauss,"""That's right, D‐Dad's hidden gold...! Ten tons of gold is worth 20 billion yen! If I had that... That's right, if I had that, everything could be resolved...!"""
Ushiromiya Krauss,"""Natsuhi, that's it! The witch's epitaph! Let's solve that, let's solve it together! If we can just find the gold, everything will work itself out!! That's right, it must be hidden somewhere on this island!! If we had that, if we had that!!"""
Ushiromiya Natsuhi,"""Y‐you're hurting me... Dear, ......p‐please, stop this......"""
,"Krauss, acting as excited as if he'd thought up a perfect, brilliant plan, grasped Natsuhi's upper arm tightly."
,Natsuhi couldn't help but be dumbfounded.
,It wasn't just because she'd heard something as fake‐sounding as the hidden gold brought up.
,"Krauss usually disparaged the story of the hidden gold, saying that it didn't exist and that it was all a fiction his father had created to borrow a lot of money."
,Natsuhi was doubly taken aback because of this...
Ushiromiya Krauss,"""I know, let's have Jessica help us too. Maybe some things can only be solved with the sense of a child! This is a family crisis. All of us have to stick together!!"""
Ushiromiya Krauss,"""Yes, it's just a fanciful little puzzle that Dad created...!! We should be able to solve it... There's no way we can't solve it...! It's the only way!!"""
Ushiromiya Krauss,"""Oh, Natsuhi, this is wonderful, we still have an option left, and right here next to us!! The gold is on this island!! If we had it, everything would be resolved!"""
Ushiromiya Krauss,"""Waha, waha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}ha{0}hahaha!! Natsuhi, call Jessica here right away! Let's overcome this family crisis as a family!! Yes, right now!! The gold is on this island, it's right beside us!! ......Wah!!"""
,"Natsuhi knocked Krauss aside, unable to withstand the pain in the arm he was twisting in his excitement."
,Krauss tripped over the edge of the bed and flopped pathetically onto the floor...
Ushiromiya Natsuhi,"""P‐please get ahold of yourself!! And please calm down...!! Do you really think that this Ushiromiya family crisis......could be solved by saying something as dream‐like as that...?!!"""
Ushiromiya Krauss,"""N‐.........Natsuhi........."""
Ushiromiya Natsuhi,"""Please, cool your head off and think of a realistic plan to gather money...!! I'm going to go cool my head off as well......!"""
Ushiromiya Krauss,"""...Wait......Natsuhi......"""
,"Maybe falling over had knocked the sense back into him.{n}Krauss tried to tell Natsuhi to stop, but she just kept walking."
,"Closing the door forcefully, Natsuhi dashed away......"
,Natsuhi ran through the corridor.
,"She didn't want anyone to see her like this, but she ran headlong into Genji......"
Ronoue Genji,"""......My deepest apologies. Madam, have you been injured...?"""
Ushiromiya Natsuhi,"""I, I'm alright. Leave me alone...!!"""
Ronoue Genji,""".........Certainly."""
Ushiromiya Natsuhi,"""Oh, ......Genji. ...What's the state of Father's study?"""
Ronoue Genji,"""......It is just as you left it. Doctor Nanjo is in the parlor."""
Ushiromiya Natsuhi,"""I see... ......Do you have the key to the study?"""
Ronoue Genji,"""Yes. Right here."""
Ushiromiya Natsuhi,"""Give it to me. ...Let me have some time alone with Father. If my husband asks where I am, tell him you don't know."""
Ronoue Genji,"""......Certainly."""
,"After grabbing the key to the study that Genji was holding out to her, Natsuhi rushed up the stairs."
,"She then flew into the study, ......and finally, ...she cried out loud."
Ushiromiya Natsuhi,""".........Father...... Please forgive our foolishness...!! My husband and I......aren't capable of inheriting all that you created...! Please......please, ............forgive us for our foolishness and our crimes... And, ...if you can forgive us, .........please guide the way for us fools......"""
,"Clinging to Kinzo as he slept in the bed, Natsuhi cried even harder."
,She kept imagining Kinzo sitting up suddenly and patting her head.
,"No, Father isn't the type of person to pamper...{n}More likely, he'd yell at me to stop being so noisy."
,"......However, neither of these imaginations would come true.{n}...Because it was an undeniable fact that Kinzo had entered an eternal sleep.{n}But even so, Natsuhi begged the sleeping Kinzo to forgive and help them..."
,It had only been a few hours since his passing.
,"Perhaps his soul was still here, listening to her."
,"......Believing this, Natsuhi begged for Kinzo's forgiveness and help even more earnestly......"
Ushiromiya Kinzo,"{a:c:""Noisy woman. Don't I always say that I value silence?""}"
Ushiromiya Natsuhi,""".........Huh—"""
,That voice made Natsuhi jump up in surprise.
,"When she faced in the direction that the voice had come from, .........she saw Kinzo sitting at the study desk, folding up his reading glasses..."
Ushiromiya Kinzo,"""Did you get in a fight with Krauss again? ......Neglecting his wife...that Krauss only inherited my bad traits."""
Ushiromiya Natsuhi,"""F‐.........Father......"""
Ushiromiya Kinzo,"""......What a wretched‐looking face. Wash it. Aren't you the wife of the successor to the Ushiromiya family? You mustn't let the servants see you wear such a shameful expression."""
Ushiromiya Natsuhi,"""Y‐......yes, Father... ...My apologies......"""
,......Natsuhi understood.
,"This was just an illusion, ...one that Natsuhi had created from her desire to speak with Kinzo and her memories of the man as he once was."
,"No, that's not it..."
,"......She believed that just for now, Kinzo's soul had shown itself to her."
,She was sure that doubting this would cause it to vanish in an instant...
Ushiromiya Kinzo,"""It seems that a family crisis has arisen the very instant the headship was passed on..."""
Ushiromiya Natsuhi,"""Y‐...yes, Father...... I wasn't able to support my husband... ......I am truly...very sorry......"""
Ushiromiya Kinzo,"""Hmph. The Ushiromiya family is so very cursed. It was in a terrible state when I succeeded the headship too. The hardships you two are suffering are trivial in comparison."""
,Kinzo's succession to the family headship came suddenly.
,"At the time, he was nothing more than a young man from one of the branch families, far separated from the Ushiromiya main family."
,"The main family might have had honor and tradition, but that was of no relevance at all to Kinzo, and he couldn't have cared less."
,"Then, the principal members of the main family were wiped out in the Great Kanto Earthquake, along with their businesses."
,"On top of that, there was a complicated antagonism between the members of the family at the time, and the elders were all trying to impose their will on the others in that sinking ship."
,"Because of this, they weren't even able to elect a leader to rebuild the Ushiromiya family."
,"They found common ground by selecting Kinzo, a youth with absolutely no ties to any of the opposing elders, to be the head."
,So the elders hadn't really entrusted Kinzo with the rebuilding of the Ushiromiya family.
,"Kinzo had been nothing more than their puppet, with his arms and legs being pulled in opposite directions......"
Ushiromiya Natsuhi,""".........Yes. ...I know a lot about your days of suffering, Father."""
Ushiromiya Kinzo,"""And then the war started. I was already tired of life at that point. I hoped to die on the battlefield, but I wasn't sent to the front lines. ......However, the state of the war grew worse with every day, and the time for the decisive battle on the Japanese mainland seemed to grow ever closer. As bad as it might sound, I hoped that day would come quickly..."""
,"It was said that as Kinzo listened to Death's approaching footsteps day in and day out, ...he started cutting his ties with this world one by one."
,"And then, on that day when he had freed himself from all his attachments to life, and reached a state of enlightenment......"
,...he had a mystical experience.
,"......And he met her.{n}The Golden Witch, {f:5:Beatrice}......"
Ushiromiya Kinzo,"""I made a contract with the witch and was given gold and the power of madness. ......On that day, the old me died, and a new me possessing the insane power of magic was born."""
Ushiromiya Natsuhi,"""...I know. And after the war, you used your ingenious cunning to revive the Ushiromiya family."""
,The now‐deceased elders who knew Kinzo at the time...had whispered to each other that Kinzo must have taken a knock to the head on the battlefield and returned with a different personality...
,That was how much Kinzo stood out after the war.
,"Whether the story about Kinzo meeting a witch was true or not, there could be no doubt that the extraordinary experience of war had prepared him for death...and let him reach a state of enlightenment."
,"Natsuhi must surely have felt that if Kinzo had decided to describe that resulting mystical experience as a meeting with a witch, that wasn't something she could flatly dispute..."
Ushiromiya Natsuhi,"""......That's right. ...You returned from the war, conquered the witch {f:5:Beatrice}, and became the head of the Ushiromiya family in the truest sense..."""
Ushiromiya Kinzo,"""Correct. Before I met {f:5:Beatrice}, I was nothing more than a puppet and only the head in name. ......I only became the head after conquering the Golden Witch."""
Ushiromiya Natsuhi,"""......Father...... Will this...Golden Witch...aid my husband Krauss now that he's the new head...?"""
Ushiromiya Kinzo,"""Oh, she will. Assuming that he has truly succeeded the headship."""
Ushiromiya Natsuhi,"""Wh‐what do you mean by ""truly succeeded""......?"""
Ushiromiya Kinzo,"""I mean it depends on whether he bears the responsibility and pride of the Ushiromiya family head in the truest sense. ...Natsuhi, you should understand this. The headship is not inherited by blood. It is inherited through spirit and conviction. ......Even though Krauss is my eldest son, he cannot be called the true head if he does not possess these things!"""
Ushiromiya Kinzo,"""And even someone other than Krauss would make a splendid new head so long as that spirit dwelled in their heart. The Golden Witch {f:5:Beatrice} will lend her power to that true head. .........Isn't that right, {f:5:Beatrice}?!!"""
,"When Kinzo called the witch's name, ......gold butterflies seethed out of every corner of the room."
,This fantastical scene had an otherworldly beauty to it.
,It was like standing in the midst of a blizzard of golden flower petals being blown about a rose garden of gold.
,"As Natsuhi stared at this scene in shock, the gold butterflies gathered and formed a human shape..."
,"Then, ......the witch of the portrait appeared..."
{f:5:Beatrice},"""Indeed. I am the Ushiromiya family alchemist, the Golden Witch {f:5:Beatrice}. ......I am free to run rampant! I do not listen to anyone's orders."""
Ushiromiya Kinzo,"""And there's only one person in the world who can control her. Me. ......That is why I am qualified to be the Ushiromiya family head."""
{f:5:Beatrice},"""Hmph. So that pride of yours is what qualifies you to be the head?"""
Ushiromiya Kinzo,"""Pride implies self‐confidence and bravery. And, it is the embodiment of the insatiable desire to gain the power to match. ...That is why I control you."""
{f:5:Beatrice},""".........It is quite pleasant to watch men who speak of pride as they turn that desire into reality. The ""quiet man of action"" is nothing more than an excuse used by the extremely lucky. ...A true monarch also speaks of what he doesn't have. And he makes sure to turn that arrogance, that pride, into reality. ......If one is to control me, they must possess that monarch's pride."""
