Speaker,Umineko Project (UP)
Ushiromiya Jessica,"""The culprit was a witch. That point is perfectly clear. Long live {f:5:Beatrice}‐sama. Hahahahahaha."""
Ushiromiya Maria,"""Uu. Everyone believed. I'm happy. Uu!"""
Shannon,"""......Gods and witches might seem terrifying to people who are frightened of them, but I think they must have affection for those who believe in and respect them."""
Kanon,"""............I think it's just as you say."""
Ushiromiya Jessica,"""So, now we're all done with playing with murder cases. Now's the time to pull ourselves together and try hard to solve the riddle of the epitaph, just like {f:5:Beatrice} said, right?"""
Ushiromiya Maria,"""Uu! Agreed! {f:5:Beatrice} will definitely be happy."""
Ushiromiya George,"""Hahahahaha... We all ignored that letter during the story, after all."""
Shannon,"""......Even though it was thrust right in front of us, we almost completely ignored it. I kind of feel sorry for {f:5:Beatrice}‐sama."""
Ushiromiya Maria,"""I have a memo with the epitaph on it! Let's all solve the puzzle, let's all solve the puzzle...!"""
Ushiromiya George,"""This story probably went wrong ever since that time."""
Shannon,""".........That may be so. Maybe we should have tried solving the epitaph's riddle from the beginning, like {f:5:Beatrice}‐sama said."""
Ushiromiya Jessica,"""Well, it's a little late now. Even so, let's try solving it now and see if the witch forgives us. Let's go, let's try to solve the riddle of the epitaph. ......Here we are, ""Behold the sweetfish river, running through my beloved home of old""..."""
,"As Maria put her notebook on the table, and opened to the page where the epitaph was written, everyone peered closely at it, and had fun and lively discussion as they started guessing this and that about the riddle."
,"Surrounded by the smell of the black tea and the freshly baked vanilla cookies, they spent the time comfortably and happily......"
Ushiromiya Battler,"""..................Wait a second, you guys."""
,"Battler said, in a tone that ruined the mood."
,His expression looked a little unhappy.{n}What could he not like about all of this fun?
Ushiromiya Battler,"""...I've been listening to you guys, and—why did you all stop thinking? Why are you so sure that the witch was behind all of this? ...Don't you realize that stuff like that doesn't exist?"""
,"With just those words, ...the happy atmosphere of the tea party disappeared in no time at all."
,George and Jessica. And Shannon and Kanon. And Maria.
,"......All of them stared blankly, wondering why Battler was saying such weird things."
,Even the foolish and arrogant Battler noticed he had said the wrong thing.
Ushiromiya George,"""...W‐.........well, come on. Isn't it clear that these crimes were impossible for a human?"""
Ushiromiya Jessica,"""Y‐yeah, yeah! ...None of the cases would have been possible for a human."""
Shannon,"""That's right... After all, wasn't it full of things that you couldn't explain using humans...?"""
Kanon,"""...I don't understand what you're saying, Battler‐sama."""
Ushiromiya Battler,"""I, I'm the one who doesn't have a clue what {i:you guys} are talking about! Isn't it obvious that humans committed these crimes? There's obviously no such thing as witches, right...?"""
Shannon,"""Th‐...then... ...What about when I was killed in the storehouse, and something horrible was done to half of my face? ......If the culprit was human, how could they have accomplished it...?"""
Ushiromiya Battler,"""...Well... ......I mean... It's hard to imagine how they could've done something that awful."""
Ushiromiya Battler,"""But that was the rose garden storehouse, right? I'm sure there were plenty of weird tools in there. Don't ask me, but...they could've used some electrical tool like a grinder or an electric saw, couldn't they?"""
Shannon,"""...............Th‐.........that's.........umm..."""
Ushiromiya Jessica,"""Okay, Battler... Then how do you explain Grandfather's disappearance from the locked room of his study...? Grandfather disappeared all of a sudden even though the door was sealed, remember...?"""
Ushiromiya Battler,"""We talked about that during the story, too. It's not impossible that Grandfather used some trick to fool the receipt. It's also possible that he went out the window, or fell out the window, and Aunt Natsuhi locked it from the inside. I could think of a bunch of tricks you could use without relying on magic...you see?"""
Ushiromiya Jessica,"""............Th‐......that makes sense, but........."""
Ushiromiya George,"""In that case, Battler‐kun, how do you explain the way my parents were killed in the guest room? The door was sealed by the lock and the chain. Naturally, the windows were sealed too. How would you suggest a human could have killed my parents?"""
Ushiromiya Battler,"""...Well, ......you're right, we did have to leave that trick alone during the story. Anyways, there's a good chance that the culprit had the key at least. And it was possible to look in through the crack of the door that the chain allowed."""
Ushiromiya Battler,"""......This is extremely far‐fetched, but it is possible that some device was used through that crack. ...Or maybe they brought something out through the crack...?"""
Ushiromiya Battler,"""......Hmmmm, well, even though chains are incredibly simple, they're a big factor in constructing a locked room... .........But authors have done almost every possible locked‐room trick there is to do by now. If you bought just a few locked‐room mysteries from some bookstore or other, you could probably find some trick that would fit perfectly."""
Ushiromiya Battler,"""......Anyways, I can't think of one now...but I can state for certain that a human could manage it somehow if they tried hard enough."""
Ushiromiya George,"""Isn't that argument horribly irrational...? It's just ridiculous to claim that it's possible for a human to do something, even though you can't explain how..."""
Ushiromiya Battler,"""......Why is that ridiculous? Why did all of you stop thinking? Even if it looks impossible, it has to be doable. Doesn't it always work like that?"""
Ushiromiya Jessica,"""Battler, you're the one being ridiculous. ......If you think a human could've done it, try explaining how. You can't, can you?"""
Ushiromiya Battler,"""And just because I can't explain it, that immediately makes the culprit a witch? With that argument, all of the unsolved crimes in the world could be resolved by saying a witch is the culprit!"""
Ushiromiya Maria,"""......Battler, you're sidestepping the issue, and you aren't explaining anything. ...We are saying ""A human can't do it. Therefore the culprit is something that isn't human. And that something is a witch."" And yet you keep arbitrarily deciding that witches are impossible even though you can't explain anything."""
Ushiromiya Maria,"""......Kihihihihihihihihihihihi, it's almost like humanity was during the dark ages. Like those fools who claimed that the Earth couldn't possibly be spinning, that the heavens had to be spinning around the Earth, even though they couldn't say how."""
Ushiromiya Battler,"""...............Th‐...that kind of argument kinda pisses me off. So this is basically what you're trying to say. ...If I can't explain how a human could do it, ...then I must accept that the culprit is the witch, {f:5:Beatrice}?"""
Kanon,"""............It's not like we're forcing you. We were just wondering on what basis you can say such nonsense."""
Ushiromiya Battler,"""N‐...nonsense......... ......H‐...hey, is what I've been saying really that weird?!"""
Ushiromiya Battler,"""Am I the one who's crazy?! You guys are really starting to freak me out!"""
Kanon,"""......Battler‐sama. When I died in the boiler room, I was killed by a 19th person who shouldn't exist."""
Kanon,"""...Can you explain how a human could have done that? At that time, the locations of the 18 were well known. Even so, I was killed."""
Ushiromiya Battler,"""We talked about that in the story as well...! Kumasawa baa‐chan, for example. She said that she followed right after you'd headed down into the boiler room, but for all we know, that might've been a lie."""
Ushiromiya Battler,"""She might've entered the boiler room with you and caught you by surprise! Or maybe, when you stepped into the boiler room, you activated some kind of trap, one that might have been set up to hit you with one of those icepicks."""
Ushiromiya Battler,"""After all, the stink of Grandfather's body was coming from the incinerator. Someone was bound to come, so all the culprit had to do was set up a trap, and it would be more than possible for them to stay away from that place and create an alibi for the time of your death...!"""
Shannon,"""......You talk about a trap in the boiler room...but what kind of trap?"""
Ushiromiya George,"""That's right. After that happened, we all immediately ran over to the boiler room. But we didn't find any kind of weird device like that!"""
Kanon,"""......That is correct. Battler‐sama, what kind of trap do you claim I was killed with...?"""
Ushiromiya Battler,"""Well, .........I don't know that. ...But anyway, they must have pulled off some kind of trap, or maybe someone is lying, or...or what about this?!"""
Ushiromiya Battler,"""Kanon‐kun, what if the whole thing was just you playacting?! Th‐that's it, you were playacting!! Auntie Eva and Uncle Hideyoshi were also playacting. They made the locked room themselves, and were only pretending to be dead!"""
Ushiromiya Jessica,""".........Battler... .........Has your...head been...feeling alright......?"""
Shannon,"""......Umm, .........should I bring some cold drinks...?"""
Ushiromiya Battler,"""D‐don't look at me with those pitying eyes, I'm not saying something that crazy... I'm just pointing out possibilities that could have been used as tricks, alright?"""
Ushiromiya Battler,"""Look, isn't one of the clichés in mystery stories that the victims aren't really dead?!"""
Ushiromiya George,"""Clichés...?"""
Ushiromiya Battler,"""O‐okay, so. When Kanon‐kun was killed, we really did know for sure where the rest of us were. And let's assume that Kumasawa baa‐chan wasn't lying."""
Ushiromiya Battler,"""But that only holds true for the survivors. ......If the culprit pretended to be dead, placed themselves together with the real victims to hide themselves, and then acted on their own later, then everything would be explained!"""
Ushiromiya Jessica,"""............I guess... Are you trying to say that Auntie Eva or one of the rest of them was the culprit...? But Doctor Nanjo confirmed everyone's death as a doctor, remember?"""
Kanon,"""......That's right. Doctor Nanjo checked all of the victims. ...Battler‐sama, for your theory to work, wouldn't Doctor Nanjo have to be one of the culprits too?"""
Ushiromiya Battler,"""Uh, yeah, that's right!! Once you consider that Doctor Nanjo might have been one of the culprits and faked the proclamation of death, the whole story changes...! See, that's also a cliché in mystery novels, isn't it?!!"""
Ushiromiya Maria,"""......But Doctor Nanjo was also killed..."""
Ushiromiya Battler,"""Umm, .........about that... ...That's right, Doctor Nanjo faked his death!"""
Ushiromiya Battler,"""I mean, there wasn't anyone except Doctor Nanjo who could examine corpses properly, and everyone was really confused then anyway. We didn't have any spare time to check and see if he still had a pulse! With this theory, any one of the dead people could have been walking around!"""
Shannon,""".........I think that it would have been hard for the six of us who died in the beginning to do that... ......After all, the shutter was closed, ...and there was a padlock that couldn't have been opened from the inside..."""
Ushiromiya Jessica,"""Yeah. Mom was holding onto that key. So was Mom one of the culprits too?"""
Ushiromiya Battler,"""...Aaaaaaah, wait a sec, ...maybe it was impossible for the first six, but in the case of Aniki's parents, the door was only locked on the outside. So they could have opened it from the inside... ...That's right, after we left the room, maybe they jumped out the window and got to the boiler room first!"""
Ushiromiya Battler,"""Is, ......is that too much...?! Or maybe Doctor Nanjo made a mistake when examining the corpses?!"""
Ushiromiya Battler,"""Look, he said it himself, right? He said that there's a very high probability of making a mistake when examining corpses! They disguised it well, or prepared a substitute corpse or something, and faked their own death!! Let's leave the method or trick they used for later...and...you see, it's not that hard to deny a 19th person existed!"""
Ushiromiya Battler,"""Much less a {i:witch}! At least that much is completely impossible!!"""
Ushiromiya Maria,"""............I don't know why you've been trying so stubbornly to say that one of us is the culprit. Kihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihi, in other words, you want to suspect one of your relatives...?"""
Ushiromiya Battler,"""That's not it... It's just, uh, I can't easily accept that a 19th person existed...and even if one did, I think we should construct our argument from the point of view that the culprit was a human—witches are something you only start talking about in desperation, at the very end, after everything else has been disproved, that's what I'm trying to say."""
Ushiromiya Battler,"""I mean, come on, there's no way witches exist, right?! Why have you all just been casually accepting that the culprit was a witch?"""
Ushiromiya Battler,"""I think it's great how your family love makes you hate the thought that someone close to you is a murderer. But is it alright to just brush things over like that?! Don't you want to find the detestable culprit who killed so many people?!"""
Ushiromiya Battler,"""Aniki, you want to avenge your parents, don't you?! Jessica, you want to avenge Kanon‐kun, and Kanon‐kun, you want to avenge Shannon‐chan, right?! Shannon‐chan, you should at least want to know who it was that killed you."""
Ushiromiya Battler,"""Why have you all totally surrendered and decided that the culprit was a witch?! What's wrong with all of you?!"""
,The foolish and short‐tempered Battler tried to force his ignorance on the others by yelling at them.
,"...However, everyone just looked at him pityingly, silently watching over him."
,"Then, the wise Maria laughed, and pointed out Battler's mistake for him."
Ushiromiya Maria,"""...............Kihihihihihihihihi. ...We're just astounded. ......All you've been doing is repeating this nonsense, thinking you've figured something out, Battler."""
Ushiromiya Maria,"""......So what? And? How would a human do it? Concretely? Whenever we ask you those questions, all you say is ""I just can't think of anything now"" or ""with some kind of device"" or something, using abstract words to run away and evade the topic."""
Ushiromiya Maria,"""......In fact, I want to ask {i:you}, Battler. Why don't {i:you} believe in {f:5:Beatrice}? She ""exists"", so why don't you believe?"""
Ushiromiya Battler,"""Because she doesn't ""exist""! Witches don't ""exist""!! There's no way!!"""
,......He was almost like a stubborn child refusing for no reason.
,"The pitying gazes quietly blanketed Battler, but they didn't reach his stubborn heart."
Ushiromiya Jessica,"""............You're acting just totally like a kid who can't have his way..."""
Shannon,"""......Battler‐sama. I understand your feelings, but..."""
Kanon,""".........{f:5:Beatrice}‐sama does ""exist""."""
Ushiromiya George,"""Battler‐kun... Why don't you believe? Look at how much circumstantial evidence there is."""
Ushiromiya Battler,"""I don't accept the argument that if I can't explain it it's all the witch. If you don't know how a light bulb shines, if you don't know the principle, does that mean it's all magic?"""
Ushiromiya Battler,"""It doesn't, does it! There's nothing that can't be explained without magic!! All of this about witches and magic is just abdication of thought! You just surrendered and gave up because you don't understand what happened! I'm right, aren't I!"""
Ushiromiya Maria,""".....................Ki‐hihihihihihihihihihihi. ...Well, I'm not surprised, ......but it looks like you're the only one who's not going to believe no matter what."""
Ushiromiya Maria,"""......If even a single person doesn't believe, the ""miracle"" won't occur. ......So, if you don't rethink your ignorant theories, the miracle, ......the magic won't be completed."""
Ushiromiya Battler,"""Heheh... Nowww I see. ......I finally figured it out. ...So in other words, you guys want to get me to say that the witch exists, don't you? If everyone accepts this lie, it will become ""the truth"". ......That's what this is all about, isn't it?!"""
Ushiromiya Battler,"""......Well, too bad. This is the one place I'm going to have to say too bad, that's no goddamn good at all. I refuse. ......{i:You guys are all pressing me, and that is exactly why it's no goddamn good.}"""
Ushiromiya Maria,""".....................Why?"""
Ushiromiya Battler,"""Sorry, but why don't you let me flip over the chessboard one last time...? If you want to force me to accept that there's a witch, there's a really easy way."""
Ushiromiya Battler,"""......And it's not the roundabout way of saying ""humans can't do it so it must be a witch""! All you have to do is actually show it to me, the way a witch did it with magic."""
Ushiromiya Battler,"""Furthermore, what Maria said earlier is what will really dig her grave. ......You said that if even one person doesn't believe, a ""miracle"" won't occur."""
Ushiromiya Battler,"""But real miracles happen whether people believe in them or not! Even if I alone don't believe!! So any miracles or magic or witches that exist only because I believe in them are downright lies!!"""
Ushiromiya Maria,"""................................."""
,The uneasy mood following Battler's ignorant rant...was thoughtfully blown away by a very refreshing and light laugh.
,Whose laugh...? Battler was surprised by that voice which he had never heard before.
,"When he looked at George and Jessica, at Shannon and Kanon and Maria, he noticed that they had suddenly gone respectfully silent."
Ushiromiya Maria,"""..................{f:5:Beatrice}."""
{f:5:Beatrice},""".........Wonderful. ...I haven't been able to meet such a charming human for quite some time."""
Ushiromiya Battler,"""Wh‐..................who.........are you..."""
{f:5:Beatrice},"""......So you don't even know the host of the tea party to which you were invited. ......Simply wonderful. *cackle*cackle*...!"""
Kanon,"""...You are graced by the presence of the Golden Witch who has lived for a thousand years, {f:5:Beatrice}‐sama."""
Shannon,"""I am most honored to see you, {f:5:Beatrice}‐sama..."""
Ushiromiya George,"""......Please forgive Battler‐kun's ranting."""
Ushiromiya Jessica,"""Th‐this guy's just stubborn, and, umm, he still doesn't understand the situation he's in......!"""
{f:5:Beatrice},"""*cackle*cackle*cackle*... It is fine. ......After a thousand years, most witches get tired of living. Once in a while, it is nice to meet a man with backbone such as yourself."""
Ushiromiya Maria,"""...............It is quite an honor to be present when {f:5:Beatrice} shows herself, Battler."""
Ushiromiya Battler,"""......Heh, .........heh‐heh‐heh‐heh...!! Now this... ......This is some shit. ...Are you really that desperate to make me believe that a witch, ...that a 19th person is the culprit...?"""
Ushiromiya Battler,"""This is starting to get interesting...! And it's no goddamn good...!! You must be an illusion of the witch {f:5:Beatrice} who's asserted by Maria and the others."""
Ushiromiya Battler,""".........And only when everyone believes in your existence will you finally be allowed to exist. ...You're that kind of a fictional being, right? That's why you want to make me believe too. {i:You can't exist, because I alone don't believe in you}. .........Isn't that right?!"""
{f:5:Beatrice},""".........Your power of understanding isn't bad for a common mortal who knows nothing of magic. .........I see, it seems that you were born with a strong magic‐resisting power."""
{f:5:Beatrice},"""......The natural enemy of us witches. ...No matter how much we tip you upside down and shake you, {i:you will never believe in us}. {i:Therefore, magic will fall short against you}. ...That attitude of yours makes a great deal of sense. *cackle*cackle*...!"""
Ushiromiya Battler,"""I've got no clue what you're saying, ihihi! It's very kind of you to go to all of the trouble of showing yourself to us, but I don't believe you exist in the slightest."""
Ushiromiya Battler,"""It's true that many strange things happened during those two days. Like Maria said earlier, even though I think that all of the tricks could be explained, I still can't lay out the practical details of each one. But that doesn't mean I'll surrender."""
Ushiromiya Battler,"""I'm different from the rest of them, see? I'll never argue that it was the work of a witch just because I can't explain it."""
{f:5:Beatrice},""".........My interest in you grows deeper. It will be worth my time to break you..."""
{f:5:Beatrice},"""......You're just the kind of man I'd love to force into praising my name...... You're just the kind of man I'd love to force into kissing my toes. ...*cackle*cackle*cackle*!"""
Ushiromiya Battler,"""Talk all the nonsense you want...! I deny you exist. All of the events can be explained with ""human tricks""...!! There's no room for even a speck of magic or witches!!"""
{f:5:Beatrice},"""Wonderful! ......This is the perfect form of diversion from a thousand years of boredom."""
{f:5:Beatrice},"""Then let me ask you. A short while ago, you said that using the crack in the door would be sufficient to kill Eva and Hideyoshi, right...? Explain how you would do that using your human tricks."""
Ushiromiya Battler,"""......Heh. Suddenly jumping right into the toughest part, are you? ...Does that mean that this is the trick you're proudest of? Miss {i:Real Culprit}?"""
,"{f:5:Beatrice} shook her golden pipe, and seven colors of gentle smoke trailed out of the end."
,"...The smoke quickly obscured the surroundings, ......and they were suddenly in the hallway of the mansion."
,"In front of their eyes, a slightly opened door, secured by a chain..."
,"Yes, it was the entrance to the room where Eva and Hideyoshi had been killed."
Ushiromiya Battler,"""......N‐nice trick..."""
{f:5:Beatrice},"""Now then. Show me what you would do through this small crack, ""Battler""."""
Ushiromiya Battler,"""Erk............ ......Th‐they probably had some device to shoot those ""icepicks"". If they used that......"""
{f:5:Beatrice},"""How would you aim at Eva over on the bed when you can't see that far through this crack? ......And how would you reach Hideyoshi, in the bathroom with the door shut...?"""
Ushiromiya Battler,""".................................Dammit......... ...There is a crack... There should be some way......"""
{f:5:Beatrice},"""*cackle*cackle*. If you can't think of one, allow me."""
Ushiromiya Battler,"""......Oh? Go on, how would a great witch do it, then... C'mon, let's see your little trick..."""
Ushiromiya Maria,"""............Battler, you're being rude to {f:5:Beatrice}..."""
{f:5:Beatrice},"""It is fine, quite fine. What a charming man. ...It will make it all the more enjoyable to break him."""
Ushiromiya Battler,"""......Heh! You really want to make me kiss your toes that much...?! Only if I surrender! But watch... I'll definitely expose this trick, and then I'll make you kiss my ass instead!"""
{f:5:Beatrice},"""...............*cackle*. What a charming man. I shall remember that promise. ...Weak witches kiss the behinds of demons to gain power. Because there is no greater oath of total submission. It is words like those that give me the desire to subjugate you. .........*cackle*cackle*...!"""
,"Paying no mind to Battler's crude ranting, {f:5:Beatrice} once again waved her golden pipe."
,"......Yes, for that golden pipe was her precious magic wand."
{f:5:Beatrice},"""Come, arise, children. I am the guide of Purgatory. Wield the seven stakes, which forgave the deadly sins."""
,"Guided by those magic words, which sounded like a psalm, seven stakes gathered.{n}...They were the stakes of the seven demons symbolizing the deadly sins of sinful people."
{f:5:Beatrice},"""Beelzebub and Asmodeus. Come, forgive their sins. Release the spirits of the sinners...!"""
Ushiromiya Battler,"""Wha...?!"""
,The stakes of Beelzebub and Asmodeus responded to {f:5:Beatrice}'s call.
,"The two demonic stakes burst into motion like billiard balls struck by a cue, and were sucked in through the crack of the door."
,"Then came the sound of them deflecting repeatedly off the walls of the room, making a sound like a woodpecker."
,"And finally, a pleasant sound could be heard."
,"......It was a small, satisfying sound, like the one heard when someone is chopping firewood and the falling ax neatly and easily slices through the wood."
,It was the sound of the two stakes burying themselves deep into Eva and Hideyoshi's foreheads.
{f:5:Beatrice},"""............Right through the middle. Want to see...?"""
,They had definitely heard two sounds like someone's forehead being split open.
,"Battler wasn't permitted to see it, since he was on the other side of the door, but those two had died again, and this second time, they lay not an inch apart from where they had lain the last time, with the exact same blood spray as before."
Ushiromiya Battler,"""Y‐............you must be crazy... Th‐......this is insane......! Y‐you can't kill people with this insanity!!!"""
{f:5:Beatrice},"""I most certainly can. ......I can kill them just like this...! *cackle*cackle*cackle*!"""
,"Suddenly, they were no longer in the hall, but seated at the tea party they had started from."
,"......Everyone but Battler was sitting meekly, ......but Kanon was moaning, fresh blood dangling from his mouth.{n}Such bad manners for a tea party."
,Satan's stake was buried deep into Kanon's chest.
Kanon,"""..................u..................gah........."""
Ushiromiya Battler,"""Ka‐......Kanon‐kun......Kanon‐kun!! Daa......damn iiiiiiiiiit!!"""
,Battler was the only one getting agitated.
,"George, Jessica, Shannon—everyone else was meekly hanging their heads like students being told off by their teacher."
{f:5:Beatrice},"""...Kanon, you were captivated by a trifling anger and tried to disturb my banquet. ......Your deadly sin is being easily captivated by anger. Cleanse yourself, regret, and do it over."""
Kanon,"""......{f:5:at}......{f:5:rice}............sa...ma..............."""
Shannon,"""B‐...{f:5:Beatrice}‐sama... Please, forgive him... I think Kanon‐kun has repented enough......!"""
{f:5:Beatrice},"""Wonderful. I am generous to those who respect me. ......*cackle*cackle*...!"""
Ushiromiya Battler,"""Cut the crap!!! Don't think for a second that this piss‐poor show of theatrics will convince me of your sorry existence! Like hell you're a thousand‐year‐old witch! Your tricks aren't a thousand years old, at best they're the accumulation of a hundred years of clichés that the mystery world created!"""
Ushiromiya Battler,"""They're not magic!! No way are they magic!! All of these crimes can be explained with ""human tricks""!!"""
{f:5:Beatrice},"""*cackle*cackle*! You would explain my thousand years with a hundred years by humans...? Good, good, that's why I like you...!"""
Ushiromiya Maria,"""...............Foolish Battler... Kihhihihihihihihihi{0}hi{0}hi{0}hi{0}hi{0}hi{0}hihihi...!"""
Ushiromiya George,"""......Stop yourself, Battler‐kun... {f:5:Beatrice}‐sama is someone you can't...go...against......"""
Shannon,"""............nn.........u...............u..."""
,"Shannon started moaning, holding her cheek.{n}...Maybe she had a toothache."
,But it didn't look anything like a toothache.{n}......A slight redness spread across the cheek Shannon was holding.
,It looked like that redness was causing Shannon unbearable pain...
,"She started to press her nails into her cheek, and drops of sweat appeared all over her body..."
Ushiromiya George,"""...Shannon...Shannon...!! Hang in there...hang in there!"""
Ushiromiya Battler,"""What's going on?! Damn it, what the hell is that red stuff...?!"""
,"It expanded rapidly, covering half of Shannon's face..."
,"...Then, the stupid dunce Battler finally realized..."
Ushiromiya George,"""Ple‐please, Battler‐kun...! Please believe in {f:5:Beatrice}‐sama...! I beg you...!! Aaaaaaah, because you won't believe, because you won't believe, aaaaaaaaaah...the magic is, ......the magic is wearing off!!!!!!!!"""
,"For the first time in his life, ......Battler heard that sound, like a pomegranate splitting."
,The red spray even landed on Battler's face...
,"How sad—Shannon's face had been split in half, ...and her last horrible moments in that storehouse had been repeated once again."
Ushiromiya George,"""U...uwaaaaaaaaaaaaaaaaaaaaaaaaa, Shannon, Shannon!! Uwaaaaaaaaaaaaaaaaaaa!!!"""
Ushiromiya Battler,"""G...ghhhkkk, damn you, damn youuuuuuu! Stop it, stop it, stop it!! Don't humiliate the dead, don't humiliate the deeeeeaaaaad!!"""
Ushiromiya George,"""Uuuu......gah.........eeeggh!!"""
," This time, red patterns began to spread across George's entire body..."
, It was like the beautiful cloud drawn by milk when it is poured into black tea. They slowly spread out and extended across his entire body.
,"......As they grew more saturated in color, they seemed to give George increasingly greater pain."
,"Looking at those bizarre patterns, ......Battler was petrified as he frantically thought with his pitifully clumsy imagination...about the nature of the strange deaths that George and the others had experienced..."
,"Before long, ......that redness reached the nearby Jessica as well......"
Ushiromiya Jessica,"""Gah, .........ee.........ack............hh!!"""
Ushiromiya Battler,"""St‐stop stop stop!!! What did Aniki do, what did Jessica do, just STOOOOOOP!!!"""
Ushiromiya Jessica,"""Ba‐......Battler...... ......Don‐...don't let the witch...break your spirit......! ......Deny her, erase her... As, ......as long as at least one person denies her, she's an illusion that can't exist......! Uuuuughhh, gghhh!!"""
Ushiromiya Battler,"""A‐are you OK, Jessica?!! Whah, A‐Aniki?!?!"""
,"George was no longer shaped like a person. ...He looked like the pile of leftover meat after the good, delicious meat has been scraped off to be cooked."
,...The only traces left of his time as a human were the shape of his lower jaw and rib cage.
,"And it was clear that Jessica, who was covered with a steadily strengthening redness, was approaching the same fate."
