Speaker,Umineko Project (UP)
,"......To drag Beato out of this world, ......I have to......destroy it........."
,"..................Destroy this Golden Land, .........which must be the final world of peace for {f:5:Beatrice}......"
Ushiromiya Ange,"""Onee‐chan. That's wrong. This Golden Land is a liar. It hasn't granted the one wish you truly wanted to come true."""
Ushiromiya Maria,""".........That's not true!! Everything is granted here! Look, there's even a nice Mama here!!"""
,"Gold butterflies gathered behind Maria, forming into a kindly smiling Aunt Rosa."
,".........And after smiling sweetly at me, she softly became golden petals and crumbled."
Ushiromiya Maria,"""Anything can be created here. Even you can be, and Battler, and George onii‐chan, and Jessica onee‐chan...!! You can summon as many as you want, and everyone is nice...!! You come too, Ange, let's play together......!!"""
,"............Sorry, Onee‐chan............"
Ushiromiya Ange,"""And what about Sakutarou......?"""
Ushiromiya Maria,""".........—"""
,"Upon hearing Sakutarou's name, Onee‐chan's face looked like she was choking."
{f:5:Beatrice},"""Stop it...... Do not speak that name......"""
,"Beato's expression changed as well.{n}And she put her arm around Maria, hugging her as if to protect her."
,.........Sakutarou's name was still taboo for Onee‐chan.
Ushiromiya Ange,"""Why can't I say it? It's the name of Maria onee‐chan's best friend."""
Ushiromiya Ange,"""......Why won't you invite that close friend to this wonderful Golden Land? Why, in this Golden Land where all wishes come true, is Sakutarou the only one you can't summon?"""
{f:5:Beatrice},"""Th‐...that's because...... ......It's alright, {f:5:Maria}. You don't have to remember Sakutarou—"""
Ushiromiya Maria,"""............Sakutaro was killed by Mama!!!!"""
,Maria onee‐chan flew into a rage with a terrible expression on her face.
,"Surprised by that voice, butterflies flew up throughout the garden, ......blowing around like a typhoon of flower petals."
Ushiromiya Ange,"""Yes, I know. Aunt Rosa......took your precious stuffed animal Sakutarou, and tore him apart......!!"""
Ushiromiya Maria,"""GYAAAAAAAaaaAAAAAAAAAAaAAAaaAAHHHH!!!"""
,Maria's scream became a storm and violently scattered the golden petals and leaves.
,It was truly a storm of gold.
{f:5:Beatrice},"""Stop...!! Stop stop stop...!!! Why are you trying to reopen the wound in {f:5:Maria}'s heart...?! Don't defile the sleep of a dear friend precious to both Maria and myself...!!"""
Ushiromiya Ange,"""In that case, why won't you revive that precious friend for her with your magic?"""
{f:5:Beatrice},"""I would have if I could...!! But that stuffed animal was an article Rosa created herself! The magical meaning of that unique object being torn apart is—"""
Ushiromiya Ange,"""You aren't fooling anyone. Why can't you revive Sakutarou? There's only one answer. It's because you aren't a real witch!"""
{f:5:Beatrice},""".........I most certainly can revive him...!! With my magic, I can revive him as often as I want, like this!!"""
{f:5:Beatrice},"""I could even bury this garden in Sakutarous...!!"""
Ushiromiya Ange,"""Yeah, I'll bet you could, with your magic! But Onee‐chan definitely wouldn't be able to see the Sakutarous you create!"""
Ushiromiya Ange,"""............You know why, right? I'll say it again. It's because you aren't a real witch...!!"""
Ushiromiya Maria,"""Stop iiiiiiiiiit!! Why do you keep saying such mean things, Ange...?! Beato can use a lot of magic...! She's a very wonderful witch...!!"""
Ushiromiya Maria,"""Sakutaro was the one thing she couldn't revive, ......but she can do anything else...!! So I can......put up with...not having Sakutaro......"""
Ushiromiya Ange,"""No, Onee‐chan, that's wrong. .........There's nothing a witch can't do. As soon as she couldn't do that, {f:5:Beatrice} was not a real witch."""
Ushiromiya Maria,"""Tha‐that's wrong......!! It's because Sakutaro's stuffed animal vessel was something Mama made by hand herself, and—"""
Ushiromiya Ange,"""And that's why she can't revive him? Is {f:5:Beatrice}'s... Is your magic that inconvenient?"""
{f:5:Beatrice},"""Gah, .........i‐......in that case, ......do you claim that you {i:can} revive Sakutarou?! Can you do that with your magic?!"""
Ushiromiya Ange,"""I can."""
{f:5:Beatrice},""".........What........."""
Ushiromiya Ange,"""Maria onee‐chan!! I'll show you some real magic. I'll revive Sakutarou for you!!"""
Ushiromiya Maria,"""......Re‐.........really......? Even {f:5:Beatrice} couldn't do it, you know......? ...Ca‐.........can you really......?!"""
Ushiromiya Ange,"""Yes, I can! In exchange, promise me. Once I've revived Sakutarou..."""
Ushiromiya Maria,"""Yes...!"""
Ushiromiya Ange,"""Leave this Golden Land."""
Ushiromiya Maria,"""............!"""
{f:5:Beatrice},"""I, I will not permit that...!! This world is {f:5:Maria}'s and mine together!! If {f:5:Maria} leaves, ......it will break...!!"""
,"The minimum amount of {y:0:Human}{n:0:human}s it takes to create a universe is two.{n}If that breaks down, the world is destroyed."
,"To drag out the witch who shut herself away in the Golden Land, I have to destroy this world...!"
Ushiromiya Ange,"""......Yes, and that is the proof that you are not a witch. ......A real witch can create a universe alone."""
Ushiromiya Ange,"""The Mariage Sorcière Alliance of Witches! ......The very existence of this alliance proves that you are not a witch...!!"""
{f:5:Beatrice},"""N‐no...!! I will not give up {f:5:Maria}...!! I hate you, leave right now...!! Get out of heeeeeeeeeere!!"""
Ushiromiya Ange,"""Dragging everyone into a game of your own accord, then getting bored and chasing them out when your mood changes!! How selfish can you be?"""
Ushiromiya Ange,"""Watch and learn, {f:5:Beatrice}!! And you, Maria onee‐chan!! This...is true magic.........!!!"""
Ushiromiya Maria,"""Ca‐......can you really revive Sakutaro...?!"""
{f:5:Beatrice},"""There's no way!! This is a Golden Land for Maria and me alone...! There is not a single piece of magic that an outsider like you could use here! As you are now, you couldn't even create a single butterfly!!"""
Ushiromiya Maria,"""Be quiet, Beato!! Don't get in Ange's way...!!"""
,"When Maria yelled, ......the storm abruptly stopped, and the area returned to silence."
,".........As the massive amount of golden petals that had been blown upwards quietly drifted down, ......that scene looked so fantastical, as though a golden snow was falling......"
,"Maria, thinking about this unlikely, if‐only miracle, unconsciously joined her hands together as though praying."
,......Beato's heart raced as she watched Maria do this.
,".........If the extremely unlikely were to happen, ...Maria would, ......this world would......"
,But......it's inconceivable......! An absolute impossibility...
,"That stuffed animal, the only one of its kind in the world, was torn apart and thrown away, and not a thread remained."
,Reviving it is an absolutely certain impossibility......!!
,{p:1:This is my Golden Land}...!{n}{p:1:A world where magic that isn't mine certainly cannot exist}!!!
{f:5:Beatrice},"""G‐......go right ahead, ......I defy you to do it, Ushiromiya Angeeeee{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}eee!!!"""
,"At Beato's scream, the world lost its sound."
,I slowly...recited the incantation...for true magic......
Ushiromiya Ange,"""...............Come, try to remember. Maria's close friend Sakutarou."""
Ushiromiya Ange,""".........Try to remember what form you had."""
Ushiromiya Ange,""".........Try to remember what a lovable stuffed animal you were."""
Ushiromiya Maria,"""Huh, ..................ah, ...ah........."""
{f:5:Beatrice},"""....................................!"""
,......Expressions of shock rose to both of their faces.
,"Then, ......pushing Beato's elbow aside, Maria dashed forward......"
Ushiromiya Maria,""".........kutaro......... .........Sakutarooo.........!!"""
,"Then, ............she threw her arms around him and me both."
Ushiromiya Ange,"""......It's alright. Sakutarou...won't disappear. ............{n} ‘Uryu, Maria. I'm back.’"""
Ushiromiya Maria,"""Sakutaro, ......Sakutaro...... ......uuuuuuuuuuuuuuu, waaaaaaaaaaaaaaaaaauuuuu!! Sakutarooooooo...... I missed you.........so much..............."""
,"It was, unmistakably, .........that lion, ......that Sakutarou stuffed animal."
,"Maria had forgotten its softness, its texture, its stitches, .........its everything."
,"But, .........the instant she hugged the stuffed animal, everything came back to her vividly......"
Sakutarou,"‘Uryu. Maria, ......I'm back.’"
Ushiromiya Maria,"""Sakutaro, Sakutaro...!! Is your body alright? You aren't hurting anywhere? Even though something so......horrible was done to you, you're alright everywhere......?!"""
Sakutarou,"‘Uryu...! Ange revived me with magic, so I'm perfectly fine...!’"
Ushiromiya Maria,"""I'm so glad...... I'm so glad...... Welcome back, Sakutaro......uuuuuuuuuuuuuuuuuuuuuuuu!!"""
Sakutarou,"‘I'll always be with you from now on, Maria. Together forever. ......So don't...let go of me, okay.........?’"
Ushiromiya Maria,"""Yeah, ......won't let go...... ......Never ever....................."""
,"Then, still hugging Sakutarou, she looked up at me with tear‐filled eyes..."
Ushiromiya Maria,"""......Thank you, Ange...! .........Your magic is amazing...... ......Why? Why were you able to revive Sakutarou?! Even Beato couldn't do it...!"""
{f:5:Beatrice},"""..................Impossible... ......Impossible...... ......How? ......How can a human other than me use magic in my Golden Land?!?! This is.........completely impossible.........!"""
Ushiromiya Ange,"""What are you so flustered about, {f:5:Beatrice}? ..................This is...magic, right?"""
{f:5:Beatrice},"""It cannot possibly be magic...!! {p:1:This is my Golden Land}!! {p:1:A world where magic that isn't mine certainly cannot exist}!! And my {p:1:magic was not able to revive Sakutarou}...!!"""
{f:5:Beatrice},"""There's no way it could!! {p:1:That stuffed animal was a special stuffed animal}! {p:1:Rosa made it for her daughter's birthday, and in the entire world, only one of its kind}—.........—...............u..................hh......"""
Ushiromiya Ange,""".....................See, ...it's magic, right?"""
{f:5:Beatrice},"""Ah.........oh............ahh............aaahhh, .........aah...h...hh...hhhh......"""
,"With this miracle that she could not possibly accept, .........Beato...understood all of my magic......"
,"And she looked at Maria and Sakutarou innocently frolicking around, ......looked at me, .........and then.........fell to her knees, ......with even her hands pressed to the ground, ...............and cried."
Ushiromiya Maria,"""{f:5:Beatrice}...! This is really magic, right...?! It's magic, right?! {f:5:Beatrice}...!!!"""
{f:5:Beatrice},"""...............Mm......... ......It is magic...... ......That is.........true.........magic........."""
Ushiromiya Maria,"""How can Ange use a magic that even Beato can't do?! How?! How?! Ange's awesome, Ange's an awesome witch! A real witch who's much, much more amazing than me......!!!"""
Ushiromiya Ange,"""Yes, that's right, Onee‐chan. ...............I am the Witch of Resurrection, {f:5:Ange}. ......There is nothing that cannot be revived by me."""
Ushiromiya Maria,"""Oh wow, oh wow!! Even Beato said that the magic of resurrection was the hardest!! {f:5:Ange}, you're awesome!! A real real Great Witch......!!!"""
,"At that moment, Maria's and Sakutarou's forms flashed gold, ......and the two became golden flower petals, and crumbled away......"
,"As the two became a golden wind and swirled together, .........they left for some other place of peace."
,"Beato had, ......as promised, banished Maria from the Golden Land."
Ushiromiya Ange,"""......Goodbye, ...Maria onee‐chan. And be happy forever. ............It's alright, I'm sure ""you"" exist in Onee‐chan's world as well. But that {i:doesn't refer to you}."""
{f:5:Beatrice},"""...............I am happy for you, ......Maria...... ......As your close friend, .........I celebrate this reunion...from the bottom of my heart........."""
,On Beato's face......was a mixture of what was probably every expression a human could muster.
,"That expression—it was joy, it was anger, it was sadness."
Ushiromiya Ange,""".........That is the basis of magic, isn't it. ............Without love, without sadness, without anger, ............magic cannot be {y:1:‘seen’}{n:1:seen}."""
,The ground shook. ......An earthquake.
,".........It gradually caused greater and greater fissures, and began to tear {f:5:Beatrice}'s final paradise apart."
,"Golden butterflies fluttered about trying to escape, but there was nowhere to escape to.{n}...Nor for {f:5:Beatrice}."
,The Golden Land began to crumble away.
,"The earth gave way like a floor falling through, .........and {f:5:Beatrice} was sucked into the depths of a jet‐black darkness."
,"Then, she was mercilessly slammed against a jet‐black floor."
,"......It was a small, nondescript, and very dimly lit smoking room."
,"There was no door to exit by, and while there were windows, ......they let no light into this place—{f:5:Beatrice}'s smoking room."
,"Even as Beato moaned from the pain of being slammed against that cold hard floor, she shakily rose to her feet......"
,A seat was there.
,"......And the game table, ......still just as it had been when she had left it."
,"The game board, too, was preserved in the same state in which Beato had abandoned it."
Ushiromiya Ange,"""That is your seat. Sit."""
{f:5:Beatrice},"""...............So, this is the only seat.........for me to sit in........."""
,"Beato put a hand against her own seat, ......and laughed sadly."
Ushiromiya Ange,"""Win, or lose. That is all you are given. A tie during the process of reaching that point will probably be permitted."""
Ushiromiya Ange,""".........But the one thing I will {i:not} allow is for you to suspend the game and throw it away! Either win and survive, or lose and disappear! Until one of those two things happens, you will not be permitted to rise from that chair!!"""
Ushiromiya Ange,"""Isn't that your only duty as the host of a witch's game, as the Golden Witch {f:5:Beatrice}...?!!"""
,"Laughing weakly, Beato......sat down."
,"......Then she rested her elbows on the table, covered her face with both hands, .........and managed to put together a smile with just her mouth."
{f:5:Beatrice},""".........Not permitted to escape an unwinnable game. .........Very well, then. ......Why don't I repeat this......until I lose......"""
Ushiromiya Ange,"""Spare me the pity show! Win. Use the very best moves you have...!! You started this game! You have a duty to make the best moves possible!! Enough with all this indecisive fooling around!"""
,"Just then, there was a heavy sound.{n}......Beato felt a cold and pitiful sensation on her leg."
{f:5:Lambdadelta},"""......Gotcha...! I finally got you, eh, Beato~?"""
{f:5:Beatrice},"""Oh, if it isn't the great Lady {f:5:Lambdadelta}... .........To think that you were still here."""
,"Beato's foot was locked in an ice‐cold steel shackle, ......fastening her to the chair she sat in."
,......She would no longer be able to escape from this seat.
{f:5:Lambdadelta},"""Oh‐hoh‐hoh‐ho! You won't be able to escape anymore, got it? I'm more persistent than I look. Surprising, huh?"""
{f:5:Beatrice},"""............I'm more surprised that you weren't already aware of it."""
{f:5:Lambdadelta},"""You are not permitted to leave early or suspend the game. You'll fight for all eternity, in order to win, of course. .........You don't want to lose, right? You wanna little peek at the kind of wonderful world you'll be thrown into if you loooose?"""
{f:5:Lambdadelta},"""Don't worry... You can win... {i:Until you do}, I, the great Lady {f:5:Lambdadelta}, will stick right by you and look after you for all eternity...!!"""
{f:5:Beatrice},"""................................. ......Hmph, ......hahahahaha. .........But even if I wish to fight, I have no opponent across from me, correct......?"""
{f:5:Bernkastel},""".........It's alright, I've found Battler."""
,"When {f:5:Bernkastel} appeared and clapped her hands, Battler appeared from the sky and plopped into the opposite chair."
,"Battler's eyes were slightly opened, but there was no sparkle in them, almost like a doll."
,"Without the one pillar that established his soul, ............he had fallen into the very depths of darkness, and had been drifting about all this time."
,"......By rights, he should have dispersed and vanished like mist."
,{f:5:Bernkastel} had managed to scrape him together.{n}It was surprising that she had managed to bring him back into a human form.
,"However, even though his body had returned, his soul had not.{n}......It was blown away when his existence was denied by {f:5:Beatrice}.{n}It wouldn't come back easily."
{f:5:Bernkastel},"""...............Battler won't run from this fight either. Not until he beats you. ......We won't permit such boorishness as to throw everything away and run just because the chances of winning have grown slim."""
{f:5:Bernkastel},"""Not even he himself wants that. ............Right, Ushiromiya Battler...?"""
,Battler didn't answer. ......His heart was still...dead.
,"His eyes wavered slightly at the question, but he couldn't answer."
Ushiromiya Ange,"""Battler...! Get ahold of yourself! You are here. And the enemy is before your eyes...! Fight! Fight to win!!"""
,Battler lazily and incoherently parroted her words.
,.........He was back.
,But the trauma inflicted on his soul was no small thing.
,"That was only natural.{n}{f:5:Beatrice} had woven her red, and he had been denied."
,"He had learned that the mother he had respected was not his birth mother, .........and he didn't know who he was."
Ushiromiya Battler,......I am not......Ushiromiya Battler............
Ushiromiya Ange,"""Don't talk stupid! You are Ushiromiya Battler and no one else!"""
Ushiromiya Ange,"""No matter who else admits that or denies that, make sure you believe it yourself...!! You are the only one who can create your own world, you know. Don't lose the world where you are Ushiromiya Battler!"""
Ushiromiya Battler,"""...............Then, ............who......am I.........? I'm not Mom's kid...... Where was I born from......?"""
,"Battler asked while gazing lazily up at the ceiling, with eyes that still hadn't regained their sparkle."
,"Of course, she answered right away."
Ushiromiya Ange,"""Yes, that's true. Beato declared it with the red truth. ......So I'll declare it too. {p:1:Ushiromiya Battler is not Ushiromiya Asumu's son}."""
{f:5:Beatrice},""".........Hmph, ......in that case, he is not qualified to be the opponent in my game, is he..."""
Ushiromiya Ange,"""Repetition request for {f:5:Beatrice}. ""Ushiromiya Battler is not Ushiromiya Kinzo's grandchild""."""
{f:5:Beatrice},""".............................."""
,"As Beato wrinkled her forehead, ......a pained smile rose to her face."
Ushiromiya Ange,"""Declining to repeat, I see. Beato declared two red truths: ""{p:1:You are not Asumu's son}"", and ""{p:1:No one except Kinzo's grandchild Battler is qualified to be her opponent}""."""
Ushiromiya Ange,"""The following theory will see you accepted as qualified without any contradictions. This is my blue truth—listen to this...!"""
Ushiromiya Ange,"{p:2:The one who is qualified to be Beato's opponent is ""Kinzo's grandchild, Ushiromiya Battler"",} {p:2:and whether that person is ""Asumu's son"" or not is not an issue}."
Ushiromiya Ange,"{p:2:In other words, you can be Kinzo's grandchild even if you are not Asumu's son}."
Ushiromiya Ange,{p:2:As long as you are Rudolf's son}!
{f:5:Lambdadelta},"""Hmph, what a stupid word game."""
{f:5:Bernkastel},"""...............Blue truth, valid. Beato, your counterargument with the red truth? If you cannot counter it with the red truth, there is no problem with Battler's qualifications as an opponent."""
{f:5:Beatrice},"""................................."""
,.........Battler was still out of it.{n}He still couldn't really understand what she was saying for him.
,"......But even so, his spirit was starting to come back bit by bit..."
Ushiromiya Battler,"""..................Then, ............who.........am I......?"""
Ushiromiya Ange,"""Get ahold of yourself! You are Ushiromiya Battler! Yeah, maybe Asumu okaa‐san didn't give birth to you. But so what?! That doesn't change in the slightest the fact that she was a mother to you, right?!"""
Ushiromiya Ange,""".........For example, what is Ushiromiya Ange to you? You might not share the same blood, but she's still your little sister, right?! It's not about blood, it's about bonds, isn't it?!"""
Ushiromiya Battler,"""............Well...yeah...... ......Even though we don't share the same blood, ......Ange is.........my little sister."""
Ushiromiya Ange,"""Say it in red! Say that Ange is your little sister!!"""
Ushiromiya Battler,""".........{p:1:Ange is......my little sister}. .........ah, ............it worked."""
,"She hugged Battler, who was still out of it and slumped in his chair, strongly from behind. So strongly that it hurt."
Ushiromiya Ange,"""I don't know why Asumu okaa‐san wasn't your birth mother. But still, until today you believed that she was your mother, and you still do, right?! In this world, there are plenty of people without even a mother, ......without even a family!!"""
Ushiromiya Ange,"""Did Asumu okaa‐san ever let you feel lonely? Never, right?! Don't throw your peaceful family away so easily!! Your family bonds have gotten way too thin after leaving your family for six years!!"""
Ushiromiya Ange,"""You have to feel those family bonds much, much more strongly! Remember!! For Asumu okaa‐san's sake, don't lose your affection because of some stupid ravings from a witch!"""
Ushiromiya Battler,"""........................... .........You're right...... ......Mom was......always on my side......"""
Ushiromiya Battler,"""...............Where is this place......? ......It's dark...... ......I wanna go home...... Where's...all of my......family.........?"""
,The light still hadn't returned to Battler's eyes.{n}But......tears formed there.
Ushiromiya Ange,"""Your little sister is waiting at home for you to come back. She needs you at least to come back, ......or she'll be all alone forever...! For your little sister's sake if nothing else, please win this witch's game...!!"""
Ushiromiya Battler,"""............Ange...... My......little sister......... ......But the thing is.........I don't know anymore... .........Why do I...have to keep repeating this incomprehensible, cruel game with Beato forever......? ......I've......had enough........."""
Ushiromiya Ange,"""In that case, hurry up and finish off this game and go back home!! Ushiromiya Battler, how long are you going to play around in a place like this?! Your little sister is waiting for you to come home!!!"""
,.........That's right.
,Battler was caught up in this strange game before he even knew it.
,"And, unable to understand what he was fighting for, he was taken along at the witch's pace, toyed with and made to fight, for a very long time."
,That should have been the simplest and first question.
,......Not understanding that is why he loses his purpose for fighting...!!
,It's why my voice doesn't reach his ears...!
,"What he needs is not some vague purpose, like winning against the witch, or because she's unforgivable."
,......He needs to become aware of a purpose for which he {i:must} win.
Ushiromiya Battler,""".........That's right...... ......I want to go home...... ......To Mom and Dad, ......and Ange...... .........I've had enough, ......enough of this place...... ......I've had enough of witches, I've had enough of games and murders............enough, enough......"""
{f:5:Lambdadelta},"""Battler's soul...is starting to come back."""
{f:5:Bernkastel},"""...............But it can't quite reach."""
Ushiromiya Ange,"""You've had enough, right?! Then fight so you can return to your family!! Destroy {f:5:Beatrice} and come home!!"""
Ushiromiya Battler,"""No, ......no more witches...! Enough of Beato, ...enough of everything...and you too, you're probably just another one of the witch's allies... I could be betrayed again at any time...!!"""
Ushiromiya Battler,"""{p:1:I can't trust anything, I can't trust any words that aren't red}...!! Leave me alone, leave me alo{-}o{-}o{-}o{-}o{-}o{-}o{-}ooone!!"""
,"Battler's soul howled. She hugged his head from behind, so tightly that it hurt."
Ushiromiya Ange,"""{p:1:Hurry up and come home, Onii‐chan}!! {p:1:Don't leave me all alone}!!!"""
Ushiromiya Battler,"""...............Huh......? .........Who..................are you......?"""
Ushiromiya Ange,"""{p:1:It's me, it's Ange}...!! {p:1:No one's coming back home, Onii‐chan, not you, not Mom, not Dad}!! {p:1:I'm so lonely}!! {p:1:Please, hurry up and come home}!"""
Ushiromiya Battler,"""......A‐.........Ange...... .........So you were.........Ange............"""
Ushiromiya Ange,"""{p:1:That's right, I'm Ange}!! {p:1:The Ushiromiya Ange of a world where no one comes home}...!! .........{p:1:My entire family...never came home from Rokkenjima that day}...!!"""
Ushiromiya Ange,"""{p:1:The witch before your eyes stole away my whole family, even you}...! .........{p:1:Only you can finish her, Onii‐chan}!! {p:1:Finish her}...!!"""
Ushiromiya Ange,"""{p:1:And take your family back}!! {p:1:And then.........come home to me}......!!!"""
Ushiromiya Battler,"""...............Beato stole......my family........."""
{f:5:Beatrice},"""......Hmph, ............as she says. I will not run away or hide from it. ......I stole Ushiromiya Ange's family away from her."""
{f:5:Beatrice},"""Battler is my toy! His father and mother too, all of them are my toys. ......I won't give them back to you. ......You may continue to wander alone forever, awaiting the return of your family that is never to be......!"""
,"From Ange's arms that held him, ............the very painful, sad, and lonely days......that his little sister, left all alone, had gone through...flowed into Battler......"
,"......Because he had been playing around in a place like this, ............his little sister had been left all alone, .........and had been forced to endure............such painful days...............!!"
Ushiromiya Battler,"""...Ange, .........Ange.........!! Shit, ......I've, .........what have I been doing.........?!! Thanks a bunch, Ange... Onii‐chan......has been forgetting something important this whole time......!"""
,"Battler tried to turn around, but Ange was clutching his head with an incredible force, so he couldn't."
,......Sweat?
,Hot drops splashed the back of Battler's neck.
,......What they were...he discovered by holding Ange's arm as she clung to him.
,.........Because it stained Battler's hand...his fingers...red.
Ushiromiya Battler,""".........Blood... ......A‐Ange?! A‐are you alright?! H‐hey......?!"""
,It dripped and splashed.
,He didn't know what was going on.
,"Battler couldn't tell for sure because he couldn't turn around, but the hot drops staining his entire back were surely......blood."
Ushiromiya Ange,"""............In order to save you, Onii‐chan, in order to come here, there was a single rule that I wasn't allowed to......break... .........This............was it. .........Letting you.........find out......that I was......Ange........."""
Ushiromiya Ange,......It was so hard.........
Ushiromiya Ange,"My onii‐chan was right before my eyes, ......and I couldn't even tell him........."
Ushiromiya Ange,"If I'd just followed the rule, ......I would have been able to stay by your side forever."
Ushiromiya Ange,.........You and me together......playing the game against the witch......for eternity......
Ushiromiya Ange,"""But.........that's no good."""
Ushiromiya Ange,"""............Onii‐......ah............chan, ......you have to go back."""
Ushiromiya Ange,""".........Back home, ......your sister is waiting for you......"""
Ushiromiya Ange,""".........That person isn't me, ............but this way, your sister...will find her salvation........."""
Ushiromiya Battler,"""Ange?! Ange!! There's so much blood...!! So much, so much!!"""
,"He wanted to turn around, but he couldn't because of how tightly Ange was gripping his head."
,"However, judging by the blood that was pouring out and Ange's pained breathing, he realized that something seriously wrong was happening to her right now."
Ushiromiya Ange,"""............Don't...worry......... ......I am just......a piece...... .........You know, in chess, ......they have this thing called a <sacrifice>......"""
Ushiromiya Battler,"""Sacri—......what?! Who cares about that!! Let's get you some first‐aid quickly!! Let go for a second, Ange...!!"""
{f:5:Beatrice},""".........A <sacrifice>...is a thrown piece. For the sake of the strategic vision, you intentionally let a piece go, in full awareness of the loss..."""
,The ultimate goal in chess is victory against the opponent.{n}......So sacrificing a few individual pieces is no problem if that can bring you to victory in the end.
,Ange had made a levelheaded decision.
,".........She had been told over and over again that she was a piece, not a player."
,"......In order to act like a piece and save Battler, right now, she herself needed to become a sacrificial piece."
,............Battler had to be made aware.
,His purpose in playing this witch's game must not be something abstract like finishing off the witch.
,"He needs to win the game, he needs to release himself, and he needs to bring his family back home."
,Why? .........Because he has family—a little sister—waiting for him to come home.
,A being created to bring Ushiromiya Ange's voice to him...
,{i:That} is who {f:5:Ange Beatrice} is—who I am...!!
,"I will use the piece I am as a sacrifice...to give Onii‐chan the will to fight, to give him purpose!"
,"Onii‐chan, my purpose is not to play with you in a witch's game for all eternity!"
,I came to bring you Ushiromiya Ange's mourning and sadness! That is my unshakable purpose!
Ushiromiya Battler,"""......Ange!! Ange!! Aaaaaaaaaarrrghhh!!!"""
,"The white, skinny arm holding Battler......was pale and transparent, almost like wax."
,"...But it was stained, so cruelly, with fresh blood......"
Ushiromiya Ange,"""...I'm............going to disappear now, but............you fight with all you've got, .........and make sure you......come back to me, okay........."""
Ushiromiya Ange,"""............I'll be waiting, ............always............... ......I planned on helping you out a whole lot more than this, ......but I couldn't do anything. ......Sorry....................."""
Ushiromiya Battler,"""D‐don't worry about that......!! You......taught me, didn't you......?! You taught me why I have to win...! And that...I absolutely have to win, and come back to you......!!"""
Ushiromiya Battler,"""What have I.........been doing, lazing about playing in a place like this......?!! Yeah, I'm not playing around here anymore...!! I'm gonna come back, you better believe I'll come back!! I'm definitely gonna come back, bringing a souvenir, I promise......!!!"""
Ushiromiya Ange,""".........I don't need one, .........so just promise me one thing......"""
Ushiromiya Battler,"""What is it? I'll promise anything...!!"""
