Speaker,Turkish (TR)
{f:5:Bernkastel},"Bir kaşık, çorba içmekten daha fazlası için kullanılabilir.{n}Onu kilitli olduğun hapishanede bir delik kazmak ya da cadının gözlerini oymak için bir silah olarak kullanabilirsin."
{f:5:Bernkastel},"......Elbette, kaşığı ebedi hapishanendeki sulu çorbayı sürekli yudumlamak için de kullanabilirsin."
{f:5:Bernkastel},......Yanlış bir fikre kapılma—müttefikin olmak gibi bir niyetim yok.
{f:5:Bernkastel},Seninle empati kuruyorum ama sana yardım etmeyeceğim.{n}...Bu tıpkı televizyon karşısında oturan birinin ne kadar bağırırsa bağırsın ekrandaki karakterlere ulaşamaması gibi bir şey.
{f:5:Bernkastel},"{a:c:YANİ, BENİM BİR CADI OLDUĞUMU ANLIYORSUN DEĞİL Mİ?}"
{f:5:Bernkastel},Beato'nun anlatacağı sonsuz hikayelerden bıkana kadar keyif alma niyetindeyim. Ama bunun tek başına ilgimi çekmeyeceğinden eminim.
{f:5:Bernkastel},......Bu yüzden sana gücümü ödünç vereceğim. Hepsi bundan sıkılmamam için.
{f:5:Bernkastel},"Ben dünyanın en acımasız cadısıyım.{n}Rakip kim olursa olsun, mutlaka teslim olmalarını sağlarım."
{f:5:Bernkastel},"...Bu, Sonsuz Cadı {f:5:Beatrice} olsa bile..."
{f:5:Bernkastel},Sen benim taşımsın. Elinden gelenin en iyisini yap.{n}Bazen sana onun görüş alanının dışından tavsiyeler vereceğim.
{f:5:Bernkastel},"Beni sıkma, tamam mı......?"
{f:5:Bernkastel},*giggle*giggle*giggle*......
