Speaker,Turkish (TR)
,Jessica daha hızlı büyüdüğü için cüsse ve fiziksel güç açısından beni her zaman yenerdi.
,Bu yüzden böyle bir güç yarışına girdiğimizde genellikle Jessica'nın lehine sonuçlanırdı.
,"Şimdi daha büyük olduğumu açıkça anlamama rağmen, hala Jessica'ya karşı gücümle kazanamayacağımı hissediyorum."
Ushiromiya Battler,"""Hnng! Ghhh......!!"""
Ushiromiya Jessica,"""............Woh...ah...! Ne oluy...Neden...bir anda bu kadar ciddileştin...?! Owowow..."""
Ushiromiya Battler,"""Hey hey hey, bu bir şey değil! Jessica, zayıflamışsın."""
Ushiromiya Jessica,"""Ka-Kapa çeneni. İster inan ister inanma, ben bir kadınım. Her zaman bir erkekten daha güçlü olmamın imkanı yok!"""
Ushiromiya Battler,"""Peka~la, bu kesinlikle doğru! Kollarıma koyduğum etlerin hepsi senin göğsüne gitti. Görünüşe göre kollarım ve göğüslerin arasında oldukça eşit bir güç testi olacak, öyle değil mi?!"""
Ushiromiya Jessica,"""Sana söyledim, göğüslerim senin ellemen için değil! Ayrıca, ya sen—boyuna bakılırsa yetişkinsin, peki ya diğer yerlerin, ha?!"""
Ushiromiya Battler,"""Kes şunu, aptal, hayıııır, kirleneceğiiim, bana tuhaf yerlerde dokunmaaaa!!"""
Ushiromiya Jessica,"""İ-İnsanların yanlış anlayacağı şeyler söyleme!!"""
,"Dürüst olmak gerekirse, Jessica'nın ne kadar kadınsı olduğuna o kadar şaşırdım ki, bunu saklamak için ciddi bir şekilde dalga geçmek zorunda kaldım."
,"......Pekala evet, altı yıl önce ne kadar otoriter bir velet olduğunu düşünürsek, herkes şaşırırdı."
,Sanırım o da şaşırdı.{n}Kesinlikle bir güç testinde bana karşı kaybedeceğini beklemiyordu.
,"Bu kadar kolay kaybettikten sonra, son altı yılda ne kadar büyüdüğüme şaşırmış olmalı."
,".........Altı yıl. Bir kez daha, bunun ne kadar büyük bir zaman aralığı olduğunu görüyorum."
Ushiromiya Jessica,"""Kahretsin...tam bir yenilgi. Sanki artık senin dengin değilmişim gibi."""
Ushiromiya George,"""Bu doğru değil. Battler-kun'un bile zayıflıkları olmalı. Değil mi, Maria-chan?"""
Ushiromiya Maria,"""Uu! Düşeceeeeeek! Düşeceeeeeek!"""
Ushiromiya Battler,"""Ghhk—Dur—Maria~, bunu bir sır olarak saklayalım, tamam mı?"""
Ushiromiya Jessica,"""Düşeceek? O da ne?"""
Ushiromiya Battler,"""Heheh! Üzgünüm ama artık bu zayıflığımı göremeyeceksin! Ne de olsa kabus gibi uçak yolculuğu çoktan bitti ve gitti! Geriye kalan tek şey güzel ve sessiz tekne gezisi. O hurda tekneye bu kadar düşkün olacağımı hiç düşünmezdim. Ihihihi!"""
Ushiromiya Jessica,"""Ha??? George nii-san, bunun kafasında bir sorun mu var?"""
Ushiromiya George,"""Yakında anlayacaksın. Çok yakında."""
,"O zaman, Aniki'nin o kocaman gülümsemesiyle ne demek istediğini anlamamıştım..."
Kumasawa Chiyo,"""Burada ne varmış......oooh! Battler-san, ne kadar da büyümüşsün...!"""
,"Bu seferki kim? Önlüklü yaşlı bir kadın.{n}.........Oh, oh evet, bu beni geçmişe götürdü...Şimdi hatırladım!"
Ushiromiya George,"""Onu hatırladın mı, Battler-kun? Hatırlıyorsun—O Kumasawa-san, hizmetkârlardan biri."""
Ushiromiya Battler,"""Kumasawa baa-chan'ı asla unutamam! Yani, son altı yılda hiç yaşlanmamışsın. Bekle, sen gençleşmedin, değil mi~?"""
Kumasawa Chiyo,"""Hoh-hoh-ho! Son zamanlarda cildim pürüzsüz ve ipeksi olmaya başladı! Ve bak, göğsüm daha da büyümedi mi? ...Ovmak ister misin?"""
Ushiromiya Battler,"""Ç-Çok komik! Göğüs ovuşturmam sadece zıplayanlarla sınırlı!"""
Kumasawa Chiyo,"""Gençliğimde benim bile zıplayanlarım vardı, biliyor musun? Şimdi, şimdi, lütfen denemekten çekinme!"""
Ushiromiya Battler,"""Ohh, beni rahat bırak! Benim aradıklarım genç piliçler, kahretsin! Nineler değil!"""
,"Jessica hakkında yaptığım şakalar bana karşı kullanılıyordu. Düşündüm de, o her zaman insanlarla dalga geçen bir tipti!"
Ushiromiya Rudolf,"""Kumasawa-san, kes şunu artık. Bir ayağı tabutta olan insanlar etrafta zıplamamalı."""
Kumasawa Chiyo,"""Gençlerle spor yapmak en iyi gençleştirme ilacıdır. Hoh-hoh-ho!"""
Ushiromiya Eva,"""Kumasawa-san, bizi almaya gelmen nadir görülen bir şey. Bu ne tuhaf bir olay böyle? Normalde ne zaman sana bir iş verilse, bel ağrısı başlar. *giggle*."""
Kumasawa Chiyo,"""Hoh-hoh-ho, Eva-sama, her zamanki gibi acımasızsınız. Yapmam gereken bazı acil alışverişler vardı ve hazır gelmişken hepinize hoş geldiniz demek istedim. Yine de, sizi karşılamayı bekleyen kişinin yaşlı bir kadın olması kötü bir izlenim bırakıyor. Hoh-hoh-ho...!"""
,Eva Teyze alaycı bir şekilde konuştu ama Kumasawa baa-chan'ın yıllara dayanan tecrübesi küçümsenecek bir şey değildi. Bu sözü yumuşak ve soğukkanlı bir şekilde geçiştirebilecek kapasiteye fazlasıyla sahipti.
,Bunu söylememeyi tercih ederim ama yaşlı Kumasawa baa-chan bir hizmetkâr olarak en iyi dönemini geride bırakmış olabilir.
,"Sağlığı yerindeymiş gibi davranıyor olabilir ama baş ağrıları ve bel ağrısı yüzünden vücudu yıpranıyor. Gerçeği söylemek gerekirse, hala çalışıyor olması bile etkileyici."
,...Bu yıl kaç yaşındaydı?{n}Şimdiye kadar seksenine merdiven dayamıştır.{n}Hâlâ bu kadar parlak davranabilmesi inanılmaz.
Ushiromiya Rosa,"""Gittikçe daha canlı görünüyorsun. Doğru ya, işte burada. Daha öncesinde bahsettiğim çay. Bak, biraz aldım. Lütfen daha sonra dene."""
,Rosa Teyze ona bavulundan çıkardığı hatıra çantasını verdi.
,Belli ki geçen yıl verdiği sözü hatırlamış ve sadakatle satın almıştı. ...Bu tür bir düşüncelilik tam Rosa Teyze'ye göreydi.
,Verdiği sözü unutacak ya da tutmayacak türden bir insan değildi.
,"Kumasawa baa-chan'a gelince, Rosa Teyze'nin bir yıl önceki sözünü hatırlamakla kalmayıp kendisi gibi basit bir hizmetkâr için bu hediyeyi getirmiş olması onu derinden etkilemiş görünüyordu."
,Bu kadın Kumasawa Chiyo-san ({p:0:熊沢 チヨ}).
,"Uzun yıllardır Ushiromiya malikanesi için çalışan kıdemli bir hizmetkâr.{n}Onun yaşındaki birinden bekleyebileceğiniz gibi, el işçiliğinde o kadar da iyi değil, ancak mutfak işlerinden temizlik ve çamaşırhaneye kadar hemen hemen her şeyin üstesinden gelebilen bir tür süper hizmetkâr."
,Görünüşe göre tek kusuru tembellik etme eğilimi.
,Kronik hastalıklarını öne çıkararak ağır ve zahmetli işlerden kaçmaya çalıştığını duydum.
,"......Kumasawa baa-chan'ın durumunda, belki de buna bir tür tembel kurnazlık demeliyiz."
,...Yine de muhtemelen maaşını ödeyenleri etkilemiyordur.
,"İş söz konusu olduğunda oldukça beceriksiz olsa da, onu asla sevmemezlik edemem."
,Sanırım bunun nedeni neşesi ve sürekli gülümsemesi.
Ushiromiya Hideyoshi,"""Hey, seni hala iyi ruhlu gördüğüme sevindim! Sırtın nasıl peki?"""
Kumasawa Chiyo,"""İlaçlara rağmen bir nebze bile iyileşmiyor. Doktora göre, bunun için bir şey yapılamazmış. Buna tedavisi olmayan bir hastalık deniyor, hoh-hoh-ho!"""
Ushiromiya Rudolf,"""Gittikçe güzelleşmen beni şaşırtıyor, Jessica-chan. Sonunda Natsuhi nee-san gibi olduğun için mutlu ol."""
Ushiromiya Jessica,"""G-Gerçekten mi...? Şahsen, ona benzediğimi hiç sanmıyorum... Yani, ailem gibi olmak bile istemiyorum. Çünkü onlara hiç saygım yok."""
Ushiromiya Kyrie,"""Böyle şeyler söylememelisin. *giggle*, ailemizde kaç kişinin ebeveynleri gibi olmak istememesi şaşırtıcı."""
Ushiromiya Battler,"""Ah, o benim!"""
Ushiromiya Rudolf,"""Sakın bana benzemeye kalkma. Burnunun benimkine benzemesi zaten beni kızdırıyor."""
Ushiromiya Kyrie,"""Sen neden bahsediyorsun? Birbirinize—ve babana bu kadar benzemen çok saçma."""
Ushiromiya Rudolf,"""Hadi ama, ciddi olamazsın... Babama nasıl benziyorum?"""
Ushiromiya Eva,"""Kibir ve kendini beğenmişlikte onun kopyasısın. Babamın kanı özellikle sende ve Nii-san'da çok güçlü. Sence de öyle değil mi Rosa?"""
Ushiromiya Rosa,"""Oh, kesinlikle. Krauss Nii-san ve Rudolf Nii-san neredeyse inanılmaz derecede babama benziyorlar."""
Ushiromiya Rudolf,"""Pekala, pekala, neden kızlardan ateş altında olan bir tek ben varım? Hideyoshi nii-san, lütfen bana yardım et."""
Ushiromiya Hideyoshi,"""Ah ah, Rudolf-kun, bayanlar arasında her zaman çok popülersin. Seni kıskanıyorum! Wahahahaha!"""
Kumasawa Chiyo,"""Hoh-hoh-ho! Her zamanki gibi, beni kıskandıracak kadar popülersin. Pekala millet, tekneye gidelim mi? Hadi Maria-san, tekneye birlikte binelim, tamam mı?"""
Ushiromiya Maria,"""Birlikte tekneye binelim. Uu! Herkes birlikte binsin. Uu!"""
Ushiromiya Battler,"""Evvet, bu sefer korkmayacağım. Dalgalar tarafından sarsılmaya alışkınım. O hurda balıkçı teknesiyle, motorun bozulup teknenin sürüklenmesinden çok sarsıntıdan korkuyorum."""
Ushiromiya George,"""Evet, Battler-kun, sana söylemeyi unuttum. ...O balıkçı teknesi tamamen eskimişti, bu yüzden birkaç yıl önce kullanım dışı bırakıldı. Şimdi adaya başka bir tekneyle gidiyoruz."""
Ushiromiya Jessica,"""Ohhh, doğru. Bu Battler'ın yeni tekneye ilk binişi! Çok rahat! Ve çok hızlı! Çılgınca yüksek hızlara çıkabiliyor!"""
Ushiromiya Battler,"""Ohhh... Bu daha az yolculuk süresi demek, değil mi? Kulağa harika geliyor! Yani, bir tekne bir uçaktan daha iyi olabilir, ama eğer bana batma tehlikesine maruz kalmak için biraz daha az zaman harcayabileceğimizi söylüyorsanız, bu gerçekten harika~."""
Ushiromiya Maria,"""...Uu. Battler yine düşeeceek düşeeceek diyecek mi?"""
Ushiromiya Battler,"""O sadece uçaklarda olur. Şimdi her şey yolunda!"""
Ushiromiya Jessica,"""Biliyor musun, görünüşe göre modifiye edilmiş yüksek hızlı bir tekne, kaptanın gururu ve neşesi! Görünüşe göre onunla epey uğraşmış—Dört tane yüksek verimli pervane taktığını ve artık 40 knot hız yapabildiğini ya da buna benzer bir şey anlatıyordu. Bana o kadar çok övündü ki sonunda ezberledim."""
Ushiromiya George,"""Ben de; her yıl bize anlatıldığı için hatırlıyorum. Kaptan, uzun zaman önce yabancı bir balıkçı teknesiyle yaptığı hız yarışını kaybettiğinden beri modifiye işiyle kafayı bozduğunu söyledi. O zamanki rakibinin sadece bir balıkçı teknesi olmasına rağmen nasıl 30 knot'ın üzerinde hız yapabildiğini anlattı."""
Ushiromiya Jessica,"""İntikam maçına olan susuzluğunu gidermek için yepyeni, süper yüksek hızlı modifiye edilmiş harika bir tekne yarattı. Eminim buna bayılacaksın, Battler."""
,...S-süper yüksek hızlı modifiyeli tekne mi...?
,"......Benim ilk düşüncem bunun her an batabilecek eski püskü bir tekneden çok daha iyi olacağıydı......ama nedense, içimde bir önsezi hissi var... ......Her neyse."
Ushiromiya Rudolf,"""Hey, Battler, belki de adaya kadar yüzmelisin."""
Ushiromiya George,"""Battler-kun, parmaklıklara çok fazla yaslanmamalısın. Düşebilirsin."""
Ushiromiya Maria,"""Uu-uu!! Düşeceeeeeek düşeceeeeeek!!"""
Ushiromiya Battler,"""Kaaaahreeeetsiin...demek bu yüzden sırıtıp duruyordunuz!"""
,"Kaptanı tarafından kişisel bir hobi olarak modifiye edildiği söylenen süper hızlı tekne, altı yıl önceki hırpalanmış eski balıkçı teknesine kesinlikle benzemiyordu."
Ushiromiya Battler,"""Whooooooooa, sallanıyor, sallanıyor, sallanıyor!! Düşeceeeeeek, Düşeceeeeeek, Düşeceeeeeek!!"""
Ushiromiya Maria,"""Uu-uu-uu!! Düşeceeek, Düşeceeeek, Düşeceek!!"""
Ushiromiya Battler,"""Eğer düşersem denizde boğulacağım, lanet olsun—paraşüt nerede—hayır, bekle—şamandıra nerede?! Bana bir cankurtaran simidi veriiiin!!"""
Ushiromiya Jessica,"""Waah-hah-hah-hah-ha! Bu da ne böyle, Battler, bu da ne böyle...waah-hah-hah-hah-ha!"""
Ushiromiya George,"""Jessica-chan, Maria-chan, dalga geçmek hiç hoş değil. Battler-kun, eğer korkuyorsan, güverteye çıkma. Bence teknenin içinde kalırsan, biraz daha az korkarsın."""
Ushiromiya Battler,"""Heheh, hayır teşekkür ederim, Aniki! Gemi kazası kurbanları her zaman teknenin içindekilerdir. Kazadan kurtulanlar genellikle kaza sırasında güvertede olanlardır. Yani ben burada kalıyorum!!"""
Ushiromiya Battler,"""Ama sallanıııııyor! Düşeceeeeeek!! Whooooaaaaaahhh!!"""
Ushiromiya Maria,"""Sallanıyor düşeceeek!! Uu-uu-uu!!"""
Ushiromiya Rosa,"""Maria, sana terbiyeli olmanı söylemiştim! ......Ama Battler-kun, görünüşe göre bunu gerçekten kaldıramıyorsun... Gidip kaptana senin için yavaşlamasını söyleyeceğim."""
Ushiromiya Battler,"""Whooooa, Rosa Teyze, teşekkür edeeeeriiiiiim! Denizde bile, güvenli sürüş yapın, hızınızı düşürün, işaret edin!!"""
Ushiromiya Eva,"""*cackle*! Yapma bunu Rosa. Çileler gençler için gereklidir. Değil mi, Battler-kun? Bu kadarını başarabilirsin, hiç sorun değil, değil mi? Yoksa teyzenle Mısır'a gidemezsin!"""
Ushiromiya Battler,"""Whooooa, Eva teyze, çok kötüsüüüünnn! Ooh hayıırr, düşeceğiiimm!! Can simiiidii, paraşüüüütt!! Whoooooooaaaaaaahh......!!!"""
Ushiromiya Battler,"""H-Hayır, tamam, ters çevir ve bu şekilde düşün!! Düşman neyi amaçlıyor?! Beni böyle korkutmak mı istiyor?! Eğer amacı buysa, çok kötü, sanki korkacaaaaaaağııııım!! Ama durduruuun, düşeceğiiiim!!!"""
,"...Bir süre kendimi aptal yerine koyduktan sonra, Rosa Teyze tekne kaptanıyla konuştu ve benim için daha kontrol edilebilir bir hıza düşürttü..."
Ushiromiya Battler,"""............Hahh... Bu hız biraz daha iyi... .........Daha önce yaşadığımı bile hissetmiyordum......"""
,"Tahammül edebildiğim yeni hız, görünüşe göre son derece yavaştı."
,...Ama az önceki tamamen çılgıncaydı...
,Bütün tekne sallanıyordu!{n}Okyanusun yüzeyinde kayıyor ve sıçrıyordu!{n}Sanki uçan bir balığın sırtına binmiş gibiydim...
,Ben yorgun ve cesaretsiz bir şekilde korkuluğa yaslanırken Jessica hâlâ bana kahkahalarla gülüyordu.
Ushiromiya Jessica,"""Az önceki güç yarışmasını kaybettim ama asıl önemli olan yerde üstünlük sağladığımı bilmek beni sevindirdi. Ama cidden, pfffahahahah!"""
Ushiromiya Battler,"""Kahretsin...devam et ve gül. Bir gün zayıf noktanı bulacağım ve senden intikamımı alacağım...ve göğüslerin ovulmak için benim olacak......"""
Ushiromiya Jessica,"""Ahahaha, eğer bulabilirsen bunu göreceğiz, tamam mı?! Waah-hah-hah-ha!"""
Ushiromiya Maria,"""Uu. Battler, çok yıpranmışsın."""
Ushiromiya Battler,"""Evet, Battler, çok yıpranmış... Karada ölmek istiyorum, okyanusta ya da gökyüzünde değil..."""
,"Maria sırtımı sıvazlıyordu, ben de onun başını sıvazladım."
,...Yüz ifadesi her zamanki gibi boştu ama beni teselli etmek istediğini anladım.
Ushiromiya George,"""Battler-kun, kaptan bunu telafi etmek için içecek ikram ediyor. Bir içecek alıp kendini topla. Kendini sakinleştirmek için."""
,George-aniki ve Kumasawa baa-chan her birimize kutusunda nem damlaları olan buz gibi içecekler getirdi.
,"Kumasawa-san'ın kocaman sırıtışına bakılırsa, teknenin içindeki ebeveynlerimiz muhtemelen benim o saf dehşet anıma gülmekten kırılıyorlardı."
,"Kahretsin, o kadar utanıyorum ki hiçbiriyle yüz yüze gelemeyeceğim..."
,"Ortamdaki konuyu bir şekilde değiştiremezsem, tüm yolculuk boyunca herkesin alay konusu olacağımı hissediyordum, bu yüzden konuşmak için zararsız bir şey düşünmeye çalıştım."
Ushiromiya Battler,"""...Hey, Jessica. Krauss Amca ve Natsuhi Teyze nasıllar?"""
Ushiromiya Jessica,"""Babam ve annem mi? Maalesef iyiler. Gerçi ağızlarından çıkan her kelime ""ders çalış, ders çalış"", bu da beni kızdırıyor. Çok kıskandım, çünkü Hideyoshi Amca ya da Rudolf Amca böyle şeyler söylemiyor gibi görünüyor."""
Ushiromiya George,"""Hahaha, oh hayır. Sınavlar sırasında kaytarırken bana hep ""sınavlar, sınavlar"" deniyordu. Sinir bozucu olduğunu düşünürdüm ama şimdi minnettarım."""
Ushiromiya Battler,"""Hah, biliyordum, George-aniki her zamanki gibi alçakgönüllü... Bana gelince, kendi başımın çaresine bakmak zorundayım. Kimse bana bir şey söylemiyor! Pekala, zaten söyleseler de dinlemem, hihihi!"""
Kumasawa Chiyo,"""Battler-san, hâlâ kendi evine dönmedin mi?"""
Ushiromiya Battler,"""...Şey, ara sıra geri dönüyorum. Önceki evde hala bir sürü kıyafetim ve eşyam var."""
Ushiromiya Maria,"""......Uu? Battler'ın iki evi mi var?"""
Ushiromiya Battler,"""Uh, .........hmmm. ......Bunun gibi bir şey."""
Ushiromiya Maria,"""Neden? Neden iki evin var? Uu? Uu?"""
,Sadece durumu tam olarak kavrayamayan Maria safça sorusunu dile getirdi.
,Ancak diğerleri cevabı bildikleri halde cevap vermemeyi tercih ederek bana kaygılı bakışlar attılar.
Ushiromiya Jessica,"""Maria! Bak, şimdi limanı görebiliyorsun...! Bak, orada! Görebiliyor musun?!"""
Ushiromiya Maria,"""Uu! Limanı gördüm, limanı gördüm!"""
,Görünüşe göre Jessica konuyu değiştirerek nazik olmaya çalışıyordu.
,"......Ah, şey. Elimden gelse bu konuda konuşmamayı tercih ederim, ama bunun bir tür garip tabu gibi ele alınması rahatsız edici."
,......Ben de artık o kadar umursamıyorum.
,"Ben bir Ushiromiya'yım, ama gerçek şu ki, son altı yıldır rahmetli annemin tarafından büyükannem ve büyükbabamla yaşıyordum ve hatta onun soyadını kullanıyordum."
,"Ama büyükannem ve büyükbabam birbiri ardına vefat edince, geri dönüp o yaşlı piçle yaşamaktan başka seçeneğim kalmadı."
,Beni yanlış anlamayın. Ben evden kaçmadım ya da o tarz bir şey olmadı.{n}Burada hatalı olan tek kişi babam.
,......Kyrie-san'ı gerçekten suçlamıyorum.{n}O yaşlı piçin dizginlerini tutabilmek ve onu atlatabilmek hiç de kolay değil.
,...Ama o yaşlı piçin anneme yaptığı ihanete gelince... ......Ne yazık ki bunu hala tam olarak atlatabilmiş değilim.
Ushiromiya George,"""*ahem*. Yakında varacağız."""
,George-aniki konuyu değiştirmeye çalışarak boğazını temizledi.
Kumasawa Chiyo,"""......Lütfen patavatsızlığımı bağışlayın. Görünüşe göre bu yaşlı kadın şimdiden çok fazla şey söyledi. Eğer duygularınızı incittiysem—"""
Ushiromiya Battler,"""Heheh! Benim için sorun değil ve de kimsenin duyguları incinmedi. Endişelenme, Kumasawa baa-chan."""
,"Kumasawa-san yersiz konuştuğu için pişman görünüyordu, ama ben böyle bir şey için endişelenmeyi kendime yakıştıramıyordum, o yüzden ayağa kalktım ve olayı hafifçe geçiştirdim."
,Daha sonra içeceğimden bir yudum aldım ve adanın siluetini seyreden Maria ve Jessica'nın yanına gittim.
Ushiromiya Maria,"""Uu! Battler, adayı gördüm, adayı gördüm! İşte orada! Uu-uu-uu!"""
Ushiromiya Battler,"""Nerede... oh, şimdi görüyorum. Altı yıl sonra bile ada hiç değişmemiş."""
,Önümüzdeki küçük adanın silueti oldukça yaklaşmıştı.
,"Bu adanın adı Rokkenjima.{n}Izu Takımadaları'nda yer alan, yaklaşık on kilometre çapında küçük bir ada."
,"Bu takımadalara ""Izu Yedilisi"" dedikleri için, birçok insan yedi ada olduğunu düşünüyor, ancak bu doğru değil."
,Aslında yediden fazla ada vardır.{n}Rokkenjima sayılmayan küçük adalardan biridir.
,"Bunu göz önünde bulundursak bile, muhtemelen bu adayı bilen çok az insan vardır."
,Ne de olsa bu adaya sadece Ushiromiya ailesinden insanlar geliyor.
,"Başka bir deyişle, yabancılarla veya turistlerle hiçbir bağı yoktur.{n}Dolayısıyla, bu adanın adını asla bir seyahat broşüründe bulamazsınız."
,Bunun nedeni Rokkenjima'nın tamamının Ushiromiya baş ailesinin sahip olduğu bir mülk olmasıdır.
,Orada sadece Ushiromiya ailesi yaşamakta ve sadece Ushiromiya ailesine bağlı kişiler oraya gelip gitmektedir.
,Orada bir liman ve bir malikane dışında hiçbir şey yok.{n}Adanın büyük çoğunluğu hâlâ balta girmemiş ormanlardan ibaret.
,"Güzel bir golf sahası yapılabilecekken ne büyük bir israf.{n}Ancak, tüm kıyı şeridinin özel bir plaj olduğunu fark ettiğinizde, kulağa oldukça muhteşem gelmeye başlıyor."
,"Şimdiye kadar fark etmiş olabilirsiniz, ama basitçe söylemek gerekirse, ......Ushiromiya ailesi para içinde yüzüyor."
,"Merkezin sahip olduğu servet görünüşe göre çok büyük, Babam ve şube ailelerini oluşturan diğerleri, kendi işlerinde başarıya ulaşarak kendileri için bol miktarda servet inşa ettiler."
,"Altı yıldır büyükannem ve büyükbabamın evinde sıradan bir hayat yaşıyordum, bu yüzden tamamen unutmuştum, ...ama yaşlı piçin evi gerçekten zarif ve her şey sinir bozucu zenginlerin züppece zevklerine göre ayarlanmış."
,"Düşündüm de, sanırım bu George-aniki, Jessica, Maria ve benim zengin, üst sınıf beyefendiler ve hanımefendiler olduğumuz anlamına geliyor."
,Söylemeye gerek yok ama hiçbirimiz böyle hissetmiyoruz.
,Ben kendimi zengin olarak görmüyorum ve öz disiplini çok ciddiye alan George-aniki de çok rahat olmasına izin vermiyor.
,"Jessica her zaman zengin olmaktansa şehre taşınmayı tercih ettiğinden yakınır, ve Maria hala parayla hiç ilgilenmeyen bir çocuk."
,"...Sanırım bu tutumun kendisi züppece.{n}Faturalarını ödeyemeyen yoksul insanların bakış açısından, bu şekilde düşünme lüksüne sahip olduğumuz için bile çok şanslıyız."
,"Burası daha fazla açıklama yapmanın yeri değil, o yüzden yapmayacağım."
,"Her neyse, bu doğduğunuz aileyi seçememekle aynı şey.{n}Zengin bir ailede doğmayı ben istemedim.{n}Ve bunun nefret edilmesi gereken bir şey olduğunu da düşünmüyorum."
,İnsanların sırf zengin olduğunuz için size karşı önyargılı olması ve sizi değerlerinizle yargılamayı reddetmesi oldukça zorlayıcı olabiliyor...
,Ben bu duygusal düşünceler içindeyken Maria korkulukların üzerinden eğildi ve bağırmaya başladı.
Ushiromiya Maria,"""............Uu. ......Gitmiş."""
Ushiromiya Battler,"""Sorun ne, Maria? Bir şey mi düşürdün?"""
Ushiromiya Maria,"""Uu-uu! Gitmiş, Gitmiş! Uu-uu-uu-uu!!"""
,"Maria ""gitmiş, gitmiş"" diye bağırıp duruyordu."
,"Sadece sözlerinden bile bir şey düşürmüş olabileceğini düşünebilirsiniz, ama aslında bağırırken okyanusu işaret ediyordu."
Ushiromiya George,"""Sorun ne? Giden ne? İstersen ben de seninle arayabilirim. O nedir? ...............?"""
,Eğer bir şey düşürmüş olsaydı muhtemelen yere bakardı ama Maria okyanusu işaret ediyordu.
,"Okyanusun üzerinde bir şey gördüğü düşünülebilir, ama o sürekli bir şeyin {i:gittiğini} söylüyordu. .........Garip."
