Speaker,Turkish (TR)
,"Boyunlarındaki o derin yara kesinlikle gözlerimi kaçırmak istememe neden oldu, ancak kilisedeki Cadılar Bayramı partisini gördükten sonra, her ne kadar korkunç olduğunu düşünsem de, artık midemi bulandırmaya yetmiyordu."
,Bunun yerine bakışlarımız onların bacaklarına yöneldi.{n}Doktor Nanjo'nun dizine. Kumasawa-san'ın ayak bileğine.
,......İkisine de şeytani desenli bıçak ya da kazık gibi bir şey saplanmıştı.
,...Bunlar kesinlikle Jessica'nın sırtındaki kazıkla aynı şeylerdi.
Ushiromiya Rosa,"""......Bu nedir? ...Jessica-chan ile aynı. Bu bir çeşit okült ritüel mi, ...acaba?"""
Ronoue Genji,""".........Bilemiyorum. Cesetlerini son gördüğümde böyle bir şey yoktu. Hizmetkâr odasından alındıklarından sonra yapılmış olabilir."""
,"Doktor Nanjo'nun dizine saplanmış olan hâlâ dik duruyordu, ama Kumasawa-san'ın ayak bileğinde olan biraz daha az derine saplanmış olabilirdi. Çıkmış ve yere düşmüştü."
,"Bu sayede, ilk kez yere düşmüş olan bir tanesini gördüğümde bunun bir bıçak değil, kazık gibi bir şey olduğunu fark ettim."
,"Tam uzunluğu muhtemelen otuz santimetre civarındaydı.{n}Tahminen bronz, demir ya da benzeri bir şeyden yapılmıştı."
,Dokunmadan bile biraz ağır olduğunu söyleyebilirdim.{n}Bir sap ve koni şeklindeki bir kısımdan oluşuyordu ve açık bir şekilde delici bir silah olarak tasarlanmıştı.
,"Bunu, Batılı şövalyelerin at sırtında kullandıkları mızrakların minyatür bir versiyonu olarak tanımlayabilirdiniz."
,Spiral şeklinde oyulmuş oluklar da onu bir matkap gibi gösteriyordu.
,"......Fakat sapında okült benzeri bir iblis tasarımı vardı, yani savaşta kullanılacak bir silahtan ziyade, bir ritüelde kurban sunmak için kullanılacak bir şey gibi hissettiriyordu."
Ushiromiya Battler,"""......Yanlışlık yok. ...Onların...kurban olmaları amaçlanmış."""
Ushiromiya Maria,""".........Yedinci alacakaranlıkta dizini oy ve öldür. Sekizinci alacakaranlıkta bacağını oy ve öldür."""
Ushiromiya Battler,"""Bekle. O zaman, dördüncü, beşinci ve altıncı alacakaranlıkları atlamışlar. ......Y-......Yoksa..."""
,Bu doğru.{n}Genji-san neden yalnız?!
,"Böyle bir şey olduğuna göre, George-aniki, Gohda-san ve Shannon-chan neden burada değil?! Genji-san neden yalnızdı?!"
Ushiromiya Rosa,"""Neler oluyor? George-kun ve diğer ikisi nereye gittiler?!"""
Ronoue Genji,""".........Bana Madam Natsuhi'nin odasına gidip bir şey arayacaklarını söylediler ve gittiler. Henüz dönmediler."""
Ushiromiya Battler,"""Ne dedin...? Gittiklerini söylüyorsun, ama ne zaman?!"""
Ronoue Genji,"""İki ya da üç saat önce olduğunu sanıyorum."""
Ushiromiya Battler,"""O-Olamaz...!! Neden bu kadar önemli bir şeyi söylemedin—dur, hayır—neden bunun tuhaf olduğunu düşünmedin?!"""
Ronoue Genji,"""......Her zaman emir bekleyen bir hizmetkâr olmalı. Onlar dönene kadar emirleri beklemek benim görevimdi."""
,Genji-san gerçekten bu denli robot muydu?!
,"Bu kötü, bu kötü, gerçekten kötü...!!"
,"Doktor Nanjo ve Kumasawa-san'ın {i:bu şekilde öldürülmüş olması}, üç kişinin daha çoktan öldürülmüş olduğu anlamına geliyordu...!!"
,"Natsuhi Teyze'nin odasına doğru koştuk.{n}.........Biraz endişe, ve bir o kadar da teslimiyetle."
,"Natsuhi Teyze'nin odasının içini bile göremeden, ...kesin bir teslimiyetin pençesine düştük."
,"Kapıda acayip bir...grafiti—hayır, kir mi vardı...?"
,"Her halükarda, kapı normal bir durumda değildi ve kapıyı açmadan da o odanın içinde ne olduğunu hayal edebiliyorduk."
,Kapının yüzeyinde...... Nasıl desem?
,"......Daha önceki büyülü çemberlerle aynı kırmızı boyayla yoğun bir şekilde oluşmuş el izleri kapıyı kaplamış, ...tırmalamış ve kirletmişti."
,......Çamurda oynayan bir anaokulu öğrencisinin işiymiş gibi görünüyordu.
,Bunun ne anlama gelebileceğini bilmiyordum.{n}...Üstüne sürülen parlak kırmızı boya aşağıya damlıyordu ve kimse bunu söylememiş olsa da bize kanı çağrıştırıyordu.
Ushiromiya Rosa,"""...G-...Genji-san, lütfen aç."""
,Rosa Teyze silahını havaya kaldırdı ve Genji-san'a kapıyı açmasını emretti.
,"Genji-san, kapının üzerindeki şeylerden pek de rahatsız olmadan kapıya yaklaştı ve tokmağı çevirdi, ancak hemen arkasını dönerek başını salladı."
,Kapı kilitliydi.
,"Şu anda, bu malikanede kapıları istediği gibi kilitleyip açabilen yalnızca bir kişi vardı: Rosa Teyze."
,"Bu kez Genji-san, Rosa Teyze'den kapının kilidini açmasını istedi."
,Rosa Teyze biraz hoşnutsuz bir yüz ifadesinden sonra bana bir master anahtar uzattı ve kapıyı açmamı söyledi.
Ushiromiya Rosa,"""......Battler-kun, benim için bununla açar mısın?"""
Ushiromiya Battler,"""En azından Genji-san'a böyle bir şey için güvenemez..."""
,Rosa Teyze sert gözlerle bana baktı.{n}......Burada kavgaya tutuşmak ortamı daha da ekşitmekten başka bir işe yaramazdı.
,Daha fazla karşılık vermeden o ürkütücü kapıya yaklaştım ve tokmağı denedim. ......Açılmadı.
,Kesinlikle kilidin direncinden kaynaklanıyordu.{n}Master anahtarı anahtar deliğine soktum.
,*tık*. Hafif bir direnç.
,"Rosa Teyze'nin temkinli olmamı söylemesini dinlerken, hiç de temkinli davranmadan kapıyı açtım."
,Ve karşımızda.........beklentilerimize en ufak bir şekilde ihanet etmeyen bir sahne vardı.
Ushiromiya Rosa,"""...........................! Ne kadar...korkunç......"""
Ushiromiya Maria,"""....................."""
Ushiromiya Battler,"""Tahmin ettiğim gibi, ......dördüncü, beşinci ve altıncı alacakaranlıkların kopyası."""
Ushiromiya Maria,""".........Uu."""
,Odanın içi sanki bir hırsız içeriye dalmış gibi görünüyordu.
,"Çekmeceler açılmış, sökülmüş, içindekiler yere saçılmış, oda harabeye dönmüştü, öyle ki, düzenli olan Natsuhi Teyze'nin odasına hiç benzemiyordu."
,Ama hepsinden önce göze çarpan şey.........Gohda-san'ın kapının hemen önünde yüzüstü yatan cesediydi...
,"İblis kazıklarından biri göğsünün tam ortasına saplanmıştı, sanki bir vampirin işini bitirmek için oraya saplanmış gibiydi."
,......Göğsüne bu kadar derin saplandıktan sonra tam olarak ne kadar içeri girmiş olabilirdi?
,...Hayal etmek bile kendi göğsümü acıtıyor.
Ushiromiya Battler,"""...Göğsü oymak beşinci alacakaranlık mıydı?"""
Ushiromiya Maria,"""............Uu."""
,Maria elimi tuttu.
,"......İfadesi her zamanki gibiydi, ...ama belki de üç cesedin yattığı bu odadaki atmosferden gerçekten ürkmüştü."
,"Ve, odanın en uzak duvarında, George-aniki ölmüştü."
,"......Bu defa, kazıklardan biri karnının tam ortasına saplanmıştı.{n}...Sanırım karnı oymak altıncı alacakaranlıktı."
,"Shannon-chan'ın bedeni şifonyerin önünde yüzüstü, kan denizinin içinde yatıyordu."
,Korkunç bir şekilde kırılmış ve üzerine kan sıçramış olan aynasında dünyadaki son halini görmüş müydü?
,"...Yüzüstü yattığı için, yüzünü göremiyordum, ama görmesem bile hayal edebiliyordum."
,"Hemen yakınında, içinde yattığı kan denizine bir iblisin kazığı düşmüştü..."
,......Sadece dördüncü alacakaranlık kalmıştı.{n}Kafasını oy ve öldür...
,Belki de kalbim tamamen yıpranmış ve ölmüştü...
,"Yaptığımın yanlış olduğunu bilsem de, ...başını yukarı doğru kaldırdım ve kontrol ettim."
,......Ve tahminimin tam isabet olduğunu doğruladı.
,Shannon-chan'ın alnında kocaman bir delik vardı ve içi dışarı akıyordu.
,"Sadece bu da değil, ...içi bile...görülebiliyordu."
,Bunu gördükten sonra yaptığım şeyin yanlış olduğunu nihayet fark ettim.
,"Derhal gözlerimi kaçırdım, ama artık, bunun bir anlamı yoktu."
Ushiromiya Rosa,"""Hey, Battler-kun!! Polis gelene kadar her şeyi kendi haline bırakmalıyız!! Ne yaptığını sanıyorsun, dokunuyor musun?! Suç mahallindeki önemli deliller bozulursa ne yapacaksın?!!"""
,Rosa Teyze bana öfkelenerek bağırdı ve yakamın arkasından tutarak çekiştirdi.
,"Sendeleyerek kıç üstü yere düştüm, ......ve donuk gözlerle tavana baktım..."
Ushiromiya Battler,"""......Maria."""
Ushiromiya Maria,"""Uu......?"""
Ushiromiya Battler,"""......Şimdi sekizinci alacakaranlık bile sona erdi. ......Dokuzuncu alacakaranlık, ...neydi?"""
Ushiromiya Maria,"""........................... ...Dokuzuncu alacakaranlıkta, cadı dirilecek, ve hiçbiri hayatta kalmayacak."""
Ushiromiya Battler,"""Anlıyorum. ......Yani şimdi, Altın Cadı {f:5:Beatrice} yeniden dirilecek. ......Peki ya sonra? ...Onuncu alacakaranlıkta?"""
Ushiromiya Maria,"""...Onuncu alacakaranlıkta, yolculuk sona erecek, ve Altın Vatan'a kavuşacaksın. .........Altın Diyar'ın kapısı, çok yakında açılacak. ...Çok yakında."""
Ushiromiya Battler,""".........Cadı dirilecek ve hiçbiri hayatta kalmayacak, demek. .........Biz hepimiz ölecek miyiz? Yoksa bu, kurban seremonisinin sona erdiği, ...ve artık yolculuğun bitmesiyle Altın Diyar'a ulaşabileceğimiz anlamına mı geliyor...?"""
Ushiromiya Maria,"""................................."""
Ushiromiya Battler,"""......Ne yolculuk ama. ......Bütün günümüz suçluyu bulmaya çalışmakla, bu durumdan kurtulmak için kafa patlatmakla geçti, ...ama hiçbir yere varamadık. Aptalca düşünmenin uyumaktan farksız olduğunu söylerler."""
Ushiromiya Battler,"""Bu doğru, bütün günü kin ve paranoya ile kendimizi yakarak geçirdik. ......Sadece ölü insanlara güvenebileceğimizi söyledik, ...ve buraya kadar sırf onların ölü yüzlerini kontrol etmek için geldik... ...Eğer biz böyleysek, ......nasıl olur da.........Altın Diyar'a ulaşabileceğimizi söyleyebilirsin......"""
,"Doğru... ......madem hiçbir sorunumuzu çözemeyecektik, hiç düşünmeden bunca zaman kendimizi kilitleseydik çok daha iyi olurdu."
,"Büyükbabam aramızdaki en bilge kişiydi.{n}Dünden beri odasına kapandı, ve kimseyle iletişim kurmadı."
,......Doğru karar buydu.{n}Büyükbabam en doğrusunu yapandı...
Ushiromiya Maria,"""......Her şey yoluna girecek, Battler. ......Maria ile birlikte olursan, iyi olacaksın. .........Cadılar oldukça dönek ve zaman zaman sırf eğlence olsun diye insanları öldürebilen korkunç varlıklardır."""
Ushiromiya Maria,"""...Ama Maria ile birlikte olursan, kesinlikle iyi olacaksın. Bu yüzden, korkma."""
Ushiromiya Battler,""".........Teşekkür ederim. ......Bu sadece beni rahatlatmak için bile olsa, ...beni mutlu ediyor."""
,"Rosa Teyze onların ölümlerini incelemeyi bitirdikten sonra, bu odayı tekrar mühürleyeceğini ilan etti, hepimizi dışarı çıkardı, bana ödünç verdiği master anahtarı geri aldı ve kapıyı tekrar kilitledi."
,George-aniki'nin elinde Natsuhi Teyze'nin odasının orijinal anahtarı varmış gibi görünüyordu. Rosa Teyze onu da almıştı.
,............Bir dakika.{n}Tüm master anahtarlar Rosa Teyze'nin elindeydi.
,"Ve eğer orijinal anahtar da odada bulunuyorsa, ......bu da başka bir kilitli oda değil miydi?"
,"Yani bu, dördüncü kilitli oda mı......?"
,"Artık bu üç kişiye karşı taşıdığımız şüphelerden kurtulduğumuza göre, ......bir kez daha salona döndük."
,Artık neler döndüğü hakkında hiçbir fikrim yok.
,"......Eğer sadece ölüler temiz, ve yaşayan herkes kurtsa, ......o zaman geriye sadece ben, Rosa Teyze, Maria ve Genji-san kalıyoruz."
,......Ve bizim dışımızda sadece Büyükbaba ile o 19. kişi—daha varlığını sezemediğim konuk— {f:5:Beatrice} var.
,On üç kişi ölmüştü ve geriye altı kişi kalmıştı. ......Sadece altı kişiyle kurtlar ve koyunlar bulmacası nasıl sona erecekti...?
," İçinde on dokuz kişi olan bulmaca sadece altı kişiye düşmüş olsa da, ......hiçbir cevap bulamadım..."
,Salona döndük.
,"......Biz yokken, salonun kapısına ürkütücü bir büyülü çember ya da benzeri bir şey çizilmiş olabileceği konusunda biraz endişeliydim, ama neyse ki öyle bir şey yoktu..."
Ushiromiya Rosa,"""Teşekkürler, Genji-san. Bu kadarı yeterli. Lütfen günün kalanında dinlen."""
Ronoue Genji,"""......Anlaşıldı. ...O zaman, dinlenmeme izin verirseniz."""
Ushiromiya Battler,"""H-...Hey, Rosa Teyze. ......Böyle bir durumda bile Genji-san'ı yalnız bırakacağını mı söylüyorsun...?"""
Ushiromiya Rosa,"""......Haklısın. Bunun çok tehlikeli olduğunu düşünüyorum."""
Ushiromiya Rosa,"""......Ama, o hâlde, o neden güvende? Üçü Natsuhi nee-san'ın odasına gittikten sonra, o hep yalnızdı. Ama, yine de güvende."""
Ushiromiya Rosa,"""......Bu, kurtlar ve koyunlar bulmacası. İzole kalmış—en kötü konumdaki—bir koyun neden güvende olsun ki?"""
Ushiromiya Battler,"""...M-......Muhtemelen, tesadüfen, etrafta hiç kurt olmadığı için..."""
Ushiromiya Rosa,"""Yanlış. Çünkü o bir koyun değildi."""
Ushiromiya Battler,"""Genji-san'ın....bir kurt olduğunu mu söylüyorsun...?"""
Ushiromiya Rosa,"""Mutfakta yalnız olduğunu söyledi, ama bunu kanıtlamak imkansız. Doktor Nanjo ve Kumasawa-san'ın cesetlerini taşıyabilecek ve George ile diğerlerini öldürebilecek tek kişiler, o ve {f:5:Beatrice}'ti, değil mi?"""
Ushiromiya Battler,"""B-Bekle, bu argümanla, herhangi biri—"""
Ronoue Genji,"""......Battler-sama. Duyarlılığınız için teşekkür ederim."""
Ronoue Genji,"""...Güvenin, yüzlerce bahaneyle değil, bitmek tükenmek bilmeyen bir sadakatle kazanılacağına inanıyorum. ......Güveninizi kazanamasam bile, sonuna kadar sadık kalmayı arzuluyorum."""
Ushiromiya Battler,""".....................Genji-san..."""
Ushiromiya Rosa,"""......O zaman anlaştık. ......Eğer gerçekten masumsan, polis bize bunu yarın geldiklerinde kanıtlayacaktır. Yani, o vakte kadar seni şüpheli olmaktan çıkaramayız."""
Ushiromiya Rosa,""".........Uzun yıllar Ushiromiya ailesine hizmet ettikten sonra, sana böyle kötü davranmak bana gerçekten acı veriyor. ...Ama lütfen bu gece için anlayış göster. ...Ardından, yarın geldiğinde, lütfen izin ver seninle tekrar barışalım."""
,Genji-san başını hafifçe salladı.
Ronoue Genji,"""......Bugün de yarın da, Ushiromiya ailesinin bir hizmetkârı olmaya devam edeceğim. ......Bir ihtiyacınız olursa, lütfen istediğiniz zaman söyleyin. ......O hâlde, izninizle."""
,Tüm bunları duyduktan sonra söyleyecek bir şey kalmamıştı.{n}Genji-san saygıyla eğildi ve koridorun sonuna doğru uzaklaştı...
,Ve biz de odaya girdik.
,"...Rosa Teyze tüm master anahtarlar hâlâ kendisinde olmasına rağmen, salonun içini bir kez daha baştan aşağı kontrol etmeye başladı."
,"Perdeleri açtı ve pencerelerin kilitli olduğundan emin olmak için tekrar kontrol etti.{n}Bunları izlerken, ......nasıl desem, artık gerçekten bir önemi yokmuş gibi hissettim."
,"Gereksiz bir şey söylersem, bu başka bir kavgaya dönüşecekti.{n}Bir süre koridordan onu izledim, ardından yeteri kadar beklediğimi düşünerek arkasından salona girdim."
,"......Eğer ölülerden başka kimseye güvenemiyorsa, elindeki silahla herkesi öldürsün gitsin."
,"Ve nihayetinde, kurdun kendisi olduğunu anlayacaktır.{n}...Ve sonra son kurdun kafasını patlatabilir ve bu çılgın cinayet tiyatrosunun perdesi kapanır..."
,"Bunları acı acı düşünürken, daha önceden oturduğum kanepeye geri döndüm, ve iki ayağımı da kabaca masanın üzerine uzattım..."
,......Ya da tam bunu yapmak üzereydim ki orada bir şey dikkatimi çekti ve durdum.
Ushiromiya Battler,"""........................ .........Bu da...ne...?"""
,"Tam orada, sanki bana gönderilmiş gibi, ...Batı tarzı bir zarf vardı."
,"Bu, üzerinde Tek Kanatlı Kartal'ın mührü olan, daha önceki zarftı.{n}...Ve açılmamıştı."
,B-.........bekle bekle bekle bekle...
,...Nedir...bu............?
,"Bunu böyle bir yere, kim, ne zaman koydu......?"
,Cesetleri kontrol etmek için herkesle birlikte gidene kadar tüm zaman boyunca burada oturuyordum.
,Ve burada hiçbir şey yoktu.
,"...Ve döndüğümde, bu...buradaydı."
Ushiromiya Rosa,"""......Her şey yolunda. Pencerelerdeki kilitlerde bir sorun yok. Bu oda güvenli."""
,Rosa'nın bunları mırıldandığını duydum...
,......Bekle bekle bekle bekle.{n}...Bekle bekle bekle bekle bekle bekle bekle.
,"Odadan ayrılırken bu odanın güvenli olduğundan emin olmuştuk.{n}Pencerelerin tamamen kilitli olup olmadığını kontrol etmiştik.{n}...Ve kilitledik, geri döndük ve pencereler hâlâ kilitliydi."
,"......O hâlde, dur, bu mektubu buraya kim, nasıl koydu......"
,Mektubu açtım.{n}İki adet kağıt çıktı.
,"İlk sayfada, ......kan gibi bir şeyle çizilmiş bir büyü çemberi vardı."
,Maria'ya sorsam muhtemelen bunun ne anlama geldiğini bilirdi.
,Diğer sayfada da bir yazı vardı.
,"{e:070:― Kitabenin bilmecesini çözme konusunda ilerleme kaydediyor musunuz?{n}Çok, çok yakında zamanınız tükenecek.{n}Dokuzuncu alacakaranlık çok yakında başlayacak.}"
,......Hiçbir hata yoktu.{n}...Bu...{f:5:Beatrice}'den gelen bir mektuptu...
Ushiromiya Maria,"""...Uu? ......Battler, ......o ne?"""
Ushiromiya Battler,"""Ah, ......evet. Az önce buraya geldiğimde, ...b-burada duruyordu."""
Ushiromiya Rosa,"""Ne oldu, Maria? .........Huh?! Battler-kun, o mektup?!"""
Ushiromiya Battler,"""B-Bekle, err! Burada duruyordu. Neden?! Bu odanın kapalı olduğundan emin olmak için kontrol etmemize rağmen!! Neden?! Neden!!"""
Ushiromiya Rosa,"""................................. ......Maria, buraya gel."""
,Rosa Teyze gözlerini hafifçe yumdu ve sessizce bir şeyler düşündükten sonra Maria'ya yanına gelmesini söyledi.
,Maria annesinin sözlerine itaat etti.
,Maria bunu yaptığında inanılması güç bir şey oldu.
,Rosa Teyze silahın namlusunu bana doğrulttu.
Ushiromiya Rosa,"""Battler-kun, senin bir ""kurt"" olduğun sonucuna vardım."""
Ushiromiya Battler,"""N-.........Neden?!?!"""
Ushiromiya Rosa,"""Az önce odaya girdiğimde, masada hiçbir şey olmadığını gözlerimle gördüm. ...Ve, Maria'nın o masaya yaklaşmadığını da biliyorum. ...Kısa bir süre vardı. Ama masaya yaklaşan ve mektubu bulduğunu iddia eden tek kişi sensin."""
Ushiromiya Battler,"""Nasıl olur da, ............bekle, b-bu çok saçma!! Böyle bir şeyi neden buraya koyayım ki?! Bekle bekle, sadece şüpheli bir şey buldum ve rapor ettim, değil mi?! Neden benden şüpheleniyorsun?!"""
Ushiromiya Rosa,"""Çünkü o mektubu oraya sadece sen koyabilirsin!! Bu doğru, bunların hepsi bir maskaralık!! Cebinden bir zarf çıkardın, ve sanki onu yeni bulmuşsun gibi davrandın. Cadı kilitli bir odaya girmiş, bir mektup bırakmış ve çıkmış gibi bir illüzyon yaratmak için!!"""
Ushiromiya Battler,"""...............Seni aptal... Y-......Yine mi böyle düşünüyorsun......? Böyle bir şey yüzünden, ......benden mi şüpheleneceksin?!"""
Ushiromiya Battler,"""Kes şunu!! Benim ailem öldürüldü!! Neden {i:ben} suçlunun planında yer alayım ki?!!"""
Ushiromiya Rosa,"""Evet. Büyük miktarda para alabileceğin varsayımı altında bile, kendi ailesini satacak bir iblisin var olduğuna inanmak istemiyorum."""
Ushiromiya Rosa,"""Ama, ...belki de vardır. Hayır, bu, bunu söylemek için kötü bir yol. ......Peki ya Battler-kun, senin gözünde Rudolf nii-san ve Kyrie-san ailen değillerse?"""
Ushiromiya Battler,"""...H-......Heeee?!?! Ne dediğini bir düşün!!"""
Ushiromiya Battler,"""Babam babamdır!! Elbette Kyrie-san'la kan bağım yok, ama o benim ablam gibi!! Sakın aksini söylemeye cüret etme, seni adi!!"""
Ushiromiya Maria,"""Uu-uu-uu!! Duuuruuuuun!! Uu-uu-uu!!"""
Ushiromiya Rosa,"""Uu-uu"" demeyi kes!!"""
Ushiromiya Rosa,"""......Özür dilerim, bu kötü bir söyleme şekliydi. Elbette, Ushiromiya Battler-kun Rudolf nii-san'ın çocuğu olabilir!"""
Ushiromiya Rosa,"""......Ama, sen gerçekten Rudolf nii-san'ın oğlu Battler-kun musun?!"""
Ushiromiya Battler,"""Sen neyden bahsediyorsun?!! Eğer ben Battler değilsem, başka kime benziyorum?!"""
Ushiromiya Rosa,"""Rudolf nii-san da dahil olmak üzere hepimiz altı yıllık bir aradan sonra seninle yeniden bir araya geldik. Kimse senin gerçekten Ushiromiya Battler olduğunu kanıtlayamaz, değil mi?!"""
Ushiromiya Rosa,"""Belki de sen gerçekten Ushiromiya Battler değil de, Ushiromiya ailesinin servetini ustalıkla çalmaya çalışan, gizlice içeri sızmış birisin! Ushiromiya Battler olduğunu açıkça kanıtlayabilir misin?! Hemen burada, hemen şimdi!!!"""
Ushiromiya Battler,"""Kes şunu, kahretsin!! Ben benim! Ushiromiya Battler'ım!! Eğer bu kadar şüphe edeceksek, sen gerçekten Ushiromiya Rosa mısın?! Ben kendimim, başkası değilim!! Evet, doğru, aynen dediğin gibi, cesetler dışında güvenebileceğin tek kişi kendinsin!!!"""
Ushiromiya Battler,"""Eğer bu kadar ileri gideceksen, benim de karşılık vermemin zamanı geldi!"""
Ushiromiya Battler,"""George-aniki ve diğerlerinin öldüğü, Natsuhi Teyze'nin odasının kapısı kilitliydi! O odanın anahtarı George-aniki'nin üzerinde değil miydi?! Ve şu anda, master anahtarları olan tek kişi sensin! O odayı kilitleyebilecek tek kişi sen değil miydin?!?!"""
Ushiromiya Battler,"""Benim muhakemem şöyle. Gerçek suçlu ile temas halindesin, ve ben fark etmeden, ona beş master anahtardan birini ödünç verdin!!"""
Ushiromiya Rosa,"""Ben böyle bir şey yapmazdım!! Bak, burada beş tane var, değil mi?!"""
Ushiromiya Battler,"""Sanki bunun bir önemi var!! Önceden belirlediğiniz bir yere bırakıp sonra da geri alabilirdin, değil mi?! Ve gerçekten beş master anahtar olup olmadığının şüpheli olduğunu söyleyen de sen değil miydin?"""
Ushiromiya Rosa,"""O zaman mektubu oraya senden başka birinin koyabildiğini nasıl açıklıyorsun?!! {i:Bunu kanıtlayamadığın sürece}, sen bir kurtsun!!"""
