Speaker,Arabic (AR)
Ushiromiya Maria,"""ﺳﻘﻮﻭﻁ، ﺳﻘﻮﻭﻭﻁ!! ﺃﻳﻦ ﺍﻟﻤﻈﻼﺍﺍﺍﺕ، ﺃﻳﻦ ﺍﻟﻤﻈﻼﺍﺍﺍﺕ!! ﺃﻭﻭ-ﺃﻭﻭ، *ﺿﺤﻚ*!!"""
Ushiromiya Battler,"""ﺃﻳﺘﻬﺎ ﺍﻟﺸﻘﻴـــــــﺔ!! ﺗﻌﺎﻟﻲ، ﺗﻌﺎﻟﻲ ﺇﻟﻰ ﻫﻨﺎ ﺃﻳﺘﻬﺎ ﺍﻟــــ! ﺳﺄﺣﻜﻢ ﻋﻠﻴﻚِ ﺑﺎﻟﺪﻏﺪﻏــــــﺔ!!"""
Ushiromiya Eva,"""ﻫﻴﻬﻴﻬﻴﻬﻴﻬﻲ.  ﻟﻜﻢ ﻫﻲ ﺭﺍﺋﻌﺔٌ ﺣﻴﻮﻳﺘﻬﻤﺎ ﻫﺬﻩ. ﻟﻮﻻﻫﻤﺎ، ﻟﻤﺘﻨﺎ ﻣﻦ ﻗﺘﺎﻣﺔ ﺍﻟﺠﻮ ﻓﻲ ﺗﻠﻚ ﺍﻟﻄﺎﺋﺮﺓ."""
Ushiromiya Rudolf,"""ﺷﻜﺮًﺍ. ﺳﺂﺧﺬ ﻛﻼﻣﻚ ﺣﺮﻓﻴًﺎ. ......ﻛﻔﻮﺍ ﺃﻳﻬﺎ ﺍﻟﺸﻘﻴﺎﻥ! ﺳﻴﺎﺭﺓ ﺍﻷﺟﺮﺓ ﻓﻲ ﺍﻻﻧﺘﻈﺎﺭ! ﺃﺟﻠﻮﺍ ﺍﻟﻠﻌﺐ ﻻﺣﻘًﺎ."""
Ushiromiya Maria,"""ﺃﻭﻭ-ﺃﻭﻭ!! ﺗﺎﻛﺴﻲ، ﺗﺎﻛﺴﻲ!! ﺳﺄﺻﻌﺪ ﺃﻭﻻً! *ﺿﺤﻚ*!!"""
Ushiromiya Rosa,"""ﻳﺎ ﺑﻨﺖ! ﻛﻔّﺎ ﻋﻦ ﺍﻟﻠﻌﺐ! ﺳﺘﺼﻄﺪﻣﻴﻦ ﺑﺸﺨﺺٍ ﻣﺎ!"""
,ﺍﺯﺩﺍﺩﺕ ﺣﺪﺓ ﻧﺒﺮﺓ ﻋﻤﺘﻲ ﺭﻭﺯﺍ.
,ﺑﺎﺗﻠﺮ ﺑﺪﻭﺭﻩ ﺷﻌﺮ ﺑﻤﺒﺎﻟﻐﺘﻪ ﻓﻲ ﺍﻟﻠﻬﻮ، ﻭﻛﻤﺎ ﺗﻮﻗﻌﻮﺍ، ﺍﺻﻄﺪﻡ ﺑﺄﺣﺪﻫﻢ.
Ushiromiya Battler,"""ﺃﻭﻩ، ﺍﻋﺘﺬﺭ..."""
Ushiromiya George,"""ﺗﻠﻚ ﻫﻲ ﺍﻟﺴﻴﺎﺭﺓ ﺍﻟﺘﻲ ﺳﺘﻘﻠﻚ ﺃﻧﺖ ﻭﻋﺎﺋﻠﺘﻚ ﻳﺎ ﺑﺎﺗﻠﺮ-ﻛﻦ. ﻫﻴّﺎ ﺍﺫﻫﺐ ﻓﻬﻢ ﺑﺎﻧﺘﻈﺎﺭﻙ."""
,ﺑﻌﺪﻣﺎ ﺣﺜﻪ ﺟﻮﺭﺝ ﻋﻠﻰ ﺍﻹﺳﺮﺍﻉ، ﺍﻋﺘﺬﺭ ﺑﺎﺗﻠﺮ ﻟﻠﺸﺨﺺ ﺍﻟﺬﻱ ﺍﺻﻄﺪﻡ ﺑﻪ ﻭﺭﻛﺾ ﻧﺤﻮ ﻭﺍﻟﺪﻳﻪ ﺍﻟﻠﺬﺍﻥ ﺃﺧﺒﺮﺍﻩ ﺃﻥ ﻳﺴﺮﻉ.
,ﻭﺑﺼﻮﺕ ﻋﺎﻝٍ، ﺃﻏﻠﻘﺖ ﺃﺑﻮﺍﺏ ﺳﻴﺎﺭﺍﺕ ﺍﻷﺟﺮﺓ ﺍﻟﺜﻼﺛﺔ ﺍﻟﻮﺍﺣﺪﺓ ﺗﻠﻮ ﺍﻷﺧﺮﻯ، ﻭﻏﺎﺩﺭﻭﺍ ﺇﻟﻰ ﺍﻟﻤﻴﻨﺎﺀ......
,......ﻭﺑﻌﺪ ﺃﻥ ﺍﺑﺘﻌﺪﺕ ﺳﻴﺎﺭﺍﺗﻬﻢ ﺍﻷﺟﺮﺓ...
,...ﺑﻬﺖ ﺍﻟﻌﺎﻟﻢ ﻓﺠﺄﺓ، ......ﻭﺗﺒﺎﻃﺄ ﺣﺘﻰ ﺗﻮﻗﻒ.
,ﺻﻮﺕ ﻫﺒﻮﺏ ﺍﻟﺮﻳﺢ ﻭﺍﻟﺼﺨﺐ ﻭﺍﻟﻀﺠﻴﺞ، ﻭﻛﻞ ﻣﺎ ﻛﺎﻥ ﻳﺤﺪﺙ ﺃﻭ ﻋﻠﻰ ﻭﺷﻚ ﺍﻟﺤﺪﻭﺙ ﺗﻮﻗﻒ ﻛﻠﻴًﺎ، ﻭﻛﺄﻧﻬﻢ ﻟﺤﻈﺔ ﺍﻟﺘﻘﺎﻁ ﺍﻟﺼﻮﺭﺓ......ﺗﺠﻤﺪﻭﺍ.
,ﺗﺠﻤﺪ ﺍﻟﻨﺎﺱ ﻭﺍﻵﻻﺕ ﻭﻋﻘﺎﺭﺏ ﺍﻟﺴﺎﻋﺔ، ﺣﺘﻰ ﺍﻟﻐﺒﺎﺭ ﺍﻟﻤﺘﻄﺎﻳﺮ ﻓﻲ ﻣﻬﺐ ﺍﻟﺮﻳﺢ ﻭﻗﺼﺎﺻﺎﺕ ﺍﻟﻮﺭﻕ ﺍﻟﻤﺤﻠﻘﺔ ﻓﻲ ﺍﻟﻬﻮﺍﺀ.{n}ﺗﺠﻤﺪ ﺑﻌﺾ ﺍﻷﺷﺨﺎﺹ ﺑﻴﻨﻤﺎ ﻛﺎﻧﻮﺍ ﻳﻤﺸﻮﻥ، ﻓﺄﺻﺤﺒﺖ ﺇﺣﺪﻯ ﺳﺎﻗﻴﻬﻤﺎ ﻣﺮﻓﻮﻋﺔً ﻓﻲ ﺍﻟﻬﻮﺍﺀ.{n}ﻛﻞ ﺷﻲﺀ ﺑﺎﻟﻤﻌﻨﻰ ﺍﻟﺤﺮﻓﻲ ﻗﺪ ﺗﺠﻤﺪ.
,......ﺛﻢ ﻣﻦ ﺑﻴﻦ ﺍﻟﻈﻼﻝ ﺍﻟﺘﻲ ﻻ ﺗﺤﺮﻙ ﺳﺎﻛﻨًﺎ ﻓﻲ ﻫﺬﺍ ﺍﻟﻤﻜﺎﻥ ﺍﻟﺜﺎﺑﺖ، ﺗﺤﺮﻙ...ﺷﺨﺺٌ ﻭﺍﺣﺪ.
,ﻛﺎﻧﺖ ﻓﺘﺎﺓً. ﺫﺍﺗﻬﺎ ﺍﻟﺘﻲ ﺍﺻﻄﺪﻡ ﺑﻬﺎ ﺑﺎﺗﻠﺮ ﻟﻠﺘﻮ...
,ﺛﻢ ﺑﺤﺮﻛﺔٍ ﺑﺴﻴﻄﺔ.
,ﻧﻈﺮﺕ ﻟﻸﺳﻔﻞ، ﻭﺃﺧﻔﻀﺖ ﻛﺘﻔﻴﻬﺎ،{n}...ﻭﺗﻨﻬﺪﺕ ﻓﺤﺴﺐ.
,ﻓﻲ ﻋﺎﻟﻤﻨﺎ ﺍﻟﻄﺒﻴﻌﻲ، ﻟﻢ ﺗﻜﻦ ﺣﺮﻛﺘﻬﺎ ﺗﻠﻚ ﻟﺘﻜﻮﻥ ﺫﺍﺕ ﺃﻫﻤﻴﺔً. ﻭﻟﻜﻦ ﻓﻲ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ ﺍﻟﻤﺘﻮﻗﻒ، ﻛﺎﻥ ﺣﺪﺛًﺎ ﻓﻲ ﻏﻴﺮ ﻣﺤﻠﻪ.
,...ﺣﻴﻨﺌﺬٍ، ﺗﺤﺮﻙ ﺷﻲﺀٌ ﺁﺧﺮ.{n}ﻛﺎﻧﺖ ﻗﻄﺔ ﺳﻮﺩﺍﺀ ﺗﺘﺠﻮﻝ ﺑﺎﻟﻘﺮﺏ ﻣﻦ ﻣﻮﺍﻗﻒ ﺳﻴﺎﺭﺍﺕ ﺍﻷﺟﺮﺓ.
,ﻭﻗﻔﺖ ﺧﻠﻒ ﺍﻟﻔﺘﺎﺓ ﻣﺒﺎﺷﺮﺓً، ......ﻭﻋﻠﻰ ﻣﻬﻞ، ﻏﻴﺮﺕ ﺷﻜﻠﻬﺎ ﺇﻟﻰ ﺇﻧﺴﺎﻥ.
,ﻟﻢ ﺗﻜﻦ ﻗﻄﺔ. ﺑﻞ ﺳﺎﺣﺮﺓ.{n}ﻭﺑﺎﻟﻄﺒﻊ، ﻛﺎﻧﺖ ﺇﻧﺠﻲ ﺳﺎﺣﺮﺓ ﺃﻳﻀًﺎ.
,ﻭﺑﻴﻨﻤﺎ ﺗﻘﻒ ﺑﺤﺰﻡٍ، ﻭﻧﻈﺮﺗﻬﺎ ﻷﺳﻔﻞ، ﺗﻤﺘﻤﺖ ﺑﻌﺾ ﺍﻟﻜﻠﻤﺎﺕ...
Ushiromiya Ange,""".........ﻻ ﺃﺳﺘﻄﻴﻊ ﻣﻨﻌﻬﻢ......ﻣﻦ ﺍﻟﺬﻫﺎﺏ ﺇﻟﻰ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ...ﺻﺤﻴﺢ؟"""
{f:5:Bernkastel},"""ﻓﻌﻼً. ﻷﻧﻚ ﻓﻲ ﺍﻟﺮﺍﺑﻊ ﻣﻦ ﺃﻛﺘﻮﺑﺮ، ﺳﻨﺔ 6891، ﻟﻢ ﺗﻜﻮﻧﻲ ﻫﻨﺎ ﻣﻌﻬﻢ."""
Ushiromiya Ange,"""......ﻟﻮ ﻛﻨﺖ ﻣﻮﺟﻮﺩﺓً، ﻓﻬﻞ ﻛﺎﻥ ﺇﻳﻘﺎﻓﻬﻢ ﻣﻤﻜﻨًﺎ...؟"""
{f:5:Bernkastel},"""ﻻ ﺃﺳﺘﻄﻴﻊ ﺃﻥ ﺃﺗﺨﻴَّﻞ ﻛﻴﻒ ﻟﻄﻔﻠﺔٍ ﻓﻲ ﺍﻟﺴﺎﺩﺳﺔ ﺃﻥ ﺗﺘﺼﺮّﻑ ﺑﻄﺮﻳﻘﺔٍ ﺗﺠﻌﻠﻬﻢ ﻳﻌﻮﺩﻭﻥ ﺃﺩﺭﺍﺟﻬﻢ، ﺣﻘًﺎ ﻻ ﻳﻤﻜﻨﻨﻲ ﺗﺨﻴﻞ ﺫﻟﻚ. ......ﻭﻟﻜﻦ ﻧﻌﻢ.  ﻟﻮ ﻛﻨﺖِ ﻫﻨﺎ ﻭﻗﺘﻬﺎ، ﻓﺈﻥ ﺍﺣﺘﻤﺎﻝ ﺣﺪﻭﺙ ﺫﻟﻚ ﻟﻦ ﻳﻜﻮﻥ ﺻﻔﺮًﺍ. ﻣﺎ ﺩﺍﻡ ﻫﻨﺎﻙٌ ﺍﺣﺘﻤﺎﻝٌ ﻳﺘﺠﺎﻭﺯ ﺍﻟﺼﻔﺮ، ﻓﺈﻥ ﺣﺪﻭﺙ ﺍﻟﻤﻌﺠﺰﺓ ﻣﻤﻜﻦ."""
Ushiromiya Ange,"""......ﻟﻮ ﻟﻢ ﺃﻛﻦ ﻣﺮﻳﻀﺔً، ...ﻟﻤﺎ ﺗﺮﻛﻮﻧﻲ ﻭﺭﺍﺋﻬﻢ......"""
,ﺃﻧﺰﻟﺖ ﺍﻟﺴﺎﺣﺮﺓ ﺭﺃﺳﻬﺎ ﻷﺳﻔﻞ ﻭﺷﺪﺕ ﻗﺒﻀﺘﻴﻬﺎ...{n}...ﻛﺎﻧﺘﺎ ﺗﺮﺗﺠﻔﺎﻥ ﻗﻠﻴﻼً.
{f:5:Bernkastel},"""ﻟﻘﺪ ﺃﺻﺒﺖِ ﺑﺎﻟﻤﺮﺽ ﻓﻲ ﺍﻟﺜﺎﻟﺚ ﻣﻦ ﺃﻛﺘﻮﺑﺮ، ﺳﻨﺔ 6891. ﺃﻣّﺎ ﺭﻗﻌﺔ ﻟﻌﺐ ﺑﻴـﺎﺗﻮ ﻓﻘﺪ ﺑﺪﺃﺕ ﻓﻲ ﺍﻟﺮﺍﺑﻊ ﻣﻦ ﺃﻛﺘﻮﺑﺮ. ......ﻟﻬﺬﺍ ﻻ ﻳﻤﻜﻨﻨﻲ ﻭﺿﻊ ﺍﺣﺘﻤﺎﻟﻴﺔ ﺗﻔﺎﺩﻳﻚ ﻟﻠﻤﺮﺽ. ...ﺑﻤﻌﻨﻰ ﺃﻥ ﻭﺟﻮﺩﻙ ﻓﻲ ﺍﻷﺳﺎﺱ ﻳﺴﺘﺤﻴﻞ ﺃﻥ ﻳﻜﻮﻥ ﺩﺍﺧﻞ ﺭﻗﻌﺔ ﺍﻟﻠﻌﺒﺔ."""
Ushiromiya Ange,"""ﺷﻜﺮًﺍ ﻟﻤﺮﺍﻋﺎﺗﻚ. ......ﺃﻋﻠﻢ ﺫﻟﻚ. ......ﻳﻜﻔﻴﻨﻲ ﻓﻘﻂ ﺭﺅﻳﺔ ﺃﺑﻲ ﻭﺃﻣﻲ، .........ﻭﺃﺧﻲ ﺍﻟﻌﺰﻳﺰ ﺳﻌﺪﺍﺀ ﻭﺃﺻﺤﺎﺀ ﻫﻜﺬﺍ. ......ﻫﺬﺍ ﻟﻮﺣﺪﻩ......ﻣﻌﺠﺰﺓ ﺗﺴﻌﺪﻧﻲ ﺣﻘًﺎ... .........ﺃﻋﻠﻢ ﺫﻟﻚ ﻓﻲ ﻗﺮﺍﺭﺓ ﻧﻔﺴﻲ..."""
,ﺣﺎﻭﻟﺖ ﺇﻧﺠﻲ ﻣﻨﻊ ﻋﺎﺋﻠﺘﻬﺎ ﻣﻦ ﻣﻐﺎﺩﺭﺓ ﺍﻟﻤﻄﺎﺭ ﻭﺍﻟﺘﻮﺟﻪ ﺇﻟﻰ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ.
,...ﻭﻟﻜﻨّﻬﺎ ﻟﻢ ﺗﺴﺘﻄﻊ ﺫﻟﻚ ﻷﻧﻪ ﻣﻦ ﺍﻟﻤﺴﺘﺤﻴﻞ ﻋﻠﻴﻬﺎ ﺍﻟﺘﻮﺍﺟﺪ ﻓﻲ ﺍﻟﺮﺍﺑﻊ ﻣﻦ ﺃﻛﺘﻮﺑﺮ، ﺳﻨﺔ 6891.
,ﺃﻥ ﻳﺼﻄﺪﻡ ﺑﻬﺎ ﺃﺧﺎﻫﺎ ﻭﻳﻌﺘﺬﺭ ﻟﻬﺎ...
,...ﺭﻏﻢ ﻋﺪﻡ ﻋﻠﻤﻪ ﺑﺄﻧﻬﺎ ﺃﺧﺘﻪ... ...ﻣﻌﺠﺰﺓٌ، ......ﻛﺎﺩﺕ ﺃﻥ ﺗﻔﻴﺾ ﺩﻣﻮﻋﻬﺎ ﻣﻦ ﻓﺮﻁ ﺟﻤﺎﻟﻬﺎ......
Ushiromiya Ange,"""............ﺃﻋﺘﺬﺭ ﻋﻦ ﺳﺨﺮﻳﺘﻲ ﺳﺎﺑﻘًﺎ. ﻟﻦ ﺃﻓﺮﻁ  ﻓﻲ ﺍﻟﻤﻌﺠﺰﺓ ﺍﻟﺘﻲ ﻣﻨﺤﺘﻨﻲ ﺇﻳّﺎﻫﺎ."""
{f:5:Bernkastel},"""ﻳﺴﻌﺪﻧﻲ ﺳﻤﺎﻉ ﺫﻟﻚ. ......ﻫﻴّﺎ، ﻟﻨﺬﻫﺐ ﻣﻌﻬﻢ. ﺇﻟﻰ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ. ﺳﺘﺠﺘﻤﻊ ﻛﻞ ﺍﻟﻘﻄﻊ ﻗﺮﻳﺒًﺎ. ......ﻭﺳﺘﻔﺘﺢ ﺍﻟﺴﺘﺎﺭﺓ ﻟﺒﺪﺀ ﺍﻟﻠﻌﺒﺔ ﺍﻟﺮﺍﺑﻌﺔ. ﻋﻠﻰ ﺍﻷﻏﻠﺐ ﺃﻥ ﺑﻴـﺎﺗﻮ ﻭﺑﺎﺗﻠﺮ ﻳﺠﻠﺴﺎﻥ ﻋﻠﻰ ﻣﻘﻌﺪﻫﻤﺎ ﺍﻵﻥ."""
Ushiromiya Ange,"""......ﻫﻴﺎ ﺇﻟﻰ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ...... ............ﺇﻟﻰ ﺍﻟﻴﻮﻡ ﺍﻟﺬﻱ ﺗﻐﻴﺮ ﻓﻴﻪ ﻣﺼﻴﺮﻱ...ﻛﻼ، ......ﺑﻞ ﺇﻟﻰ ﺍﻟﻴﻮﻡ ﺍﻟﺬﻱ ﺗﻐﻴﺮ ﻓﻴﻪ ﻣﺼﻴﺮ ﺍﻟﺠﻤﻴﻊ، ﺍﻟﺮﺍﺑﻊ ﻣﻦ ﺃﻛﺘﻮﺑﺮ، 6891، ...ﻋﻠﻰ ﺗﻠﻚ ﺍﻟﺠﺰﻳﺮﺓ........."""
,...ﻣﺎﺫﺍ ﺣﺪﺙ ﻓﻲ ﺫﻟﻚ ﺍﻟﻴﻮﻡ؟{n}ﺳﺄﺯﻳﺢ ﻋﻨﻪ ﺍﻟﺴﺘﺎﺭ. ﻭﺃﻛﺸﻒ ﺣﻘﻴﻘﺘﻪ. ﺛﻢ ﺃﻋﻴﺪﻫﻢ ﻣﻌﻲ...
,ﻭﻗﻔﺖ ﺇﻧﺠﻲ ﻫﻨﺎﻙ ﻭﻗﺒﻀﺘﻬﺎ ﻣﺎ ﺗﺰﺍﻝ ﻣﺸﺪﻭﺩﺓ،{n}ﺛﻢ ﺭﻓﻌﺖ ﺭﺃﺳﻬﺎ ﻧﺤﻮ ﺍﻟﺴﻤﺎﺀ، ﻓﺴﻘﻄﺖ ﺩﻣﻮﻋﻬﺎ ﻭﺗﻼﺷﺖ ﻓﻲ ﺍﻟﻔﺮﺍﻍ.
,ﻭﻓﻲ ﺍﻟﻠﺤﻈﺔ ﺍﻟﺘﻲ ﺗﺤﺮﻙ ﻓﻴﻬﺎ ﺍﻟﺰﻣﺎﻥ، ﺍﺑﺘﻠﻌﺖ ﻋﺎﺻﻔﺔ ﻋﻨﻴﻔﺔ ﺍﻟﺴﺎﺣﺮﺗﺎﻥ، ﻓﺎﺧﺘﻔﺘﺎ ﻣﻦ ﺍﻟﻤﻜﺎﻥ.
