Speaker,Arabic (AR)
{f:5:Bernkastel},"""....ﻛﺎﻧﺖ {f:7:ﻻﻣﺪﺍﺩﻳﻠﺘﺎ} ﺳﺎﺣﺮﺓ ﻣﺮﻋﺒﺔ ﺑﺴﺒﺐ ﻗﺴﻮﺗﻬﺎ، ﻭﻣﻊ ﻫﺬﺍ ﺍﺳﺘﻄﻌﺖ ﻓﻬﻤﻬﺎ... ...ﺃﻣﺎ ﺃﻧﺖ ﺗﺒﺪﻳﻦ ﻋﺎﻃﻔﻴﺔ ﻟﻠﻮﻫﻠﺔ ﺍﻷﻭﻟﻰ، ﻟﻜﻨﻲ ﻻ ﺃﺳﺘﻄﻴﻊ ﻓﻬﻤﻚ ﺃﺑﺪﺍ. ﻭﻟﻬﺬﺍ ﺃﻧﺖ ﺃﻛﺜﺮ ﺭﻋﺒﺎ ﺑﻜﺜﻴﺮ ﻣﻦ ﺗﻠﻚ ﺍﻟﻔﺘﺎﺓ."""
{f:5:Beatrice},"""*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*...! ﺗﻘﻠﺐ ﺍﻟﻤﺰﺍﺝ ﺟﺰﺀ ﻣﻦ ﻃﺒﻴﻌﺘﻲ. ﺍﻋﺬﺭﻳﻨﻲ. ...ﻛﻤﺎ ﺃﻧﻚ ﺃﻧﺖ ﺃﻳﻀﺎ ﻳﺎ ﺳﻴﺪﺓ {f:7:ﺑﻴﺮﻧﻜﺎﺳﺘﻞ} ﺗﺴﺘﻤﺘﻌﻴﻦ ﺑﺎﻟﺘﻼﻋﺐ ﺑﺎﻟﻘﺪﺭ ﻭﻓﻘﺎ ﻟﺮﻣﻴﺔ ﻧﺮﺩ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
{f:5:Bernkastel},"""......ﻋﻨﺪﻣﺎ ﺃﺭﻣﻲ ﺍﻟﻨﺮﺩ، ﺗﻜﻮﻥ ﻫﻨﺎﻙ ﻧﺘﻴﺠﺔ ﻭﻏﺎﻳﺔ ﻭﺍﺣﺪﺓ ﺃﻧﻮﻱ ﺍﻟﺤﺼﻮﻝ ﻋﻠﻴﻬﺎ. ﻋﻠﻰ ﺧﻼﻓﻚ. ﺑﺎﻟﻨﺴﺒﺔ ﻟﻚ، ﻻ ﺗﻮﺟﺪ ﻧﺘﻴﺠﺔ ﺗﻔﻠﺖ ﻣﻦ ﻣﺘﻨﺎﻭﻝ ﻳﺪﻙ."
{f:5:Bernkastel},ﺃﻳﺎ ﻛﺎﻧﺖ ﺍﻟﻨﺘﻴﺠﺔ ﻓﻬﻲ ﻟﻦ ﺗﺨﻮﻥ ﺗﻮﻗﻌﺎﺗﻚ. ﺃﻳﺎ ﻛﺎﻧﺖ ﻟﻔﺔ ﺍﻟﻨﺮﺩ ﺍﻟﺘﻲ ﺗﻈﻬﺮ ﻟﻚ، ﻓﺴﺘﻜﻮﻧﻴﻦ ﺭﺍﺿﻴﺔ 'ﺩﻭﻥ ﻓﺸﻞ'. ....ﺑﻬﺬﺍ ﺍﻟﻤﻌﻨﻰ، ﻟﻘﺪ ﺗﺠﺎﻭﺯﺗﻨﻲ ﻛﺜﻴﺮﺍ.
{f:5:Bernkastel},"....ﺃﻧﺖ ﺍﻟﺸﺨﺺ ﺍﻟﻮﺣﻴﺪ ﺍﻟﺬﻱ ﻻ ﺃﺭﻳﺪ ﻗﺘﺎﻟﻪ. ﺑﺪﺍﺧﻞ ﺃﻋﻤﺎﻗﻚ، ﻻ ﻳﻮﺟﺪ ﺷﻲﺀ ﺳﻮﻯ ﺍﻟﻔﺮﺍﻍ. ﻭﻟﻬﺬﺍ ﻻ ﺃﻣﻠﻚ ﻓﺮﺻﺔ ﻟﻬﺰﻳﻤﺘﻚ ﺑﻘﻮﺗﻲ. ...ﺍﻟﺘﻮﺍﻓﻖ ﺑﻴﻨﻨﺎ ﻫﻮ ﺍﻷﺳﻮﺃ. ......ﺑﻴﻨﻤﺎ {f:7:ﻻﻣﺪﺍﺩﻳﻠﺘﺎ}، ﻣﻦ ﻧﺎﺣﻴﺔ ﺃﺧﺮﻯ، ﺗﻤﻠﻚ ﺗﻮﺍﻓﻘﺎ ﺟﻴﺪﺍ ﺿﺪﻙ. ﻷﻧﻬﺎ ﺳﺘﻜﻮﻥ ﻗﺎﺩﺭﺓ ﻋﻠﻰ ﻗﺘﻞ ﻗﺪﺭﺗﻚ ‘ﺍﻷﺯﻟﻴﺔ‘."""
{f:5:Beatrice},"""*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*، *ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*! ......ﻓﻌﻼ، ﻻ ﺷﻲﺀ ﻳﻀﺎﻫﻲ ﺍﺣﺘﺴﺎﺀ ﺍﻟﺸﺎﻱ ﻣﻊ ﺳﺎﺣﺮﺓ. ﻻ ﺳﺒﻴﻞ ﻟﻠﻤﻠﻞ ﻓﻲ ﺫﻟﻚ. *ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*!"""
{f:5:Bernkastel},"""......ﻧﻌﻢ، ﺃﺷﻌﺮ ﺑﺎﻟﺮﺍﺣﺔ. ﺍﻟﻤﻠﻞ ﻫﻮ ﺍﻟﺴﻢ ﺍﻟﻮﺣﻴﺪ ﺍﻟﺬﻱ ﻳﺴﺘﻄﻴﻊ ﻗﺘﻠﻲ. ......ﻟﺬﺍ ﻻ ﺗﻘﺘﻠﻴﻨﻲ، ﻣﻔﻬﻮﻡ؟ ﺃﻳﺘﻬﺎ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻷﺯﻟﻴﺔ، ﺍﻟﺴﻴﺪﺓ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}."""
{f:5:Beatrice},"""ﺇﺫﺍ ﻛﺎﻥ ﻫﺬﺍ ﻣﺎ ﺗﺮﻳﺪﻳﻨﻪ، ﻓﺄﻧﺎ ﺑﻴﺎﺗﺮﻳﺲ، ﺳﺄﺻﻨﻊ ﻟﻚ ﻭﻗﺘﺎ ﻣﻤﺘﻌﺎ ﺃﻛﺜﺮ."
{f:5:Beatrice},"......ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﺎﻟﺔ، ﺃﻟﻴﺲ ﻣﻦ ﺍﻷﻓﻀﻞ ﻟﻮ ﻗﺪﻣﺖ ﺭﻗﻌﺔ ﺍﻟﺸﻄﺮﻧﺞ ﺍﻟﺘﺎﻟﻴﺔ ﻋﻠﻰ ﺍﻟﻔﻮﺭ؟ ﻳﺒﺪﻭ ﺃﻥ ﺍﻟﺤﻜﺎﻳﺔ ﺍﻟﺘﺎﻟﻴﺔ ﺳﺘﻌﻄﻴﻚ ﻣﺘﻌﺔ ﺃﻛﺜﺮ ﻣﻦ ﻛﻮﺏ ﻣﻦ ﺍﻟﺸﺎﻱ ﺍﻷﺳﻮﺩ."""
{f:5:Bernkastel},""".................................."""
{f:5:Beatrice},"""ﺍﻧﺘﻈﺮﻱ ﻗﻠﻴﻼ. ......*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*!"""
{f:5:Bernkastel},.......ﻳﺒﺪﻭ ﺃﻥ ﺍﻣﺮﺃﺓ ﻣﺰﻋﺠﺔ ﺃﺻﺒﺤﺖ ﻣﻮﻟﻌﺔ ﺑﻚ.
{f:5:Bernkastel},ﺃﻭﺩ ﺣﻘﺎ ﺃﻥ ﺃﻗﺪﻡ ﻟﻚ ﻗﻮﺗﻲ، ﻟﻜﻦ ﻛﻤﺎ ﺳﻤﻌﺖ ﻟﻠﺘﻮ، ﻓﺘﻮﺍﻓﻖ ﻗﻮﺓ ﺗﻠﻚ ﺍﻟﻔﺘﺎﺓ ﻭﻗﻮﺗﻲ ﺳﻲﺀ ﻟﻠﻐﺎﻳﺔ. ﺇﻧﻪ ﺣﻘﺎ ﻷﻣﺮ ﻣﺆﺳﻒ.
{f:5:Bernkastel},ﻭﻟﻜﻦ ﺑﺪﺍﻓﻊ ﺍﻟﺸﻔﻘﺔ، ﺳﺄﻋﻴﺮﻙ ﺑﻌﺾ ﺍﻟﻤﺴﺎﻋﺪﺓ.
{f:5:Bernkastel},ﺃﻭﻻ، ﺳﺄﺧﺒﺮﻙ ﻋﻦ ﻫﺬﻩ ﺍﻟﻔﺘﺎﺓ.
{f:5:Bernkastel},ﻫﻲ ﻣﻮﺟﻮﺩﺓ ﺑﺈﺳﻢ ‘{f:7:ﺑﻴﺎﺗﺮﻳﺲ}‘، ﻭﻫﺬﺍ ﻻ ﻳﻌﻨﻲ ﺑﺎﻟﻀﺮﻭﺭﺓ ﺍﻣﺘﻼﻛﻬﺎ ﺟﺴﺪﺍ ﻣﺴﺘﻘﻼ.
{f:5:Bernkastel},ﺃﺗﻌﻲ؟  ﺃﻗﻮﻝ ﺇﻧﻬﺎ ﻟﻴﺴﺖ {y:0:ﺑﺒﺸﺮ}{n:0:ﺑﺒﺸﺮ}. ﺑﻞ ﺗﺠﺴﺪ ﻗﻮﺍﻋﺪ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ. 
{f:5:Bernkastel},ﻟﻬﺰﻳﻤﺔ ﻫﺬﻩ ﺍﻟﻔﺘﺎﺓ، ﻋﻠﻴﻚ ﻓﻬﻢ ﻗﻮﺍﻋﺪ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ ﻭﻣﻦ ﺛﻢ ﻛﺸﻔﻬﺎ.
{f:5:Bernkastel},ﻳﻤﻜﻦ ﺗﺸﺒﻴﻪ ﺫﻟﻚ ﺑﺘﻌﻠﻢ ﻗﻮﺍﻋﺪ ﺍﻟﺸﻄﺮﻧﺞ ﻣﻦ ﺧﻼﻝ ﻣﺸﺎﻫﺪﺓ ﺑﻀﻊ ﻣﺒﺎﺭﻳﺎﺕ.
{f:5:Bernkastel},ﺃﻭﻻ، ﻋﻠﻴﻚ ﻣﺮﺍﻗﺒﺔ ﺭﻗﻌﺔ ﺍﻟﺸﻄﺮﻧﺞ.{n}ﺑﻌﺪﻫﺎ، ﻋﻠﻴﻚ ﺇﺩﺭﺍﻙ ﻃﺮﻳﻘﺔ ﺗﺤﺮﻙ ﺍﻟﻘﻄﻊ ﻭﺃﺩﻭﺍﺭﻫﺎ.{n}ﻭﻣﻦ ﺛﻢ، ﻋﻠﻴﻚ ﺍﻟﺒﺤﺚ ﻋﻦ ﺷﺮﻭﻁ ﺍﻟﻔﻮﺯ ﻓﻲ ﻟﻌﺒﺔ ﻫﺬﻩ ﺍﻟﻔﺘﺎﺓ.
{f:5:Bernkastel},ﺣﺎﻟﻤﺎ ﺗﺒﻠﻎ ﻛﻞ ﻫﺬﺍ، ﺳﻴﻨﻜﺸﻒ ﻗﻠﺐ ﺗﻠﻚ ﺍﻟﻔﺘﺎﺓ.{n}ﺣﻴﻨﻬﺎ ﻣﺎ ﻋﻠﻴﻚ ﺳﻮﻯ ﺗﻤﺰﻳﻘﻪ ﺃﻭ ﺳﺤﻘﻪ ﻛﻤﺎ ﻳﺤﻠﻮ ﻟﻚ...
{f:5:Bernkastel},......ﺇﻧﻨﻲ ﻛﺮﻳﻤﺔ ﺟﺪﺍ ﻣﻌﻚ. ﻓﻲ ﺍﻟﻤﺎﺿﻲ، ﻋﻨﺪﻣﺎ ﺍﻣﺘﻠﻜﺖ ﻫﻴﺌﺔ ﺑﺸﺮﻳﺔ، ﺍﺳﺘﻐﺮﻕ ﺍﻷﻣﺮ ﻣﻨﻲ ﻣﺌﺔ ﻋﺎﻡ ﻷﺩﺭﻙ ﻫﺬﻩ ﺍﻟﻨﺼﺎﺋﺢ.
{f:5:Bernkastel},ﻫﺬﻩ ﻫﻲ ﻫﺪﻳﺘﻲ ﺍﻟﻮﺩﺍﻋﻴﺔ ﺍﻟﻬﺰﻳﻠﺔ ﻟﻚ، ﻭﺍﻟﺘﻲ ﻳﺮﺛﻰ ﻟﻬﺎ ﻣﻦ ﻗﺒﻞ ﺑﻴﺎﺗﻮ.
{f:5:Bernkastel},ﻳﺒﺪﻭ ﺍﻷﻣﺮ ﻣﺜﻞ ﻋﻤﻞ ﺍﻟﻤﻠﻌﻘﺔ، ﻻ ﺗﺴﺘﺨﺪﻡ ﺍﻟﻤﻼﻋﻖ ﺑﻐﺮﺽ ﺷﺮﺏ ﺍﻟﺤﺴﺎﺀ ﻓﻘﻂ.{n}ﻳﻤﻜﻨﻚ ﺍﺳﺘﺨﺪﺍﻣﻬﺎ ﻟﻌﻤﻞ ﻓﺠﻮﺓ ﻓﻲ ﺍﻟﺴﺠﻦ ﺍﻟﺬﻱ ﺗﺤﺒﺲ ﻓﻴﻪ، ﺃﻭ ﻛﺴﻼﺡ ﻟﺜﻘﺐ ﻋﻴﻮﻥ ﺍﻟﺴﺎﺣﺮﺓ.
{f:5:Bernkastel},ﺑﺎﻟﻄﺒﻊ، ﻳﻤﻜﻨﻚ ﺃﻳﻀﺎ ﺍﺳﺘﺨﺪﺍﻡ ﺍﻟﻤﻠﻌﻘﺔ ﻟﺮﺷﻒ ﺍﻟﺤﺴﺎﺀ ﺩﺍﺧﻞ ﺳﺠﻨﻚ ﺍﻷﺯﻟﻲ.
{f:5:Bernkastel},......ﻻ ﺗﺴﺊ ﺍﻟﻔﻬﻢ، ﻓﻼ ﺃﻧﻮﻱ ﺃﻥ ﺃﻛﻮﻥ ﺣﻠﻴﻔﺘﻚ.
{f:5:Bernkastel},ﺃﺗﻌﺎﻃﻒ ﻣﻌﻚ ﻭﻟﻦ ﺃﺳﺎﻋﺪﻙ.{n}ﺗﺒﺪﻭ ﻛﺸﺨﺺ ﻳﺘﺎﺑﻊ ﺍﻟﺘﻠﻔﺎﺯ ﻭﻳﺼﺮﺥ ﻋﻠﻰ ﺍﻟﺸﺨﺼﻴﺎﺕ ﻣﻦ ﺍﻟﺠﺎﻧﺐ ﺍﻵﺧﺮ ﺑﻼ ﺟﺪﻭﻯ.
{f:5:Bernkastel},{a:c:ﻫﺬﺍ ﻣﺎ ﻳﺜﺒﺖ ﺳﺤﺮﻱ، ﺃﺗﺮﻯ؟}
{f:5:Bernkastel},ﺃﻧﻮﻱ ﺍﻻﺳﺘﻤﺘﺎﻉ ﺑﺤﻜﺎﻳﺎ ﺑﻴﺎﺗﻮ ﺍﻷﺯﻟﻴﺔ ﺣﺘﻰ ﺃﻣﻞ. ﻭﻟﻜﻦ ﺫﻟﻚ ﻭﺣﺪﻩ ﻟﻴﺲ ﻣﺸﻮﻕ.
{f:5:Bernkastel},......ﻭﻟﻬﺬﺍ ﺳﺄﻣﺪ ﻟﻚ ﻳﺪ ﺍﻟﻌﻮﻥ. ﺳﺄﻓﻌﻞ ﻛﻞ ﻣﺎ ﻳﺴﺘﺪﻋﻴﻪ ﺍﻷﻣﺮ ﺣﺘﻰ ﻻ ﺃﻣﻞ ﻣﻦ ﻫﺬﺍ.
{f:5:Bernkastel},ﺃﻧﺎ ﺃﻗﺴﻰ ﺳﺎﺣﺮﺓ ﻓﻲ ﺍﻟﻌﺎﻟﻢ.{n}ﻣﻬﻤﺎ ﻛﺎﻥ ﺍﻟﺨﺼﻢ، ﻓﺴﺄﻃﻴﺢ ﺑﻪ ﺩﻭﻥ ﻓﺸﻞ.
{f:5:Bernkastel},...ﺣﺘﻰ ﻟﻮ ﻛﺎﻧﺖ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻷﺯﻟﻴﺔ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}، ﻣﻔﻬﻮﻡ؟
{f:5:Bernkastel},ﺃﻧﺖ ﺑﻴﺪﻗﻲ، ﻋﻠﻴﻚ ﺃﻥ ﺗﺠﺘﻬﺪ.{n}ﺳﺄﺳﺪﻱ ﻟﻚ ﺃﺣﻴﺎﻧﺎ ﻧﺼﺎﺋﺤﺎ ﻣﻦ ﻭﺭﺍﺀ ﻇﻬﺮﻫﺎ...
{f:5:Bernkastel},ﺣﺬﺍرِ ﻣﻦ ﺿﺠﺮي
{f:5:Bernkastel},*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*.......
