Speaker,Arabic (AR)
,......ﻭﻟﻢ ﻳﺤﺪﺙ ﺷﻲﺀٌ ﺍﻟﺒﺘّﺔ.{n}ﻭﺃﺟﺰﻡ ﺃﻥ ﺍﻟﻼﺷﻲﺀ ﺳﻴﻤﺘﺪّ ﻛﻤﺎ ﻫﻮ.
,.........ﻗﺒﻞ ﺃﺭﺑﻊٍ ﻭﻋﺸﺮﻳﻦ ﺳﺎﻋﺔٍ ﺗﺎﻣّﺔ...{n}...ﺍﺳﺘُﺪﻋﻴﺖُ ﺇﻟﻰ ﻣﺪﺧﻞ ﺍﻟﻘﺼﺮ ﻋﻠﻰ ﻳﺪ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}.
, ﻫﻨﺎﻙ ﺃُﻋﻄﻴﺖُ ﻧﻮﻋًﺎ ﻣﻦ ﺍﺧﺘﺒﺎﺭٍ ﻏﺮﻳﺐٍ ﻳﺘﻌﻠّﻖ ﺑﺘﻌﻴﻴﻦ ﺍﻟﻮﺭﻳﺚ ﺍﻟﻘﺎﺩﻡ.
, ﺃﺟﺒﺖُ ﺑﺠﺪٍّ ﻋﻠﻰ ﻃﺮﻳﻘﺘﻲ، ﻏﻴﺮ ﺃﻧّﻨﺎ، ﻟﻸﺳﻒ، ﻟﻢ ﻧﻜﻦ {i:ﻧﺘﻔﺎﻫﻢ}.
, ﻓﻐﻀﺒﺖ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺑﻐﻴﺮ ﺳﺒﺐٍ ﻭﺍﻣﺘﻨﻌﺖ ﻋﻦ ﺍﻟﻜﻼﻡ.
, ﺻﺮﺧﺖُ ﺑﻬﺎ ﺃﻥ ﺗﺘﻜﻠّﻢ، ﻓﻠﻢ ﺗﻨﺒﺲ ﺑﺒﻨﺖ ﺷﻔﺔ.
, ﺛﻢ ﺳﺄﻟﺖُ ﻋﻦ ﻣﺎﺭﻳﺎ، ﻓﻘﺎﻟﺖ ﻟﻲ: ﺍﺫﻫﺐ ﺇﻟﻰ ﺍﻟﻜﻨﻴﺴﺔ، ﺛﻢ ﺍﻧﺼَﺮَﻓَﺖ.
, ﻳﺎ ﻟﻪ ﻣﻦ ﺧﺘﺎﻡٍ ﺑﺎﺭﺩٍ ﻣﺤﺒﻂ.......ﻭﺇﻥ ﻛﺎﻥ ﺍﻻﺧﺘﺒﺎﺭ ﺳﺨﻴﻔًﺎ، ﻓﻠﺘﺨﺒﺮﻳﻨﻲ ﻋﻠﻰ ﺍﻷﻗﻞ: ﺃﻧﺠﺤﺖُ ﺃﻡ ﺭﺳﺒﺖ؟!
," ﺃﺗﺮﺍﻫﺎ ﺗﻘﻮﻝ ﻓﻲ ﻧﻔﺴﻬﺎ: ""ﻋﻤﻞٌ ﻃﻴﺐ، ﺳﺘﺼﻠﻚ ﺍﻟﻨﺘﻴﺠﺔ ﺑﺎﻟﺒﺮﻳﺪ ﻻﺣﻘًﺎ"" ﺃﻭ ﻧﺤﻮ ﺫﻟﻚ؟{n}......ﻳﺎ ﻟﻬﺎ ﻣﻦ ﻣﺰﻋﺠﺔٍ ﺑﻐﻴﻀﺔ."
, ﻣﻬﻤﺎ ﻳﻜﻦ، ﻣﻀﻴﺖُ ﺑﻌﺪ ﺫﻟﻚ ﺇﻟﻰ ﺍﻟﻜﻨﻴﺴﺔ.
,......ﻓﻘﺪ ﻗُﺘﻞ ﺃﺧﻲ ﺟﻮﺭﺝ ﻭﺟﻴﺴﻴﻜﺎ ﺑﻌﺪ ﺇﺧﻔﺎﻗﻬﻤﺎ ﻓﻲ ﺍﺧﺘﺒﺎﺭﻫﻤﺎ.{n}ﻭﻟﻢ ﺃﺳﺘﻄﻊ ﺃﻥ ﺃﺩﻉ ﻣﺎﺭﻳﺎ ﺗُﻘﺘﻞ ﻛﺬﻟﻚ.
,......ﺑﻞ ﻇﻨﻨﺖُ ﺃﻥّ ﺍﻟﻔﺮﺻﺔ ﺳﺎﻧﺤﺔٌ ﻷﻗﺘﻨﺺ ﺍﻟﺠﺎﻧﻲ ﺣﻴﻦ ﻳُﻘﺪﻡ ﻋﻠﻰ ﻗﺘﻞ ﻣﺎﺭﻳﺎ.
, ﺣﻴﻨﻤﺎ ﻛﻨﺖُ ﺻﻐﻴﺮًﺍ، ﻛﺎﻧﺖ ﺟﻴﺴﻴﻜﺎ ﺗﺬﻛّﺮﻧﻲ ﺃﻥ ﺃﺗﺠﻨّﺐ ﺍﻻﻗﺘﺮﺍﺏ ﻣﻦ ﺍﻟﻜﻨﻴﺴﺔ، ﻓﻤﺎ ﺯﺭﺗﻬﺎ ﻗﻂ، ﻟﻜﻨﻲ ﻛﻨﺖ ﺃﻋﻠﻢ ﻣﻜﺎﻧﻬﺎ.
, ﻟﻢ ﺃﺷﻌﺮ ﺑﻮﺟﻮﺩ ﺃﺣﺪٍ ﻫﻨﺎﻙ،.........ﻏﻴﺮ ﺃﻥّ ﺣﺰﻣﺔ ﻣﻔﺎﺗﻴﺢ ﻛﺎﻧﺖ ﻣﻄﺮﻭﺣﺔً ﺃﻣﺎﻡ ﺍﻟﺒﺎﺏ.
, ﻇﻨﻨﺘُﻬﺎ ﺇﺷﺎﺭﺓً ﺇﻟﻰ ﺃﻥ ﺃﻓﺘﺢ ﺑﺎﺏ ﺍﻟﻜﻨﻴﺴﺔ، ﻓﺠﺮﺑﺖ ﻛﻞَّ ﻣﻔﺘﺎﺡٍ ﻓﻴﻬﺎ، ﻓﻠﻢ ﻳﻼﺋﻢ ﺃﻱٌّ ﻣﻨﻬﺎ ﺍﻟﻘﻔﻞ.
, ﻧﺎﺩﻳﺖُ ﺍﺳﻢ ﻣﺎﺭﻳﺎ، ﻓﻠﻢ ﻳُﺠﺒﻨﻲ ﺃﺣﺪ.{n}ﺑﺤﺜﺖُ ﺣﻮﻝ ﺍﻟﻜﻨﻴﺴﺔ، ﻟﻜﻨّﻨﻲ ﻟﻢ ﺃﺳﺘﻄﻊ ﺃﻥ ﺃﻓﻌﻞ ﺍﻟﻜﺜﻴﺮ ﻓﻲ ﻇﻠﻤﺔٍ ﻻ ﻳﺒﺪّﺩﻫﺎ ﺇﻻ ﻣﺼﺒﺎﺡٌ ﺻﻐﻴﺮ.
, ﺛﻢ ﺃﺩﺭﻛﺖُ ﺃﻥَّ ﺗﻠﻚ ﺍﻟﻤﻔﺎﺗﻴﺢ ﺭﺑﻤﺎ ﻛﺎﻧﺖ ﻣﻔﺎﺗﻴﺢَ ﺭﺋﻴﺴﺔ ﺗﻔﺘﺢ ﺃﺑﻮﺍﺏ ﺍﻟﻘﺼﺮ ﻧﻔﺴﻪ.
, ﻭﺇﺫ ﻟﻢ ﺃﺟﺪ ﻟﻤﺎﺭﻳﺎ ﺃﺛﺮًﺍ، ﻋﺪﺕُ ﺇﻟﻰ ﺍﻟﻘﺼﺮ.
, ﻛﺎﻥ ﺍﻟﻘﺼﺮ ﻣﻠﻔﻮﻓًﺎ ﻓﻲ ﺳﻜﻮﻥٍ ﻣﻬﻴﺐ. ﻭﻓﻲ ﻧﺘﻦٍ ﻓﻈﻴﻊ.
, ﻭﻣﻊ ﺫﻟﻚ، ﺃﺩﻫﺸﻨﻲ ﻛﻢ ﻳﻘﺪﺭ ﺍﻹﻧﺴﺎﻥ ﻋﻠﻰ ﺍﻟﺘﻜﻴّﻒ.
, ﻓﺎﻟﺮﻳﺢ ﻛﺎﻧﺖ ﻣﺎ ﺗﺰﺍﻝ ﺣﺎﻣﻠﺔً ﻟﺬﻟﻚ ﺍﻟﻌﻔﻦ ﻓﻲ ﺃﺭﺟﺎﺀ ﺍﻟﻘﺼﺮ.
, ﻟﻜﻨﻨﻲ ﺃﻟﻔﺖُ ﺍﻟﺮﺍﺋﺤﺔ ﺣﺘﻰ ﺻﺮﺕُ ﻻ ﺃﺟﺪ ﻓﻴﻬﺎ ﺑﺄﺳًﺎ.
, ﻭﻟﻢ ﺗﻌﺪ ﺗﺒﺪﻭ ﻟﻲ ﺇﻻ ﻛﺒﻴﺖٍ ﺷُﻮِﻱَ ﻓﻴﻪ ﺑﻌﺾ ﺍﻟﻠﺤﻢ.
, ﻭﻟﻘﺪ ﺻﺪّﺗﻨﻲ ﺍﻟﺮﺍﺋﺤﺔ ﺣﻴﻦ ﺩﺧﻠﺖ ﺃﻭﻝ ﻣﺮﺓ، ﻟﻜﻨﻲ ﺗﺠﺎﻫﻠﺘﻬﺎ ﻭﺍﺗﺠﻬﺖ ﻧﺤﻮ ﻗﺎﻋﺔ ﺍﻟﻄﻌﺎﻡ...
,......ﺣﻴﺚ ﺃﺑﺼﺮﺕُ ﺗﻠﻚ ﺍﻟﺠﺜﺚ ﺍﻟﻤﻤﺰّﻗﺔ ﺍﻟﺘﻲ ﻋﺠﺰ ﻗﻮﺩﺍ-ﺳﺎﻥ ﻭﻛﻮﻣﺎﺳﺎﻭﺍ-ﺳﺎﻥ ﻋﻦ ﻭﺻﻔﻬﺎ ﻟﻌِﻈَﻢ ﻣﺎ ﺭﺃﻳﺎ.
, ﻛﺎﻧﺖ ﺑﻘﺎﻳﺎ ﺍﻟﻀﺤﺎﻳﺎ ﺍﻷﻭﺍﺋﻞ: ﻋﻤّﺘﻲ ﻧﺎﺗﺴﻮﻫﻲ ﻭﺍﻟﺒﺎﻗﻮﻥ.
, ﻛﻞٌّ ﻣﻨﻬﻢ ﻗﺪ ﺗﻬﺸّﻢ ﻧﺼﻒ ﺭﺃﺳﻪ ﺗﻬﺸﻴﻤًﺎ ﻣﺮﻭّﻋًﺎ، ﻭﻛﺎﻥ ﺍﻟﻤﺸﻬﺪ ﻣﻦ ﺍﻟﻔﻈﺎﻋﺔ ﺑﺤﻴﺚ ﺍﺳﺘﻄﻌﺖُ، ﻭﺇﻥ ﺟﻬﻠﺖُ ﻓﻦّ ﻓﺤﺺ ﺍﻟﺠﺜﺚ، ﺃﻥ ﺃﺣﻜُﻢَ ﺑﻤﻮﺗﻬﻢ ﺍﻟﻤﺤﻘّﻖ.
,......ﻭﺯﺍﺩ ﺍﻷﻣﺮ ﻫﻮﻻً ﺃﻥّ ﺍﻟﻨﺼﻒ ﺍﻵﺧﺮ ﻣﻦ ﻭﺟﻮﻫﻬﻢ ﺑﻘﻲ ﺳﻠﻴﻤًﺎ، ﻓﻜﺎﻥ ﺍﻟﺘﻌﺮﻑ ﻋﻠﻴﻬﻢ ﻳﺴﻴﺮًﺍ.
,...ﻟﻘﺪ ﺑﺎﻟﻐﻮﺍ ﻓﻲ ﺍﻟﻌﺒﺚ ﺑﻬﺬﻩ ﺍﻟﺠﺜﺚ.
, ﻭﺃﺧﻴﺮًﺍ، ﻟﻢ ﺗﻜﻦ ﺍﻟﺠﺜﺚ ﻫﻨﺎ ﺟﺜﺚ ﺍﻟﺴﺘﺔ ﺍﻷﻭﺍﺋﻞ ﻓﻲ ﺍﻟﻐﺴﻖ ﺍﻷﻭﻝ ﻓﺤﺴﺐ، ﺑﻞ ﺃُﺿﻴﻔﺖ ﺳﺎﺑﻌﺔ.
, ﺍﻟﺠﺜﺔ ﺍﻟﺴﺎﺑﻌﺔ............ﻛﺎﻧﺖ ﻣﺎﺭﻳﺎ.
, ﻛﺎﻧﺖ ﺭﺍﻗﺪﺓً ﺇﻟﻰ ﺟﻮﺍﺭ ﻋﻤﺘﻲ ﺭﻭﺯﺍ، ﻛﺄﻧﻬﻤﺎ ﺗﻐﻄّﺎﻥ ﻓﻲ ﻧﻮﻡٍ ﻭﺍﺣﺪ.
,...............ﻓﺒَﻜﻴﺖُ.
, ﻟﺒﺮﻳﺌﺔٍ ﺻﻐﻴﺮﺓٍ ﻗﻀﺖ، ﻭﻟﻔﻈﺎﻋﺔ ﺍﻟﻄﺮﻳﻘﺔ ﺍﻟﺘﻲ ﻣﺎﺕ ﺑﻬﺎ ﻭﺍﻟﺪﻱ ﻭﺍﻵﺧﺮﻭﻥ.
," ﺟُﺒﺖُ ﺍﻟﻘﺼﺮ ﻣﺘﺄﺑﻄًﺎ ﺭﻣﺢَ ﺍﻟﻤِﻌﻄﻒ، ﺃﺻﻴﺢ: ""ﺍﺧﺮُﺝ ﻳﺎ ﺍﺑﻦ ﺍﻟﺤﺮﺍﻡ""."
,......ﻟﻜﻦ ﻟﻢ ﻳﻜﻦ ﺛﻤّﺔ ﺃﺛﺮٌ ﻷﺣﺪ.
,......ﻭﻇﻨﻨﺖُ ﺃﻧّﻬﻢ ﻗﺪ ﻳﺨﺘﺒﺌﻮﻥ ﻓﻲ ﻣﻜﺎﻥٍ ﻣﺎ، ﻳﺘﺮﺑّﺼﻮﻥ ﺑﻲ ﻣﻦ ﺧﻠﻔﻲ، ﻓﺠﻌﻠﺖُ ﺃﻃﻮﻑ ﺑﺤﺜًﺎ ﻋﻦ ﻣﻜﺎﻣﻦٍ ﻣﺤﺘﻤﻠﺔ، ﻭﺃﺣﻴﺎﻧًﺎ ﺑﺤﺬﺭٍ ﺷﺪﻳﺪ، ﺃﺣﻴﺎﻧًﺎ ﻛﻨﺖُ ﺃﺗﻌﻤﺪ ﺇﺭﺧﺎﺀ ﺣﺬﺭﻱ، ﺃﺟﺮّﺏ ﺿﺮﻭﺑًﺎ ﺷﺘّﻰ ﻣﻦ ﺍﻟﺤﻴﻞ، ﻭﻟﻜﻦ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﻟﻢ ﻳﺒﺪُ ﻟﻲ ﺣﺘﻰ ﻫِﺮٌّ ﺻﻐﻴﺮ...
, ﺛﻢ ﺃﻃﻞّ ﺍﻟﺼﺒﺢ.
,......ﺍﺧﺘﻠﻂ ﺗﻮﺗﺮﻱ ﻭﺇﻋﻴﺎﺋﻲ ﺑﻨﻌﺎﺳﻲ، ﻓﻜﺎﻥ ﻓﺠﺮًﺍ ﻣﻦ ﺃﺳﻮﺃ ﻣﺎ ﻳﻜﻮﻥ.
, ﻋﺠﻴﺐٌ ﺃﻣﺮ ﺍﻹﻧﺴﺎﻥ.
,......ﻓﻌﻠﻰ ﺍﻟﺮﻏﻢ ﻣﻦ ﺃﻧﻲ ﻟﻢ ﺃﻋﻠﻢ ﺃﻳﻦ ﻳﺨﺘﺒﺊ ﺍﻟﺠﺎﻧﻲ ﺍﻟﻠﻌﻴﻦ، ﻓﻘﺪ ﻗﺪّﻣﺖ ﺍﻟﻨﻌﺎﺱ ﻭﺍﻹﺭﻫﺎﻕ ﻋﻠﻰ ﺍﻟﺨﻮﻑ ﻣﻦ ﺍﻟﻤﻮﺕ.
,......ﻭﻓﻲ ﺗﻠﻚ ﺍﻟﺴﺎﻋﺔ ﺃﺧﺬﺕُ ﺃﺷﻌﺮ ﺑﺴﺨﺎﻓﺘﻲ.
, ﺟُﺒﺖ ﺍﻟﻘﺼﺮ ﺳﺖَّ ﺳﺎﻋﺎﺕٍ ﻛﺎﻣﻠﺔ ﺣﺘﻰ ﺑﺰﻍ ﺍﻟﻔﺠﺮ، ﺃﺻﺮﺥ ﻓﻴﻬﻢ ﺃﻥ ﻳﻈﻬﺮﻭﺍ.
, ﻗﻤﺖُ ﺑﺒﺤﺚٍ ﺩﻗﻴﻖٍ ﺃﺭﻫﻘﻨﻲ، ﻭﺃﺭﺧﻴﺖُ ﺣِﺮﺍﺳﺘﻲ ﺣﺘﻰ ﺍﻟﺘﻌﺐ.{n}{i:ﻭﻣﻊ ﺫﻟﻚ} ﻟﻢ ﻳﺄﺕ ﺃﺣﺪٌ ﻟﻴﻬﺎﺟﻤﻨﻲ.
, ﻓﻨﻔﺪ ﺻﺒﺮﻱ ﻭﻗﻠﺖ: ﺑﺌﺴًﺎ، ﻓﻠﻴﻜﻦ ﻣﺎ ﻳﻜﻮﻥ.........
, ﻟﻦ ﻳﺄﺗﻲ ﺍﻟﻘﺎﺭﺏ ﺣﺘﻰ ﻳﻨﻘﺸﻊ ﺍﻹﻋﺼﺎﺭ. ﻭﻛﺎﻥ ﺍﻟﺘﻠﻔﺎﺯ ﻳﻘﻮﻝ ﺇﻥّ ﺍﻹﻋﺼﺎﺭ ﻟﻦ ﻳﻨﺘﻬﻲ ﻗﺒﻞ ﺍﻟﻐﺪ، ﻓﻬﺎ ﺃﻧﺎ ﺃﻣﻠﻚ ﻳﻮﻣًﺎ ﻛﺎﻣﻼً ﺃُﻫﺪﺭﻩ.
, ﻭﻟﻢ ﻳﻜﻦ ﺍﻟﺘﻮﺍﻧﻲ ﻋﻠﻰ ﺭﺍﺣﺘﻲ ﺃﻣﺮًﺍ ﻳﺮﻭﻕ ﻟﻲ،......ﻓﻘﺮﺭﺕُ، ﺭﻏﻢ ﻋﻠﻤﻲ ﺃﻥّ ﺍﻟﺸﺮﻃﺔ ﺳﺘﺴﺨﻂ، ﺃﻥ ﺃﻟﻌﺐ ﺩﻭﺭَ ﺍﻟﻤﺤﻘّﻖ ﻗﻠﻴﻼً.
, ﺃﻭﻻً: ﻗﺎﻋﺔ ﺍﻟﻄﻌﺎﻡ، ﺣﻴﺚ ﻭﻗﻌﺖ ﺃﻭﻟﻰ ﺍﻟﺠﺮﺍﺋﻢ.
, ﺍﻟﺴﺘﺔ ﺍﻟﺬﻳﻦ ﻗُﺘِﻠﻮﺍ ﺃﻭﻻً ﻛﺎﻥ ﻣﻨﻈﺮﻫﻢ ﻣﻤﺎ ﻳﺸﻖّ ﻋﻠﻰ ﺍﻟﻘﻠﺐ.
,......ﻳﺒﺪﻭ ﺃﻥّ ﺍﻟﺴﻼﺡ ﻛﺎﻥ ﻧﺎﺭﻳًّﺎ. ﺭﺑﻤﺎ ﺍﻧﺸﻘﺖ ﺭﺅﻭﺳﻬﻢ ﺑﺮﺻﺎﺻﺔٍ ﻗﻮﻳﺔٍ، ﻛﻤﺜﻞ ﺭﺻﺎﺻﺔ ﻣﺎﻗﻨﻮﻡ ﺃﻭ ﺑﻨﺪﻗﻴﺔ ﺻﻴﺪ.
, ﻭﻫﺬﺍ ﺍﺳﺘﻨﺘﺎﺝٌ ﻭﺟﻴﻪ.
, ﺃﻣﺎ ﻣﺎﺭﻳﺎ، ﻭﻫﻲ ﺍﻟﺠﺜﺔ ﺍﻟﺴﺎﺑﻌﺔ، ﻓﻘﺪ ﻣﺎﺗﺖ ﻣﻮﺗًﺎ ﺃﻟﻴﻦَ ﻭﺃﻧﻈﻒ.
, ﻭﻟﻢ ﺗﻈﻬﺮ ﻋﻠﻴﻬﺎ ﺟﺮﺍﺡٌ ﻇﺎﻫﺮﺓ، ﻭﻟﻢ ﻳُﻌﺮﻑ ﻛﻴﻒ ﻗُﺘﻠﺖ.
, ﻟﻜﻦّ ﺁﺛﺎﺭ ﺭﻏﻮﺓ ﺍﻟﻠُّﻌﺎﺏ ﺣﻮﻝ ﻓﻤﻬﺎ ﺩﻟﺖ ﻋﻠﻰ ﻣﻮﺕٍ ﺑﺎﻟﺴﻢ، ﻛﺘﻠﻚَ ﺍﻟﻤﻴﺘﺎﺕِ ﺍﻟﻤﺄﻟﻮﻓﺔِ ﻓﻲ ﺍﻟﻤﺴﻠﺴﻼﺕ.
, ﺃﻟَﻢ ﺗُﺪﻉَ ﻣﺎﺭﻳﺎ ﺇﻟﻰ ﺍﻟﻜﻨﻴﺴﺔ ﻟﺘﺆﺩّﻱ ﺍﺧﺘﺒﺎﺭﻫﺎ ﻫﻨﺎﻙ...؟
,......ﻓﻜﻴﻒ ﺻﺎﺭﺕ ﻫﻨﺎ، ﻓﻲ ﻗﺎﻋﺔٍ ﻣﻤﻠﻮﺀﺓٍ ﺑﺎﻟﺠﺜﺚ، ﺭﺍﻗﺪﺓً ﺇﻟﻰ ﺟﻮﺍﺭ ﺃﻣﻬﺎ، ﻣﻴﺘﺔً ﻛﺬﻟﻚ......؟
, ﺇﻥ ﺍﻓﺘﺮﺿﻨﺎ ﺃﻥ ﺍﻟﺴﺒﺐ ﺳﻢٌّ، ......ﻓﻤﻦ ﺳﻘﺎﻩ ﻟﻬﺎ؟
, ﺛﻴﺎﺑﻬﺎ ﻣﺮﺗﺒﺔٌ ﻻ ﺃﺛﺮَ ﻻﺿﻄﺮﺍﺏٍ ﻓﻴﻬﺎ. ﻳﺼﻌﺐ ﺗﺨﻴّﻞ ﺃﻧﻬﺎ ﺃُﻃﺮﺣﺖ ﻗﺴﺮًﺍ ﻭﺣُﻘِﻨَﺖ ﺑﺎﻟﺴﻢ.
,.........ﺍﻷﺭﺟﺢ ﺃﻧﻬﺎ ﺃُﻋﻄﻴﺖ ﻛﺒﺴﻮﻟﺔَ ﺳُﻢٍّ ﺃﻭ ﺷﻴﺌًﺎ ﻣﻦ ﻫﺬﺍ ﺍﻟﻘﺒﻴﻞ ﻟﺘﺒﺘﻠﻌﻪ.
, ﻭﻣﻊ ﺫﻟﻚ، ﻛﺎﻧﺖ ﺟﺜﺔ ﻣﺎﺭﻳﺎ ﺃﻧﻘﻰ ﺑﻤﺎ ﻻ ﻳُﻘﺎﺱ ﻣﻦ ﺗﻠﻚ ﺍﻟﺠﺜﺚ ﺍﻟﻤﻤﺰﻗﺔ ﺍﻟﻤﻨﺘﺜﺮﺓ ﻓﻲ ﺍﻟﻐﺮﻓﺔ.
, ﻓﺒﺎﻟﺴﻼﺡ ﺍﻟﻨﺎﺭﻱ، ﻻ ﻳﺘﻄﻠﺐ ﺍﻷﻣﺮ ﺳﻮﻯ ﺿﻐﻄﺔٍ ﻋﻠﻰ ﺍﻟﺰﻧﺎﺩ. ﺃﻣﺎ ﺍﻟﺴﻢّ، ﺳﻮﺍﺀٌ ﺃﻛﺎﻥ ﺣﻘﻨًﺎ ﺃﻡ ﺗﺠﺮﻳﻌًﺎ، ﻓﺈﻋﻄﺎﺅﻩُ ﺃﺷﻖُّ ﻭﺃﻃﻮﻝ.
, ﻭﻟﻤﺎ ﻧﻈﺮﺕُ ﺇﻟﻰ ﻃﺒﻴﻌﺔ ﺍﻟﻤﺠﺮﻡ ﺍﻟﻮﺣﺸﻴﺔ، ﺃﺩﺭﻛﺖ ﺃﻥّ ﻣﻮﺕ ﻣﺎﺭﻳﺎ ﺧُﺺَّ ﺑﻌﻨﺎﻳﺔٍ ﻓﺮﻳﺪﺓ.
, ﻟﻤﺎﺫﺍ ﻧﺎﻟﺖ ﻣﺎﺭﻳﺎ ﻭﺣﺪﻫﺎ ﻣﻮﺗًﺎ ﺭﺣﻴﻤًﺎ؟
,.........ﻟﻘﺪ {i:ﻗُﺘﻠﺖ}، ﻓﻼ ﺭﻳﺐ ﻓﻲ ﺍﻷﺳﻰ ﻋﻠﻴﻬﺎ، ﻟﻜﻦّ ﻃﺮﻳﻘﺔ ﻣﻘﺘﻠﻬﺎ ﺑﺪﺕ ﻟﻲ... ﻭﻛﺄﻧﻬﺎ ﺗﻔﻴﺾُ ﺑﺎﻟﺮﻓﻖ......
, ﻛﺎﻧﺖ ﻳﺪﺍ ﻣﺎﺭﻳﺎ ﻣﻮﺿﻮﻋﺔً ﻋﻠﻰ ﺻﺪﺭﻫﺎ، ﻛﻤﺎ ﻳُﻔﻌﻞ ﺑﺎﻟﺮﺍﺣﻠﻴﻦ.
