Speaker,Arabic (AR)
{f:5:Beatrice},"""ﻛﺎﻫﺎﻫﺎﻫﺎﻫﺎ! ﻫﺬﺍ ﺷﻴّﻖٌ ﺟﺪًﺍ!"""
{f:5:Beatrice},"""ﺃﻥ ﺗُﺘﺎﺡ ﻟﻲ ﻓﺮﺻﺔُ ﻗﺘﺎﻝ ﺍﻟﺴﻴّﺪﺓ {f:7:ﺑﻴﺮﻧﻜﺎﺳﺘﻞ}، ﺃﻗﻮﻯ ﺍﻟﺴﺎﺣﺮﺍﺕ، ﻭﺍﻟﺘﻲ ﻫﺰﻣﺖ ﺍﻟﺴﻴّﺪﺓ {f:7:ﻻﻣﺪﺍﺩﻳﻠﺘﺎ}، ﻟﻬﻮ ﺃﻣﺮٌ ﻳﺴﺮّﻧﻲ ﺟﺪًﺍ!"""
{f:5:Bernkastel},"""......ﻧﻌﻢ. ﻫﺬﺍ ﻳُﺴﻌﺪﻧﻲ ﺃﻳﻀًﺎ. ﺟﺌﺖُ ﻛﻞ ﻫﺬﺍ ﺍﻟﻄﺮﻳﻖ ﻓﻘﻂ ﻷﺭﺍﻙِ ﺗﻔﻴﻀﻴﻦ ﺑﺎﻟﺜﻘﺔ، ﺛﻢ ﺗﻨﻬﺎﺭﻳﻦ ﻭﺗﺨﺴﺮﻳﻦ."""
{f:5:Beatrice},"""ﻳﺎ ﻟﻬﺎ ﻣﻦ ﺻﺮﺍﺣﺔ! *ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*!!"""
{f:5:Beatrice},"""ﺑﺎﻟﻤﻨﺎﺳﺒﺔ، ﻟﻮ ﺃﻥّ ﺍﻟﻤﻮﺍﺟﻬﺔ ﺑﻴﻨﻲ ﻭﺑﻴﻦ ﺍﻟﺴﻴّﺪﺓ ﺍﻟﻌﻈﻴﻤﺔ {f:7:ﺑﻴﺮﻧﻜﺎﺳﺘﻞ} ﻟﻢ ﺗﺤﻈﻰ ﺑﻤﺘﻔﺮّﺝٍ ﻭﺍﺣﺪٍ ﻋﻠﻰ ﺍﻷﻗﻞ، ﻟﻜﺎﻥ ﺫﻟﻚ ﺃﻣﺮًﺍ ﻣﺆﺳﻔًﺎ ﺟﺪًﺍ."""
{f:5:Bernkastel},"""................................. ...ﻟﻘﺪ ﺩﻋﻮﺗِﻬﺎ ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﺗﻠﻚ ﺍﻟﻄﻔﻠﺔ."""
{f:5:Lambdadelta},"""ﻫﻮﻩ-ﻫﻮﻩ-ﻫﻮﻩ-ﻫﻮﻩ! ﻭﺟﺪﺗﻚِ ﺃﺧﻴﺮًﺍ ﻳﺎ {f:7:ﺑﻴﺮﻧﻜﺎﺳﺘﻞ}!!"""
{f:5:Bernkastel},"""......ﻛﻴﻒ ﺣﺎﻟﻚِ ﻳﺎ ﻻﻣﺪﺍ؟ ﺃﺭﻯ ﺃﻧﻚِ ﺃﻳﻀًﺎ ﻏﻴﺮ ﻣﻨﺸﻐﻠﺔٍ ﺑﻤﺎ ﻫﻮ ﺃﻫﻢ. ...ﺃﻫﻮ ﻗﺪﺭٌ ﺃﻥ ﻧﺠﺘﻤﻊ ﻣﺠﺪﺩًﺍ ﻧﺤﻦ ﺍﻟﻠﻮﺍﺗﻲ ﻻ ﻧﺤﺘﻤﻞ ﺍﻟﻤﻠﻞ؟"""
{f:5:Lambdadelta},"""ﻳﺎ ﻟﻚِ ﻣﻦ ﻃﻔﻠﺔٍ ﺣﻤﻘﺎﺀ. ﺃﻟﻢ ﺗﺪﺭﻛﻲ ﺑﻌﺪُ ﺃﻥّ ﻓﻮﺯﻙِ ﺿﺪّﻱ ﻟﻢ ﻳﻜﻦ ﺳﻮﻯ ﺣﻆٍّ ﺑﺴﻴﻂٍ ﻭﺳﻮﺀ ﺗﻮﺍﻓﻖٍ ﻓﻲ ﺍﻟﻈﺮﻭﻑ؟ ﻟﻘﺪ ﺃﺻﺎﺑﻚِ ﺍﻟﻐﺮﻭﺭ ﻭﺍﻵﻥ ﺗﺘﺤﺪّﻳﻦ ﺣﺘﻰ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}، ﺃﻻ ﻳﺠﺐ ﻋﻠﻴﻚِ ﺃﻥ ﺗﺪﺭﻛﻲ ﻣﻜﺎﻧﺘﻚِ؟"""
{f:5:Lambdadelta},"""*ﻗﻬﻘﻬﺔ*، ﺇﻥّ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻗﻮﻳﺔ ﺟﺪًﺍ ﺃﺗﻌﻠﻤﻴﻦ؟ ﻭﻫﻲ ﺃﺷﺪّ ﻗﺴﻮﺓً ﻣﻨﻲ... ﻭﻟﻮ ﺑﻘﻠﻴﻞٍ ﻓﺤﺴﺐ!"""
{f:5:Lambdadelta},"""ﺛﻢ ﺇﻳّﺎﻙِ ﻭﺃﻥ ﺗﺨﺘﺰﻟﻲ ﺍﺳﻤﻲ ﺇﻟﻰ ﻻﻣﺪﺍ!"""
{f:5:Bernkastel},""".........ﺃﻧﺖِ ﺃﻳﻀًﺎ ﺣﻤﻘﺎﺀٌ ﻳﺎ ﺑﻴـﺎﺗﻮ. ﻫﺬﻩ ﺍﻟﻄﻔﻠﺔ ﻟﻦ ﺗﻠﺘﺰﻡ ﺑﻠﻌﺒﺘﻚِ ﻣﻄﻠﻘًﺎ؛ ﺳﺘﻘﻠﺐ ﻛﻞ ﺷﻲﺀٍ ﺇﻟﻰ ﻣﻬﺰﻟﺔٍ ﺳﺨﻴﻔﺔ."""
{f:5:Beatrice},"""ﺃﻧﺎ ﻟﻢ ﺃﺳﺘﺪﻉِ ﺍﻟﺴﻴﺪﺓ {f:7:ﻻﻣﺪﺍﺩﻳﻠﺘﺎ} ﺇﻟﻰ ﻫﻨﺎ ﻟﺘﻜﻮﻥ ﻣﺘﻔﺮﺟﺔً ﻓﻘﻂ."""
{f:5:Beatrice},"""ﺑﻌﺪﻣﺎ ﺃﺧﺒﺮﺗﻬﺎ ﺃﻧّﻚِ ﺗﺮﺍﻫﻨﻴﻦ ﺿﺪّﻱ، ﻗﺮﺭﺕْ ﺃﻥ ﺗﺮﺍﻫﻦ ﺿﺪّﻙِ ﻫﻲ ﺍﻷﺧﺮﻯ."""
{f:5:Bernkastel},"""..............................ﺇﺫﻥ ﻣﺎ ﺗﺰﺍﻟﻴﻦ ﺗﻜُﻨﻴﻦ ﻟﻲ ﺍﻟﻀﻐﻴﻨﺔ."""
{f:5:Lambdadelta},"""ﻫﻮﻩ-ﻫﻮﻩ-ﻫﻮﻩ-ﻫﻮﻩ!! ﻃﺒﻌًﺎ! ﻓﺄﻧﺎ ﺃﻗﻮﻯ ﺳﺎﺣﺮﺓٍ ﻓﻲ ﺍﻟﻜﻮﻥ! ﻟﻜﻨّﻲ ﻓﻘﺪﺕُ ﻫﺬﺍ ﺍﻟﻠﻘﺐ ﺑﻌﺪ ﺧﺴﺎﺭﺗﻲ ﺃﻣﺎﻣﻚِ!"""
{f:5:Lambdadelta},"""ﻟﻬﺬﺍ ﺃﻧﺎ ﻓﻲ ﺻﻒّ ﻛﻞّ ﻣﻦ ﻳﻘﻒ ﺿﺪّﻙِ!"""
{f:5:Beatrice},"""*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*! ﺇﺫًﺍ ﻫﻜﺬﺍ ﺻﺎﺭ ﺍﻷﻣﺮ. ﺣﺘﻰ ﻣﻊ ﻭﺟﻮﺩ ﺍﻟﺴﻴّﺪﺓ ﺍﻟﻌﻈﻴﻤﺔ {f:7:ﺑﻴﺮﻧﻜﺎﺳﺘﻞ} ﻛﺨﺼﻢٍ ﻟﻨﺎ، ﻗﺪ ﻻ ﺗﻜﻮﻥ ﻫﺬﻩ ﺣﺘﻰ ﻣﺸﻜﻠﺔ ﺣﻘﻴﻘﻴﺔ، ﻟﻜﻨﻬﺎ ﻛﺎﻓﻴﺔ ﻟﻠﺘﺴﻠﻴﺔ."""
{f:5:Bernkastel},"""...............ﺍﻓﻌﻼ ﻣﺎ ﻳﺤﻠﻮ ﻟﻜﻤﺎ. ...ﺍﻵﻥ ﻭﻗﺪ ﺍﻛﺘُﺸِﻒَ ﺃﻣﺮﻱ، ﺳﺄﺗﺼﺮﻑ ﺑﺠﺪﻳﺔ."""
{f:5:Beatrice},"""ﻫﺬﺍ ﻳﻨﺎﺳﺒﻨﻲ. ﻣﻔﻬﻮﻡ ""ﺍﻟﺘﺴﺎﻫﻞ"" ﻟﻢ ﻳﻜﻦ ﻗﻂ ﻣﻮﺟﻮﺩًﺍ ﻓﻲ ﻗﺎﻣﻮﺳﻲ. *ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*! ﻓﻠﻨﺴﺘﻤﺘﻊ ﺑﺘﺤﺎﻟﻔﻨﺎ ﺍﻟﻘﻴّﻢ ﻓﻲ ﻫﺬﻩ ﺍﻟﻠﻌﺒﺔ ﻳﺎ ﺳﻴﺪﺓ {f:7:ﻻﻣﺪﺍﺩﻳﻠﺘﺎ}."""
{f:5:Lambdadelta},"""ﺃﺟﻞ! ﺃﺗﻄﻠﻊ ﻟﻠﻌﻤﻞ ﻣﻌﻚِ ﻳﺎ ﺳﻴّﺪﺓ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}! ﻫﺬﻩ ﺍﻟﻔﺘﺎﺓ ﺗﺮﻫﻘﻨﻲ ﺣﻘًﺎ. ﻭﻟﻦ ﻳﻬﺪﺃ ﻟﻲ ﺑﺎﻝٌ ﺣﺘﻰ ﻧﺴﺤﻘﻬﺎ ﻣﻌًﺎ ﻭﻧﻌﻴﺪ ﻟﻬﺎ ﺍﻟﻀﻌﻒ ﺿﻌﻔﻴﻦ!!"""
{f:5:Bernkastel},"""............ﺃﺗﻄﻠّﻊ ﻟﺬﻟﻚ ﻳﺎ ﻻﻣﺪﺍ، ﻭﺃﻳﻀًﺎ ﻳﺎ ﺑﻴـﺎﺗﻮ... ...ﺑﻐﺾّ ﺍﻟﻨﻈﺮ ﻋﻦ ﺍﻟﻔﺎﺋﺰ ﺃﻭ ﺍﻟﺨﺎﺳﺮ، ﺳﺘﻜﻮﻥ ﻫﺬﻩ ﻣﻌﺮﻛﺔً ﻗﻴّﻤﺔ ﺟﺪًﺍ ﻟﻨﺎ."""
{f:5:Lambdadelta},"""ﺫﻟﻚ ﺻﺤﻴﺢ. ﻟﻦ ﺃﺧﺴﺮ ﺑﺴﻬﻮﻟﺔ ﺑﺎﻟﻄﺒﻊ، ﻟﻜﻦّ ﻫﺬﺍ ﺍﻷﻣﺮ ﺃﻫﻢ ﻣﻦ ﺍﻟﻔﻮﺯ ﺃﻭ ﺍﻟﺨﺴﺎﺭﺓ."""
{f:5:Beatrice},"""ﻧﺤﻦ ﺍﻟﺴﺎﺣﺮﺍﺕ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ ﻻ ﻧﺤﺘﻤﻞ ﺍﻟﻤﻠﻞ."""
,ﺿﺤﻜﺖ ﺍﻟﺴﺎﺣﺮﺍﺕ ﺍﻟﺜﻼﺙ ﻣﻌًﺎ، ﺑﻴﻦ ﻫﻤﺴﺎﺕٍ ﻭﺿﺤﻜﺎﺕٍ ﺻﺎﺧﺒﺔ.
{f:5:Bernkastel},"""......ﻟﻘﺪ ﺗﺬﻛﺮﺕ. ﻳﺠﺪﺭ ﺑﻲ ﺷﻜﺮﻙِ ﻳﺎ ﺑﻴـﺎﺗﻮ."" ﻳﺒﺪﻭ ﺃﻧﻚِ ﺳﺘُﺬﻫﺒﻴﻦ ﻋﻨﻲ ﺍﻟﻀﺠﺮ ﺃﺧﻴﺮًﺍ. ﺍﺑﺬﻟﻲ ﻛﻞ ﻣﺎﺑﻮﺳﻌﻚِ ﻹﻣﺘﺎﻋﻲ. ﺃﻧﺖِ ﻭ {f:7:ﻻﻣﺪﺍﺩﻳﻠﺘﺎ}."""
{f:5:Beatrice},"""ﺳﺄﻓﻌﻞ ﺫﻟﻚ. ﻛﺎﻫﺎﻫﺎﻫﺎ...!!"""
{f:5:Lambdadelta},"""ﺑﺎﻟﻤﻨﺎﺳﺒﺔ ﻳﺎ ﺑﻴـﺎﺗﻮ، ﻓﻠﻨﻌﻘﺪ ﺍﺟﺘﻤﺎﻋًﺎ ﺍﺳﺘﺮﺍﺗﻴﺠﻴًﺎ ﻓﻲ ﺍﻟﺤﺎﻝ! ﺃﻋﺮﻑ ﻛﻞ ﻧﻘﺎﻁ ﺿﻌﻒ ﻫﺬﻩ ﺍﻟﻔﺘﺎﺓ، ﻭﺳﺄﻃﻠﻌﻚِ ﻋﻠﻴﻬﺎ ﻛﻠﻬﺎ!"""
{f:5:Beatrice},"""ﻭﺭﻏﻢ ﺫﻟﻚ ﺧﺴﺮﺕِ ﺃﻣﺎﻣﻬﺎ ﻳﺎ ﺳﻴﺪﺓ {f:7:ﻻﻣﺪﺍﺩﻳﻠﺘﺎ}.. ﻛﺎﻫﺎﻫﺎﻫﺎ...!"""
{f:5:Lambdadelta},"""ﺃﻭﻭﻭﻩ، ﻟﻦ ﺃﺧﺒﺮﻙِ، ﻟﻦ ﺃﺧﺒﺮﻙِ! ﺗﺴﻮﻭﻥ!"""
{f:5:Beatrice},"""*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ* ﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ!"" ""...ﻳﺎﻟﻬﺎ ﻣﻦ ﻣﺴﻠﻴﺔ، ﺗﻠﻚ ﺍﻟﺴﻴﺪﺓ {f:7:ﻻﻣﺪﺍﺩﻳﻠﺘﺎ}."""
{f:5:Bernkastel},"""............ﺃﻟﻴﺴﺖ ﻛﺬﻟﻚ؟ ﺍﻋﺘﻨﻲ ﺑﻬﺎ ﺟﻴﺪًﺍ."" ""ﺭﻏﻢ ﻣﺎ ﺗُﺒﺪﻳﻪ ﻋﺎﺩﺓً،  ﺇﻻ ﺃﻧﻬﺎ ﺳﺮﻋﺎﻥ ﻣﺎ ﺗﺸﻌﺮ ﺑﺎﻟﻮﺣﺪﺓ."""
{f:5:Beatrice},"""ﻓﻬﻤﺖ. ﺇﺫﻥ ﻓﻬﻲ ﻣﻦ ﺇﺣﺪﻯ ﺗﻠﻚ ﺍﻟﺸﺨﺼﻴﺎﺕ ﺫﺍﻳﻌﺔ ﺍﻟﺼﻴﺖ ﻫﺬﻩ ﺍﻷﻳﺎﻡ."" ""*ﻗﻬﻘﻬﺔ*، ﻛﻤﺎ ﻫﻮ ﻣﺘﻮﻗﻊ ﻣﻦ ﺍﻟﺴﻴﺪﺓ {f:7:ﻻﻣﺪﺍﺩﻳﻠﺘﺎ}. ﺇﻧﻬﺎ ﻋﻠﻰ ﻋﻠﻢ ﺑﺘﻄﻮﺭﺍﺕ ﺍﻟﻌﺼﺮ. ""*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*."""
{f:5:Bernkastel},"""ﺇﺫﻫﺒﻲ ﺧﻠﻔﻬﺎ ﺗﻠﻚ ﺍﻟﻄﻔﻠﺔ ﺗﻨﺘﻈﺮﻙِ ﻟﺘﻠﺤﻘﻴﻦ ﺑﻬﺎ."""
{f:5:Beatrice},"""......ﺇﺫﺍً، ﺇﻥ ﺳﻤﺤﺖِ ﻟﻲ."""
{f:5:Beatrice},"""ﺃﺭﺍﻙ ﺇﺫﻥ ﻓﻲ ﺍﻟﻠﻌﺒﺔ ﺍﻟﻘﺎﺩﻣﺔ. *ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ!"""
{f:5:Bernkastel},"""......ﺃﻋﺘﺬﺭ. ﻻ ﻋﻠﻴﻚ ﻣﻦ ﺗﻠﻚ ﺍﻟﻤﺰﻋﺠﺔ ﻻﻣﺪﺍ، """
{f:5:Bernkastel},ﻟﻜﻦ ﻭﺍﻷﻫﻢ ﻣﻦ ﺫﻟﻚ. ﺑﺎﺗﺖ ﺍﻷﻣﻮﺭ ﺃﻛﺜﺮ ﺍﺿﻄﺮﺍﺑًﺎ
{f:5:Bernkastel},"""ﺃﻋﺘﻘﺪﺕُ ﺃﻧﻨﻲ ﻣﺮﺭﺕ ﺑﻨﻬﺎﻳﺎﺕ ﺑﺸﻌﺔ ﺑﺸﻜﻞ ﺧﺎﺹ ﻓﻲ ﻟﻌﺒﺘﻲ ﻣﻊ ﻻﻣﺪﺍ، .........ﻟﻜﻦ ﻫﺬﻩ ﺍﻟﻤﺮﺓ......ﺍﻷﻣﺮ ﻓﻈﻴﻊ ﺑﺸﻜﻞ ﺍﺳﺘﺜﻨﺎﺋﻲ."""
{f:5:Bernkastel},"""...ﻟﻴﺲ ﻛﻤﺎ ﻟﻮ ﺃﻧﻨﻲ ﻻ ﺃﻓﻬﻢ ﺭﻏﺒﺘﻚ ﻓﻲ ﺍﺣﺘﻀﺎﻥ ﺭﻛﺒﺘﻴﻚ ﻭﺇﻏﻼﻕ ﻗﻠﺒﻚ."""
{f:5:Bernkastel},"""ﺇﻥ ﻭﺍﺟﻬﺖ ﻧﻔﺲ ﻫﺬﻩ ﺍﻟﻨﻬﺎﻳﺔ ﺑﻀﻊ ﻣﺮﺍﺕ ﺃﺧﺮﻯ، ﻓﺴﻴﻤﻮﺕ ﻗﻠﺒﻚ ﻗﺒﻞ ﺃﻥ ﺗﺒﻠﻎ ﺍﻟﻤﺌﺔ ﻋﺎﻡ."""
{f:5:Bernkastel},"""......ﻟﻘﺪ ﺭﺃﺕ ﺑﻴـﺎﺗﻮ ﻣﺎ ﺑﺪﺍﺧﻠﻲ، ﻟﺬﺍ ﺳﺄﻋﺘﺮﻑ."""
{f:5:Bernkastel},"""ﺃﻧﺖ ﺍﻵﻥ ﻣﺜﻠﻤﺎ ﻛﻨﺖ ﻓﻲ ﺍﻟﻤﺎﺿﻲ، ﻋﻨﺪﻣﺎ ﻛﻨﺖ ﻣﺤﺘﺠﺰﺓً ﻓﻲ ﻋﺎﻟﻢ ﻻﻣﺪﺍ."""
{f:5:Bernkastel},"""ﻣﻐﻠﻘًﺎ ﻓﻲ ﻣﺘﺎﻫﺔ ﻣﻦ ﺍﻟﻘﺪﺭ ﺍﻟﻘﺎﺳﻲ، ﻣﻌﺬﺑًﺎ ﺑﺤﺴﺐ ﻧﺰﻭﺍﺕ ﺍﻟﺴﺎﺣﺮﺓ."""
{f:5:Bernkastel},"""...ﺃﻧﺎ ﺳﺎﺣﺮﺓ ﻭُﻟﺪﺕ ﻣﻦ ﻫﻨﺎﻙ."""
{f:5:Bernkastel},"""......ﻟﺬﺍ ﺭﺑﻤﺎ ﺃﻛﻮﻥ ﻣﺜﺎﺑﺔ ﺃﺧﺘﻚ ﺍﻟﻜﺒﺮﻯ.""{n} ""ﻟﺬﺍ ﻗﺮﺭﺕ ﺃﻥ ﺃﻗﺪّﻡ ﻟﻚ ﻗﻮﺗﻲ."""
{f:5:Bernkastel},"""ﻭﻣﻊ ﺫﻟﻚ، ...........ﺣﺘﻰ ﻣﻘﺎﺭﻧﺔً ﺑﻤﺼﻴﺮﻱ، ......ﻣﺼﻴﺮﻙ ﻫﻮ... ﻣﺄﺳﺎﻭﻱ ﻟﻠﻐﺎﻳﺔ."""
{f:5:Bernkastel},"""ﻻ ﺃﻛﺘﻔﻲ ﻓﻘﻂ ﺑﺎﻟﺘﻌﺎﻃﻒ ﻣﻌﻚ، ﺑﻞ ﺃﺟﺪ ﻧﻔﺴﻲ ﻋﻠﻰ ﻭﺷﻚ ﺍﻟﺒﻜﺎﺀ ﺑﺴﺒﺐ ﻣﺼﻴﺮﻙ ﺍﻟﻤﺄﺳﺎﻭﻱ."""
{f:5:Bernkastel},ﻟﻜﻦ ﻣﻦ ﻓﻀﻠﻚ، ﻻ ﺗﻔﻘﺪ ﺍﻷﻣﻞ.{n}ﻣﻦ ﻓﻀﻠﻚ، ﻻ ﺗﺴﺘﺴﻠﻢ ﻟﺒﻴـﺎﺗﻮ ﻣﻬﻤﺎ ﻛﺎﻥ.
{f:5:Bernkastel},"""ﻟﻌﺒﺘﻬﺎ ﻏﻴﺮ ﻋﺎﺩﻟﺔ ﺗﻤﺎﻣًﺎ."""
{f:5:Bernkastel},""" ﻷﻧﻲ ﻗﺪ ﺃﻟﻘﻴﺖ ﻧﻈﺮﺓ ﻋﻠﻰ ﺭﻗﻌﺔ ﻟﻌﺒﻬﺎ، ﻭﻭﺟﺪﺕ ﺃﻥ ﺣﻴﻠﻬﺎ ﻗﺎﺳﻴﺔ ﻭﻣﺎﻛﺮﺓ ﺟﺪًﺍ، ﻭﺍﻟﺤﻴﻞ ﺍﻟﺒﺼﺮﻳﺔ ﻗﺬﺭﺓ ﺇﻟﻰ ﺩﺭﺟﺔ ﺭﺑﻤﺎ ﺗﺘﻔﻮﻕ ﻋﻠﻰ ﺭﻗﻌﺔ ﻟﻌﺐ {f:7:ﻻﻣﺪﺍﺩﻳﻠﺘﺎ}."""
{f:5:Bernkastel},ﻭﻣﺎ ﻫﻮ ﺃﻛﺜﺮ ﺭﻋﺒًﺎ ﻫﻮ ﺃﻧﻪ ﻋﻨﺪﻣﺎ ﺗﺤﺮﻙ ﺗﻠﻚ ﺍﻟﻄﻔﻠﺔ ﻗﻄﻌﺔ، ﻻ ﺗﺒﺪﻭ ﺃﻧﻬﺎ ﺩﺍﺋﻤًﺎ ﻣﺎ ﺗﺨﺘﺎﺭ ﺍﻟﺤﺮﻛﺔ ﺍﻷﻓﻀﻞ.
{f:5:Bernkastel},ﻭﻫﻨﺎ ﺗﻜﻤﻦ ﺍﻻﺧﺘﻼﻓﺎﺕ ﺍﻟﻜﺒﻴﺮﺓ ﺑﻴﻨﻬﺎ ﻭﺑﻴﻦ ﻻﻣﺪﺍ.{n}ﺗﺴﺘﺨﺪﻡ ﻻﻣﺪﺍ ﺩﺍﺋﻤًﺎ ﻋﺪﺩًﺍ ﻫﺎﺋﻼً ﻣﻦ ﺍﻟﻘﻄﻊ ﻭﺗﺨﺘﺎﺭ ﺃﻓﻀﻞ ﺍﻟﺤﺮﻛﺎﺕ ﺍﻟﻤﻤﻜﻨﺔ، ﺑﻬﺪﻑ ﺍﻟﻔﻮﺯ.
{f:5:Bernkastel},"""ﻟﻜﻦ ﺑﻴـﺎﺗﻮ ﺗﺘﺴﺎﻫﻞ ﺃﺣﻴﺎﻧًﺎ ﻋﻦ ﻗﺼﺪ."""
