Speaker,Arabic (AR)
Ushiromiya Maria,"""ﺧﻴﺎﻟﻚ ﻻ ﻳﺰﺍﻝ ﺿﺒﺎﺑﻴًﺎ ﻟﻠﻐﺎﻳﺔ. ﻻ ﺣﺮﺍﺭﺓ ﻭﻻ ﺭﻳﺢ. ﻭﻻ ﺣﺘﻰ ﺭﺍﺋﺤﺔ. ﺇﻧّﻪ ﻋﺎﻟﻢٌ ﺿﻌﻴﻒٌ ﺟﺪًﺍ. ......ﻻ ﺑﺄﺱ، ﺳﻨﺆﺟﻞ ﻫﺬﺍ ﻟﻮﻗﺖ ﻻﺣﻖ. ﻭﻟﻜﻦ ﺣﺎﻟﻴًﺎ، ...ﻋﻠﻴﻚ ﺗﺨﻴﻞ ﻓﺮﺍﻍٍ ﺃﻭﺳﻊ."""
Sakutarou,‘ﺃﻭﺭﻳﻮﻭ. ......ﻟﻤﺎﺫﺍ ﻧﺤﺘﺎﺝ ﺇﻟﻰ ﺗﺨﻴﻞ ﻓﺮﺍﻍٍ ﺷﺎﺳﻊ ﻳﺎ ﻣﺎﺭﻳﺎ؟’
Ushiromiya Maria,"""ﻳﻤﻠﻚ ﺍﻟﺒﺸﺮ ﻣﻨﺬ ﻭﻻﺩﺗﻬﻢ ﺳﻤًﺎ ﻣﻘﺎﻭﻣًﺎ ﻟﻠﺴﺤﺮ. ﻟﻬﺬﺍ ﻟﻦ ﻧﺴﺘﻄﻴﻊ ﺍﺳﺘﺨﺪﺍﻣﻪ ﻣﺎ ﻟﻢ ﻧُﻄﻬﺮ ﺫﻟﻚ ﺍﻟﺴﻢ ﺃﻭﻻً. ...ﻣﻦ ﺃﻧﺠﺢ ﺍﻟﻮﺳﺎﺋﻞ ﻟﻔﻌﻞ ﺫﻟﻚ ﻫﻲ ﺗﺨﻴﻞ ﻓﺮﺍﻍٍ ﺷﺎﺳﻊ."""
Ushiromiya Ange,""".........ﻟﻠﺘﻮ ﺗﺨﻴﻠﺖ ﺍﻟﻌﺎﻟﻢ ﻛﻤﺎ ﻳُﺮﻯ ﻣﻦ ﻧﺎﻓﺬﺓ ﻃﺎﺋﺮﺓ، ﻟﻜﻦ ﻫﺬﺍ ﺩﻭﻥ ﺟﺪﻭﻯ. ......ﻻ ﺃﺳﺘﻄﻴﻊ ﺗﺨﻴﻞ ﻋﺎﻟﻢٍ ......ﺃﻭﺳﻊ ﻣﻦ ﻫﺬﺍ."""
Sakutarou,‘ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﺎﻟﺔ، ﻳﻨﺒﻐﻲ ﻋﻠﻴﻚ ﻳﺎ ﻣﺎﺭﻳﺎ ﺇﻃﻼﻉ ﺇﻧﺠﻲ ﻋﻠﻰ ﻋﺎﻟﻤﻚ ﺍﻟﻮﺍﺳﻊ...! ﺃﻻ ﺗﻈﻨﻴﻦ ﺃﻥ ﺫﻟﻚ ﺳﻴﺠﻌﻞ ﺍﻷﻣﺮ ﺳﻬﻼً ﻋﻠﻴﻬﺎ؟ ﺃﻭﺭﻳﻮﻭ!’
Ushiromiya Ange,"""......ﻣﻌﻚ ﺣﻘًﺎ. ﻏﻴﺮ ﺃﻧّﻲ ﺃﺷﻌﺮ ﺑﺎﻟﻔﻀﻮﻝ ﻋﻦ ﻧﻮﻋﻴﺔ ﺍﻟﻌﺎﻟﻢ ﺍﻟﺬﻱ ﺗﺘﺨﻴﻠﻪ ﺃﺧﺘﻲ ﻋﻨﺪﻣﺎ ﺗﺴﺘﺨﺪﻡ ﺍﻟﺴﺤﺮ. ...ﺳﺄﺳﺘﺨﺪﻣﻪ ﻛﻤﺮﺟﻊ."""
Ushiromiya Maria,"""ﺃﻭﻭ، ﻫﺬﺍ ﻟﻦ ﻳﺠﺪﻱ. ﻳﺠﺐ ﺃﻥ ﻳﻜﻮﻥ ﺍﻟﻌﺎﻟﻢ ﺍﻟﻌﻘﻠﻲ ﺷﺎﺳﻌًﺎ ﻭﺧﺎﺻًﺎ. ﻋﺎﻟﻢ ﻓﺎﺭﻍ ﺇﻻ ﻣﻦ ﺳﻮﺍﻙِ."""
Ushiromiya Maria,"""......ﻟﻦ ﻳﻜﻮﻥ ﻋﺎﻟﻤًﺎ ﺧﺎﺻًﺎ ﺇﺫﺍ ﻣﺎ ﺃﺧﺒﺮﺕ ﺑﻪِ ﺷﺨﺼًﺎ ﻣﺎ. ﻟﺬﺍ ﺍﺣﺬﺭﻱ ﺃﻥ ﺗﻜﺸﻔﻴﻪ ﻷﻱ ﺷﺨﺺٍ ﻛﺎﻥ. ﺇﺫﺍ ﻧﺠﺤﺖِ ﻓﻲ ﺗﺨﻴﻞ ﻋﺎﻟﻤﻚ ﺍﻟﻌﻘﻠﻲ، ﻓﻌﻠﻴﻚ ﺍﻻﺣﺘﻔﺎﻅ ﺑﻪ ﺳﺮًﺍ ﻟﻨﻔﺴﻚ ﻓﺤﺴﺐ."""
Sakutarou,‘ﺃﻭﺭﻳﻮﻭ... ﻣﺎﺭﻳﺎ ﺑﺨﻴﻠﺔ...’
Ushiromiya Ange,"""ﺷﻜﺮًﺍ ﻟﻚ ﻳﺎ ﺳﺎﻛﻮﺗﺎﺭﻭ. ﻳﺒﺪﻭ ﺃﻥ ﻻ ﺍﺧﺘﺼﺎﺭ ﻓﻲ ﺍﻟﺘﺪﺭﻳﺐ. ......ﻻ ﺑﺄﺱ، ﺳﺄﺑﺬﻝ ﻗﺼﺎﺭﻯ ﺟﻬﺪﻱ. ﻛﻤﺎ ﺃﻧﻲ ﺣﺼﻠﺖ ﻋﻠﻰ ﻋﺪﺓ ﺗﻠﻤﻴﺤﺎﺕ."""
Sakutarou,‘ﺃﻭﺭﻳﻮﻭ...! ﺍﺑﺬﻟﻲ ﻣﺎ ﺑﻮﺳﻌﻚ ﻳﺎ ﺇﻧﺠﻲ...!’
,ﻛﻨﺖ ﻻ ﺃﺭﻯ ﺧﻼﺻﻲ ﺑﺸﻲﺀ ﻣﺜﻞ ﺍﻟﺴﺤﺮ ﺃﺑﺪًﺍ.{n}ﻓﻼ ﻭﺟﻮﺩ ﻟﻪ ﻓﻲ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ ﺃﺻﻼً.{n}ﻻ ﻳﻨﺒﻐﻲ ﺃﻥ ﻳﻜﻮﻥ ﺇﻻ ﻣﺤﺾ ﺧﻴﺎﻻﺕ ﻭﺃﻭﻫﺎﻡ ﻭﺃﺣﻼﻡ ﻳﻘﻈﺔ.
,......ﻭﻟﻜﻦ ﺃﺧﺘﻲ ﻣﺎﺭﻳﺎ ﺃﺭﺗﻨﻲ ﻛﻴﻒ ﺃﻣﻜﻨﻬﺎ ﻣﻠﺆ ﻋﺎﻟﻤﻬﺎ ﺑﺎﻟﺴﻌﺎﺩﺓ ﺑﺎﺳﺘﺨﺪﺍﻡ ﻗﻮﻯ ﻣﺴﺘﺤﻴﻠﺔ ﻋﻠﻲ.
,ﺍﻋﺘﺪﺕ ﺃﻥ ﺃﻧﻈﺮ ﺇﻟﻰ ﺗﻠﻚ ﺍﻟﺴﻌﺎﺩﺓ ﺑﺎﺯﺩﺭﺍﺀ ﻛﺸﻲﺀٍ ﻓﺎﺭﻍ.
,......ﻭﻷﻧﻲ ﻟﻢ ﺃﻭﻣﻦ ﺑﺎﻟﺴﺤﺮ، ﻓﻘﺪ ﺃﻧﻜﺮﺕ ﺃﻳﻀًﺎ ﻛﻞ ﻣﺎ ﻟﻪ ﻋﻼﻗﺔ ﺑﻪ، ﺭﻓﻀﺖ ﺣﺘﻰ ﺍﻹﻳﻤﺎﻥ ﺑﺎﻟﺴﻌﺎﺩﺓ ﺍﻟﺘﻲ ﺍﻭﻟﺪﻫﺎ ﺍﻟﺴﺤﺮ.
,ﻟﻜﻦ ﺷﻴﺌًﺎ ﻓﺸﻴﺌًﺎ، ﺃﺻﺒﺢ ﻋﺎﻟﻢ ﺃﺧﺘﻲ ﻣﺎﺭﻳﺎ ﺃﻛﺜﺮ ﺳﻌﺎﺩﺓ.
,ﻛﻨﺖ ﻓﻴﻤﺎ ﻣﻀﻰ ﺃﻧﻈﺮ ﺇﻟﻰ ﺍﻷﻣﺮ ﺑﺎﺳﺘﺨﻔﺎﻑٍ ﻭﺷﻔﻘﺔٍ.
,ﻟﻜﻦ... ﺭﺑﻤﺎ ﻛﺎﻥ ﺫﻟﻚ ﻧﺘﺎﺝ ﻏﻴﺮﺓٍ ﻻ ﺃﻛﺜﺮ.{n}ﻓﻔﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﺗﺤﺘﻢ ﻋﻠﻲّ ﺍﻻﻋﺘﺮﺍﻑ ﺑﺤﻘﻴﻘﺔ ﺫﻟﻚ.
,ﻭﻫﺎ ﺃﻧﺎ ﺃﺧﻄﻮ ﺧﻄﻮﺗﻲ ﺍﻷﻭﻟﻰ ﻓﻲ ﺑﺤﺜﻲ ﻋﻦ ﺍﻟﺴﻌﺎﺩﺓ ﺍﻟﻤﻨﺸﻮﺩﺓ...
,ﻓﺮﺍﻍٌ ﺷﺎﺳﻊٌ. ﺭﻳﺎﺡٌ ﺟﺎﻓﺔ ﺗﻬﺐّ ﺩﻭﻧﻤﺎ ﻋﺎﺋﻖ.{n}......ﻋﻠﻲّ ﺍﻟﺸﻌﻮﺭ ﺑﻬﺒﻮﺏ ﺍﻟﺮﻳﺎﺡ ﻣﻦ ﺑﻴﻦ ﺛﻨﺎﻳﺎ ﺷﻌﺮﻱ.
,......ﺣﺘﻰ ﺍﻷﺭﺽ ﺗُﺸﻜﻞ ﻋﻘﺒﺔً.
,ﻟﺬﺍ ﻻ ﺣﺎﺟﺔ ﻟﻲ ﺑﻬﺎ.
,............ﻻ ﺑﺪّ ﻟﻲ ﻣﻦ ﺩﻓﻌﻬﺎ ﺇﻟﻰ ﺍﻷﺳﻔﻞ ﺑﻌﻴﺪًﺍ.
,ﺃﻭ ﺑﻤﻌﻨﻰ ﺁﺧﺮ، ......ﻋﻠﻲّ ﺃﻥ ﺃﻃﻔﻮ ﺇﻟﻰ ﺍﻷﻋﻠﻰ ﺑﻌﻴﺪًﺍ ﻋﻨﻬﺎ.
,ﺑﻌﺪ ﺃﻥ ﺍﺑﺘﻌﺪﺕ ﻋﻦ ﺍﻷﺭﺽ ﺃﺑﻌﺪ ﻓﺄﺑﻌﺪ، ... ﺃﺻﺒﺤﺖُ ﺃﺑﺼﺮﻫﺎ ﺿﺒﺎﺑﻴﺔ ﻭﺑﺎﻫﺘﺔ، ﻭﻟﻠﻤﺮﺓ ﺍﻷﻭﻟﻰ، ...ﺷﻌﺮﺕ ﺑﺎﻟﺴﻤﺎﺀ.
,.........ﻟﺤﻈﺘﻬﺎ، ﺃﺩﺭﻛﺖ ﺣﺠﻢ ﺍﺗﺴﺎﻋﻬﺎ.
,ﻋﻨﺪﻫﺎ، ﺷﻌﺮﺕ ﺑﺮﻳﺢٍ ﻗﻮﻳﺔٍ ﺗﻤﺮ ﻋﺒﺮ ﺟﺴﺪﻱ، ...ﺗﻬﺐّ ﻣﻦ ﺧﻼﻟﻲ ﺩﻭﻥ ﻣﻘﺎﻭﻣﺔ.
Ushiromiya Maria,""".................................... ......ﺃﺣﺴﻨﺖ. ﺣﺎﻓﻈﻲ ﻋﻠﻰ ﻫﺬﺍ ﺍﻹﺣﺴﺎﺱ"""
Ushiromiya Ange,"""......ﻧﻌﻢ، ﻓﻬﻤﺖ. ......ﺃﺷﻌﺮ ﺃﻧﻨﻲ...ﺗﺤﺮﺭﺕ ﻣﻦ ﻛﻞ ﻣﺎ ﻛﺎﻥ ﻳﻘﻴﺪﻧﻲ."""
Sakutarou,‘ﻟﻘﺪ ﻓﻌﻠﺘﻬﺎ ﻳﺎ ﺇﻧﺠﻲ...! ﻟﻘﺪ ﺧﻄﻮﺕِ ﺧﻄﻮﺗﻚ ﺍﻷﻭﻟﻰ ﻓﻲ ﻋﺎﻟﻢ ﺍﻟﺴﺎﺣﺮﺍﺕ...!’
Ushiromiya Ange,"""..................ﺃﻫﺬﺍ ﻫﻮ...ﻋﺎﻟﻢ ﺍﻟﺴﺎﺣﺮﺍﺕ......?"""
Ushiromiya Maria,"""ﻧﻌﻢ. ﻫﻴﺎ ﻟﻨﺒﺪﺃ ﺍﻷﻥ ﻓﻲ ﻣﻤﺎﺭﺳﺔ ﺍﻟﺴﺤﺮ ﺍﻟﺬﻱ ﺗﻤﻨﻴﺘﻪ ﺩﻭﻣًﺎ ﻳﺎ ﺇﻧﺠﻲ. .........ﺳﺤﺮٌ ﻳﺴﺘﺪﻋﻲ ﺍﻷﺻﺪﻗﺎﺀ. ......ﻭﻳﺨﻠﻖ ﺍﻟﺮﻓﺎﻕ ﺍﻟﺬﻳﻦ ﺳﻴﺨﻠﺼﻮﻧﻚ ﻣﻦ ﻭﺣﺪﺗﻚ ﻭﻳﺠﻠﺒﻮﻥ ﻟﻚ ﺍﻟﺴﻌﺎﺩﺓ."""
Sakutarou,‘ﻫﻞ ﻳﻤﻜﻦ ﻹﻧﺠﻲ ﺃﻳﻀًﺎ ﺍﺳﺘﺪﻋﺎﺀ ﺃﺻﺪﻗﺎﺀ ﻣﺜﻠﻲ؟! ﺃﻭﺭﻳﻮﻭ-ﺃﻭﺭﻳﻮﻭ!’
Ushiromiya Maria,"""......ﻻ ﻳﺰﺍﻝ ﻣﺒﻜﺮًﺍ ﺟﺪًﺍ ﻋﻠﻰ ﺇﻧﺠﻲ ﺃﻥ ﺗﺨﻠﻖ ﺃﺻﺪﻗﺎﺀ ﻣﺜﻠﻚ ﻣﻦ ﺑﺤﺮ ﺍﻟﻌﺪﻡ. ......ﻓﻠﻨﺒﺪﺃ ﺃﻭﻻً ﻓﻲ ﺍﻟﺘﺪﺭﺏ ﻋﻠﻰ ﺃﺻﺪﻗﺎﺀ ﻳﺴﻬﻞ ﺍﺳﺘﺪﻋﺎﺅﻫﻢ."""
Ushiromiya Ange,"""..................... ...ﺑﻤﻦ ﺳﻨﺒﺪﺃ...?"""
Ushiromiya Maria,"""ﻷﻧﻚ ﻳﺎ ﺇﻧﺠﻲ ﺳﺎﺣﺮﺓٌ ﻣﻦ ﻣﺎﺭﻳﺎﺝ ﺳﻮﺭﺳﻴﻴﺮ، ﻓﻤﺴﻤﻮﺡٌ ﻟﻚ ﺍﺳﺘﺨﺪﺍﻡ ﻛﻞ ﺍﻟﻜﺎﺋﻨﺎﺕ ﺍﻟﺨﺎﺿﻌﺔ ﺗﺤﺖ ﺗﺼﺮﻑ ﺳﺎﺣﺮﺍﺕ ﺍﻟﺘﺤﺎﻟﻒ."""
Ushiromiya Maria,"""......ﻣﺜﻼً، ﺳﺎﻛﻮﺗﺎﺭﻭ ﺻﺪﻳﻘﻲ ﺃﻧﺎ، ﻟﻜﻨّﻪ ﺻﺪﻳﻘﻚ ﺃﻳﻀًﺎ ﻭﻳﻤﻜﻨﻚ ﺍﺳﺘﺨﺪﺍﻣﻪ ﺑﻤّﺎ ﺃﻧﻚ ﻣﻦ ﻧﻔﺲ ﺍﻟﺘﺤﺎﻟﻒ. ......ﺃﺗﺮﻳﺪﻳﻦ ﺗﺠﺮﺑﻪ ﺍﺳﺘﺪﻋﺎﺋﻪ ﻳﻮﻣًﺎ ﻣﺎ? ﻋﻨﺪﻣﺎ ﺗﻤﺮﻳﻦ ﺑﺄﺣﺪ ﺗﻠﻚ ﺍﻷﻳﺎﻡ ﺍﻟﺼﻌﺒﺔ ﻭﺍﻟﻮﺣﻴﺪﺓ، ﺟﺮﺑﻲ ﺍﺳﺘﺪﻋﺎﺋﻪ، ﺃﻧﺎ ﻣﺘﺄﻛﺪﺓ ﻣﻦ ﺃﻥ ﺳﺎﻛﻮﺗﺎﺭﻭ ﺳﻮﻑ ﻳُﺒﻬﺠﻚ."""
,ﻓﻬﻤﺖ. ﺳﺎﻛﻮﺗﺎﺭﻭ ﻣﺨﻠﻮﻕ ﺗﺤﺖ ﺗﺼﺮﻑ ﺃﺧﺘﻲ ﻣﺎﺭﻳﺎ.
,ﻭﺑﺼﻔﺘﻲ ﺳﺎﺣﺮﺓ ﻓﻲ ﻧﻔﺲ ﺗﺤﺎﻟﻔﻬﺎ، ﻓﻤﺴﻤﻮﺡٌ ﻟﻲ ﺍﺳﺘﺪﻋﺎﺋﻪ ﺃﻳﻀًﺎ......
,ﻧﻈﺮﺕ ﺇﻟﻰ ﻋﻴﻨﻲ ﺳﺎﻛﻮﺗﺎﺭﻭ.
,......ﻛﻢ ﺳﻴﻜﻮﻥ ﻣﻤﺘﻌًﺎ ﻭﺟﻮﺩﻩ ﺑﺠﺎﻧﺐ ﻭﺳﺎﺩﺗﻲ، ﻳﺴﻠﻴﻨﻲ ﺑﺎﻟﺤﺪﻳﺚ ﻓﻲ ﻟﻴﺎﻟﻲ ﻭﺣﺪﺗﻲ.
Ushiromiya Ange,"""......ﺇﺫﺍ ﻧﺎﺩﻳﺖ ﻋﻠﻴﻚ، ......ﻓﻬﻞ ﺳﺘﻈﻬﺮ ﻭﺗﺘﺤﺪﺙ ﻣﻌﻲ......?"""
Sakutarou,‘ﺃﻭﺭﻳﻮﻭ! ﺃﻧﺎ ﻣﺘﺸﻮﻕٌ ﺣﻘًﺎ ﻟﻠﺤﻈﺔ ﺍﻟﺘﻲ ﺗﺴﺘﺪﻋﻴﻨﻲ ﻓﻴﻬﺎ! ﺃﻭﺭﻳﻮﻭ-ﺃﻭﺭﻳﻮﻭ-ﺃﻭﺭﻳﻮﻭ!’
,ﺑﺪﺍ ﺳﻜﻮﺗﺎﺭﻭ ﺳﻌﻴﺪًﺍ ﻭﺍﺧﺬ ﻳﻔﺮﻙ ﺭﺃﺳﻪ ﻋﻠﻲ ﻛﻤﺎ ﺗﻔﻌﻞ ﺍﻟﻘﻄﻂ.
,ﺃﻥ ﺃﺣﻈﻰ ﻓﺠﺄﺓ ﺑﺄﺥٍ ﺻﻐﻴﺮ ﻣﺜﻠﻪ......ﺃﺷﻌﺮﻧﻲ ﺑﺨﻠﻴﻂ ﻣﺸﺎﻋﺮ ﻣﻦ ﺍﻟﺤﻴﺮﺓ ﻭﺍﻟﺤﺮﺝ ﻭﺍﻟﺴﻌﺎﺩﺓ.
,.........ﻟﻢ ﺃﻓﻬﻢ ﺳﺒﺐ ﺭﻓﻀﻲ ﻟﻬﺬﻩ ﺍﻟﻤﺸﺎﻋﺮ ﻗﺒﻼً، ﻓﺸﻌﺮﺕ ﺑﺎﻟﺪﻣﻮﻉ ﺗﺘﺠﻤﻊ ﻓﻲ ﻋﻴﻨﺎﻱ.
Ushiromiya Ange,"""ﺣﺴﻨًﺎ. ......ﺳﺄﺑﺬﻝ ﻛﻞ ﻣﺎ ﺑﻮﺳﻌﻲ ﻳﺎ ﺃﺧﺘﻲ."""
Ushiromiya Maria,"""ﺇﺫًﺍ ﻟﻨﺠﺮﺏ ﺍﻟﺘﺪﺭﺏ. .........ﻟﻨﺠﺮﺏ ﺍﺳﺘﺪﻋﺎﺀ ﺃﺛﺎﺙ ﺳﺎﺣﺮﺓ ﻣﻦ ﻧﻔﺲ ﺍﻟﺘﺤﺎﻟﻒ -{f:7:ﺑﻴﺎﺗﺮﻳﺲ}."""
Ushiromiya Ange,"""............ﺃﺛﺎﺙ....{f:7:ﺑﻴﺎﺗﺮﻳﺲ}."""
,ﺍﻧﺘﺒﺎﻧﻲ ﺷﻌﻮﺭٌ ﻏﺮﻳﺐ ﻋﻨﺪﻣﺎ ﺳﻤﻌﺖ ﺍﺳﻢ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}.
,ﻋﻨﺪﻣﺎ ﺗﻄﺮﺃ ﺟﺮﻳﻤﺔ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ ﻓﻲ ﺃﺫﻫﺎﻥ ﺍﻟﻨﺎﺱ، ﻓﺄﻭﻝ ﻣﺎ ﻳﺘﻨﺎﻗﻠﻮﻧﻪ ﺑﺤﻤﺎﺱ ﻫﻮ ﺃﻧّﻬﺎ ﺟﺮﻳﻤﺔ ﻧﻔﺬﺗﻬﺎ ﺳﺎﺣﺮﺓ ﻭﻓﻘًﺎ ﻟﻄﻘﻮﺱ ﻗﺮﺍﺑﻴﻦ.
,......ﺗﻠﻚ ﺍﻟﺴﺎﺣﺮﺓ ﻫﻲ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}.
,{i:ﺇﺫﺍ} ﻛﺎﻧﺖ ﺍﻟﺴﺎﺣﺮﺓ ﻫﻲ ﻓﻌﻼً ﻣﻦ ﺍﺭﺗﻜﺒﺖ ﻫﺬﻩ ﺍﻟﺠﺮﻳﻤﺔ، ......ﻓﻬﺬﺍ ﺳﻴﺠﻌﻠﻬﺎ ﺍﻟﺠﺎﻧﻴﺔ ﺍﻟﺘﻲ ﺳﻠﺒﺘﻨﻲ ﻋﺎﺋﻠﺘﻲ.
,ﻭﻟﻜﻦ ﺃﺧﺘﻲ ﻣﺎﺭﻳﺎ ﻗﺎﻟﺖ ﺃﻥ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻫﻲ ﺳﺎﺣﺮﺓ ﻃﻴﺒﺔ.
,ﺳﺘﻐﻀﺐ ﻣﻨﻲ ﺇﻥ ﻛﻨﺖ ﺃﺣﻤﻞ ﻣﺸﺎﻋﺮ ﻋﺪﺍﺋﻴﺔ ﺿﺪﻫﺎ، ﻣﻤﺎ ﻳﺆﺩﻱ ﺑﻨﺎ ﺇﻟﻰ ﺧﺼﺎﻡٍ ﺑﻐﻴﺾ ﻧﺘﺎﺟﻪ ﺭﻓﺾ ﺍﻟﺘﺤﺪﺙ ﻣﻌﻲ ﻟﻔﺘﺮﺓ.
