Speaker,Arabic (AR)
,ﺃﺩﺭﻛﺖُ ﺃﻧّﻨﻲ، ﻣﻦ ﻓﻀﻮﻟﻲ ﺍﻷﺣﻤﻖ، ﻓﻌﻠﺖُ ﻣﺎ ﻻ ﻳﺤﻤﺪ ﻋﻘﺒﺎﻩ.
,ﻣﻬﻤﺎ ﻋﺒﺮﺕ ﻋﻦ ﻧﺪﻣﻲ، ﻭﺍﻋﺘﺬﺭﺕ...{n}ﻟﻦ ﺗﻌﻮﺩ...
,ﻗﺪ ﻳﻮﺑﺨﻨﻲ ﺟﺪﻱ.{n}ﻭﺭﺑّﻤﺎ ﺑﺸﺪّﺓ ﺑﺎﻟﻐﺔ.
,ﻟﺬﺍ ﺃﺟﻬﺸﺖ ﺑﺎﻟﺒﻜﺎﺀ ﺧﺎﺋﻔﺔ...
,ﺣﻴﻨﻬﺎ، ﻻﺣﻈﺖ ﺷﻴﺌﺎ... ﺟﻤﻴﻼ. ﻓﺮﺍﺷﺎﺕ ﺫﻫﺒﻴﺔ ﺗﺘﺮﺍﻗﺺ ﺑﺨﻔﺔ...ﺗﻘﺘﺮﺏ ﻣﻨﻲ.
,ﺗﺘﺠﻤّﻊ، ﻭﺍﺣﺪﺓ ﺗﻠﻮ ﺍﻷﺧﺮﻯ، ﻣﺘﺮﻗﺮﻗﺔ ﺑﻤﺴﺤﻮﻕ ﺫﻫﺒﻲ ﺧﻴﺎﻟﻲ.
,ﺁﻩ، ﺇﻧّﻬﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}.{n}ﻭﺻﻠﺖ ﺑﻴﺎﺗﺮﻳﺲ، ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺬﻫﺒﻴﺔ ﺍﻟﻤﻮﺛﻮﻗﺔ.
,ﺗﻜﺘﻠﺖ ﺍﻟﻔﺮﺍﺷﺎﺕ، ﻭﻫﻨﺎﻙ، ﺗﺠﻠﻰ ﺷﻜﻠﻬﺎ...
,ﻟﻄﺎﻟﻤﺎ ﻇﻬﺮﺕ ﻣﻦ ﺃﺟﻠﻲ.{n}ﻛﻠﻤﺎ ﻭﻗﻌﺖ ﻓﻲ ﻣﺸﻜﻠﺔ، ﺗﺄﺗﻲ ﻭﺗﻨﻘﺬﻧﻲ.
,"""ﻳﻮﻡٌ ﺳﻌﻴﺪٌ ﻟﻚِ، ﺃﻳّﺘﻬﺎ ﺍﻷﻣﻴﺮﺓ."""
,"""{f:7:ﺑﻴﺎﺗﺮﻳﺲ}! ...ﺃﻭﻭﻩ، ﻫﻲﺀ، ﻫﻲﺀ...!"""
,"""ﺁﻩ، ﻳﺎ ﺇﻟﻬﻲ... ﻟﻢَ ﺗﺒﻜﻴﻦ ﻓﻲ ﻳﻮﻡ ﻣﺜﺎﻟﻲ ﻟﺤﻔﻠﺔ ﺷﺎﻱ ﻛﻬﺬﻩ، ﻳﺎ ﺃﻣﻴﺮﺗﻲ...؟"""
,"""ﻛﺴﺮﺕ ﻣﺰﻫﺮﻳﺔ ﺟﺪﻱ ﺍﻟﺜﻤﻴﻨﺔ... ﺁﻩ، ﺳﻴﻐﻀﺐ ﻣﻨﻲ ﺟﺪﻱ. ...ﻻ ﺃﻋﺮﻑ ﻣﺎﺫﺍ ﺃﻓﻌﻞ... ﻫﻲﺀ ..."""
,"""ﻫﺬﺍ ﻣﻘﻠﻖ ﺑﺎﻟﻔﻌﻞ. ﺃﻋﺘﻘﺪ ﺃﻥّ ﺍﻟﺴﻴﺪ ﺍﻋﺘﺰ ﺑﻬﺬﻩ ﺍﻟﻤﺰﻫﺮﻳﺔ ﺑﺸﻜﻞ ﺧﺎﺹ. ...ﻫﻮﻫﻮﻫﻮ، ﺣﺘﻰ ﺃﻧﺎ ﺃﺭﺗﻌﺐ ﻣﻦ ﺍﻟﺘﻔﻜﻴﺮ ﻓﻲ ﻣﺎ ﺳﺘﻨﺎﻟﻴﻨﻪ ﻣﻦ ﻋﻘﺎﺏ."""
,ﻛﺎﻥ ﺟﺪﻱ ﺷﺨﺼﺎ ﻣﺨﻴﻔﺎ ﺟﺪﺍ.
,ﻭﺇﺫﺍ ﺃﻣﺮﻙ ﺑﺸﻲﺀ ﻭ ﻓﺸﻠﺖ ﻓﻲ ﺍﺗّﺒﺎﻋﻪ، ﻳﻐﻀﺐ ﻏﻀﺒﺎ ﻳﺠﻌﻞ ﺣﺘّﻰ ﻣﻦ ﻓﻲ ﻗﺎﻉ ﺍﻟﺠﺤﻴﻢ ﻳﺮﺗﺠﻒ.
,ﻛﻨﺖُ ﺃﻋﺮﻑ ﺫﻟﻚ ﺟﻴّﺪًﺍ، ﻭﻟﻬﺬﺍ ﻟﻢ ﺃﺳﺘﻄﻊ ﺳﻮﻯ ﺍﻻﺭﺗﺠﺎﻑ ﻫﻜﺬﺍ ﻭﺍﻟﺒﻜﺎﺀ...
,"""ﻻ ﺃﻣﻠﻚ ﻣﺎ ﻳﻤﻜﻨﻪ ﺍﺳﺘﻌﺎﺩﺓ ﺩﻣﻮﻋﻚ ﺍﻟﻤﻨﻬﻤﺮﺓ، ﻳﺎ ﺃﻣﻴﺮﺓ، ﻭﻟﻜﻦ ﻟﻮ ﺃﺭﺩﺕ ﺳﺤﺮﺍ ﻳﻤﻨﻊ ﺍﻟﺴﻴﺪ ﻣﻦ ﺗﻮﺑﻴﺨﻚ، ﺭﺑﻤﺎ ﺃﻋﻤﻞ ﺷﻴﺌﺎ ﻣﺎ."""
,"""ﺣـ-ﺣﻘًﺎ؟"""
,"""ﻣﻨﺒﻊ ﺍﻟﻘﻮﺓ ﺍﻟﺴﺤﺮﻳﺔ ﻫﻮ ﺍﻹﻳﻤﺎﻥ،  ﻟﺬﺍ ﺁﻣﻨﻲ ﺑﻘﻮﺗﻲ ﻳﺎ ﺃﻣﻴﺮﺓ... ﻟﻦ ﺗﻈﻬﺮ ﺍﻟﻤﻌﺠﺰﺍﺕ ﺇﻻ ﺃﻣﺎﻡ ﻣﻦ ﻳﺆﻣﻦ."""
,"""ﺃﻧﺎ... ﺃﻭﻣﻦ... ﺃﻭﻣﻦ ﺑﺴﺤﺮﻙ ﻳﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}.  ﻟﺬﺍ ﻣﻦ ﻓﻀﻠﻚ، ﺃﺻﻠﺤﻲ ﻫﺬﻩ ﺍﻟﻤﺰﻫﺮﻳﺔ. ﺃﺭﺟﻮﻙ...!"""
,"""ﺇﻥ ﻛﺎﻥ ﻫﺬﺍ ﻣﻄﻠﺒﻚ، ﻳﺎ ﺃﻣﻴﺮﺓ. ...ﻓﺪﻋﻲ ﺍﻷﻣﺮ ﻟﻲ."""
,ﻣﺪّﺕ ﺍﻟﺴﺒﺎﺑﺔ، ﻓﻬﺒﻄﺖ ﻓﺮﺍﺷﺔ ﺫﻫﺒﻴّﺔ ﺑﺮﻓﻖ ﻫﻨﺎﻙ، ﻭﺗﺤﻮّﻟﺖ ﺇﻟﻰ ﻋﺼﺎﻫﺎ ﺍﻟﺴﺤﺮﻳّﺔ ﺍﻟﻤﻔﻀّﻠﺔ.
,ﻛﺎﻥ ﺫﻟﻚ ﻛﺎﻓﻴًﺎ ﻹﻋﻄﺎﺋﻲ ﻟﻤﺤﺔ ﺑﺴﻴﻄﺔ ﻋﻦ ﻗﻮﺓ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺍﻟﺮﺍﺋﻌﺔ ﻭﺍﻟﻤﺪﻫﺸﺔ.
,ﺃﺷﺎﺭﺕ ﺑﻌﺼﺎﻫﺎ ﻧﺤﻮ ﺍﻟﻤﺰﻫﺮﻳّﺔ ﺍﻟﻤﻜﺴﻮﺭﺓ، ﻭﺑﺪﺃﺕ، ﻛﺄﻏﻨﻴﺔ ﺗﻬﻠﻴﻞ ﻃﻔﻮﻟﻴّﺔ، ﺗﻨﻄﻖ ﺑﻜﻠﻤﺎﺕ ﺳﺤﺮﻳّﺔ...
,"""ﻫﻴﺎ، ﺃﻏﻠﻘﻲ ﻋﻴﻨﻴﻚ...  ﻭﺗﺬﻛﺮﻱ. ﻣﺎ ﻛﺎﻥ ﺷﻜﻠﻚ؟ ﺣﺘﻤﺎ ﻛﻨﺖ ﺟﻤﻴﻠﺔ ﺟﺪﺍ... ﺭﺟﺎﺀ، ﺃﺭﻳﻨﺎ ﺷﻜﻠﻚ ﻣﺮﺓ ﺃﺧﺮﻯ..."""
,ﺃﻛﺎﻧﺖ ﻣﺤﺾ ﻛﻠﻤﺎﺕ ﺃﻡ ﺃﻏﻨﻴﺔ؟
,ﻛﻼ، ﺑﻞ ﺳﺤﺮ.
,ﺃﻻ ﺗﺮﻳﻦ؟ ...ﺗﺸﻜﻠﺖ ﺍﻟﻤﺰﻫﺮﻳّﺔ ﻓﻲ ﻟﻤﺢ ﺍﻟﺒﺼﺮ، ...ﻭﻋﺎﺩﺕ ﺑﺮﻓﻖ ﺇﻟﻰ ﻣﻜﺎﻥ ﻋﺮﺿﻬﺎ، ...ﺇﻟﻰ ﺃﺻﻠﻬﺎ ﺍﻟﺒﻬﻲ.
,"""...ﻣﺪﻫﺶ..."""
,"""ﺃﺭﺃﻳﺖِ؟ ﻋﺎﺩﺕ ﻛﻤﺎ ﻛﺎﻧﺖ. ﺑﻬﺬﻩ ﺍﻟﻄﺮﻳﻘﺔ، ﺳﺘﺠﺘﻨﺒﻴﻦ ﺗﻮﺑﻴﺦ ﺍﻟﺴﻴﺪ."""
,"""{f:7:ﺑﻴﺎﺗﺮﻳﺲ}، ﺃﻧﺖِ ﺭﺍﺋﻌﺔ ﺣﻘًّﺎ. ﻟﻢ ﻳﻌﺴﺮ ﻋﻠﻴﻚ ﺇﺻﻼﺡ ﻣﺰﻫﺮﻳّﺔ ﻣﻜﺴﻮﺭﺓ."""
,"""ﺑﻼ. ﺇﻋﺎﺩﺓ ﻣﻜﺴﻮﺭ ﺇﻟﻰ ﻃﺒﻌﻪ ﺻﻌﺐ ﻟﻠﻐﺎﻳﺔ. ﺳﺤﺮﻱ ﺫﻛّﺮﻫﺎ ﺑﻤﺎ ﻛﺎﻧﺖ ﻋﻠﻴﻪ ﻣﺆﻗﺘﺎ ﻓﺤﺴﺐ."""
,"""......؟ ﻟﻜﻨﻬﺎ ﻋﺎﺩﺕ ﺣﻘًﺎ ﺇﻟﻰ ﻣﺎ ﻛﺎﻧﺖ ﻋﻠﻴﻪ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ...؟"""
,"""ﺻﺤﻴﺢ. ﻟﻜﻦ ﻫﺬﺍ ﻻ ﻳﻌﻨﻲ ﺗﺠﻨﺐ ﺍﻟﻤﺰﻫﺮﻳﺔ ﻣﺼﻴﺮﻫﺎ. ﺃﺣﻀﺮﺕ ﺍﻟﻤﺰﻫﺮﻳﺔ ﺍﻟﻤﻜﺴﻮﺭﺓ ﻣﺆﻗﺘﺎ ﻓﻘﻂ، ﻟﺘﺘﺬﻛﺮ ﺷﻜﻠﻬﺎ. ﻟﻢ ﺃﺣﻘﻖ ﺑﻌﺪ ﺍﻟﻤﺴﺘﻮﻳﺎﺕ ﺍﻟﻌﺎﻟﻴﺔ ﻣﻦ ﺍﻟﻘﻮﺓ ﺍﻟﺴﺤﺮﻳﺔ ﺍﻟﺘﻲ ﺗﺠﻌﻠﻨﻲ ﺃﻋﻮﺩ ﺑﺎﻟﻘﺪﺭ ﺍﻟﻤﺤﺘﻮﻡ ﻗﺒﻞ ﺃﻥ ﺗﻨﻜﺴﺮ."""
,ﻓﻲ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺔ، ﺳُﻤﻊ ﺻﺮﺍﺥ ﺣﺎﺩّ ﻣﻦ ﺧﺎﺩﻡ ﺩﺍﺧﻞ ﺍﻟﻘﺼﺮ.
,ﻋﻨﺪﻣﺎ ﺫﻫﺒﺖُ ﻷﺭﻯ ﻣﺎ ﺣﺪﺙ، ﻻﺣﻈﺖ ﺃﻥ ﻋﺪﺩًﺍ ﻣﻦ ﺍﻟﺨﺪﻡ ﻗﺪ ﺗﺠﻤﻌﻮﺍ... ﻭﻛﺎﻧﻮﺍ ﻳﻨﻈﻔﻮﻥ ﺑﻘﺎﻳﺎ ﺍﻟﻤﺰﻫﺮﻳﺔ ﺍﻟﻤﻜﺴﻮﺭﺓ.
,ﻳﻘﻮﻟﻮﻥ ﺇﻥ ﻗﻄﺔ ﺳﻮﺩﺍﺀ ﺗﺴﻠﻠﺖ ﻭﺃﺳﻘﻄﺖ ﺍﻟﻤﺰﻫﺮﻳﺔ.
,ﻓﻬﻤﺖُ ﻣﺎ ﻗﺎﻟﺘﻪ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}.
,...ﺣﻴﻦ ﻛﻨﺖ ﻗﺪ ﻛﺴﺮﺕُ ﺍﻟﻤﺰﻫﺮﻳﺔ، ‘ﺍﻟﻤﺰﻫﺮﻳﺔ ﻛﺎﻧﺖ ﻣﻜﺴﻮﺭﺓ ﺑﺎﻟﻔﻌﻞ‘.
,"ﺃﺭﺗﻨﻲ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻋﻮﺩﺓ ﺍﻟﻤﺰﻫﺮﻳّﺔ ﻣﺆﻗّﺘًﺎ. ﻭﻟﻢ ﻳﻌﻦ ﺫﻟﻚ ﺗﻐﻴﺮ ﻣﺼﻴﺮ ""ﻛﺴﺮ ﺍﻟﻤﺰﻫﺮﻳّﺔ""."
,ﻭﺑﺬﻟﻚ، ﺗﺬﻛﺮﺕ ﺍﻟﻤﺰﻫﺮﻳﺔ ﻣﺼﻴﺮﻫﺎ ﺍﻟﺤﻘﻴﻘﻲ ﻭ‘ﺍﻧﻜﺴﺮﺕ‘.{n}ﻟﻜﻨﻨﻲ ﻟﻢ ﺃﻛﺴﺮﻫﺎ، ﺑﻞ ﺍﻟﻘﻄﺔ ﻓﻌﻠﺖ...
,"ﻫﺬﺍ ﺻﺤﻴﺢ. ﻟﻢ ﺗﻘﻞ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ""ﻟﻨﺼﻠﺢ ﺍﻟﻤﺰﻫﺮﻳّﺔ""."
,ﻗﺎﻟﺖ ﺇﻧّﻬﺎ ﺳﺘﺤﺎﻣﻴﻨﻲ ﺍﻟﻌﻘﺎﺏ.
,ﻟﻢ ﻳﺘﻐﻴﺮ ﻣﺼﻴﺮ ﺍﻟﻤﺰﻫﺮﻳﺔ، ﻟﻜﻦ ﻭﺑﻼ ﺷﻚ ﺗﻐﻴﺮﺕ ﺣﻘﻴﻘﺔ ﻛﺴﺮﻱ ﻟﻬﺎ...
,ﺃﻧﻘﺬﺗﻨﻲ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻣﻦ ﺍﻟﺨﻄﺮ ﺑﺎﻟﺴﺤﺮ...
,"""ﻣﻦ ﺍﻟﺴﻬﻞ ﺟﺪﺍ ﻛﺴﺮ ﺷﻲﺀ ﻣﺎ.  ﺗﻤﺎﻣًﺎ ﻛﻤﺎ ﻛﺴﺮﺗِﻬﺎ ﻳﺎ ﺃﻣﻴﺮﺓ، ﺣﻴﺚ ﻟﻢ ﺗﻜﻮﻧﻲ ﺑﺤﺎﺟﺔ ﺇﻟﻰ ﺍﻟﺴﺤﺮ."""
,"""ﻭﺇﺻﻼﺡ ﺷﻲﺀ ﺻﻌﺐ ﻟﻠﻐﺎﻳﺔ...؟"""
,"""ﻧﻌﻢ. ﺑﻜﻴﺖِ ﻣﻦ ﺻﻌﻮﺑﺘﻪ، ﺣﺎﺋﺮﺓ ﻣﺎ ﺗﻔﻌﻠﻴﻦ."""
,"""... ﺃﻱ ﻓﻌﻞ ﻣﺎ ﻫﻮ ﻓﻈﻴﻊ ﺑﺎﻟﺴﺤﺮ ﺃﺳﻬﻞ؟ ﻳُﻌﺘﺒﺮ ﺍﻟﻜﺴﺮ... ﻭﺍﻟﻘﺘﻞ ﻳﺴﻴﺮﻳﻦ ﺟﺪﺍ، ﻭﻟﻜﻦ ﺇﺻﻼﺡ ﻭﺇﺣﻴﺎﺀ ﺍﻷﺷﻴﺎﺀ ﻣﺴﺘﻌﺺ، ﻛﻤﺎ ﺗﻘﻮﻟﻴﻦ...؟"""
,"""... ﺻﺤﻴﺢ. ﺑﺎﺳﺘﺨﺪﺍﻡ ﺍﻟﺴﺤﺮ، ﻣﻦ ﺍﻟﺴﻬﻞ ﺍﻟﻘﻴﺎﻡ ﺑﺄﺷﻴﺎﺀ ﻛﺜﻴﺮﺓ ﻛﺎﻟﻘﺘﻞ ﻭﺍﻟﺘﺤﻄﻴﻢ. ﻟﺬﻟﻚ، ﺗﻤﻴﻞ ﺍﻟﺴﺎﺣﺮﺍﺕ ﺍﻟﻀﻌﻴﻔﺎﺕ ﻟﻠﻬﻮﻯ ﻭﺍﻹﻏﺮﺍﺀ، ﻳﺴﻠﻜﻦ ﺍﻟﻄﺮﻕ ﺍﻟﺴﻬﻠﺔ ﺟﻤﻌﺎ ﻟﻠﻘﻮﺓ، ﻣﻬﻤﻼﺕ ﺗﺪﺭﻳﺒﻬﻦ ﺍﻟﺴﺤﺮﻱ ﺍﻟﻔﻌﻠﻲ..."
,"""ﺍﻟﺴﺤﺮ ﺍﻟﺤﻖ ﻫﻮ ﻣﺎ ﻓﻴﻪ ﺇﺻﻼﺡ ﻭﺑﻌﺚ، ﻻﺳﺘﻌﺎﺩﺓ ﺍﻟﺴﻌﺎﺩﺓ ﺍﻟﻐﺎﺋﺒﺔ، ﻻﺳﺘﻌﺎﺩﺓ ﺍﻟﺤﺐ ﺍﻟﺒﺎﺭﺩ. ﻭﻻﺳﺘﻌﺎﺩﺓ ﺍﺑﺘﺴﺎﻣﺔ ﺗﻮﺍﺭﺕ ﻋﻦ ﻭﺟﻪ ﺍﻷﻣﻴﺮﺓ."""
,"""ﺇﺫﺍ، ...{f:7:ﺑﻴﺎﺗﺮﻳﺲ}، ﻫﻞ ﺃﻧﺖ -ﺑﻤﺎ ﺃﻧّﻚِ ﺃﺻﻠﺤﺖ ﺍﻟﻤﺰﻫﺮﻳّﺔ- ﺳﺎﺣﺮﺓ ﻣﺬﻫﻠﺔ؟"""
,"""ﻟﻢ ﻳﻨﺘﻪ ﺗﺪﺭﻳﺒﻲ ﺑﻌﺪ. ﻓﻔﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﻟﻢ ﺃﻧﺴﻲ ﺍﻟﻤﺰﻫﺮﻳّﺔ ﻣﺼﻴﺮﻫﺎ ﻭﻟﻮ ﻟﺴﺎﻋﺔ. ﺇﻥ ﻛﺎﻧﺖ ﻣﻌﻠّﻤﺘﻲ ﻓﺤﺘﻤﺎ ﺳﺘﻌﻴﺪ ﺍﻟﻤﺰﻫﺮﻳّﺔ ﺇﻟﻰ ﺷﻜﻠﻬﺎ ﺍﻷﺻﻠﻲّ ﺃﺑﺪﺍ."""
,"""ﻭﺇﻥ ﺗﺤﻄﻤﺖ ﻷﺟﺰﺍﺀ، ﺳﺘﺼﻠﺤﻬﺎ ﻣﺮﺍﺭﺍ ﻭﺗﻜﺮﺍﺭﺍ...؟"""
,"""ﻧﻌﻢ. ﻋﻨﺪﻣﺎ ﺗﺼﻞ ﺇﻟﻰ ﻫﺬﺍ ﺍﻟﻤﺴﺘﻮﻯ ﻓﺈﻧﻬﺎ ﺗُﻌﺘﺒﺮ ﺳﺎﺣﺮﺓ ﺃﺯﻟﻴﺔ. ﺍﻟﻤﺴﺘﻮﻯ ﺍﻷﺯﻟﻲ ﻫﻮ ﻣﺎ ﻳﺠﺐ ﺃﻥ ﺗﺴﻌﻰ ﺇﻟﻴﻪ ﻛﻞ ﺍﻟﺴﺎﺣﺮﺍﺕ. ﻓﻬﻲ ﻋﻼﻣﺔ ﻋﻠﻰ ﻗﻤﺔ ﺍﻻﺣﺘﺮﺍﻡ ﻟﺘﻠﻚ ﺍﻟﺴﺎﺣﺮﺍﺕ، ﻛﻨﺎﻳﺔ..."""
,"""ﺳﺎﺣﺮﺓ ﺃﺯﻟﻴﺔ..."""
,"""ﺻﺤﻴﺢ. ...ﺑﺎﻟﻨﺴﺒﺔ ﻟﻤﻦ ﻳﻤﺘﻠﻜﻦ ﻗﻮﺓ ﺍﻹﺻﻼﺡ ﺑﺸﻜﻞ ﻣﺘﻜﺮﺭ، ﻣﻔﻬﻮﻡ ﺍﻟﻜﺴﺮ ﻣﻌﺪﻭﻡ ﺣﺘّﻰ. ﺗﺤﺮﺭﻥ ﻣﻦ ﺣﺰﻥ ﻓﻘﺪﺍﻥ ﺍﻷﺷﻴﺎﺀ ﻭﻭﻋﺪﻥ ﺑﺎﻟﻨﻌﻴﻢ ﺍﻷﺑﺪﻱ."""
,ﺑﺎﻟﺘﺄﻛﻴﺪ، ﻋﺎﻟﻢ ﺍﻟﺒﺸﺮ ﻣﻠﻲﺀ ﺑﺎﻟﺤﺰﻥ ﺍﻟﻨﺎﺗﺞ ﻋﻦ ﺍﻟﻔﺮﺍﻕ ﻭﺍﻟﺨﺴﺎﺭﺓ.
,ﻭﻫﺮﻭﺑﺎ ﻣﻦ ﻫﺬﺍ ﺍﻟﺤﺰﻥ، ﻳﺼﻠﻲ ﺍﻟﻨﺎﺱ ﻃﻠﺒًﺎ ﻟﻠﻘﻮﺓ ﻟﺘﺤﻤﻞ ﺍﻟﺤﺰﻥ، ﻣﻌﺘﻘﺪﻳﻦ ﺃﻧﻪ ﺍﺧﺘﺒﺎﺭ...
,ﺑﻤﻌﻨﻰ ﺁﺧﺮ، ﺣﻴﺎﺓ ﺍﻟﺒﺸﺮ ﺭﺣﻠﺔ ﻳﺒﺤﺜﻮﻥ ﻓﻴﻬﺎ ﻋﻦ ﺍﻟﺼﺒﺮ ﻋﻠﻰ ﺍﻟﺤﺰﻥ.
,ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﺎﻟﺔ، ﺳﺘﺤﺮﺭ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺘﻲ ﺗﺤﻴﻲ ﻣﻦ ﻛﻞ ﺣﺰﻥ ﻓﻲ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ. ...ﺑﻌﺒﺎﺭﺓ ﺃﺧﺮﻯ، ﻫﺬﺍ ﺍﻟﻨﻌﻴﻢ ﺍﻷﺑﺪﻱ...
,"""ﺃﺗﺴﺎﺀﻝ...ﺇﻥ ﻛﺎﻥ ﻣﻤﻜﻨﻨﺎ ﻏﺪﻭﻱ ﺳﺎﺣﺮﺓ ﻣﺜﻠﻚِ، ﻛﻲ ﺃﺣﺼﻞ ﻋﻠﻰ ﺍﻟﺴﻌﺎﺩﺓ ﺍﻷﺑﺪﻳّﺔ."""
,"""ﺃﻧﺖِ، ﻳﺎ ﺃﻣﻴﺮﺓ...؟ ﻫﻮﻫﻮﻫﻮ... ﺳﻴﻜﻮﻥ ﻃﺮﻳﻘﺎ ﻃﻮﻳﻼ، ﻃﻮﻳﻼ، ﻭﺻﻌﺒﺎ، ﺃﺗﻌﻠﻤﻴﻦ؟"""
,"""ﺃﺭﻳﺪ ﺃﻥ ﺃﺻﺒﺢ ﺳﺎﺣﺮﺓ. ﺃﺭﻳﺪ ﺍﻟﺴﻌﺎﺩﺓ...  ﺳﺄﺻﺒﺢ ﺗﻠﻤﻴﺬﺗﻚ."""
,"""............... ...ﺃﻋﻨﺪﻙ ﺷﻚ -ﻭﻟﻮ ﻗﻠﻴﻞ- ﻓﻲ ﺭﻏﺒﺘﻚ ﻫﺬﻩ؟"""
,"""ﺃﺑﺪﺍ. ﺃﺭﻳﺪ ﺃﻥ ﺃﺻﺒﺢ ﺳﺎﺣﺮﺓ ﺃﻳﻀﺎ."""
,"""...ﺣﺴﻨًﺎ. ﺇﺫﺍ ﺳﺄﺟﻌﻠﻚ ﺗﻠﻤﻴﺬﺗﻲ ﺣﺘﻰ ﺗﻤﻠﻴﻦ. ﺃﺳﺘﻨﺎﺩﻳﻨﻨﻲ ﺑﺎﻟﻤﻌﻠﻤﺔ؟"""
,"""ﻧﻌﻢ ﻳﺎ ﻣﻌﻠﻤﺘﻲ."""
