Speaker,Arabic (AR)
Ushiromiya George,"""ﺃﻫﺎﻫﺎﻫﺎﻫﺎ... ﺫﻟﻚ ﺻﺤﻴﺢ. ﺃﻋﺘﻘﺪ ﺃﻧﻲ ﺃﺗﺬﻛﺮ ﺭﺅﻳﺔ ﻣﺸﻬﺪ ﻓﻀﻴﻊ، ﻛﺄﻧﻤﺎ ﻛﺎﻣﻞ ﺟﺴﺪﻱ ﻗﺪ ﺃﻛﻞ ﻭﻗﻄﻊ."""
Ushiromiya Battler,"""ﺑﺎﻟﺤﺪﻳﺚ ﻋﻦ ﺫﻟﻚ، ﺃﻻ ﺗﻌﺘﻘﺪﻭﻥ ﺃﻥ ﻟﺤﻈﺎﺕ ﻛﺎﻧﻮﻥ-ﻛﻦ ﺍﻷﺧﻴﺮﺓ ﻛﺎﻧﺖ ﺍﻷﺭﻭﻉ؟ ﺑﺎﻟﺮﻏﻢ ﻣﻦ ﺍﻧﻘﻼﺏ ﺍﻟﻄﺎﻭﻟﺔ ﻋﻠﻴﻪ، ﺇﻻ ﺃﻧﻪ ﺍﺳﺘﻄﺎﻉ ﻣﻮﺍﺟﻬﺔ ﺍﻟﻤﺠﺮﻡ. ﻫﺬﺍ ﺃﻓﻀﻞ ﺑﻜﺜﻴﺮ ﻣﻦ ﻟﺤﻈﺎﺗﻨﺎ ﺍﻷﺧﻴﺮﺓ ﺍﻟﻤﺜﻴﺮﺓ ﻟﻠﺤﻴﺮﺓ."""
Kanon,"""...ﻟﻜﻦ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﻟﻢ ﺃﺳﺘﻄﻊ ﻣﺠﺎﺭﺍﺗﻬﺎ."""
Shannon,"""ﻣﻊ ﺫﻟﻚ، ... ﺃﻋﺘﻘﺪ ﺃﻥ ﻣﻮﺕ ﻛﺎﻧﻮﻥ-ﻛﻦ ﺃﻋﻄﻰ ﺗﻠﻤﻴﺤﺎ ﻛﺒﻴﺮﺍ... ﻓﻔﻲ ﻧﻬﺎﻳﺔ ﺍﻟﻤﻄﺎﻑ ﻣﻮﺗﻪ ﻗﺪ ﺃﻭﺿﺢ ﻭﺟﻮﺩ ﺍﻟﺸﺨﺺ ﺍﻟﺘﺎﺳﻊ ﻋﺸﺮ."
Ushiromiya George,"""ﺑﺎﻟﻔﻌﻞ. ﻛﺎﻧﺖ ﺃﻣﺎﻛﻦ ﺍﻟﺠﻤﻴﻊ ﻭﺍﺿﺤﺔ ﻓﻲ ﺫﻟﻚ ﺍﻟﺤﻴﻦ. ﺃﻱ ﺃﻥ ﻣﻦ ﺍﻻﺳﺘﺤﺎﻟﺔ ﻷﻱ ﺷﺨﺺ ﻗﺘﻞ ﻛﺎﻧﻮﻥ، ﺇﻻ ﻟﻮ ﻛﺎﻥ ﺷﺨﺼﺎ ﺗﺎﺳﻊ ﻋﺸﺮ ﻧﺠﻬﻠﻪ."""
Ushiromiya Maria,"""ﺃﻭﻭ-! ﻣﺎﺭﻳﺎ ﻗﺎﻟﺖ ﻣﻨﺬ ﺍﻟﺒﺪﺍﻳﺔ ﺃﻧﻬﺎ ﻛﺎﻧﺖ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}. ﺃﻭﻭ-!"""
Ushiromiya Jessica,"""......ﻻ ﺃﻭﺩ ﺗﺼﺪﻳﻖ ﺫﻟﻚ، ﻟﻜﻦ ﻫﺬﺍ ﻳﺜﺒﺖ ﺃﻥ ﺍﻟﺠﺎﻧﻲ ﻛﺎﻥ ﺳﺎﺣﺮﺓ ﺗﺪﻋﻮ ﻧﻔﺴﻬﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}."""
Shannon,"""ﺻﺤﻴﺢ... ﻓﻘﺪ ﺣﺪﺛﺖ ﺍﻟﻜﺜﻴﺮ ﻣﻦ ﺍﻷﻣﻮﺭ ﺍﻟﻐﺮﻳﺒﺔ... ﻭﺍﻟﺘﻲ ﻳﺼﻌﺐ ﻋﻠﻰ ﺍﻹﻧﺴﺎﻥ ﻓﻌﻠﻬﺎ..."""
Ushiromiya Maria,"""ﺃﻭﻭ-، ﻭﺣﺪﻫﺎ ﺍﻟﺴﺎﺣﺮﺓ ﺗﺴﺘﻄﻴﻊ ﻗﺘﻞ ﻋﻤﺘﻲ ﺇﻳﻔﺎ ﻓﻲ ﺗﻠﻚ ﺍﻟﻐﺮﻓﺔ ﺍﻟﻤﻐﻠﻘﺔ. ﻻ ﻳﺴﺘﻄﻴﻊ ﺍﻟﺒﺸﺮ ﻓﻌﻠﻬﺎ! ﺃﻭﻭ-!"""
Kanon,""".....ﻭﺟﻮﺩ ﺍﻟﺸﺨﺺ ﺍﻟﺘﺎﺳﻊ ﻋﺸﺮ ﻭﺍﺿﺢ، ﻭﻻ ﺃﺗﺼﻮﺭ ﺃﻧﻪ ﺷﺨﺺ ﺑﺸﺮﻱ، ﻻ ﺑﺪ ﻭﺃﻧﻪ ﻳﻤﻠﻚ ﻗﻮﺓ ﻣﺎ..."""
Ushiromiya Jessica,"""ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﺎﻟﺔ، ﻻ ﻳﻮﺟﺪ ﻣﺎ ﻳﻤﻨﻌﻨﺎ ﻣﻦ ﺩﻋﻮﺗﻪ ﺑﺎﺳﻢ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}."""
Ushiromiya George,"""...ﻋﻠﻰ ﺍﻷﺭﺟﺢ ﺗﻘﺎﺑﻠﻨﺎ ﻣﻌﻬﺎ ﻓﻲ ﻧﻬﺎﻳﺔ ﺍﻟﻘﺼﺔ. ...ﻣﻊ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺬﻫﺒﻴﺔ."""
Ushiromiya Maria,"""ﻟﻬﺬﺍ ﻛﺎﻧﺖ ﻣﺎﺭﻳﺎ ﺗﻘﻮﻝ ﻃﻮﺍﻝ ﺍﻟﻮﻗﺖ ﺑﺄﻥ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻣﻮﺟﻮﺩﺓ. ﻛﻞ ﺷﻲﺀ ﻓﻈﻴﻊ ﺣﺪﺙ ﺑﺴﺒﺐ ﺃﻧﻜﻢ ﻟﻢ ﺗﺼﺪﻗﻮﺍ ﻭﺟﻮﺩﻫﺎ. ﺃﻭﻭ-! ﺣﺘﻰ ﺻﺪﻳﻘﺎﺗﻲ ﺍﻟﺴﺎﺣﺮﺍﺕ ﺃﺧﺒﺮﻧﻨﻲ ﺑﺄﻥ ﺍﻟﻤﻌﺠﺰﺓ ﻟﻦ ﺗﺤﺪﺙ ﺇﺫﺍ ﻟﻢ ﺗﺆﻣﻨﻮﺍ. ﺃﻭﻭ-!"""
Shannon,"""ﻣﻌﻚ ﺣﻘﻚ. {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ ﺭﺅﻭﻓﺔ ﻣﻊ ﻣﻦ ﻳﺤﺘﺮﻣﻬﺎ."""
Kanon,"""......ﻭﺑﺎﻟﺮﻏﻢ ﻣﻦ ﻛﻞ ﺍﻟﻔﻈﺎﺋﻊ ﺍﻟﺘﻲ ﺣﺪﺛﺖ ﺗﺒﺎﻋﺎﹰ، ﺇﻻ ﺃﻥ ﻣﺎﺭﻳﺎ-ﺳﺎﻣﺎ ﻧﺠﺖ ﻣﻦ ﺗﻬﺪﻳﺪ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ ﺣﺘﻰ ﺍﻟﻨﻬﺎﻳﺔ."""
Ushiromiya Jessica,"""ﻣﺎﺭﻳﺎ ﺁﻣﻨﺖ ﺑﻮﺟﻮﺩ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻣﻨﺬ ﺍﻟﺒﺪﺍﻳﺔ. ...ﻓﻲ ﺗﻠﻚ ﺍﻟﺤﺎﻟﺔ، ﻛﻴﻒ ﻧﻔﺴﺮ ﻗﺘﻠﻬﺎ ﻟﻜﺎﻧﻮﻥ ﻭﺍﻟﺒﻘﻴﺔ، ﻓﻘﺪ ﺁﻣﻨﻮﺍ ﻓﻲ ﻭﺟﻮﺩ ﺑﻴﺎﺗﺮﻳﺲ ﺑﻨﻔﺲ ﺍﻟﻘﺪﺭ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
Kanon,"""......ﻟﺪﻯ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ ﺃﺳﺒﺎﺑﻬﺎ."""
Shannon,"""ﺇﺫﺍ ﻛﺎﻧﺖ ﺍﻟﻤﺮﺛﻴﺔ ﺗﻤﺜﻞ ﻃﻘﻮﺱ ﺑﻌﺚ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ، ﻓﺜﻤﺔ ﺣﺎﺟﺔ ﺇﻟﻰ ﺗﻀﺤﻴﺎﺕ ﻛﺜﻴﺮﺓ. ......ﺑﺒﺴﺎﻃﺔ، ﺗﻢ ﺍﺧﺘﻴﺎﺭﻫﻢ ﻟﻴﻜﻮﻧﻮﺍ ﻗﺮﺍﺑﻴﻨﺎ ﻟﻬﺎ."""
Ushiromiya George,"""...ﻻﻗﺖ ﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ ﻧﻬﺎﻳﺔ ﻣﺮﻭﻋﺔ. ﺗﻤﻨﻴﺖ ﺃﻥ ﻳﻜﻮﻥ ﻣﺼﻴﺮﻙ ﺃﻛﺜﺮ ﺭﺣﻤﺔ ﻭﺳﻼﻡ."""
Shannon,"""........ﺃﻣﻤﻢ، ﺣﺴﻨﺎ، ﻟﻢ ﻳﻜﻦ ﺫﻟﻚ ﻣﺆﻟﻤﺎ. ﺑﺄﻱ ﺣﺎﻝ، ﺃﻧﺎ ﺑﺨﻴﺮ ﺍﻵﻥ ﻭﻋﻠﻰ ﻣﺎ ﻳﺮﺍﻡ، ﻓﻼ ﺗﻘﻠﻖ."""
,ﺃﺛﺒﺘﺖ ﺷﺎﻧﻮﻥ ﺫﻟﻚ ﺑﻠﻤﺲ ﺧﺪﻫﺎ ﺍﻟﺬﻱ ﺗﻤﺰﻕ ﺃﺛﻨﺎﺀ ﺍﻟﻘﺼﺔ.، ﻟﺬﺍ ﺿﺤﻚ ﺍﻟﺠﻤﻴﻊ ﺑﺼﻮﺕ ﻋﺎﻝ.
Ushiromiya George,"""ﻣﻦ ﺍﻟﻐﺮﻳﺐ ﻗﻮﻝ ﻫﺬﺍ، ﻟﻜﻨﻲ ﻛﻨﺖ ﻭﺍﺛﻘﺎ ﻣﻦ ﺃﻥ ﻫﺬﻩ ﺍﻟﻘﺼﺔ ﺳﺘﻨﺘﻬﻲ ﻣﺜﻞ ﻗﺼﺔ ﻏﻤﻮﺽ ﻭﺍﻗﻌﻴﺔ. ﻟﻜﻨﻨﻲ ﻣﺘﻔﺎﺟﺊ ﻗﻠﻴﻼ ﻟﻜﻮﻥ ﻗﺼﺘﻨﺎ ﻗﺪ ﺍﻧﺘﻬﺖ ﻛﻘﺼﺔ ﺧﻴﺎﻟﻴﺔ. ﻛﻘﺼﺔ ﺣﻮﻝ ﺟﺮﻳﻤﺔ ﻗﺘﻞ ﺩﺍﺧﻞ ﻗﺼﺮ ﻛﺒﻴﺮ ﺫﻭ ﺗﺼﻤﻴﻢ ﻏﺮﺑﻲ ﻳﻘﻊ ﻋﻠﻰ ﺟﺰﻳﺮﺓ ﻣﻌﺰﻭﻟﺔ، ﻭﻓﻲ ﻋﺎﻟﻢ ﻳﺪﻭﺭ ﺣﻮﻝ ﻣﻴﺮﺍﺙ ﺍﻟﻌﺎﺋﻠﺔ، ﺗﺒﺪﻭ ﻣﺜﻞ ﺭﻭﺍﻳﺔ ﻏﻤﻮﺽ ﺑﺎﻟﻨﺴﺒﺔ ﻟﻲ."""
Ushiromiya Maria,"""......ﺃﻭﻭ-. ﻟﻴﺲ ﺧﻴﺎﻻ! {f:7:ﺑﻴﺎﺗﺮﻳﺲ}' ﻣﻮﺟﻮﺩﺓ'! ﺃﻭﻭ-."""
Kanon,""".........ﻧﻌﻢ، ﻧﻔﻬﻢ ﺫﻟﻚ. {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ ﻣﻮﺟﻮﺩﺓ ﻓﻌﻼ."""
Shannon,"""ﺻﺤﻴﺢ. {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ ﻣﻮﺟﻮﺩﺓ ﻓﻌﻼ."""
Ushiromiya Jessica,"""...ﺃﻛﺮﻩ ﺍﻻﻋﺘﺮﺍﻑ ﺑﻬﺬﺍ، ﻟﻜﻦ ﻟﻴﺲ ﻟﺪﻱ ﺧﻴﺎﺭ. ﺍﻟﺸﺨﺺ ﺍﻟﺘﺎﺳﻊ ﻋﺸﺮ ﻫﻮ ﺳﺎﺣﺮﺓ ﻭﺑﺴﺒﺒﻬﺎ ﺣﺪﺙ ﻛﻞ ﺫﻟﻚ."""
Ushiromiya George,"""ﺣﺪﺛﺖ ﺍﻟﻌﺪﻳﺪ ﻣﻦ ﺍﻷﻣﻮﺭ ﺍﻟﺘﻲ ﻳﺴﺘﺤﻴﻞ ﻋﻠﻰ ﺍﻟﺒﺸﺮ ﻓﻌﻠﻬﺎ. ﺧﻼﻝ ﺍﻟﻘﺼﺔ، ﻓﻜﺮﻧﺎ ﻓﻲ ﻛﻞ ﺍﻻﺣﺘﻤﺎﻻﺕ ﺣﺘﻰ ﻧﻨﻜﺮ ﺫﻟﻚ."
Ushiromiya George,...ﻟﻜﻦ ﺍﻵﻥ ﺳﺄﻗﻮﻟﻬﺎ ﺑﻮﺿﻮﺡ. ﺟﻤﻴﻊ ﺗﻠﻚ ﺍﻷﻣﻮﺭ، ﻛﺎﻧﻮﺍ ﺟﺮﺍﺋﻢ ﻣﺴﺘﺤﻴﻠﺔ ﻋﻠﻰ ﺍﻟﺒﺸﺮ. ....ﻛﺎﻧﺖ ﺗﻠﻚ ﺍﻟﺠﺮﺍﺋﻢ ﻣﺴﺘﺤﻴﻠﺔ ﻋﻠﻰ ﺍﻟﺠﻤﻴﻊ ﺑﺎﺳﺘﺜﻨﺎﺀ ﺍﻟﺴﺎﺣﺮﺓ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺑﺎﺳﺘﻐﻼﻝ ﺟﻤﻴﻊ ﻗﻮﺍﻫﺎ ﺍﻟﺴﺤﺮﻳﺔ.
Ushiromiya Jessica,"""ﺍﻟﻤﺠﺮﻡ ﻫﻮ ﺳﺎﺣﺮﺓ. ﻫﺬﻩ ﺣﻘﻴﻘﺔ ﻭﺍﺿﺤﺔ ﻭﺿﻮﺡ ﺍﻟﺸﻤﺲ. ﺗﺤﻴﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}. ﻫﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻪ."""
Ushiromiya Maria,"""ﺃﻭﻭ-. ﻟﻘﺪ ﺻﺪﻕ ﺍﻟﺠﻤﻴﻊ. ﻣﺎﺭﻳﺎ ﺳﻌﻴﺪﺓ. ﺃﻭﻭ-!"""
Shannon,"""......ﺇﻥ ﺍﻵﻟﻬﺔ ﻭﺍﻟﺴﺎﺣﺮﺍﺕ ﻣﺮﻋﺒﻴﻦ ﻟﻤﻦ ﻳﺨﺎﻓﻬﻢ، ﻟﻜﻨﻨﻲ ﺃﻋﺘﻘﺪ ﺃﻧﻬﻢ ﺭﺣﻤﺎﺀ ﻣﻊ ﺍﻟﺬﻳﻦ ﻳﺆﻣﻨﻮﻥ ﺑﻬﻢ ﻭﻳﺤﺘﺮﻣﻮﻧﻬﻢ."""
Kanon,"""............ﺃﻧﺖ ﻋﻠﻰ ﺣﻖ."""
Ushiromiya Jessica,"""ﻭﻫﻜﺬﺍ، ﺍﻧﺘﻬﺖ ﻗﻀﻴﺔ ﺍﻟﺠﺮﺍﺋﻢ ﻫﺬﻩ. ﺍﻵﻥ ﻋﻠﻴﻨﺎ ﺃﻥ ﻧﻠﻢ ﺷﺘﺎﺕ ﺃﻧﻔﺴﻨﺎ ﻭﻧﺤﺎﻭﻝ ﺣﻞ ﺃﺣﺠﻴﺔ ﺍﻟﻤﺮﺛﻴﺔ ﻛﻤﺎ ﻃﻠﺒﺖ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻣﻨﺎ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
Ushiromiya Maria,"""ﺃﻭﻭ-! ﻣﻮﺍﻓﻘﺔ! {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺳﺘﺴﻌﺪ ﺑﺬﻟﻚ ﺣﺘﻤﺎ."""
Ushiromiya George,"""ﻫﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻬﻪ... ﻟﻘﺪ ﺗﺠﺎﻫﻞ ﺍﻟﺠﻤﻴﻊ ﺗﻠﻚ ﺍﻟﺮﺳﺎﻟﺔ ﺧﻼﻝ ﺳﻴﺮ ﺍﻟﻘﺼﺔ."""
Shannon,"""......ﻛﺎﻥ ﻛﻞ ﺷﻲﺀ ﻣﻜﺘﻮﺑﺎ ﺃﻣﺎﻡ ﺃﻋﻴﻨﻨﺎ، ﻭﻣﻊ ﻫﺬﺍ ﺗﺠﺎﻫﻠﻨﺎﻩ ﺗﻤﺎﻣﺎ. ﺃﺷﻌﺮ ﺑﺎﻷﺳﻒ ﻧﻮﻋﺎ ﻣﺎ ﺗﺠﺎﻩ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ."""
Ushiromiya Maria,"""ﻟﺪﻱ ﻧﺴﺨﺔ ﻣﻦ ﺃﺣﺠﻴﺔ ﺍﻟﻤﺮﺛﻴﺔ! ﻟﻨﺤﻠﻬﺎ ﺟﻤﻴﻌﺎ، ﻟﻨﺤﻠﻬﺎ ﺟﻤﻴﻌﺎ...!"""
Ushiromiya George,"""ﻛﻞ ﻣﺎ ﺣﺼﻞ ﻛﺎﻥ ﻷﻧﻨﺎ ﺗﺠﺎﻫﻠﻨﺎ ﺣﻞ ﻫﺬﺍ ﺍﻟﻠﻐﺰ."""
Shannon,""".........ﺃﺭﺟﺢ ﺫﻟﻚ. ﻛﺎﻥ ﻋﻠﻴﻨﺎ ﺃﻥ ﻧﺤﻞ ﺃﺣﺠﻴﺔ ﺍﻟﻤﺮﺛﻴﺔ ﻣﻨﺬ ﺍﻟﺒﺪﺍﻳﺔ، ﻛﻤﺎ ﻗﺎﻟﺖ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}."""
Ushiromiya Jessica,"""ﺣﺴﻨﺎ، ﺭﺑﻤﺎ ﻓﺎﺕ ﺍﻷﻭﺍﻥ ﺍﻵﻥ. ﻭﻣﻊ ﻫﺬﺍ، ﻓﻠﻨﺤﺎﻭﻝ ﺣﻠﻬﺎ ﻭﻧﺮﻯ ﺇﺫﺍ ﻛﺎﻧﺖ ﺍﻟﺴﺎﺣﺮﺓ ﺳﺘﻐﻔﺮ ﻟﻨﺎ. ﻫﻴﺎ ﻓﻠﻨﻤﻀﻲ ﻭﻧﺤﻠﻪ. ......ﻟﻘﺪ ﺍﺑﺘﺪﺃ ﺑﺸﻲﺀ ﻣﺜﻞ، 'ﺃﺑﺼﺮﻭﺍ ﻧﻬﺮ ﺍﻷﺳﻤﺎﻙ ﺍﻟﻌﺬﺑﺔ ﻳﺠﺮﻱ ﻋﺒﺮ ﻣﺴﻘﻂ ﺭﺃﺳﻲ ﺍﻷﺛﻴﺮ'...."""
,ﻭﺿﻌﺖ ﻣﺎﺭﻳﺎ ﺩﻓﺘﺮﻫﺎ ﻋﻠﻰ ﺍﻟﻄﺎﻭﻟﺔ، ﻭﻓﺘﺤﺖ ﻋﻠﻰ ﺍﻟﺼﻔﺤﺔ ﺍﻟﺘﻲ ﻛﺘﺐ ﺑﺪﺍﺧﻠﻬﺎ ﺍﻟﻤﺮﺛﻴﺔ. ﺍﻧﻐﻤﺲ ﺍﻟﺠﻤﻴﻊ ﻓﻲ ﻣﺤﺎﻭﻟﺔ ﺣﻠﻪ، ﺣﻴﺚ ﺑﺪﺃﻭﺍ ﻓﻲ ﺗﺨﻤﻴﻦ ﻫﺬﺍ ﻭﺫﺍﻙ ﻭﻣﺎﺫﺍ ﻳﺨﺘﺰﻝ ﻣﻦ ﻏﻤﻮﺽ ﺩﺍﺧﻠﻪ.
,ﻣﺤﺎﻃﻮﻥ ﺑﺮﺍﺋﺤﺔ ﺍﻟﺒﺴﻜﻮﻳﺖ ﻭﺍﻟﺸﺎﻱ ﺍﻷﺳﻮﺩ، ﺃﻣﻀﻮﺍ ﺍﻟﻮﻗﺖ ﺑﺮﺍﺣﺔ ﻭﺳﻌﺎﺩﺓ......
Ushiromiya Battler,"""...............ﺗﻤﻬﻠﻮﺍ ﻳﺎ ﺭﻓﺎﻕ."""
,ﺗﺤﺪﺙ ﺑﺎﺗﻠﺮ ﻟﻴﺨﺘﺮﻕ ﺍﻧﻐﻤﺎﺳﻬﻢ ﻓﻲ ﺣﻞ ﺍﻷﺣﺠﻴﺔ.
,ﺑﺪﺍ ﺗﻌﺒﻴﺮﻩ ﻣﺴﺘﺎﺀ ﻗﻠﻴﻼ.{n}ﻣﺎ ﺍﻟﺬﻱ ﻟﻢ ﻳﻌﺠﺒﻪ ﻓﻲ ﻛﻞ ﻫﺬﺍ ﺍﻟﻤﺮﺡ؟
