Speaker,Arabic (AR)
,ﺑﻘﻲ ﺣﺎﺭﺱ ﻓﻲ ﺍﻟﻐﺮﻓﺔ ﻃﻮﺍﻝ ﺍﻟﻮﻗﺖ ﺇﻟﻰ ﺟﺎﻧﺐ ﺛﻼﺛﺔ ﺁﺧﺮﻳﻦ ﻳﻨﺘﻈﺮﻭﻥ ﻓﻲ ﺍﻟﻤﻤﺮ ﻭﻓﻲ ﺍﻟﺮﺩﻫﺔ.
,ﻛﻠﻬﻢ ﻫﻨﺎﻙ ﻟﺤﻤﺎﻳﺔ ﺇﻳﻔﺎ...
,ﺃﺧﻴﺮﺍً، ﻃُﺮﻕ ﺍﻟﺒﺎﺏ.
,ﺇﺫ ﻭﺻﻠﺖ ﺭﺳﺎﻟﺔ ﻋﺒﺮ ﺳﻤﺎﻋﺔ ﺍﻷﺫﻥ ﺃﻥ ﺗﻔﺘﻴﺶ ﺍﻟﻀﻴﻒ ﺍﻛﺘﻤﻞ ﺑﻼ ﻣﺸﻜﻠﺔ.
,ﻓﺘﺢ ﺍﻟﺒﺎﺏ ﺑﻌﺪ ﻗﻔﻠﻪ، .........ﻛﺎﻧﺖ ﺗﻘﻒ ﺧﻠﻔﻪ ﺷﺎﺑﺔ ﻓﻲ ﺣﺪﻭﺩ ﺃﻋﻤﺎﺭ ﻓﺘﻴﺎﺕ ﺍﻟﺜﺎﻧﻮﻱ.
,"""ﺳﻴﺪﺗﻲ ﺍﻟﺮﺋﻴﺲ. ﻭﺻﻠﺖ ﺇﻧﺠﻲ-ﺳﺎﻥ."""
,ﺍﺳﺘﺠﺎﺑﺖ ﺇﻳﻔﺎ ﺑﺘﺤﺮﻳﻚ ﺭﺃﺳﻬﺎ ﻧﺤﻮ ﺍﻟﻀﻴﻒ.
,ﻟﻌﻠﻬﺎ ﻟﻢ ﺗﻠﺘﻔﺖ ﻟﻨﺪﺍﺀ ﺍﻟﺤﺎﺭﺱ، ﺑﻞ ﻟﺮﺍﺋﺤﺔ ﺯﻳﻨﺔ ﺇﻧﺠﻲ.
,......ﺇﺑﻘﺎﺅﻫﺎ ﻓﻲ ﻫﺬﻩ ﺍﻟﻐﺮﻓﺔ ﺟﻌﻠﻬﺎ ﺣﺴﺎﺳﺔ ﻷﺩﻧﻰ ﺭﺍﺋﺤﺔ.
Ushiromiya Eva,"""......................... ﺃﺗﻴﺖِ ﺇﺫﻥ. ......ﻳﺎ ﺇﻧﺠﻲ."""
Ushiromiya Ange,"""......ﺃﺟﻞ، ﺃﺗﻴﺖ. ﻟﻘﺪ ﺩﻋﻮﺗِﻨﻲ."""
,ﻻ ﻋﻠَﺖ ﻭﺟﻪَ ﺇﻳﻔﺎ ﻣﻼﻣﺢ ﺍﻟﺘﺮﺣﻴﺐ ﺍﻟﺤﺎﺭ ﺑﺎﺑﻨﺔ ﺃﺧﻴﻬﺎ.{n}...ﻭﻻ ﻋﻠَﺖ ﻭﺟﻪَ ﺇﻧﺠﻲ ﻣﻼﻣﺢ ﺍﻟﺴﺮﻭﺭ ﻟﺮﺅﻳﺔ ﻋﻤﺘﻬﺎ.
,ﺃﺷﺎﺭﺕ ﺇﻳﻔﺎ ﺑﻴﺪﻫﺎ ﺍﻟﻨﺤﻴﻠﺔ ﻛﺎﻟﻐﺼﻦ ﺍﻟﻴﺎﺑﺲ ﺇﻟﻰ ﺍﻟﺤﺎﺭﺱ ﺃﻥ ﻳﺬﻫﺐ.
,ﺍﻧﺤﻨﻰ ﺍﻟﺤﺎﺭﺱ ﺑﺼﻤﺖ ﺛﻢ ﺫﻫﺐ ﺇﻟﻰ ﺍﻟﻤﻤﺮ.
Ushiromiya Ange,"""......ﻓﻮﻕ ﺍﻟﻜﺘﻤﺔ ﻇﻠﻤﺔ. ﻟﻢ ﻻ ﺗﺄﻣﺮﻳﻦ ﺑﻔﺘﺢ ﺍﻟﺴﺘﺎﺋﺮ...؟"""
Ushiromiya Eva,"""...............ﻭﺃﺳﻤﺢ ﻟﻠﻘﺎﺗﻞ ﺍﻟﺬﻱ ﺍﺳﺘﺄﺟﺮﺗِﻪ ﺑﻘﻨﺼﻲ ﻋﺒﺮ ﺍﻟﻨﺎﻓﺬﺓ، ﺃﻫﺬﻩ ﺧﻄﺘﻚ؟......؟"""
Ushiromiya Ange,""".........ﻟﻮ ﺗﻮﻗﻒ ﺍﻷﻣﺮ ﻋﻠﻰ ﺫﻟﻚ، ﻟﻠﻌﺒﺖ ﺃﻧﺎ ﺩﻭﺭ ﺍﻟﻘﺎﺗﻞ ﺍﻟﻤﺄﺟﻮﺭ. ﺣﻴﻨﺌﺬٍ، ﻻ ﻋﻠﻲَّ ﺳﻮﻯ ﺍﻻﺳﺘﺮﺧﺎﺀ ﻓﻲ ﻣﻨﺰﻟﻲ ﺷﻬﺮﺍً ﺣﺘﻰ ﺗﻨﺠﺰ ﺍﻟﻤﻬﻤﺔ ﻧﻔﺴﻬﺎ ﺑﻨﻔﺴﻬﺎ."""
Ushiromiya Eva,"""...ﻫﻴﻬﻴﻬﻴﻬﻴﻪ، ﻫﺎﻩ ﻫﺎﻩ ﻫﺎﻩ ﻫﺎﻩ ﻫﺎ......"""
,ﺣﺪﻳﺜﻬﻤﺎ ﺍﻟﻤﻘﺒَﺾ ﻻ ﻳﻠﻴﻖ ﺑﻌﻤﺔ ﻭﺍﺑﻨﺔ ﺃﺧﻴﻬﺎ.
,...ﻟﻜﻨﻬﻤﺎ ﻟﻢ ﻳﻜﻮﻧﺎ ﻳﻤﺰﺣﺎﻥ.{n}......ﻋﻠﻰ ﺍﻷﻗﻞ، ﺇﻳﻔﺎ ﻛﺎﻧﺖ ﻣﻴﻘﻨﺔ ﺃﻥ ﺃﺣﺪﺍً ﻳﺤﺎﻭﻝ ﻗﺘﻠﻬﺎ.
,ﺛﺮﻭﺓ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺍﻟﻀﺨﻤﺔ ﻛﻠﻬﺎ ﻓﻲ ﺣﻮﺯﺓ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺇﻳﻔﺎ.
,...ﻳﻘﺎﻝ ﺇﻥ ﺍﻟﺜﺮﻭﺓ ﺗﺸﻤﻞ ﻋﺸﺮﺓ ﺃﻃﻨﺎﻥ ﻣﻦ ﺍﻟﺬﻫﺐ ﺍﻟﺬﻱ ﺃﺧﻔﺎﻩ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﻛﻴﻨﺰﻭ ﺣﺴﺐ ﺍﻟﺸﺎﺋﻌﺎﺕ.
,ﻟﻦ ﺗﺼﻞ ﺃﻳﺪﻳﻬﻢ ﺇﻟﻴﻬﺎ ﻣﺎ ﺩﺍﻣﺖ ﻓﻲ ﺣﻮﺯﺓ ﺇﻳﻔﺎ ﺍﻟﻤﺎﻛﺮﺓ ﺍﻟﺨﺒﻴﺜﺔ ﺍﻟﻤﺮﻳﺒﺔ، ......ﻟﻜﻦ ﺍﻟﺸﺎﺋﻌﺎﺕ ﺗﻘﻮﻝ ﺇﺫﺍ ﻣﺎ ﻭﺭﺛﺖ ﺇﻧﺠﻲ ﺍﻟﺜﺮﻭﺓ، ﻓﺈﻥ ﺃﻧﺎﺳﺎً ﻳﺨﻄﻄﻮﻥ ﻟﺴﻠﺒﻬﺎ ﻋﻠﻰ ﺍﻟﻔﻮﺭ.
,ﺇﺫ ﻟﻢ ﻳﺒﻖ ﻣﻦ ﻧﺴﻞ ﻛﻴﻨﺰﻭ ﺳﻮﻯ ﺇﻳﻔﺎ ﻭﺇﻧﺠﻲ.{n}......ﺇﺫﺍ ﻣﺎﺗﺖ ﺇﻳﻔﺎ، ﺳﺘﻨﺘﻘﻞ ﺍﻟﺜﺮﻭﺓ ﻛﻠﻬﺎ ﻹﻧﺠﻲ.
,...ﻭﺇﺫﺍ ﻗُﺘﻠﺖ ﺇﻧﺠﻲ ﺃﻳﻀﺎ، ......ﺳﺘﻮﺭِﺙُ ﻋﺎﺋﻠﺔَ ﺃﻣﻬﺎ، ﻛﻴﺮﻳﻲ.
,ﻟﻬﺬﺍ ﺍﻟﺴﺒﺐ، ﻛﻤﺎ ﺇﻳﻔﺎ، ﻓﺈﻥ ﺇﻧﺠﻲ ﺃﻳﻀﺎ، ...ﻣﻌﺮﺿﺔ ﻟﻼﻏﺘﻴﺎﻝ ﻣﻦ ﻗﺒﻞ ﻣﺠﻬﻮﻟﻴﻦ.
,......ﻛﻤﺎ ﺃﻥَّ ﺇﻳﻔﺎ ﺗﻜﺮﻩ ﺇﻧﺠﻲ ﻣﻨﺬ ﻭﻗﺖ ﻃﻮﻳﻞ.
,ﻷﻧﻬﺎ ﺑﻌﺪ ﻓﻘﺪﺍﻥ ﻓﻠﺬﺓ ﻛﺒﺪﻫﺎ ﺟﻮﺭﺝ، ......ﻋﻠﻤﺖ ﺃﻥ ﺍﻟﻨﺎﺟﻲ ﺍﻟﻮﺣﻴﺪ ﺍﻟﺬﻱ ﺳﻴﺮﺙ ﺛﺮﻭﺗﻬﺎ...ﻫﻲ ﺇﻧﺠﻲ، ﺍﻟﺘﻲ ﻟﻢ ﺗﺤﻀﺮ ﻣﺆﺗﻤﺮ ﺍﻟﻌﺎﺋﻠﺔ ﻗﺒﻞ ﺛﻨﺘﻲ ﻋﺸﺮﺓ ﺳﻨﺔ.
,ﻧﺒﺬﺕْ ﺇﻳﻔﺎ ﺇﻧﺠﻲ، ﻭﺃﺑﻐﻀﺘﻬﺎ، ﺣﺘﻰ ﻣﻘﺘﺘﻬﺎ.
,ﻋﺰﻟﺘﻬﺎ ﻓﻲ ﻣﺪﺭﺳﺔ ﺧﺎﺻﺔ، ﻭﺟﺮﺩﺗﻬﺎ ﻣﻦ ﺷﺒﺎﺏ ﻭﺳﻌﺎﺩﺓ ﺃﻗﺮﺍﻧﻬﺎ، ﻓﻲ ﻣﺤﺎﻭﻟﺔٍ ﻟﺴﻠﺐ ﺣﻴﺎﺗﻬﺎ ﻛﻞ ﻓﺮﺻﺔ ﻣﻤﻜﻨﺔ.
,......ﺑﻴﺪ ﺃﻥ ﻣﺮﺿﺎً ﻋﻀﺎﻻً ﻛﺎﻥ ﻗﺪ ﻓﺘﻚ ﺑﺈﻳﻔﺎ، ﻭﻣﻦ ﺍﻟﻤﺜﻴﺮ ﻟﻠﺴﺨﺮﻳﺔ، ...ﺃﻥ ﺗﻘﺪﻳﺮ ﺍﻟﻌﻤﺮ ﺍﻟﻤﺘﺒﻘﻲ ﻟﻬﺎ ﻣﺜﻞ ﻣﺎ ﻛﺎﻥ ﻟﻜﻴﻨﺰﻭ ﻳﻮﻡ ﻣﺆﺗﻤﺮ ﺍﻟﻌﺎﺋﻠﺔ ﻗﺒﻞ ﺛﻨﺘﻲ ﻋﺸﺮﺓ ﺳﻨﺔ...
,ﻛﺎﻧﺖ ﺍﻟﻜﺮﺍﻫﻴﺔ ﻣﺘﺒﺎﺩﻟﺔ... ﺑﻴﻦ ﺇﻳﻔﺎ ﻭﺇﻧﺠﻲ.
, ﺭﻏﻢ ﺃﻥَّ ﻛﻠﺘﻴﻬﻤﺎ ﺁﺧﺮ ﺍﻟﻤﺘﺒﻘﻲ ﻣﻦ ﻋﺎﺋﻠﺔ ﺍﻷﺧﺮﻯ، ...ﻭﺻﻠﺖ ﺍﻟﻜﺮﺍﻫﻴﺔ ﺑﻴﻨﻬﻤﺎ ﺣﺪَّ ﺍﻟﺘﺸﻮﻕ ﻟﻤﻮﺗﻬﺎ...
Ushiromiya Ange,""".........ﻭﺑﻌﺪ؟ ﻟﻢ ﺗﺠﺸﻤﺖِ ﻋﻨﺎﺀ ﺩﻋﻮﺗﻲ...؟"""
Ushiromiya Eva,"""......ﺍﻟﻮﻗﺖ ﻳﻨﻔﺪ ﻣﻨﻲ. ......ﻻ ﻋﻠﻢ ﻟﺪﻯ ﺃﻭﻟﺌﻚ ﺍﻷﻃﺒﺎﺀ ﺍﻟﺠﻬﻠﺔ ﻋﻦ ﻧﻮﻉ ﺍﻟﺴَّﻢ ﺍﻟﺬﻱ ﺃﺻِﺒﺖ ﺑﻪ. .........ﻟﻜﻨﻲ ﺃﻋﻠﻢ. ﻭﺃﺟﺰﻡ ﺃﻧﻪ ﻋﻘّﺎﺭ ﺍﻻﻏﺘﻴﺎﻝ ﺍﻟﺴﺮﻱ، ﺫﺍﻙ ﺍﻟﺬﻱ ﺗﺴﺘﻌﻤﻠﻪ ﻭﻛﺎﻟﺔ ﺍﻻﺳﺘﺨﺒﺎﺭﺍﺕ ﺍﻷﺟﻨﺒﻴﺔ ﺗﻠﻚ."""
Ushiromiya Eva,"""...ﻭﻳﺤﻲ، ﺳﺄُﻗﺘﻞ، ﺳﺄﻗﺘﻞ...!! ﺃﻟﺴﺖِ ﻣﺤﻈﻮﻇﺔ، ﻗﺮﻳﺒﺎً ﺟﺪﺍً، ﺳﺄﻣﻮﺕ ﻭﺗﺮﺗﺎﺣﻴﻦ ﻣﻨﻲ...!"""
Ushiromiya Ange,"""................................. ...ﻳﺎ ﻟﺘﻌﺎﺳﺘﻚ."""
,ﻟﻄﺎﻟﻤﺎ ﻓﻌﻠﺖ ﺫﻟﻚ.{n}......ﺳﺮﻋﺎﻥ ﻣﺎ ﻛﺎﻧﺖ ﺗﺘﻬﺮﺏ ﻣﻦ ﺍﻟﻤﻮﺿﻮﻉ ﺍﻟﺮﺋﻴﺴﻲ، ﺇﻟﻰ ﺣﺪﻳﺚٍ ﺃﺷﺪ ﻛﺂﺑﺔ.
,ﻛﺎﻧﺖ ﺇﻳﻔﺎ، ﻭﺍﻟﺮﻳﺒﺔ ﺗﻤﻸﻫﺎ، ﺗﻌﺘﻘﺪ ﺃﻥ ﺛﻤﺔ ﺩﺍﺋﻤﺎً ﻣﻦ ﻳﺴﻌﻰ ﻻﻏﺘﻴﺎﻟﻬﺎ.
,ﺑﺎﻟﻔﻌﻞ، ﻣﻨﺬ ﺃﻥ ﻭﺭﺛﺖ ﺛﺮﻭﺓ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺍﻟﻄﺎﺋﻠﺔ، ﺃﺧﺬﺕ ﺗﻨﺘﻬﺞ ﺃﺳﺎﻟﻴﺐ ﺟﺎﻣﺤﺔ ﻋﻠﻰ ﻏﺮﺍﺭ ﻛﻴﻨﺰﻭ، ﺗﺠﻤﻊ ﺍﻟﻤﺎﻝ ﺑﺸﺘﻰ ﺍﻟﻮﺳﺎﺋﻞ ﺑﻼ ﺗﻮﻗﻒ، ﻣﻤﺎ ﺧﻠﻖ ﻟﻬﺎ ﺃﻋﺪﺍﺀ ﻛﺜﺮ.
,ﺇﺫ ﺷﻨﺖ ﺣﻤﻠﺔ ﺍﺳﺘﻴﻼﺀ ﺷﺮﺳﺔ ﻋﻠﻰ ﺍﻟﺸﺮﻛﺎﺕ ﺍﻟﺘﻲ ﺑﺪﺃﺕ ﺗﺸﻬﺪ ﻧﻤﻮًﺍ ﻣﺘﺴﺎﺭﻋًﺎ ﻣﺴﺘﻌﻴﻨﺔ ﺑﺮﺃﺱ ﺍﻟﻤﺎﻝ ﺍﻟﻤﻬﻮﻝ ﻟﺪﻳﻬﺎ، ﺛﻢَّ ﺃﺭﻏﻤﺘﻬﻢ ﻋﻠﻰ ﺷﺮﺍﺋﻬﺎ ﻣﺠﺪﺩﺍً ﺑﺴﻌﺮ ﺑﺎﻫﻆ ﺗﺤﺖ ﺳﺘﺎﺭ ﺍﻟﻤﺼﺎﻟﺤﺔ.
,......ﻭﻣﻦ ﺍﻟﻤﻔﺎﺭﻗﺎﺕ، ﺃﻥ ﺷﺮﻛﺔ ﺯﻭﺟﻬﺎ ﺗﻌﺮﺿﺖ ﻟﺤﻤﻠﺔ ﻣﻦ ﺍﻟﻨﻤﻂ ﺫﺍﺗﻪ ﻗﺒﻞ ﺛﻨﺘﻲ ﻋﺸﺮﺓ ﺳﻨﺔ ﺧﻠﺖ...
,ﻭﻗﺪ ﺩﺃﺑﺖ ﻋﻠﻰ ﺫﻟﻚ ﻃﻮﺍﻝ ﺍﻟﺜﻨﺘﻲ ﻋﺸﺮﺓ ﺳﻨﺔ.{n}......ﻛﻤﺎ ﺟﻠﺒﺖ ﺍﻟﻜﺜﻴﺮ ﻣﻦ ﺍﻟﺒﻐﻀﺎﺀ ﻟﻨﻔﺴﻬﺎ.
,ﻭﻟﻮ ﺳﻤﻊ ﺯﻭﺟﻬﺎ ﺑﻬﺬﺍ ﻭﻫﻮ ﻓﻲ ﻗﺒﺮﻩ، ﻟﺮﺑﻤﺎ ﺩﺍﻓﻊ ﻋﻨﻬﺎ، ﻗﺎﺋﻼً ﺇﻥ ﻣﺮَﺩَّ ﺫﻟﻚ ﺇﻟﻰ ﻭﺣﺸﺔ ﻓﻘﺪﺍﻧﻬﺎ ﻟﻌﺎﺋﻠﺘﻬﺎ.
,......ﺑﻴﺪ ﺃﻧﻪ ﻣﺎ ﻛﺎﻥ ﻷﺣﺪ ﻋﺮﻓﻬﺎ ﺍﻟﻴﻮﻡ ﺃﻥ ﻳﺪﺍﻓﻊ ﻋﻨﻬﺎ.
,ﻟﺒﺮﻫﺔ ﻣﻦ ﺍﻟﻮﻗﺖ، ﺃﺧﺬﺕ ﺇﻳﻔﺎ ﺗﻔﻴﺾ ﻓﻲ ﺍﻟﺤﺪﻳﺚ ﻋﻦ ﺍﻟﺘﻬﺪﻳﺪ ﺍﻟﺬﻱ ﻳﺴﺘﻬﺪﻑ ﺣﻴﺎﺗﻬﺎ، ﺳﺎﺭﺩﺓ ﺃﺳﻤﺎﺀ ﻣﻦ ﻳﺮﺟﺢ ﺣﻨﻘﻬﻢ ﻋﻠﻴﻬﺎ، ﻣﺘﻬﻜﻤﺔ ﻣﻦ ﺃﻧﻬﺎ ﻟﻢ ﺗﻘﺘﻞ ﺑﻌﺪ.
,ﺣﺘﻰ ﻋﻨﺪﻣﺎ ﺳﻤﻌﺖ ﺇﻧﺠﻲ ﺍﺳﻤﻬﺎ ﻣﺪﺭﺟﺎً ﻓﻲ ﺗﻠﻚ ﺍﻟﻘﺎﺋﻤﺔ، ﻟﻢ ﻳﻄﺮﺃ ﻋﻠﻰ ﻣﻼﻣﺤﻬﺎ ﺗﻐﻴﻴﺮ ﻳﺬﻛﺮ، ﻭﺍﻧﺘﻈﺮﺕ ﺑﻼ ﻣﺒﺎﻻﺓ ﺣﺘﻰ ﺗﻤﻞ ﺇﻳﻔﺎ ﻋﻦ ﺍﻟﻜﻼﻡ...
Ushiromiya Eva,""".........ﺃﺗﻌﻠﻤﻴﻦ ﺷﻴﺌﺎ؟ ............ﺍﻟﺸﺨﺺ ﺍﻟﺬﻱ ﺃﻣﻘﺘﻪ ﺣﻘﺎ...ﻫﻮ ﺃﻧﺖ."""
Ushiromiya Ange,"""ﻫﺬﺍ ﺷﺮﻑ ﻟﻲ. ﺍﻟﺸﻌﻮﺭ ﻣﺘﺒﺎﺩﻝ."""
Ushiromiya Eva,""".........ﻟﻘﺪ ﺑﻨﻴﺖ ﻫﺬﺍ ﺍﻟﻤﺴﺘﻘﺒﻞ ﻣﻦ ﺃﺟﻞ ﺟﻮﺭﺝ. ......ﺃﻥ ﻳُﻨﺘﺰﻉ ﻣﻨﻲ ﻋﻠﻰ ﻳﺪﻳﻚِ. ...ﺃﻥ ﺗﺴﺮﻗﻪ ﺍﺑﻨﺔ ﺭﻭﺩﻭﻟﻒ... .........ﻻ ﺃﻃﻴﻖ ﺫﻟﻚ. ......ﻓﻜﺮﺓ ﺃﻻ ﻭﻟﺪ ﻳﺨﻠﻔﻨﻲ، ...ﻭﻓﻮﻕ ﺫﻟﻚ، ﺛﺮﻭﺗﻲ ﺳﺘﺴﻠﺐ، .........ﺇﻥ ﺫﻟﻚ ﺣﻘﺎ......ﻻ ﻳﺤﺘﻤﻞ............!"""
Ushiromiya Ange,"""......ﺇﻥ ﻛﺎﻥ ﺍﻷﻣﺮ ﻛﺬﻟﻚ، ﻟِﻢَ ﻻ ﺗﻬﺒﻴﻦ ﺛﺮﻭﺗﻚ ﻛﻠﻬﺎ ﻟﻠﺠﻤﻌﻴﺎﺕ ﺍﻟﺨﻴﺮﻳﺔ؟ ﻣﺎﺫﺍ ﺣﻞ ﺑﺄﻭﻟﺌﻚ ﺍﻟﻤﺘﺪﻳﻨﻴﻦ ﺍﻟﺬﻳﻦ ﺍﺳﺘﺪﻋﻴﺘﻬﻢ ﻛﺜﻴﺮﺍ؟"""
Ushiromiya Eva,"""............*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*ﻗﻬﻘﻬﺔ*! ﻛﻠﻬﻢ ﻳﺮﺩﺩﻭﻥ ﺍﻟﻜﻼﻡ ﻧﻔﺴﻪ. ...ﻟﻘﺪ ﺃﺿﺤﺖ ﺛﺮﻭﺗﻲ ﺍﻟﻄﺎﺋﻠﺔ ﻋﺒﺌﺎً ﻋﻠﻲ. ﻭﻳﻘﻮﻟﻮﻥ ﺩﺍﺋﻤﺎً ﻛﻼﻣﺎً ﻋﻦ ﺿﺮﻭﺭﺓ ﺃﻥ ﺃﺗﺨﻠﻰ ﻋﻨﻬﺎ ﻭﺃﻃﻬﺮ ﻧﻔﺴﻲ. ......ﺃﻫﻬﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎﻫﺎﻫﺎ! ﻭﺣﻴﻨﻬﺎ، ﺧﻄﺮﺕ ﻟﻲ ﺍﻟﻔﻜﺮﺓ. ﺃﻥ ﺃﺗﻮﻗﻒ ﻋﻦ ﺍﻟﺘﺒﺮﻉ!"""
,ﻟﻔﺘﺮﺓ ﻣﻦ ﺍﻟﺰﻣﻦ، ﻛﺎﻧﺖ ﺇﻳﻔﺎ ﻗﺪ ﺍﺳﺘﺪﻋﺖ ﻋﺪﺩﺍً ﻣﻦ ﻣﺆﺳﺴﻲ ﻃﻮﺍﺋﻒ ﺩﻳﻨﻴﺔ ﺟﺪﻳﺪﺓ ﻭﻏﺮﻳﺒﺔ، ﻟﻌﻠﻬﺎ ﻛﺎﻧﺖ ﺗﺒﺤﺚ ﻋﻦ ﺳﻜﻴﻨﺔ ﻟﻘﻠﺒﻬﺎ.
,...ﻟﻜﻨﻬﻢ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ ﻟﻢ ﻳﻤﻨﺤﻮﺍ ﻗﻠﺒﻬﺎ ﺃﻱ ﻋﺰﺍﺀ، ﺑﻞ ﺯﺍﺩﻭﻫﺎ ﺭﻳﺒﺔ...
Ushiromiya Ange,""".........ﺇﻥ ﻛﺎﻥ ﻟﺪﻳﻚِ ﻛﻞ ﻫﺬﺍ ﺍﻟﻤﺎﻝ ﺍﻟﺬﻱ ﻻ ﺗﻌﺮﻓﻴﻦ ﻣﺎ ﺗﻔﻌﻠﻴﻦ ﺑﻪ، ﻟﻢ ﻻ ﺗﺸﺘﺮﻳﻦ ﺟﻴﺎﺩًﺍ ﺃﺻﻴﻠﺔ ﺗﺼﻨﻌﻴﻦ ﻣﻨﻬﺎ ﺑﻌﺾ ﺍﻟﻠﺤﻢ ﺍﻟﻤﻌﻠﺐ؟"""
