Speaker,Spanish (ES)
Furudo Erika,"""Actualmente nos estamos preparando para tomar en custodia también a {f:5:Virgilia}, Ronove y Gaap. La Guardia Imperial de las Hermanas Siesta está llevando a cabo esa investigación."""
Furudo Erika,"""... Por supuesto, una vez hecho eso, detendremos y ejecutaremos a las tres hermanas Siesta, que también están relacionadas con {f:5:Beatrice}."""
{f:5:Bernkastel},"""Dlanor, ¿cuál es la verdadera naturaleza de las Hermanas Siesta?"""
Dlanor,"""... Creemos que hay una alta posibilidad de que sus orígenes estén en las armas utilizadas en el {f:5:crimen}. Mi ayudante principal, Gertrude, ha formado un {f:5:equipo} dedicado. Actualmente estamos investigando sus {f:5:casos} individuales."""
Furudo Erika,"""¡También espero con ansias la ejecución de las Hermanas Siesta!... ¿De una en una? ¿O todas a la vez?"""
{f:5:Bernkastel},"""Nadie es tan estúpido como para vaciar toda la lata de hojas de té en la olla de una vez. Debes disfrutarlo lentamente, una cucharada a la vez."""
Furudo Erika,"""¡*risita*risita*! Exacto. Hagamos que sus ejecuciones sean en días consecutivos. Para los muebles y las brujas, uno por uno. Le presentaré un nuevo espectáculo de ejecución cada día."""
{f:5:Bernkastel},"""Maravilloso... Después de todo, sí que son muchos. Parece que podremos entretenernos por dos semanas enteras."""
{f:5:Bernkastel},"""... Quizás podamos dejarles decidir a quiénes ejecutar primero. ¡Jejejejejejejejee! Asegúrate de que se te ocurra algo genial para las temáticas de ejecución... Me gustaría disfrutar métodos antiguos y modernos, del oriente y occidente cada día."""
Dlanor,"""... Las reglas establecen que el método de ejecución habrá de seguir las {f:5:regulaciones} de la Gran Corte."""
Furudo Erika,"""Déjemelo a mí, mi ama. ¡Ciertamente le prepararé un fascinante espectáculo de ejecución!"""
{f:5:Bernkastel},"""Espero como mínimo el descuartizamiento de uno de ellos."""
Furudo Erika,"""Por supuesto. ¡Haré una lista de las mejores formas de ejecución de todos los países, desde Europa a Asia, y que fueron usados por reinos del oriente y occidente por cuestiones no menores a traición al rey!"""
{f:5:Bernkastel},"""... Quisiera inventar algunos métodos yo misma... Contemplar eso será la manera perfecta de relajarme en esas noches sin sueño... *risita* Perfeccionaré mis ideas y luego te enviaré una carta."""
Furudo Erika,"""Como ordene, mi ama. Y entonces el gran final será al estilo {f:5:Bernkastel}... Al mismo final, cuando todas las ilusiones se hayan desvanecido y el compendio mágico de Beato haya sido completamente aplastado... le mostraré a mi ama la grandiosísima ejecución que añora... ¡la ejecución de {f:5:Beatrice}!..."""
{f:5:Bernkastel},"""Gracias, Erika... Gracias a ti, parece que seré capaz de olvidar el dolor de mi enfermedad por un instante... *risita*risita*, ¡jejejejejeejajajajajajajajajaja! Eres tan perfecta. Mi pieza, mi doble... y mi linda hija."""
Furudo Erika,"""¡S-Sus palabras son demasiado buenas para mí, mi ama!..."""
{f:5:Bernkastel},"""Erika, habré de darte honor y una recompensa... El mayor símbolo de Beato, el retrato en el vestíbulo. Quítalo, hazlo leña, haz un pastel con esta y cómetelo. Después tendrás permitido colgar tu propio retrato en el marco que quede."""
Furudo Erika,"""... ¡S-Se lo agradezco mucho!... ¡Es un gran honor!..."""
{f:5:Bernkastel},"""... Tienes que erradicar y borrar el nombre de {f:5:Beatrice} y todo rastro de ella. Mientras terminas con eso, ordenaré que se te convierta en la ama de esta aislada Rokkenjima."""
{f:5:Bernkastel},"""... En nombre de la Bruja de los Milagros, {f:5:Bernkastel}, declaro que te será otorgado el rango de bruja hasta aquel día... De ahora en adelante, te harás llamar la Bruja de la Verdad, {f:5:Erika}."""
Furudo Erika,"""¡L‐La... Bruja de la Verdad!... ¡¡S‐Se lo agradezco mucho, mi ama!!... ¡Juro trabajar aún más duro para que este honor no se desperdicie!..."""
,"Aunque no fuera más que una pieza... se le estaba otorgando el honor de llamarse a sí misma una bruja como su ama, aunque fuese solo temporal..."
,"Erika estaba tan conmovida de que sus acciones hubiesen sido reconocidas de una forma tan grandiosa, que temblaba..."
{f:5:Bernkastel},"""Dlanor, sigue ayudando a {f:5:Erika}... y dame reportes de su avance."""
Dlanor,"""... Como {f:5:desee}."""
{f:5:Bernkastel},"""... Por cierto, ¿dónde está Lambda?"""
Dlanor,"""Se encuentra {f:5:allá}."""
,"Desde los asientos de invitados del segundo piso, ella señaló hacia abajo."
,"{f:5:Lambdadelta}... se encontraba debajo de Battler, que colgaba allí muerto, atravesado por la larga espada roja."
{f:5:Lambdadelta},"""... Ushiromiya Battler... Fuiste un chico interesante... Y podrías haberte vuelto todavía más interesante... qué pena."""
{f:5:Bernkastel},"""Yo opino que fue una forma maravillosa de morir... ¡{f:5:Erika}! Puedes exhibir el cadáver de Battler en el vestíbulo de la mansión... La próxima vez que visite este Fragmento, dame la bienvenida frente a este."""
Furudo Erika,"""Como ordene, mi ama. ¡Haré de ese tonto hombre un monumento eterno a la victoria de mi ama!"""
{f:5:Lambdadelta},"""*Risita* Suena maravilloso, de muy buen gusto. Tal vez puedas cubrirlo con yeso y hacer una hermosa estatua blanca... ¡Y sería aún mejor si lo decoraras todo bonito!"""
Furudo Erika,"""Sí, Lady {f:5:Lambdadelta}. ¡Me esforzaré en responder a sus expectativas!..."""
{f:5:Lambdadelta},"""Felicitaciones por convertirte en bruja. Aunque sea solo temporal, te daré la bienvenida como amiga."""
,Erika estaba tan abrumada por la emoción que surgieron lágrimas en sus ojos.
,"... Ya que para una pieza, no existe mayor placer que el que su trabajo sea reconocido por su amo."
{f:5:Bernkastel},"""Al final, me gustaría que también disecaran a Beato. Entonces decoraré el vestíbulo con ella."""
{f:5:Lambdadelta},"""¿Lago Shirakaba?"""
{f:5:Bernkastel},"""El {c:86EF9C:conde cazador de humanos}."""
{f:5:Lambdadelta},"""... Sabes, leí eso cuando todavía no era bruja... Siempre creí que era extraño que los humanos que obtenían la vida eterna fueran tan crueles. Siempre me preguntaba la razón... En ese entonces, francamente no me podía identificar."""
{f:5:Bernkastel},"""... Tras convertirme en bruja y vivir mil años, lo entiendo por completo... Ese escritor sí que podía entender nuestra crueldad en el sentido más puro. ¡*risita*risita*!"""
{f:5:Lambdadelta},"""... ¿Y ahora qué? Supongo que nos despediremos dándonos la espalda, ¿no?"""
{f:5:Bernkastel},"""Eso es porque no quiero dejar que te aburras."""
{f:5:Lambdadelta},"""Gracias, Bern. Pero puedes estar segura de que contaré hasta cien y luego comenzaré a buscarte de nuevo."""
{f:5:Bernkastel},"""Sí que no dejas que uno se aburra. Por eso es que te quiero, te amo... Veámonos de nuevo en algún lado. Por supuesto, eso podría ser dentro de cien o tal vez mil años... o quizá nunca más por toda la eternidad."""
{f:5:Lambdadelta},"""Está bien. El Mar de Fragmentos es diminuto para una pareja que se ama."""
{f:5:Bernkastel},"""¿El tercer hombre?"""
{f:5:Lambdadelta},"""No, Les Enfants du paradis, por supuesto."""
{f:5:Bernkastel},"""... Si cada vez que hicieras polvo uno de esos incontables Fragmentos que brillan como noche estrellada, pudieras librarte del aburrimiento venenoso de una sola noche, incluso querrías contar las estrellas del cielo."""
{f:5:Lambdadelta},"""Ooh, no está mal... pfft, ¡*risita*risita*!..."""
,"Las brujas conocidas como Viajeras recorren los innumerables futuros resplandecientes de posibilidades... y los devoran, intentando huir de su condición llamada aburrimiento en la mayor medida posible."
,El pequeñísimo Fragmento creado por la humana conocida como {f:5:Beatrice}... había sido devorado por las dos brujas... y había perdido su brillo.
,Las dos que anteriormente se habían llamado rivales ante Beato... ahora dejaron esa farsa y se rieron juguetonamente.
{f:5:Bernkastel},"""{f:5:Erika}. La nueva gobernante de este Fragmento... Hila la verdad... y crea la historia que lleve al deceso de este mundo... Umm, el siguiente sería el sexto juego, ¿verdad?"""
Furudo Erika,"""Sí, el sexto."""
{f:5:Bernkastel},"""Decide tú misma el nombre del Episodio 6. Después de todo, ya eres quien hila esta historia, además de la ama."""
Furudo Erika,"""Se lo agradezco mucho... De hecho, ya he decidido uno."""
{f:5:Bernkastel},"""... Oh, ¿ya lo has hecho?... Quisiera oírlo entonces. ¿Cuál es el título?"""
Furudo Erika,"""Sí... «Episodio 6...» Jejejejee, me gustaría molestar un poco, pero lo diré."""
{f:5:Lambdadelta},"""¡*Risita*! Vamos, deja de hacerte la sabelotodo y dinos. ¡Una bruja novata como tú no debería molestar a sus superiores!"""
Furudo Erika,"""«¡Episodio 6: Jaque Mate de la Bruja Dorada!»"""
