Speaker,Spanish (ES)
Shannon,"""Eso pensé. Teniendo en cuenta lo mucho que come durante los almuerzos en las conferencias familiares, pensé que esto no sería suficiente. Por favor, no se limite y siéntase libre de ir por otro plato."""
Ushiromiya George,"""No es justo... que toda la vergüenza me la lleve yo. Y ¿qué hay de ti, Shannon? ¿Siempre te encargas de tu trabajo para la familia Ushiromiya comiendo tan poco?"""
Shannon,"""... Umm, eh... au."""
,Shannon se quedó callada y se puso como un tomate.
,"Al parecer, yo no era el único que estaba fingiendo.{n}Cuando me di cuenta de eso, mi vergüenza desapareció por completo."
Ushiromiya George,"""Eso tampoco es suficiente para ti, ¿verdad? Por lo general, comes más que esto en el almuerzo."""
Shannon,"""E-El estómago de una mujer está hecho de magia, así que esto es suficiente... au."""
Ushiromiya George,"""Lo que significa que ambos estábamos tratando de impresionar al otro. No nos contengamos más, ¿de acuerdo?"""
,Sonreí para demostrar que no me burlaría más de ella y me levanté del asiento.
Ushiromiya George,"""Ya que hemos venido hasta Okinawa, sería un desperdicio no comer un poco de melón amargo. Iré a traer un melón amargo frito o algo así. Acompáñame, Shannon. Vamos, vamos."""
Shannon,"""¡Ah, sí...!"""
,"Para cualquiera que nos viera, podríamos haber parecido una pareja bastante cómica y sobre todo vergonzosa."
,Pero solo después de formar una relación es que te das cuenta.
,"Estas tonterías significan el mundo para nosotros, y {i:es} nuestro mundo.{n}Por eso, sin importar cuán frías fueran las miradas de los demás, ni siquiera nos daríamos cuenta."
,"... De hecho, a esta edad, por fin comprendo los sentimientos de las parejas que no paran de coquetear sin tener en cuenta su entorno."
,"Después de que volví con un plato lleno de comida frita, Shannon llegó con un precioso pastel."
,"Mientras nos reíamos de nuestro falso estoicismo, retomamos nuestro almuerzo."
Ushiromiya George,"""Es una pena que esté tan nublado, cuando este restaurante tiene tan bellas vistas al mar."""
,"Tuvimos la suerte de conseguir asientos junto a la ventana, desde los cuales se podía apreciar un paisaje costero tan grande que ni siquiera entraba por completo en nuestro campo visual."
,"Sin embargo, debido al cielo nublado, estaba muy lejos de su belleza normal."
Shannon,"""Sí, lo es. Si hubiera estado despejado, habríamos visto un mar muy azul."""
Ushiromiya George,"""Sí. Imagino que estás acostumbrada a ver el mar en Rokkenjima, pero el mar aquí seguramente sería de un azul excepcional... Es una verdadera lástima."""
Shannon,"""Aah, pero por muy azul que sea, el mar que veo durante el trabajo bien podría ser gris. En cambio, hoy no estoy trabajando, así que... quiero decir..."""
,"Al parecer, Shannon estaba haciendo todo lo posible para decir una frase embarazosa. Pero no se lo pondré fácil."
Ushiromiya George,"""Tan cerca. Si tan solo hubieras dicho ""cuando lo miro con usted, hasta el mar más gris me parece el mar más azul"", te habría dado la puntuación máxima y una recompensa."""
Shannon,"""Eh, ah, l-l-lo siento... nnnnnn..."""
Ushiromiya George,"""¿Quieres saber cuál habría sido la recompensa?..."""
Shannon,"""Umm... eh, si le parece bien a usted..."""
Ushiromiya George,"""No. No te lo diré. Ajajajajajaja."""
Shannon,"""E-Eso no es justo..."""
,"Cuando estaba en la escuela primaria, siempre era el niño al que molestaban.{n}Cuando todos se burlaban de mí, me ponía nervioso y me quedaba sin palabras, algo que los bravucones disfrutaban."
,"Por aquel entonces, me preguntaba por qué todos se burlaban de mí."
,"Pero ahora que estoy burlándome de Shannon así, lo entiendo.{n}Esto es tan divertido."
,Puedo jugar con sus emociones como me plazca... y puedo quedarme con todas ellas yo solo.
,"Ahora mismo, no puedo pensar en ningún placer que sea más exquisito."
,Y es justo por eso que tengo que tratarla con delicadeza.{n}No quiero que se avergüence y lo pase mal.{n}Así que decidí cerrar el tema en ese mismo instante.{n}No es bueno ser demasiado persistente.
Ushiromiya George,"""Cuando hayas terminado de comer, ¿quieres ir conmigo a dar un paseo por la playa? Quizá las nubes se despejen y podamos ver un mar pintoresco."""
Shannon,"""Es una buena idea. Me encantaría ir."""
Ushiromiya George,"""Bien, eso es lo que haremos... Pero antes... Ese pastel tuyo sí que se ve delicioso. Me pregunto si debería ir por uno igual también."""
Shannon,"""No debe hacerlo... Si come pastel después de haber comido tanto, engordará. Parece que la sangre de Hideyoshi-sama se encuentra bastante presente en usted, así que si no se cuida, se pondrá gordito."""
Ushiromiya George,"""Entonces, Shannon, ¿me dejarías de querer si engordara?... Yo no dejaría de quererte si eso te pasara."""
Shannon,"""N-No era eso lo que quise decir... Me refería a que... si no cuida bien de su cuerpo, su salud podría... au."""
Ushiromiya George,"""Mi madre también me advierte de eso todo el tiempo. Tal vez también debería practicar taichí o algo por el estilo para hacer ejercicio."""
Shannon,"""Si quiere perder peso, lo mejor sería empezar por reconsiderar sus hábitos alimenticios, en lugar de hacer ejercicio intenso. El ejercicio tiene que venir acompañado con una buena dieta, o no obtendrá ningún resultado, según he oído."""
Ushiromiya George,"""En otras palabras, me estás diciendo que no coma pastel, ¿verdad? Entonces, supongo que tendré que conformarme con mirarte mientras disfrutas de ese pastel, Shannon."""
Shannon,"""Oh, eh... Creo que un pastel entero es demasiado... pero si solo es la mitad, quizá estaría bien. Tome, está muy delicioso."""
,Shannon cortó su propio pastel y trató de pasar la mitad a mi plato de ensalada.
,No tenía ninguna duda de que ella quería compartir el sabor del delicioso pastel conmigo.
,"Aun así, deliberadamente y con maldad, aparté mi plato de ella."
,Shannon pestañeó sorprendida. Parece que no podía entender si estaba rechazando el pastel o no.
,"Así que le guiñé un ojo, abrí la boca y dije ""aah""."
Shannon,"""*risita*. Esto es lo que quería desde el principio, ¿no es así?... Vaya, usted sí que es un niño mimado, George-sama."""
Shannon,"""Muy bien, diga ""aah""."""
,"Manteniendo aún una expresión de vergüenza y exasperación en su rostro, Shannon me ofreció el pastel con un tenedor."
,*Ñam*.
,"Tenía un sabor a pastel de chocolate barato que podías encontrar en cualquier lugar. Aun así, fue excepcional."
,"Porque comer pastel de una forma tan embarazosa, como si fuéramos la estereotípica pareja de enamorados definitiva, había sido mi sueño durante años."
,Hizo que el sabor de este pastel fuera divino...
,"Si la Tierra está destinada a llegar a su fin algún día, no tendría ningún arrepentimiento si ocurriese en este instante."
,... Fue un momento de dicha.
,"Después de eso, recogimos algunas conchas marinas, huimos de las olas y disfrutamos de la compañía del otro mientras caminábamos por la playa."
,"Al final, el cielo nunca se despejó. Sin embargo, ambos creíamos que nuestros ojos reflejaban un mar de un color azul oscuro."
Shannon,"""... De alguna manera, estoy tan feliz... que me da miedo."""
Ushiromiya George,"""Dices eso de vez en cuando. ¿Qué es lo que te da miedo?"""
Shannon,"""... Soy... una sirvienta de la familia Ushiromiya. El que alguien como yo... esté aquí junto con un miembro de la familia Ushiromiya... Um... simplemente parece demasiado para mí."""
Ushiromiya George,"""A mí también me sorprende. No te conocí ni hoy ni ayer, Shannon-chan. Nos conocemos desde hace muchos años. Pero solo nos saludábamos durante las reuniones familiares; apenas unas pocas veces al año."""
Ushiromiya George,"""... Nunca imaginé que nos volveríamos tan cercanos como para pasar el tiempo contigo de esta manera. Fue la misma situación para ti, ¿verdad?"""
Shannon,"""Eh... Yo... umm..."""
Ushiromiya George,"""¿Mm?"""
Shannon,"""... Yo sí... lo imaginé. No, umm, ¡eh! En lugar de imaginar... era más bien como si estuviera fantaseando... Siempre es tan considerado y caballeroso, así que me preguntaba cómo sería si estuviésemos en una relación... um... y solo tenía fantasías de eso..."""
Ushiromiya George,"""Entonces, nuestra relación ocurrió gracias a que lo deseaste desde el fondo de tu corazón. La magia reside en el poder de soñar. Así que estoy seguro de que fue esa magia la que nos unió."""
Shannon,"""... Tiene razón... Creo seriamente... que fue magia verdadera."""
Ushiromiya George,"""Pero, ya sabes, eso no es del todo correcto. Cada vez que nos encontrábamos, te veía más y más hermosa, y fuiste ocupando un gran lugar en mi corazón. Si a ti te sucedió lo mismo, entonces el hecho de que estemos aquí en este momento es simplemente una consecuencia inevitable, más que algo causado por la magia o un milagro."""
Shannon,"""... No. Un milagro sí ocurrió, George-sama."""
,"Shannon se detuvo a orillas del mar, y se quedó contemplando el horizonte."
Ushiromiya George,"""... ¿Un milagro?"""
Shannon,"""No, fue magia... Sucedió de verdad."""
,Me desconcertó la expresión un tanto misteriosa que a veces ella utilizaba.
Ushiromiya George,"""... ¿Magia, dices?"""
Shannon,"""Sí, magia... Es probable que no me creería aun si se lo dijera, así que no lo haré. Pero esa magia definitivamente tuvo el poder de conceder el milagro que nos unió a usted y a mí."""
Ushiromiya George,"""¿Te refieres a un rezo de buena suerte para que tu deseo se haga realidad?"""
Shannon,"""Puede ser. Tal vez fue algo como eso... Solo que no fue nada falso, sino que fue magia de verdad."""
Ushiromiya George,"""... Mmm..."""
,Quizás Shannon no es la única persona que quiera atribuir un encuentro a un milagro o a la casualidad; puede que sea algo universal que todas las chicas comparten.
,"Para un hombre como yo, un encuentro con una chica es un 70% de esfuerzo para tratar de complacerla, un 20% de valentía, y solo un 10% de suerte."
,Lo que ella elija creer tiene poco peso para mí... Tal vez esa forma calculadora de pensar es en sí misma típica de los hombres.
,"Pero, si lo expresara con palabras, rompería cualquier tipo de magia."
,"Creo que para haber llegado a ser tan unidos han hecho falta muchas casualidades, sacrificios y grandes esfuerzos por parte de los dos."
,"Gracias a eso es que ahora podemos estar juntos y tener este tiempo en privado, y si ella quiere llamar a esto ""magia"", eso no es extraño en lo más mínimo."
,Por eso le respondí de esta manera:
Ushiromiya George,"""Es cierto... Si el mismo destino se repitiera cien veces, quizás tú y yo podríamos haber tenido este tipo de relación una única vez."""
Ushiromiya George,"""Nuestra relación distante y formal podría haber continuado hasta ahora, aunque ambos siguiéramos siendo conscientes el uno del otro. Desde la perspectiva de esos otros mundos, estamos sin lugar a dudas en una relación milagrosa."""
Shannon,"""No me refiero a eso... De verdad es magia."""
Shannon,"""... Quizás esto es algo que los hombres nunca creerán, sin importar cuántas veces lo digas. Kanon-kun tampoco me creyó en absoluto."""
Ushiromiya George,"""... Yo te creo. Porque no quiero romper esa magia por no creer en ella."""
Shannon,"""George-sama..."""
,"En voz baja, me disculpé por haber hecho de su magia algo superficial."
,Esas palabras parecían hacer a Shannon mucho más feliz.
,"Al fin y al cabo, si una pareja cree en la magia del amor, este se vuelve eterno."
Ushiromiya George,"""Oh, cierto. Tengo una petición algo caprichosa, si estás dispuesta escucharme."""
Shannon,"""... ¿Sí? ¿Qué quiere que haga?"""
Ushiromiya George,"""Es acerca de la forma en la que me llamas: 'George-sama'."" No es que me disguste, ¿pero podrías dejar de llamarme así?"""
Ushiromiya George,"""Por supuesto, sé que tienes que mantener las apariencias frente a la familia Ushiromiya, así que no te obligaré a hacerlo durante tu rutina diaria en Rokkenjima. Pero, cuando estemos a solas, prefiero que no me llames de esa manera. Sí, creemos esa regla."""
Shannon,"""¿U-Una regla? ¿Q-Qué pasaría si la rompiese?..."""
Ushiromiya George,"""Buen punto. Quizá el incumplimiento de la regla deba tener algún tipo de castigo... ¿Qué debería ser?... ¿Quieres saber?"""
Shannon,"""N-No, no quiero..."""
Ushiromiya George,"""Ajajajajajaja. En ese caso, tendré que pensar en qué debería ser."""
Shannon,"""Sí... George... san."""
Ushiromiya George,"""... Bien. Suena estupendo, ¿verdad? Esto me hace muy feliz, Shannon."""
Shannon,"""Y-Yo... quisiera que me llame... por el nombre de Sayo."""
Ushiromiya George,"""Es cierto. Las reglas deben ser justas. Yo también me comprometo, y a partir de ahora, te llamaré Sayo. ¿Está bien? ¿Sayo?..."""
Shannon,"""S-Sí."""
,Puse mi brazo alrededor de su hombro y la abracé.
,"Su delicado cuerpo fue atraído irresistiblemente hacia mí, y ella saltó a mi pecho como una muñeca. Mientras sostenía su cabeza entre mis brazos, miramos juntos el horizonte."
Ushiromiya George,"""Qué mar tan azul. Estoy tan feliz de que hayamos podido verlo juntos."""
Shannon,"""... Yo también. Me hace muy feliz poder mirar un mar tan azul con usted."""
,"Mientras contemplábamos el mar gris y una ligera lluvia comenzaba a caer, nos mantuvimos abrazados, escuchando los latidos del otro..."
,"El sonido de las olas se impregnó en mis oídos.{n}... No, este era el sonido de olas furiosas. Mi cuerpo, bañado por las salpicaduras terriblemente frías, no me dejaba olvidar."
,El recuerdo del día en que mi viejo destino se rompió y se hizo añicos.
,"En el pasado, el ""mañana"" había sido literalmente como un espejo para mí."
,"Lo único que podía ver en él era a la misma yo que existía ""hoy"".{n}... Mi mañana nunca sería diferente de mi hoy."
,Ese era mi antiguo destino.
,"... Pero en aquel momento, por primera vez, vi un destino diferente más allá del espejo."
,La bruja me susurró.
,"Me tentó a dar un mordisco al fruto del conocimiento.{n}Me atormentaba diciendo que mientras permaneciera en el paraíso de Dios, seguiría siendo un mueble."
,Y entonces aprendí sobre el amor y decidí elegir convertirme en una persona.
,"... Esos días fueron más dulces que la miel... pero en aquel entonces, no me había percatado de que solo eran el comienzo de días llenos de un nuevo tipo de sufrimiento..."
,"Tomando la lancha de la que me habían hablado, llegué a este islote."
,"No, quizás llamarlo islote sea incorrecto.{n}En realidad sería más apropiado llamarlo arrecife."
,Tenía un torii y un pequeño santuario para la deidad local.
,"Probablemente se construyó para adorar a la deidad guardiana de Rokkenjima.{n}... Aunque ignoraba cuál era exactamente su importancia, comprendía que la tenía en lo sagrado."
,"A pesar de estar en un lugar como este, eché un vistazo más a mi alrededor para ver si había alguien que estuviera observándome."
,"... Lo único que podía ver era el océano tempestuoso, Niijima asomando a lo lejos y las olas chocando contra el escarpado acantilado de Rokkenjima."
,Me preparé... me acerqué lentamente al pequeño santuario... y tomé el espejo que había sido colocado allí.
,"Era un espejo de aspecto viejo, sombrío y sucio.{n}... Si se tratara de un espejo ordinario, es probable que te daría una impresión terriblemente mala sobre su valor..."
,"Sin embargo, como el espejo había sido ofrecido a este pequeño santuario, esa cualidad me hizo sentir algún tipo de divinidad en él."
,... Y me di cuenta.
,"No se trataba de un simple espejo.{n}... Aunque para una incrédula como yo no fuera más que un espejo de viejo aspecto, en realidad era un espejo que tenía un significado importante."
,... ¿En verdad estaría bien romperlo después de haber sido cautivada por aquellas dulces palabras?
,"... No, esto no es un espejo.{n}... Es la ineludible vida que he vivido hasta hoy, es mi destino."
,Rómpelo.
,"Rómpelo... y hazte dueña de una vida reflejada más allá del espejo.{n}Si no lo rompo, mi vida será para siempre un par de espejos que se encuentran uno frente al otro.{n}Nada cambiará en lo más mínimo..."
,La bruja me susurra.
,Me tienta a dar un mordisco al fruto del conocimiento.{n}O quizás ya he probado ese fruto.
,Porque terminé conociendo esas enloquecedoras emociones.{n}Así como Adán y Eva se sintieron obligados a arrancar la hoja de la higuera...
,Ya no puedo... continuar mi vida sin romper este espejo.
,"Luché con mis conflictos durante muchos días.{n}Dentro de mi corazón, la parte virtuosa de mí y la parte que se puso del lado de la bruja lucharon repetidamente entre sí."
,"Y ahora, aquí estoy."
,¿La parte de mí que está aquí ganó o perdió?
,"Solo hay una cosa de la que estoy segura.{n}Para obtener algo, hay que estar dispuesto a perder algo."
,Los cobardes que no se arriesgan a perder y nunca intentan cambiar nada jamás recibirán la llave para abrir el camino hacia un nuevo futuro.
,Esa llave ya está en mis manos.
,La llave es romper esto. Debo romperlo.
,¿Existe algún otro esfuerzo que pueda hacer siendo un mueble prisionero de Rokkenjima?
,No. No hay nada... excepto esto.
,"Vamos, ten el coraje. Me liberaré de ser un simple mueble.{n}Y aceptaré mis nuevos sufrimientos, para convertirme en humana.{n}Estas son seguramente las pequeñas y grandes pruebas a las que debo someterme."
,Ahora... rómpelo.
,¡Rompe en pedazos... el destino eternamente inmutable... que me aprisiona!
,"Lo levanté bien alto... recordando todos esos días de conflictos... y, después de un breve periodo de tiempo, terminé de reflexionar... y lo arrojé."
,"El trueno rugió... gritando contra mí por mi acto atroz.{n}... Era realmente la ira de los ángeles, que se estaban preparando para expulsarme del paraíso eterno."
,"Miré el espejo que se encontraba a mis pies, roto en dos partes iguales... y, tras asegurarme de que había cumplido con mi tarea... miré al cielo enfurecido y grité."
Shannon,"""... Yo... cumplí... mi promesa... Ahora... es tu turno de cumplir tu promesa conmigo, ¿cierto?..."""
,El trueno rugió una vez más.
,"... Había sido expulsada del Paraíso.{n}Entonces, tendría que arreglármelas por mi cuenta para vivir."
,La bruja lo había dicho. Que ese es el único elemento del mundo.
,"Perderlo significa perder el mundo.{n}... Al igual que un frasco con un agujero en el fondo no puede llenarse, por mucha agua que viertas en él..."
Shannon,"""... Cumplí mi promesa... Ahora, es tu turno de cumplir tu promesa... ¡Por favor, concede mi deseo! ¡¡{f:5:Beatrice}-samaaaaaa!!"""
