Speaker,Spanish (ES)
Ushiromiya Ange,"""No me refiero a eso. ¿Quién eres? No hay nadie como tú en la familia Ushiromiya."""
Ushiromiya Lion,"""¿Por qué estás tan segura de eso? ¿Tienes alguna relación con la familia?"""
Ushiromiya Ange,"""Yo soy parte de la familia Ushiromiya."""
Ushiromiya Lion,"""... Eso es..."""
,Ella mostró la manga izquierda de su ropa... y allí estaba bordado el emblema del Águila de un Ala.
Ushiromiya Lion,"""... Permíteme devolverte la pregunta, ¿quién eres? Nunca te he visto en la familia Ushiromiya."""
Ushiromiya Ange,"""... Primero me despedazan, luego me hacen leer... ¿Qué sigue ahora? ¿A qué bruja se supone que debo entretener esta vez?"""
,"Con un gesto de desdén, ella escupió esas palabras como si maldijera algo."
Ushiromiya Ange,"""Ange. Soy Ushiromiya Ange. La hija de Rudolf y Kyrie."""
Ushiromiya Lion,"""¡¿Eh?! ¿Eh...? ¡¿Ange-chan...?! Pero, Ange-chan debería tener solo seis años..."""
Ushiromiya Ange,"""... Tenía seis años cuando se celebró la última conferencia familiar en Rokkenjima... Ya veo. Ahora entiendo que tú eres alguien del año 1986. Yo tengo 18 años. Y soy alguien del año 1998."""
Ushiromiya Lion,"""E-Entonces... ¿eres Ange-chan del futuro, la de 12 años después?..."""
Ushiromiya Ange,"""Me alegra que lo entiendas. Pero, lo siento, no tengo idea de quién eres... ¿Quién eres tú? ¿Quiénes son tus padres?"""
Ushiromiya Lion,"""Mi padre es Krauss. Y mi madre es Natsuhi."""
Ushiromiya Ange,"""Eso te convertiría en Jessica onee-chan."""
Ushiromiya Lion,"""Jessica es mi hermana menor."""
Ushiromiya Ange,"""... ¿Qué significa esto? ¿Jessica no era hija única?..."""
,"Para este punto, empezaba a entender poco a poco la situación en la que se encontraba Ange."
,"... Probablemente, ella era la Ange de un mundo donde yo no existía, un mundo en el que desperté como bruja."
Ushiromiya Lion,"""Es difícil de explicar, pero... piensa en ello de esta manera. En un mundo diferente al que conoces, yo también soy parte de la familia Ushiromiya. En tu mundo, debido a un destino diferente, llevé otra vida y no viví como miembro de la familia Ushiromiya."""
Ushiromiya Ange,"""... ¿Eres una bruja?..."""
Ushiromiya Lion,"""Lamentablemente, soy solo una persona normal... Lo que acabo de decir es algo que me enseñó una bruja llamada {f:5:Bernkastel}‐san."""
Ushiromiya Ange,"""... ¿{f:5:Bernkastel}? ¿Esa del pelo largo y azul y la cara sombría?..."""
Ushiromiya Lion,"""Eh... sí. Creo que tenía esa apariencia..."""
Ushiromiya Ange,"""... Entonces. Estoy siendo arrastrada otra vez a una farsa de brujas. ¿Dónde estamos exactamente?"""
Ushiromiya Lion,"""Yo también acabo de despertar... Me pregunto dónde está esto."""
Ushiromiya Ange,"""Parece un teatro... ¿Será que quieren que veamos algo?"""
Ushiromiya Lion,"""... No estoy de humor para eso ahora mismo. Busquemos una salida."""
Ushiromiya Ange,"""... ¿No te has dado cuenta? Mira."""
Ushiromiya Lion,"""¿Eh...? Ah, esto es..."""
,Clink.
,Me di cuenta demasiado tarde. Mis muñecas y tobillos estaban atados con algo parecido a cadenas.
,"Mientras permaneciera sentado, tenía algo de libertad de movimiento, pero estaba claro que no podía irme de allí."
Ushiromiya Lion,"""... ¿Cuándo pasó esto?... ¿Quién podría haber hecho algo así?..."""
Ushiromiya Ange,"""... Si te conviertes en la pieza de una bruja... Serás su juguete para siempre... No hay escapatoria."""
,Ange hizo sonar las cadenas con un clink mientras cruzaba las piernas.
,"No importaba cuánto lo intentara, no podía liberarse de las cadenas... Entrar en pánico no cambiaría nada. Su temple era impresionante."
Ushiromiya Lion,"""¿Qué significa ser la pieza de una bruja?"""
Ushiromiya Ange,"""... Es como ser un sirviente de ellas... Hice un trato... Quería ver a mi familia, traerlos de vuelta de aquel día. La bruja me ofreció esa posibilidad a cambio de convertirme en su pieza... Al menos, la bruja cumplió su promesa. Al menos pude reunirme con mi Onii-chan."""
Ushiromiya Lion,"""... ¿Te refieres a Battler-kun?..."""
Ushiromiya Ange,"""Ni siquiera pude presentarme como Ange... Y a cambio de ese breve momento, sigo atrapada aquí, sin poder escapar de la caja de juguetes de las brujas, por toda la eternidad... Parece que tú también eres parte de este grupo... ¿Qué trato has hecho?"""
Ushiromiya Lion,"""Yo... no pacté nada..."""
Ushiromiya Ange,"""¿Nunca le has pedido nada a una bruja?"""
Ushiromiya Lion,"""Nunca... Solo me mostraron lo milagrosa que es mi existencia. Eso es todo."""
Ushiromiya Ange,"""... De cualquier forma, no podemos escapar de aquí... ¡Vamos, brujas! ¡¿Qué clase de espectáculo nos mostrarán esta vez?! ¿Después de la lectura, una obra de teatro? ¡¿Se supone que tengo que ver a alguien leer en voz alta esta vez, o qué?! Entonces, adelante, empiecen. ¡Ya estoy completamente aburrida!"""
,"Ange gritó hacia el oscuro escenario.{n}Su voz resonó en todo el teatro, pero nadie respondió..."
,"... No, alguien respondió. Y lo hizo con una voz que retumbó por todo el teatro."
,"Sin embargo, aquella voz era exageradamente teatral, como si anunciara el inicio de una obra."
,"""¿Quieres saber lo qué ocurrió ese día? No voy a decírtelo. ¡¿Por qué tan solo no te muerdes el ombligo y te mueres?!"""
Ushiromiya Lion,"""... ¿Esa voz es de...?"""
Ushiromiya Ange,"""Es esa vieja. Es la voz de la tía Eva."""
Ushiromiya Lion,"""¿Qué quiere decir con ""lo que ocurrió aquel día""?"""
Ushiromiya Ange,"""... Los días 4 y 5 de octubre de 1986... El día en que se celebró la última conferencia familiar en Rokkenjima."""
Ushiromiya Lion,"""En otras palabras, hoy."""
,Hoy es 4 de octubre de 1986.
,"Como preludio a la conferencia familiar, se celebró el funeral de Beatrice..."
Ushiromiya Ange,"""Estoy sorprendida. ¿Dices que vienes del 4 de octubre de 1986? Dime. ¿Qué ocurrió exactamente durante esos dos días?..."""
,La respuesta que busca está dentro de la caja del gato. Solo podría decirle que hubo malentendidos llenos de tristeza.
,"Sin embargo, esa explicación no sería suficiente para ella."
,"En ese momento, un destello de luz brillante atravesó el escenario."
,"Allí, una figura vestida de blanco estaba de pie.{n}... Aquel vestido blanco no dejaba lugar a dudas: era Clair."
,"Ange, por supuesto, no la conocía. Se preguntaba quién podría ser."
,"Sin embargo, incluso yo sentí algo extraño."
,... ¿No había sido su alma liberada de todos sus apegos y enviada al más allá durante el funeral hace solo un momento?
,"De pie en el centro del escenario, iluminada por una luz intensa, su rostro carecía de... vitalidad."
,Las luces comenzaron a multiplicarse una tras otra.
,"La luz la iluminaba con una intensidad creciente, hasta el punto de cegarnos a los que la observábamos."
,"El mundo quedó completamente inundado por una luz tan intensa que era imposible mantener los ojos abiertos. Un sonido ensordecedor, que parecía una mezcla entre el viento y el ruido de un televisor, llenó el espacio... Nuestra conciencia comenzó a desvanecerse..."
Ushiromiya Hideyoshi,"""¡Ahh...! ¡Este año también han floreci'o de manera espectacular!"""
Ushiromiya Rudolf,"""Debe ser un trabajo duro cuidar de esto. Para nosotros, que solo las admiramos, es algo fácil."""
Ushiromiya Kyrie,"""Jeje, estoy de acuerdo. Tenemos que agradecer a quienes las cuidan."""
Ushiromiya Eva,"""Aunque, no tienen mucha clase, ¿verdad? Eran más hermosas antes de que Nii-san las modificara."""
Ushiromiya Rosa,"""Aunque lo de antes también tenía su encanto."""
Ushiromiya Maria,"""¡Uu! ¡A María le gustan las rosas! ¡Le gustarían más si no tuvieran espinas! ¡Uu!"""
Ushiromiya Battler,"""¡Vaya! ¡Qué nostalgia este jardín de rosas! ¡Lo había olvidado por completo en estos seis años!"""
Ushiromiya George,"""¿Ya han pasado tantos años? Este jardín de rosas, y tú también, Battler-kun, han cambiado muchísimo."""
Ushiromiya Jessica,"""¡Ah, déjame presentarte! ¡Este es Kanon-kun, uno de los sirvientes! Es la primera vez que se conocen, ¿verdad?"""
Kanon,"""... Un placer conocerle."""
Ushiromiya Battler,"""¡Llámame Battler, por favor! ¡Encantado de conocerte!"""
Ushiromiya Jessica,"""Hoy también está Shannon. ¿Te acuerdas de cuando jugábamos juntos?"""
Ushiromiya Battler,"""¡Ah, Shannon! ¡Lo había olvidado por completo, qué nostalgia! ¡¿Cómo está?!"""
Ushiromiya George,"""En estos seis años, se ha vuelto aún más hermosa. Deberías saludarla después."""
Ushiromiya Maria,"""¡Shannon es muy amiga de George Onii-chan! ¡Uu!"""
Ushiromiya Jessica,"""¡María, shhh! ¡Eso es un secreto!"""
Gohda Toshiro,"""Bueno, señoras y señores, es hora de que les guíe hacia la casa de huéspedes."""
,"Después de disfrutar plenamente de la bienvenida de las rosas, los familiares se dirigieron hacia la casa de huéspedes bajo la guía de Gohda..."
,4 de octubre de 1986.
,Rokkenjima. Un mundo sin Lion.{n}... El día de la conferencia familiar de los Ushiromiya.
,"Después de la cena, María anunció que debía leer algo y comenzó a recitar el contenido de una misteriosa carta."
,"La autora de la carta, quien se autodenomina la Bruja Dorada {f:5:Beatrice}, desafió a los familiares."
,"Resuelvan el misterio del epitafio. De lo contrario, lo tomaré todo."
,"Era, como siempre, la declaración de apertura del juego de {f:5:Beatrice}."
,¿Un desconocido se involucra en el problema de la herencia?{n}¿Dónde está escondido el oro valorado en 20 mil millones de yenes?{n}¿Cuál es la intención de esta carta? ¿Con qué propósito?{n}¿Quién es realmente {f:5:Beatrice}?
,"Una cena del 4 de octubre, como en cada juego, llena de preguntas y desconfianza entrelazadas..."
Ushiromiya Rosa,"""George‐kun. Lamento pedirte esto, pero ¿podrías regresar a la casa de huéspedes con los demás? Mis disculpas."""
Ushiromiya Natsuhi,"""... Shannon. Lleva a los niños a la casa de huéspedes. Nosotros comenzaremos la conferencia familiar ahora."""
Shannon,"""S-Sí. Como ordene..."""
Ushiromiya Krauss,"""¿La Bruja Dorada, {f:5:Beatrice}?... Vaya, qué peculiar carta nos ha enviado..."""
Ushiromiya Eva,"""¿Que resolvamos el epitafio, dice?... Qué tontería. Ese oro nos pertenece. ¡¿Por qué íbamos a cederlo a alguien de fuera?!..."""
Ushiromiya Rudolf,"""... Si encontramos ese oro, todos seremos felices. Nadie saldrá perdiendo, ¿verdad?"""
Ushiromiya George,"""Vamos. De aquí en adelante es una conversación de adultos..."""
Ushiromiya Battler,"""... Vaya, vaya. Parece que será un tema complicado."""
Ushiromiya Jessica,"""Vamos, María... Vámonos..."""
Ushiromiya Maria,"""El ritual de Beato ha comenzado... Kiji{0}ji{0}ji{0}ji{0}jiji..."""
Shannon,"""Entonces... Les guiaré a la casa de huéspedes..."""
Ushiromiya Lion,"""... Esto... ¿Qué significa...?"""
Ushiromiya Ange,"""Podría ser una recreación de alguno de los juegos pasados... o tal vez, un juego nuevo. En cualquier caso, el 4 de octubre siempre sigue casi el mismo desarrollo."""
Ushiromiya Lion,"""... ¿Un juego nuevo? ¿Quieres decir que es una historia que no existía en los fragmentos anteriores?"""
Ushiromiya Ange,"""No puede ser un juego que ya conocemos, no después de habernos encadenado para mostrárnoslo... Deberíamos asumir que se trata de un juego nuevo. Si es así, debe haber un Game Master. ¿Quién será? ¿Esa bruja? ¿{f:5:Bernkastel}...?"""
Ushiromiya Lion,"""No creo que sea el caso... Clair debería haber desaparecido ya. No debería haber necesidad de tejer una nueva historia..."""
Ushiromiya Ange,"""El tablero de juego de Beato fue tomado por esas malvadas brujas hace mucho tiempo. Incluso Beato no es más que una pieza en su juego."""
Ushiromiya Lion,"""... ¿Qué significa esto?... ¿Quién está detrás de todo esto? ¿Qué es lo que quieren mostrarnos?..."""
,Antes de que comenzara esta historia. Es cierto que Clair apareció en el escenario.
," Ella es, en efecto, una versión de ""mí"" de un mundo con un destino diferente, y la narradora de la historia del juego de {f:5:Beatrice}."
,"Sin embargo, ella confió todo a Will, y todos los misterios deberían haber sido resueltos."
,Ella ya no debería tener necesidad de plantear nuevos enigmas...
,"... Entonces, ¿esta historia es un intento de {f:5:Bernkastel} por ponerme a prueba?..."
,"Al menos, junto con Will, llegué a lo más profundo de la historia y comprendí incluso el corazón del culpable."
,"Así que, incluso si se presenta una historia completamente nueva, debería ser capaz de ver a través de los enigmas."
,... ¿Es ese mi papel?...{n}¿Es mi papel revelar la verdad de la historia a Ange?...
Ushiromiya Lion,"""... ¿Lo sabes? ¿Sobre la verdad detrás de esta historia?"""
Ushiromiya Ange,"""Tengo algunas hipótesis en mente. Pero no puedo llegar a una respuesta definitiva para ninguna de ellas. La verdad siempre está dentro de la caja del gato. No se puede afirmar con certeza."""
,"En este mundo, Ange estuvo ausente ese día.{n}Por lo tanto, es natural que no sepa lo que ocurrió ese día."
,"Pero yo, al menos, sé quién es el culpable y qué planeaba hacer ese día..."
Ushiromiya Lion,"""... Por fin... Creo que finalmente entiendo cuál es mi papel."""
Ushiromiya Ange,"""¿Qué quieres decir?"""
Ushiromiya Lion,"""Aparentemente, estás aquí como espectadora, y yo estoy aquí para explicar las cosas."""
Ushiromiya Ange,"""¿Y qué es lo que vas a explicar?"""
Ushiromiya Lion,"""Yo... sé quién es el culpable del incidente que está por ocurrir."""
Ushiromiya Ange,"""¿Qué has dicho...?"""
Ushiromiya Krauss,"""Si lo piensas con lógica... Parece que alguien quiere que resolvamos el epitafio para luego arrebatarnos el mérito."""
Ushiromiya Rudolf,"""Estoy de acuerdo. Si lo resuelven primero, solo tendrían que quedarse con todo y ya. ¿Por qué molestarse en provocarnos diciendo que lo resolvamos?"""
Ushiromiya Eva,"""Es una broma de alguno de los sirvientes. Seguro piensan que, si encuentran el oro, podrían recibir una recompensa como propina."""
Ushiromiya Natsuhi,"""No creo que haya alguien así entre los sirvientes de esta familia..."""
Ushiromiya Rosa,"""... O tal vez alguien de nosotros se hizo pasar por un sirviente y envió esa carta."""
Ushiromiya Eva,"""Si lo pones así, tú eres la más sospechosa. ¿No será que le pediste a María que actuara y leyera esa carta?"""
Ushiromiya Rosa,"""¡Y-Yo nunca haría algo así!"""
Ushiromiya Hideyoshi,"""Basta ya, Eva. No deberías sacar conclusiones apresuradas. ¿No es el momento de que nos mantengamos uni'os?"""
Ushiromiya Kyrie,"""Tienes razón. Esa carta sospechosa busca claramente romper nuestra unión. Cuanto más juguemos a su juego, más estaremos cayendo en las manos de esa tal {f:5:Beatrice}."""
Ushiromiya Krauss,"""Tienes razón, Kyrie-san. Quizás lo mejor sea no darle importancia a una carta como esa desde el principio, ¿no crees?"""
Ushiromiya Natsuhi,"""Eso es lo que he dicho desde el principio. ¡Esto no es más que una broma insignificante!"""
Ushiromiya Hideyoshi,"""Así es, tienes toda la razón. ¡Si un par de improbables reclamaciones por daños y perjuicios te ponen nervioso, nunca serás capaz de vender nah!"""
Ushiromiya Eva,"""Mi marido tiene razón. Tomarse en serio algo tan infantil solo sería una pérdida de tiempo. Si alguien realmente quisiera involucrarse en el asunto de la herencia, no se molestaría en enviar una carta tan indirecta, simplemente se presentaría abiertamente."""
Ushiromiya Rudolf,"""Exacto. Seguramente alguien quiere hacernos creer que hay otra persona intentando hacer demandas sobre la herencia, cuando su verdadero objetivo es solo recoger las sobras."""
Ushiromiya Rosa,"""... ¿Quizás sea alguien que pida dinero a cambio de no interferir en el asunto de la herencia?"""
Ushiromiya Kyrie,"""Si fuera así, ya lo habría escrito en la carta."""
Ushiromiya Krauss,"""El contenido de la carta es simplemente un desafío: resuelvan el epitafio o lo tomaré todo."""
Ushiromiya Hideyoshi,"""¡El 'ta intentando que resolvamos el misterio del epitafio! Eso es to', ni más ni menos."""
Ushiromiya Rudolf,"""En resumen. Prestarle atención a una carta como esta es perder."""
Ushiromiya Krauss,"""Sí, estoy de acuerdo... Es como una escena sacada de una novela de misterio, tan intrigante que terminamos divirtiéndonos con ello. ¡Jajajaja! Parece que nosotros tampoco estamos muy tranquilos."""
Ushiromiya Natsuhi,"""Pero, ¿quién pudo escribir una carta como esta? Es algo realmente irritante."""
Ushiromiya Eva,"""Si no fueron los sirvientes, entonces fue alguien entre nosotros quien la escribió. No diré quién, claro."""
Ushiromiya Rosa,"""¡D-Deja de decir eso! ¡De verdad que no sé nada sobre esto!"""
Ushiromiya Hideyoshi,"""Vamos, vamos. Sin embargo, lo que dice la carta tiene algo de razón... Todos aquí necesitamos dinero. Y, si es posible, lo necesitamos enseguida. No creo que haya nadie que esté en desacuerdo con eso, ¿verdad?"""
Ushiromiya Rudolf,"""... Eso es cierto. El dinero y el amor nunca son suficientes, ¿verdad?"""
Ushiromiya Krauss,"""La herencia del viejo... no sabemos cuándo llegará... Pero el oro del epitafio es diferente. Si lo encontramos, lo repartimos de inmediato."""
Ushiromiya Eva,"""En cierto sentido... Es un dinero más tangible que la herencia de nuestro padre."""
Ushiromiya Rosa,"""Claro, siempre y cuando resolvamos el misterio del epitafio..."""
Ushiromiya Kyrie,"""... Supongo que todos aquí han intentado resolver el misterio del epitafio, ¿no?"""
,"Cuando Kyrie hizo esta pregunta al grupo, todos asintieron en silencio."
Ushiromiya Kyrie,"""Aquí hay cuatro personas que comparten la sangre del autor del acertijo, y aun así, cada uno está resolviendo el misterio por su cuenta. ¿No creen que eso no es nada eficiente?"""
Ushiromiya Rudolf,"""... Es cierto. Cada uno de nosotros ha estado intentando resolver el acertijo solo, movido por su propia avaricia... Pero. Ya hemos llegado a un acuerdo sobre cómo repartir el oro si lo encontramos. Y también hemos aceptado que el hermano mayor será el próximo líder de la familia."""
Ushiromiya Krauss,"""Aunque nos costó bastante llegar a ese acuerdo."""
Ushiromiya Rosa,"""... Si trabajáramos juntos para resolver el acertijo, ¿podríamos descifrar el epitafio?..."""
Ushiromiya Kyrie,"""Dicen que tres cabezas piensan mejor que una. Y aquí somos siete, nada menos."""
Ushiromiya Eva,"""En cuanto al tema de la herencia de nuestro padre, hoy hemos llegado a un acuerdo general... Tal vez podríamos intentar resolver el epitafio como un entretenimiento."""
Ushiromiya Hideyoshi,"""Eso es. Podríamos probarlo un rato, mientras paramos para fumar."""
Ushiromiya Natsuhi,"""... Qué tontería. Hablar de un oro escondido..."""
Ushiromiya Rudolf,"""Vamos, vamos. Solo tómalo como un pasatiempo. Pidámosle a Gohda que nos traiga algo frío para beber. Mientras tomamos un descanso, podríamos intentar resolver el acertijo juntos como hermanos, por una vez."""
Ushiromiya Krauss,"""Mmmm. De todas formas, la noche es larga. Es mucho más constructivo que especular sobre la vida de nuestro padre."""
Ushiromiya Rosa,"""Voy a llamar a Gohda‐san. Que nos traiga algo, ¿de acuerdo?"""
Ushiromiya Eva,"""¿Un poco de té y dulces?... ¿Y tal vez un mapa de Taiwán también?"""
,Se veían dos figuras en la pérgola del jardín de rosas.{n}... Era un encuentro entre George y Shannon.
Ushiromiya George,"""Quiero que aceptes este anillo."""
Shannon,"""G‐George‐sama..."""
Ushiromiya George,"""Prometo amarte toda mi vida... No solo ahora que somos jóvenes. Te amaré hasta que envejezcamos y hasta el final de nuestros días, y prometo hacerte feliz."""
Shannon,"""... ¿No hay falsedad alguna en esas palabras?"""
Ushiromiya George,"""No, ninguna. Estoy completamente decidido y seguro de que puedo amarte y construir un hogar feliz contigo."""
Shannon,"""¿Y cómo sería ese hogar feliz?"""
Ushiromiya George,"""Bueno. Sería un hogar muy feliz. Una casa con coche y un jardín. Y un perro como mascota. En el jardín, un pequeño huerto familiar. Los niños corriendo de un lado a otro mientras nosotros los observamos desde el balcón con una sonrisa. Esa sería la escena típica de nuestros domingos en el futuro."""
Shannon,"""Es una escena maravillosa..."""
Ushiromiya Battler,"""¡¿Quééé?! ¡¿Esos dos son {i:pareja}?!"""
Ushiromiya Jessica,"""¡Shhh! ¡Estás hablando demasiado alto! ¡María se va a despertar!"""
Ushiromiya Battler,"""C-Cierto. Así que es verdad... Ahora que lo mencionas, había buen ambiente entre ellos hoy... Claro, ya estamos en la edad de enamorarnos también."""
Ushiromiya Jessica,"""Hemos cambiado mucho en los últimos seis años. George-nii-san antes parecía poco confiable, pero ahora es diferente."""
Ushiromiya Battler,"""Yo también lo noté. George-aniki ahora tiene mucha más presencia."""
,"... Pero aún así, Shannon-chan y George-aniki. Es un poco inesperado."
,"Hace seis años jugaban juntos, pero no parecía que tuvieran tanta conexión."
Ushiromiya Battler,"""... Tiene sentido, han pasado seis años."""
Ushiromiya Jessica,"""Estos seis años han sido importantes para todos."""
Ushiromiya Battler,"""Sí... Yo también he pasado por muchas cosas en estos seis años, y siendo honesto, casi me había olvidado de Rokkenjima."""
Ushiromiya Jessica,"""Bueno, yo también casi me había olvidado de ti, Battler."""
Ushiromiya Battler,"""¡Eso es cruel! ¡Jajaja~!"""
,"Mientras hablamos así, siento que poco a poco volvemos a ser como éramos hace seis años."
,"Seis años tan largos que casi los habíamos olvidado por completo.{n}Pero, al estar así, esos seis años empiezan a revivir poco a poco."
,... Shannon‐chan...
,"Hace seis años, estabas en nuestro grupo de amigos y jugábamos juntos a muchas cosas."
,"Creo que, en ese entonces, puede que me gustara Shannon‐chan."
,Era esa edad en la que uno está demasiado consciente de sí mismo y enamorado de la idea del amor.
,"Recuerdo esas palabras cursis y tontas con las que bromeaba, unos recuerdos dulces y amargos a la vez."
Ushiromiya Battler,"""... Qué nostálgico. Creo que dije un montón de cosas vergonzosas que ahora no podría decir ni en broma. ¡Argh, solo recordarlo me hace ponerme rojo!"""
Ushiromiya Jessica,"""Jejeje. Shannon será algo despistada, pero tiene buena memoria. Luego le preguntaré sobre las vergonzosas historias del pasado de Battler."""
Ushiromiya Battler,"""¡O-Oye, para ya! Han pasado seis años, ¡ya debería haber prescrito, ¿no?!"""
,... Vaya... Así que Shannon está saliendo con George‐aniki...
,...
,¿Qué me pasa? ¿Acaso estoy celoso?
,"Ahora que lo pienso... lo que tenía con Shannon en ese entonces, probablemente fue mi primer amor."
,"Bueno, considerando que la olvidé por completo hasta volver a verla, no tengo derecho a estar celoso."
Ushiromiya Rudolf,"""Es un hecho conocido que la tierra natal de padre es el distrito Taisho, en Taiwán."""
Ushiromiya Krauss,"""Incluso ahora, de vez en cuando, mi padre recuerda Taiwán y mastica una nuez de betel. Parece que lo descubrió en su juventud como sustituto del tabaco."""
Ushiromiya Rosa,"""... Pero estoy segura de que había muchos ríos donde nadaban peces ayu."""
Ushiromiya Eva,"""Hay un sinfín de arroyos que son famosos lugares de pesca de peces ayu... Los ayu pueden vivir en cualquier lugar mientras el agua sea limpia. Es un caso perdido."""
Ushiromiya Hideyoshi,"""¿No será algún riachuelo cerca de donde jugaba padre cuando era niño? Habla de ayu, pero podría ser algo tan común como una carpa."""
Ushiromiya Kyrie,"""... O tal vez sea una metáfora. El río no tiene por qué ser necesariamente uno con agua corriente."""
Ushiromiya Natsuhi,"""¿Un río sin agua corriente?..."""
Ushiromiya Kyrie,"""Quién sabe... No tengo ni idea."""
Ushiromiya Rudolf,"""Kyrie tiene un buen punto. ¿Entonces, sería precipitado asumir que la tierra natal es Taiwán o que el río de los ayu es uno con agua corriente?"""
Ushiromiya Hideyoshi,"""Visto así, no tengo nada que decir. Cuanto más lo piensas, más parece un acertijo complica'o."""
Ushiromiya Eva,"""... Es cierto. Esto es solo un absurdo rompecabezas... Kyrie tiene razón. Tenemos que pensar con la mente abierta."""
Ushiromiya Rosa,"""Si hablamos de un río cerca del distrito Taisho... ¿podría ser el río Tamsui?"""
Ushiromiya Eva,"""¡¿Estás escuchando lo que digo?! ¡Te estoy diciendo que no tiene por qué ser un río con agua corriente! ¡¿Y quién garantiza que ese río sea el de los ayu?!"""
Ushiromiya Rosa,"""T-Tienes razón... lo siento..."""
Ushiromiya Rudolf,"""... Bueno, probablemente había ayu nadando ahí. Después de todo, es un río de agua dulce. No sería raro que un pez de agua dulce como el ayu nadara ahí."""
Ushiromiya Krauss,"""El ayu es un pez de agua dulce. Entonces, un río de ayu es un río de agua dulce. ¿Así que por eso el río se llama ""Tamsui""({ruby:Agua dulce:{p:0:淡水}})? Jajaja. Es un juego de palabras."""
Ushiromiya Kyrie,"""Es una teoría interesante... Sigamos deduciendo un poco más. Si sigues el río hacia abajo, encontrarás una aldea... ¿Qué pueblo hay en la desembocadura del río Tamsui?"""
Ushiromiya Natsuhi,"""... Está escrito como ""Tamsui""."""
Ushiromiya Eva,"""He visitado Tamsui como turista. Es un tranquilo pueblo portuario. El atardecer era precioso."""
Ushiromiya Rudolf,"""¿Encontraste allí la ""costa"" de la que hablaban los dos?"""
Ushiromiya Eva,"""... Quién sabe. No tengo idea."""
Ushiromiya Rosa,"""Al final, supongo que ese 'añorado pueblo natal' no se refiere a Taiwán. Quizás sea Odawara, después de todo."""
Ushiromiya Krauss,"""Si no debemos descartar ninguna posibilidad... entonces esto es un caso perdido. Ni siquiera podemos avanzar de manera coherente desde la primera línea del epitafio."""
Ushiromiya Eva,"""¡Silencio, me desconcentras!... Tiene que ser Taiwán. ¡Padre jamás describiría otro lugar como añorado!"""
Ushiromiya Natsuhi,"""... En eso, estoy completamente de acuerdo. Para padre, Taiwán sigue siendo su hogar en su corazón."""
Ushiromiya Rosa,"""No tiene sentido obsesionarse solo con la primera línea. Voy a revisar las otras líneas... Empezaré con el primer crepúsculo."""
Ushiromiya Rudolf,"""... Yo haré lo mismo. Dejaré el río de los ayu a Aneki y revisaré lo que sigue."""
Ushiromiya Kyrie,"""En el primer crepúsculo, ofrece a los seis elegidos por la llave como sacrificios. Qué misterioso."""
Ushiromiya Eva,"""Lo... Lo tengo."""
,"De repente, Eva murmuró esas palabras.{n}Todos se sobresaltaron y se giraron hacia ella."
,Eva comenzó a pasar las páginas sobre Taiwán con una intensidad impresionante. Encontró la página que buscaba y la abrió con tanta fuerza que casi la rasga.
