Speaker,Spanish (ES)
Ushiromiya Jessica,"""Así que al final... descubrimos que tendríamos que haber hecho eso desde el principio..."""
," Las cuatro personas se levantaron como si los estuvieran invocando seres invisibles... y se colocaron uno frente a otro, mirándose agresivamente..."
,La única que quedó a un lado fue Beato... quien observaba el curso de la lucha de los jóvenes enamorados expectante.
,... Cada uno de los amantes... tiene un vínculo irrompible.
,"Entonces, ¿no es eso suficiente?"
,Su amor ya es lo más real que hay. No hay necesidad de probarlo.
,"Pero si es así, ¿por qué tienen que luchar?..."
, La pareja que gane será unida por un milagro mágico y la pareja derrotada fracasará.
,¿Por qué nos han convencido los demonios de que fracasaremos sin el milagro mágico?...
,... ¿Por qué es necesario un juego demoníaco como este?... No lo entiendo.
,"No, no son importantes ahora..."
,Tengo que pensar en un truco para escapar lo antes posible... de forma que pueda salvar a Battler-san de esa habitación cerrada...
{f:5:Beatrice},"""... He oído lo que pasó con Battler. Pareciera que las cosas se han vuelto bastante problemáticas."""
{f:5:Beatrice},"""Hermana mayor..."""
{f:5:Beatrice},"""Me gustaría salvarte, tanto porque eres mi querida hermana como porque eres parte de mi ser completo... Voy a hacer frente a la habitación cerrada de Battler a mi manera... pero es difícil. Pareciera como si hubieran convertido a la cadena en un puzzle topológico..."""
{f:5:Beatrice},"""{f:5:Lambdadelta}-san me lo ha contado... Dijo que la antigua {f:5:Beatrice} definitivamente podría resolver esto con un truco... ¿Tienes alguna idea?"""
{f:5:Beatrice},"""Esa antigua {f:5:Beatrice} es nuestra forma completa, luego de que nos volvamos una... Incluso yo soy nada más que una parte de ella. No puedo resolverlo..."""
,"En otras palabras... No importa cuánto pensemos como nuestras formas incompletas, no seremos capaces de comprenderlo."
, Ni la hermana mayor {i:ni} la menor... tienen una manera de resolver el acertijo...
,"Beato sacudió la cabeza, alejando ese pensamiento de su mente."
{f:5:Beatrice},"""No voy a renunciar... ¡Me pondré ya a trabajar en esta habitación cerrada!... A menos que salve a Battler-san tan pronto como pueda, su corazón será aplastado."""
{f:5:Beatrice},"""... Por supuesto, no tengo inconveniente en prestar mi propia sabiduría... Sin embargo, ni siquiera yo puedo resolver esta habitación cerrada..."""
{f:5:Beatrice},"""Si pensamos juntas, estoy segura de que encontraremos la misma respuesta que si fuésemos una... ¡¡Por favor, hermana mayor, no te des por vencida y préstame tu sabiduría!!..."""
{f:5:Beatrice},"""... Sigo sin entender por qué estás dispuesta a ir tan lejos por Battler... pero haré lo que me pides. Después de todo, es un pedido hecho por mí misma. Te prestaré mi sabiduría..."""
Zepar,"""Mira, Furfur. Las dos Beatos están pensando juntas."""
Furfur,"""... Me pregunto si esas dos pueden realmente salvar a Battler."""
Zepar,"""Oh, ¡claro que pueden! ¡¡Si tienen el milagro del amor, claro!!..."""
Furfur,"""¡Tienes razón, Zepar! ¡Indudablemente, pueden hacerlo si tienen el milagro del amor de su lado!"""
Zepar,"""... Oye, Furfur. ¿Piensas que se darán cuenta de que les estamos dando una pista para resolver esa habitación cerrada?..."""
Furfur,"""..."""
,"Las dos Beatos juntaron sus frentes... y, forzando sus mentes con todo lo que tenían... intentaron pensar un plan para salvar a Battler."
,Era como si ni siquiera pudieran ver a las cuatro personas que se miraban fijamente y debatían sobre el duelo...
Furfur,"""... Se darán cuenta. Si tienen amor, indudablemente lo harán."""
,Eran los demonios del amor.{n}El amor es el único elemento. La fuente de todos los milagros.
,... ¿Podría el milagro del amor... darle respuesta a un truco de habitación cerrada?...
Ushiromiya Ange,"""Ahí está de nuevo. “Sin amor, no puede ser {y:1:visto}{n:1:visto}”... Entiendo como esa frase puede describir un concepto en especial. Pero los trucos de habitaciones cerradas son parte de un genuino y despiadado acertijo matemático, sin nada de afección en él... ¿cuál es el tipo de pista de la que hablan estos demonios exactamente?..."""
{f:5:Featherine},"""... Ya tengo una respuesta concreta... Lo que esos demonios han dicho lo corrobora aún más..."""
Ushiromiya Ange,"""Sí, vamos, eres increíble. Siempre sabes la respuesta correcta. Y nunca me cuentas cuál es... Debido a la regla de los observadores, hasta que me lo digas, es posible que simplemente estés pretendiendo saberlo y estés mintiendo."""
{f:5:Featherine},"""Pft... Jaja{0}ja{0}ja{0}ja{0}ja{0}ja{0}jaa{0}ja{0}ja{0}jaajajaja... Sí, creo que prefiero tener una miko malhablada. Muy bien, hija del hombre. Para mí, el que una miko me insulte y sea sarcástica es como un baile ritual en mi honor..."""
Ushiromiya Ange,"""Sí, eres una ama realmente irritante... Estúpido Onii-chan... ¿Por qué hiciste una habitación cerrada como esa... tú mismo?..."""
{f:5:Featherine},"""Piensa, hija del hombre... Pensar no es solo un trabajo para los personajes del relato... Como Lectora, también tienes el derecho de disfrutar pensando... Y yo disfruto viendo cómo lo haces."""
Ushiromiya Ange,"""... Te apuesto lo que quieras. Tu última Miko perdió la paciencia y escapó, ¿verdad?"""
{f:5:Featherine},"""Eres libre de divertirte regañándome. También eres libre de considerar el problema como las dos Beatos... A menos que pienses, la historia no continuará."""
Ushiromiya Ange,"""¿Por qué? Soy una Lectora, ¿no? ¿No puedo permanecer en silencio y leer?"""
Hachijo Tohya,"""... No... Quiero que pienses. Quiero que {i:los} lectores piensen también."""
Ushiromiya Ange,"""¡...! Ya veo, eres una autora bastante desagradable, ¿no?"""
," Por supuesto, Ange no había llegado al final del manuscrito que estaba leyendo... Sin embargo, terminaría en unas pocas páginas más."
,¿Dónde está el manuscrito para el resto de la historia? Debería ser mucho más largo que esto.
,Deberían quedar muchas páginas más...
,Aquellas estaban en un sobre marrón diferente... que Hachijo tenía en su mano.
," Con una sonrisa, Hachijo tomó el grueso sobre marrón y lo agitó... ""Si quieres leer más, haz lo que te digo""."
Amakusa Juuza,"""¡<Cool>!... ¡Parece que la ha engatusado, señorita! ¡Ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja, ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}jaja...!"""
,Le permitió leer solo hasta cierto punto sin nada a cambio... y la detuvo cuando finalmente llegaba a la mejor parte. Amakusa no podía parar de reír ante esa malvada táctica empresarial.
Hachijo Tohya,"""Tus propios puntos de vista y razonamientos... Eso es lo que quiero... Si me los dices ahora, voy a entregarte el resto del manuscrito."""
Ushiromiya Ange,"""Deja de burlarte de mí. ¿Piensas que haré todo lo que digas después de algo como esto?..."""
Amakusa Juuza,"""Vamos, señorita, cálmese. Quiero seguir leyendo también, así que simplemente relájese un poco."""
Amakusa Juuza,"""... Respecto al resto del manuscrito, señora Hachijo... Ahí está escrita la respuesta al truco de la habitación cerrada y la verdad detrás de varios acertijos, ¿no?"""
Hachijo Tohya,"""Por supuesto... Sin embargo, no lo he escrito en una forma que puedan comprender aquellos quienes no piensan ni consideran nada."""
Ushiromiya Ange,"""... Un día de estos, uno de tus lectores obsesivos que esté muy molesto contigo te apuñalará."""
Hachijo Tohya,"""Comprendo eso, y por ello no me muestro en público. Hija del hombre."""
Amakusa Juuza,"""De todos modos, esto es lo que Hachijo está intentando decir: Primero, dime tu respuesta. Después de eso, te permitiré verificarla."""
Hachijo Tohya,"""... Correcto, joven... No es que quiera ser mezquina... Estoy pidiéndote que pienses porque quiero que realmente entiendas la conclusión de la historia."""
Ushiromiya Ange,"""Sí que te estás divirtiendo con esto, ¿no, Amakusa?... Sí, ahora que lo pienso, siempre te tomas esos concursos de preguntas y respuestas de la televisión muy seriamente... Parece que disfrutas de la vida mucho más que yo."""
Hachijo Tohya,"""Vamos, por favor piensa al respecto... ¿Qué milagroso truco podría sacar a Battler de la habitación cerrada? Quiero contar el resto de la historia especialmente a aquellos... no, {i:solo} a aquellos que han pensado..."""
,"En la catedral de las brujas... no, considerando todo lo que ha sucedido aquí, quizás deberían llamarlo la morada de un demonio..."
,"Erika, quien quería saborear el recuerdo de su victoria perfecta... se quedó parada allí, con la vasta catedral toda para ella mientras sus mejillas volvían a su color normal."
,Entonces... en el balcón que ella pensaba que estaba vacío... apareció una sombra.
,Era... {f:5:Lambdadelta}...
Furudo Erika,"""... Oh, es usted, Lady {f:5:Lambdadelta}. Es poco frecuente encontrarla sola en un lugar como este."""
{f:5:Lambdadelta},"""... Oh, tú... Felicidades por tu gran victoria... Jejeje, qué extraño. Recuerdo haberte dicho lo mismo aquí al final del juego anterior."""
,"Probablemente intentaba ser sarcástica... Sin embargo, Erika estaba de tan buen humor que incluso esas palabras le sonaron a cumplido."
Furudo Erika,"""Por casualidad... escuché lo que dijiste hace un rato."""
{f:5:Lambdadelta},"""... ¿Qué?"""
Furudo Erika,"""He oído que usted también... ha tenido la experiencia de que jugaran con usted en el tablero de juego de alguna gran bruja y que después fue sellada en un horrible infierno..."""
,"Erika tenía una expresión desagradable y triunfante, como si hubiera conseguido adentrarse en algún vergonzoso recuerdo del pasado de otra persona."
,"Sin embargo, {f:5:Lambdadelta} no pareció alterarse en lo más mínimo... y en su lugar miró hacia abajo desde el balcón en silencio."
{f:5:Lambdadelta},"""... Lo fui... Me pregunto cuántos años estuve encerrada allí... Quizás debería haberlos contado como Bern... No, probablemente es mejor que no lo haya hecho. Contar los años... fue lo que hizo a Bern enloquecer."""
Furudo Erika,"""¿Estás diciendo... que mi ama también cayó en el infierno de un error de lógica en algún momento?..."""
{f:5:Lambdadelta},"""Sí. Aunque no fue ella la responsable de ese error de lógica."""
Furudo Erika,"""... ¿Es eso porque no era la Game Master?..."""
{f:5:Lambdadelta},"""Así es... En ese entonces, ella seguía siendo una pequeña pieza que no era consciente de sí misma. Fue su ama, la Game Master, quien cometió el error de lógica."""
Furudo Erika,"""... ¿Mi ama también fue... la pieza de una bruja?"""
{f:5:Lambdadelta},"""Sí... La ama de esa niña... era una de las malas... A pesar de que ella creó el juego, en medio de él, perdió de vista su objetivo... Terminó creando algo parecido a un juego roto de backgammon, donde el comienzo y la meta estaban conectados como una dona."""
Furudo Erika,"""¿Qué quieres decir con que perdió su objetivo?..."""
{f:5:Lambdadelta},"""Estoy hablando de un error de lógica... En su juego de backgammon, fue incapaz elaborar una línea lógica describiendo cómo alcanzar su meta deseada. Así que el juego se mantuvo roto, sin ningún objetivo."""
{f:5:Lambdadelta},"""... En ese caso, debería haberse calmado y pensado en una respuesta ella misma... En vez de eso, vilmente le dejó la tarea de pensar exclusivamente a su pieza, Bern... ¿Has escuchado el teorema del mono infinito?"""
Furudo Erika,"""... Es una teoría... según la cual si un mono teclea letras aleatorias en una máquina de escribir por una infinidad de tiempo... probablemente terminará con el mismo conjunto de letras que Hamlet por coincidencia, tarde o temprano. En vez de un teorema, diría es una idea absurda."""
{f:5:Lambdadelta},"""... ¿No sería ese un infierno espantoso?... Bern fue forzada a escribir aleatoriamente en una máquina de escribir por un infinito período de tiempo, sin ni siquiera saber el significado de lo que estaba haciendo... La Game Master estaba intentando hacer que Bern creara una meta que ella misma no había pensado."""
,... ¿Podría Erika siquiera imaginar... lo horrible que ese infierno había sido?
,"Un trabajo que tienes que hacer un centenar de veces... y un trabajo que hay que seguir repitiendo con una probabilidad de 1/100 de tener éxito... puede que parezcan muy similares estadísticamente, pero la diferencia en crueldad entre ellos es grande."
,"Cuando tienes que hacer un trabajo cien veces, se va alcanzando el final a ritmo constante, ganando eficiencia a medida que te acostumbras a él, y al final termina."
,"Sin embargo, en un trabajo que tiene una probabilidad de 1/100 de tener éxito... el trabajo duro de un solo individuo no significa nada..."
,Todo está en manos de la suerte.
,"... En el peor caso, incluso el lanzar una moneda hasta que consigas que salga cara... puede durar más de un centenar de años..."
{f:5:Lambdadelta},"""¿Cuántas teclas hay en una máquina de escribir? Unas cien, quizás... ¿Cuál piensas que es la probabilidad de escribir Hamlet dándole a teclas al azar?..."""
Furudo Erika,"""... No puedo... ni imaginarlo... Tiene que ser... increíblemente pequeña."""
{f:5:Lambdadelta},"""Exacto... La verdad no es muy distinto de un período de tiempo infinito... Por esa vertiginosa cantidad de tiempo... esa niña siguió tecleando en esa máquina de escribir hasta que tecleó un “milagro”."""
Furudo Erika,"""¿Y ese es el porqué... ella es la Bruja de los Milagros?..."""
{f:5:Lambdadelta},"""Si ella no fuera una bruja... no, si no hubiera sido capaz de convertirse en bruja... seguramente seguiría siendo un gato negro atado a esa máquina de escribir por toda la eternidad... Esa niña fue bendecida por un milagro, logró teclear un “milagro”... se convirtió en una bruja y volvió de ese infierno con vida."""
{f:5:Lambdadelta},"""Ese infierno fue tan largo y duro... que se volvió loca. Por eso se convirtió en una bruja malvada y sin corazón... Incluso a ti te desagradaría tu ama si pudieras opinar al respecto, ¿no?"""
Furudo Erika,"""¡E-Eso no es cierto!... Me siento honrada de ser la pieza de mi ama. Mi ama es fuerte y una opresora. Pisotear a los débiles es su derecho natural."""
{f:5:Lambdadelta},"""... ¿Solo porque ella es una humana en el lado matón de la vida?... Jejeje... ¿Sabes cómo crear un buen matón?"""
Furudo Erika,"""¿...? No."""
{f:5:Lambdadelta},"""Es fácil. Por un tiempo, abusa de ellos horriblemente. Después, para de repente y dales poder... Si haces eso, no importa quiénes sean, renacerán como {nobr:grandes} matones. Y sorprendentemente, aunque la persona solo haya sido acosada durante aproximadamente tres días, ellos reinarán como un {nobr:gran} matón por un período de tiempo cien millones de veces más largo que ese."""
Furudo Erika,"""... ¿Qué tiene que ver eso con mi ama?"""
{f:5:Lambdadelta},"""... No entiendes nada sobre Bern... No importa cuán despiadada, cruel, horrible escoria pueda ser Bern... quiero ser la única persona que sepa cómo es ella en realidad..."
{f:5:Lambdadelta}," Y lo mismo para mí... Creo que esa chica, como una compañera superviviente del infierno, es la única que puede entender como soy realmente... Suena como si estuvieras celosa de la relación que tenemos, pero ríndete. El infierno que crees haber padecido no es más que un pestañeo comparado con aquel en el que nos hemos arrastrado..."""
Furudo Erika,"""..."""
,Esta vez quien era el hazmerreír era Erika.
,La expresión de desaliento en su rostro mostraba claramente que no podía aceptar las palabras de {f:5:Lambdadelta}.
Furudo Erika,"""... Si me disculpa por decirlo... Creo que lo que importa es la profundidad del infierno, no cuanto tiempo estés allí."""
{f:5:Lambdadelta},"""¿Ajá?... ¿Crees eso, Bruja de la Verdad, {f:5:Erika}?"""
Furudo Erika,"""No sé en qué tipo de infierno estuvieron, Lady {f:5:Lambdadelta}... Y estoy segura de que el tiempo que estuve allí no fue nada comparado con el suyo... Sin embargo, no creo que las profundidades de mi infierno fueran menos hondas que las del suyo."""
{f:5:Lambdadelta},"""... En celebración por tu victoria, escucharé todo lo que tengas que decir, sin responder."""
Furudo Erika,"""Desde mi punto de vista... tanto el infierno en el que mi ama cayó, del que solo se podía salir mediante un milagro... y el infierno en el que usted estuvo, del que no sé nada pero del que podía salirse por fuerza de voluntad... eran “infiernos hechos para escapar”."""
{f:5:Lambdadelta},"""Ajá... Así que eso crees."""
Furudo Erika,"""Soy la Bruja de la Verdad... Mi infierno no era nada más ni nada menos que la verdad... Cuando nos enfrentamos con la dura realidad de la verdad, ningún tipo de fuerza de voluntad o milagro importa. Llegué a este lugar superando la verdad... No creo que mi poder de soportar la verdad sea de algún modo inferior al suyo o al de mi ama."""
{f:5:Lambdadelta},"""¿Y cuál es ese “poder de soportar la verdad”?"""
Furudo Erika,"""... Aquellos que no lo saben no lo pueden entender. Quizás ustedes dos no se convertieron en Brujas de la verdad porque no pudieron mirarla directamente..."""
{f:5:Lambdadelta},"""... Jeje... jeje{0}je{0}je{0}je{0}je{0}je{0}je{0}jejejeje... Te perdonaré por esas palabras insolentes. Dejarlas pasar asintiendo es mi regalo para ti por tu reciente victoria."""
Furudo Erika,"""*risita*... Muchas gracias, gran Lady {f:5:Lambdadelta}{p:0:☆}"""
{f:5:Bernkastel},"""Oh, eso es poco usual... Es raro verlas llevándose bien."""
,"En algún momento, {f:5:Bernkastel} había aparecido en el balcón opuesto de la catedral."
,"Al verla, Erika gritó ""mi ama"" felizmente y corrió hacia ella."
Furudo Erika,"""Lady {f:5:Lambdadelta} me estaba contando historias de su pasado... ¡Una historia de Milagros, como le corresponde a mi ama, la Bruja de los Milagros!..."""
{f:5:Bernkastel},"""... Te perdonaré por esta vez."""
Furudo Erika,"""¿Eh?"""
{f:5:Bernkastel},"""Nunca vuelvas a hablar de mi pasado."""
,{f:5:Bernkastel} hizo una mueca y el buen humor de Erika se esfumó.
,"Entonces, lo entendió... {f:5:Bernkastel} también era una bruja escapando del aburrimiento. Si la alcanzara, recordaría... Recordaría esos días interminables del infierno..."
,Esta es una prueba... de que incluso mi ama sigue sin superar el dolor y miedo al infierno.
,Eso significa... que no tiene el poder para enfrentar la verdad.
,... Por primera vez... Erika sintió algo de desdén por su ama.
Furudo Erika,"""... Mis disculpas... Más importante, ¿por qué ha venido a un lugar como este?"""
{f:5:Bernkastel},"""... Te estaba buscando. Quería darte una recompensa."""
Furudo Erika,"""¡Una recompensa!... ¡¿De verdad?! ¡¡M-Muchas gracias, mi ama!!"""
{f:5:Lambdadelta},"""¿Ooh?... Wow, ¡estoy celosa! ¿Qué le vas a dar?"""
{f:5:Bernkastel},"""En primer lugar, reconozco su ascensión como una bruja verdadera, no solo temporal... Voy a ser tu guardiana. Bruja de la Verdad, Furudo {f:5:Erika}."""
Furudo Erika,"""¡¡M-Muchas gracias!!"""
{f:5:Lambdadelta},"""Todo lo que hiciste fue quitar lo de ""temporal"". Ese tipo de recompensa no debe ser suficientemente grata. Ella realmente se merece algo mejor, ¿no crees~~?"""
Furudo Erika,"""N-No, no es verdad. Estoy muy agradecida."""
,"Por supuesto, en el fondo, Erika quería otro regalo. Imitando a {f:5:Lambdadelta}, también miró a su alrededor para ver si había otras recompensas."
{f:5:Bernkastel},"""Tengo otra más."""
,{f:5:Bernkastel} chasqueó sus dedos.
,"... Mientras lo hacía, una nube de mariposas doradas se juntaron... e invocaron a Battler, quien apareció sentado en un trono en el centro de la catedral."
,"Por supuesto, sus ojos estaban sin vida... Seguía siendo un inválido, su corazón estaba atrapado en la habitación cerrada de la que nunca se le permitiría escapar..."
{f:5:Bernkastel},"""Este hombre es tu recompensa."""
Furudo Erika,"""... ¿Mi recompensa... es Battler?..."""
{f:5:Lambdadelta},"""Ooh... Ya veo... Estás diciendo que harás que Erika herede todo el territorio de este juego."""
{f:5:Bernkastel},"""Exacto... Mira el dedo de Battler... Lleva el anillo del Águila de un Ala, símbolo del Lord Territorial. Si eso se vuelve tuyo, te convertirás en la Lord oficial de este territorio...  No me refiero a que estarás a mi cargo... En nombre y hechos, este territorio será tuyo."""
Furudo Erika,"""¿Así que tengo que tomar el anillo del dedo de Battler?..."""
{f:5:Lambdadelta},"""... *risita* No seas estúpida... Solo hay una ceremonia en la que una mujer toma el anillo del dedo de un hombre, ¿no?"""
{f:5:Bernkastel},"""Erika... Toma a Battler como tu marido y conviértete en la esposa del Lord Territorial."""
Furudo Erika,"""¡¿T-Tomar a Battler... como mi...?!"""
{f:5:Bernkastel},"""Sí, así es... Si el Lord de este territorio nunca despierta, necesitará una compañera para servir a su lado y en su lugar... En otras palabras, controlarás su territorio."""
{f:5:Lambdadelta},"""Así que organizaremos una boda e intercambiaremos los anillos... El anillo de Lord Territorial de Battler será tuyo..."""
{f:5:Bernkastel},"""A cambio, pondrás un anillo de subordinación en el dedo de Battler... Lo controlarás y lo humillarás para siempre... y crearás tantas historias como tu quieras usando este territorio y tablero de juego."""
{f:5:Lambdadelta},"""Lord Territorial, Furudo {f:5:Erika}... Cualquier historia que desees se hará realidad... El Lord Territorial es un dios... Felicidades, te has convertido en el dios de este pequeño pero maravilloso mundo."""
Furudo Erika,"""... Ja... ja{0}ja{0}ja{0}ja{0}ja...ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}j{0}aja... ¡¡¿Es eso... cierto... mi... ama?!!... ¿Me... convertiré en el dios de... este mundo?..."""
{f:5:Bernkastel},"""Este es el último regalo que te daré. Toma el anillo de Battler y crea tu propio mundo... Cuando eso pase, ya no serás mi pieza. Serás tu propia espléndida bruja..."
{f:5:Bernkastel}," Felicidades, Lady {f:5:Erika}. Y, un día, tendrás que darme la bienvenida cuando venga a visitarte, como Beato lo hizo una vez."""
Furudo Erika,"""¡¡S-Sí, mi ama...!! ¡No podría haber mayor honor!... ¡Ya me está empezando a gustar eso de casarme con Battler!... *risita*, si lo piensas, ¡no podría haber mayor desgracia para este juego!"
Furudo Erika," Después de todo, aparentemente {f:5:Beatrice} ha empezado a desear servir a Battler y ser querida por él. En el mundo que esa bruja ha creado ¡¡Me voy a casar con Battler para profanarlo y humillarlo!! ¡¡*risita*risita*, *carcajada*carcajada*carcajada*carcajada*!! Oh sí, lo entiendo. ¡¡Entiendo muuuy bien el dolor de que te arrebaten a tu enamorado!! Y ahora, ¡¡finalmente soy la que reparte dolor!!... ¡¡De verdad, no podría haber mayor honor!!"""
{f:5:Bernkastel},"""Me alegro de que te guste. Sabía que sería el regalo que más te gustaría en el mundo."""
Furudo Erika,"""¡¡Muchas gracias, muchísimas gracias!! ¡¡¡Mi... ama{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}aaa!!!..."""
,Erika saltó desde el balcón y se dirigió rápidamente hacia Battler.
,"Entonces, miró el premio que le habían dado..."
{f:5:Lambdadelta},"""... Acaso no es un final precioso... Harás una boda, ¿no?"""
{f:5:Bernkastel},"""Por supuesto. Una magnífica. La manera perfecta de terminar el juego de Beato."""
{f:5:Lambdadelta},"""Obviamente también le enviarás a Beato una invitación, ¿no?"""
{f:5:Bernkastel},"""Esperemos que realmente venga."""
,"""""*risita*risita*, ¡¡jeje{0}je{0}je{0}je{0}je{0}jee{0}je{0}je{0}je{0}je{0}jejejejejejejej!!"""""
{f:5:Bernkastel},"""... Bien, vamos a estar ocupadas. Tenemos que prepararnos para la ceremonia, organizarlo todo, mandar invitaciones..."""
{f:5:Lambdadelta},"""¡¡No olvides el vestido de boda y un pastel!! ¡Y tienes que tener las cosas listas para la recepción!"""
,"Las dos brujas desaparecieron, riéndose a carcajadas.{n}En la catedral solo quedaron los dos que iban a casarse."
Furudo Erika,"""... ¿Oíste?... Battler-san... ¿Te das cuenta... de lo que te va a pasar?..."""
Ushiromiya Battler,"""... Maldita... sea..."""
,La consciencia de Battler no se había ido por completo... Estaba muy lejos... pero todavía estaba algo atado a la realidad.
,... Y eso... era lo que lo hacía cruel.
,Era tan cruel como si la araña llamada Erika hubiera envuelto a Battler... y se lo estuviera comiendo cuando aún estaba consciente.
,"No, podría haber sido como un cierto tipo de avispa. Era la crueldad de paralizar a su presa con vida para que la pudiera guardar para más adelante y comérsela."
,"En otras palabras, su crueldad era similar a la de un depredador..."
Furudo Erika,"""No puedes salir de esta habitación cerrada. Después de todo, usaste todas esa verdades rojas para mostrar que era una habitación cerrada. Así que no te preocupes y quédate atrapado allí para siempre."
Furudo Erika,"... Porque mientras tanto... le estaré dando a tu cuerpo una buena y larga humillación... Vamos a tener un espejo en el dormitorio... De esta forma, podrás ver cómo te humillo... con tus propios ojos... ¡¡*risita*risita*risita*risita*!!"""
Furudo Erika,"Y también tengamos una jaula de pájaros colgando del techo. Podemos meter a tu amada {f:5:Beatrice} dentro. ¿Qué piensas?... Maravilloso, ¿no?... ¡¡Je{0}je{0}je{0}je{0}je{0}jee{0}je{0}je{0}je{0}je{0}je{0}je{0}je{0}jejejejeje!! Sí, ya veo. Así se siente estar en el otro lado... Jaja, Ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja..."""
,"Mientras escuchaba esta risa demente, Battler no podia ni siquiera mostrarse angustiado."
,Su corazón seguía atrapado en la habitación cerrada que él mismo había creado...{n}Y su cuerpo y alma... pronto estarían atrapados en una nueva habitación cerrada de Erika.
,Una habitación cerrada... llamada matrimonio.
Zepar,"""Oye, ¡¿lo has oído, Furfur?!..."""
Furfur,"""¡Por supuesto, Zepar!... ¡Lord {f:5:Battler} y Lady {f:5:Erika} se van a casar!"""
