Speaker,Spanish (ES)
,Recordaba ese nombre de hace varias décadas.{n}No esperaba oírlo de nuevo.
,"""¿Conoce a Hachijo? ¿Ha conocido a Hachijo, por casualidad?..."""
Kotobuki Yukari,"""No, no lo he conocido... Fui de visita una vez, pero por aquel entonces era una desconocida. Y, como de repente irrumpí en la oficina de la editorial, no es de extrañar que se me negara la entrevista..."""
,"""¡Oh, no lo sabía!... ¿Podría ser que fue fan de los trabajos de Hachijo?..."""
Kotobuki Yukari,"""No. Solo quería descubrir qué tipo de persona era Hachijo."""
,"""Ya veo, ya veo. Bueno, la verdad es que... sobre ese escritor... a Hachijo Tohya le gustaría reunirse con usted discretamente."""
Kotobuki Yukari,"""... ¿Reunirse... conmigo?"""
,"""Sí. No una entrevista formal, sino personalmente, algo extraoficial... Si está interesada, estaríamos contentos de organizar el encuentro... Pero por supuesto, ¡esto no tiene nada que ver con el trabajo!"""
,Hachijo Tohya... quería conocer... a Kotobuki Yukari.
,"Tal y como me di cuenta de que Itouikukuro era Hachijo Tohya, ¿usó mi nombre para averiguar mi identidad?"
,"El misterio de Rokkenjima, el cual a veces era llamado el mayor fenómeno social en el cambio de siglo."
,"Aquel alboroto, que arrastró a entusiastas del mundo entero, había desaparecido de repente después de un evento realizado por Hachijo Tohya, donde iba a ""revelar el diario de Ushiromiya Eva, que contenía la verdad""."
,"Aunque ella misma convocó el evento, desapareció escandalosamente sin revelar el contenido del diario, levantando duras críticas por ello."
,"Sin embargo, al mismo tiempo, este evento hizo que surgiera un muy, muy natural sentimiento en el público: Que todo esto no era más que indagar en un terrible accidente con tantas víctimas solo por curiosidad."
,"Y así, el entusiasmo que rodeaba al misterio de Rokkenjima desapareció lentamente..."
,"Hachijo Tohya. No, Itouikukuro."
,Captó la atención del público como Falsificadora de misterios de Rokkenjima.
,"Decía que había alcanzado la verdad, y lanzaba innovadores trabajos de ficción uno tras otro. Se hizo famosa como fuerza impulsora detrás del misterio de Rokkenjima."
,"Tras darme cuenta de que Itouikukuro era Hachijo Tohya, fui a la editorial para pedir una entrevista, pero no la conseguí."
,"Por aquel entonces, la despreciaba."
,"Al principio, pensé que podría haber usado el misterio de Rokkenjima como una treta publicitaria para darse a conocer, pero ahora siento algo de gratitud hacia ella."
,"Si no se hubiese negado a mostrar el diario de una manera tan escandalosa, la caja del gato de Rokkenjima podría ser aún el juguete de incontables cabras."
,"Era sin duda una Falsificadora que había jugado con la caja del gato, y aún tengo un sentimiento molesto hacia ella."
,"Sin embargo, al mismo tiempo, fue la única quien, prácticamente, permitió que Rokkenjima descansase en paz."
,"Y... ¿alcanzó la verdad realmente, o no?"
,"¿Cómo pudo alcanzar algo que, {i:incluso desde mi perspectiva}, era infinitamente cercano a la verdad?"
,"Incluso ahora, tras todos estos años, es algo que había querido saber, si pudiese."
,"""¿Qué dice, señorita Kotobuki?... Por supuesto, esta no es una petición urgente. Me dijeron que le diga que se tome su tiempo en decidirse si quiere..."""
Kotobuki Yukari,"""Lo entiendo... ¿Hachijo Tohya vive cerca de la ciudad?"""
,"""¡Me comunicaron que una reunión por aquí cerca sería perfecto en cualquier momento!..."""
Kotobuki Yukari,"""Ya veo. En tal caso, ¿puedo pedirte que organices una reunión para nosotras en alguna cafetería tranquila este domingo?..."""
,"""¡Sí, como desee!... ¡Gracias, muchas gracias! ¡Creo que la señora Hachijo también estará encantada!..."""
Kotobuki Yukari,"""Tengo una condición."""
,"""¡Claro, lo que usted diga!..."""
Kotobuki Yukari,"""No voy a hablar de negocios, así que absténgase de enviar a nadie de la editorial."""
,"""¡Por supuestísimo! Lo haremos como usted diga."""
Kotobuki Yukari,"""Madam Hachijo y yo nos veremos solas, solo nosotras dos. ¿Puedo contar con usted para mantener esa promesa?..."""
,"""Bueno, sobre eso... Nosotros, umm, apreciaríamos si no dice nada de esto, pero..."""
Kotobuki Yukari,"""¿Qué ocurre?..."""
,"""... Bueno, la verdad es que... Las obras de Hachijo Tohya fueron escritas por dos personas. En el exterior, estos libros eran escritos por una autora, pero hay un segundo autor, un hombre... Los dos pidieron tener una oportunidad para conocerle..."""
,"Tan pronto como oí eso, tuve una premonición."
,"¿Cómo había conseguido Hachijo Tohya, una persona sin conexión alguna con la familia Ushiromiya, escribir con tanto detalle sobre sus circunstancias particulares?"
,Ya tenía una premonición de algún tipo de milagro...
,"Cuando emprendí mi viaje, abandoné el nombre de Ushiromiya Ange y di un paso hacia una nueva vida."
,"Por ahora, las cosas se han calmado, pero cuando la familia Sumadera era aún una amenaza, quería distanciarme de aquel nombre."
,"... Gracias a eso, nadie era capaz de contactar con mi nueva ""yo""."
,"Sin embargo, ahora que ""La Aventura de Sakutaro"" es el centro de atención este año e hizo famoso el nombre de Kotobuki Yukari, puede que finalmente haya alcanzado sus oídos."
,"Solía jugar con un león de peluche llamado Sakutaro, junto con María onee-chan."
,Si los que lo supieran conectasen el nombre de Sakutaro con mi nombre... es simplemente natural de que descubran quién fui.
,"El número de personas que podían reconocerme por esto era muy, muy limitado."
,"... Esta persona también era un gran conocedor de novelas de detectives, y era un hombre."
,Solo puedo pensar en una persona posible.
,"Después de todo, sabía cuántas novelas había acumulado en su habitación cuando revisé sus pertenencias."
,Era casi la hora a la que habíamos acordado vernos.
,Mi corazón latía aceleradamente... casi como el de una niña enamorada por primera vez...
,"En el mismísimo instante en el que llegó la hora acordada, oí el sonido de las campanillas de la puerta, y {i:ellos} aparecieron."
,Era un hombre sentado en una silla de ruedas... y una mujer empujándole.
,Mi mirada se fijó inmediatamente en el hombre de la silla de ruedas.
,"... Y, de inmediato... vi los restos que quedaban en su cara..."
,No hay duda... Es mi hermano.
,Mi hermano... Ushiromiya Battler...
,"Cuando nuestros ojos se cruzaron, me hizo una pequeña reverencia. Me apresuré en levantarme e hice otra reverencia en respuesta."
,... Era una manera un tanto exagerada y tonta para un par de hermanos que se saludan el uno al otro después de estar varias décadas sin verse.
,"... Sin embargo, mi mente ya estaba en blanco. El milagro por el que había esperado todo este tiempo era ahora una realidad."
Hachijo Ikuko,"""... ¿Es usted Kotobuki Yukari?"""
Kotobuki Yukari,"""Sí, soy yo... Y ustedes dos tienen que ser... Hachijo Tohya."""
Hachijo Ikuko,"""Encantada de conocerte. Muchas gracias por prestarnos hoy su precioso tiempo. Soy Hachijo Ikuko. Estoy a cargo principalmente de la escritura... Él es Tohya. Se encarga principalmente de los borradores."""
,"Aunque la mujer que se llamaba a sí misma Ikuko era mucho más mayor que yo, parecía increíblemente joven."
,No era porque fuese buena maquillándose o vistiéndose como una mujer más joven.
,Es difícil describirlo...
,Había un aura extraña alrededor de ella... como si fuese inmortal y siempre joven.
,"Entonces, recordé rápidamente que había presentado a mi hermano como Tohya."
Kotobuki Yukari,"""... Disculpe mi pregunta, pero... ¿están casados?"""
Hachijo Ikuko,"""No estamos casados, pero hemos estado juntos durante mucho tiempo."""
Hachijo Tohya,"""Cierto. Mirando atrás, ha sido realmente mucho tiempo..."""
,Mi hermano sonreía mientras hablaba.
,"... Cuando me enteré de que, al menos para él, estas largas décadas no habían sido un período de aislamiento y soledad, sentí una gran sensación de paz y alivio."
,"Ahora que lo pienso, por ahora, también me estaba mirando fijamente."
,"Después de todo, solo tenía seis años la útlima vez. Debe ser difícil para él encontrar algún rasgo que pueda reconocer."
,"Sin embargo... estoy seguro de que reconocerá algo, de la misma manera que yo."
,"Seguimos lanzándonos miradas el uno al otro y mirando a los lados, como una pareja en una cita a ciegas."
,"Ambos estábamos en una edad donde las apariencias importan. Incluso aunque los dos lo sabíamos, no podíamos dejar que nuestra educada apariencia flaqueara."
,Este cómico intercambio era extremadamente vergonzoso.
,"... Pensé que sería una reunión predestinada, que podríamos abrazarnos el uno al otro y llorar lágrimas de felicidad juntos."
,"Sin embargo, parecía que la realidad sería diferente..."
,Pero así está bien.
,Siento que mi corazón va a estallar de felicidad...
Hachijo Ikuko,"""Vamos a ordenar. ¿Les parece bien café? ¿Qué es lo que quieren?"""
Hachijo Tohya,"""Preferiría algo que no fuese tan amargo. ¿Qué dice usted, señorita Kotobuki?"""
Kotobuki Yukari,"""Oh, no importa... Supongo que tomaré café con leche..."""
,Qué estirados estamos siendo.
,Incluso mi hermano parecía estar encontrándolo divertido por ahora.
Hachijo Ikuko,"""... Bueno."""
,"Cuando dijo eso, mi hermano y yo nos quedamos en silencio y nos sentamos correctamente."
Hachijo Ikuko,"""¿Debería comenzar? ¿O comenzaremos contigo, Tohya?"""
Hachijo Tohya,"""... Yo lo haré primero. Soy el que presionó sin parar para conseguir esta reunión, después de todo."""
,Me miraba con calma mientras hablaba.
Hachijo Tohya,"""Hoy he venido aquí... pensando que podrías ser una persona en concreto. Su nombre es Ushiromiya Ange. Cuando leí tus obras y oí tu nombre, estuve seguro de que eras tú."""
Ushiromiya Ange,"""Es cierto. Ha pasado mucho tiempo desde la última vez que usé ese nombre. Mi verdadero nombre es Ushiromiya Ange..."""
,Di la exagerada reverencia a la que me había acostumbrado tanto todos estos años.
,"... ¿Los dos nos hemos hecho mayores, verdad, Onii-chan?"
,Susurré esto en mi corazón.
,Ahora me toca a mí.
,"Con una rápida disculpa, busqué en mi bolso y saqué una foto."
,Era una fotografía de un día que fui a un parque de atracciones con Battler onii-chan.
,"Tenía muchas otras fotos pasándolo bien con él, pero esta era en la que su cara salía mejor."
,Miré entre él y la foto.{n}Ya no había lugar a dudas.
Ushiromiya Ange,"""... Sr. Tohya. Su verdadero nombre es... Ushiromiya Battler... san, ¿verdad?..."""
,Las manecillas de mi reloj interno se detuvieron.
,Quería que él respondiese que sí...
,Incluso aunque ya estaba tan segura... todavía estaba a punto de estallar con la tensión.
,"Y entonces, cuando acabó ese instante que pareció una eternidad, mi hermano respondió."
Hachijo Tohya,"""Así es."""
Ushiromiya Ange,"""..."""
,"Inconscientemente, miré fijamente a la cara de mi hermano."
,"Con una increíble velocidad, había admitido que era Ushiromiya Battler."
,... Mis ojos inmediatamente se llenaron y se desbordaron de lágrimas...
,"Tomé un pañuelo y las limpié, pero no podía evitar llorar de nuevo..."
,Onii-chan estaba vivo después de todo...
,"¿Entonces, por qué no vino a mí directamente?"
,"Si hubiese estado aquí durante mis días más oscuros, no sabe cuánto habría significado para mí..."
,"Normalmente, ese pensamiento me habría hecho maldecir a mi hermano, pero por ahora, incluso esa emoción estaba ablandada."
,"Porque, ahora que me enfrenté con el milagro de estar reunida con Onii-chan... todo lo que sentía antes de ahora cayó con mis lágrimas."
,En este momento... yo era feliz.
,No estaba sola del todo.{n}He trabajado tan duro para vivir estas pasadas décadas con esa creencia.
,"Y, finalmente... he sido recompensada..."
,"Por ahora, no pude ni detener mis lágrimas."
,Continué sollozando y lloriqueando por algún tiempo...
,"Viendo esto, mi hermano bajó su cabeza en señal de disculpa."
,... ¿Por qué no vino a mí antes?{n}Parecía como si estuviera arrepintiéndose de ello.
,Pero estoy segura de que tiene algún tipo de razón.
,Probablemente está aquí hoy para decírmelo y disculparse.
,Solo... solo con presentarse a sí mismo hoy... todo dentro de mí ha sido lavado con lágrimas.
Ushiromiya Ange,"""... Lo... siento... debo estar... haciéndote pasar vergüenza..."""
Hachijo Tohya,"""No. Es lo normal. Has estado esperando muchas décadas, creyendo que tu familia volvería."""
Ushiromiya Ange,"""Creí... Siempre creí que volverías a casa... Onii-chan..."""
,Le tendí mi mano débilmente... y mi hermano también tendió la suya.
,Entonces... agarré su mano.
,"A pesar de todos los largos años que habían pasado... era, sin duda, la mano de mi hermano."
,"Una vez más, tuve que luchar para contener las lágrimas..."
Ushiromiya Ange,"""La tía Eva evitó la explosión escapando a Kuwadorian. ¿Cómo escapaste tú, onii-cha... nii-san?"""
Hachijo Tohya,"""Aquel día... escapé por el pasillo subterráneo."""
Ushiromiya Ange,"""¿El que va a Kuwadorian?"""
Hachijo Tohya,"""Me dijeron que un pasillo subterráneo llevaba a una mansión oculta en la parte trasera de la isla. Sin embargo, al lugar al que escapamos fue una base de submarinos, no a Kuwadorian."""
,No sé las circunstancias bajo las que mi hermano entró al pasillo subterráneo aquel día.
,"De todas formas, fue al pasillo subterráneo, se dividió con la tía Eva allí y escapó desde la base de submarinos."
,"Allí, escapó de la explosión... y sobrevivió..."
Hachijo Tohya,"""A partir de allí, me escapé en un bote a motor. Sin embargo... se tuvo que haber volcado en algún lugar a lo largo del camino."""
Ushiromiya Ange,"""¿Tuvo que...?"""
Hachijo Ikuko,"""... Por favor, perdónale. Tohya sufre amnesia. Sus recuerdos de cuando se estaba ahogando en el océano son vagos."""
Ushiromiya Ange,"""¿Podría ser... que se hubiese olvidado de que era Ushiromiya Battler por un tiempo?..."""
Hachijo Ikuko,"""Así es."""
,"... Sí, eso explica casi todos los acertijos."
,"Mi hermano escapó de la explosión, pero su barco se volcó durante su escape de la isla, o él se cayó por la borda."
,"Tras eso, fue a la deriva, vagó por ahí medio inconsciente, y posiblemente tuvo un accidente de tráfico..."
Hachijo Ikuko,"""Aquel día estaba tirado en la carretera."""
Hachijo Tohya,"Si me hubiese encontrado un poco después, probablemente no habría vuelto a abrir los ojos."""
Hachijo Ikuko,"""Creo que sospechaste durante algún tiempo que había sido yo quien te había golpeado."""
Hachijo Tohya,"""Oye, ya me he disculpado por eso..."""
,Esto lo explica casi todo.
,"Ya sea por el tiempo en el que casi se ahoga, o por el accidente de tráfico, la memoria de mi hermano fue dañada."
,Su memoria probablemente volvió al final.
,"Sin embargo, en ese tiempo, ya habría puesto un pie en mi nueva vida como Kotobuki Yukari."
,"Solo pocas personas, incluyendo al Presidente Okonogi, sabían dónde estaba."
,"Incluso si mi hermano intentase contactar conmigo, hay una posibilidad muy alta de que no lo consiguiera."
,"Irónicamente, el nombre que había abandonado cuando decidí vivir en el futuro... había retrasado tanto mi reencuentro con mi hermano."
,"En ese sentido, soy responsable. Me lo hice a mí misma."
,"... Sin embargo, creo que recibí el mensaje que mi hermano me mandó."
,Era a través de Itouikukuro.
,"Me di cuenta de que Itouikukuro, la Falsificadora que decía que había alcanzado la verdad, era de hecho Hachijo Tohya."
,"Y entonces, pedí una reunión con ella a través de la editorial, para preguntarle por qué estaba tan segura de que había alcanzado la verdad."
,"Sin embargo, no se me concedió una reunión."
,"Al final, no oí nada de ellos, y me tomó todas estas décadas conocer a Hachijo Tohya."
,"... Si la editorial solo hubiese entregado el mensaje, podríamos habernos reunidos mucho antes."
,"Sin embargo, en aquella época, solo era una niña burguesa a la que le gustaba desperdiciar el dinero."
,¿Por qué deberían hacer llegar mi mensaje cuando simplemente irrumpí sin presentarme y pedí conocer a la famosa y popular Hachijo Tohya?
,Probablemente nos cruzamos varias veces.
,"Si solo una de esas veces hubiésemos tenido suerte, si nos hubiéramos podido encontrar...{n}... ¿Cuánto habría cambiado mi vida?"
,Pero esto era el destino.
,Dios decidió que se necesitarían varias décadas antes de este reencuentro de hermanos.
,"Y durante ese tiempo, mi hermano se convirtió en una parte de un novelista de misterio. Y yo me convertí en una escritora de novelas de aventuras para niños."
,Se podía decir que conseguimos el éxito en la sociedad.
,Mi hermano y yo fuimos capaces de estar reunidos tras conseguir el éxito.
,"Ahora mismo, no puedo hacer nada más aparte de dar las gracias a Dios por provocar este milagro..."
Ushiromiya Ange,"""Quizás era la voluntad de Dios que fuéramos reunidos tras conseguir éxito como novelistas... Por aquel entonces, yo no tenía renombre, así que no llegó a ti. Nos hemos encontrado ahora porque ambos nos hemos vuelto famosos como escritores... Creo que todo esto ha sido la voluntad de Dios..."""
Hachijo Ikuko,"""En ese momento, oímos a través de la editorial que querías tener una entrevista con nosotros. Dijeron que una admiradora que descubrió la verdadera identidad de Itouikukuro quería hablar con ella."""
Ushiromiya Ange,"""... Tienes que tener cientos de admiradores matándose por una entrevista. Posiblemente, no podrías reunirte con todos..."""
Hachijo Ikuko,"""No. Nos permitieron saber que tu nombre era Ushiromiya Ange. En aquel momento, ya me había dado cuenta de que el nombre real de Tohya era Ushiromiya Battler, así que pensé que se te debería dar una oportunidad para conocerle."""
Hachijo Tohya,"""Yo... me negué."""
,Mi hermano dijo eso.
Ushiromiya Ange,"""¿Qué... has dicho?..."""
Hachijo Tohya,"""Me negué... porque no quería verte."""
,"Una vez más, mi hermano habló claramente."
,Estaba totalmente confundida.
,"Solo podía estar ahí sentada, impresionada y callada, esperando las palabras que seguro ahora seguían..."
Hachijo Ikuko,"""... Creo que ya dije que Tohya sufre de amnesia. Y entonces, un día—"""
Ushiromiya Ange,"""¿Por qué te negaste cuando supiste que era yo?..."""
,Interrumpí las palabras de Ikuko y le pregunté directamente.
,¿Qué razón podría tener mi hermano para rechazarme?{n}No podía pensar en nada.
,Ese sentimiento incómodo despertó largos sentimientos olvidados de ira dentro de mí...
Ushiromiya Ange,"""Debías haber sabido que tu hermana pequeña estaba viviendo sola, siendo destrozada por la soledad.  Así que ¿por qué...? ¿por qué te negaste a verme?..."""
,Mi hermano bajó la cabeza.
,Parecía más perdido buscando palabras que arrepentido.
,"No había nada de timidez acerca de su apariencia, y le pregunté de nuevo en un tono aún más fuerte."
,"Cuando pedí una cita con Hachijo Tohya, Itouikukuro ya era famosa como Falsificadora."
,¿Por qué alcanzaron la verdad las falsificaciones de Itouikukuro?
,Es obvio.
,"Mi hermano, Ushiromiya Battler, le explicó lo que pasó en la isla con detalle."
,Así que la aparición de Itouikukuro prueba que la memoria de mi hermano había vuelto.
,"Por lo tanto, no puede excusarse a sí mismo diciendo que no me recordaba."
,"De hecho, en realidad no intentó poner excusas."
,"Al contrario, dijo abiertamente que se negó a verme, incluso sabiendo quién era."
Hachijo Tohya,"""... Mirando atrás... me arrepiento de lo que hice."""
Ushiromiya Ange,"""¡¡¿Te {i:arrepientes}?!!... ¡¿Has pensado alguna vez cómo me he sentido?! Por décadas... ¡por casi toda mi vida!... ¿Te das cuenta de con qué sentimientos he tenido que vivir?..."""
,Varias emociones se arremolinaron dentro de mí.{n}Me di cuenta de que ya no podía controlarlas más.
,"Solo podía gruñir, para evitar decir algo de lo que me arrepentiría..."
Hachijo Tohya,"""Me siento profundamente avergonzado por hacerte algo tan cruel... Por eso te he buscado desde entonces. Por tu bien y por el mío... deberíamos habernos visto mucho antes..."""
Ushiromiya Ange,"""... Entonces, ¿por qué...? ¿por qué no te encontraste conmigo?..."""
Hachijo Ikuko,"""... Señorita Kotobuki... Como dije antes... su memoria está dañada. No, quizás debería decir que su cerebro ha sido dañado... Es un efecto secundario del accidente."
Ushiromiya Ange,"""¡Pero su memoria volvió igualmente, ¿verdad?!"""
Hachijo Ikuko,"""... Sí, su memoria volvió. Sin embargo, eso no hizo desaparecer los efectos secundarios del daño."""
Hachijo Tohya,"""Tengo los recuerdos de Ushiromiya Battler. Sin embargo, debido a mi trastorno cerebral, no puedo pensar en esos recuerdos como míos."""
Ushiromiya Ange,"""¿No puedes pensar en esos recuerdos... como si fueran tuyos?..."""
Hachijo Tohya,"""... Sí. Es cierto que mis recuerdos de mi escape de la isla son un poco vagos. Sin embargo, he recordado casi todo lo demás."""
Hachijo Tohya,"""... Cosas como esos adornos rosa para el pelo que atesoras tanto... son algo que gané para ti en la zona de juegos de aquel parque de atracciones."""
Ushiromiya Ange,"""Sí, es cierto. Son un tesoro de cuando era una niña. Aún los llevo conmigo en el bolso..."""
Hachijo Tohya,"""Recuerdo mucho más además de eso. Recuerdo cuando le dabas problemas a mamá porque odiabas comer algas. Recuerdo que intentabas echarlo en mi plato para engañarla. Y cuando—"""
Ushiromiya Ange,"""Si recuerdas todo eso... ¿por qué no puedes pensar en esos recuerdos como si fueran tuyos?..."""
Hachijo Tohya,"""Ese es... el resultado del daño de mi cerebro. He ido a muchos hospitales, pero no me hicieron nada bueno. Probablemente no puedas entenderlo. No puedes saber qué tan doloroso es tener tu mente llena de recuerdos de un hombre al que no conoces..."""
,Estaba... aterrorizado de que no era él mismo.
,"Su mente estaba llena con los recuerdos de un hombre al que no reconocía, y amenazaban con destrozarle y abrumarle."
,Esos debían ser sus propios recuerdos perdidos.
,Sin embargo... su cerebro no podía aceptar estos recuerdos como suyos.
Hachijo Tohya,"""Aquellos días eran dolorosos, terribles. Me sentía como si mi mente fuese invadida... Esta noche, cuando apague las luces y me vaya a dormir, puede que ""yo"" no me levante de nuevo. Puede que un hombre diferente se levante mañana por la mañana y que comience a vivir la vida en mi cuerpo... Perdí la cuenta de las noches en las que este horror me atormentaba..."""
Hachijo Ikuko,"""... Intentó convencerse a sí mismo de que eran sus propios recuerdos muchísimas veces... Se decía a sí mismo que era Ushiromiya Battler una y otra vez."""
Hachijo Tohya,"""Pero... nada funcionó. Yo soy yo, Hachijo Tohya... Sin importar cuánto fluyan los recuerdos de Ushiromiya Battler en mi mente. Para mí, son recuerdos de otra persona. No pude aceptar a Ushiromiya Battler..."""
,"... Mientras ""Ushiromiya Battler"" decía esto... bajó la cabeza mientras sus ojos se volvían rojos."
Hachijo Ikuko,"""Entonces, un día, cuando estaba atrapado entre sí mismo y su otro yo que no podía aceptar, le dio un ataque..."""
Ushiromiya Ange,"""..."""
Hachijo Ikuko,"""Afortunadamente, se pudo salvar su vida, pero los efectos secundarios le obligaron a pasar su vida en una silla de ruedas..."""
Ushiromiya Ange,"""Quieres decir... que él..."""
,Ahora veo por qué apareció en esa silla de ruedas.
,Y... ahora sé por qué se negó a reencontrarse conmigo...
,"Tenía miedo... de que le llamase ""hermano mayor""."
,"Tenía miedo de conocerme, asustado de que la parte de sí mismo que no era él, se haría más grande en su cabeza."
Hachijo Ikuko,"""Incluso así, luchó. Sintió que, ya que Ushiromiya Battler estaba dentro de él, era su responsabilidad verte. Pensando eso... siguió luchando en el espacio entre sus dos personalidades."""
,Y entonces... le dio un ataque.
,"Después de algo como eso, era normal que Ikuko le dijese que no necesitaba recordar más a Ushiromiya Battler."
,"Poco a poco, intentó olvidar que una vez fue ""Ushiromiya Battler""."
,Las instrucciones del doctor y la medicación. Con eso y el cuidado esmeroso de Ikuko... lentamente comenzó a recuperar su paz mental...
Hachijo Tohya,"""Incluso así, yo... pensé que tendría que encontrarme contigo tarde o temprano. Para ser honestos, no pude dormir esta noche... Tenía... miedo de verte..."""
Ushiromiya Ange,"""..."""
Hachijo Tohya,"""¿Si te veo, moriré? Sí, estaba asustado... Sin embargo, aquí estoy. Hablando contigo tranquilamente."""
Hachijo Tohya,"""... Es por eso que me arrepiento de lo que hice. Si solo... te hubiera... visto antes... Tú... y el Ushiromiya Battler dentro de mí... podrían no haber sufrido durante todos estos años... Solo pensar en esto me hace sentir tan... arrepentido..."""
,"Dijo esto aquel hombre que una vez fue Ushiromiya Battler, mientras rompía a llorar..."
,Ya lo había... entendido.
,Realmente... {i:era} verdad.{n}Ushiromiya Battler... murió aquel día.
,Después de todo... ¿no decían las brujas que estaba muerto tan frecuentemente con el rojo?...
,... Qué patético para la Bruja de la Resurrección... la Bruja del Futuro... quien juró que todos estarían siempre juntos...
,...
Ushiromiya Ange,"""... Tohya‐san. Levanta la cabeza, por favor."""
Hachijo Tohya,"""... S-Señorita Kotobuki..."""
,Se dieron cuenta de por qué le llamé Tohya-san.
,"Y llamándole {i:a este hombre} por ese nombre, sentí que la propia inquietud de mi corazón decrecía un poco."
Ushiromiya Ange,"""Gracias... Has tenido que sufrir un montón... Muchísimas gracias, Sr. Tohya..."""
Hachijo Tohya,"""... Uugh... uuuuuughhhgh... uuuu..."""
Ushiromiya Ange,"""... Gracias, nii‐san... Gracias... por esmerarte tanto para venir hoy aquí..."""
,Agarrados de las manos... acercamos nuestras frentes y lloramos juntos un rato.
,"Entonces, hablamos de los viejos tiempos."
,"Recordaba muchas cosas gráficamente, incluso cosas que yo misma había olvidado."
,"Cada vez, los recuerdos me hacían llorar con más fuerza, y él bajaba la cabeza en señal de arrepentimiento."
