Speaker,Spanish (ES)
,"Seguí el sangriento rastro de las huellas del gato, quien a veces se detenía para mirarme... y luego continuaba caminando por el oscuro pasillo..."
,"Adelante, giro, de vez en cuando bajo por lo que parecen ser unas escaleras."
,"Y entonces, aunque realmente no podía verlo por la oscuridad, me encontré a mí misma parada frente a una puerta."
{f:5:Bernkastel},"""¿Aquí?..."""
,"Abrí la puerta con un lento empujón, pero dentro solo había oscuridad, tal y como en el pasillo."
,"Sin embargo, el aire y el sutil cambio en el eco de mis pisadas... me hizo comprender que esto era una habitación, no otro pasillo."
,Los sonidos de las pisadas del gato habían desaparecido.
,"... Sin embargo, las sangrientas huellas seguían allí."
,"Del otro lado de una especie de biombo de madera, debajo de lo que parecía un pequeño reflector..."
,"... Se encontraba el mismo gato negro, devorando comida para gato manchada de sangre."
,... Ya veo. Esa es su recompensa por traerme hasta aquí...
{f:5:Bernkastel},"""Gato... Lamento molestarte durante tu comida... pero me gustaría que llamaras a tu amo... A menos que tú seas quien me convocó a este lugar..."""
,Hablarle no hizo que se diera la vuelta.
,"... Bueno, supongo que solo es un gato comiendo su comida... Si le doy una patada, posiblemente corra hacia su dueño."
{f:5:Bernkastel},"""... Hmpf."""
,"Cuando pateé al gato... voló como si fuese un animal de peluche, se dio contra la pared y cayó al suelo."
,"Tras eso se desvaneció, como si se hubiese integrado con la oscuridad..."
,... ¿Qué es este gato?... ¿Será una ilusión?...
{f:5:Bernkastel},"""¡...!"""
,"Cuando miré su plato de comida, vi que estaba lleno de lo que parecía ser una sangrienta carne molida."
,... Como si alguien hubiese destrozado y apilado carne viva en ese plato.
{f:5:Bernkastel},"""... Vamos, ¿qué es esta escalofriante recepción?"""
,{a:c:{m:-5:―}Patear al gato ha sido muy cruel de tu parte}.
,"En el instante en el que escuché esa voz, el vello de mi nuca se erizó."
,"Y entonces, los alrededores finalmente se iluminaron..."
,"Sin embargo, {f:5:Bernkastel} ya había adivinado de quién se trataba antes de que la luz se encendiera..."
{f:5:Featherine},"""... ¿Eras tú, verdad?... Ese gato."""
{f:5:Bernkastel},"""..."""
{f:5:Featherine},"""... Un gato que ha aprendido a comer carne y a elegir su propio camino... Ha pasado mucho tiempo..."""
{f:5:Bernkastel},"""Es un camino del cual nunca habría sabido si no me lo hubieras mostrado... Tú eres el monstruo que me enseñó el sabor de la carne... Así que has vuelto a la vida... {f:5:Featherine Auaurora}..."""
{f:5:Featherine},"""... {f:5:Augustus Aurora}... Nunca te lo aprenderás sin importarte cuántas veces te lo diga... Muy bien. Incluso eso me trae recuerdos... He oído los rumores... Parece que has adoptado el nombre de la Bruja de los Milagros, {f:5:Bernkastel}, y que has estado participando de un deplorable juego de Fragmentos..."""
{f:5:Bernkastel},"""Solo estoy imitándote. Aunque a duras penas puedo competir con tu nivel... Si los rumores que oíste acerca de mí son malos, en ti se aplican multiplicados por cien."""
,{f:5:Bernkastel} se sentó sin reservas en una silla antigua... como si el lugar ya le fuera familiar.
{f:5:Featherine},"""... ¿A qué le tienes miedo? Solo estoy celebrando mi reunión con mi miko más antigua hasta el momento... ¿Tan desagradable encontraste a mi gato mensajero?"""
,El lenguaje corporal de {f:5:Bernkastel} parecía reflejar que estaba completamente relajada...
,"Sin embargo, {f:5:Featherine} la reprendió, diciéndole que no tuviese miedo."
,"... Y, juzgando la expresión que apareció en el rostro de Bern... {f:5:Featherine} había estado en lo cierto..."
{f:5:Bernkastel},"""¿De verdad tenías que hacer insinuaciones tan bruscas hacia mí?... Un gato dejando huellas de sangre y llenándose la boca de carne sanguinolenta..."""
{f:5:Featherine},"""... No temas... Mira bien... ¿Ves algún gato llenándose la boca de carne?... Solo le di un plato de galletas por haberte ido a buscar..."""
{f:5:Bernkastel},"""..."""
,"... Algo similar al hollín cubría el plato y se esfumó, aunque no hubiese viento."
,... Allí yacía un platito de gato... adorable... y perfectamente normal... con una pila de galletas en él...
{f:5:Bernkastel},"""... Tch..."""
,{f:5:Bernkastel} ni siquiera ocultó su mueca de disgusto.
,"{f:5:Featherine} se encogió de hombros y masculló ""No has cambiado, hija del hombre"" mientras se balanceaba en su silla mecedora."
{f:5:Bernkastel},"""... Veo que eres tan desagradable como siempre... Pero ahora estoy feliz. Imitarte ha distado de ser aburrido."""
{f:5:Featherine},"""... Regáñame todo lo que quieras. Fue el regalo de despedida que te di la última vez que te vi."""
{f:5:Bernkastel},"""Te agradaban las mikos groseras porque te entretenían, ¿verdad?... Tch, ridículo... Si mi conversación solo te complace, entonces me callaré... Entonces, ¿qué es lo que quieres conmigo?..."""
{f:5:Featherine},"""Parece que el juego de {f:5:Beatrice} ha terminado con la victoria de Battler... Estuve observándolo. Fue bastante entretenido."""
{f:5:Bernkastel},"""... Estoy segura que te agradó verme fracasar miserablemente."""
{f:5:Featherine},"""Tonterías, tu actuación fue magnífica... Estoy segura de que Beato está muy agradecida contigo."""
{f:5:Bernkastel},"""... Hmf... ¿Y? Si lo que quieres es que te lea en voz alta los Fragmentos del juego de Beato, me rehúso. Ya no soy tu miko."""
{f:5:Featherine},"""He observado todos los juegos de Beato... También he observado el juego de {f:5:Lambdadelta} y el de Battler con mucho interés... Creo que he elaborado mi propia respuesta para todos los acertijos... El culpable. El motivo. Los trucos... Todavía no entiendo la parte del final del acertijo del epitafio, pero tengo una teoría lo suficientemente sólida como para creer que si en verdad viajase a Rokkenjima e investigara, debería ser capaz de resolver todo."""
{f:5:Bernkastel},"""¿Y...?"""
{f:5:Featherine},"""Por supuesto, debido a que no hay solo una verdad, mi teoría probablemente solo sea una de las muchas posibilidades... Sin embargo, es una de esas posibilidades, por lo que el problema es menor."""
{f:5:Bernkastel},"""... ¿Adónde quieres llegar?... ¿Acaso quieres debatir el juego de Beato conmigo?"""
{f:5:Featherine},"""Incorrecto... Lo que yo quiero es saber las respuestas, hija del hombre."""
,Las palabras de {f:5:Featherine} hicieron que {f:5:Bernkastel} se enderezara.
,... Su antigua ama no pasó por alto su pequeña reacción.
{f:5:Featherine},"""Hasta ahora, le has dado más sabor al relato siendo un personaje del mismo. Durante el proceso, posiblemente has llegado a poseer varias verdades... Sin embargo, incluso tú desconoces la verdad detrás de varios acertijos que Beato con tanta habilidad ha sabido mantener sin descubrir, ¿correcto?..."""
{f:5:Bernkastel},"""... Ya veo... Quieres usarme para masticar y eviscerar algo una vez más."""
{f:5:Featherine},"""Después de ver una obra de teatro, leer su panfleto y saber qué pasa entre bastidores es similar a, como tú lo dirías, disfrutar algo de té negro tras una comida... Ese placer no puede quedar inconcluso."""
{f:5:Bernkastel},"""Te agrada jugar con ellos y amarlos mientras están vivos, y devorar su carne cuando mueren... Por ese motivo, los gatos tienen una doble utilidad para ti... Muérete, monstruo."""
{f:5:Featherine},"""Quiero... saber las respuestas... Estoy segura de que tú también quieres saberlas."""
{f:5:Bernkastel},"""..."""
{f:5:Featherine},"""Piensa en ello como un entierro para el cuerpo de Beato, en el que tú llevas a cabo el velorio... ¿Qué opinas, hija del hombre?"""
{f:5:Bernkastel},"""... Ahora estás empezando a hablar en mi idioma."""
,"Cuando {f:5:Featherine} chasqueó sus dedos, una pequeña luz apareció sobre la mesa, la cual estaba abarrotada de libros."
,Y allí... se encontraba doblada una versión del tablero del juego de Beato.
,"La Bruja de la Expectación hizo un círculo con su dedo, y el tablero de juego se abrió por sí solo, mostrando las piezas blancas y negras alineadas en él."
{f:5:Featherine},"""... El tablero de juego y sus piezas ya están en su sitio... Los registros de los juegos anteriores también están aquí."
,"Con un crujido, las páginas del libro pasaron por su propia voluntad, de principio a fin, se cerró y voló hasta un costado del tablero de juego, donde esperó. Dentro suyo se encontraban registrados todos los movimientos de las piezas en juegos anteriores..."
{f:5:Bernkastel},"""... Ya veo. Te faltaba un segundo jugador y un narrador..."""
{f:5:Featherine},"""También nos falta algo de té negro... Lo mismo con el té de ciruelas secas. Conseguiré un poco, por supuesto."""
{f:5:Bernkastel},"""... Muy bien. Si le añades algunos pasteles de arroz, tendremos un acuerdo."""
{f:5:Featherine},"""Las negociaciones han concluido."""
{f:5:Bernkastel},"""Tengo una condición."""
{f:5:Featherine},"""Oh, ¿de qué se trata?"""
{f:5:Bernkastel},"""Yo voy a ser la Lectora, ¿verdad?... No hay amor en mí, así que algunas cosas pueden llegar a ser interpretadas en una forma extraña... Sin embargo, el Lector es libre de leer las cosas con el tono y los gestos que desee."""
{f:5:Featherine},"""Solo quiero verificar algunas respuestas... No me importa realmente la historia en sí... No estoy profundamente interesada en saber qué tipo de historia crearás... Ah, sí. Ahora entiendo qué es lo que quieres."""
{f:5:Bernkastel},"""... ¿Aceptarás mi condición?"""
{f:5:Featherine},"""Muy bien... Yo quiero saber la respuesta. Tú tienes un rencor del cual ocuparte. Las negociaciones han concluido."""
,"Cuando {f:5:Featherine} volvió a chasquear los dedos... una gran silla se materializó, como invitando a {f:5:Bernkastel} a sentarse allí."
,Era una horrible combinación para el resto de los muebles en la habitación... un trono.
,"Un momento, he visto esto antes... Esto es—"
{f:5:Featherine},"""Lo reconozco. Puedes sentarte. Eres la Game Master."""
{f:5:Bernkastel},"""... ¿Estás segura?... ¿Estás segura de... {i:verdad}?..."""
{f:5:Featherine},"""Puedes crear cualquier tipo de historia que satisfaga tu rencor. No me interesa. Sin embargo, yo también tengo una condición... Responderás todas las preguntas que te haga. Sin ocultar la verdad, sin engaños ni trucos."""
{f:5:Bernkastel},"""¡Jeh... jeje{0}je{0}je{0}je{0}je{0}je{0}je{0}jeh!... Déjamelo a mí. Destrozar el pecho y arrancar sus entrañas es mi especialidad... Después de todo, tú fuiste quien me entrenó."""
{f:5:Featherine},"""Hagamos algo de té negro... Usaremos nuestras propias manos, sin magia... Deja que la maestra invite a su miko con un poco de té..."""
{f:5:Bernkastel},"""La antigua Beato me dijo que las brujas son la mejor compañía para tomar el té."""
{f:5:Featherine},"""Se ve que nosotras no encajamos con esa descripción... Jeh... jeje{0}je{0}je{0}je{0}je{0}je{0}je{0}je{0}je{0}je{0}je{0}je{0}jejeh."""
,"... En algún momento, aquel plato lleno de galletitas... se había llenado nuevamente de carne destrozada y salpicaduras de sangre. No, no solo carne... también estaban las entrañas..."
{f:5:Featherine},"""... El té negro se disfruta más—"""
,"""""En compañía de monstruos como tú."""""
{f:5:Bernkastel},"""... En ese caso, prepara las piezas. Si seguimos con la cuenta, este sería el séptimo juego, ¿verdad?"""
{f:5:Featherine},"""Correcto. Un número adecuado."""
{f:5:Bernkastel},"""¿Te refieres a que es adecuado para Beato?"""
,{f:5:Bernkastel} levantó lentamente una pieza negra.
,Era... la pieza que representaba a {f:5:Beatrice}.
,"A veces era un rey, a veces una dama y podía convertirse en un caballo."
,"... Sin embargo, solo era así si lograba coronarse.{n}Hasta entonces, solo era una pieza inservible, como un peón."
,"El primer paso es colocar las piezas. Para ese momento, el juego de las brujas ya había comenzado."
,{f:5:Bernkastel} tomó la pieza de Beato... y la levantó.
{f:5:Bernkastel},"""Primer movimiento, colocación. {f:5:Beatrice} en d8."""
