Speaker,Spanish (ES)
,Yo había llegado a pensar en esa felicidad como una felicidad vacía.
,"... Lo había negado todo, pensando que, ya que no acepté la magia, no podía aceptar la felicidad que venía de ella tampoco."
,"Pero lentamente, poco a poco, el mundo de María onee-chan se fue haciendo más feliz."
,"En el pasado, yo lo había menospreciado, creyendo que era demasiado lamentable como para mirarlo."
,Pero... eso podría no haber sido más que celos.{n}Debía admitirlo.
,Y este había sido mi primer paso en mi búsqueda por la felicidad...
,Un vasto espacio. Un viento seco que podría soplar sin ser bloqueado por nada.{n}... Déjame sentir ese viento soplando a través de mi cabello.
,"... Ya veo... en mis condiciones, incluso el suelo puede bloquearme."
,"Entonces, no necesito un suelo."
,"... Aleja el suelo, hacia abajo, hacia abajo."
,"En otras palabras... era como si yo hubiese flotado, dejando atrás el suelo."
,"Después de empujar el suelo mucho, mucho más abajo, el suelo se hizo borroso y tenue... y por primera vez, se empezaba a sentir como el cielo."
,"... Entonces, entendí su inmensidad."
,"En ese instante, sentí el viento vívido ir incluso a través de mí, en otras palabras, soplando a través de mí sin ninguna resistencia."
Ushiromiya Maria,"""... Sí. Mantén esa sensación."""
Ushiromiya Ange,"""... Sí, lo entiendo... Entiendo que he sido... liberada de todos los estorbos."""
Sakutarou,"‘¡Lo hiciste, Ange, lo hiciste, Ange!... ¡Has dado tu primer paso al mundo de las brujas!...’"
Ushiromiya Ange,"""... ¿Este es... el mundo de las brujas?..."""
Ushiromiya Maria,"""Sí. Así que, tratemos de practicar la magia que siempre has deseado, Ange... La magia que invocará amigos... Una magia que creará aliados que te salvarán de tu tristeza, y de ese modo te darán felicidad."""
Sakutarou,‘¡¿Será Ange también capaz de invocar amigos como yo?! ¡Uryu‐uryu!’
Ushiromiya Maria,"""... Como ella está ahora, es aún muy pronto para que invoque amigos como Sakutaro desde el mar de ceros... Para empezar, tratemos de practicar con amigos fáciles de invocar."""
Ushiromiya Ange,"""... ¿Con qué empezaremos?..."""
Ushiromiya Maria,"""Como eres una bruja de Mariage Sorcière, también se te está permitido usar a quienes están empleados por otras brujas en la alianza."""
Ushiromiya Maria,"""... Por ejemplo, Sakutaro es mi amigo, pero como estás en la misma alianza, Ange, él es tu amigo también, y puedes invocarlo... ¿Quieres tratar de invocar a Sakutaro un día de estos? Cuando estés tan sola que se haga difícil, estoy segura de que Sakutaro te alegrará."""
,"Ya veo. Puedo invocar a Sakutaro, un ser empleado por Onee-chan."
,Así que una bruja en la misma alianza que Onee-chan también puede invocar a Sakutaro...
,Miré a los ojos de Sakutaro.
,"... Qué agradable sería tenerlo allí junto a mi almohada, para que pudiera hablar un poco conmigo en las noches solitarias."
Ushiromiya Ange,"""... ¿Si te llamo, aparecerás, y hablaras conmigo?..."""
Sakutarou,"‘¡Uryuu! ¡Espero con ansias ser invocado por ti, Ange! ¡Uryu‐uryu‐uryu!’"
,"Pareciendo feliz y haciendo girar sus ojos, Sakutaro presionó su cabeza contra mí como un gato."
,"Tener repentinamente un lindo hermano menor... se sentía un poco confuso, un poco vergonzoso y un poco agradable."
,"... Incapaz de entender porque no podía aceptar honestamente este sentimiento, sentí lagrimas que brotaban de mis ojos."
Ushiromiya Ange,"""Cierto... Lo haré lo mejor que pueda, Onee-chan."""
Ushiromiya Maria,"""Entonces intentemos practicar... Tratemos de invocar a los muebles de una bruja de la misma alianza, {f:5:Beatrice}."""
Ushiromiya Ange,"""... Los muebles... de {f:5:Beatrice}."""
,Escuchar el nombre de {f:5:Beatrice} me dio una sensación ligeramente extraña.
,"En lo que se refería al crimen en Rokkenjima, el público seguía con un frenesí de que esa era una ceremonia de sacrificio para la bruja."
,... Y esa bruja era {f:5:Beatrice}.
,Así que {i:si} el culpable de ese crimen era una bruja... eso significaría que ella era la culpable que me arrebató a mi familia.
,"Sin embargo, María onee-chan dijo que {f:5:Beatrice} era una bruja buena."
,"Ella se enojaba si yo tenía emociones negativas hacia {f:5:Beatrice}, entrábamos en una molesta pelea, y se rehusaba a hablarme por un rato."
,"... En este momento, Onee-chan era mi única amiga íntima."
,"... Así que para evadir empeorar el humor de mi amiga íntima, yo había decidido pensar en {f:5:Beatrice} como nada más que la maestra de magia de Onee-chan..."
,"... Además, yo creía que el crimen era una conspiración tramada por la tía Eva."
,... Definitivamente expondría la verdad sobre eso algún día...
Ushiromiya Maria,"""Ange. Las obstrucciones están circulando dentro de tu cuerpo de nuevo."""
Ushiromiya Ange,"""... Lo siento, perdí la concentración... Una vez más..."""
,"No esperaría menos de ti, Onee-chan...{n}Te diste cuenta instantáneamente que estaba siendo superada por pensamientos vanos."
,"Después de sacudir mi cabeza solo una vez, volví a imaginar el viento soplando en un espacio inmenso..."
Ushiromiya Ange,"""... ¿Las Siete Hermanas del Purgatorio? Ese es un nombre escalofriante."""
Ushiromiya Maria,"""Pero ellas son unas niñas muy energéticas y divertidas. Ellas se pueden convertir en tus nuevas amigas, Ange... Primero, te enseñaré cómo invocarlas. Observa."""
,"María onee-chan levantó ambas manos al nivel de su cabeza, y unificó tranquilamente su mente."
,"... El estado que no fui capaz de alcanzar sin tener que meditar por un tan largo periodo de tiempo, ella lo alcanzó en unas cuantas respiraciones rápidas."
,"Entonces, una luz pálida empezó a acumularse en sus palmas... y una a una, las chicas empezaron a mostrarse."
,"1, 2, 3, 4, 5, 6, 7 personas..."
,La forma en la que fueron invocadas una después de la otra en una línea era una obra maestra.
,... Increíble. Tal como en las ilustraciones del grimorio de Onee-chan... las Siete Hermanas del Purgatorio...
,"Las hermanas más jóvenes estaban detrás de la mayor, Lucifer, que saludó a Onee-chan."
Lucifer,"""Las Siete Hermanas del Purgatorio, ¡presentes!... Lady {f:5:María}, ha pasado mucho tiempo."""
Ushiromiya Maria,"""Sí. Hace mucho que no las veo. ¿Están todas bien?..."""
Lucifer,"""Nosotros los muebles somos muebles porque somos usados. ¡Pienso que ser invocadas después de tanto tiempo es un verdadero honor, desde el fondo de mi corazón!"""
Asmodeus,"""Kyaa{p:0:♪}. ¡¡Sakutaro~!! ¡Cuánto tieeempo!"""
Beelzebub,"""¡¡Luces tan delicio— quiero decir, lindo~ como siempre!!"""
Mammon,"""¡¡Yo primeeero!! ¡Kyaa, hoy está tan esponjoso, suavecito, y lindo~!"""
Leviathan,"""¡¡Ah!! ¡Déjame abrazarlo también!"""
Sakutarou,"‘¡U‐Uryuu! ¡No puedo respirar! ¡No huiré, así que déjenme ir chicas~!’"
Satan,"""¡¡Eh, todas!! ¡¿Están tratando de romper el mueble de Lady {f:5:María}?! ¡¡En fin, apártense de él, abrazar está prohibido!!"""
Belphegor,"""... Aunque estás diciendo eso, parece que eres quien más le quiere abrazar, Satán-nee. *risita*."""
Satan,"""¡¡Ack!! ¡N-No es que yo tenga ningún interés en algo tan suavecito, esponjoso y mimoso!"""
Lucifer,"""¡¡Oye!! ¡¡Guarden silencio en presencia de Lady {f:5:María} y Ange‐sama, hermanas estúpidas!!"""
,Ellas eran tan energéticas...{n}Estaba atónita por su repentino arranque de actividad justo después de haber aparecido.
,"Y además de eso, me sorprendía que el inocente Sakutaro se llevaba tan bien con las Siete Hermanas."
Ushiromiya Ange,"""... Eso es inesperado. Pensar que Sakutaro sería tan amado por personas tan sombrías."""
Ushiromiya Maria,"""Son miembros de la misma alianza. No hay nada que temer, ¿verdad?"""
Ushiromiya Ange,"""Pero si Sakutaro hiciese algo que las molestara, parece que podrían acabar con él en un instante..."""
Ushiromiya Maria,"""Está bien. Las brujas de la alianza y sus muebles son amistosos. Así que Sakutaro puede jugar sin preocuparse... Por supuesto, eso va para ti y para mí también, Ange."""
,"Uno de los pactos de Mariage Sorcière.{n}""Es la mutua no agresión y no interferencia."""
,Las brujas miembros deben respetar la magia de las otras y sus creaciones.
,"Incluso las hermanas, que eran normalmente oscuras y beligerantes, interactuaban con sus compañeros miembros de la alianza como amigos."
,"Así para que las Siete Hermanas, Sakutaro era un amigo mutuo."
,"Él era adorado por las Siete Hermanas, y ellas incluso estaban tratando de robárselo una a la otra."
,Esta escena mientras ellas lo apretaban y lo adoraban era un poco adorable.
Ushiromiya Ange,"""... Ya veo. Ellos son compañeros miembros del Mariage Sorcière."""
,"A primera vista, uno pensaría que la atmósfera casual de Sakutaro y la sombría de las Siete Hermanas serían como agua y aceite. Parecía que definitivamente no serían compatibles."
,"Y aun así, ellos estaban interactuando de forma amistosa, como si fuese completamente natural..."
,Si esta maravillosa alianza pudiera unir a todas las personas del mundo... me pregunto si todos en el mundo serían capaces de hacerse amigos al instante.
Ushiromiya Maria,"""Todas ustedes Siete Hermanas, escuchen. Justo ahora, Ange está en medio de un entrenamiento mágico. Así que quiero que todas le ofrezcan su poder."""
Lucifer,"""Como ordene, Lady {f:5:María}... ¿Pero qué específicamente?"""
Ushiromiya Maria,"""El poder mágico que las hace materializarse pasará de mi a Ange. En ese estado, quiero que estén a su lado todo el tiempo. Solo tienen que hablar con ella."""
Lucifer,"""... Mis disculpas, pero me pregunto si el poder mágico de Ange-sama será capaz de invocarnos fácilmente a nosotras siete durante todo el día..."""
,"La mayor de las hermanas, Lucifer, miró mi complexión mientras ella aconsejaba esto, hablando reservadamente."
,"... En otras palabras, ella estaba diciendo que la carga puede ser pesada para mí en algún momento."
Ushiromiya Maria,"""Esa es la clase de entrenamiento que es. Ange tiene más talento mágico de lo que todas imaginan. Pienso que será bastante difícil, pero creo que vale la pena para Ange tomar este reto en su situación."""
Ushiromiya Maria,"""... Ange. Comenzando ahora, te pasaré la magia que las hace materializarse... En otras palabras, será como si tú las hubieses invocado."""
,Así que lo que María onee-chan estaba tratando de decir era algo como esto.
,"Para mantener a las Siete Hermanas materializadas, estarás continuamente cargada con una cantidad significativa de poder mágico."
,... Tal vez podría decirse que era como entrenar mientras llevabas unas muñequeras pesadas.
Sakutarou,‘Uryu... Invocar a las Siete Hermanas debe ser difícil... ¿No es eso pedirle demasiado a Ange tan de repente?...’
Ushiromiya Ange,"""Gracias, Sakutaro. Pero este es entrenamiento para convertirse en una bruja. Quiero ver qué tan lejos que puedo llegar."""
,"... Las Siete Hermanas sin duda parecen bulliciosas. Pero incluso si esto es entrenamiento, tenerlas conmigo debería, con seguridad, distraerme de mi soledad, al menos un poco."
,"Comprendí que sería una dura prueba, y quería intentarlo."
Ushiromiya Maria,"""No te sobrepases si se hace difícil, ¿está bien? Y chicas, si parece difícil para Ange, tómenlo con calma."""
Lucifer,"""Como ordene. ¡¿Entendieron, chicas?!"""
,"""""""""""""¡Sí~, Onee-samaa!"""""""""""""
Lucifer,"""Muy bien, Ange-sama. Por ahora, nosotras, las Siete Hermanas del Purgatorio, nos convertiremos en sus muebles... Lady {f:5:María}, cuando quiera."""
Ushiromiya Maria,"""Sí... Entonces, Ange. ¿Podemos empezar?"""
Ushiromiya Ange,"""... Claro... Estoy un poco nerviosa."""
Sakutarou,"‘Uryu... Puede ser difícil repentinamente... Si sientes que te está dando un dolor de cabeza, reduce tu poder mágico de inmediato...’"
Ushiromiya Maria,"""Entonces, moveré la fuente del poder mágico hacia Ange..."""
Ushiromiya Maria,"""..."""
Ushiromiya Ange,"""... Ah..."""
,"En un instante, el interior de mi cabeza se sintió muy pesado."
,"... Esto es... ya veo, es duro..."
,"Hasta entonces, el interior de mi corazón había sido usado solo para mí misma.{n}Era casi como si ahora estuviese siendo usado para otras siete personas."
,"... Si ellas solo se quedasen de pie y pestañearan una vez o dejaran salir un único suspiro, eso pondría una fuerte presión en mi cabeza..."
Belphegor,"""... Lady {f:5:María}. Mis disculpas, pero me pregunto si la carga de todas las Siete Hermanas al mismo tiempo podría ser demasiado grande después de todo."""
Ushiromiya Ange,"""E-Estoy bien... ack..."""
Ushiromiya Maria,"""... Mmmm... No funcionará después de todo. Estás usando toda tu energía para materializarlas. No tiene sentido si la carga es tal que no puedes balancearla con tu vida diaria. En cualquier caso, esto es poco refinado para una bruja."""
Sakutarou,"‘Uryu... Por esa razón dije que hacer tanto tan de pronto era imposible... Chicas, bórrense por un rato...’"
Lucifer,"""Está bien. Parece que debe ser mejor reducir el número de personas. Asmo, desaparece."""
Asmodeus,"""¿Yo de nueeeevo? ¡¡Me opongo al abuso de la hermana menoooor!! ¡Desaparezcan empezando desde la mayor de vez en cuando!"""
Leviathan,"""¡Eso significaría que {i:debo} desaparecer {i:segunda}, ¿cierto?! ¡No, no, noooo!"""
Satan,"""¡¡No hagan un escándalo, Asmo y Levia-nee!! ¡¡Esa clase de perturbación se convertirá en una carga para Ange-sama!!"""
Lucifer,"""¡¡El ruido que haces también es una carga, estúpida Satán!!"""
Satan,"""¡Eek!"""
Ushiromiya Ange,"""... Aah... ack... gah..."""
,"Las siete Hermanas comenzaron a discutir sobre quién debería desaparecer primero... La energía de esa pelea se convirtió toda en una carga, forzando a Ange con un dolor de cabeza aún más grande..."
,"Al final, ellas decidieron el orden con piedra, papel o tijeras, y 1, 2, 3 de ellas desaparecieron."
,"Pero incluso a ese nivel, Ange estaba aún lejos de estar cómoda."
,"Al final, una vez que seis de ellas hubieron desaparecido, fui finalmente capaz de calmar mi respiración."
,"Con mi poder mágico, olvida a las Siete Hermanas, solo una de ellas es mi límite..."
Mammon,"""... Aaaaaaaah, de esta forma no son las Siete Hermanas, sino solo yo, ¿cierto? Usted es poco confiable, Ange-sama."""
,"Mammón, que había ganado todos los encuentros de piedra, papel o tijeras y le fue permitido permanecer hasta el final, se quejó."
Sakutarou,"‘Uryu... Mammón, no debes decir esas cosas... Ange aún está empezando su entrenamiento... ¿Estás bien, Ange? ¿Está mejorando tu dolor de cabeza?...’"
,"Sakutaro se puso de puntillas, tratando de acariciar la cabeza de Ange."
,"Al mirar esto, María se rascó la cabeza, reconociendo que este repentino entrenamiento había sido muy difícil."
Ushiromiya Maria,"""Uu. Tal vez eso fue muy severo. Aunque a María le parece perfectamente bien esta cantidad. Porque cuantos más amigos tengas, más divertido es."""
Ushiromiya Ange,"""... Ahora estoy más convencida de lo increíble que eres, Onee-chan..."""
,"Según María onee-chan, cuando alcanzas la clase en la que ella está, eres capaz de invocar suficientes personas como para montar una orquesta."
,Y aun así se llama a sí misma {i:aprendiz} de bruja... Es impresionante...
Mammon,"""¿Está bien? ¿Ange-samaa?"""
Ushiromiya Ange,"""... Lo siento... Parece que invocarte es lo más que puedo hacer."""
Mammon,"""Bueno, supongo que estoy bien con eso. Después de todo, de todas las Siete Hermanas, tengo a Ange-sama para mí sola... ¿Qué piensa, Ange-sama? ¿Seré yo sola una carga?"""
Ushiromiya Ange,"""No, de algún modo puedo contigo..."""
Mammon,"""¡Genial! Entonces por favor entrene mucho y cultive mucho su poder mágico. Entonces algún día, por favor una a las Siete Hermanas y déjenos servirle. ¿Lo promete?"""
,"Después de comprobar que, por el momento, no había nada malo con su propia materialización, Mammón inmediatamente regresó a su buen humor, y trató de hacerme prometer trabajar duro."
,"Ya veo, así que esto es la avaricia.{n}... Pero también podrías llamarlo ser ‘positiva’."
Ushiromiya Ange,"""... Sí. Lo prometo... Tengo que ser capaz de al menos hacer eso algún día."""
Mammon,"""¡Gracias, Ange-sama! ¡Yo, Mammón de la Avaricia, sin duda le serviré hasta ese día!..."""
,"Mi dolor de cabeza finalmente disminuyó, y relajé ambas manos, que se habían estado aferrando mi cabeza.{n}Entonces Mammón extendió su mano, ayudándome a levantarme..."
Sakutarou,"‘¿Uryu?... Ah... María, Ange, ya es hora. Si no regresamos a la habitación, serás regañada.’"
Ushiromiya Ange,"""... ¿Eh?... Oh..."""
,No había esperado que Sakutaro hablara sobre la hora.{n}... Eso me trajo de nuevo a la realidad.
,"Como si la luz hubiese desaparecido, el vasto mundo se hundió en oscuridad, y yo estaba en una pequeña, pequeña casilla de baño, sentada en el retrete..."
,El grimorio de Onee-chan estaba abierto en mi regazo.
,"Miré el reloj... Eran casi las 20:00, tiempo de apagar las luces."
,"Si llego tarde a cuando pasan lista antes de que apaguen las luces, las cosas no solo se vuelven bastante molestas, sino que le causo problemas a mis compañeras de cuarto y de piso."
,"... Nunca me importaba causarles problemas, pero mejor no dejar que se vuelvan molestas..."
,"Haah... Mi tiempo libre ya ha acabado por hoy. Dormiré, despertaré, llegará el mañana, y otro largo, largo día pintado de gris se repetirá de nuevo."
,Cerré el grimorio y me levante del asiento del retrete...
,"En ese entonces, Onee-chan apareció de nuevo, y habló."
Ushiromiya Maria,"""... Oye, Ange. Estás olvidando tu entrenamiento... Lleva a Mammón contigo."""
,"Me había olvidado... En el momento en que regresé a la realidad, la materialización de Mammón se había detenido..."
,"Una vez más, creé una fuerte imagen de la existencia de Mammón en mi mente..."
Mammon,"""Buff, usted es mala, Ange-sama. ¡Por qué me hizo desaparecer tan repentinamente!... ¡A este paso, no será capaz de llamar a las Siete Hermanas, ¿sabe?!"""
Ushiromiya Ange,"""... Lo siento. Me descuidé."""
Mammon,"""Ha pasado un increíblemente largo tiempo desde que fui materializada en el mundo humano, así que estoy interesada en absolutamente todo. Estoy emocionándome un poco. ¿En dónde estamos?"""
Ushiromiya Ange,"""... Los dormitorios de la Academia Santa Lucía. Esta es una casilla de baño compartido... Cada habitación tiene su propio baño, así que nadie viene aquí. Es silencioso, y perfecto para leer libros."""
Mammon,"""En esta residencia, ¿tiene que esconderse en una casilla de baño incluso para leer un libro? ¿Queman los libros o algo así?"""
,...
,"Tengo una habitación de dos personas, así que mi compañera de cuarto siempre está ahí.{n}Nuestra relación es sombría y se siente como si yo siempre fuese ignorada.{n}... La atmósfera es mala, así que no puedo relajarme allí."
,"Y, siempre que no esté ahí, ella puede hacer lo que le plazca, llamar a sus amigas y tener una reunión para charlar."
,También es más conveniente para ellas si yo no regreso hasta antes de que apaguen las luces.
,"También hay una biblioteca, pero allí hay un grupo de personas que la usa como un lugar de reunión, y siempre hablan a mis espaldas."
,Así que no me gusta ir a la biblioteca.
,"... Durante el almuerzo, son los arbustos detrás del edificio de la escuela.{n}Durante la noche, es la casilla de los baños compartidos en la residencia."
,Esos son los únicos escondites que me pueden dar algo de paz...
,Abrí la puerta de la casilla... y salí.
,"Miré alrededor, indicándole a Mammón con mis ojos que viniese conmigo."
Mammon,"""... No lo acabo de entender, pero me doy cuenta de que puede ser difícil para usted llamar a este lugar placentero, Ange-sama. Vámonos rápido. Odio el aire de aquí."""
Ushiromiya Ange,"""¿En serio?... Pienso que el aire de aquí es de lo más decente."""
,"Cuando salimos del baño y entramos al corredor, como se acercaba la hora de apagar las luces, había otras chicas que habían ido a jugar en otros dormitorios apresurándose a regresar al suyo."
,"Cuando llegaba el momento de apagar las luces, teníamos que cambiarnos a uniformes tipo pijama que odiábamos y llamábamos ropas de prisión, alinearnos en el pasillo, y dejar que la líder de la residencia pasara lista."
,"... En la remota oportunidad de que alguien llegase tarde, tomaríamos responsabilidad colectiva, y todas las compañeras de piso recibiríamos un castigo llamado trabajo voluntario..."
,"Siempre que evadiera esto, las chicas me mirarían fríamente, pero no se entrometerían en mi camino."
,... Solo eso era suficiente para mí.
,Mammón miraba a las chicas que pasaban y el mobiliario del dormitorio con interés.
,"... Sin prestarle ninguna atención en particular, me apresuré a mi habitación."
,"Frente a mi habitación estaba mi compañera de cuarto, que ya se había puesto las ropas de prisión, hablando con algunas chicas de la habitación de al lado."
,"Cuando se dieron cuenta de que yo regresaba con prisa, su tema de conversación cambió notablemente."
,"Ellas bajaron sus voces, y me lanzaban miradas furtivas."
,"Actué como si no me hubiese dado cuenta, fui a mi habitación y me cambié.{n}Entonces apresuradamente salí al corredor."
,Ya todas estaban alineadas.
Mammon,"""... Oye, esto es raro. ¿No es esta una escuela para niñas ricas? Parece una prisión. Es estúpido."""
Ushiromiya Ange,"""¿También lo crees? Eso es lo que pienso. Y podrías decir que lo que la hace más estricta que una prisión es que no sales antes por buen comportamiento."""
,"... Después de insultar el lugar, me di cuenta."
,"Tener a alguien que escuche tus quejas, se siente sorprendentemente bien."
,"Afortunadamente, la forma de Mammón solo puede ser vista por su invocadora, yo.{n}Y por supuesto, no había necesidad de hablar alto para esta conversación."
,"Todo lo que tenía que hacer era hablar dentro de mi mente, de modo que nadie pudiese escuchar."
,"... La magia, y los amigos que crea, puede de verdad no ser tan malo."
Mammon,"""Estas chicas, todas ellas son malcriadas encerradas. Es como si ni siquiera estuviesen vivas. Kyajajaja."""
Ushiromiya Ange,"""Detente. Si eres vista por alguna casualidad, será bastante malo, ¿bien?..."""
Mammon,"""Los humanos sin nada de esperanza o sueños son como un montón de anti-magia. Definitivamente no hay forma de que puedan verme. ¡Estas formas de vida inferiores, ni siquiera pueden verme! ¡*risita*risita*!"""
Ushiromiya Ange,"""... ¿Estás bien estando rodeada de tantos {y:0:Humanos}{n:0:humanos} con esa toxina anti-magia?"""
Mammon,"""Estoy bien siempre que usted continúe materializándome, Ange-sama."""
Mammon,"""... Aunque, usted probablemente debe mantenerse concentrada para materializarme, así que hay una posibilidad de que usted descuide su vida cotidiana... Mire, esa chica con la que usted comparte habitación la está llamando, ¿no?"""
Ushiromiya Ange,"""... ¿Eh?... Ah—"""
,"""¿Ushiromiya-san, estás escuchando? Sobre las labores semanales de la próxima semana, hay algo de lo que quería hablarte."""
,"... Ella probablemente está hablando de pasarme unas cuantas labores de más a mí.{n}Mi compañera de cuarto, que normalmente nunca me miraba a los ojos, estaba sonriéndome desagradablemente."
,"Pero será más fácil tener las labores de la semana presionadas solo en mí, que hacerlas junto con ella."
,Es un pequeño precio que debo pagar para que ella siga ignorándome sin parar...
,"Aun así, con una excusa completamente desvergonzada, ella dejó de lado el problema por alguna razón e insistió en girar la situación, como si yo tuviera que ofrecerme y hacerlo por iniciativa propia."
,... Uno de los rasgos especiales de esta academia es que está plagada de chicas que no saben cómo pedir un favor.
Mammon,"""¿Cuál es el problema de esa {i:chica}? Me repugna. Me gustaría atravesarla justo por la frente."""
Ushiromiya Ange,"""Sí. Te lo dejo a ti entonces."""
,... Sí. Tener a una amiga cerca todo el tiempo con quien quejarme... me hace más feliz de lo que pensé que me haría.
,De verdad era animado con las Siete Hermanas reunidas.
,... Estoy segura que mirarlas hacer un alboroto por ahí debe ser bastante divertido.
,"... Quiero obtener el poder mágico para invocar a todas las Siete Hermanas al mismo tiempo, y pronto."
,"Así que entrenaré más, mucho más... entonces tomaré aquello que más quiero traer a mí,  y lo invocaré."
Mammon,"""¿...? ¿Qué es lo que de verdad quiere invocar, Ange-sama?"""
,"Mammón notó mi conversación conmigo misma dentro de mi cabeza, y preguntó por ello sin comprender."
,"Dudé sobre hablar de ello, pero entonces pensé que no había nada que esconder, y le conté."
Ushiromiya Ange,"""... Mi familia... Papá. Mamá. Onii‐chan."""
Mammon,"""¿Así que se refiere a las almas de los muertos?... Llamar a un residente de otro mundo es invocar, pero llamar a las almas de los muertos se le llama resurrección, y son cosas completamente distintas... La resurrección supuestamente es magia de muy alto nivel."""
,Lo sé... De tan alto nivel que ni siquiera María onee-chan puede hacerlo. Pero eso es lo que más quiero invocar con la magia...
,"... Se me ha advertido que es magia muy difícil de alto nivel.{n}... Tan difícil que, en el peor de los casos, no necesariamente llegaría a ese punto incluso después de haber entrenado toda mi vida."
,"Además, no tengo un recipiente. Un recipiente es algo vital para que la magia tenga éxito, sea invocación o resurrección."
,Como no tengo eso... lo que habría sido solo magia difícil se convierte en imposible.
,Es cierto. No tengo nada para recordar a mamá y papá.
,Sin embargo... por una extraordinaria coincidencia...{n}Tengo algo con que recordar a Onii-chan.
,Y eso es... esto.
Mammon,"""... ¿Ese accesorio con la gema rosa? ¿Qué {i:demonios}? odio decirlo, pero luce un poco de mal gusto para usted, Ange-sama."""
Ushiromiya Ange,"""Hace mucho, sin que lo supiera papá, fui con mamá a encontrarme con Onii-chan, y fuimos a jugar a un parque de atracciones... Este es el premio del juego de la grúa."""
,"Sé que es algo de mal gusto, me doy cuenta de que no concuerda con mi estilo, y entiendo que es muy infantil."
,... Pero este accesorio es la única cosa que me hace sentir como si Battler onii-chan estuviese a mi lado.
,La caja de cristal... había sido llenada con cápsulas de plástico que contenían cosas de apariencia divertida...
, Al parecer cada cápsula tenía un lindo accesorio en ella.
,El juego consistía en tomar una capsula con la grúa... pero yo era pequeña y era muy difícil para mí.
,Lo intenté varias veces pero ni siquiera estuve cerca.
,"Mamá dijo que lo que sea que estuviese adentro era probablemente barato de todos modos, y no sabíamos qué era, así que no valía la pena molestarse por ello."
,Pero que fuese o no barato no era el problema... El proceso de atrapar la felicidad con mis propias manos... se sintió bastante importante y sagrado para mí.
,Así que yo quería la cosa barata de adentro de la cápsula más que nada.
,"Entonces, Battler onii-chan vino después de terminar un juego de dispararle a unos soldados con un arma, y trató de hacerlo por mí."
