Speaker,Spanish (ES)
Ushiromiya Battler,"""Puedes quedarte o irte, pero no es como si alguna de esas fuera ‘la elección correcta’. Así no son las cosas, Ange."""
Ushiromiya Ange,"""... Incluso así, ¿me dejarás elegir?..."""
Ushiromiya Battler,"""Sí. Para eso es la llave."""
,Battler tocó la reluciente llave que colgaba del cuello de Ange.
Ushiromiya Ange,"""Ya... tomé mi decisión"""
Ushiromiya Battler,"""No tienes que decidir ahora. El tiempo para elegir llegará pronto... Cuando lo haga, debes usar tu honesto corazón para elegir cómo usarás esa llave."""
Ushiromiya Ange,"""..."""
Ushiromiya Battler,"""No tienes por qué escuchar nada de lo que yo te diga. Eres libre de decidir del modo que prefieras... Sin embargo, si eres una buena niña, y si puedes confiar en tu hermano mayor..."""
Ushiromiya Ange,"""... ¿Entonces qué?..."""
Ushiromiya Battler,"""Entonces cree en todo lo que te diga."""
Ushiromiya Ange,"""Creer... en todo..."""
Ushiromiya Battler,"""Eso te llevará a la mejor decisión para ti. Escucha mis palabras y confía en todo lo que diga... ¿Puedes hacer eso?"""
Ushiromiya Ange,"""... No lo sé."""
Ushiromiya Battler,"""Con eso me conformo. Solo cree en lo que prefieras. Eso también es decisión tuya."""
Ushiromiya Ange,"""... Si no te creo... ¿despertaré de este sueño?"""
Ushiromiya Battler,"""Eso no pasará. Así que no te preocupes."""
,"Por alguna razón, Ange sospechaba de su hermano... y le temía."
,"Su deseo era permanecer en esa isla aquel día, junto a su familia, por siempre."
,"... Temía que, transcurridos sus dos días milagrosos... su hermano le dijera que se contentara con eso, y le pidiese que vuelva a vivir doce años en el futuro, sola."
Ushiromiya Battler,"""Ya te lo dije... Puedes irte, o quedarte. No hay una elección correcta. Eso lo decidirás tú. Y no tienes que hacerlo ahora mismo."""
Ushiromiya Ange,"""¿Y nadie me forzará a tomar una decisión en específico?..."""
Ushiromiya Battler,"""Por supuesto."""
Ushiromiya Ange,"""¿No me pedirás... que vaya al futuro de nuevo?..."""
Ushiromiya Battler,"""... Hay una elección que quiero que tomes... Quiero que alcances esa decisión por ti misma. Así que, aunque quiero que elijas una opción concreta, respetaré lo que decidas."""
Ushiromiya Ange,"""Ya te lo dije. Tomé mi decisión."""
Ushiromiya Battler,"""Y yo ya te dije también. Aún no es el momento de decidir."""
Ushiromiya Ange,"""¿Cuándo será el momento?"""
Ushiromiya Battler,"""La llave te lo dirá."""
,La gran llave dorada colgaba del cuello de Ange.
,Su pequeña mano la sujetó con fuerza...
,"... En ese momento, notó que había un libro sobre el altar de la capilla."
,"Tenía una cerradura en él, sellado para que no pudiese ser leído sin una llave."
,Ange miró alternadamente la llave colgando en su pecho y el libro sobre el altar.
Ushiromiya Ange,"""... ¿Esta llave puede abrir ese libro?"""
Ushiromiya Battler,"""No toques eso."""
,Su repentina y enérgica respuesta hizo que Ange se echara para atrás.
,"Battler, dándose cuenta de que la había asustado, suavizó su expresión."
Ushiromiya Battler,"""Vamos, es hora... Te estoy invitando a venir al 4 de Octubre de 1986."""
Ushiromiya Ange,"""Bien."""
,"Battler extendió su mano, y Ange la tomó con firmeza."
,"Entonces, se pusieron en marcha."
,Una luz brillante yacía más allá de la puerta de la capilla.
,Esa luz cegadora se asomaba por todas las rendijas alrededor de la puerta.
,... El hermano y la hermana comenzaron a caminar hacia el otro lado...
Ushiromiya Battler,"{a:c:Bienvenida, Ange.{n} Y tras esto, será el final.}"
Ushiromiya Battler,"{a:c:Solo por ti, abriré este tablero... {n}una última vez...}"
