Speaker,Spanish (ES)
{f:5:Beatrice},"""Es... profunda, muy profunda. A veces, las heridas se cierran mientras un fragmento de algo sigue aún dentro. Incluso cuando esas heridas parecen haber cicatrizado, seguirán doliendo por toda la eternidad. Algunas veces hay que abrir la herida una vez más para curarla del todo."""
,"Mientras hablaba, la bruja miraba fijamente a los ojos de Rosa."
,"¿Qué rayos... estaba mirando? Rosa se sentía incómoda, pero no podía apartar la mirada."
{f:5:Beatrice},"""Así que este dolor tuyo estaba predestinado desde tu mismo nacimiento. Qué desgarrador. No tienes que decirlo. Lo entiendo... Lo entiendo..."""
,"Gradualmente, Rosa se sintió atraída por los ojos de la bruja."
,"Gradualmente, el mundo se oscureció, girando sin cesar mientras ella era absorbida..."
Ushiromiya Krauss,"Rosa, Rosa. ¿Por qué eres tan idiota?"
,"Oh, esa es la voz de Krauss nii-san.{n}Krauss nii-san es muy adulto, así que es muy listo.{n}Así que él odiaba a Rosa, la niña estúpida."
,"Él era una persona muy aterradora, y a menudo me pegaba, me quitaba los juguetes y me los rompía."
,"Decía que era un castigo porque había hecho algo malo, pero yo no entendía qué había hecho mal ni por qué me castigaban."
,"Siempre me castigaban de repente y, después, me decían de una manera rebuscada que era un castigo por algo que hice, pero siempre era algo que no recordaba haber hecho."
,Es por eso que yo odiaba mucho a Krauss nii-san.
Ushiromiya Eva,"Rosa, Rosa. ¿Por qué eres tan idiota?"
,"Oh, esa es la voz de Eva nee-san.{n}Eva nee‐san es muy adulta, así que es muy lista.{n}Así que ella odiaba a Rosa, la niña estúpida."
,"Ella era una persona muy maliciosa, y a menudo me mentía, me engañaba y me intimidaba mucho."
,"Decía que era porque yo era estúpida, y que era normal que los estúpidos fueran engañados por los más listos."
,"Así que quería convertirme en una persona sabia como Eva nee-san, y escuchaba lo que decía, pero cuando la obedecía, por alguna razón, alguien siempre se enfadaba mucho conmigo."
,Es por eso que yo odiaba mucho a Eva nee‐san.
Ushiromiya Rudolf,"Rosa, Rosa. ¿Por qué eres tan idiota?"
,"Oh, esa es la voz de Rudolf nii‐san.{n}Rudolf nii‐san es muy astuto.{n}Así que él odiaba a Rosa, la niña estúpida."
,"Cuando Krauss nii-san estaba cerca, era amistoso con Krauss nii-san.{n}Cuando Eva nee-san estaba cerca, era amistoso con Eva nee-san."
,"Y cuando Krauss nii-san no estaba, era tan violento como Krauss nii-san, y cuando Eva nee-san no estaba cerca, jugaba sucio como Eva nee-san."
,"Y aunque él también era intimidado la mayor parte del tiempo, cuando Krauss nii-san y Eva nee-san no estaban, me intimidaba por los dos."
,Es por eso que yo odiaba mucho a Rudolf nii-san.
,"Oh, pero estos son mis recuerdos de cuando era niña."
,Cuando eres niño te pasan muchas cosas injustas.{n}Y no puedes guardar rencores como esos para siempre.
,"Con el tiempo, los entierras en lo más recóndito de la memoria y los olvidas poco a poco; se supone que eso es lo que significa crecer y convertirse en adulto."
,Convertirse en adulto es lo mismo que separarse de todos esos recuerdos.
,"Y por eso, no importa cuánto tiempo pasara, Rosa no podía convertirse en adulta."
,"Aunque fue bendecida con una hija llamada María y se convirtió madre, ella no sentía en absoluto que se hubiera convertido en adulta."
,La bruja se compadeció de eso.
,"Y sonrió, diciendo que ella misma curaría ese dolor."
{f:5:Beatrice},"""¿Cómo puedo curarte? Es posible, pero no es fácil. Podría incluso rebobinar el tiempo y darte un mundo en el que no tuvieras hermanos mayores."""
{f:5:Beatrice},"""Pero de ese modo, tus ""recuerdos de haber sido lastimada por tus hermanos mayores"" no desaparecerían, y, por lo tanto, no podrías reconocerlo como recompensa."""
{f:5:Beatrice},"""Lo que produce satisfacción es mitigar el hambre. Si eliminaras el hambre en sí, nadie te lo agradecería. Al igual que no hay jóvenes que den gracias por su glotonería diaria. ¿Entiendes?"""
,Creo que acaba de decirme algo bastante difícil.
,"En resumen, aunque ella hiciera que nunca tuviera hermanos mayores, el dolor no se me quitaría, quizás es eso lo que está diciendo."
,"Estrictamente hablando, es diferente.{n}Curar no es lo mismo que quitar el dolor.{n}Es el placer que se gana por soportar el dolor."
,"Por lo tanto, no puede haber curación sin dolor.{n}Para conocer la alegría de ser curada, hay que conocer el dolor."
{f:5:Beatrice},"""En ese caso, es necesario que conozcas la alegría para compensar tu dolor. Podrás sentirte orgullosa del pasado que has sufrido. Porque estás cualificada para conocer un tipo de placer que aquellos que no han conocido el sufrimiento no pueden saborear. Quien conoce este placer no puede evitar compartir la misma alegría con los demás. *carcajada*carcajada*..."""
,"La bruja chasqueó los dedos, y aunque la habitación estaba repleta de oro, lo que ya era algo de otro mundo, un fabuloso mantel apareció sobre la mesa, y una maravillosa comida fue servida, casi como si fuera la inauguración de un banquete en un castillo de algún cuento de hadas."
,"Por un instante, Rosa sintió una placentera sorpresa ante lo fabuloso que era todo, pero al mismo tiempo, se sintió un poco decepcionada."
,"Porque pensó que el haber sido maltratada por sus hermanos... no se olvidaría con solo una comida, por muy deliciosa que fuera esta."
{f:5:Beatrice},"""La comida contiene muchos de los placeres humanos. Debes comer como un cerdo mientras vivas."""
{f:5:Beatrice},"""Si una comida no es suficiente, entonces come tantas como quieras. Continuemos con este banquete gourmet hasta que el dolor de tu corazón se cure. Comiencen, muebles."""
,"Cuando la bruja aplaudió dos veces, aparecieron repentinamente varios sirvientes con cabezas de cabra y empezaron a preparar la cena."
,"De los preciosos platos de comida que adornaban la mesa, tomaron eficientemente algo de comida y empezaron a apilarlo en el plato de Rosa."
,"Se veía muy delicioso, pero el cuerpo de Rosa seguía sintiéndose tan pesado como el plomo, y no había manera de que ella pudiera comer."
,Quizá ellos también se dieron cuenta de eso.
,"Los sirvientes con cabezas de cabra ataron una servilleta alrededor del cuello de Rosa, y galantemente le acercaron a la boca una copa de alcohol, e incluso se la inclinaron hacia ella."
,Ella se acordó de una vieja sirvienta que una vez le llevó gachas de arroz a la boca cuando estuvo postrada con mucha fiebre.
,"Ella no podía beberlo bien, y le goteaba por la boca, pero sentía que el fragante dulzor se extendía por toda su boca."
{f:5:Beatrice},"""Se trata de un dulce aperitivo de un azucarado vino alemán añejado. Un cóctel de vino blanco matizado con unas rojizas golden drops."""
{f:5:Beatrice},"""Si tuviera que llamarlo de alguna manera, lo llamaría Bloody Krauss. El color proviene únicamente de las golden drops de la sangre de tu hermano, obtenidas al ponerlo en un compresor."""
Ushiromiya Rosa,"""¡¿Bghk?!... ¡¡*toser*, *toser*!!..."""
,Rosa tosió violentamente. Y el rojo vivo que manchaba su cara hacía parecer que había tosido sangre.
{f:5:Beatrice},"""Sabes mucho sobre el té negro, así que ya deberías saber lo que significa, ¿verdad? Una ""golden drop"" hace referencia a la última gota. Se le considera la gota más preciada del té negro."""
{f:5:Beatrice},"""Así que una golden drop de sangre es lo mismo. La última y más preciada gota de sangre exprimida de un ser humano. Fue exprimida con esto."""
,"Cuando la bruja chasqueó los dedos, un velo rojo brillante se desprendió de algo grande que no estaba allí hace unos momentos."
,"La solemne y masiva máquina era como... un ataúd para una persona de gran tamaño, con un gran número de artilugios en forma de arco unidos a él, y parecía un siniestro aparato de tortura."
,"Por su desconcertante forma, se podría decir que ha hecho falta mano de obra para apretar y comprimir algo."
,"Y parece que aún quedaba un poco de ese contenido exprimible, por el rojo brillante de los restos que estaban en él."
{f:5:Beatrice},"""Pero no puedes tomar más de una golden drop a la vez. No importa a qué tipo de humano utilices, no puedes obtener más de una gota. Pero yo soy una bruja. También me es fácil revivir a una persona."""
,"Cuando la bruja chasqueó los dedos, repentinamente, el compresor de humanos empezó a temblar."
," Y no solo eso, también se oía un gemido."
,"Parecía casi como si alguien que había estado durmiendo en ese ataúd del tamaño de un hombre, se hubiera despertado, y ahora luchaba por salir."
,Pero eso era incorrecto.{n}Lo que había dentro definitivamente {i:había sido exprimido}.
,"Usando su magia, la bruja revivió una vez más los restos exprimidos a la forma que tenían antes de ser exprimidos."
,Tres sirvientes con cabezas de cabra y cuerpos musculosos se acercaron al compresor y activaron la máquina.
,"Mientras lo hacían, un gemido sobrenatural salió del interior del ataúd.{n}Rosa creía conocer al dueño de esa voz."
{f:5:Beatrice},"""Es conveniente que se cocine en la cocina. Es suficiente, retrocedan."""
{f:5:Beatrice},"""¿Entiendes ahora lo preciada que es una golden drop? Para que se tiña de este carmesí hace falta que se expriman {i:varias decenas de personas}."""
,La bruja definitivamente había dicho que solo se podía conseguir una golden drop de un humano.
,"Y a pesar de eso, ella había extraído varias decenas de golden drops de un solo humano.{n}Únicamente una bruja podría hacer eso."
,"La Bruja Dorada {f:5:Beatrice} podía matar a un único humano ""interminablemente""."
,"En otras palabras, ante {f:5:Beatrice}, ni siquiera la muerte conllevaba a la liberación."
{f:5:Beatrice},"""¿Quieres un segundo sorbo? ¿Has olvidado el día en que este hombre te golpeó y tragaste la sangre que corría por tu boca?"""
{f:5:Beatrice},"""Eso es, recuerda ese sabor. Recuerda el sabor de las lágrimas que derramaste hasta no poder más. Creo que este aperitivo será suficiente para curar ese lamentable recuerdo. ¡¡*carcajada*carcajada*!!"""
,"Una vez más, los sirvientes con cabezas de cabra inclinaron la copa de color rojo intenso contra su boca."
,"Rosa intentó cerrar los labios en señal de resistencia, pero el líquido rojo intenso se vertía incesantemente en su boca, que estaba abierta de asombro, y el interior de su boca se llenó de una dulzura espantosa..."
,Definitivamente era una dulzura fragante.
,"Su hermano, en quien tan odiosamente había pensado, y que tantas veces le había hecho empapar la almohada, había muerto docenas de veces para teñir este vino de carmesí, así que debía de saber dulce."
,Pero Rosa intentó escupirlo.
,"Por eso, el vino rojo intenso que salía de la boca de Rosa la hacía parecer como si estuviera cubierta de sangre."
,"Si esta espantosa sustancia era solo el aperitivo, Rosa no podía evitar sentirse incómoda por lo que pasaría en caso de que este banquete continuara."
{f:5:Beatrice},"""Esta es una ensalada de lengua bífida hecha con verduras de temporada. En tu noveno cumpleaños, deseaste poder arrancársela algún día—así que aquí está esa ensalada que deseabas, hecha con la lengua de Eva."""
Ushiromiya Rosa,"""¡¡¡...!!!"""
,"Cuando Rosa se enteró de la verdadera procedencia de la carne de color rosa amontonada en la ensalada, tuvo un repentino impulso de vomitar sus entrañas."
,"Además, los sirvientes con cabezas de cabra lo ensartaron en un tenedor y se lo llevaron a la boca a Rosa."
{f:5:Beatrice},"""¿A qué sabe la lengua bífida de tu hermana? Debe tener un sabor muy suave y cautivador, ¿verdad? ¡*carcajada*carcajada*!"""
,"Qué dulce, suave y cautivador debió de saber en su boca."
,"Después de todo, las mentiras de Eva siempre fueron dulces, y la joven Rosa siempre las escuchaba."
,Así que podría decirse que el sabor del estimulante condimento de pimienta que se había añadido expresaba bien los detalles de esas mentiras.
Ushiromiya Rosa,"""¡¡Mnnnnnnnnnnn!! ¡¡Mnnnnnnnnnnnnnn!!"""
,"Rosa escupió la ensalada de lengua que le seguían metiendo en la boca, cubriéndola de saliva."
,Pero los sirvientes con cabezas de cabra la devolvían cuidadosamente al plato y se lo llevaban a la boca de Rosa una y otra vez.
{f:5:Beatrice},"""No hace falta decirlo, pero hice esta ensalada generosamente usando cinco lenguas de Eva. No puedes robarle más de una lengua a una persona. Pero yo puedo robárselas una y otra vez. ¡¡*carcajada*carcajada*!!"""
Ushiromiya Rosa,"""¡¡Nnnnnnnnnnnnnnn!! ¡¡Nnnnnnnnnnnnnnnnnnnnn!!"""
,"Mientras las lágrimas de Rosa goteaban, ella se resistía, medio enloquecida.{n}Sin embargo, la única forma en que podía resistir era negándose a tragar."
,"Incluso si no se lo tragaba, el sabor de la salsa francesa penetraba cada vez más en la boca de Rosa..."
{f:5:Beatrice},"""¿No es de tu agrado?... Aún queda mucha más comida. Pastel de lubina envuelto en la piel de la cara de Rudolf. Sopa de sesos hervidos, paté de hígado. ¡¡Y espera con ansias el postre, *carcajada*carcajada*!!"""
{f:5:Beatrice},"""No son solo tus hermanos, ¿sabes? He dispuesto generosamente a todos aquellos en los que has confiado y te terminaron traicionando. ¿Por qué no continuamos este banquete por toda la eternidad, hasta que tu corazón esté satisfecho? Por toda la eternidad."""
{f:5:Beatrice},"""Estás contenta, ¿verdad, Ushiromiya Rosaaaa? No pretendas que lo odias, sé que estás muy contenta, ¿de acuerdo? Si quieres reír, ríete, si no te sentirás mejor hasta que oigas en persona los gritos de tus molestos hermanos mayores, entonces dejaré que los oigas todas las veces que quieras."""
{f:5:Beatrice},"""Está bien que seas tan reacia. Esa es tu personalidad, ¿no es así? Estás tan feliz que se te eriza la piel. Pero por fuera, finges que sufres, ¿verdaaaad?"""
{f:5:Beatrice},"""Está bien, aquí no hay que preocuparse por el honor, ni por tu imagen pública, ni por nada, así que ríete todo lo que quieras y traga a carcajadas. ¿¿¿No es este un graaan banquete, Ushiromiya Rosaaaa{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}aaaaa???"""
Ushiromiya Rosa,"""Po-Por favor, detente... ¡¡*toser*, *toser*!! Uweghhh..."""
{f:5:Beatrice},"""Oh, lo siento, estaba guardando el postre en secreto para sorprenderte, pero déjame revelártelo de todos modos. Si te lo revelo, tal vez eso sea suficiente incentivo para que te comas toda la comida."""
{f:5:Beatrice},"""El postre es esa amada hija que tuviste que seguir fingiendo que amabas, María al horno y manzanas. ¿No suena delicioooooso?"""
{f:5:Beatrice},"""Si comes esto, te librarás de todo. ¡Serás libre, libre, ¿me oyes?! Rosa por fin conseguirá su libertad como individuo, ¿no estás conteeee{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}eenta? ¡¡Por supuesto que lo estás, la baba te cuelga de la boca, solo intenta verte en un espeeee{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}eeejo, jyaja{0}jaaa{0}jaa{0}jaa{0}jaja!!"""
,"De pronto, un cocinero musculoso con cabeza de cabra llevaba a María bajo el brazo."
,Y María miró a Rosa con una cara ligeramente triste.
Ushiromiya Maria,"""Mamá... ¿He sido... una molestia?..."""
Ushiromiya Rosa,"""¡Nnnnnnn! ¡¡No eres una molestia!! ¡¡Nnnnnnnnnnnnnnnnnn!!"""
,"Rosa escupía continuamente la comida que le llevaban a la boca, resistiéndose mientras gritaba y estaba cubierta de suciedad, saliva y sangre."
Ushiromiya Maria,"""Si tú... piensas que soy una molestia, mamá, no me importa que me coman."""
Ushiromiya Maria,"""Después de todo, siempre te hago cosas horribles, mamá. Incluso cuando trajiste a un hombre, no me quedaba quieta. Cuando te quedaste a pasar la noche con un hombre, me sentí sola y fui desobediente, y terminé haciendo un desastre en la habitación."""
Ushiromiya Maria,"""Cuando salí por mi cuenta a buscarte, me perdí y la policía tuvo que recogerme, y te avergoncé, mamá. Cuando no volviste a casa durante días, lloré tanto que tuve que ser consolada por los vecinos, y volví a avergonzarte, mamá."""
Ushiromiya Maria,"""Como soy así, te he causado muchos problemas, mamá. Lamento haber nacido. Así que me convertiré en una deliciosa María al horno y manzanas para ti, mamá."""
Ushiromiya Maria,"""Y entonces, quizás, por primera vez, te sentirás feliz de que haya nacido. Tal vez, pienses que estoy deliciosa si me comes."""
{f:5:Beatrice},"""Lo estará, ¿veeeeeeeeerdad? ¿No te saltan las lágrimas de gratitud cuando tu hija dice todo esto por tiiiii? ¡Manzanas al horno y tu querida hija son el mejor postre! Has conseguido cultivar unos ingredientes tan deliciosos, ¿¿¿no eres tú la mejor madre del mundo, Ushiromiya Rosaaa{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}aaaaaa???"""
Ushiromiya Maria,"""Mamá, gracias por todo. Bye bye."""
Ushiromiya Rosa,"""¡¡Espera!! ¡¡Espera, María, te equivocas!! ¡¡Basta ya, basta ya, noooo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}ooooo!! ¡Yo no quiero nada de esto!"""
Ushiromiya Rosa,"""¡¡Por favor, detente, por favor, déjame ir!! ¡¡No, basta, no lo pongas... en mi boca... uuuuulg, gweeeeeeeeeeeeehh!!"""
{f:5:Beatrice},"""¿Te ha parecido agradable mi hospitalidad?... Entonces, acéptalo. Acepta que soy una bruja. Proclámalo. ¡¡Proclama que ""Ushiromiya Rosa acepta que {f:5:Beatrice} es una bruja""!!"""
Ushiromiya Rosa,"""¡¡Lo acepto!! ¡¡U‐Ushiromiya Rosa... acepta que B‐{f:5:Beatrice}... es una bruja!! ¡¡Así que devuélveme a María!! ¡¡Libééééé{-}é{-}é{-}ééérame!!"""
{f:5:Beatrice},"""¡¡*carcajada*carcajada*, jajaja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja‐ja‐ja‐ja‐ja‐ja!! ¡¡Finalmente hice que lo aceptaras!! ¡¡Ese testarudo de Battler ya se ha sometido, y ahora he conseguido que incluso Rosa lo acepte, la tonta que me negó después de ser invitada a la Tierra Dorada!! ¡¡Perfecto!! <It's perfect!!>"""
{f:5:Beatrice},"""¡¡He logrado una victoria perfecta!! ¡¡*carcajada*, jaja{0}ja{0}ja{0}ja{0}ja{0}ja{0}jakya‐JA‐JA‐JA‐JA‐JA‐JA!! ¡¡Ahora, llévense a María y prepárenla en el horno para Rosa!!"""
Ushiromiya Rosa,"""¡¡Nooooooooooooooooooooooo, Maríaaaaa{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}a{-}aaaaaa!!"""
Ushiromiya Battler,"""Se ven deliciosas. Rebana tus tetas de vaca y hazme un sándwich."""
{f:5:Beatrice},"""¿Qué?... ¡¡E‐Esa voz!! ¡¿Oooh?!"""
,Un brazo agarró la nuca de la bruja y le estampó la cara contra la mesa.
,"Al hacerlo, la bruja se deshizo en pedazos, y se convirtió en un grupo de mariposas doradas y recuperó su forma a poca distancia."
{f:5:Beatrice},"""¡¿¡¿Ba‐Battler?!?! ¡¡D-Desgraciado, pensé que te habías convertido en un mueble y que tu propia alma estaba sometida!!"""
Ushiromiya Battler,"""Yo pensé lo mismo. Pero mientras escuchaba tus asquerosas recetas, empecé a tener un poco de hambre."""
Ushiromiya Battler,"""¡¡Ahora tengo unas ganas de comerme una bruja asada entera!!"""
Ushiromiya Battler,"""Y María. Es diez años demasiado pronto para que hables de que alguien te coma. Pero en diez años, prométeme que me dirás eso a mí."""
Ushiromiya Maria,"""Uu. Prometido."""
Ushiromiya Rosa,"""¡Ba‐Battler‐kun!..."""
Ushiromiya Battler,"""Siento haberte hecho esperar, tía Rosa. Lo había olvidado. Esta es una pelea uno a uno entre esta mujer y yo. Nunca debí rendirme. ¡¡Gracias a tu persistencia, he recuperado la voluntad para luchar!!"""
,"E-Este hombre, se rompió hasta lo más profundo de su alma, y se rindió ante mí..."
,"¡Ya veo, él no sabe cuándo rendirse, justo lo que esperaba del nieto de Ushiromiya Kinzo!... ¡Así que el polluelo de un fénix es un fénix después de todo!..."
{f:5:Beatrice},"""¡Fu... fujajajajajajajajaja, cuánto vigor, me gusta! ¡¡No lo hubiera querido de otra forma!!"""
{f:5:Beatrice},"""¡¡Esto es exactamente lo que esperaba de ti, Ushiromiya Battler!! ¡Intenta negarme y te haré añicos! ¡¡Te romperé una y otra vez, y te enseñaré, a ti que me has lamido los zapatos, el sabor de la derrota una y otra vez!!"""
Ushiromiya Battler,"""¡¡No hay problema, te enseñaré que yo, Ushiromiya Battler, soy un hombre que se levanta incluso después de arrastrarse por el barro!!"""
Ushiromiya Battler,"""Nunca he experimentado un combate en el que sea invencible. He perdido muchas veces."""
Ushiromiya Battler,"""Pero siempre que me arrastro por el barro, me vuelvo a levantar. ¡¡Y siempre termino lo que empecé!! ¡¡En una pelea de hombres, no pierdes hasta que aceptas la derrota, no importa cuánto te golpeen!!"""
Ushiromiya Battler,"""No creas que estoy fuera solo porque acertaste una vez. ¡¡Entretenme, {f:5:Beatriceeeeeeeeeeeee}!!"""
{f:5:Beatrice},"""¡¡Aceptaré tu desafío, Ushiromiya Battler!! ¡¡Muebles, comiencen los preparativos para el próximo juego!!"""
{f:5:Beatrice},"""¡Y mientras esperamos, tengo muchas cosas que quiero escucharte decir! Hubo muchas habitaciones cerradas en este juego. Usando el rojo, he hecho añicos la mayoría de los métodos con los que intentabas salirte con la tuya. ¡¡¿Qué otras evasivas me mostrarás ahora?!!"""
{f:5:Beatrice},"""¡¡La cerradura de la capilla, la cerradura de la habitación de Jessica, la cerradura de la habitación de los sirvientes, la cerradura de la habitación de Natsuhi, la cerradura del salón!! ¡¡Utiliza todas esas cosas que ustedes, los humanos, son tan buenos inventando de la nada, sus delirios, desvaríos, fantasías, engaños, todo sesgado con giros ridículos e inverosímiles de los acontecimientos, y demuestren cómo pueden negarme por compleeeetoo!!"""
Ushiromiya Battler,"""¡¡¡Aaah, es inútil, es totalmente inú{-}ú{-}ú{-}ú{-}ú{-}ú{-}úúúúú{-}tiiiiil!!! ¡¡UUUuuUOooOOOOOOOooOOOhh!!"""
