Speaker,Spanish (ES)
Ushiromiya Jessica,"""T-Tú siempre eres tan astuta en momentos como este... ¡No, espera! Es aún peor si es su día libre... ¡No puedo simplemente quitarle su valioso día libre por mi propia vanidad!"""
Shannon,"""Kanon-kun siempre se encierra en sí mismo en sus días libres, así que creo sería perfecto forzarlo a salir un poco."""
Ushiromiya Jessica,"""¿T-T-Tú crees? No, pero... me sentiría mal por Kanon-kun..."""
Shannon,"""Entonces creo que se ha quedado sin opciones... ¿Qué le parece si mejor confiesa honestamente que no tiene novio?"""
Shannon,"""Oh, es cierto, es cierto, eso puede hacer que experimente algo de vergüenza, pero solo tendría que soportarlo durante el corto y a la vez largo tiempo hasta la graduación. Para las parejas de enamorados, no hay miel más dulce que el rostro de una persona soltera con complejo de inferioridad{p:0:☆}."""
Ushiromiya Jessica,"""¡¡Sha‐Shannonnnn~!! ¡¡No parece que estés preocupada por mí, sino más bien que estás burlándote de mí!!"""
,"Jessica recriminó a Shannon con los ojos llorosos.{n}Pero Shannon se mantuvo indiferente, riendo con su habitual sonrisa."
Shannon,"""Sí, esto es lo que merece por burlarse de mí y George‐sama todo el tiempo."""
,"Ante aquella venganza de Shannon, que no se producía ni una vez al año, Jessica se revolcó en su cama abrazando su cojín, retorciéndose y sufriendo."
,"La sonrisa triunfante de Shannon era insoportablemente frustrante, pero ahora mismo era la única persona con la que Jessica podía hablar. Por lo que asfixiarla con un cojín podría esperar hasta más tarde."
Shannon,"""¿Por qué no, señorita? Es un festival cultural, pero también es una oportunidad para que se divierta con Kanon-kun."""
Ushiromiya Jessica,"""Pues sí, pero... ¡¡Ahh, nononono!!"""
,Jessica escondió su rostro en su cojín favorito para ocultar el hecho de que estaba muy avergonzada.
,Y se mordió la uña del dedo pulgar...{n}Fue realmente una reacción para tomar en consideración.
,"Shannon y Jessica eran más o menos de la misma edad, del mismo sexo, y también eran amigas."
,Y ambas estaban en plena pubertad.{n}Nunca dejaban de hablar de cosas relacionadas con el amor.{n}Por eso eran capaces de hablar abiertamente sobre estos temas.
,"Así que Jessica había escuchado a detalle cómo progresaba el amor entre Shannon y George, y, por otro lado, Shannon había escuchado a detalle los gustos de Jessica y el tipo de hombre en el que podría estar interesada."
,"A juzgar por las reacciones de Jessica, probablemente sería grosero hablar de eso en detalle..."
,"Pero no llegaremos a ninguna parte si Jessica se mantiene retorciéndose en la cama para siempre, así que —para dejarlo claro—"
,Jessica había estado pensando en Kanon desde que lo conoció por primera vez.
,"Casi no había hombres jóvenes en Rokkenjima.{n}Así que tal vez era natural que Jessica, siendo una chica en la pubertad, se hubiese interesado en Kanon."
,"Pero si alguien dijera eso, destruiría el romance del corazón puro de una doncella y del amor a primera vista."
,"Shannon conocía muy bien a Kanon, incluso antes de que empezaran a trabajar, debido a que siempre estaban juntos en el orfanato."
,"Y por eso Jessica le había preguntado insistentemente sobre qué tipo de persona era, cuáles eran sus aficiones, cuáles eran sus comidas favoritas, qué tipo de chica le gustaba..."
,Incluso Shannon podía decir claramente que Jessica estaba hechizada por Kanon.
Shannon,"""Por favor... ¿No es esta una buena oportunidad para llevar a Kanon-kun a una cita?"""
Ushiromiya Jessica,"""P-Pero pero... Kanon-kun podría tener a alguien que le guste... ¿No se lo tomaría a mal si lo hago ir conmigo solo para presumir?"""
Shannon,"""Las personas que no son honestas con sus sentimientos, como usted, señorita, se les llama... ¿Cuál era esa palabra que aprendí de George-sama? Ah es verdad, se les llaman ""{c:86ef9c:tsundora}"". Aparentemente serán muy populares dentro de unas décadas, ¿sabía?"""
Ushiromiya Jessica,"""Wowww, George nii-san sí que es increíble... ¿Así que ahora es capaz de predecir las tendencias futuras? Asombroso. ¡No, espera! ¡Acabas de decir que estoy viviendo en el período de tiempo equivocado!"""
Ushiromiya Jessica,"""¡¡Waah, waah, waah, estoy acabada!!"""
,"Al final, Jessica desperdició varios días antes de aceptar finalmente el plan de que Kanon se hiciera pasar por su novio."
Kanon,"""Sí, señorita. ¿Me ha llamado?"""
,"Jessica se dio cuenta de que lo había llamado en un mal momento, e inmediatamente se arrepintió."
,"Kanon siempre tenía una mirada amarga, pero aun así, él tenía algunos días buenos y otros malos."
,"Por desgracia, hoy era uno de esos días malos."
Ushiromiya Jessica,"""N‐N‐No, umm, bueno, errr..."""
Kanon,"""..."""
,Toda la confianza y el valor que había conseguido practicando frente al espejo toda la noche se esfumó en unos cinco segundos...
,Jessica se sonrojó y bajó la mirada.
,"Mirándola, Kanon suspiró.{n}Jessica pensó que se estaba hartando de ella, y su rostro se puso pálido."
Kanon,"""Shannon me lo contó. Acerca de acompañarle al festival cultural de la escuela, ¿verdad, señorita?"""
Ushiromiya Jessica,"""¿Eeh? ¡¡Ah, aaaaaaahhh!! ¡Bien hecho, Shannon! ¡Quiero decir...!"""
Ushiromiya Jessica,"""S-Sí. ¡Eso es cierto, pero.. umm, err! ¿T-Tienes algún p-plan ese día?..."""
Kanon,"""Shannon me ordenó estrictamente que en ese día yo trabajase únicamente para usted, señorita. Nunca he ido a una escuela secundaria, así que no lo entiendo muy bien, pero he oído que es un lugar donde las chicas se sienten muy avergonzadas si no están acompañadas por un chico."""
Kanon,"""Y se me ha ordenado particularmente que la hija de la familia Ushiromiya no sea de ninguna manera inferior a la gente común."""
Ushiromiya Jessica,"""Waja... ¡¡¡Wajajajajajajajajajajaja, Shannon, te voy a moler a golpes despuéééés!!!"""
,"Jessica siguió gritando con una voz extraña, una sonrisa rota, y vapor saliendo de su cabeza como si fuera una caldera."
,"Mientras Kanon observaba esto, volvió a suspirar."
,Kanon no era un idiota.
,Él entendía perfectamente lo que Jessica pretendía al invitarle.
,"Sin embargo, para él, seguirle el juego no era más que una molestia."
,Pero Shannon había sido muy insistente con este asunto. Él estaba en deuda con ella por muchas cosas.{n}Él no podía negarse...
,Y en su bolsillo estaba ese broche.
,¿No podría este extraño giro de los acontecimientos haber sido provocado por el poder mágico que reside en este broche?
,"Qué ridículo...{n}Sin embargo, aquellas palabras de Shannon me vinieron a la mente."
,¿Qué puede {y:1:‘ver’}{n:1:ver} Shannon que no pueda yo?
,No entiendo los sentimientos de Shannon. Nosotros somos muebles.{n}Como si pudiéramos convertirnos en algo más que eso.
,"Jessica, aún murmurando con una voz extraña, y Kanon, suspirando profundamente, hacían una combinación bastante peculiar..."
,"""¡¡Jessie, alguien ha venido a buscarte!! ¡¿No escuchaste?!"""
Ushiromiya Jessica,"""¡Eeh, ah, ah, lo siento! ¿Q‐Quién?..."""
,"Mientras mis amigas se agrupaban, miraban hacia aquí con expresiones difíciles de describir, chismeando entre ellas con un tono de voz que no podría decirse bajo."
,"Incluso yo me sentí un poco descarada. ¡¿Acabo de decir ""lo siento, quién""?!{n}¡Como si no supiera quién ha venido!...{n}Aaaaaaah, mierda, mierda, mierda, mi mente está en blanco..."
,"""¡¿Es mentira?! ¡¿Ese es el novio de Jessie?! ¡¡Es taaaan lindo!!"""
,"""¡¿De verdad tenía novio?! ¡¿No es falso, en serio, de verdaaad?!"""
,"""¡¡Jessica, tú traidooraaaa!! ¡¡Él es tan guapo!!"""
,"""¡¿Es más joven?! ¡¿Nunca escuché que fuese más joven?!"""
,"""¡¿Dónde, dónde?! ¡¿Dónde está el novio de Jessie?!"""
,"""¡¡¡¡¡Sí que le gustan los chicos jóvenes!!!!!"""
Ushiromiya Jessica,"""¡E‐Eeeeeey! ¡T-Te tardaste un poco, wajajajajaja!"""
Kanon,"""No sabía dónde era la entrada. Me disculpo por llegar tarde."""
Ushiromiya Jessica,"""B-Bien, umm, ese traje te queda bien, ¿no es así? ¡¡Wajajajajajajaja!!..."""
Kanon,"""Shannon decía que mi ropa normal no sería adecuada, así que fuimos a comprar esta ayer. Probablemente no me quede bien..."""
Ushiromiya Jessica,"""¡Wa-Wajajajajajajajajajaja, eso no es cierto! ¡Shannon, cuando regrese a casa tendrás un ascenso póstumo de dos rangos!"""
Kanon,"""Este lugar está algo lleno de chicas, es incómodo."""
Ushiromiya Jessica,"""¡¿S-Sí, verdad?! V-Vamos, no nos quedemos aquí, vayamos al escenario, ¿de acuerdo? ¡Porque pronto será nuestro turno! ¡Vamos, vamos, vamos!"""
,Jessica estaba igual de incómoda que él.{n}Parecía que le resultaba difícil sobrellevar la situación mientras era el centro de atención de todas sus amigas.
,"Cuando vio el comportamiento de Jessica, Kanon pensó que podría haberle puesto las cosas más difíciles al venir."
Kanon,"""Tengo la sensación de que estoy interfiriendo en algo importante. ¿Soy un estorbo?"""
Ushiromiya Jessica,"""¡¡P-Pa-Para nada, en serio!!"""
Kanon,"""Si {ruby:boku:yo} le estoy estorbando, por favor dígamelo en cualquier momento..."""
,"((¡¡¡¡¡¡Kyaaa, no puede ser, él se llama a sí mismo ""boku""!!!!!!))"
Ushiromiya Jessica,"""Ahiiiiiiiii, t-tú no eres un estorbo, Kanon‐kun!!"""
,"(((¡¡¡¡¡¡¡Kyaaaaaa, ella llama a su novio ""kun""!!!!!!!)))"
Kanon,"""¿Qué debería hacer, señorita?"""
,"(((¡¡¡No puede ser, ella hace que la llame señorita, como si fuese un mayordomo!!!)))"
Ushiromiya Jessica,"""¡¡Nooooooooo, no me llames señorita hooooyyy!!"""
Kanon,"""¿E-En serio? Entendido, Jessica-sama."""
,"(((¡¡¡¡¡¡¡¡Kyaaaaa, ella lo ha entrenado para que la llame ""sama""!!!!!!!!)))"
Ushiromiya Jessica,"""L-L-Lo siento, Kanon-kun, solo por tres segundos, cierra tus ojos..."""
,"(((¡¡¡¡Hiiyaaaaaaa, beso, es un beso, lo va a besar!!!!)))"
Kanon,"""E-Está bien, aquí voy."""
,"BANG, ¡thunk! BAMBAM, SLAM, ¡¡CRASH!!"
,"Cuando Kanon abrió los ojos, por alguna razón, se produjo una horrible tragedia en la habitación.{n}Todas sus amigas habían sido lanzadas contra las paredes, con sus extremidades extendidas."
,Jessica guardó sus nudillos de latón en el bolsillo justo antes de que Kanon abriera los ojos.
Ushiromiya Jessica,"""D-De todos modos, vayamos al escenario. Pronto será nuestro turno, así que tendrás que esperar en un asiento."""
Ushiromiya Jessica,"""¡Nosotras tenemos que alistarnos! Así que ve en línea recta desde aquí hasta el fondo y encontrarás un escenario provisorio. ¡Espera en ese lugar!"""
,"Kanon parecía tener dificultades para adaptarse; empujándolo por la espalda, Jessica lo sacó al pasillo."
,"Aunque Kanon estaba confundido por la actitud y el nerviosismo de Jessica, que nunca había visto antes, siguió sus instrucciones y se dirigió en la dirección que ella le había indicado."
,"Después de despedirlo con una sonrisa incómoda, Jessica cerró la puerta de golpe y gritó con fuerza."
Ushiromiya Jessica,"""Ahí lo tienen, lo vieron, ¿verdad? ¿Ahora están contentas? ¡¡¡Wajajajajajajajaja, qué mal por ustedes!!!"""
,"""Ughhhhh, perdí la apuesta."""
,"""Estaba tan segura de que Jessie no tenía novio."""
,"""Ese no era su novio, ella solo estaba hostigando a uno de sus sirvientes, ¿cierto?"""
,"""¡Waaaah, el novio de Jessie es increíble!..."""
Ushiromiya Jessica,"""¡¡C‐Ca‐Cállate!! ¡¡Vamos a prepararnos, vamos, vamos!!"""
,"Jessica sacó de su bolsillo sus nudillos de latón otra vez, y todas volvieron a sus tareas."
Kanon,"""Haah..."""
,"Kanon avanzó por el pasillo como le había dicho Jessica, y encontró un escenario provisorio armado en donde debían estar las máquinas expendedoras."
,Probablemente se compartía en intervalos de tiempo entre los distintos grupos y los clubes.
,"Un grupo de estudiantes estaba cantando, y el lugar ya estaba muy animado."
,"Al no gustarle ese tumulto, él buscó una pared oscura donde apoyarse a solas."
,"Así que esto es lo que llaman escuela secundaria.{n}Sí que es ruidoso, pensó Kanon."
,"Entonces recordó la actitud de Jessica de hace un momento, que nunca habia visto antes."
,"Honestamente, estaba tan animada que el alcohol podría haber estado involucrado."
,"Para él, la mayor virtud de una persona era ser siempre sereno e intelectual."
,"En ese sentido, le resultó muy difícil acostumbrarse al ambiente de un festival cultural escolar."
,Él tenía la responsabilidad de informar a su amo de todo lo que veía u oía.
,Por lo que también tendría que informar sobre el comportamiento desenfrenado de Jessica de antes.
,"Cuando menos, no era apropiado para una hija de la familia principal de los Ushiromiya."
,"El amo, Krauss‐sama y, en especial, Natsuhi-sama seguramente se enfadarían."
,"Si lo reportara de manera que proteja a la señorita, ¿debería culpar a las amigas de la escuela de inapropiadas?..."
Kanon,"""¿Qué fue todo eso? Tan estúpido."""
,"Kanon pensó en cómo había actuado Jessica antes, y volvió a suspirar."
,Él ahora podía entender un poco el dolor de cabeza de Natsuhi.
,"Ahora que lo pienso, Natsuhi-sama, como presidenta de la asociación de padres y maestros, debe de haber ido directamente a un evento social después de asistir a la ceremonia en el gimnasio."
,¿No había dicho que no estaría aquí para ver el evento de la señorita?{n}Probablemente fue lo mejor.
Kanon,"""Las multitudes son desagradables. ¿Qué es lo que quieren?"""
,Varias estudiantes no dejaban de mirarme.
,"Parecía que todas susurraban el mismo tipo de cosas que habían dicho las amigas de la señorita, y era realmente desagradable."
,"Ahora que lo pienso, ¿no me lo advirtió Shannon?"
,"Que si iba a pasear por un festival escolar por mi cuenta, será mejor que tenga cuidado porque vendrá mucha gente extraña a hablar conmigo."
,"""Ho-Hola~, ¿estás solo?"""
,"Como era de esperar, un grupo de chicas que no conocía se puso a hablar conmigo.{n}Sus miradas comenzaron a hacer que mi espalda se estremeciera."
,¿No me dijo ella algunas palabras mágicas que pudieran ahuyentarlas en momentos como este? Ummm...
Kanon,"""Lo siento. Estoy con alguien."""
,"""Eh, ah, ¿de verdad? ¡Discúlpame!"""
,"Ah, funcionó. Una reacción instantánea..."
,"Bueno, eso hizo que se fueran, pero no ha cambiado el número de personas que me miran fijamente."
,"""¡¡No puede ser, ese chico es el novio de Jessie!!"""
,"""¡No puede ser! ¡¿Ese chico?!"""
,"""¡No puedo creerlo, estaba segura de que era falso!"""
,"""Es tan guapo, ¿es acaso más joven que ella? ¡¡Estoy tan celosa!!"""
Kanon,"""Haah..."""
,De ninguna manera pienso volver a venir a un lugar como este. Kanon suspiró por centésima vez.
,"Cuando lo hizo, la iluminación cambió y el público de pie empezó a aplaudir."
,"Mirando a mi alrededor, me di cuenta de que de repente había un gran número de personas aquí.{n}Y a diferencia de antes, todos eran hombres."
,"Con esta gran multitud, ni siquiera podía ver el escenario. Afortunadamente, había una caja de cerveza cerca, así que intenté usarla como plataforma."
,Y me di cuenta de que ahora había un nuevo grupo en el escenario.
,"La líder era la señorita. Se había cambiado de ropa, e incluso llevaba una guitarra. No tenía idea de que ella podía tocar."
,"No, tal vez ella podía.{n}La he visto practicando con una guitarra de aire antes."
,Natsuhi-sama no aprobaría ninguna afición fuera del estudio.
,Tal vez ella siempre estuvo practicando en secreto.
,"Ahora que lo pienso, últimamente ella vuelve muy tarde de la escuela."
,"Tal vez ha estado practicando en la escuela, lejos de los ojos entrometidos de Natsuhi-sama."
,"En verdad, sí que fue lo mejor que Natsuhi-sama no viniera. Si la señorita fuese regañada por Natsuhi-sama después de dedicar tantas horas de práctica, probablemente se sentiría muy abatida..."
,"""""""¡¡Jessie‐samaaaaaaaaaaaaaaa!!"""""""
Ushiromiya Jessica,"""¡Gracias a todos por venir aquí el día de hoooyyyyyyyy!"""
,Pude escuchar la contundente voz de Jessica-sama a través de los altavoces.
,¿Jessie‐sama? Tal vez ese es su apodo en la escuela.
,"Los estudiantes en el público no paraban de gritar ese nombre.{n}Me molestó un poco ese apodo, ya que era inapropiado para la señorita."
,Jessica-sama estaba de muy buen humor mientras la llamaban Jessie-sama.
,"Probablemente todos ellos eran sus fans.{n}Con su presentación ante el micrófono, respondió a sus fans animando todo el lugar.{n}Era casi como un programa de canciones en la televisión."
,"Al principio había pensado que todo esto era una frivolidad, pero ese sentimiento se ha transformado en aprecio. Esto era bastante increíble a su manera."
,"Kanon nunca había escuchado música por voluntad propia, pero a menudo escuchaba el tipo de música que le gustaba a los miembros de la familia Ushiromiya."
,"Como eso era casi todo música clásica, naturalmente a Kanon le había empezado a gustar la música clásica también."
,"Así que para Kanon, las canciones que Jessica y los demás cantaban eran, cómo decirlo, muy modernas."
,"En cualquier caso, él pensó que si Natsuhi-sama la escuchara, probablemente se desmayaría."
,Pero todo el mundo parecía estar pasándoselo muy bien.
,"Los fans más acérrimos, que incluso habían traído varas luminosas, cantaron al unísono, bailando enloquecidamente con los mismos movimientos, casi como si hubiera sido planeado de antemano."
,"En el escenario, Jessica-sama también cantó con entusiasmo, derramando sudor."
,"Él no pudo encontrar un solo elemento que fuese apropiado para una hija de la familia Ushiromiya, pero parecía que ella se estaba divirtiendo mucho."
,"""""""¡¡Jessie‐samaaaaaaaa!! ¡¡¡Jessiiiiie, Jessiiiiiiiiiiie!!!"""""""
Ushiromiya Jessica,"""¡¡Muchas gracias!! ¡Bien, a continuación, tenemos una nueva canción para ustedes! ¡¡No Me Llames Un Mago Ordinario!!"""
,"No pude soportar el ambiente, pero... de todos modos, la señorita estaba llena de vida y parecía que se lo estaba pasando muy bien."
,"Mientras miraba a la señorita pasándoselo bien, pensé..."
,¿No es así como es realmente Ushiromiya Jessica?
,¿No sé mejor que nadie lo mal que la vida en Rokkenjima mata tu propio sentido de identidad?
,"Entonces el tiempo que pasa, no como la sucesora de la familia Ushiromiya, sino como una simple chica llamada Jessica viviendo la vida al máximo, debe de ser algo muy importante para ella."
,"Yo trabajaba cerca de la señorita, la veía en todas las estaciones, y creía que lo sabía todo sobre ella."
,"Pero eso era solo un lado de ella, la señorita que vivía en Rokkenjima."
,Nosotros somos muebles...{n}Servimos en Rokkenjima y terminamos nuestras vidas en Rokkenjima.
,"Así que había llegado a pensar que la propia Rokkenjima era todo nuestro mundo, al igual que en las antiguas teorías geocéntricas, en la que el océano se desborda hacia el vacío en el fin del mundo."
,"Pero al observar a la señorita, me di cuenta de que esta era una perspectiva horriblemente limitada."
,Yo todavía no podía soportar la emoción de la multitud...
,"Pero sentí que había visto algo que ""no puede ser {y:1:‘visto’}{n:1:visto}"" en Rokkenjima."
,Aunque no sé si esto era eso {y:1:‘invisible’}{n:1:invisible} a lo que Shannon se refería.
,Todavía no puedo ver el océano como azul...
Ushiromiya Krauss,"""¿Acaso no era hoy el festival cultural en la escuela de Jessica? ¿Se encontraba bien el director?"""
Ushiromiya Natsuhi,"""Sí, parecía tener buena salud. Oh, es cierto, la Sra. Takamiya también estaba allí. Ella insistió tanto en que te mandara sus saludos."""
Ushiromiya Krauss,"""Mmm, ¿ocupada como siempre?"""
Ushiromiya Natsuhi,"""Así lo parecía. Ella es una persona muy enérgica. Oh, sí, también estaba el presidente Enomoto."""
,"Naturalmente, el tema del festival cultural de Jessica surgió en la cena."
,"Los eventos escolares a menudo se convertían en reuniones sociales para personas influyentes.{n}Fue lo mismo para la familia Ushiromiya, quienes eran importantes alrededor del área."
,"Mientras Natsuhi recordaba los nombres de las personas importantes de la reunión, ponía a Krauss al corriente de las noticias que les concernían."
,"Jessica no tenía realmente ningún interés en esa discusión, y sorbió bruscamente su sopa de calabaza."
Ronoue Genji,"""Señorita... No creo que esos modales sean apropiados."""
Ushiromiya Jessica,"""Sí, sí, perdon por eso."""
Ushiromiya Natsuhi,"""Jessica. Siempre te digo que cuides tu forma de hablar."""
Ushiromiya Jessica,"""Sí..."""
,"Jessica contestó, desanimada.{n}Al ver eso, Krauss sonrió un poco e interrumpió su conversación con Natsuhi."
Ushiromiya Krauss,"""¿Cómo te fue en el festival, Jessica?"""
Ushiromiya Jessica,"""¿Eh? Ah, todo bien."""
Ushiromiya Natsuhi,"""Fui a verte. Hiciste un buen trabajo."""
Ushiromiya Jessica,"""Eh, ¡¿eh?! Ah, ajajajaja, s-sí, supongo."""
,Jessica se sonrojó.
,Ella seguramente no esperaba que Natsuhi viniera a verla en el escenario.
,Por lo que sintió una mezcla de felicidad y vergüenza.
,"De hecho, no quería que su madre lo viera porque no quería que le dijeran que su música era inapropiada para la familia Ushiromiya."
,Pero no es que no la haga feliz escuchar a su madre decir que ha hecho un buen trabajo después de verla esforzarse al máximo...
Ushiromiya Natsuhi,"""Has actuado con compostura y dignidad. Un comportamiento adecuado para la representante de los estudiantes."""
Ushiromiya Jessica,"""Ah, oh... Sí..."""
,La sonrisa que tenía hasta hace un segundo se desmoronó como la arena.{n}Jessica se dio cuenta inmediatamente de que ella estaba hablando de algo diferente.
,Jessica también era la presidenta estudiantil de la escuela.
,"Ella no tenía ningún interés en algo tan molesto, pero sus padres habían sido tan persistentes que tuvo que aceptar de mala gana."
,"Por desgracia, ella era popular en la escuela, por lo que había ganado las elecciones fácilmente."
,"Entonces, Natsuhi la estaba alabando por la ceremonia organizada por el consejo estudiantil al comienzo del festival cultural."
,"En realidad, ella solo lo había hecho a medias.{n}Ella se había reunido inmediatamente con sus amigas, y había estado ensayando en el escenario el resto del tiempo."
Ushiromiya Krauss,"""La experiencia de ponerse de pie delante de las personas y asumir esa responsabilidad será definitivamente útil en el futuro. Seguro te ayudará a madurar como miembro de la familia Ushiromiya."""
Ushiromiya Natsuhi,"""Pero dijiste el saludo un poco rápido. Has transmitido el contenido, pero tu estilo rápido de hablar lo estropea. Sería bueno que desarrollaras el hábito de tomar un respiro de vez en cuando."""
Ushiromiya Jessica,"""Sí..."""
,"Después de terminar de comer, Jessica no tenía ganas de ir directamente a su habitación."
,Su habitación era básicamente el lugar donde sus padres habían especificado que se quedara.
,"Así que tal vez podrías decir que, para Jessica, decidir no volver a su propia habitación y, en cambio, desaparecer en un lugar desconocido de esta gran mansión fue una escasa forma de resistencia..."
,"Jessica sentía que incluso estando en la mansión le resultaba difícil respirar, así que salió al jardín de rosas."
Ushiromiya Jessica,"""... Bueno, incluso si ella hubiera ido, me habría regañado diciendo que no era apropiado para la sucesora de la familia Ushiromiya de todos modos. Entonces, ¿no es mejor así? Ajajajajajaja."""
,Jessica se rio de lo enfurruñada que estaba.
,Se rio de la clase de palabras que habría tenido que recibir para quedar satisfecha.
,"Qué ridículo... Al final, solo soy una niña mimada.{n}Es casi cómico que no pueda creer en mí misma."
Kanon,"""Señorita..."""
Ushiromiya Jessica,"""¡Wah! Kanon‐kun... N-No me asustes así, jajaja... ¡*toser*toser*!"""
,"Kanon empezó a hablarle de repente justo cuando ella había intentado forzar una risa, así que ella se atragantó."
Ushiromiya Jessica,"""¿Qué? ¿Tienes algo que decirme?"""
Kanon,"""... Umm."""
Ushiromiya Jessica,"""¿Sí?..."""
,La expresión de Jessica se había convertido en la que Kanon siempre veía.{n}La Jessica desanimada de hace un segundo ha desaparecido.
,"Si él siguiera conociendo a Jessica únicamente como la sucesora de la familia Ushiromiya, como lo hizo hasta hoy, él habría pensado erróneamente que el humor de Jessica había vuelto a la normalidad."
,Pero eso era erróneo.
,"Él ahora conocía una parte de ella que no había podido {y:1:‘ver’}{n:1:ver} hasta hoy, por lo que comprendió que no había forma de que, por dentro, Jessica se encuentre bien."
Ushiromiya Jessica,"""Ah... Sobre el festival cultural de hoy... Bueno, gracias por venir conmigo para que pudiera presumir. Fuiste de mucha ayuda."""
Kanon,"""Es buena... cantando."""
Ushiromiya Jessica,"""¡¿Qué?! Ah, ajajajajajaja... ¿E-En serio? Estoy avergonzada..."""
,"Aunque ella había escuchado las palabras que más quería oír, se volvió tímida, y no pudo aceptarlas con franqueza."
Kanon,"""Yo no sé cantar... Y no sé tocar ningún otro instrumento que no sea la armónica y la flauta, que aprendí en la escuela primaria. Así que había asumido que era lo mismo para usted, señorita."""
,Kanon no había estado menospreciando conscientemente a Jessica hasta tal punto.
,Pero la gente que tocaba instrumentos únicos siempre estaba al otro lado de los tubos Braun en la TV.
,"Y se le había metido en la cabeza que esto sería imposible para Jessica, al menos."
Kanon,"""Yo soy un mueble... Por lo que creía que no era necesario cantar o tocar instrumentos."""
,Pero... ya no estoy tan seguro.
Ushiromiya Jessica,"""Kanon‐kun... en serio, basta con eso de ""Yo soy un mueble""... Es algún tipo de mentalidad de sirviente, ¿verdad? Eso de que ""los sirvientes deben ser muebles vivientes"". Genji-san habla mucho de eso."""
Kanon,"""No es una mentalidad... Realmente somos... muebles."""
Ushiromiya Jessica,"""Sé que los niños de la Casa Fukuin reciben ayuda del abuelo de varias maneras... Y me doy cuenta de que sientes gratitud por ello."""
Ushiromiya Jessica,"""Pero eso no significa que debas llamarte a ti mismo un mueble. ¿Acaso no eres un humano como los demás?"""
Kanon,"""..."""
