Speaker,Spanish (ES)
Ushiromiya Jessica,"""Eso hablando de cosas que pueden {i:comprarse} con dinero. Me pregunto qué son estas ""cosas que no pueden comprarse con dinero"" que quiere Shannon-chaaan. ¿Alguna idea, George nii-san?"""
Ushiromiya George,"""B-Bueno, no lo sé. Si no soy Shannon, ¿cómo podría saberlo?"""
Shannon,"""Y-Yo tampoco lo sé."""
,"George y Shannon bajaron la mirada, sonrojados."
,"Battler había oído los detalles, así que sabía de qué se estaba burlando Jessica."
Ushiromiya Battler,"""George-aniki es una persona que respeto mucho. Creo que has conocido a una persona genial, Shannon-chan."""
Ushiromiya Jessica,"""Sí. También yo me siento aliviada de que podamos dejar a Shannon en manos de George nii-san."""
Ushiromiya George,"""P-Paren de burlarse. Es algo muy serio para nosotros. Más importante, ¿y tú, Jessica-chan? ¿Has podido acercarte un poco a Kanon-kun?"""
Ushiromiya Battler,"""¡¿Quéééééééé?! Entonces, ¡¿tú y Kanon son...?!"""
Ushiromiya Jessica,"""¡¡Ah, um, bueno!! ¡E-Eso es jugar sucio, George nii-san, dar vuelta la conversación de esa forma es jugar sucio!"""
,"En medio de su animada discusión con idas y venidas, los cuatro niños se dirigieron a la casa de huéspedes..."
,"La conferencia familiar anual era de extrema importancia para la familia Ushiromiya, y parecía que este año sería el más importante."
,"Al parecer, el líder de la familia, Kinzo, iba a hacer un anuncio muy serio, y todos menos los adultos habían recibido estrictas órdenes de irse."
,"Battler no había asistido a la conferencia familiar en seis años, así que no se daba cuenta, pero según Jessica, había una atmósfera muy tensa esa noche, una completamente diferente de la que había en un año normal."
,"... El sentido común dictaba que Kinzo, a quien le quedaba poco de vida, iba a hacer algún gran anuncio sobre la herencia del liderazgo de la familia y la distribución de su fortuna..."
Ushiromiya Battler,"""Pero me sorprende... Pensar que el abuelo realmente haría su aparición..."""
Ushiromiya Ange,"""... Ya veo. Así que este es el contraataque de la bruja."""
{f:5:Beatrice},"""¡*carcajada*carcajada*carcajada*! Quería dejar a ese comodín llamado Kinzo boca abajo un poco más, pero supongo que es hora de mostrarlo. Las cartas de triunfo están para ser usadas. ¡*carcajada*carcajada*!"""
Ushiromiya Battler,"""Maldita sea. Mi teoría de que el abuelo estaba muerto desde el principio, y una 18.ª persona había entrado a escondidas... es de repente destruida."""
{f:5:Beatrice},"""¡Supuse que empezarías a dudar de Kinzo con el tiempo!... Muy bien, tu razonamiento acaba de volver a la primera casilla, ¿verdad?"""
{f:5:Beatrice},"""¡Con esto, tu teoría de que Kinzo estaba muerto al principio y yo me escondía como la 18.ª persona acaba de ser aplastada! ¡¡*carcajada*carcajada*carcajada*!!"""
Ushiromiya Battler,"""... Maldición... Pero no pienso desanimarme. Es solo una teoría menos. Te atacaré como una tormenta, como un tornado..."""
{f:5:Beatrice},"""¡*carcajada*carcajada*! ¡No querría que fuera de ninguna otra forma! Ni siquiera ha llegado el primer crepúsculo. Es demasiado pronto para rendirse."""
Ushiromiya Ange,"""Tienes razón. Y no es como que haya sido negado con la verdad roja... Ahora mismo, la teoría de Battler no ha sido derrotada. Es demasiado pronto para decir que has ganado."""
Ushiromiya Battler,"""Mmm, es cierto... Es {i:demasiado} pronto para tragarme su historia... Se supone que el abuelo debe aparecer, pero existe la posibilidad de que se diga que su salud ha empeorado y al final no aparezca."""
Ushiromiya Battler,"""... Puede que el tío Krauss trate de esconder el hecho... de que el abuelo está muerto hasta el último segundo."""
{f:5:Beatrice},"""¡Ja!... Ya veo, ya veo, podrías pensarlo así. Piensa lo que quieras. Quedará resuelto pronto. Muy pronto... ¡*carcajada*carcajada*!..."""
,Todos los familiares y Nanjo estaban en el comedor.
,"Nanjo se sentó solo, apartado, observando el viento y la lluvia."
,"Krauss se sentaba en el asiento de su propio rango, con Natsuhi inmóvil a su lado."
,"Los otros hermanos estaban sentados en el otro lado de la mesa, hablando en susurros..."
Ushiromiya Rudolf,"""... ¿Es verdad?"""
Ushiromiya Rosa,"""Sí... María dijo... que la persona que le dio el paraguas... era padre."""
Ushiromiya Hideyoshi,"""¿Qué demonios?... ¡En otras palabras, acaban de cortar de raíz nuestra estrategia!..."""
Ushiromiya Eva,"""No solo nuestra estrategia. Ya que padre tiene buena salud y ha dicho que hará un anuncio él mismo, nuestras triviales negociaciones con Nii-san fueron completamente inútiles."""
Ushiromiya Rudolf,"""Sí... Ese viejo bastardo. ¿No podría haberse mostrado de inmediato sin montar semejante espectáculo? Gracias a eso, hemos estado peleándonos inútilmente con Aniki."""
Ushiromiya Kyrie,"""... ¿Y si hubiera querido probarnos? Puede que no sea la más adecuada para hablar, ya que no tenemos relación sanguínea, pero su padre es muy inteligente, ¿verdad?"""
Ushiromiya Eva,"""Es probable que nuestras discusiones de hoy fueran escuchadas por alguno de los sirvientes, y llegaran a los oídos de padre... Increíble. El hecho de que estuviéramos montando ese escándalo con la herencia de la familia como objetivo ha sido totalmente expuesto... Ah, simplemente impresionante..."""
,"Eva, de forma poco típica en ella, sujetó su cabeza con desánimo."
,"Si, como Kyrie había dicho, todo había seguido los planes de Kinzo desde el principio, y todo era una trampa que se había mantenido durante más de un año, intentando averiguar las auténticas intenciones de los hermanos, ellos habían caído completamente..."
Ushiromiya Hideyoshi,"""... Todavía no es seguro que haya llega'o a los oídos de padre."""
Ushiromiya Eva,"""¡No, definitivamente los ha alcanzado!... ¡Todos menos Nii-san aseguramos que padre estaba muerto, y ninguno de nosotros creyó en su buena salud!..."""
Ushiromiya Eva,"""Aaah, se acabó... padre hará un anuncio. Nii-san será nombrado sucesor, y dirá que ni siquiera estamos calificados para llevar el Águila de un Ala... Aaah, yo..."""
Ushiromiya Rosa,"""Nee-san... no te rindas..."""
Ushiromiya Kyrie,"""... Rosa‐san. Me pregunto si es verdad que María-chan recibió ese paraguas de padre."""
Ushiromiya Rosa,"""¿Eh? ¿Qué quieres decir?..."""
Ushiromiya Kyrie,"""... Puede que {i:María‐chan} se encontrara con padre. Pero {i:nosotros} no. Solo María-chan asegura haberle visto."""
Ushiromiya Rosa,"""¿Qué estás diciendo?... ¡¿Acaso dices que María está mintiendo?!"""
Ushiromiya Rudolf,"""Cálmate, Rosa... No tiene porque haber mentido. Sin embargo, ¿acaso no es solo una niña inocente?"""
Ushiromiya Rudolf,"""... Por ejemplo, si se le hubiera acercado Genji-san y le hubiera dicho algo como ""su abuelo me ordenó que le entregara esto, María-sama"", entonces, aunque María-chan no se hubiera encontrado con papá, podría decir que este le entregó un paraguas, ¿verdad?"""
Ushiromiya Eva,"""E-Es cierto. ¡Ese truco podría funcionar!..."""
Ushiromiya Hideyoshi,"""Sin embargo, ¿qué es lo que dijo María-chan? ""El abuelo vino, y me entregó el paraguas""."""
Ushiromiya Rosa,"""Sí, eso dijo. Dijo que había recibido un paraguas directamente del abuelo."""
Ushiromiya Rudolf,"""... Directamente, ¿eh?... Entonces estamos atascados."""
Ushiromiya Kyrie,"""... Se suele decir que pensar de forma estúpida no es mejor que dormir. Si lo piensas, todo lo del paraguas es algo trivial."""
Ushiromiya Eva,"""¿Por qué? ¡¿No podría María-chan haber sido sobornada por Nii-san para mentir y decir algo que hiciera parecer que padre gozaba de buena salud?! ¡No hay pruebas de que padre le entregara el paraguas!..."""
Ushiromiya Kyrie,"""No importa quién le entregó el paraguas a María-chan, ni tampoco si nunca recibió un paraguas, padre aparecerá muy pronto. Con padre ante nosotros, el problema con el paraguas sería totalmente trivial."""
Ushiromiya Kyrie,"""... En otras palabras, este no es el momento para chismear sobre el problema del paraguas."""
Ushiromiya Rudolf,"""¿No es el momento? ¿Qué quieres decir?"""
Ushiromiya Hideyoshi,"""... Ya veo... lo entiendo. Creo que esto es lo que Kyrie quiere decir."""
Ushiromiya Hideyoshi,"""... Se supone que padre vendrá aquí muy pronto, pero cabe la posibilidad de que vuelva a criticarnos y al final no aparezca, ¿verdad?..."""
Ushiromiya Eva,"""Y-Ya veo. Eso es cierto..."""
Ushiromiya Eva,"""Tal vez lo que dijo Nii-san de que padre iba a aparecer es un intento desesperado de ganar tiempo contra nuestra investigación. Padre ya está muerto, ¡y Nii-san sigue intentando engañarnos diciendo que goza de buena salud!..."""
Ushiromiya Kyrie,"""En otras palabras, si padre aparece, no habrá nada que funcione. No hay necesidad de pensar en ello. Somos peces en la tabla de cortar. No tendríamos otra opción que encomendar nuestro destino a los cielos y negociar directamente con padre. Eso quiere decir que no tendríamos otra opción más que postrarnos ante él y suplicarle que nos dé dinero."""
Ushiromiya Kyrie,"""... Pero por otro lado, si padre no aparece, podemos continuar con nuestra estrategia principal."""
Ushiromiya Rosa,"""... Ya veo. En otras palabras, no importa lo que ocurra, no hay por qué ponerse nerviosos en este momento."""
Ushiromiya Kyrie,"""Eso es. Si padre aparece, simplemente estaremos en una conferencia familiar normal y corriente... Si no, simplemente tendremos que continuar investigando a Krauss nii‐san."""
Ushiromiya Hideyoshi,"""No debemos permitir que se escape diciendo... algo como que padre se ha puesto de mal humor de repente."""
Ushiromiya Eva,"""... Parece que realmente lo que deberíamos intentar averiguar es... qué plan pretende usar Nii-san para engañarnos. Le conozco muy bien, y no es alguien que sepa cuando rendirse."""
Ushiromiya Rosa,"""Si padre está bien... nos inclinaremos ante él por dinero... Si es todo una farsa de Krauss-san, continuaremos nuestra desagradable pelea entre hermanos... Parece que la conferencia familiar de este año va a ser simplemente genial."""
Ushiromiya Rudolf,"""Sí. Así que, los pensamientos estúpidos no son mejor que dormir. Son casi las diez... ¿Deberíamos presionar a Aniki?"""
,Rudolf y el resto miraron a Krauss.
,"Él estaba sentado, y parecía esperar la llegada de Kinzo con un aire de compostura."
,... O tal vez simplemente estaba planeando cómo darle sentido a su mentira.
Ushiromiya Natsuhi,"""... Querido..."""
Ushiromiya Krauss,"""... Cálmate. No conseguiremos nada armando un alboroto tras todo esto... Que Genji-san se encargue de ello."""
Ushiromiya Natsuhi,"""Son casi las... diez, ¿verdad?"""
,Era ese el momento en que la conferencia familiar de esa noche debía empezar.
,Y también el momento en el que el líder de la familia Ushiromiya debía aparecer...
,"Y entonces, escucharon pisadas aproximarse por el pasillo.{n}Era más de una persona."
,"Natsuhi alzó la cabeza, aliviada..."
,"Pero cuando oyó que llamaban a la puerta, se quedó totalmente decepcionada."
,Porque seguramente Kinzo no habría llamado.
Gohda Toshiro,"""... Por favor, discúlpennos. He acabado de cerrar la mansión por esta noche."""
,Eran Gohda y Kumasawa.
,"Al contrario que el poderoso Gohda, era raro que Kumasawa fuera forzada a trabajar hasta tan tarde con su débil cuerpo."
,"Por supuesto, Krauss parecía darse cuenta."
Ushiromiya Krauss,"""Mmm. Buen trabajo... Siento hacerte trabajar a estas horas, Kumasawa-san."""
Kumasawa Chiyo,"""Oh, no es nada. Aunque no lo parezca, trasnochar sigue siendo una de mis especialidades. ¡Jo-jo‐jo‐jo!"""
Ushiromiya Natsuhi,"""... ¿No sería mejor permitir que al menos Kumasawa se vaya sin tener que hacer de observadora? Imagino que será muy difícil para su cuerpo."""
Ushiromiya Krauss,"""... La orden era reunir también a todos los sirvientes. No puedo desobedecer."""
,"Claramente, la conferencia familiar de esa noche era distinta de las demás."
,"En un año normal, solo los miembros de la familia podrían asistir.{n}Habría sido imposible ver a algún sirviente presente."
,Pero este año era diferente.
,"Todos los sirvientes habían recibido órdenes de asistir a la conferencia familiar.{n}Por supuesto, no se les permitía intervenir... Estaban allí como simples observadores."
,¿Por qué demonios necesitaba la presencia de cinco sirvientes como testigos?
,... Ni siquiera Krauss lo sabía.
Kumasawa Chiyo,"""Jo‐jo‐jo. Aunque no lo parezca, no se me da mal trabajar por las noches. Si también usted se llenara de caballa, Krauss-sama, podría ser mucho más masculino por la noche."""
Ushiromiya Krauss,"""Jajajaja. Veo que estás tan animada como siempre. Estoy seguro de que seguirás trabajando con ese ánimo hasta los cien años."""
Gohda Toshiro,"""Señora. Disculpe mi arrogancia, pero he preparado un ligero aperitivo. Puedo servirlo en cualquier momento, así que siéntase libre de pedirlo."""
Ushiromiya Natsuhi,"""Gracias. Eres muy atento... Por favor, preguntale a nuestros invitados si desean un poco más de café."""
Gohda Toshiro,"""Como ordene."""
,"Tras asentir, Gohda llevó la cafetera hacia los familiares reunidos en la otra punta de la mesa."
,"Y entonces, más pisadas se acercaron por el pasillo."
,... Eran de una sola persona. Y suaves.
,"Incluso antes de que llamara a la puerta, pudieron imaginarse quién era."
Shannon,"""Discúlpenme... He llevado a los niños a la casa de huéspedes."""
Ushiromiya Natsuhi,"""Buen trabajo. Esta noche es especial. Asegúrate de permanecer alerta."""
Shannon,"""S‐Sí. Como ordene, señora..."""
,Genji había ido con Kanon a encontrarse con Kinzo.{n}... No había señal alguna de su regreso.
,"La aguja del reloj pasó levemente de las diez.{n}Al verlo, Eva se dirigió a Krauss."
Ushiromiya Eva,"""... ¿Nii-saaan? Es el momento. ¿Es que todavía no vas a empezar la conferencia familiar?"""
Ushiromiya Krauss,"""... El invitado de honor se ha retrasado. Espera un poco."""
Ushiromiya Eva,"""¿Cuánto? Lo siento, pero se acabó el tiempo. No permitiré que sigas diciendo ""Parece que padre no ha llegado todavía"" una y otra vez hasta que amanezca."""
Ushiromiya Krauss,"""¿Cómo {i:podría} hacer una promesa sobre el momento en el que llegue {i:padre}? ¿Por qué tantas prisas? ¿Qué tal si tomas algo de café para calmarte?..."""
Ushiromiya Rudolf,"""Aniki, estamos aquí para una conferencia familiar. No para una farsa. Esperaremos 30 minutos más. Pero si eso no funciona, nos dejarás entrar por la fuerza en el estudio, ¿está bien?"""
Ushiromiya Natsuhi,"""E-Entrar por la fuerza... ¡Semejante acción mostraría una clara falta de respeto al líder de la familia!"""
Ushiromiya Eva,"""Oh, acepta nuestras disculpas. Seremos buenos unos 30 minutos más. Jejejejeje..."""
Ushiromiya Krauss,"""... Je."""
Ushiromiya Eva,"""... Tengo ganas de ver si podrás mantener esa sonrisa en 30 minutos."""
Ushiromiya Krauss,"""... Entonces, ¿realmente crees que padre está muerto?"""
Ushiromiya Eva,"""No quiero discutir eso ahora. Podemos esperar a que llegue aquí. No tengo ninguna obligación de discutir contigo, Nii-san."""
Ushiromiya Krauss,"""El sucesor de la familia Ushiromiya será la persona apropiada de la forma apropiada... No importa lo que trames, no puedes resistirte. Y por supuesto, lo mismo va para mí."""
Ushiromiya Eva,"""¿Qué intentas decir?... ¡Tras jactarte todos estos años de que serás el próximo líder de la familia!..."""
Ushiromiya Krauss,"""Permíteme usar tus palabras contra ti. No tengo ninguna intención de hablar sobre eso ahora. Todo lo que importa es que padre venga y lo proclame personalmente. No tengo ninguna obligación de discutir sobre eso... ¿Verdad? ¡Jejeje!"""
,"Krauss usó las palabras de Eva en su contra.{n}Por supuesto, esto añadió gasolina a la ira de Eva.{n}Pero no se encendió."
,"Pues en ese instante, alguien llamó a la puerta de forma muy ruidosa."
,Tanto Genji como Kanon solían ser muy reservados al llamar a la puerta.{n}No la golpearían de forma tan violenta.
,"... Era como el martillo de un juez, pidiendo silencio."
,Así que todos se callaron...
,La puerta se abrió ligeramente... y allí estaba Genji.
,"Y este habló con un tono de voz muy serio, diferente al que solía usar.{n}No era el tono que usaba al llevar a cabo sus obligaciones.{n}... Era el que usaba al hablar en nombre de Kinzo."
,Así que el simple hecho de oír a Genji hablar así tensó completamente a los hermanos.
Ronoue Genji,"""Por favor, diríjanse a sus asientos."""
,"Tras esas palabras, un completo silencio llenó el comedor, y todos volvieron rápidamente a sus asientos correspondientes."
,"Eran como estudiantes que habían estado haciendo bullicio antes de clase y habían vuelto rápidamente a sus asientos ante la llegada del profesor, y podría haber resultado incluso cómico."
,... Pero no había forma de que alguien bromeara sobre ello.
,"Todos se sentaron en orden, y Shannon, Gohda y Kumasawa se quedaron en pie, en fila contra la pared."
Ronoue Genji,"""... El líder de la gloriosa familia Ushiromiya, y señor de Rokkenjima, la isla que brilla como el oro. El señor Ushiromiya Kinzo está aquí."""
,"De las puertas dobles que llevaban al comedor, Genji abrió la de la derecha desde dentro, y Kanon abrió la de la izquierda desde fuera."
,"...Y, bienvenido por una respetuosa reverencia de ambos, mientras agitaba majestuosamente su capa... Kinzo hizo su aparición..."
,"El modo de andar de Kinzo tenía un aire de gran dignidad, y resultaba difícil creer que supuestamente estaba al final de sus días."
,"Genji apartó el asiento de Kinzo, haciéndole un gesto para que se sentara."
,"Pero Kinzo siguió de pie, e hizo un gesto con su barbilla a Genji para que se apartara."
Ushiromiya Kinzo,"""¡¡*carcajada*carcajada*carcajada*carcajada*carcajada*, fujjajajajajajajajajaja!!... Bienvenidos a Rokkenjima, damas y caballeros. ¿Por qué esa cara de miedo, Evaaaa?"""
Ushiromiya Eva,"""¡N-No, por qué iba a tener miedo!... Solo estoy aliviada de verte con tanto ánimo, padre..."""
Ushiromiya Kinzo,"""¡¡Wajjajjajjajjajjajja...!! Evaa, eres tan interesante como siempre, ¿sabes? Podrías decir honestamente lo frustrada que estás por perder tu apuesta con Krauss... *carcajada*carcajada*, no puedes decirlo, ¿verdad? ¡¡*carcajada*carcajada*!!"""
,"Eva se dio cuenta de que realmente la conversación de ese día había llegado a Kinzo, y bajó la cabeza, sonrojada de la verguenza."
Ushiromiya Kinzo,"""¡Muy bien, mis hijos e hijas, y sus compañeros! Hoy, haré un importante anuncio sobre mi herencia y la sucesión que tanto les preocupa."""
Ushiromiya Kinzo,"""¡Pero primero! Creo que he de decir cuán terriblemente decepcionado me siento. Pues hasta hoy, nadie ha sido capaz de resolver el acertijo del epitafio."""
,"Aunque Kinzo decía estar decepcionado, una sonrisa condescendiente acudió a su cara, como insinuando que no había forma de que gente como ellos pudieran resolverlo, y su mirada los recorrió a todos."
Ushiromiya Kinzo,"""... Planeaba entregárselo todo a la persona que pudiera resolverlo. Pero aquí estamos; nadie lo ha resuelto, y no le entregaré nada a nadie."""
Ushiromiya Kinzo,"""¡¡Qué vergüenza!!... El hecho de que ninguno de ustedes tenga lo necesario para heredar mi puesto... ¡¡Lo considero realmente decepcionante, vergonzoso, y patééético!! ¡¡Wajjajjajjajjajjajja!!"""
,Los hermanos bajaron la cabeza en silencio.
,"Por supuesto, lo habrían resuelto si hubieran podido. Si hubiera bastado con un vistazo, ya estaría hecho, pero era tan difícil..."
Ushiromiya Kinzo,"""Por lo tanto. Proclamo aquí y ahora que suspendo el uso del acertijo del epitafio como método para escoger a mi sucesor."""
Ushiromiya Kinzo,"""¡Es decir, que se acabó el tiempo! Se acabó el juego... Son todos una vergüenza. ¡Aunque eso debió haberles dado a todos una justa e igual oportunidad, se ha acabado!... ¡¡Gejjajajajaj!!"""
,Realmente parecía que Kinzo estaba proclamando su victoria.
Ushiromiya Kinzo,"""En ese caso, ¿será mi primogénito Krauss el sucesor?... ¡*carcajada*carcajada*! ¡¡La respuesta es <no>!!"""
Ushiromiya Eva,"""¡¿Qu...?!"""
Ushiromiya Krauss,"""..."""
Ushiromiya Kinzo,"""... Lo entiendes, ¿verdad, Krauuuss? Sí, te di el título de sucesor de la familia. Pero eso te hizo perder la cabeza... ¿Sabes lo que significa ser el sucesor del líder?..."""
Ushiromiya Krauss,"""... Significa... heredar tu puesto, padre..."""
Ushiromiya Kinzo,"""¡¡ERROOOOOOOOOR!! ¡El sucesor no es algo que garantice el actual lídeeeeeeeeeeer!"""
Ushiromiya Kinzo,"""... Escúchame, Krauss. No pienso repetirlo. ""El sucesor""... Es alguien que busca a todos los que estén tras el liderazgo de la familia, les rompe la nariz, y se asegura de que nunca podrán volver a desobedecerle."""
Ushiromiya Kinzo,"""No es algo que se aplique solo al liderazgo. ¡Lo mismo pasa con el dinero! ""Ser rico"" no significa tener dinero. Significa aplastar a todo el que tenga más dinero que uno mismo, y reunir más dinero que los demás."""
Ushiromiya Kinzo,"""Y lo mismo con el talento. ¡Un genio no es una persona bendecida con gran talento! ¡Es alguien que aplasta a todos los que tengan más talento! ¡¡Una persona que puede coaccionar genios y a todos los demás para que les den ese nombre usando su fuerza y carisma!!"""
Ushiromiya Kinzo,"""Tienes una idea muy equivocada de todo esto... Por lo que no tienes el calibre necesario para ser el próximo líder. ¡¡*carcajada*carcajada*carcajada*carcajada*carcajada*!!"""
Ushiromiya Krauss,"""... A-Ahora he aprendido..."""
,Probablemente esa era la auténtica filosofía de Kinzo.
,"Como resultado de llevar a cabo esa filosofía que sonaba como si simplemente estuviera despotricando, Kinzo había alzado a la familia Ushiromiya a su actual estado..."
,"Aunque fuera difícil de imaginar tras su inmersión en el ocultismo en los últimos años, ese bruto autoritarismo era en sí el carisma y aura de Kinzo..."
Ushiromiya Kinzo,"""Una persona tan poco satisfactoria no puede heredar todo lo de la familia Ushiromiya. Entonces, ¿están Eva, Rudolf o Rosa calificados?"""
Ushiromiya Kinzo,"""¡¡De nuevo, <no>!! ¡Fueron incapaces de resolver el acertijo y de usar algún plan para destruir a Krauss! Todo lo que han sido capaces de hacer ha sido formar un frente unido para intentar sacarle dinero a Krauss."""
Ushiromiya Kinzo,"""¡E incluso eso fue inútil! ¡No pueden ni siquiera acorralar a Krauss en solitario!... ¡No hay nada más vergonzoso!"""
Ushiromiya Kinzo,"""¡¡No tienen la avaricia necesaria para robar la posición de sucesor por cualquier método!! ¡¡Para conseguir lo que quieren, deben pagar todo sacrificio, ser tan codiciosos y ávidos como puedan!!... ¡¡La diosa de la fortuna sonríe a los codiciosos!!"""
Ushiromiya Kinzo,"""¡¡Ustedes tres, que no tienen ese espíritu salvaje, son tan inadecuados para la sucesión como Krauss!!"""
,Eva y el resto no tenían palabras para responder. Y no tenían ni idea de qué estaría a punto de decir Kinzo...
,¿Realmente pretendía decir que no habría sucesor?
,"Eso sería una ventaja para Eva, Rosa y Rudolf."
,"Pues al final, los hermanos solo tendrían que ponerse de acuerdo entre ellos y repartirlo todo a partes iguales tras la muerte de Kinzo."
,"Por el contrario, seguramente sería un {i:mayor} problema que se proclamase a una persona en particular como sucesor."
,... ¿Pero realmente diría Kinzo algo que los beneficiara a los cuatro hermanos tras humillarlos de esa forma?
Ushiromiya Eva,"""... No creen que... va a decir que, ya que nadie va a ser su sucesor, lo donará todo a la caridad o algo así, ¿verdad?..."""
Ushiromiya Rosa,"""... Me temo que no me extrañaría viniendo de padre."""
Ushiromiya Rudolf,"""La sangre te está subiendo a la cabeza... Lo único que podemos hacer es escucharle."""
Ushiromiya Krauss,"""B-Bien, padre. ¿Qué opinas del asunto del sucesor?"""
Ushiromiya Kinzo,"""Hmph... Estoy tan decepcionado con todos ustedes que no tengo ganas de entregarle el liderazgo a nadie. Por lo tanto, la familia Ushiromiya acaba aquí. Soy su última generación."""
Ushiromiya Krauss,"""... N-No puede..."""
Ushiromiya Kinzo,"""La familia Ushiromiya fue aplastada hace tiempo en aquel terremoto. La actual familia Ushiromiya es solo una dorada ilusión que he visto durante un instante... La cual desaparecerá en cuanto despierte."""
Ushiromiya Kinzo,"""¡Jejjejej! Todo en este mundo es un sueño, una ilusión... Vivir no es más que soñar hasta la llegada del despertar que llamamos muerte."""
Ushiromiya Kinzo,"""¡¡Aaah, sí, así era desde el principio!! ¡El que yo perdiera todo con mi muerte era el contrato de {f:5:Beatrice}, y su maldición! ¡¡Fujjajjajja!! ¡¿Realmente crees que eso va a funcionar, {f:5:Beatrice}?!"""
Ushiromiya Kinzo,"""¡¡Yo seré quien te capture!! Esta noche, eso se hará realidad. ¡*carcajada*carcajada*carcajada*! ¡¡Wajjajajajajajajajaja!!"""
,"Kinzo se pasó un rato carcajeándose, con sus ojos saliéndose de sus órbitas."
,"Cuando hablaba de {f:5:Beatrice}, siempre tenía ese aire a elocuencia y locura..."
Ushiromiya Kinzo,"""¡¡No cabe duda de que unos hijos tan insensatos como ustedes no son más que un sueño!! ¡¡Es como si nunca hubieran estado aquí!!"""
Ushiromiya Kinzo,"""¡Desaparezcan! ¡¡Despierten!! ¡¡Desaparezcan junto con este sueño de mi verdadero yo!!... ¡¡Sus fracasos los hacen indignos de ser mis sucesores!!"""
Nanjo Terumasa,"""K‐Kinzo‐san. Si me lo permites..."""
Ushiromiya Kinzo,"""¿Qué ocurre? Mi Amigo."""
,"Nanjo, nervioso, alzó su mano preguntando si podía hablar.{n}Kinzo le dio su permiso."
Nanjo Terumasa,"""Entiendo cómo te sientes, Kinzo-san. Al querer así a tus hijos, esperabas mucho de ellos, y siendo también padre y abuelo, entiendo esa afección paternal que te hace sentir como si hubieran traicionado tus expectativas."""
Nanjo Terumasa,"""... Sin embargo, eres extraordinario, Kinzo-san. Un genio. ¿No te estás excediendo un poco al pensar que es simplemente natural que sean tan extraordinarios como tú?..."""
Nanjo Terumasa,"""Y aun así, eso nunca hizo que dejaran de intentarlo—Krauss-san, Eva-san, Rudolf-san, Rosa-san, y todas sus parejas han hecho todo lo posible para llegar a tu nivel..."""
Ushiromiya Kinzo,"""¿¿¿Jojoooooooooohhh??? ¿Y cuánto dinero han conseguido ""haciendo todo lo posible""? Después de que estos cobardes fracasen en sus negocios, se endeuden, y aun así intenten vivir a costa mía, ¡¡¿cómo puedes decir que han hecho todo lo posible?!!..."""
Ushiromiya Kinzo,"""El dinero es la representación de todo en este mundo. ¡Si no puedes entenderlo, no puedes entender este mundo! ¡¡Si una vida no puede entender realmente este mundo, no merece vivir!! ¡¡Desaparezcan!! ¡¡Desaparezcan de mi vida y realidad!!"""
Nanjo Terumasa,"""... Ese es un argumento algo imprudente. Según esa lógica, tampoco yo merezco vivir."""
Nanjo Terumasa,"""... Aun así, creo que el tiempo que pasamos jugando al ajedrez fue muy importante para ambos, Kinzo-san... Deberías saber mejor que nadie que hay muchas cosas en este mundo que el dinero no puede comprar."""
Ushiromiya Kinzo,"""... Hmph. Mmm."""
