Speaker,Spanish (ES)
{f:5:Beatrice},"""Ahora la siguiente pareja. ¡Ushiromiya George y Shannon! ¡¡Adelante!!"""
,"""""Sí."""""
,George y Shannon eran los siguientes a llamar.
,Tal vez ya se habían preparado. Caminaron hacia adelante con valentía y se arrodillaron.
Ushiromiya George,"""Ushiromiya George, presente."""
Shannon,"""Shannon, presente..."""
{f:5:Beatrice},"""Ustedes dos resistieron las pruebas de Zepar y Furfur hasta el final. Sus grandes logros, afecto, determinación y nobleza fueron ejemplares y merecedoras de un premio. ¡Por lo tanto, su certificado de matrimonio se ha emitido con la firma del Lord Territorial!"""
,"""""Estamos honrados y felices."""""
{f:5:Beatrice},"""¡Nadie tendrá permitido oponerse a este certificado! ¡¡Que las familias de los reconocidos bendigan su unión con todo su corazón!!"""
Ushiromiya Battler,"""Y, ahora que nada detiene a esos dos, arrojémosles arroz y celebrémoslo. Oigan, ustedes, ¡felicidades!"""
,"Cuando el Lord Territorial aplaudió en celebración, se extendió por toda la catedral."
,"Luego, un grupo de hombres y mujeres cabra en la línea de adelante de la multitud se quitaron las máscaras uno por uno..."
Ushiromiya Eva,"""... E-Escucha, ¡¿sí?! ¡Nunca te perdonaré si haces la sopa de miso demasiado salada! Y George está engordando un poquito, así que no te pases con el azúcar—"""
Ushiromiya Hideyoshi,"""¡George! ¡Cuando un hombre se casa, tiene que atesorar a su esposa aun más que a sus padres! ¡No importa lo que diga tu madre, asegúrate de proteger a Shannon-chan!"""
Ushiromiya George,"""Sí, ¡¡por supuesto!!"""
Shannon,"""¡¡George-san!!..."""
Ushiromiya Eva,"""C-Como sea, ¡George necesita dormirse a las 7:00! ¡¡Nunca te perdonaré si dejas que se quede despierto hasta tarde!! ¡¡Y no olvides que lavarle la espalda y limpiarle las orejas son también responsabilidades de una esposa!!"""
Ushiromiya Natsuhi,"""¿E-Es eso cierto?... ¿Q-Qué he hecho?..."""
Ushiromiya Krauss,"""... E-Eso varía dependiendo la familia..."""
Ushiromiya Kyrie,"""Rudolf-san, ¿has atesorado a tu esposa?"""
Ushiromiya Rudolf,"""P-Por supuesto... ¡¿Por qué dudarías de eso?!..."""
Ushiromiya Rosa,"""Ustedes dos, encuentren la felicidad. El matrimonio no es la meta. Solo es la línea de salida, ¿verdad?"""
Ushiromiya Maria,"""¡Uu-uu-uu! ¡¡Enhorabuena, enhorabuena!!"""
Sakutarou,"""¡¡Uryu!! ¡¡¡Enhorabuenaaaaaaaaaaaaa!!!"""
Kanon,"""Nosotros tampoco debemos perder."""
Ushiromiya Jessica,"""¡¡Je, jejejejejejeje!!... S-Sí, no hay forma de que perdamos, ¡¡maldicióóóóóóóóóóón!!"""
,"Todos los de la familia Ushiromiya, todos los sirvientes y todos los espíritus y demonios que asistían celebraron a los homenajeados con un aplauso aún mayor..."
,Con esto se cierra el telón en el cuento tejido por la Bruja dorada.
,Tal vez deberíamos terminar este relato con el epitafio.
,"El siguiente es el pasaje sobre la Tierra Dorada, del epitafio de la Bruja Dorada.{n}{e:070:La bruja elogiará a los sabios y habrá de otorgarles cuatro tesoros.{n}Uno será todo el oro de la Tierra Dorada.{n}Uno será la resurrección del alma de todos los muertos.{n}Uno será la resurrección del amor perdido.{n}Uno será hacer que la bruja duerma por toda la eternidad.{n}{n}Descansa en paz, mi amada bruja {f:5:Beatrice}...}"
Ushiromiya Ange,"""... ¿Así que eso quiere decir que Beato se mostró satisfecha y se puso a dormir?..."""
{f:5:Featherine},"""Esa interpretación es probablemente adecuada..."""
Ushiromiya Ange,"""¿Y? Ahora que el juego está acabado, Onii-chan será liberado, ¿cierto?... ¿Qué le ocurrirá?"""
{f:5:Featherine},"""... Bueno, quién sabe... El libro de este Fragmento no cuenta más de la historia."""
Ushiromiya Ange,"""... Así que, al final, ni siquiera supimos lo que ocurre con Onii-chan..."""
,... No es como si algo fuera a pasar.
,"Al final, Onii-chan y los demás nunca volvieron.{n}Llegaron a la Tierra Dorada y disfrutaron ahí."
,"... Aun si el cuento nos dice esto, la verdad... es que todos murieron en ese gran accidente..."
Ushiromiya Ange,"""Pero hemos aprendido un montón de cosas interesantes... Parece que esa isla... realmente era una loca isla de ilusiones."""
{f:5:Featherine},"""Así es... Y tu lectura fue realmente maravillosa..."""
Ushiromiya Ange,"""... Me siento agotada, como si viese una película de seis horas de una vez... Estoy cansada."""
{f:5:Featherine},"""Ushiromiya Ange. Realmente has trabajado duro... Tu lectura ha sanado mi aburrimiento. Yo, Featherine, estoy más agradecida de lo que he estado durante esos tantos años que no recuerdo..."""
Ushiromiya Ange,"""Si estás agradecida, ¿por qué no puedo tener algún tipo de premio yo también?"""
{f:5:Featherine},"""Mmm, ¿qué podría ser?... Dame algo de tiempo. Lo pensaré."""
,"{f:5:Featherine} se sentó en su mecedora y se balanceó, aparentemente tratando de pensar en algo..."
{f:5:Featherine},"""... Ushiromiya Ange. Realmente has trabajado duro... Has hecho bien en seguir leyendo para mí hasta el final... Con esto, tus responsabilidades como mi miko se suprimen. Puedes regresar a tu mundo original y reunirte con el destino que se te ha dado."""
Ushiromiya Ange,"""Vaya... Siento que este desvío fue terriblemente largo."""
{f:5:Featherine},"""No pongas mala cara. Estoy pensando en una recompensa... Sí, por qué no, está bien hacerlo de vez en cuando... con eso dicho, no lo hago desde hace bastante tiempo... Me imagino que la tinta de la botella ahora debe estar seca..."""
,"Incluso después de que el cuento acabara, el debate de Ange y Hachijo continuó bastante tiempo."
,Había sido muy serio... y ardiente.
,"Ange había reconocido que este cuento no era una loca obra literaria... sino un nuevo mensaje embotellado, que había sido arrastrado aquí una vez más de la Rokkenjima de hace 12 de años... para hablarle acerca de una única verdad.."
,Y... parecía que había obtenido su propia interpretación... de la verdad que ella pensaba que el cuento intentaba decir.
,"... Obviamente, esa era solo una verdad, y no significaba el fin de su viaje."
,"Sin embargo, quizás podía verse de esta forma."
,Esto no era suficiente para rellenar el hueco de 12 años de su corazón.
,"... Sin embargo, ahora... simplemente disfrutar el sentimiento junto con el café amargo que Hachijo había hecho... era suficiente."
Hachijo Tohya,"""... Gracias por leer hasta el final... Y, gracias por tus pensamientos y opiniones... Estoy segura de que la primera Bruja Interminable está feliz..."""
Ushiromiya Ange,"""... Vaya, con que puedes decir cosas así... Si hablaras así desde el principio, tendrías montones más de fanáticos."""
Hachijo Tohya,"""... Meramente estoy alabando lo buena lectora que eres... Solo quería decir que pasar el tiempo que me queda de vida escribiendo solo para ti fue mucho más productivo que hacerlo para esos cerdos que no hablan y no piensan... *risita*."""
Ushiromiya Ange,"""Ese es el tipo de cosas que no tienes que decir... Bueno, tomaré eso como un cumplido... Bien."""
,"Tengo la sensación de que... he estado aquí mucho, mucho tiempo."
,Se siente... como si hubiese pasado una gran parte de mi vida aquí.
,"... A pesar de que debería ser incómodo sentarse aquí, en el sofá de alguien más... por una extraña razón, se siente tan familiar como mi propia casa."
,"Sin embargo, el reloj muestra que han pasado solo dos o tres horas desde que la conocí... Mi noción del tiempo está muy extraña..."
Hachijo Tohya,"""... Parece que tu amigo se está tomando su tiempo..."""
Ushiromiya Ange,"""Debe ser una larga llamada telefónica. Es raro que un hombre hable tanto tiempo por teléfono."""
,"Dijo que iba a hacer un informe programado para Okonogi-san, ¿no?"
,"A pesar de que se le dijo que podía usar el teléfono aquí, se negó y fue a buscar un teléfono público en algún lugar."
,"... Algo acerca de cómo no quería arriesgarse a que pincharan el teléfono. Es un tonto, así que voy a dejar que haga lo que quiera."
Ushiromiya Ange,"""¿Está muy lejos el teléfono público?"""
Hachijo Tohya,"""Si vas por la calle, hay una tienda en la esquina por un camino más abajo."""
Ushiromiya Ange,"""Entonces me voy... Puedes usar esto para pagar por comida o lo que sea."""
Hachijo Tohya,"""... ¿Si te dejo guardar ese dinero, vendrás otra vez, leerás mi próximo manuscrito y me dirás tus opiniones?..."""
Ushiromiya Ange,"""... ¿Estás dispuesta a pagar rollos de dinero para que una niña fea como yo lea tu manuscrito?"""
Hachijo Tohya,"""No. Realmente eres una buena lectora y... una buena pensadora... Hemos creado estos cuentos y hemos sido lanzados al mundo en busca de una persona como tú."""
Ushiromiya Ange,"""... Me alabas demasiado. Yo solo me tomo los libros demasiado en serio."""
Hachijo Tohya,"""Como agradecimiento por el considerable tiempo que me has dado... algún día escribiré tu historia."""
Ushiromiya Ange,"""¿Voy a aparecer en otra de tus falsificaciones?... Espero que me maten de una manera un poco mejor esta vez."""
Hachijo Tohya,"""... ¿Te gustan... los milagros?"""
Ushiromiya Ange,"""¿Estás hablando del oportunismo?... Solía odiarlo, pero recientemente me he vuelto fanática. Pero soy exigente con lo que aceptaré y caer de un rascacielos y terminar ilesa no es lo que yo llamaría un milagro."""
Hachijo Tohya,"""... Entonces, algún día, quizás, escribiré una historia que consideres un milagro..."""
Ushiromiya Ange,"""Yo... realmente lamento irrumpir tan repentinamente y decir esas cosas tan crueles."""
Hachijo Tohya,"""... No, fue una conversación que valió la pena... Me pregunto si mi editor organizará una nueva reunión entre las dos..."""
Ushiromiya Ange,"""Si hay alguna oportunidad para otra. <See you again, have a nice day>."""
Hachijo Tohya,"""Sí, puede volver a ocurrir en algún momento... Rezo para que alcances tu verdad."""
Ushiromiya Ange,"""Gracias."""
Hachijo Tohya,"""Si algunas vez alcanzas tu verdad... por favor, trata de hacer un cuento de tu verdad algún día..."""
Ushiromiya Ange,"""... ¿Quieres que me convierta en una bruja? Lo dudo. Soy mala escribiendo. Un buen lector no es necesariamente un buen escritor, ¿sabes?"""
Hachijo Tohya,"""Ah, es cierto. Yo misma no puedo leer nada escrito por alguien más."""
Ushiromiya Ange,"""... Vaya. Bueno, me voy."""
Hachijo Tohya,"""Después de esto, probablemente nunca te vea otra vez... pero rezo para ser lo suficientemente afortunada como para conocer a otra tú algún día... en algún lugar."""
Ushiromiya Ange,"""... ¿Puedo hacer una última pregunta?"""
Hachijo Tohya,"""Adelante..."""
Ushiromiya Ange,"""... Esa bruja {f:5:Featherine}, que apareció durante el cuento... Eras... tú, ¿cierto?"""
Hachijo Tohya,"""Puede ser presuntuoso decirlo, pero esa era mi intención."""
Ushiromiya Ange,"""... Esta debe ser una extraña pregunta, pero... umm... ¿Tú eres {f:5:Featherine}? ¿O {f:5:Featherine} eres tú?"""
Hachijo Tohya,"""... Bueno. ¿De qué estás hablando?..."""
,Esta misteriosa mujer ha sido misteriosa hasta el final.
,"... De esta forma, el día del que yo no tengo {i:recuerdos} acabó y el día siguiente, tomaría un barco a Niijima."
,Probablemente no la vuelva a ver.
,"Sin embargo, eso solo quiere decir que ""yo"" no la volveré a ver, pero alguna otra ""yo"" podría encontrársela en algún lugar de la calle."
,"... Tal como ""yo"" he alcanzado varias verdades, también deben... querer alcanzar la verdad."
,"Hasta la próxima, {f:5:Featherine}."
,"... Si alguna vez escribes una historia mejor, por favor, llámame otra vez.{n}Si estoy libre, posiblemente vaya..."
Amakusa Juuza,"""No hay problema. Es el trabajo de acompañante más lujoso que he tenido hasta ahora... Casi me gustaría invitarlo, señor."""
,"""... Paso. Sabes qué tan viejo estoy. Ya he terminado de andar de aquí para allá..."""
,La persona al otro lado de la línea telefónica era Okonogi.
,"... Okonogi era también uno de los que tendía a moverse de un lugar a otro, por lo que no había sido fácil contactar con él, ni siquiera por teléfono."
Amakusa Juuza,"""Nuestro viaje ha sido genial y en este momento no es necesario correr."""
Okonogi Tetsuro,"""Sumadera Kasumi los está buscando como loca... De acuerdo a nuestros informantes, ya ha conseguido un viaje a Rokkenjima. Te cruzarás con ella allí."""
Amakusa Juuza,"""Así que es tal y como estaba planeado."""
Okonogi Tetsuro,"""... Es probable que sean solo cinco o seis personas como máximo. Y probablemente no estarán armados con nada más que pistolas. No son rivales para ti. Puedes hacer lo que quieras. Pero asegúrate de matarlos... ¿Has recibido ese juguete favorito tuyo?"""
Amakusa Juuza,"""Claro. Me sorprende que te las hayas arreglado para meter esto en el país."""
,Detrás de Amakusa estaba el auto de alquiler que habían conseguido bajo un nombre falso... y en cuyo interior había una bolsa de golf negro.
Okonogi Tetsuro,"""El líder de la familia Sumadera ya ha dado el visto bueno, pero asegúrate de salir de Japón tan pronto como hayas terminado. No olvides comprar tu ramen por la caja en Narita antes de tu vuelo de salida."""
Amakusa Juuza,"""Jejeje, esta vez yo me haré cargo... Es un trabajo fácil."""
Okonogi Tetsuro,"""Y también comprendes ""eso"", ¿cierto?"""
Amakusa Juuza,"""¿Eso?... Bueno, no estoy seguro de qué quieres decir."""
Okonogi Tetsuro,"""... ¿Te haces el tonto?... Muy bien. A pesar de cómo hablas, nunca has traicionado mis expectativas en el pasado... Si lo haces inteligentemente, ni siquiera tendrás que ensuciarte las manos... Debe haber un montón de maneras de manejarlo."""
Amakusa Juuza,"""... Jeje, no estoy seguro de qué me estás hablando."""
Okonogi Tetsuro,"""... Me doy cuenta de que Ange-chan es una niña que da pena... Sin embargo, todo lo que tenía que hacer era interpretar el papel de una joven aislada... Cuando unimos fuerzas después de la muerte de Eva-san, llegamos a un acuerdo... Este pequeño santuario portátil nuestro es importante, pero ella también es una desventaja. Estamos hablando de la paz mundial aquí, ¿cierto?"""
Amakusa Juuza,"""... Entonces, observa cómo van las cosas. Espero que esos tipos de negro de Sumadera sepan cómo disparar bien un arma."""
Okonogi Tetsuro,"""..."""
Amakusa Juuza,"""¿Mmm? ¿Qué ocurre, señor?"""
Okonogi Tetsuro,"""... No me digas que, después de unos cuantos días en la carretera, ¿tú y Ange-chan ya han empezado a salir?..."""
Amakusa Juuza,"""Ja... ¿Yo y esa niñita malcriada? Por favor."""
Okonogi Tetsuro,"""Bueno, no es que me importe, ¿sí?... Parece que te las has arreglado para liberarte lo suficiente como para poder ligar con chicas... La mitad del mundo está formada por mujeres. No durarás nada si solo una o dos te hacen dudar."""
Amakusa Juuza,"""... Oh, hablando de la reina de Roma. Aquí está ella... Creo que es todo por hoy. Te contactaré después de llegar a nuestro alojamiento en Niijima. Hasta luego."""
,Ange estaba caminando por la calle.
,¿Por qué hizo eso cuando le dije que me esperara hasta que volviera?
,"... Si ella no fuera así, podría haber vivido una larga vida."
Ushiromiya Ange,"""... Esa fue una llamada bastante larga. Estaba tan cansada de esperar que decidí salir."""
Amakusa Juuza,"""Jeje. Lo siento por eso... ¿Cómo le fue, señorita? ¿Aprendió algo interesante?..."""
Ushiromiya Ange,"""Estuvo muy interesante... Eso es todo lo que necesito recolectar."""
Amakusa Juuza,"""¡Jyaja!... Suena <cool>."""
,"Después de que Amakusa abrió la puerta del lado del pasajero, Ange entró al auto.{n}Amakusa rápidamente se dirigió al asiento del conductor."
Amakusa Juuza,"""... Entonces, dirijámonos al puerto. Según el viejo, la familia Sumadera ha puesto una trampa."""
Ushiromiya Ange,"""... Si nos atrapan, entonces, esa es la medida de mi suerte... Si no, entonces Rokkenjima me está esperando... Dejémoselo a la suerte."""
Amakusa Juuza,"""... Suerte, ¿eh?"""
Ushiromiya Ange,"""Cuando no puedes decidir qué hacer, o cuando de cualquier forma no importa... no está tan mal confiarle tu destino al lanzamiento de una moneda."""
Amakusa Juuza,"""Jeje. Entonces yo también se lo dejaré a la suerte... Ni yo mismo soy ajeno a ese tipo de cosas."""
Ushiromiya Ange,"""... Mi guardaespaldas acaba de decir que va a dejárselo todo a la suerte. Esto apesta."""
Amakusa Juuza,"""Como tuve que salir para hacer esa llamada, me perdí totalmente de la mejor parte. ¿Qué pasó después de que me fui? Cuéntamelo."""
Ushiromiya Ange,"""No. No te lo diré."""
Amakusa Juuza,"""Qué lástima."""
,El auto corrió a través de aquella ciudad llena de colinas...{n}Este auto no volverá a la casa de Hachijo por toda la eternidad.
,"Sin embargo, Ange no se puso sentimental por ello."
,"Por ahora, ella solo quería considerar en silencio el nuevo mensaje embotellado que la actual Bruja Interminable, Hachijo Tohya, le había otorgado..."
,"En el espejo retrovisor, la ciudad donde vivía una bruja se desvaneció en la distancia."
,"Sin embargo, esa escena no se reflejaba en los ojos de Ange..."
