Speaker,Spanish (ES)
Ushiromiya Maria,"""... De hecho, Beatrice se había opuesto a la entrada de Ange... Así está bien. Ange era demasiado joven."""
Sakutarou,"‘... Por ahora, hasta que tú y Ange puedan volver a ser amigas, lo mejor es olvidarlo. Podrán jugar juntas cuando se hayan animado, María. Hasta entonces, estaremos todos a tu lado.’"
Ushiromiya Maria,"""... Gracias... Sakutaro... todos."""
,"Y así, María volvió a su viejo mundo.{n}El mundo que no era solitario, y en el que un montón de amigos la rodeaban."
,"Como siempre, no tenía amigos {y:0:Humanos}{n:0:humanos} en la escuela, pero sus amigos mágicos estaban siempre con ella."
,"La banda de conejas que escondía en sus bolsillos hablaba con ella en clase, y parecían divertirse."
,Escucharlas volvía mucho más agradable el tiempo que pasaba en clase.
,"María se aseguró de que, mientras mamá y el profesor no se dieran cuenta, sus otros amigos pudieran estar siempre con ella."
,"Cuando mamá le decía a María que jugara fuera, colocaba en secreto a Sakutaro, Sakusuke y los demás en su mochila, y jugaban juntos en la biblioteca o donde fuera."
,"Aun cuando mamá llegaba tarde a casa y María iba a comprar la cena, siempre llevaba a Sakutaro."
,"El dependiente de la tienda local y el resto de gente eran muy amables con Sakutaro.{n}A veces, el dependiente entregaba una segunda porción gratis a María y Sakutaro."
,"Cuando mamá se enteraba, María se metía en problemas por llevar a Sakutaro y a los demás fuera."
,"Cuando el profesor se enteraba, María se metía en problemas por llevar juguetes a la escuela."
,La toxina debía tener mucha fuerza en mamá y el profesor. Así que Sakutaro les parecía un típico animal de peluche.
,"Después de todo, el dependiente y el resto de la tienda local saludaban a Sakutaro."
,"... No todos los {y:0:Humanos}{n:0:humanos} son despreciables. Hay un montón de personas que, al contrario que Ange, mamá y el profesor, pueden saludar a amigos mágicos como yo..."
,"""Oh, María‐chan. Bienvenida. ¿También hoy llegará tarde tu mamá?..."""
Ushiromiya Maria,"""Sí... Pero María no está sola, está con Sakutaro. ¿Verdad, Sakutaro?"""
Sakutarou,‘Uryuu. Hoy no solo está Sakutaro. También nos acompañan otros amigos.’
,"""Oh, ¿otros amigos? ¿Qué clase de amigos te acompañan hoy?"""
Ushiromiya Maria,"""Hoy, las conejas de la banda del bosque están también con María... Mira, en mi bolsillo."""
,María empezó a alinear cuatro conejos de cerámica en la caja registradora.
,"Mientras el dueño de la tienda lo observaba con una sonrisa, le hizo una señal a un trabajador a tiempo parcial con su barbilla."
,"Así, el cartel en la otra caja registradora, en la que ponía ""Cerrado"", fue quitado, y una voz llamó a todos los clientes a situarse allí."
,Toda la gente situada tras María hizo cola en esa caja...
,"""Ya veo, ya veo. Tienes muchos amigos, María-chan. Pero espero que tu mamá vuelva pronto a casa."""
Ushiromiya Maria,"""Uu. Mamá está ocupada con su trabajo, así que tiene que quedarse en la compañía. Están muy ocupados últimamente... Ni siquiera tiene mucho tiempo para hablar con María por teléfono."""
Ushiromiya Maria,"""¡Pero María no está sola! ¡María tiene a Sakutaro y a los demás! ¿Verdad?"""
Sakutarou,‘¡¡Uryuu!!’
Ushiromiya Maria,"""Todas las conejas de la banda están juntas. Mira. Kyuu‐kyuu{p:0:♪}."""
,"""¿Es kyu-kyu- el sonido que hace el conejo? Vaya, nunca lo había escuchado."""
,"Tras sonreír a Sakutaro, cuya cabeza asomaba por la mochila, jugó con la banda de conejas en la caja registradora, haciéndolas retozar."
,"Aunque el jefe de la tienda lo observaba con placer, había cierta pena en sus ojos."
,"... Parecía ser una familia sin padre, en la que la madre tenía que trabajar mucho y no estaba demasiado tiempo en casa."
,"Y además, esa niña no parecía tener ningún amigo."
,"Al observarla jugar felizmente con sus muñecos y asegurar que no estaba sola a pesar de todo, no podía evitar un cierto sentimiento de compasión."
,Y no era solo él. María había ganado cierta fama en el lugar...
,"""María-chan, deberías comer oden de vez en cuando. Si no comes huevos y pasta de pescado, no crecerás."""
Ushiromiya Maria,"""¿Uu? ¿No puedo llevar un rollo de crema?..."""
Sakutarou,"‘Uryu. Si no comes ciertas cosas, no crecerás. ¿Qué tal si hoy tomamos oden?’"
Ushiromiya Maria,"""Uu... Entonces María llevará oden."""
,"""Sí, sí, este es el recibo. Déjame poner un montonazo aquí dentro. ¿Quieres mostaza?"""
Sakutarou,‘Uryuu. No puedo con las cosas picantes...’
,"""Ah, ya veo. Asegúrate de que no se te derrame en el camino a casa. Estará delicioso mientras siga caliente."""
Ushiromiya Maria,"""Uu. Gracias."""
,"Había planeado cenar algunos pasteles esta noche, pero ya que se lo habían recomendado, comería oden en su lugar."
,Dejar que otra persona decida el menú significa una comida interesante e inesperada.
,"... Muy a menudo, María tenía que decidir por su cuenta qué cenaría, así que era fácil que los menús fueran algo parciales. Era divertido comer algo que no había esperado..."
Sakutarou,"‘¡Uryuu! ¡Gracias por darnos de más, señor!’"
,"""Envía mis mejores deseos a tus otros amigos en casa. No te llenes en el camino de vuelta. Ve a casa y cómetelo allí."""
Ushiromiya Maria,"""¡Uu! ¡¡Gracias, señor!!"""
,María alzó la mochila que contenía el oden...
Ushiromiya Maria,"""... ¿Eh?..."""
Sakutarou,"‘... ¿Uryu? ¿Qué ocurre, María?’"
Ushiromiya Maria,"""... La llave no está en el bolsillo de María."""
,"Ante la puerta de su casa, María buscó por todo su cuerpo.{n}... La llave de casa no estaba ahí."
,"Siempre la ponía metódicamente en el mismo bolsillo. Así que no había forma de que la hubiera puesto en otro bolsillo, pero aun así buscó por todo su cuerpo."
,"... Tal y como era de esperar, no la tenía."
Sakutarou,‘¿Y si la tiraste al sacar la cartera?...’
Ushiromiya Maria,"""No. Cuando María sacó su cartera, la sintió al tacto. Además María examinó su bolsillo a mitad de camino."""
Ushiromiya Maria,"""... Estaba aquí a mitad de camino. ¡No la perdí! ¡Uu‐uu‐uu!..."""
,"María había podido soportar el viento de finales de otoño gracias a la idea de la calefacción la esperaba en casa, pero ahora, que había perdido las llaves y no tenía idea de qué hacer, estaba comenzando a sentir lo insoportable que era."
,"Pero no importaba cuánto buscara la llave, no la encontraba. Puso boca abajo todos sus bolsillos, e incluso intentó quitarse la chaqueta y golpearla, pero sin resultado."
,"... Por supuesto, también puso boca abajo la mochila en la que estaba Sakutaro, pero la llave no salió."
Ushiromiya Maria,"""... Uu. ¡¡¡Uu-uu-uu-!!!"""
,"Algo que debería haber estado ahí... No estaba donde debería estar.{n}¿Por qué no estaba allí la llave, cuando María no había hecho nada malo?"
,... ¡¿Por qué no está?!{n}¡¿Por qué?! ¡¡¡¿Por qué?!!!...
,"Con frío, frustrada y furiosa, María pateó el suelo...{n}La parte inferior de su pie tembló, pero eso no disminuyó su frustración."
,"... Al mismo tiempo, empezó a llorar."
Ushiromiya Maria,"""... Uu... ¡¡Uu!! ¡¡Uuuu!!"""
,No era culpa suya. Así que era culpa de otra persona.
,"Pero María no sabía quién era esa otra persona, y no podía hacer más que soltar un gemido lleno de ira."
Sakutarou,"‘... Uryu... Seguro que se te cayó a medio camino... Busquémosla, ¿de acuerdo? Volvamos a la carretera por la que vinimos y busquemos, ¿de acuerdo?...’"
Ushiromiya Maria,"""... Uu... Aunque hoy María decidió comprar oden... y consiguió gratis huevos y otras cosas... No podrá comerlo mientras siga caliente... ¡¡¡Uuuuu!!!"""
Sakutarou,"‘... María... sé que es frustrante, pero busquemos, ¿está bien?... No es culpa de nadie... intentemos buscar...’"
,"Finalmente, María hizo caso a Sakutaro, y empezó a rehacer el camino por la carretera por la que había venido."
,"... El viento era más frío que antes, y parecía tirar cruelmente de las esquinas de su chaqueta..."
Sakutarou,"‘Uryu... Asegurémonos de examinar el suelo con detalle y buscar, ¿de acuerdo?... Después volveremos rápidamente a casa, nos calentaremos con la calefacción, y comeremos oden, ¿está bien? Seguro que está delicioso.’"
Ushiromiya Maria,"""... Uu... No está aquí... Uu... No está aquí."""
,"Con Sakutaro animándola, María buscó la llave..."
,Pero acabó volviendo a la tienda local en donde había comprado el oden.{n}... No la había encontrado.
,"Por si acaso, preguntó al hombre de la tienda local si habían encontrado alguna llave, pero no habían visto nada."
,"... Una vez más, fue a casa, prestando atención a la zona que rodeaba a sus pies.{n}Pero... tal y como era de esperar, no encontró nada."
,Ya no estaba lo suficientemente frustrada como para dar pisotones.{n}... Pero por su cara se deslizaban lágrimas calientes.
,El oden se había enfriado completamente.
,"... Aun cuando le habían dicho que estaría delicioso al estar caliente, no había podido probarlo."
,... Aun cuando el hombre le había dado tantas cosas gratis...
Sakutarou,‘... Uryu... No llores... Mamá no vendrá esta noche... Hagamos lo que podamos para encontrarla...’
Ushiromiya Maria,"""... ¿Por qué María es incapaz de encontrarla?... Uuuu... ¡uuuuuuuu!"""
Sakutarou,"‘¡María, no llores!... ¡Sigamos buscando!... María...’"
,María ya no podía contener sus lágrimas.
,"Entre sollozos, se abrazó a Sakutaro y sujetó la bolsa del oden, volviendo por la calle por la que había venido."
,"Tal vez porque más y más casas y tiendas habían apagado las luces a esas horas, la calle estaba aún más oscura y buscar resultaba más difícil."
,"... Y, de nuevo sin encontrar la llave, volvió a la tienda local."
,"""María‐chan... ¿sigues sin encontrar la llave?..."""
Ushiromiya Maria,"""... Uu... Llave... no está aquí..."""
,"""Tu madre estaba fuera esta noche, ¿verdad? Entonces, ¿no puedes entrar en casa sin la llave?"""
Ushiromiya Maria,"""Uu... No puedo entrar..."""
,"""Sí, eso es un problema... ¿Has intentado hablar con la policía? Tal vez puedan ayudarte."""
Ushiromiya Maria,"""... Mamá dijo que no hablara con policías, aunque ellos intentaran hablar con María."""
,"""¿Oh?, ¿Por qué?"""
Ushiromiya Maria,"""..."""
,"Era probable que fuera porque Rosa era responsable de hacer que una niña tan joven como María cuidara la casa ella sola, y sabía que no era algo que la sociedad permitía."
,"Así que había enseñado a María a cambiar de tienda cada cierto tiempo para no llamar la atención de los adultos, y a limitarse a saludar a los policías, aunque hablaran con ella."
,María había hecho obedientemente lo que se le había dicho.
,"En lugar de preguntarse el porqué, le importaba más obedecer mansamente a lo que había dicho su madre."
,Pero el dueño de la tienda local probablemente no pensaba lo mismo.
,"... Como es natural, ver cómo una niña tan joven se veía obligada a cuidar en solitario de su casa, y con tal frecuencia... preocuparía a cualquiera..."
,"... Y entonces. Tras hacer otra trayectoria circular entre su casa y la tienda, y llegar a la tienda local por tercera vez... Un policía estaba allí."
,"""Es esa niña... María-chan, ¿encontraste tu llave?"""
Ushiromiya Maria,"""... Uu... No la encontré..."""
,"""¿Cómo te llamas, señorita?"""
Ushiromiya Maria,"""*Sollozo*"""
,"El policía le preguntó su nombre, pero María no respondió."
,"""¿Tu madre te pidió que no hablaras con policías? Jaja. No te preocupes, no tienes que tenerme miedo. ¿Ya cenaste, señorita?"""
Ushiromiya Maria,"""... La compré, pero no pude entrar en casa, así que no pude comer."""
,"""¿Qué está haciendo tu madre? ¿Es que hoy no vendrá a casa? ¿Está trabajando?"""
Ushiromiya Maria,"""... Uu."""
,"""¿Sabes cómo podemos contactar con el lugar de trabajo de tu madre?"""
Ushiromiya Maria,"""..."""
,María agachó su cabeza confundida
,... No entendía por qué el policía se estaba enfadando con María.
,"No, seguramente no se estaba enfadando con María, pero si esto llegara a oídos de su madre, se metería en problemas."
,"Aunque no comprendiera la razón por la que se metería en problemas, al menos entendía que lo haría."
,Pero el policía no dejaba ir a María.{n}Y el hambre la dejaba muy atontada.
,"El policía se dio cuenta, y decidió que escucharía su historia mientras comían en la comisaría."
,"... María fue llevada a la comisaría. Calentaron su oden en un microondas, e incluso le dieron {ruby:shio daifuku:pasteles de arroz salado} y té caliente."
,"Le habían dicho que no hablara con policías, pero ante sus preguntas sobre Sakutaro, respondió, empezando a sentir que él no era una mala persona."
,"... Y como fuera, no podía volver a casa, así que no sabía qué hacer."
,"... Así que le dio el número de trabajo de su mamá... el cual ella había dicho que solo lo debía dar en una situación muy, muy seria."
,"En la habitación con tatami de la comisaría, mientras comía el oden que estaba tan caliente que parecía que la quemaría, observó cómo el policía hacía la llamada telefónica, pensando perezosamente ""oh, seguro me meteré en problemas..."""
Ushiromiya Maria,"""... ¿Se enfadará mamá... con María?..."""
Sakutarou,‘... Uryu...’
,"Llevaba mucho rato escuchando cómo el teléfono sonaba. Con el auricular en su oreja, el policía miró el reloj, refunfuñando."
,"""... Puede que no respondan porque han acabado las horas de trabajo... Mmmmmmm... ¿Eh? ¿Hola? ¿Hola? ¿Esta es la compañía Tía Rosa Ltd?"""
,"""Aquí el departamento de policía de Komatsugawa frente a la estación Senbonzakura. ¿Está la Directora... umm, {c:86EF9C:Udaikan}... no, la Directora Ushiromiya?... Sí... ¿Quéé? ¿Está de {i:vacaciones}?"""
,"""Sí. Empezando ayer, la directora se ha tomado tres días libres. Umm, ¿necesita hablar de algo con ella?..."""
,"""Oh no, no, no, no importa. ¿Sabe dónde podría estar? ¿Alguna idea de cómo contactar con ella?"""
,"""Claro... ¿podría esperar un momento?... Oigan, ¿alguien sabe a dónde fue la directora? ¿Cómo contactar con ella?"""
,"""Tengo entendido que fue con su novio al buffet libre de cangrejos en Sapporo. Aww, seguro que un lugar tan frío ayudaría mucho a acercarlos, ¿verdad? No sé cómo contactar con ellos."""
,"""Sí, entendido... Oh, hola. Tengo entendido que fue a Sapporo, pero no sé cómo contactar con ella... ¿Desea dejarle un mensaje?"""
,"""Mmm, ya veo, qué lástima. Bueno, si consigue contactar con ella, ¿puedes decirle que he llamado? Sí, seguro."""
,"... Tras eso, me llevaron al departamento de policía, que era aún mayor, y me hicieron pasar la noche allí."
,Y me preguntaron varias cosas sobre mí.
,Una señora que se hacía llamar la asistente social del distrito vino y me preguntó varias cosas.
,"Y me dijeron ""Pobrecita"".{n}Cuando lo escuché, me di cuenta por primera vez."
Ushiromiya Maria,"""... ¿Realmente es María... tan triste?..."""
Sakutarou,"‘... Uryu... No es cierto... eres feliz, María...’"
Ushiromiya Maria,"""... Uu..."""
,Entonces... Rosa volvió.
," Le ordenaron a María que fuera a su habitación, pero al volver del baño, se escondió en la entrada al salón y escuchó la conversación."
,La persona que había venido de visita... era la asistente social del distrito que había hecho varias preguntas a María el otro día.
Ushiromiya Rosa,"""¡¡No seas tan prepotente!! ¡¡El corazón de María es inocente y delicado, así que podría sufrir con algún niño insensible por allí!! ¡¡Por favor, deje de entrometerse!!"""
,"""Pero en ese caso, señorita, si es una niña tan delicada, ¿por qué dejarla sola en casa? ¿No debería una madre estar con su hija?"""
Ushiromiya Rosa,"""¡¡Estoy con ella tanto como debería!! ¡¡No tengo por qué hacerte caso en algo así!!..."""
,"""Oh, ¿en serio? Es muy conocida en la zona. Dicen que su hija suele salir por la noche a comprar cosas para comer. Todo el mundo se preocupa por ella."""
Ushiromiya Rosa,"""¡¡¿Cómo sabe usted que era mi hija?!! Hay muchos niños en esta ciudad... ¡¡¿No?!! ¡¡No puede afirmar que es mi María!!"""
Ushiromiya Rosa,"""A veces los niños salen por la noche, ¡¿verdad?! ¡¿Cómo sabe que alguno de ellos es mi hija?!"""
,"""Una niña que lleva un león de peluche suele ir por allí a cenar y comprar cosas. Es una famosa historia del distrito comercial."""
,"""Todo el mundo trataba a María con cuidado y preocupación. A veces, la gente la acompañaba a casa, pensando que las calles serían peligrosas por la noche, ¿sabe?"""
Ushiromiya Rosa,"""¡¡P-Puede encontrar leones de peluche por todas partes!! ¡¡No era asunto suyo, no tenían por qué acompañarla a casa!! ¡¿Acaso piensan secuestrar a María?!"""
Ushiromiya Rosa,"""¡¡No la molesten!! María es mi hija. ¡Yo la estoy criando! ¡¡No tengo intención de meterla en alguna extraña institución!! ¡¡Dejen de meterse sin motivo!!"""
Sakutarou,"‘U‐Uryu... Ese animal de peluche, ¿soy yo?...’"
Ushiromiya Maria,"""... No te preocupes. Es María quien está en problemas... No tiene nada que ver contigo, Sakutaro..."""
,"María abrazó a Sakutaro, mirando asustada a su madre..."
Ushiromiya Rosa,"""¡M-Me gustaría estar con María todos los días!"""
Ushiromiya Rosa,"""¡Pero soy una madre soltera, y tengo que trabajar! ¡¡Puedo no parecerlo, pero soy la presidente de una compañía, y soy responsable del bienestar de mis empleados!! ¡¡Estoy ocupada todo el año con mi trabajo, no tengo tiempo para descansar!!"""
,"""{i:¿En serio?} Pero ha estado de vacaciones estos últimos tres días, ¿verdad?"""
Ushiromiya Rosa,"""¡N-No he estado de vacaciones! ¡¡He pasado la noche en mi compañía!! ¡¡Hay un montón de asuntos de los que encargarse que mis empleados no sabrían tratar!!"""
,"""¿Por qué miente así? Alguien de su compañía dijo que se había tomado tres días de vacaciones, ¿sabe? Fue a Hokkaido con su novio, ¿verdad? ¡Dejó a su hija sola durante tres días!..."""
Ushiromiya Rosa,"""¡¡¡N-No sé nada de este novio ni de Hokkaido!!! ¡¿A qué viene todo esto?! ¡¿Por qué, por qué?! ¡¿Tiene alguna prueba?! ¡¡Qué demonios, no se meta en los problemas familiares ajenos!!"""
Ushiromiya Rosa,"""¡¡Quiero a María a mi manera, así que mantenga la boca cerrada!! ¡¡No fui de vacaciones, estuve todo el rato trabajando!!"""
Ushiromiya Rosa,"""¡¡Intentaba acabar las cosas en mi trabajo lo antes posible, lo antes posible porque quería ver a María tan pronto como pudiera!! ¡¡Estuve en la compañía todo, todo, todo, todo, todo, todo, todo, todo, el tiempo!!"""
Ushiromiya Rosa,"""¡¡¡No sé, no sé, no sé, no sé nada sobre Hokkaido, no diga sin más algo asíííííííííí!!! ¡¡Largo!! ¡¡Largoooo!! ¡¡¿Qué demonios le pasaaaa?!! ¡¡Largo!! ¡¡¡LARGOOOOOOOOO!!!"""
,"Rosa se enfureció, y su pelo se alborotó salvajemente."
,"Una taza de té cayó por la fuerza con la que se levantó, y más ruido hicieron los golpes que daba a la mesa."
,"Ante semejante ira, que solo podía ser descrita como enajenación mental, la asistente social no pudo evitar acobardarse."
,"... Y lo mismo le pasó a María, que observaba secretamente desde el pasillo."
,Ya había visto a su madre furiosa varias veces.{n}Pero nunca hasta ese punto.
,"Al verla, María estuvo segura.{n}... Ya no era su madre."
,Era algún ser malvado que había poseído el cuerpo de su madre...
,"Y entonces, ella misma fue descubierta por el ser malvado.{n}María se sentía reflejada en los ojos del ser malvado."
,"Su mente quedó en blanco, y sintió que su campo de visión se reducía..."
,"Tras acercarse a ella, Rosa la golpeó despiadadamente en sus pequeños hombros... y bajó la mirada hacia el animal de peluche que María sujetaba, Sakutaro."
Ushiromiya Rosa,"""... María. Aunque te dije tantas veces que no lo sacaras de casa... lo llevaste contigo, ¿verdad?"""
Sakutarou,‘U‐Uryu... N-No es culpa de María... Yo le dije que me llevara...’
Ushiromiya Maria,"""¡E-Eso no es verdad!... ¡María se llevó a Sakutaro porque se sentía sola!... ¡¡Mamá, no es culpa de Sakutaro!!..."""
Sakutarou,‘Uryu... María...’
Ushiromiya Maria,"""¡¡No es culpa de Sakutaro!! ¡¡No es culpa de Sakutaro!!"""
,"En lugar de a María, Rosa apuntó su ira hacia el león de peluche que esta sujetaba."
,"... Una niña fue a comprar en mitad de la noche, siempre abrazada a su león de peluche."
,"Por ello, se había vuelto conocida en el distrito comercial..."
Ushiromiya Rosa,"""¡¡¡A-A-Acaso no te había dicho que no te llevaras contigo a tus animales de pelucheeeeee!!! Por qué... no puedes... ¡¡obedecer a mamá!!"""
Ushiromiya Rosa,"""¡¿Por qué?! ¡¿Por qué, por qué?! ¡¡Por qué no puedes seguir las reglas de mamáááá!!"""
,"Con cada palabra, daba un pisotón con su tacón y golpeaba furiosamente la pared."
,"... Por supuesto, no tocó directamente a María."
,"Sin embargo, la violencia del duro sonido se sentía como un golpe para María."
,"""¡¡S-Señora... por favor, pare!!..."""
Ushiromiya Rosa,"""¡¡No me toques!! ¡¡Que no me toques, maldita seaaaaaaaa!!"""
,La asistente social se había recuperado e inmovilizaba los brazos de Rosa tras su espalda.
,"Pero en cuanto tocó a Rosa, esta se enfureció completamente, lanzando a la asistente social lejos de ella."
,"... Golpeó la mesa y cayó al suelo. Una taza de té que estaba sobre la mesa cayó al suelo, haciendo un violento sonido..."
Sakutarou,‘¡M-María no hizo nada malo!... ¡Es culpa mía! ¡¡No regañes a María!!...’
Ushiromiya Maria,"""¡¡María es quien llevó a Sakutaro!!... ¡¡No es culpa de Sakutaro!! ¡¡No es culpa de Sakutaro!! ¡¡Así que no lo mires así!! ¡¡No lo mireeeeeeeeeeees!!"""
Sakutarou,‘¡No regañes a María!... ¡¡No regañes a María!!... ¡¡¡Uryuuu!!!’
Ushiromiya Rosa,"""... T-Tú... ¿Qué crees que estás haciendo?"""
Ushiromiya Rosa,"""¿Acaso también jugaste con tus muñecos de esta forma... en el exterior? ¿Frente a la gente de la tienda?..."""
Ushiromiya Rosa,"""... Así que POR ESO te recordabaaaaaaaan, ¡¡¡muere idiota sin CEREBRO!!! ¡¡¡Por qué eres tan ESTÚPIDAAAAAAAAAAAAAAAA!!!"""
Ushiromiya Rosa,"""Respóndeme con sinceridad. Cuando salías, siempre llevabas contigo a ese animal de peluche sin decírselo a mamá, ¿verdad?"""
Sakutarou,‘... U-Uryu...’
Ushiromiya Rosa,"""¡¡¡Deja de comunicarte usando a ese estúpido animal de peluche!!! ¡¡¡Habla con tus propias palabras, no las de un animal de peluche!!!"""
Ushiromiya Maria,"""¡¡S‐Sakutaro no es un animal de peluche!! ¡¡Es amigo de María!! No le llames animal de peluche... ¡¡No lo hagaaaaaaaaaaaas!!"""
Ushiromiya Rosa,"""Sí, sí, lo veo, se llamaba Sakutaro, ¡¿verdad?! Lo llevabas contigo todo el tiempo al ir de compras, sin decírselo a mamá, ¿verdad?"""
Ushiromiya Maria,"""S-Sí..."""
,María lo admitió con sinceridad.
,"Si no lo hubiera admitido, Sakutaro habría dicho algo para llevarse la culpa, así que admitiéndolo de inmediato, estaba protegiendo a su pequeño amigo."
Ushiromiya Rosa,"""¿Solo a Sakutaro? ¿A ninguno más?... No habrás estado llevando cosas extrañas a la escuela también, ¿verdad?..."""
,"""... ¡¡S-Señora!! ¡Su hija no ha hecho nada malo! ¡Detenga ahora mismo este interrogatorio!"""
Ushiromiya Rosa,"""¡¡¡Tú cállate!!! ¡¡¡Estoy hablando con mi hija!!!... Muy bien, María, mira a mamá mientras hablas. ¿Cuál es la respuesta a la pregunta de mamá?"""
Ushiromiya Maria,"""U‐Uu... No solo a Sakutaro... También a todas las conejas..."""
Ushiromiya Rosa,"""... ¿Los llevas contigo ahora mismo?..."""
Ushiromiya Maria,"""Uu..."""
,María buscó en sus bolsillos... sacando cuatro conejos de cerámica con su pequeña mano...
,"Las conejas eran sus buenas amigas, que podían estar con ella en la escuela en lugar de Sakutaro."
,"Pero cuando Rosa las vio, sacudió la cabeza como si se hubiera mareado..."
,"En el {c:86EF9C:folleto de comunicación} de María, habían escrito que ella estaba llevando juguetes a la escuela y jugando con ellos, y le habían pedido a su familia que lo previniera."
,"Pero Rosa lo rechazó, culpando al profesor y llamando a la escuela para protestar."
,... Diciendo que era imposible de que su hija llevara juguetes a la escuela.
,"Durante casi una hora, le había gritado al subdirector que dejara de acusar falsamente a su hija."
,"... Hasta cierto punto, en la escuela se habían dado cuenta de que María era una niña muy lamentable."
,Sabían que los pequeños juguetes que traía eran sus únicos amigos.
,... Así que habían intentado dejarlo pasar.
,"Pero cuando los otros estudiantes los vieron, algunos de ellos habían empezado a quejarse de que solo ella pudiera traerlos, y la escuela se había comido mucho la cabeza para encontrar un modo de arreglarlo..."
,"Habían intentado enviar una amable advertencia a su madre, pero tras la exagerada reacción de Rosa, incluso el profesor de María decidió dejarlo pasar."
,... Pero ahora Rosa lo sabía.
,Ella era quien estaba equivocada... y era verdad que su hija llevaba juguetes a la escuela.
,... Y en la escuela... habían presenciado la lamentable escena de ella llevando juguetes y jugando con ellos como si fuesen sus únicos amigos.
,"Para Rosa, que creía que su hija era solo un poco diferente de los niños normales, saber que este lado de su hija había quedado expuesto y criticado era, más que cualquier otra cosa, algo que no podía soportar."
,... Y aulló. Se enfureció.
